UCL_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL521004,0,0,0,0,0,0,0,0,0,9,3,0,0,3,15,13,4,6,0,42,0,0,0,0,3,0,0,0,0,7,0,3,4,0,6,0,0,0,0,22,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,6,0,0,0,7,0,0,0,0,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,9,5,9,3,36,18,9,15,4,112
UCL521005,0,8,3,6,3,8,4,14,5,47,3,5,4,4,10,16,6,3,0,46,0,6,9,0,9,14,17,34,0,98,4,9,8,5,4,4,0,7,0,36,5,6,11,8,10,6,4,6,0,48,0,5,9,0,0,3,0,0,0,15,17,8,4,0,7,3,10,66,7,119,8,12,10,0,3,3,3,11,0,58,5,0,0,0,0,0,0,0,0,8,39,56,55,17,51,54,41,142,13,484
UCL521006,4,0,3,3,5,14,0,7,0,34,3,8,6,7,8,14,7,0,0,49,3,7,5,0,14,12,8,17,3,78,7,11,5,6,8,8,4,3,4,57,0,15,6,0,10,8,0,6,0,43,3,5,4,0,0,0,0,4,0,28,6,3,6,0,6,5,0,22,6,54,3,8,8,6,7,4,3,8,4,58,0,0,0,0,0,0,0,0,0,8,35,56,45,32,54,70,24,68,24,404
UCL521007,3,0,0,3,0,4,3,3,0,22,0,0,0,4,3,4,0,9,0,21,0,5,4,0,6,5,8,5,0,34,0,4,4,4,0,7,0,0,0,21,0,0,5,0,7,0,0,4,0,15,0,7,4,0,4,5,0,0,0,18,0,0,0,0,0,8,0,0,0,21,8,6,6,3,0,9,5,3,0,39,5,0,0,0,0,0,0,0,0,3,21,28,19,15,20,43,9,27,6,194
UCL521008,0,3,0,3,8,3,0,8,0,19,4,0,0,0,4,3,0,0,0,12,0,0,0,0,4,4,0,0,0,14,3,4,11,0,0,0,0,0,0,30,0,3,3,0,0,8,0,7,0,18,0,3,3,0,3,5,0,0,0,13,7,6,0,0,0,7,3,4,4,24,0,14,8,5,3,3,0,4,0,42,0,0,0,0,0,0,0,0,0,4,12,35,25,9,22,31,12,21,7,170
UCL521009,0,4,6,0,0,4,0,12,0,34,0,0,0,0,0,4,3,3,0,23,0,0,7,0,9,8,0,10,0,34,0,4,0,3,5,0,3,4,0,26,0,0,5,3,4,3,3,0,0,19,0,0,0,0,0,4,0,3,0,7,0,0,6,0,0,6,0,14,0,33,0,7,3,0,6,9,0,4,0,31,0,0,0,0,0,0,0,3,0,3,0,20,25,9,29,35,21,54,5,196
UCL521010,4,0,6,0,0,5,0,4,0,15,0,0,3,0,3,6,0,4,0,22,0,0,4,3,14,9,9,21,3,63,0,12,8,3,5,9,0,5,0,45,8,0,0,5,10,4,0,0,3,25,0,8,4,4,4,0,0,0,0,15,9,0,0,0,6,3,4,24,0,50,3,11,7,5,4,4,3,5,0,47,0,0,0,0,0,0,0,0,7,8,20,35,35,20,47,46,18,67,12,292
UCL521011,0,0,0,0,3,10,6,13,0,19,0,0,5,0,7,15,0,11,0,43,3,0,0,4,7,15,6,24,0,63,0,3,3,12,0,0,0,3,0,30,0,7,15,8,6,5,0,0,0,46,0,4,0,3,4,0,0,0,0,18,5,0,0,0,7,8,7,18,0,39,0,8,5,4,3,8,3,12,0,42,0,0,0,0,0,0,0,0,0,0,13,34,31,22,38,67,21,72,8,306
UCL521012,0,3,6,0,6,5,0,10,0,28,6,0,6,5,5,9,0,3,0,35,0,0,3,0,12,11,9,14,3,44,0,9,6,6,8,3,0,4,0,31,0,4,4,0,9,3,0,0,0,26,0,9,0,0,0,5,0,0,0,20,3,0,0,0,3,5,0,10,0,30,4,4,0,3,4,3,0,11,0,30,0,0,0,0,0,0,0,4,0,3,14,28,18,19,47,46,14,56,4,257
UCL521013,0,3,0,4,5,10,4,7,0,37,0,3,10,4,14,11,0,10,0,48,3,4,4,5,14,26,10,25,4,93,8,17,9,6,6,11,3,0,0,63,0,13,15,5,13,15,3,4,0,66,0,18,6,3,0,0,3,0,4,34,10,5,3,0,3,11,0,11,0,48,0,12,10,4,7,4,8,6,0,42,5,3,0,0,0,4,0,5,0,14,31,75,56,26,68,86,26,70,14,444
UCL521014,0,4,0,3,5,6,0,7,0,29,0,3,3,0,3,0,3,9,0,20,0,3,6,0,0,4,4,19,0,43,3,5,4,5,4,5,0,3,0,29,0,0,3,4,6,6,0,9,0,33,0,8,0,4,3,0,0,0,0,16,6,6,5,3,3,12,9,34,0,77,0,3,5,3,5,8,3,3,0,32,4,0,0,0,0,0,0,7,5,8,20,35,25,17,39,49,22,81,6,289
UCL521015,0,4,7,9,3,18,5,18,0,61,0,0,0,6,0,4,0,0,0,24,0,0,3,3,6,12,3,14,0,45,0,7,7,6,6,5,0,5,0,28,0,3,9,5,3,6,0,0,0,38,0,3,0,0,10,5,0,7,0,28,0,6,0,3,0,8,3,9,0,27,0,11,5,4,4,6,0,8,3,43,0,0,0,0,0,0,0,0,0,7,14,36,24,23,39,71,18,61,8,297
UCL521016,7,0,0,3,4,5,6,23,0,48,0,0,0,3,3,13,0,6,0,33,0,4,3,0,11,11,9,13,0,53,4,9,11,3,0,5,0,0,0,25,0,12,10,0,12,3,0,0,0,30,0,7,5,5,0,8,3,6,0,28,0,3,0,0,6,3,0,8,0,23,0,10,9,0,3,12,4,5,0,50,0,0,0,0,0,0,0,0,0,8,16,41,37,13,42,53,30,67,6,295
UCL521017,0,7,0,3,9,12,12,33,0,72,0,5,0,0,0,19,5,5,0,42,0,5,0,0,3,13,9,19,0,50,0,0,3,3,0,3,0,0,0,21,4,9,6,5,5,8,3,3,0,54,0,0,4,3,3,8,0,0,0,23,0,6,0,0,5,4,5,20,0,34,0,7,7,0,7,3,0,5,0,33,0,0,0,0,0,0,0,4,3,10,4,43,26,22,32,72,45,92,6,335
UCL521018,0,0,6,3,0,6,5,11,0,29,0,3,0,7,7,3,0,12,0,34,4,0,0,0,3,15,10,17,0,49,0,4,4,4,6,0,0,3,0,27,0,7,3,4,4,4,0,3,0,28,3,4,3,0,0,0,0,0,0,20,0,0,0,0,0,6,7,18,0,40,0,13,4,0,3,3,0,9,0,33,0,0,0,0,0,0,0,0,0,3,10,43,19,21,32,45,16,69,3,264
UCL521019,0,5,0,0,5,17,8,23,0,53,3,0,3,0,9,4,0,7,0,41,4,7,0,0,3,5,4,11,0,33,0,9,8,5,4,8,8,0,0,43,0,3,9,3,14,4,0,4,0,38,0,7,3,3,6,0,0,4,0,28,0,3,0,0,3,4,0,6,0,16,8,4,17,8,4,4,0,3,0,47,0,0,0,0,4,0,0,0,3,7,17,36,43,13,56,51,17,56,10,304
UCL521020,3,0,4,0,9,8,3,7,0,34,0,4,7,4,5,4,0,8,0,28,9,7,3,6,9,14,7,12,0,67,0,7,0,3,5,3,0,0,0,30,0,8,7,0,8,0,0,0,0,33,4,10,4,0,0,0,0,0,0,23,8,0,0,0,6,6,4,15,3,40,6,11,7,4,4,3,0,6,0,45,0,0,0,0,0,0,0,0,4,8,32,50,37,19,45,32,15,52,14,300
UCL521021,5,14,11,3,9,14,10,15,3,74,4,3,7,0,7,7,3,5,0,45,3,6,8,0,7,14,7,11,0,54,0,7,0,0,0,9,0,0,0,26,4,12,8,5,8,9,0,3,0,50,0,9,4,5,4,6,0,0,0,23,6,3,4,0,6,4,8,27,0,60,3,9,10,3,20,12,3,9,3,67,0,0,0,0,0,0,0,3,0,5,27,63,50,23,56,69,27,80,4,399
UCL521022,0,6,0,6,9,11,7,21,0,63,6,12,15,17,20,21,4,20,0,110,4,4,9,9,8,11,8,10,5,60,4,17,8,4,0,6,0,0,0,41,0,7,7,0,7,7,0,0,0,28,4,12,7,0,0,5,0,4,0,43,3,0,0,0,0,0,0,0,0,9,5,16,5,4,6,3,0,3,0,41,0,0,0,0,0,0,0,0,7,3,35,80,64,36,50,57,15,49,10,404
UCL521023,0,0,0,5,5,9,5,25,0,41,0,3,0,0,3,6,7,3,0,26,0,7,0,0,4,14,7,24,0,54,0,3,0,0,4,0,0,0,0,11,0,5,3,0,5,9,0,4,0,31,0,4,5,0,0,0,0,3,0,13,0,3,3,0,0,8,6,5,0,28,0,12,6,3,0,7,0,4,0,27,0,0,0,0,0,0,0,0,0,4,4,43,24,17,24,44,19,70,4,236
UCL521024,0,0,0,0,11,7,9,23,0,56,6,3,7,9,15,22,9,13,0,82,0,3,4,0,6,9,0,3,3,35,11,9,4,6,19,16,0,22,0,91,5,0,3,4,7,7,0,3,0,35,0,0,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,5,3,15,0,6,3,0,9,3,0,8,0,31,4,0,0,0,4,0,0,0,14,25,21,19,19,14,83,75,28,84,29,377
UCL521025,8,0,0,0,5,0,0,21,5,47,0,9,5,3,4,8,4,16,0,58,0,8,0,4,6,3,5,47,0,67,4,6,4,0,9,0,0,4,0,33,0,8,11,0,0,0,3,4,0,28,0,7,0,3,0,4,0,4,0,20,3,0,0,4,10,0,6,32,0,57,3,14,4,6,0,0,0,8,0,27,0,6,0,0,0,0,0,0,5,12,32,51,29,15,30,29,20,139,11,350
UCL521026,0,0,0,4,4,15,5,14,0,46,3,4,7,4,4,17,0,5,0,56,8,5,5,0,20,23,8,11,4,83,0,7,6,5,6,8,0,0,3,44,6,6,8,3,10,12,3,3,0,47,0,8,5,0,0,0,0,0,0,20,3,4,3,3,3,7,11,15,3,51,5,9,0,4,8,7,0,5,4,34,0,0,0,0,0,0,0,0,5,4,19,48,36,27,63,84,27,69,16,378
UCL521027,0,0,0,0,0,0,0,4,0,9,0,0,4,0,0,6,0,7,0,21,0,3,0,0,9,6,6,33,0,51,4,0,6,0,3,5,0,5,0,17,0,4,3,0,3,6,4,8,0,24,0,3,0,0,3,0,0,0,0,16,8,3,5,0,10,5,7,57,0,95,0,11,3,5,0,0,5,4,0,22,0,0,0,0,0,0,0,0,0,9,11,33,22,6,31,22,19,112,8,261
UCL521028,0,0,0,0,4,3,8,9,0,30,0,0,0,0,3,4,7,7,0,23,0,5,4,5,7,17,10,5,0,52,3,12,0,12,10,11,3,3,0,44,0,0,6,8,5,5,0,0,0,21,0,10,6,4,0,5,0,0,0,26,0,4,5,0,5,12,0,9,0,31,0,13,11,4,7,7,3,4,0,63,0,0,0,0,0,0,0,0,7,9,8,50,29,25,46,59,24,44,5,297
UCL521029,4,6,9,7,4,16,3,19,6,59,5,3,3,0,4,8,4,10,0,35,5,8,10,4,11,15,0,9,8,63,0,4,7,8,6,5,0,0,0,35,0,6,7,0,6,11,0,0,0,33,0,0,5,4,0,5,0,0,0,23,0,11,8,3,12,10,0,12,0,51,5,16,15,4,15,20,9,3,4,95,0,0,0,0,0,0,0,0,3,3,27,50,55,33,54,75,22,52,21,395
UCL521030,6,0,0,0,6,6,0,20,0,44,4,3,5,0,0,7,0,9,0,25,4,0,0,8,5,7,9,13,0,43,0,0,6,0,0,3,0,5,0,26,3,5,3,6,0,0,0,0,0,19,0,8,5,0,0,0,0,3,0,13,3,0,0,0,0,7,3,12,0,34,5,9,36,4,12,35,9,12,8,120,5,0,3,0,0,0,0,0,0,19,28,29,55,22,26,70,17,70,13,341
UCL521031,0,0,0,0,7,4,7,8,0,29,0,0,0,0,3,5,6,7,0,22,0,0,4,0,3,5,7,21,4,43,0,3,3,0,3,16,8,8,0,40,0,3,3,0,9,6,0,8,0,26,0,0,5,0,0,0,0,0,0,10,5,0,0,0,0,4,5,21,0,33,0,3,0,0,3,12,0,9,7,40,0,0,0,0,0,0,0,0,0,4,12,12,13,5,25,51,23,82,14,240
UCL521032,8,0,0,0,0,7,0,17,0,29,0,0,0,5,7,9,0,9,0,33,0,0,0,0,0,3,0,6,0,15,3,0,0,0,5,8,0,6,0,24,4,0,0,3,11,8,0,0,0,25,0,0,0,0,4,0,0,10,0,12,5,9,0,0,0,0,0,8,0,17,0,3,4,0,0,0,0,9,0,17,0,0,0,0,0,0,0,0,12,14,21,13,7,11,30,38,10,51,13,196
UCL521033,0,0,0,0,0,7,3,10,0,23,0,0,0,0,3,8,0,7,0,20,0,0,0,0,3,3,0,3,0,12,0,0,0,3,0,3,0,4,0,16,6,0,0,0,3,3,0,4,0,20,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,0,0,10,0,17,0,3,3,6,3,3,0,12,0,26,0,0,0,0,0,0,0,0,0,6,7,6,6,10,13,27,3,55,4,133
UCL521034,3,3,0,8,9,8,4,17,0,53,0,8,3,0,12,8,3,4,0,43,8,4,5,7,16,16,10,19,0,85,4,8,3,3,3,3,3,0,0,32,3,3,10,5,12,6,5,3,0,41,0,3,5,0,0,5,0,0,0,20,5,5,0,0,4,4,0,24,3,59,0,12,6,5,8,3,3,9,0,46,0,0,0,0,0,0,0,6,4,16,18,53,37,33,65,54,23,76,17,380
UCL521035,0,0,4,4,0,9,0,15,0,29,0,6,0,4,4,0,0,5,0,27,0,5,3,5,5,8,0,3,0,32,0,12,7,7,3,6,0,0,0,33,0,5,3,4,0,5,0,0,0,15,0,3,3,0,0,0,0,3,0,9,0,3,0,4,11,4,0,7,0,27,0,8,8,4,4,12,0,3,0,46,0,0,0,0,0,0,0,0,0,0,5,32,26,26,30,38,9,30,4,217
UCL521036,3,4,0,0,0,4,3,11,0,24,0,0,0,0,12,8,3,6,7,28,0,0,3,0,0,0,0,10,0,19,0,0,6,4,0,7,5,5,0,23,0,3,4,4,4,4,0,0,0,27,0,3,0,0,6,0,0,0,0,18,6,0,0,0,3,8,0,8,0,22,0,9,3,0,0,5,3,9,0,28,0,0,0,0,0,0,0,0,0,0,10,21,21,15,31,26,17,41,11,195
UCL521037,0,0,0,0,0,3,4,0,0,11,0,8,4,0,6,3,0,6,0,20,3,4,8,3,18,9,5,10,3,62,6,11,9,4,14,4,0,4,0,58,0,0,3,0,7,6,0,0,0,20,3,12,6,3,4,6,0,0,0,33,10,3,3,0,8,8,10,34,0,73,9,21,8,5,7,3,0,0,0,61,0,0,0,0,0,0,0,0,0,4,24,57,44,23,62,43,16,61,10,336
UCL521038,0,0,0,3,4,4,0,11,0,25,0,3,0,0,4,7,0,5,0,23,0,4,3,9,0,0,6,10,0,29,0,10,5,5,4,6,7,8,0,33,0,5,0,3,0,0,0,0,0,12,0,8,0,0,3,4,0,0,0,10,9,6,3,4,0,14,10,9,0,50,8,16,4,4,3,6,4,8,5,43,0,0,0,0,0,0,0,0,0,5,18,40,23,21,16,39,17,45,16,233
UCL521039,10,11,8,3,7,6,4,9,0,51,8,19,7,8,12,16,6,12,0,85,5,7,7,9,16,10,4,12,0,67,0,15,13,3,0,5,0,3,0,43,0,4,8,0,7,7,0,0,0,28,0,11,5,0,0,4,0,0,0,26,0,4,5,0,0,0,0,6,0,20,3,14,10,0,3,0,0,3,0,37,5,0,3,0,0,0,0,0,3,13,28,76,61,26,45,42,20,49,8,374
UCL521040,3,0,0,7,4,11,10,20,0,51,4,0,4,3,6,15,5,11,0,60,4,3,0,0,0,11,10,30,0,69,7,8,6,5,4,3,9,5,0,45,0,3,4,5,7,15,11,7,0,47,0,3,0,0,5,3,0,0,0,13,4,0,5,4,0,4,0,22,3,44,0,5,5,6,0,13,0,7,0,41,0,0,0,0,0,3,0,0,4,4,24,24,25,20,28,81,48,104,11,367
UCL521041,0,0,4,0,4,3,0,11,0,17,0,4,5,0,3,3,0,10,0,26,12,3,9,4,3,7,11,62,3,106,3,10,7,0,4,0,0,7,3,28,0,0,0,0,0,3,0,9,0,21,0,0,0,0,0,0,0,5,0,5,12,9,3,0,0,5,10,83,0,118,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,3,0,5,35,27,21,7,14,27,23,192,7,352
UCL521042,3,5,6,0,6,10,5,15,0,46,4,0,0,4,5,8,0,4,0,33,0,0,0,0,6,3,5,10,0,25,4,10,6,4,8,5,0,4,0,35,0,3,0,3,9,3,0,0,0,25,0,13,0,5,6,4,0,0,0,27,5,0,0,0,7,3,0,7,0,31,0,17,12,10,19,14,4,4,4,80,0,0,0,0,0,0,0,0,3,3,14,47,29,24,55,52,17,33,7,292
UCL521043,0,3,6,0,10,8,3,10,0,36,4,9,5,8,14,9,3,12,0,64,3,3,7,0,0,17,5,9,0,43,0,11,9,6,3,10,0,0,3,44,3,7,5,3,3,4,0,0,0,29,0,3,0,0,0,0,0,0,0,10,0,3,0,0,4,0,4,6,0,20,0,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,23,47,30,23,31,44,16,48,5,268
UCL521044,0,3,0,0,0,3,0,8,0,24,0,0,3,0,9,5,0,4,0,24,3,4,4,3,6,13,0,7,0,41,4,5,10,0,0,4,0,5,0,28,0,5,0,0,6,3,0,0,0,20,0,0,4,0,0,0,0,0,0,12,3,0,4,3,4,3,0,6,0,24,5,9,0,5,3,6,4,0,0,32,0,0,0,0,0,0,0,0,0,10,13,38,25,19,23,35,14,31,5,210
UCL521045,6,3,0,0,6,5,9,12,0,40,0,0,0,0,0,3,4,0,0,9,0,0,3,0,3,4,0,0,0,12,0,0,0,3,3,8,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,4,0,0,0,15,0,4,0,0,4,5,0,7,0,15,0,5,4,0,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,20,17,10,22,32,13,26,0,151
UCL521046,5,0,4,0,8,5,0,5,0,18,0,3,0,0,3,10,0,0,0,24,3,0,4,3,0,7,0,11,0,23,0,8,3,3,3,15,3,4,0,50,5,4,0,0,0,0,0,3,0,20,0,5,0,0,0,0,0,0,4,11,0,0,0,0,0,4,3,8,0,19,3,12,4,0,0,0,3,4,0,27,0,0,0,0,0,0,0,0,0,0,10,32,18,12,20,41,12,28,9,185
UCL521047,0,3,4,0,3,7,3,15,0,36,0,0,0,4,0,0,3,4,0,14,3,0,0,0,6,3,4,13,0,45,0,0,4,0,0,5,4,0,0,20,4,0,3,0,9,5,3,8,0,33,0,0,0,0,3,0,0,3,0,18,0,6,3,0,4,0,0,12,0,42,0,6,9,5,5,6,9,9,0,39,4,0,0,0,0,0,0,0,5,6,15,19,32,17,30,33,35,62,7,245
UCL521048,0,0,0,6,4,9,0,10,0,42,4,11,4,0,7,13,3,4,0,51,8,5,8,0,5,13,12,12,0,54,3,9,6,0,4,6,0,0,0,42,5,6,10,4,8,4,0,4,0,41,0,6,3,0,8,3,0,0,0,20,4,0,0,0,5,0,0,3,0,22,0,12,3,0,4,4,5,6,0,36,0,4,0,0,0,0,0,0,0,3,27,53,29,18,46,61,20,44,3,318
UCL521049,0,0,0,0,3,6,0,9,0,20,0,0,0,0,5,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,12,0,0,0,0,5,3,3,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,32,13,7,10,6,82
UCL521050,0,0,0,4,6,9,4,17,0,41,6,10,0,0,0,8,3,9,0,40,5,5,4,0,11,18,3,17,0,61,0,8,8,6,3,4,3,8,0,35,3,10,5,0,3,9,0,3,0,41,5,0,3,0,0,4,4,7,0,29,5,3,0,0,0,3,9,19,0,46,4,25,12,0,8,10,0,3,0,48,0,0,0,0,0,0,0,0,4,5,20,55,34,13,33,77,28,80,4,343
UCL521051,0,0,0,0,4,6,0,0,0,16,0,4,0,3,12,5,0,5,0,24,0,9,8,6,9,25,4,6,3,64,3,8,6,3,7,10,4,0,0,42,0,3,5,11,16,8,3,0,0,47,4,13,7,4,7,0,0,0,0,29,3,0,6,0,11,11,8,12,0,47,0,12,10,10,11,18,0,6,0,74,0,4,0,0,0,0,0,0,0,10,18,52,36,33,76,82,17,38,6,353
UCL521052,3,5,3,0,7,7,3,3,0,32,0,0,0,5,13,12,8,11,0,49,0,4,4,0,0,0,0,13,0,25,0,7,0,5,13,11,3,7,0,59,0,3,0,0,10,0,0,0,0,15,0,0,0,0,6,0,4,0,0,8,0,0,0,0,0,0,0,16,0,18,0,5,0,3,7,0,3,9,0,24,4,0,0,0,0,0,0,0,4,10,13,25,13,14,41,34,23,64,7,231
UCL522001,0,0,0,0,5,0,0,6,0,7,0,0,0,0,4,9,4,7,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,6,4,8,0,9,16,15,3,11,7,74
UCL522002,0,0,0,0,5,4,0,3,0,20,0,0,6,3,0,5,0,3,0,18,0,4,0,0,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,9,0,17,0,7,3,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,3,14,18,8,3,16,20,4,21,3,108
UCL522003,0,4,0,0,0,0,0,0,0,7,0,0,0,3,0,5,0,9,0,15,0,0,0,0,0,0,0,0,0,4,0,3,9,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,4,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,8,11,5,14,13,0,19,3,70
UCL522004,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,0,11,0,33
UCL522005,0,0,0,0,0,0,0,3,0,3,0,5,4,0,0,3,0,4,0,13,0,0,0,5,0,0,0,0,0,0,4,0,7,3,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,3,3,11,5,12,11,4,5,14,4,71
UCL522006,0,0,0,7,4,10,0,14,0,31,3,3,8,8,10,18,7,7,0,64,3,5,0,0,6,10,9,0,0,41,4,5,8,0,4,4,0,0,0,24,0,3,4,5,3,0,0,3,0,18,0,5,3,5,3,0,0,0,0,18,0,0,0,0,0,0,0,5,0,6,0,5,3,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,5,9,9,31,28,18,32,50,24,25,7,224
UCL522007,0,0,0,0,0,9,3,3,0,28,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,7,0,22,0,4,0,0,0,0,0,0,0,11,0,5,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,10,0,10,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,0,0,0,9,21,5,6,10,28,9,22,0,101
UCL522008,0,0,0,5,0,3,0,7,0,15,0,0,0,0,0,4,0,4,0,3,0,0,0,4,3,0,0,0,0,11,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,3,0,15,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,8,8,11,8,15,6,16,3,76
UCL522009,0,0,0,0,7,4,0,0,0,11,0,0,0,4,5,4,0,0,0,12,5,3,4,6,5,11,5,13,0,53,0,5,0,0,6,3,4,0,0,16,0,5,3,0,7,10,3,3,0,25,0,0,4,0,0,4,0,0,0,12,0,0,0,5,10,4,6,8,0,31,0,3,3,5,5,8,0,4,6,30,0,0,0,0,0,0,0,0,0,0,8,23,20,15,42,40,11,36,3,203
UCL522010,0,0,0,4,0,6,0,6,0,21,5,5,4,4,4,8,0,8,0,39,0,0,0,0,4,10,0,8,0,35,0,0,5,0,0,3,0,0,0,23,0,0,4,0,4,0,0,0,0,19,6,0,0,0,6,0,0,0,0,17,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,18,25,15,26,31,9,36,0,161
UCL522011,0,0,0,0,5,0,0,12,0,27,4,5,0,0,0,3,0,3,0,15,0,0,0,0,4,4,0,10,0,24,0,3,3,0,0,3,0,0,0,15,3,0,3,0,3,4,0,0,0,15,0,0,0,0,4,8,0,5,0,10,3,3,3,0,0,0,5,5,0,18,0,4,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,16,11,7,26,33,7,35,0,145
UCL522012,0,0,0,0,6,7,0,9,0,34,0,0,0,3,0,3,5,0,0,17,6,0,5,0,3,3,4,6,0,26,0,3,3,0,7,5,0,0,0,23,0,5,3,5,7,0,4,0,0,23,0,3,0,0,3,0,0,0,0,7,0,3,0,0,0,0,3,7,0,21,3,12,3,3,3,6,0,8,3,45,0,0,0,0,0,0,0,0,4,5,17,34,19,13,28,36,16,33,11,196
UCL522013,0,0,0,0,4,5,0,11,0,15,0,3,3,0,4,3,0,0,3,25,0,0,0,6,12,6,10,14,0,49,0,3,5,0,3,4,0,0,0,20,0,3,0,0,3,0,0,0,0,16,0,5,0,0,0,0,0,0,0,9,0,0,3,0,4,0,3,10,0,30,0,4,3,3,8,7,0,3,0,23,0,0,0,0,0,0,0,0,0,5,11,21,27,17,37,26,14,35,4,189
UCL522014,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,11,0,14,0,5,0,0,0,0,0,0,0,13,3,0,0,0,0,4,0,0,0,10,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,6,5,6,0,20,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,13,5,0,18,14,11,17,5,91
