UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,0,3,3,0,3,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,3,3,5,4,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5,0,20,0,4,4,8,6,7,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,3,0,4,6,0,0,0,8,0,5,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,5,0,3,5,3,0,0,22,0,0,0,0,0,0,0,0,0,4,4,3,7,4,7,0,0,24,3,12,10,15,11,13,0,0,58,0,0
UCL522023,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,0,7,0,0,0,7,0,5,5,7,5,9,0,4,33,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,5,5,7,10,8,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,25,0,9,10,11,20,17,5,4,82,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,13,0,3,0,5,0,0,0,0,11,6,3,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,8,3,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,0,0,9,3,0,0,18,3,15,9,14,17,8,0,0,68,0,0
UCL522024,0,0,0,0,0,4,0,0,6,0,0,0,0,5,0,0,0,9,0,0,3,0,4,17,0,0,32,0,0,0,0,5,8,4,0,16,3,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,8,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,6,3,0,7,7,21,36,15,5,87,0,0,0,0,4,5,0,0,8,0,0,0,0,6,3,0,0,9,0,4,3,4,9,11,0,0,33,0,0,0,0,6,4,4,0,16,0,0,0,3,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,12,0,4,5,12,32,32,6,4,93,0,0
UCL522025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,3,9,4,6,11,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,9,4,6,13,0,0,42,0,0,0,0,0,0,0,0,0,4,0,4,0,7,9,7,0,35,9,14,13,11,14,19,10,0,88,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,11,0,0,0,3,0,6,0,0,14,0,5,4,0,9,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,8,0,9,0,0,0,27,0,0,0,0,0,0,0,0,6,4,3,3,5,8,10,3,5,40,4,11,18,9,22,16,6,5,102,0,0
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,9,0,0,11,0,4,3,5,10,17,5,0,49,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,6,0,4,3,5,15,17,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,3,8,3,3,14,27,17,0,80,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,6,0,0,0,5,7,0,16,0,0,0,5,0,0,3,0,7,0,3,0,5,4,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,6,0,3,0,5,4,6,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,11,0,7,5,4,7,22,9,4,59,0,0
UCL522027,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,3,9,6,17,10,4,0,37,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,6,13,10,4,0,40,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,15,3,14,14,5,18,16,6,0,80,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,12,0,5,6,0,4,0,0,0,10,4,0,4,8,12,4,0,0,27,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,13,3,4,8,12,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,0,19,12,8,20,5,20,8,8,0,82,0,0
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,3,0,3,0,0,0,0,8,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,8,0,3,4,3,12,10,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,10,0,3,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,11,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,4,4,3,8,11,8,0,39,0,0
UCL522029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,17,3,8,10,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,3,8,10,3,0,55,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,0,9,5,13,21,9,14,7,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,4,6,3,3,0,0,0,16,0,13,8,4,3,4,0,0,27,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,7,3,12,10,4,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,20,9,8,4,0,0,65,0,0
UCL522030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,3,5,7,4,3,3,0,0,28,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,5,7,4,3,3,0,0,29,0,0,0,0,0,0,0,0,0,3,3,4,5,4,0,0,0,18,8,12,14,3,19,4,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,8,0,5,0,4,0,0,0,0,13,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,0,17,7,20,7,10,6,0,5,0,56,0,0
UCL522031,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,5,4,0,0,0,0,15,0,0
UCL522032,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,4,0,15,4,0,5,11,3,4,4,0,31,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,5,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,15,9,0,6,8,13,0,0,0,34,0,0
UCL522033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,0,0,0,0,0,0,0,0,6,0,4,3,11,10,15,8,0,49,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,4,3,9,9,13,8,0,53,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,5,0,20,0,8,4,14,22,29,17,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,11,0,0,0,4,8,0,0,0,15,0,7,5,11,9,3,4,0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,7,5,10,10,5,4,0,43,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,4,0,18,7,8,9,20,24,20,12,0,91,0,0
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0
UCL522035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,3,8,9,5,0,0,34,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,10,0,0,6,4,0,0,0,0,9,0,7,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,11,4,13,6,11,9,4,0,0,44,0,0
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,8,9,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,8,9,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,13,4,7,0,10,9,9,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,6,0,3,5,0,0,0,0,0,7,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,3,5,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,4,8,7,9,7,8,0,0,38,0,0
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,7,5,3,7,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,9,6,8,0,0,34,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,14,0,5,12,14,12,11,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,6,0,4,0,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,3,0,19,4,16,17,9,9,4,0,0,68,0,0
UCL522038,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,7,0,0,0,3,0,0,0,0,5,10,21,12,10,6,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,12,10,6,3,4,0,65,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,13,14,24,21,17,16,4,4,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,12,5,0,0,0,0,36,0,7,0,3,3,6,0,0,20,4,3,5,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,11,11,22,24,7,10,6,7,5,87,0,3
UCL522039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,11,7,5,4,0,5,5,0,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,5,4,0,12,3,0,0,30,0,0,0,0,0,0,0,0,0,4,12,3,4,11,6,3,0,43,6,24,16,12,17,13,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,6,3,3,0,0,0,16,0,0,3,0,4,0,0,0,4,0,4,4,0,6,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,10,8,4,9,0,0,0,23,0,0,0,0,0,0,0,0,0,3,11,3,3,8,4,0,0,30,6,24,14,8,27,4,0,0,83,0,0
UCL522040,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,9,4,0,0,7,7,8,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,7,8,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,13,4,3,0,24,21,23,8,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,11,3,0,0,8,12,15,3,0,43,0,0
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,6,0,9,18,16,5,0,51,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,9,4,5,0,10,20,16,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,26,6,14,7,15,29,21,4,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,11,0,5,4,4,5,7,0,0,23,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,3,0,4,3,4,9,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,23,3,10,3,14,9,15,0,0,66,0,0
UCL522042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,0,3,4,0,0,0,0,0,6,0,17,16,11,6,3,0,0,47,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,16,12,9,3,0,0,53,0,0,0,0,0,0,0,0,0,7,9,6,5,3,0,0,0,36,14,27,24,19,7,4,0,0,96,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,12,0,7,3,0,3,0,0,0,13,3,7,8,9,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,7,7,3,0,0,0,21,0,0,0,0,0,0,0,0,0,7,6,9,3,3,0,0,0,26,11,30,21,18,11,0,0,0,82,0,0
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,16,8,9,4,0,0,0,47,12,17,14,14,11,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,15,8,9,9,0,0,0,0,43,22,8,13,10,3,0,0,0,62,0,0
UCL522044,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,6,0,5,3,0,17,0,9,3,8,6,9,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,7,6,0,0,0,20,0,0
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,13,0,8,4,9,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,3,4,3,5,0,0,0,18,0,0
UCL522046,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,5,0,5,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,5,5,0,5,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,3,30,0,4,6,8,18,18,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,26,4,3,13,9,8,3,5,0,53,0,0
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10,4,4,8,5,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,4,4,10,10,3,0,39,0,0,0,0,0,0,0,0,0,10,3,3,4,6,8,5,3,41,14,13,9,14,16,21,7,3,90,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,4,3,4,6,3,0,0,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,3,7,4,3,0,0,27,0,0,0,0,0,0,0,0,0,11,4,4,3,5,21,9,3,64,17,14,16,7,20,26,8,3,111,0,0
