UCL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL515006,0,0,13,0,0,11,5,6,0,35,4,3,21,4,0,10,0,13,0,57,11,18,45,18,6,5,29,25,6,157,30,17,31,21,4,10,19,18,0,141,30,14,46,8,10,9,29,27,10,184,33,18,33,20,10,6,35,11,4,168,12,5,7,9,6,0,15,8,4,60,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,124,70,197,73,36,49,133,111,24,817,0,0,3,7,3,16,0,3,0,36,0,15,0,7,15,11,0,3,0,56,8,38,7,27,36,19,4,19,4,158,11,36,9,30,27,27,3,16,0,164,24,42,5,28,39,15,5,25,0,179,20,38,5,31,35,23,7,23,0,183,8,6,0,4,10,7,0,10,4,54,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,169,30,143,170,108,10,98,13,834
UCL515007,0,0,9,5,0,4,0,11,0,23,0,0,10,0,0,4,0,5,0,20,3,11,23,6,0,0,7,6,0,59,22,27,65,18,0,0,18,26,0,176,24,24,38,4,4,4,16,16,0,134,15,16,17,3,3,0,13,11,0,76,0,7,4,0,0,0,4,6,0,14,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,69,76,163,37,14,17,60,80,7,513,0,0,0,13,0,14,0,4,0,31,0,0,0,4,0,3,0,0,0,13,7,25,9,10,25,3,4,4,0,77,31,51,13,27,29,15,0,8,3,187,9,41,3,18,28,12,4,6,0,126,12,11,4,5,17,12,7,6,0,78,5,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,29,80,103,66,17,35,4,524
UCL515008,0,0,5,0,0,0,4,12,0,25,0,0,12,0,0,0,6,8,0,24,4,5,33,0,0,0,3,9,0,55,12,23,45,0,3,0,9,9,0,102,17,17,38,0,5,0,15,3,0,95,10,7,22,0,3,0,13,8,4,70,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,49,159,10,18,5,55,45,6,388,0,0,3,3,0,3,0,3,0,16,0,0,0,0,3,0,0,0,0,10,0,18,7,7,9,3,4,6,0,63,11,25,11,5,21,0,6,0,0,86,13,14,9,9,26,4,8,0,0,85,8,5,4,3,7,4,4,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,66,35,37,72,16,15,19,0,302
UCL515009,0,0,10,7,0,6,3,22,0,47,0,0,9,4,0,0,0,3,0,18,9,11,30,6,0,0,3,8,0,64,15,29,39,3,4,3,11,8,0,114,26,30,22,10,5,8,15,8,0,122,16,14,16,9,11,11,17,10,0,98,11,10,7,0,3,4,6,10,0,52,4,5,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,72,102,139,35,24,28,59,72,10,530,0,0,3,10,0,15,0,8,0,32,3,0,3,11,3,3,0,4,0,27,7,29,5,16,12,9,0,6,0,69,14,49,8,23,17,5,0,13,0,136,12,35,7,30,23,11,0,22,3,149,14,27,4,16,20,9,3,10,0,107,5,9,0,4,8,5,0,3,0,34,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,54,147,34,99,83,55,10,67,7,557
UCL515010,0,0,0,5,0,8,0,7,0,16,9,9,5,5,0,0,5,8,0,40,13,30,18,27,4,3,3,11,5,111,7,11,14,27,7,0,5,10,0,83,12,14,13,17,7,3,22,10,0,89,17,16,18,29,6,3,6,7,0,105,8,8,4,12,0,0,9,8,0,56,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,61,84,84,124,23,15,52,58,8,508,0,0,0,0,7,10,0,0,0,18,0,14,0,13,3,4,0,6,0,35,6,49,9,25,24,8,0,3,4,122,14,34,0,22,12,7,0,9,0,94,12,21,3,26,25,9,0,7,0,106,19,18,3,20,27,5,0,11,0,104,5,14,0,4,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,150,15,115,104,32,3,34,10,515
UCL515011,0,0,13,5,0,11,5,12,0,46,0,0,9,3,6,3,7,9,0,38,6,5,37,0,0,4,14,21,0,95,18,7,41,7,4,0,35,12,3,129,19,14,24,0,8,3,44,18,6,134,14,3,23,8,9,6,27,15,0,107,11,4,8,0,5,6,8,6,0,37,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,67,29,159,32,24,25,132,103,9,579,0,0,0,12,0,12,0,10,0,42,0,3,4,10,3,0,4,8,0,37,10,12,7,8,8,9,3,29,0,89,16,26,8,20,23,12,3,13,4,123,20,26,3,22,27,11,5,19,0,123,9,23,9,19,22,3,0,15,0,106,0,8,3,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,60,93,31,95,90,56,19,96,9,548
UCL515012,0,0,12,4,0,12,0,13,0,42,0,0,20,7,4,0,4,6,0,38,14,5,56,21,7,5,19,10,3,141,13,17,37,11,3,3,26,11,0,122,27,14,32,8,5,6,28,6,3,124,13,11,22,14,0,9,9,3,0,79,3,3,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,56,183,65,22,33,95,58,9,578,0,0,0,22,3,17,0,0,0,45,4,4,4,10,12,6,0,3,0,36,17,45,10,27,30,9,0,9,0,146,13,39,3,30,22,15,3,5,0,125,10,43,7,31,18,13,4,3,0,135,3,8,0,20,26,0,0,3,0,66,4,3,0,5,5,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,146,27,135,120,61,15,27,9,583
UCL515013,4,0,18,0,0,22,0,11,0,57,4,7,19,8,0,3,7,9,0,63,12,27,75,20,4,5,11,30,4,185,35,35,58,11,3,3,19,26,3,189,34,26,53,10,10,4,11,24,8,174,23,13,28,16,9,4,16,14,3,124,13,3,5,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,121,112,255,59,25,44,63,117,17,825,0,0,0,10,7,12,0,10,0,36,4,6,0,22,17,5,0,15,0,73,20,42,24,56,40,15,5,30,6,221,26,36,10,29,37,14,0,16,3,175,13,23,3,23,38,20,0,22,4,147,15,15,6,13,20,15,4,12,0,94,3,5,0,0,3,5,0,0,3,23,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,75,128,41,162,157,75,9,103,16,770
UCL515014,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,11,10,10,10,10,0,5,0,6,0,56,0,4,4,8,6,6,4,4,0,32,11,9,4,5,3,0,5,0,0,38,9,0,8,5,0,0,0,3,3,26,0,4,0,6,0,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,31,39,8,9,11,20,0,184,0,0,0,5,0,6,0,0,0,9,0,5,0,3,0,4,0,0,0,16,11,27,0,18,9,0,0,0,3,67,3,19,0,10,7,6,0,0,0,40,4,8,0,12,8,0,0,3,0,31,8,15,0,5,7,0,0,0,0,31,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,74,6,52,37,7,0,9,5,205
UCL515015,0,0,13,0,0,0,4,9,0,32,0,3,27,0,0,5,6,18,0,48,4,4,42,5,0,0,17,87,6,170,7,6,23,3,6,0,23,57,8,142,16,8,38,6,0,10,33,19,7,140,14,9,17,3,5,5,25,19,0,98,6,4,9,3,0,0,5,13,0,35,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,54,31,158,26,12,17,120,232,30,678,0,0,0,3,7,6,0,5,0,35,0,3,10,5,5,7,0,3,0,32,7,17,18,11,15,9,5,54,3,134,6,11,7,14,11,10,3,27,0,104,14,11,6,19,19,10,3,26,0,112,8,10,5,12,10,4,0,24,0,85,3,3,0,0,4,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,58,49,75,77,51,19,151,12,523
UCL515016,0,0,0,6,0,3,0,7,0,10,0,4,3,0,0,5,0,3,0,16,5,9,31,4,0,0,3,7,0,64,13,6,19,4,0,0,8,11,0,62,7,10,22,4,0,8,24,10,0,79,19,10,24,0,0,7,19,12,0,84,11,6,4,0,6,3,8,6,0,33,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,45,102,17,3,25,57,46,3,349,0,0,0,3,0,3,0,3,0,14,0,0,0,7,0,0,3,3,0,9,9,18,3,22,9,3,5,5,0,70,5,20,5,13,16,3,0,7,0,72,11,13,9,11,10,4,3,6,0,69,9,11,3,6,27,8,4,17,6,87,5,0,0,5,3,3,0,4,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,64,21,59,73,26,14,47,11,349
UCL515017,0,0,3,0,0,5,0,6,0,21,0,4,4,0,0,0,0,7,0,12,7,0,6,0,0,0,3,9,4,34,5,6,17,6,0,0,4,9,0,51,14,9,13,5,0,0,10,9,0,68,17,8,6,0,3,5,19,18,0,75,3,0,8,0,0,0,5,6,3,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,28,73,13,6,13,41,64,12,289,0,0,0,4,0,0,0,0,0,9,0,0,0,7,0,0,0,4,0,17,3,9,4,8,3,3,0,0,0,37,7,6,4,0,6,6,0,13,0,34,7,9,0,13,10,10,0,12,0,51,13,5,6,11,12,7,0,12,0,62,8,0,0,4,3,4,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,6,48,35,31,0,46,6,241
UCL515018,0,0,5,0,4,0,0,0,0,18,0,0,13,0,0,0,10,0,0,27,3,5,35,0,0,0,35,6,0,82,0,5,20,0,0,0,44,6,0,77,9,10,27,6,6,0,29,3,4,93,10,5,31,0,0,0,33,7,0,88,0,0,6,0,0,0,7,5,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,28,138,5,6,0,158,25,6,399,0,0,0,0,0,6,7,5,0,16,0,3,5,6,13,4,6,3,0,40,0,11,3,10,6,0,3,0,0,50,4,11,11,6,14,5,10,6,0,71,3,7,6,12,15,13,12,7,4,80,0,10,0,9,8,4,10,15,0,58,4,0,0,0,0,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,27,46,57,41,47,36,8,318
UCL515019,0,0,13,0,0,10,0,15,0,49,9,3,33,0,3,8,5,26,0,89,12,14,45,11,8,6,18,76,6,185,14,10,35,3,5,10,17,57,3,158,19,5,33,6,4,4,22,55,5,154,22,11,31,5,5,11,28,47,10,171,9,3,9,7,0,4,3,16,0,54,4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,80,62,198,39,31,53,88,291,23,867,0,3,5,11,3,16,0,11,0,48,0,9,3,18,11,4,0,16,0,73,7,36,10,24,14,16,0,17,0,134,12,26,9,23,25,17,3,24,0,128,8,18,6,21,26,13,3,40,0,133,12,26,7,26,25,12,0,23,5,132,0,3,4,5,15,6,3,7,0,38,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,50,114,46,127,128,76,9,133,13,697
UCL515020,0,0,9,6,0,10,4,12,0,40,0,11,19,8,6,3,8,15,3,74,28,64,76,31,7,13,19,44,4,274,34,35,48,27,15,0,17,20,7,205,37,29,27,19,6,3,27,20,7,182,26,18,27,19,11,3,28,20,4,159,10,6,7,5,4,0,14,9,0,55,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,141,157,220,123,51,30,109,130,33,998,0,0,0,16,3,8,0,13,3,41,4,14,4,20,23,11,0,12,0,78,32,122,7,55,50,19,4,24,9,323,35,56,13,44,51,10,0,16,7,242,30,53,9,32,40,9,5,9,4,197,23,35,3,26,41,15,0,15,3,151,3,11,0,4,9,8,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,287,42,191,212,83,9,90,24,1067
UCL515021,0,0,11,11,0,10,0,11,0,42,0,4,10,3,0,0,3,7,0,28,0,6,25,0,0,8,6,4,0,55,12,11,26,8,0,4,5,6,0,71,16,17,29,6,3,3,7,5,0,96,18,17,30,10,3,0,12,13,0,100,8,9,6,4,0,0,4,0,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,68,134,41,7,21,50,52,0,429,0,0,0,3,0,13,0,9,3,26,0,0,5,4,0,6,0,4,0,21,0,17,3,4,10,8,0,4,0,46,3,26,0,17,16,3,3,0,0,74,11,21,3,11,24,8,0,8,3,93,8,18,5,19,24,0,0,6,0,83,3,8,0,0,3,5,0,0,0,22,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,37,93,25,63,81,41,6,29,3,369
UCL515022,0,0,14,3,0,12,7,23,0,60,8,3,29,4,0,6,21,30,0,100,21,16,53,7,3,12,32,49,5,202,31,11,38,9,0,5,30,34,6,174,30,14,38,9,8,14,39,31,0,179,26,16,35,11,4,4,46,36,7,185,11,5,13,8,4,0,12,13,0,70,9,0,0,0,3,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,131,67,226,51,23,64,187,220,19,987,0,0,0,18,3,26,0,12,3,67,0,6,8,15,11,12,0,14,0,69,11,35,15,32,21,14,0,27,3,158,18,34,9,31,30,17,0,26,0,167,21,25,20,35,37,15,3,29,3,175,11,21,13,36,40,19,0,39,3,177,5,3,0,11,10,7,0,3,0,46,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,71,125,65,174,155,111,6,149,11,863
UCL515023,0,0,8,4,0,7,6,9,0,25,0,4,29,3,0,6,8,9,0,62,7,13,41,8,4,8,24,19,0,125,14,7,34,4,5,6,18,6,3,94,18,13,25,10,7,0,23,11,5,109,10,5,16,6,4,3,32,11,0,96,6,4,6,0,0,0,14,0,6,44,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,63,46,159,32,26,38,127,64,20,571,0,0,0,11,0,15,4,8,0,42,5,0,3,10,8,10,0,3,0,43,10,23,4,20,23,8,0,5,0,95,15,18,11,18,21,0,7,4,3,94,8,17,6,18,20,9,0,17,0,95,13,15,6,17,17,9,3,16,0,94,0,7,0,4,3,4,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,79,29,101,95,53,9,52,12,489
UCL515024,0,0,7,3,0,4,0,4,0,24,0,0,16,0,0,6,0,3,0,32,3,7,18,7,7,4,5,10,0,64,11,7,14,0,4,3,11,7,0,51,10,3,13,0,0,0,16,11,0,59,5,6,16,4,5,5,31,14,0,80,3,0,5,0,0,0,13,5,0,33,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,29,99,12,8,22,70,55,6,343,0,0,0,0,0,0,0,5,0,11,0,4,0,4,5,0,0,4,0,26,5,13,0,14,7,5,0,11,0,58,12,19,0,11,10,9,0,0,0,63,0,4,0,14,22,5,3,6,0,59,12,7,4,15,22,4,4,4,0,71,4,0,0,4,6,0,0,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,56,10,62,72,29,12,43,6,308
UCL515025,0,0,9,4,0,4,0,15,4,28,0,0,14,0,0,0,4,7,0,31,3,0,11,4,0,4,16,26,0,60,5,13,18,4,0,0,10,17,0,65,8,10,10,7,0,0,21,16,0,80,15,7,11,4,0,8,18,16,3,71,3,0,7,3,0,0,10,6,0,36,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,36,25,81,19,12,22,63,103,14,373,0,0,0,13,0,5,0,0,3,20,0,0,0,5,4,5,0,0,0,19,3,15,0,9,13,3,0,9,3,62,9,13,5,14,9,7,0,13,0,61,4,13,5,15,14,3,5,10,0,78,8,8,3,8,9,16,0,17,0,73,6,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,52,12,71,63,39,6,50,11,330
UCL515026,0,0,10,0,4,3,5,14,0,34,0,5,40,0,0,0,9,12,0,68,7,12,77,5,8,5,32,16,11,169,13,11,24,10,8,0,30,10,3,110,5,11,35,3,8,4,30,23,0,115,9,4,16,5,7,0,28,12,4,83,3,0,5,0,0,0,5,4,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,47,37,210,24,29,14,130,97,21,602,0,0,3,4,0,14,0,4,0,32,0,3,4,17,6,7,0,11,0,54,15,26,18,35,35,11,9,3,3,164,15,20,11,9,23,10,0,10,0,96,11,17,4,22,35,5,0,19,0,105,10,6,4,11,24,4,4,5,0,68,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,74,38,107,131,49,19,52,9,522
UCL515027,0,0,15,5,0,9,0,13,0,45,0,3,31,6,3,3,12,19,0,76,15,11,60,18,0,3,27,45,0,177,22,14,35,11,0,9,16,19,0,130,28,17,41,13,5,10,24,18,4,152,27,19,40,3,8,9,27,23,7,157,20,16,6,4,3,4,14,8,0,63,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,105,87,221,51,24,45,115,150,21,819,0,3,0,7,6,9,0,8,0,41,3,19,6,16,10,10,0,8,0,80,11,43,8,36,19,12,0,12,0,149,16,34,9,27,34,16,3,17,0,155,22,35,7,32,24,14,0,19,5,156,8,35,13,33,24,11,4,22,0,152,9,13,4,7,7,4,0,0,0,46,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,70,183,47,167,127,86,10,89,6,786
UCL515028,4,0,12,6,0,10,6,15,0,49,0,4,43,0,6,6,18,13,4,89,19,16,162,12,4,13,72,26,8,335,26,20,139,8,10,0,87,11,16,320,23,21,90,11,6,0,89,13,7,266,15,9,40,0,0,5,83,15,3,177,4,5,4,0,0,3,14,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,83,490,39,26,41,365,102,36,1278,0,0,6,14,7,7,0,4,0,46,7,11,13,12,14,7,15,12,6,89,22,64,46,52,55,15,48,23,10,332,26,49,35,34,50,15,44,25,8,287,16,22,20,23,26,14,39,26,0,179,9,9,3,13,17,10,13,9,3,92,0,0,0,5,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,152,125,148,166,80,166,104,25,1035
UCL515029,0,0,7,0,0,0,0,0,4,11,0,0,0,0,0,0,11,3,0,16,4,5,33,0,0,0,36,7,5,87,4,3,48,0,0,0,41,3,3,124,6,0,22,0,0,0,54,7,3,91,0,4,16,4,0,0,36,9,3,70,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,128,5,7,0,174,31,13,401,0,0,0,4,0,0,9,0,0,5,0,3,6,3,0,0,6,0,0,17,0,7,0,8,13,4,21,7,4,67,3,10,8,9,17,8,18,6,0,82,5,4,4,3,10,5,22,3,5,50,0,5,4,0,0,5,13,5,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,19,24,33,22,80,30,8,260
UCL515030,0,0,15,6,0,15,8,16,0,48,0,4,19,3,0,3,3,19,0,57,5,7,46,6,0,4,25,22,4,123,14,13,55,4,5,3,45,19,5,143,13,8,36,11,4,4,49,11,0,145,8,15,50,7,6,5,44,13,0,151,8,10,8,0,0,0,10,6,0,42,0,0,4,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,52,57,229,37,14,35,178,110,11,722,0,0,6,22,0,32,0,10,0,73,0,6,9,11,13,9,9,16,0,69,7,16,14,26,14,11,8,4,0,103,9,30,11,29,20,5,14,17,0,133,15,33,11,26,28,26,6,17,0,162,15,20,13,32,26,17,3,19,0,141,0,8,4,9,8,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,110,65,155,114,98,36,86,4,718
UCL515031,0,0,8,0,0,8,0,12,3,37,0,0,9,0,0,0,6,11,0,35,3,9,21,7,0,5,9,7,0,59,14,15,35,5,4,0,8,17,0,97,21,4,36,3,0,3,23,13,6,113,17,10,45,5,4,4,24,15,8,129,19,7,8,0,0,0,17,10,4,59,6,4,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,75,43,164,24,5,21,85,91,25,544,0,0,0,14,0,16,0,4,0,28,0,3,0,6,4,4,0,4,0,32,3,12,3,8,8,9,0,6,0,63,10,16,6,21,19,7,4,23,0,99,16,23,3,26,34,16,3,16,0,133,11,23,12,17,18,16,6,16,0,124,9,6,3,6,12,7,0,4,0,43,0,0,0,0,4,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,55,86,33,92,97,70,26,69,8,539
UCL515032,0,0,4,0,0,5,3,8,0,26,3,0,15,0,0,5,8,7,0,33,9,3,39,0,4,3,7,8,9,70,13,9,39,0,4,0,10,0,0,68,26,4,35,8,3,0,25,11,10,124,14,6,14,5,5,3,18,6,4,71,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,29,146,11,13,14,77,39,22,411,0,0,0,8,0,4,3,3,0,22,0,3,10,11,3,10,0,0,0,29,3,11,12,10,12,5,3,0,0,63,4,16,8,15,24,3,7,6,4,83,9,21,4,15,26,9,3,5,5,90,10,5,3,15,21,6,0,3,0,62,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,61,41,62,86,40,18,23,10,364
UCL515033,0,0,8,6,0,16,0,14,0,40,0,3,15,0,0,3,3,13,0,45,9,19,87,6,0,0,49,7,8,180,25,17,98,5,6,0,91,7,12,266,17,10,62,3,10,0,66,3,3,167,15,4,32,3,0,0,43,5,0,104,0,0,10,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,53,302,19,21,22,266,45,25,820,0,0,0,10,0,11,3,4,0,31,0,4,4,9,4,0,5,4,4,30,16,53,14,24,28,8,26,10,0,174,13,33,14,40,46,11,23,15,3,212,9,17,11,8,22,9,24,14,0,118,11,9,5,6,8,7,8,5,0,72,0,0,0,6,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,120,54,105,117,47,92,59,7,643
