UCL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL521024,0,0,0,0,0,0,0,0,0,4,0,7,6,3,0,0,0,0,0,16,10,13,3,14,0,0,4,0,0,48,8,8,9,14,0,0,0,3,0,41,7,4,7,5,0,0,4,5,4,30,7,0,4,3,0,0,3,3,5,33,0,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,31,39,11,4,8,16,8,188,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,16,3,12,0,10,3,7,0,3,3,57,4,8,4,12,8,0,0,0,4,39,10,9,5,7,4,0,0,5,3,40,8,10,0,7,0,0,0,0,3,29,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,46,9,51,23,9,3,12,12,188
UCL521025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,21,0,0,0,12,0,0,43,13,5,12,0,0,0,4,0,0,38,6,3,11,0,3,0,7,4,0,46,4,5,13,3,0,6,10,0,4,46,0,3,6,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,30,22,60,9,3,0,48,9,7,193,0,0,0,4,0,0,0,0,0,6,0,3,0,4,0,0,0,3,0,15,0,16,4,3,11,3,5,3,0,44,6,9,0,8,8,0,0,0,0,33,5,0,0,0,4,0,3,4,0,22,4,4,0,7,3,0,6,5,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,9,25,29,15,11,21,5,159
UCL521026,0,0,8,0,0,0,0,4,0,9,0,4,7,0,0,0,0,0,0,13,0,4,9,4,0,0,0,0,0,19,9,4,10,0,0,0,9,0,0,32,7,10,15,8,0,0,13,6,6,62,4,6,13,4,0,0,9,5,0,45,3,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,18,62,9,5,4,40,16,6,186,0,0,0,3,6,3,0,3,0,19,0,0,4,5,6,0,0,0,0,13,0,6,3,3,11,0,0,6,0,25,4,15,0,9,5,3,0,5,0,34,10,8,3,9,17,0,6,6,0,60,8,5,0,5,5,0,0,0,0,30,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,13,36,45,15,7,13,0,193
UCL521027,0,0,0,0,0,6,0,0,4,8,0,0,0,0,0,0,6,0,0,10,0,5,14,0,0,0,15,0,3,34,0,0,8,0,0,0,13,0,0,33,0,0,9,0,0,0,17,0,0,36,0,0,6,0,4,0,14,0,0,27,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,46,7,3,7,78,11,5,158,0,0,0,3,0,4,0,5,0,10,0,0,3,0,0,0,3,0,0,10,0,4,0,6,3,0,0,0,0,17,0,0,0,4,4,0,8,4,0,20,0,3,5,0,4,5,6,5,0,22,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,17,20,8,19,15,0,103
UCL521028,0,0,5,0,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,6,0,3,13,3,0,0,4,7,0,27,6,0,6,4,0,0,3,10,0,24,6,0,5,0,0,0,6,4,0,19,8,0,10,4,0,0,17,8,0,46,4,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,11,41,6,0,4,25,37,0,155,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,5,0,6,0,4,5,0,0,0,0,17,0,5,3,5,4,5,0,6,0,19,3,0,0,9,10,0,0,11,0,33,0,4,6,13,0,4,0,8,0,35,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,6,37,23,19,0,27,3,140
UCL521029,0,0,3,0,0,0,0,5,0,10,0,0,4,0,0,0,4,6,0,15,3,0,14,3,0,5,3,12,0,42,3,0,8,0,0,3,5,18,0,36,5,0,8,0,0,0,11,9,0,30,4,0,12,4,0,0,15,12,0,53,9,0,4,0,0,0,9,4,0,22,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,8,51,9,6,9,43,61,4,223,0,0,0,6,0,0,0,4,3,7,0,0,0,0,5,0,0,9,0,10,3,9,0,7,5,0,0,5,0,31,5,9,7,8,0,0,0,5,0,33,0,9,3,4,8,3,3,4,0,31,6,0,4,4,9,0,0,9,0,36,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,10,32,25,13,12,28,6,171
UCL521030,0,0,0,0,0,3,0,0,0,9,0,0,3,0,0,0,5,10,0,17,0,0,5,3,0,0,4,19,0,41,3,0,0,0,0,0,6,3,0,20,10,3,12,0,0,0,0,10,0,37,5,0,5,0,0,3,8,3,0,37,3,4,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,12,33,6,0,5,26,52,4,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,5,0,4,3,4,0,0,46,0,60,5,4,0,4,4,0,0,4,4,28,4,4,0,5,5,0,0,3,0,26,5,7,0,5,5,0,0,10,0,28,0,0,0,0,4,0,0,0,3,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,17,0,18,19,7,4,70,11,169
UCL521031,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,10,0,3,9,5,0,0,11,3,0,40,4,5,4,0,0,0,3,5,0,16,0,0,7,4,0,0,4,0,0,29,6,6,4,3,0,0,7,9,0,29,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,17,13,31,15,0,0,28,20,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,7,3,0,3,0,26,0,0,0,4,4,3,0,4,0,20,4,0,0,3,0,0,0,3,0,19,6,4,0,0,4,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,15,7,21,23,7,3,13,0,105
UCL521032,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,6,3,7,4,0,5,0,5,0,29,0,6,0,0,0,0,0,0,0,7,0,0,3,3,0,0,3,3,0,12,10,4,8,3,3,0,6,3,0,36,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,13,13,14,8,9,20,11,0,101,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,7,3,15,0,0,9,3,0,3,0,32,0,0,0,0,5,0,0,4,0,11,8,6,0,3,0,4,0,0,0,19,7,3,0,3,0,4,0,6,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,4,11,17,7,4,14,9,94
UCL521033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,3,0,8,0,0,0,5,0,0,0,0,0,5,3,8,3,0,3,0,6,3,0,23,4,0,4,0,0,0,5,4,0,19,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,10,3,0,11,17,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,4,0,3,3,0,0,0,0,14,0,0,4,0,3,0,4,4,0,18,3,3,0,0,4,0,0,0,0,23,3,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,3,8,13,7,4,12,3,69
UCL521034,0,0,9,0,0,0,0,0,0,12,0,0,8,3,0,3,9,5,0,29,0,4,8,0,0,0,3,3,0,22,3,3,9,0,0,0,9,3,0,29,6,4,11,0,0,0,14,3,0,50,13,3,16,0,0,0,14,5,0,47,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,18,62,8,0,5,49,26,11,203,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,3,3,5,4,3,8,6,5,0,0,29,3,8,3,0,10,0,5,4,3,32,7,7,8,11,8,0,0,11,0,47,4,4,5,3,9,3,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,16,23,41,13,8,23,7,178
UCL521035,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,7,0,11,3,0,5,4,3,0,0,7,0,19,5,0,7,0,0,0,10,6,0,29,0,6,10,0,0,0,7,10,0,32,4,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,24,8,3,0,28,29,0,112,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,10,6,3,0,5,0,3,0,3,0,21,4,9,0,8,3,0,0,3,0,29,4,10,0,5,4,3,0,7,0,30,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,28,12,9,3,20,0,102
UCL521036,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,3,0,19,0,0,3,5,0,0,5,0,0,9,5,4,6,0,0,0,3,4,0,19,0,6,0,0,0,0,7,4,0,25,0,0,5,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,7,4,6,19,14,0,96,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,10,0,12,4,0,0,3,3,23,0,0,3,4,3,0,0,4,0,15,4,3,3,0,4,0,0,6,0,20,4,3,0,0,7,6,0,3,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,7,13,21,8,3,17,3,100
UCL521037,0,0,3,0,0,8,3,3,0,19,0,0,4,0,0,0,0,6,0,12,0,0,11,6,0,0,11,3,0,34,6,4,13,3,0,0,20,0,0,43,4,0,11,0,0,0,11,4,0,37,0,0,9,0,0,0,21,5,0,36,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,51,8,6,6,71,34,3,188,0,0,0,6,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,9,4,6,3,0,0,0,0,17,5,5,7,17,7,6,0,6,0,42,0,6,5,11,0,9,3,7,0,42,0,5,0,11,4,3,0,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,15,46,17,26,3,28,4,151
UCL521038,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,11,0,0,0,6,6,0,20,0,0,3,0,0,0,5,7,0,26,5,0,3,5,0,0,24,0,0,40,4,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,21,4,0,0,38,20,5,118,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,15,0,7,0,10,6,0,0,0,0,22,5,6,4,3,0,3,0,4,0,26,4,3,0,8,3,5,0,9,0,32,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,10,29,9,9,8,21,0,118
UCL521039,0,0,3,0,0,4,0,9,0,18,0,0,3,0,0,0,5,0,0,10,0,7,6,0,0,0,0,0,0,17,3,8,12,5,0,0,4,0,0,35,7,5,14,0,0,0,0,5,5,39,14,3,20,5,0,4,9,6,0,58,3,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,60,8,3,14,14,17,7,190,0,0,0,5,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,5,4,5,4,0,0,0,0,22,4,11,0,10,4,0,0,5,0,41,12,19,5,3,9,4,0,0,0,51,6,16,0,6,10,0,0,6,0,49,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,8,29,28,15,0,14,4,185
UCL521040,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,9,3,5,16,4,0,0,10,6,0,44,7,11,24,4,0,0,10,4,0,61,0,3,14,0,0,0,7,7,0,36,8,3,0,0,6,0,18,4,0,43,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,61,13,5,0,36,26,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,10,3,12,9,0,0,3,0,49,9,11,0,7,11,0,0,0,0,40,4,3,0,9,4,3,4,4,0,33,0,0,0,0,11,3,6,8,0,27,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,12,35,36,13,10,13,3,179
UCL521041,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,38,3,0,0,19,0,0,70,0,0,33,0,3,0,25,0,0,65,4,3,16,0,0,0,17,0,0,36,0,0,11,0,0,0,16,0,0,27,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,101,9,4,0,83,7,3,213,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,10,3,13,5,13,9,0,11,7,0,51,4,4,6,5,4,0,12,3,0,38,0,0,0,0,0,0,9,0,0,15,5,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,8,23,17,5,32,13,0,132
UCL521042,0,0,0,6,0,7,0,3,0,13,0,0,3,0,0,0,3,5,0,14,4,0,7,3,0,0,0,9,0,27,6,0,8,0,0,0,6,9,0,18,6,9,3,5,0,0,14,7,0,38,7,3,0,0,0,0,3,3,0,25,4,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,21,8,5,6,27,42,0,149,0,0,0,0,0,5,0,0,0,10,0,0,0,0,5,0,0,4,0,13,0,0,0,8,3,0,0,5,0,17,4,5,4,4,3,0,0,5,0,29,3,7,0,3,6,4,0,10,0,35,0,7,0,5,5,4,0,3,0,25,3,0,0,4,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,5,22,21,20,0,36,5,143
UCL521043,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,5,0,0,17,3,3,7,0,0,0,0,0,0,23,8,7,4,0,0,0,6,3,0,32,9,10,3,5,4,0,7,4,0,42,4,3,5,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,34,12,8,8,18,9,0,137,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,5,0,4,0,0,3,0,0,0,0,14,4,8,3,5,6,0,0,0,0,17,5,7,3,9,4,3,0,3,0,37,4,8,0,11,9,0,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,12,32,21,5,0,13,0,128
UCL521044,0,0,4,0,0,0,0,4,0,3,0,0,9,0,0,0,0,4,0,12,0,0,3,0,0,0,4,6,0,15,4,0,7,3,0,4,4,0,0,15,0,0,7,0,0,0,0,3,0,21,3,0,10,0,0,0,10,0,0,29,0,0,4,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,4,34,5,7,7,20,21,8,111,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,3,0,15,4,4,3,0,0,0,0,0,0,17,0,3,0,6,0,0,0,4,0,18,3,7,0,11,4,0,0,0,0,28,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,16,7,23,16,6,7,16,0,101
UCL521045,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,7,0,0,0,4,0,0,0,4,0,7,6,0,5,0,0,0,5,0,0,7,9,0,9,3,0,0,4,0,0,24,10,0,0,0,0,4,4,3,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,5,13,3,0,10,14,10,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,15,3,3,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,14,5,0,0,7,0,3,3,3,0,19,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,15,7,9,3,16,0,66
UCL521046,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,4,0,4,0,5,4,9,3,0,3,0,0,22,0,3,5,6,3,0,0,0,0,14,3,0,6,0,0,0,0,0,0,14,4,0,3,0,0,0,3,0,0,14,0,0,0,0,0,0,7,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,5,17,13,7,5,15,13,0,83,0,0,0,0,3,3,0,0,0,4,0,0,0,6,0,0,0,0,0,9,0,3,0,11,0,5,0,0,0,24,4,0,0,14,3,0,0,3,0,25,5,3,0,6,4,0,0,4,0,24,4,3,0,4,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,4,36,10,5,3,18,0,102
UCL521047,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,14,0,0,0,3,0,0,20,3,0,8,3,0,0,4,4,0,24,8,3,8,0,0,0,7,0,0,29,6,0,6,0,3,0,14,9,0,34,6,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,33,5,4,5,29,23,4,131,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,10,0,3,0,4,3,4,0,0,0,19,0,3,0,6,7,0,0,6,4,28,7,0,6,0,8,5,5,5,0,32,7,5,0,3,7,0,0,6,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,7,14,27,15,9,17,3,114
UCL521048,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,3,0,0,0,10,0,0,16,5,0,0,0,5,0,29,3,0,9,0,0,0,3,3,0,23,4,6,3,3,0,0,4,8,0,25,8,3,10,4,0,0,10,3,4,50,0,0,0,0,0,0,6,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,44,8,4,4,20,25,3,153,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,7,0,0,0,14,0,5,0,3,9,0,0,3,0,15,9,6,0,8,0,5,0,0,0,28,7,15,0,4,9,3,0,0,0,37,9,9,0,9,13,5,0,5,0,42,0,6,0,0,6,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,10,29,38,15,5,7,6,166
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,6,0,0,3,0,14,5,4,0,0,0,0,0,3,0,16,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,4,5,0,0,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,4,5,0,0,5,0,0,0,0,10,0,0,0,6,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,10,3,0,0,0,0,38
UCL521050,0,0,9,0,0,0,0,0,0,9,0,0,7,0,0,0,4,0,0,15,6,7,16,3,5,0,0,6,0,45,8,4,7,4,0,0,5,5,0,35,7,0,3,6,0,6,9,4,0,31,7,3,5,3,0,9,6,0,0,30,0,0,6,0,0,0,13,0,0,21,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,16,55,9,10,11,34,23,3,193,0,0,0,0,0,3,0,5,0,3,3,3,3,0,3,0,0,5,0,14,0,4,0,0,5,4,0,6,0,19,3,11,3,6,7,4,0,6,0,36,4,3,0,8,7,7,0,0,0,23,0,5,0,13,8,6,4,7,0,36,0,0,0,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,5,25,29,18,9,29,4,149
UCL521051,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,4,8,0,23,0,4,9,3,0,0,6,8,0,26,0,0,11,0,0,0,5,6,0,27,0,3,13,0,0,0,12,3,3,34,3,6,10,0,0,0,16,8,0,48,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,51,13,5,9,43,37,6,183,0,0,0,0,0,3,0,3,0,8,0,0,4,3,3,3,0,0,0,12,0,0,0,5,4,0,0,0,0,24,0,4,4,0,5,4,0,4,0,28,4,3,0,13,9,4,0,10,0,43,0,4,0,8,11,8,0,8,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,16,29,36,26,3,35,5,169
