UCL_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL515022,0,3,4,0,0,0,0,0,0,8,0,5,0,0,0,0,3,0,0,10,17,3,100,3,0,5,29,23,5,185,14,0,36,3,0,4,4,11,0,78,18,9,12,8,6,0,11,9,0,72,0,10,0,6,0,0,0,0,0,24,4,11,0,0,3,0,0,0,0,24,0,9,4,3,0,7,0,3,0,24,3,7,0,12,0,0,0,0,0,28,5,6,0,0,0,0,0,3,0,11,8,0,11,0,0,0,4,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,6,0,0,0,4,4,4,15,74,58,181,38,10,25,59,57,6,517,0,5,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,5,0,8,0,27
UCL515023,0,5,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,11,4,91,5,0,0,19,10,0,145,6,0,10,5,0,0,11,3,0,33,3,3,8,0,0,0,3,6,0,21,0,3,0,3,0,0,0,0,0,11,3,11,0,0,0,0,0,0,0,21,6,4,5,0,9,0,3,0,0,31,4,7,0,10,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,5,0,5,0,0,0,4,0,7,16,38,41,122,27,15,6,45,25,5,329,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,13
UCL515024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,38,0,3,3,9,17,0,82,0,0,8,0,0,0,0,0,0,21,7,0,0,0,0,0,5,0,0,15,0,4,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,9,21,29,62,6,8,6,22,23,0,176,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
UCL515025,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,4,0,9,9,0,37,0,0,0,8,9,0,61,3,0,12,0,0,0,6,4,0,25,10,0,0,0,3,0,3,10,0,19,0,5,3,6,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,7,0,0,3,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,9,18,24,64,13,6,12,24,30,6,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,12
UCL515026,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,18,5,110,3,8,0,28,11,4,185,7,0,30,0,0,0,12,9,0,55,3,0,4,0,0,0,4,5,0,18,0,5,0,0,0,0,3,0,0,11,0,6,0,0,0,0,0,0,0,13,4,3,3,3,7,0,3,4,0,21,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,10,3,0,0,5,3,0,25,30,30,160,22,17,3,61,36,9,380,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8
UCL515027,4,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,4,0,11,11,8,91,6,6,6,19,22,4,157,5,3,27,0,0,0,8,9,0,51,14,5,10,0,0,0,4,11,0,47,0,24,0,8,0,0,0,0,0,33,0,16,0,0,0,0,0,0,0,26,11,10,4,0,3,6,3,0,0,47,3,6,3,12,0,0,0,4,0,40,4,0,3,0,0,3,0,0,0,5,0,0,9,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,6,0,8,3,0,0,3,6,3,39,62,73,159,39,15,19,50,60,15,492,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,3,3,5,0,0,7,0,23
UCL515028,3,4,3,0,0,0,5,0,0,11,0,0,0,0,0,3,0,0,0,8,24,20,327,4,3,7,65,21,13,486,6,0,46,0,7,0,24,9,0,88,6,3,4,0,0,0,4,3,0,23,7,5,3,6,0,0,0,0,0,23,3,23,3,3,0,0,7,0,0,39,17,6,10,6,3,6,9,0,0,52,3,7,0,7,0,0,9,0,0,39,0,0,3,0,0,0,0,0,0,5,0,0,12,4,0,5,8,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,11,0,0,12,0,0,3,12,0,4,35,71,69,428,28,14,17,157,35,25,856,3,4,3,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,4,3,8,17,0,0,0,12,0,0,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,10
UCL515029,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,8,84,6,0,0,17,4,0,126,0,0,13,0,0,0,17,6,0,34,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,4,3,4,0,0,0,3,0,0,15,0,0,6,4,0,0,4,0,0,8,0,0,0,0,6,0,0,0,0,4,0,0,3,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,0,0,5,0,0,0,3,0,0,6,13,16,114,9,8,0,65,8,10,233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL515030,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,11,10,7,126,5,3,0,33,9,0,195,7,3,18,0,0,0,3,3,0,32,0,3,0,0,0,4,3,12,0,27,4,7,0,4,0,0,0,0,0,23,0,14,0,0,0,0,4,0,0,22,13,0,5,4,0,0,4,3,0,30,6,3,0,7,0,0,0,3,0,24,0,0,0,0,0,0,0,6,0,5,0,0,7,4,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,3,8,0,0,0,4,0,3,17,42,50,165,24,10,11,70,38,3,419,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,0,14
UCL515031,5,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,4,15,12,77,6,7,6,23,26,0,160,9,0,23,0,0,3,12,0,0,43,5,0,5,0,0,0,0,0,0,17,3,9,0,3,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,11,3,4,7,0,0,0,0,0,0,20,0,6,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,8,0,0,0,0,0,4,16,45,38,122,13,7,10,44,37,11,323,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8,0,0,3,0,13
UCL515032,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,4,0,0,6,10,13,79,0,3,0,10,4,4,127,3,3,20,0,0,0,4,4,5,38,3,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,4,12,0,5,0,0,5,0,0,0,24,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,12,43,24,117,9,8,6,25,9,13,261,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL515033,0,3,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,5,18,11,210,8,6,0,47,9,13,319,3,5,28,6,3,0,30,3,0,72,0,0,0,0,0,0,4,0,0,6,0,3,5,0,0,0,7,0,0,21,0,10,0,0,0,0,12,0,0,23,10,4,6,0,9,3,16,0,0,47,3,5,3,0,0,0,9,0,0,19,0,0,0,0,0,0,4,0,0,8,0,0,7,0,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,16,3,0,5,0,0,4,9,6,3,21,49,50,271,11,14,8,148,20,19,589,0,0,3,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL515034,0,3,0,0,0,0,0,0,0,5,5,7,3,0,4,0,0,0,0,15,15,10,86,0,9,6,24,23,0,169,4,0,36,0,0,0,10,7,0,63,0,0,5,0,3,0,0,5,0,19,0,5,0,0,0,0,0,0,0,13,4,8,0,0,0,0,0,0,0,9,8,4,8,0,3,6,0,0,0,28,0,5,5,10,0,0,3,3,0,25,0,3,0,0,0,0,0,0,0,6,0,0,12,0,0,0,4,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,5,0,0,0,0,0,0,8,38,48,157,17,19,9,57,48,0,398,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL515035,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,35,0,0,0,10,18,0,70,3,0,3,0,0,0,0,5,0,9,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,14,15,44,3,4,3,21,21,0,126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL515036,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,6,7,101,3,0,0,18,11,0,151,0,0,10,0,0,0,6,6,0,19,0,0,5,0,0,0,5,6,0,13,0,9,3,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,8,0,0,7,0,6,0,9,0,0,19,3,0,0,4,0,0,4,0,0,13,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,3,15,20,20,135,10,6,0,46,24,9,275,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8
UCL515037,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,18,3,201,0,12,0,36,3,4,266,0,0,6,0,0,0,13,3,4,29,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,6,0,0,13,0,3,3,0,0,0,0,0,0,15,3,0,9,0,8,0,3,0,0,25,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,15,25,22,228,9,18,0,66,21,10,399,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
UCL515038,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,0,43,4,0,0,18,9,0,83,3,0,19,0,0,0,4,0,0,29,4,3,0,0,0,5,0,0,0,14,0,3,0,0,0,0,0,0,0,8,3,8,0,0,0,0,3,0,0,14,0,4,3,3,4,3,3,3,0,24,4,4,0,8,0,0,0,0,0,16,0,5,0,0,0,0,0,6,0,5,3,0,12,0,0,0,3,4,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,4,0,0,3,5,0,0,17,35,34,87,12,5,11,35,25,0,253,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,9,6,0,0,0,0,0,0,19
UCL521001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,9,5,0,64,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,41,3,5,0,21,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
UCL521002,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,37,0,0,0,5,4,0,64,0,0,5,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,45,7,0,5,11,9,3,106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
UCL521003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,3,5,0,25,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,6,20,5,0,4,5,9,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,9,3,5,0,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
UCL521005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,8,53,3,5,0,16,0,0,98,5,0,6,0,0,0,6,0,0,15,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,10,15,22,66,4,7,3,33,13,3,158,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,6,4,0,54,0,0,9,0,0,0,5,3,0,24,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,3,0,5,3,0,0,0,13,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,12,17,46,11,5,5,20,9,4,128,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,0,0,4,0,0,0,0,0,0,7,3,0,9,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,0,0,5,5,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,4,6,5,0,5,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,4,0,3,0,0,27,0,0,5,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,22,10,0,0,10,6,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
