UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL515006,0,4,4,6,6,9,5,0,0,32,36,56,158,164,179,183,54,0,0,834,11,11,29,26,25,34,19,5,0,154,6,3,21,25,26,17,8,0,0,101,3,4,4,10,4,6,5,0,0,29,0,0,11,3,8,8,0,0,0,42,10,16,20,18,37,20,10,0,0,130,0,0,3,4,3,3,0,0,0,22,16,14,27,34,30,37,12,0,0,171,3,9,14,17,20,27,4,0,0,96,0,3,12,13,17,29,7,0,0,78,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8,0,0,0,0,15,3,4,5,4,0,3,0,0,0,16,0,6,10,4,7,3,4,0,0,27,0,0,17,15,19,16,4,0,0,77,7,8,39,43,33,34,5,0,0,167,5,10,34,40,42,29,5,0,0,162,7,15,52,24,51,61,17,0,0,228,0,0,0,6,0,3,0,0,0,9
UCL515007,0,0,0,11,4,3,0,0,0,23,31,13,77,187,126,78,11,0,0,524,0,0,3,6,6,7,3,0,0,33,0,0,23,46,21,16,0,0,0,103,5,4,9,41,29,14,3,0,0,118,0,0,0,6,3,0,0,0,0,12,9,4,10,37,26,21,6,0,0,114,0,0,0,9,3,4,3,0,0,18,13,6,6,29,12,18,0,0,0,84,21,6,9,40,14,0,0,0,0,87,0,0,0,0,0,3,0,0,0,15,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,9,0,0,4,23,13,9,0,0,0,45,0,0,7,16,13,4,0,0,0,40,0,0,8,13,15,14,0,0,0,48,0,0,15,36,35,17,0,0,0,106,0,0,19,36,30,13,5,0,0,106,0,0,0,5,0,0,0,0,0,7
UCL515008,0,0,0,0,9,0,0,0,0,7,16,10,63,86,85,42,3,0,0,302,0,0,0,0,3,0,3,0,0,6,5,9,29,74,76,34,0,0,0,227,0,0,0,5,5,0,3,0,0,18,0,0,0,0,0,0,0,0,0,11,3,3,14,16,9,5,0,0,0,59,0,0,6,0,3,0,0,0,0,7,0,0,3,5,0,4,0,0,0,24,19,4,12,8,3,12,0,0,0,59,3,0,4,12,22,18,9,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,16,0,0,0,6,4,0,0,0,0,12,0,0,3,5,6,6,0,0,0,18,0,0,5,9,8,4,0,0,0,29,0,0,9,20,21,18,0,0,0,55,0,3,3,7,16,5,0,0,0,35,0,0,3,0,0,0,0,0,0,5
UCL515009,6,0,0,5,7,3,0,0,0,22,32,27,69,136,149,107,34,8,0,557,5,0,0,3,4,5,7,3,0,27,0,0,6,14,9,6,5,0,0,44,4,7,10,23,17,10,6,0,0,71,0,0,0,0,0,4,0,0,0,5,7,4,24,28,15,13,9,0,0,98,0,0,0,5,3,0,0,0,0,9,27,0,12,19,29,22,5,0,0,109,26,13,19,15,15,10,10,0,0,107,4,0,0,4,6,8,0,0,0,27,0,0,0,0,0,0,4,0,0,6,0,0,0,9,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,4,4,13,21,9,9,4,0,60,0,0,3,10,13,9,3,0,0,41,0,0,5,13,18,13,7,0,0,62,0,4,14,42,47,34,8,3,0,150,0,0,24,31,45,31,16,3,0,147,0,0,0,5,9,4,4,0,0,21
UCL515010,0,0,5,4,4,5,0,0,0,17,18,35,122,94,106,104,32,3,0,515,5,0,0,0,3,0,0,0,0,13,0,7,8,7,3,0,0,0,0,18,0,0,0,5,0,4,0,0,0,10,0,0,0,4,0,4,4,0,0,8,4,3,17,14,18,23,8,0,0,84,0,0,3,0,0,0,0,0,0,5,14,3,10,4,6,12,7,0,0,62,0,3,9,5,9,18,7,0,0,52,3,8,10,5,14,10,10,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,4,0,0,0,9,0,0,4,0,4,8,3,0,0,17,0,0,4,11,10,8,0,0,0,30,0,5,35,32,38,44,12,0,0,171,6,24,35,28,25,11,17,0,0,139,4,10,60,42,50,51,20,0,0,234,0,3,10,4,7,0,3,0,0,26
UCL515011,0,0,0,0,4,3,0,0,0,14,42,37,89,123,123,106,23,8,0,548,4,8,25,24,14,16,6,8,0,103,0,9,23,31,42,12,9,0,0,122,4,7,9,21,6,13,0,0,0,60,0,0,0,5,8,0,0,0,0,22,8,0,18,21,14,26,11,0,0,103,0,0,0,7,0,0,5,0,0,16,26,10,19,23,22,9,3,0,0,116,22,3,0,12,8,9,0,0,0,62,0,4,10,8,20,13,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,12,0,0,4,11,8,0,0,0,0,18,4,5,19,11,6,7,0,0,0,50,0,0,9,17,20,18,4,0,0,63,0,4,4,17,17,23,7,0,0,65,6,5,15,28,28,40,8,0,0,140,0,0,0,8,3,0,0,0,0,10
UCL515012,3,0,5,3,0,0,0,0,0,16,45,36,146,125,135,66,17,0,0,583,0,3,3,6,9,0,3,0,0,28,0,3,34,39,37,14,0,0,0,128,4,3,3,0,3,7,0,0,0,21,0,0,4,0,0,0,0,0,0,3,9,8,42,30,17,14,3,0,0,124,0,0,3,11,9,8,0,0,0,28,29,15,18,16,26,3,0,0,0,108,26,6,11,3,0,5,0,0,0,52,0,3,20,15,20,8,3,0,0,67,0,0,6,4,0,0,0,0,0,9,0,0,3,5,6,3,0,0,0,14,0,0,3,4,0,3,0,0,0,15,0,3,10,15,9,0,0,0,0,41,0,3,3,0,3,9,0,0,0,18,0,3,28,20,33,23,3,0,0,112,0,4,16,32,48,19,0,0,0,124,8,11,57,36,32,28,6,0,0,180,0,3,0,3,3,0,0,0,0,9
UCL515013,0,3,18,3,0,4,0,0,0,41,36,73,221,175,147,94,23,3,0,770,4,6,8,0,0,4,5,0,0,30,0,4,16,12,16,6,0,0,0,57,3,8,12,5,3,5,0,0,0,32,0,0,3,10,4,4,0,0,0,17,14,13,30,31,35,19,3,0,0,142,3,0,4,0,4,3,0,0,0,18,29,12,23,20,33,15,4,0,0,150,24,40,68,41,23,10,4,0,0,210,3,12,45,33,26,22,9,0,0,148,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,6,0,0,4,10,14,3,8,0,0,32,0,3,37,39,34,23,3,0,0,139,6,5,23,28,13,5,0,0,0,81,0,7,30,38,44,20,4,0,0,138,0,3,17,37,32,15,4,0,0,101,0,0,21,21,20,25,8,0,0,102,0,0,8,7,5,9,0,0,0,24
UCL515014,0,0,4,0,0,0,0,0,0,7,9,16,67,40,31,31,12,0,0,205,0,5,6,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,8,6,8,6,0,0,0,27,0,4,13,4,5,0,0,0,0,22,0,0,0,0,7,0,0,0,0,12,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,6,17,8,4,9,0,0,0,39,0,8,34,23,24,13,3,0,0,105,3,3,30,17,15,22,5,0,0,97,0,0,3,3,5,5,0,0,0,12
UCL515015,0,0,3,0,7,4,0,0,0,13,35,32,134,104,112,85,22,0,0,523,0,6,21,20,13,8,5,0,0,83,0,0,21,17,18,5,0,0,0,62,14,29,144,89,57,35,5,0,0,380,0,0,0,0,0,0,0,0,0,5,8,8,15,11,16,20,4,0,0,83,0,0,0,0,3,6,0,0,0,13,12,12,13,18,16,15,3,0,0,87,12,0,4,5,16,3,3,0,0,45,0,6,0,9,7,13,5,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,6,0,0,0,6,5,0,0,0,0,4,0,0,3,5,0,0,0,0,0,11,0,0,6,0,6,3,3,0,0,24,0,4,11,12,11,20,4,0,0,60,0,0,7,13,27,23,9,0,0,84,3,4,24,21,23,19,0,0,0,94,0,0,0,0,0,0,0,0,0,9
UCL515016,0,0,5,3,6,4,6,0,0,18,14,9,70,72,69,87,26,3,0,349,3,0,0,8,7,7,8,4,0,35,0,3,10,17,20,20,4,0,0,77,4,3,6,4,3,14,3,0,0,32,0,0,4,0,3,0,0,0,0,18,0,3,8,13,20,18,5,0,0,73,0,0,0,0,6,0,0,0,0,3,8,3,12,8,9,15,3,0,0,61,8,0,19,11,6,22,10,0,0,75,0,0,4,0,8,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,8,0,0,0,3,0,0,4,0,0,15,0,0,4,3,3,5,0,0,0,19,0,3,4,4,5,10,0,0,0,25,0,0,11,11,12,13,8,0,0,64,0,0,12,17,8,12,4,0,0,55,0,3,14,8,9,11,0,3,0,58,0,0,0,0,3,3,0,0,0,16
UCL515017,0,0,3,4,0,4,0,0,0,6,9,17,37,34,51,62,22,0,0,241,0,0,9,8,13,8,6,0,0,45,0,4,10,8,8,6,0,0,0,40,0,0,0,0,3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,9,13,11,21,5,0,0,56,0,0,0,0,0,0,0,0,0,0,5,8,5,4,7,14,5,0,0,46,16,16,15,8,18,26,8,0,0,115,0,0,3,4,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,0,0,0,23,0,0,5,0,9,11,3,0,0,19,0,0,4,0,16,11,5,0,0,36,0,0,6,3,12,10,3,0,0,36,0,0,0,3,0,5,0,0,0,6
UCL515018,0,0,0,0,8,3,0,0,0,15,16,40,50,71,80,58,12,0,0,318,0,0,0,0,4,0,0,0,0,4,7,27,72,80,77,66,3,4,0,344,0,9,5,4,8,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,6,0,0,28,0,0,0,5,0,0,0,0,0,8,13,4,0,10,14,9,3,0,0,51,8,6,4,7,0,3,0,0,0,28,6,0,0,0,0,8,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,13,0,5,0,0,0,0,0,0,0,8,0,0,0,3,0,4,4,0,0,10,0,6,7,6,7,15,3,0,0,38,0,5,13,10,12,14,0,0,0,59,0,7,8,7,5,7,3,0,0,37,0,0,0,4,0,0,0,0,0,3
UCL515019,0,0,0,3,5,11,0,0,0,26,48,73,134,128,133,132,38,6,0,697,8,9,34,26,24,18,7,4,0,139,0,0,7,0,7,5,0,0,0,17,7,29,70,55,60,40,3,0,0,267,4,6,4,5,3,6,0,0,0,22,4,4,19,11,6,17,6,0,0,69,3,11,20,12,9,12,5,0,0,81,25,14,29,31,19,29,6,0,0,151,23,14,8,15,18,10,0,0,0,85,0,3,5,8,14,14,12,0,0,61,0,0,0,5,0,0,0,0,0,6,0,0,5,3,4,3,0,0,0,22,0,0,6,0,0,0,0,0,0,5,0,0,4,5,7,10,3,0,0,28,0,3,9,11,3,9,8,0,0,47,3,6,24,17,20,15,11,0,0,87,5,7,28,28,30,33,8,0,0,141,3,19,30,33,32,44,23,0,0,176,0,5,0,0,0,0,0,0,0,5
UCL515020,0,4,18,8,13,7,3,0,0,51,41,78,323,242,197,151,34,0,0,1067,3,20,57,31,12,17,6,0,0,139,0,0,14,9,7,5,0,0,0,33,0,5,5,0,5,0,0,0,0,18,0,0,9,13,7,10,0,0,0,37,7,17,44,28,18,28,9,0,0,153,0,3,0,6,3,0,0,0,0,13,14,11,36,26,27,22,11,0,0,150,19,15,42,23,26,16,5,0,0,140,3,21,36,13,18,14,5,0,0,111,0,0,7,0,0,4,0,0,0,12,0,0,8,5,0,3,0,0,0,19,0,0,6,0,0,0,4,0,0,20,0,3,23,14,13,7,0,0,0,59,6,0,19,15,13,13,11,0,0,73,4,7,56,80,57,29,11,0,0,242,0,11,66,42,63,40,3,0,0,234,8,23,115,97,51,68,17,0,0,381,0,0,3,9,5,0,0,0,0,15
UCL515021,3,0,3,0,4,0,0,0,0,10,26,21,46,74,93,83,22,4,0,369,0,3,5,0,11,6,5,0,0,32,0,0,8,8,6,5,0,0,0,26,3,4,6,10,3,19,3,5,0,43,0,0,4,3,3,8,0,0,0,20,7,11,15,19,26,7,3,0,0,80,0,0,9,0,7,3,0,0,0,18,21,6,13,10,12,8,3,0,0,79,25,7,5,9,0,7,0,4,0,60,5,0,0,5,10,8,3,0,0,31,0,0,6,0,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,8,0,3,3,12,4,5,5,0,0,34,0,0,0,0,11,9,0,0,0,24,0,0,5,15,16,27,4,0,0,70,0,0,13,18,16,29,11,0,0,83,0,4,12,24,32,32,9,6,0,113,0,0,5,5,0,5,0,0,0,17
UCL515022,5,4,8,3,3,5,3,0,0,27,67,69,158,167,175,177,46,7,0,863,9,29,61,45,32,39,11,5,0,237,0,0,17,16,8,4,3,0,0,47,7,11,11,21,13,21,5,0,0,100,0,0,3,5,3,4,0,0,0,21,8,21,32,21,20,21,14,0,0,128,4,4,8,5,12,9,3,0,0,48,29,14,35,43,50,32,8,3,0,223,29,13,22,18,9,15,4,0,0,118,3,10,8,13,22,25,8,4,0,99,0,0,0,0,0,0,0,0,0,4,4,0,4,8,0,6,0,0,0,22,0,0,4,3,0,3,4,0,0,14,0,6,7,3,9,5,0,0,0,32,8,0,9,13,15,13,3,0,0,62,0,7,26,30,39,26,3,0,0,131,0,4,31,42,39,40,6,0,0,164,3,12,46,29,47,60,19,3,0,212,0,0,4,7,0,0,0,0,0,19
UCL515023,0,0,0,0,3,6,0,0,0,16,42,43,95,94,95,94,26,0,0,489,6,9,15,14,8,4,8,8,0,70,0,4,0,11,10,6,0,0,0,38,6,5,4,9,5,7,0,0,0,32,0,0,16,7,10,3,0,0,0,41,0,6,7,16,10,4,4,0,0,48,4,13,21,18,14,13,0,0,0,79,15,15,20,15,13,29,7,0,0,121,21,0,8,10,12,4,4,0,0,67,5,5,20,6,9,21,8,0,0,81,4,0,0,3,0,4,0,0,0,14,0,3,0,4,6,5,0,0,0,11,0,0,4,0,0,4,0,0,0,3,0,6,7,4,7,0,0,0,0,27,0,0,5,6,9,5,3,0,0,25,0,5,20,12,20,14,4,0,0,67,4,4,30,19,17,20,4,0,0,101,0,8,24,24,29,31,11,0,0,124,0,0,0,0,3,4,0,0,0,9
UCL515024,0,0,0,0,0,0,0,0,0,4,11,26,58,63,59,71,19,3,0,308,0,9,17,14,10,3,4,3,0,70,0,0,7,5,5,5,3,0,0,19,0,0,5,3,4,3,0,0,0,16,0,0,4,3,4,9,0,0,0,15,3,8,15,7,3,9,4,0,0,46,4,6,3,3,3,13,0,0,0,36,7,3,11,12,16,11,8,0,0,65,10,0,4,0,3,8,4,0,0,26,0,0,5,4,3,16,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,10,0,0,0,0,8,3,0,0,0,16,0,6,10,5,14,18,3,0,0,48,0,10,17,21,15,13,4,0,0,82,0,8,10,14,13,21,7,0,0,66,0,0,0,0,0,0,0,0,0,3
UCL515025,3,0,3,6,0,0,0,0,0,10,20,19,62,61,78,73,13,0,0,330,4,3,20,16,19,13,10,4,0,86,0,0,0,0,3,4,0,0,0,13,6,10,16,10,10,3,3,0,0,66,0,0,0,0,0,0,0,0,0,6,4,3,3,13,5,4,3,0,0,49,3,4,0,0,4,6,0,0,0,17,10,9,14,9,15,20,5,0,0,76,11,3,3,8,10,6,0,0,0,39,0,5,8,3,9,7,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,8,0,0,0,0,5,0,0,0,0,4,0,4,7,0,0,5,0,0,0,12,0,0,3,3,5,3,0,0,0,13,0,4,14,11,19,16,4,0,0,62,0,0,7,15,19,17,0,0,0,71,0,7,15,11,22,18,7,0,0,80,0,0,0,0,0,0,0,0,0,0
UCL515026,0,0,10,4,6,0,0,0,0,19,32,54,164,96,105,68,3,0,0,522,0,0,0,4,5,4,0,0,0,17,4,4,24,22,20,19,0,0,0,94,3,13,20,16,15,13,4,0,0,82,0,0,12,0,4,4,0,0,0,18,3,17,53,24,28,15,8,0,0,158,0,3,11,6,0,0,0,0,0,25,8,13,22,17,21,11,0,0,0,94,16,6,8,0,4,0,0,0,0,40,3,6,13,10,22,17,0,0,0,74,0,4,0,0,0,0,0,0,0,6,0,0,10,5,4,0,0,0,0,27,0,5,0,5,0,0,0,0,0,10,0,8,15,10,4,5,0,0,0,44,4,4,12,11,12,9,4,0,0,46,0,4,9,13,14,11,3,0,0,62,0,12,27,8,20,9,8,0,0,74,3,15,42,26,25,19,0,0,0,131,0,0,0,6,0,0,0,0,0,8
UCL515027,0,0,4,0,4,11,3,0,0,24,41,80,149,155,156,152,46,5,0,786,5,16,33,23,17,25,5,0,0,124,0,0,15,3,5,5,0,0,0,26,7,8,26,13,11,11,10,0,0,83,3,5,7,3,9,3,0,0,0,23,6,12,24,10,31,18,11,0,0,109,0,0,10,13,5,14,0,0,0,41,28,22,20,31,20,24,14,3,0,166,14,7,10,17,13,11,3,0,0,68,0,3,8,13,12,16,7,0,0,63,0,0,4,3,0,0,0,0,0,5,6,6,9,10,13,3,0,0,0,42,0,0,0,6,5,3,0,0,0,15,0,3,3,7,5,8,3,0,0,25,0,0,3,3,6,10,4,0,0,30,8,8,20,31,19,23,10,0,0,110,0,15,27,35,47,45,14,0,0,187,7,24,68,53,53,59,24,3,0,288,3,0,4,6,0,0,0,0,0,20
UCL515028,3,0,5,4,0,4,0,0,0,19,46,89,332,287,179,92,18,0,0,1035,0,0,9,0,0,0,0,0,0,6,13,50,247,293,198,123,18,0,0,935,0,5,5,4,0,0,0,0,0,15,0,3,8,12,6,8,3,0,0,46,9,15,41,18,14,14,4,0,0,113,0,0,22,20,9,3,0,0,0,61,23,19,43,28,24,13,4,0,0,152,24,7,28,13,9,3,5,0,0,92,0,13,20,17,26,16,0,0,0,91,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,4,5,21,14,14,9,3,0,0,62,0,4,14,14,7,0,0,0,0,49,0,12,28,21,21,11,3,0,0,100,4,8,31,33,20,14,4,0,0,109,0,13,39,36,41,15,4,0,0,158,4,8,53,40,26,17,0,0,0,154,0,3,5,3,0,0,0,0,0,12
UCL515029,0,0,4,3,0,0,0,0,0,6,5,17,67,82,50,35,3,0,0,260,0,0,0,0,0,0,0,0,0,0,3,13,94,126,100,70,9,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,11,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6,5,0,0,6,3,6,0,0,0,19,0,0,5,3,6,0,5,0,0,18,0,3,3,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,11,10,9,5,0,0,0,29,0,0,7,4,5,0,0,0,0,20,0,4,16,11,9,4,0,0,0,39,0,0,10,8,7,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3
UCL515030,0,0,5,7,3,4,0,0,0,22,73,69,103,133,162,141,24,0,0,718,0,3,7,9,7,10,0,0,0,37,0,11,27,43,44,30,3,0,0,163,13,9,25,44,52,38,4,0,0,181,0,0,0,3,5,4,0,0,0,23,6,10,31,39,26,23,9,0,0,140,3,3,3,4,7,0,0,0,0,19,33,20,24,14,25,18,3,0,0,144,40,16,12,10,13,12,4,0,0,100,4,0,0,8,5,8,3,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,3,4,0,5,4,0,0,17,0,3,5,11,4,5,3,0,0,43,4,11,4,7,14,7,3,0,0,45,0,5,8,8,23,25,3,0,0,73,4,3,21,17,35,31,5,0,0,110,9,15,24,31,29,36,11,0,0,168,4,8,11,5,4,7,0,0,0,36
UCL515031,0,0,0,0,7,0,6,3,0,17,28,32,63,99,133,124,43,9,0,539,0,9,6,15,12,13,34,12,0,94,0,10,16,24,38,22,8,0,0,122,5,3,3,5,8,16,0,3,0,44,0,0,0,3,4,0,0,0,0,15,5,4,13,23,22,23,7,0,0,100,0,0,0,0,7,4,0,0,0,17,21,4,16,19,24,28,12,0,0,117,21,9,16,19,18,23,3,0,0,101,0,0,7,8,6,18,5,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,6,3,0,0,18,0,0,10,3,6,8,5,0,0,39,0,0,4,6,5,7,4,0,0,27,0,6,10,4,18,14,0,0,0,52,0,3,9,17,20,28,12,0,0,85,0,7,12,18,37,21,11,0,0,100,0,0,0,3,0,0,0,0,0,4
UCL515032,0,0,4,9,3,0,0,0,0,15,22,29,63,83,90,62,5,0,0,364,0,0,3,0,6,6,0,0,0,18,4,3,13,20,25,20,4,0,0,88,0,9,12,16,13,7,0,0,0,62,0,0,0,0,6,0,0,0,0,10,3,7,21,22,38,14,0,0,0,102,0,4,0,4,3,0,0,0,0,14,10,15,10,8,13,10,3,0,0,70,10,0,0,0,6,5,0,0,0,28,0,0,4,9,16,14,3,0,0,46,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,4,0,0,0,10,0,3,11,12,7,11,0,0,0,40,0,0,0,5,11,7,0,0,0,22,0,0,3,8,13,12,0,0,0,42,0,4,4,22,19,14,3,0,0,63,6,5,16,10,12,9,4,0,0,62,0,0,0,0,0,0,0,0,0,4
