UCL_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
UCL515010,0,0,0,0,76,76,5,0,0,0,88,92,44,0,0,0,169,210,69,6,0,0,91,167,75,9,23,6,72,181,79,13,41,3,74,212,65,6,30,11,33,148,19,5,7,3,0,38,0,0,0,4,0,7,357,45,103,29,602,1135,0,0,0,0,78,75,4,0,0,0,106,108,61,10,0,0,198,262,64,11,0,0,119,197,87,14,16,4,98,215,82,24,24,13,44,189,49,8,18,19,22,118,14,8,7,16,3,46,0,0,0,14,4,16,357,66,74,73,656,1224,0,0,0,0,151,156,5,0,0,0,192,202,101,5,4,0,363,475,133,19,7,0,210,369,159,23,40,5,164,392,162,34,63,21,111,400,118,18,46,30,52,264,36,9,10,24,3,87,0,0,0,18,5,24,721,113,175,97,1257,2362
UCL515011,0,0,0,0,84,84,0,0,0,0,54,55,32,0,0,0,86,117,76,3,11,3,64,152,87,16,16,0,41,160,102,9,31,3,20,166,123,3,30,3,15,178,91,3,12,3,8,117,20,0,0,10,0,36,539,38,105,30,362,1073,0,0,0,0,74,74,0,0,0,0,43,48,47,3,3,0,84,143,85,20,11,4,61,177,91,14,26,6,25,165,118,22,36,8,22,201,134,8,33,30,9,204,62,4,14,48,5,130,10,0,7,44,0,56,549,63,128,133,320,1198,0,0,0,0,159,159,5,0,0,0,98,104,81,3,3,0,168,256,168,23,19,7,123,332,178,31,42,9,65,326,220,28,70,6,41,368,253,12,65,31,20,384,152,3,24,53,9,249,32,4,3,56,0,88,1088,108,235,162,683,2273
UCL515012,0,0,0,0,80,80,0,0,0,0,47,47,65,0,6,0,94,163,83,5,10,0,43,141,102,6,11,0,30,152,72,7,14,3,5,107,58,8,9,3,7,75,18,0,3,6,0,29,7,0,0,3,0,8,399,23,60,13,303,797,0,0,0,0,87,87,3,0,0,0,42,46,90,3,0,0,104,204,99,3,11,0,42,157,97,13,23,5,28,162,64,6,14,0,5,89,48,0,13,8,4,77,12,0,0,11,0,22,0,0,0,4,0,7,410,29,62,33,318,848,0,0,0,0,167,167,3,0,0,0,87,95,153,5,10,0,200,367,176,11,21,4,89,305,198,19,33,5,55,309,129,11,33,10,17,196,105,12,18,13,11,151,34,0,6,9,0,50,8,0,0,10,0,14,812,54,119,43,619,1644
UCL515013,0,0,0,0,79,79,0,0,0,0,77,79,49,0,0,0,172,226,115,5,16,0,98,229,115,12,19,0,69,211,97,7,31,7,41,184,64,3,36,5,13,124,30,0,13,3,4,54,4,0,0,0,0,8,477,28,108,22,549,1188,0,0,0,0,62,62,0,0,0,0,88,88,73,0,4,0,201,277,130,6,13,0,76,226,97,4,26,0,37,174,79,5,32,7,11,145,55,4,24,12,5,95,22,0,5,17,0,43,3,0,0,5,0,6,461,20,103,40,482,1101,0,0,0,0,135,135,0,0,0,0,163,164,117,0,5,0,376,500,243,8,21,0,177,453,215,17,44,0,106,384,184,16,67,12,52,329,118,7,64,14,23,219,53,0,17,20,4,96,4,0,0,8,0,17,938,50,212,60,1029,2291
UCL515014,0,0,0,0,25,25,6,0,0,0,35,40,16,5,4,0,71,93,16,0,0,0,60,72,20,0,10,0,33,64,22,4,6,0,36,62,10,0,3,0,7,26,0,0,0,5,4,8,0,0,0,0,0,0,89,6,18,10,274,397,0,0,0,0,23,23,10,0,0,0,38,48,20,3,0,0,89,114,14,4,0,0,47,73,13,4,4,0,41,67,18,6,6,4,44,74,4,3,4,3,7,28,0,0,0,0,4,3,0,0,0,0,0,0,79,19,19,12,298,431,0,0,0,0,50,50,7,0,0,0,73,83,32,4,5,0,159,208,29,4,0,0,107,148,35,7,15,3,81,138,34,6,11,4,75,133,17,3,6,3,15,53,0,0,0,3,3,13,0,0,0,0,0,3,165,30,39,23,572,828
UCL515015,0,0,0,0,63,63,4,0,0,0,60,64,84,5,0,0,107,191,93,8,9,0,62,170,91,13,20,3,57,186,80,8,24,6,32,148,94,0,21,6,12,133,81,0,12,20,7,122,30,0,8,14,6,54,561,36,91,51,405,1149,0,0,0,0,67,67,9,0,0,0,42,52,91,3,0,0,92,189,91,8,7,0,37,145,87,8,20,6,39,165,97,7,33,10,21,169,87,3,38,41,9,180,62,0,11,58,4,140,18,0,4,54,0,75,542,38,112,174,313,1172,0,0,0,0,131,131,10,0,0,6,98,116,170,9,3,0,203,381,188,13,17,0,98,315,180,23,41,10,93,354,171,16,52,14,60,319,185,3,54,50,18,311,147,0,23,82,12,264,41,0,8,64,9,124,1100,72,201,226,721,2320
UCL515016,0,0,0,0,26,22,0,0,0,0,24,24,20,3,0,0,55,74,35,10,4,0,38,84,46,6,13,0,36,102,89,5,20,4,19,132,102,3,29,5,12,157,52,3,7,7,0,73,8,0,0,3,0,8,343,27,69,24,211,678,0,0,0,0,24,24,0,0,0,0,24,24,21,0,4,0,64,85,44,3,13,0,34,93,40,8,9,0,21,86,99,4,23,3,13,147,102,3,20,14,7,149,26,0,3,25,4,58,5,0,0,21,0,23,339,21,71,65,189,689,0,0,0,0,43,48,0,0,0,0,43,43,40,4,4,0,121,163,80,12,9,0,67,172,85,17,26,0,65,189,181,14,41,7,28,274,209,11,47,23,20,300,73,5,14,32,3,133,11,0,0,24,0,36,687,49,142,82,397,1364
UCL515017,0,0,0,0,25,25,0,0,0,0,21,21,8,0,0,6,47,55,26,0,0,0,38,62,40,10,10,0,40,99,59,11,22,0,38,131,76,3,25,8,7,119,39,5,3,10,0,56,7,0,0,3,0,14,255,25,65,28,214,589,0,0,0,0,15,15,0,0,0,0,22,26,13,4,4,0,44,59,29,0,0,0,28,63,40,5,11,3,14,77,67,0,35,4,18,116,58,3,20,14,11,109,30,0,0,14,0,47,3,0,0,6,0,11,241,11,67,41,150,521,0,0,0,0,46,46,0,0,0,0,44,42,21,5,4,6,87,112,54,0,5,0,67,122,80,16,21,3,53,172,125,10,56,9,53,248,137,8,45,25,15,222,70,5,7,20,0,101,15,0,0,8,0,27,499,39,134,66,366,1106
UCL515018,0,0,0,0,47,47,0,0,0,0,40,40,34,7,0,0,75,119,47,0,8,0,51,105,72,16,25,0,25,133,62,4,24,6,23,122,37,3,15,7,6,64,13,0,0,3,6,25,0,0,3,0,0,5,267,27,69,19,281,657,0,0,0,0,52,52,4,0,0,0,61,68,34,0,0,0,61,99,65,11,10,0,55,135,59,8,10,0,30,114,67,0,17,5,7,101,28,4,11,12,5,53,5,0,0,9,0,10,0,0,0,4,0,3,265,24,52,34,269,636,0,0,0,0,105,105,4,0,0,0,103,106,66,7,0,5,141,213,116,11,15,0,96,242,133,26,33,3,57,244,138,8,42,17,27,230,62,9,23,14,10,118,16,0,0,10,6,33,0,0,3,4,0,11,529,46,116,50,542,1290
UCL515019,0,0,0,0,121,121,3,0,0,0,109,118,82,0,0,0,168,251,119,7,4,0,93,228,118,13,16,3,64,215,149,19,32,8,40,241,134,7,20,5,21,184,70,4,10,18,5,102,18,0,4,7,0,30,695,48,92,40,628,1500,0,0,0,0,112,116,12,0,0,0,95,110,91,4,5,0,122,230,111,4,14,8,58,196,118,13,25,6,48,204,141,13,30,12,26,212,123,4,27,35,8,194,50,0,11,43,3,109,14,0,4,44,0,59,658,49,111,145,474,1429,0,0,0,0,237,240,15,0,0,0,205,227,175,5,8,0,286,481,230,14,23,8,153,429,239,26,43,9,111,423,286,29,61,16,64,455,252,18,46,38,26,378,121,3,20,59,11,214,34,0,0,51,3,89,1352,94,200,180,1100,2929
UCL515020,0,0,0,0,110,110,3,0,0,0,122,131,83,11,3,0,317,405,123,9,12,0,137,288,126,13,35,0,104,277,134,11,31,8,59,248,62,0,30,9,18,127,24,5,4,8,8,42,0,0,0,7,0,7,554,50,119,36,879,1635,0,0,0,0,116,116,3,0,0,0,153,156,102,8,10,0,370,497,145,20,27,0,165,362,137,18,43,9,113,318,124,11,49,19,45,243,35,4,25,16,14,95,8,0,4,12,0,25,0,0,0,12,0,12,557,59,157,67,978,1820,0,0,0,0,224,224,8,3,0,0,276,289,187,12,14,0,683,903,266,31,46,0,310,643,266,26,72,9,223,593,256,26,83,22,96,490,99,5,51,29,37,222,26,5,8,14,10,68,0,0,0,16,0,16,1110,109,276,99,1857,3452
UCL515021,0,0,0,0,77,77,0,0,0,0,28,35,21,0,0,0,41,63,53,6,5,0,21,84,61,9,11,0,32,115,85,3,21,0,22,133,93,4,21,7,8,138,56,0,0,8,0,65,16,0,0,5,0,20,386,26,61,16,219,714,0,0,0,0,32,32,5,0,0,0,25,25,27,0,0,0,32,65,59,8,8,0,17,92,72,4,20,6,13,105,94,3,18,8,21,143,84,5,22,10,0,123,41,0,7,13,0,69,3,0,0,7,0,15,385,21,76,50,139,670,0,0,0,0,114,114,3,0,0,0,51,59,57,0,0,0,70,122,113,12,14,0,37,174,138,17,25,6,44,221,177,8,41,8,40,269,178,6,44,16,8,257,98,0,11,25,0,136,18,0,0,16,0,36,778,40,139,61,361,1383
UCL515022,0,0,0,0,136,136,4,0,0,0,126,130,58,0,4,0,181,251,107,9,3,0,85,214,122,8,37,0,68,236,151,14,44,10,56,277,143,8,30,13,26,222,91,8,24,21,11,152,19,0,3,16,3,40,694,49,149,55,704,1659,0,0,0,0,125,123,8,0,0,0,97,107,80,0,7,0,149,236,119,27,18,0,76,232,133,27,35,4,57,246,153,22,57,16,38,286,142,17,50,37,13,255,61,3,13,64,4,147,13,0,5,50,0,70,700,96,181,174,559,1705,0,0,0,0,259,259,9,0,0,0,227,233,143,7,9,0,331,493,227,36,23,3,158,442,249,36,73,3,131,489,303,39,103,22,99,559,280,24,87,48,44,477,154,13,34,92,14,301,36,0,5,61,3,112,1400,146,330,234,1259,3366
UCL515023,0,0,0,0,71,71,0,0,0,0,79,83,52,4,0,0,109,167,50,4,4,0,67,132,77,5,34,0,46,160,98,11,28,3,17,158,75,16,30,10,16,149,36,8,8,7,5,64,12,0,4,9,0,20,416,42,108,28,413,1002,0,0,0,0,73,73,4,0,0,0,62,64,57,3,6,0,87,152,69,4,12,0,48,139,72,5,20,0,35,132,104,12,27,15,9,164,74,11,15,22,3,120,27,0,12,25,0,59,0,0,0,24,0,38,402,38,86,90,315,944,0,0,0,0,144,144,3,0,0,0,138,144,109,5,5,0,198,319,123,12,17,0,116,273,148,13,48,3,75,291,204,22,51,14,31,322,149,22,47,31,22,274,68,8,18,29,5,122,12,0,9,33,0,61,817,80,193,115,728,1946
UCL515024,0,0,0,0,53,52,0,0,0,0,40,43,20,6,0,0,72,100,32,5,4,0,35,75,38,11,3,0,37,88,77,5,11,0,31,119,58,4,17,8,6,94,31,0,5,4,3,49,4,0,0,9,0,12,258,26,45,13,281,627,0,0,0,0,35,35,0,0,0,0,41,42,19,4,8,0,71,97,43,3,5,0,38,87,48,3,7,3,29,91,65,9,16,5,10,102,56,0,15,23,3,97,24,3,6,16,0,56,6,0,5,28,0,30,262,20,55,67,235,643,0,0,0,0,88,88,0,0,0,0,85,87,42,5,8,0,142,192,71,8,7,3,74,163,86,17,11,3,68,175,141,13,23,5,35,224,114,6,34,23,13,194,52,4,18,19,3,103,9,0,3,26,0,47,527,44,102,83,516,1269
UCL515025,0,0,0,0,69,69,6,0,0,0,36,39,20,0,0,0,53,71,51,6,3,0,31,88,64,0,7,0,26,109,71,7,30,0,16,118,71,10,30,4,12,116,41,3,9,5,3,68,23,0,0,9,3,34,341,20,77,33,247,722,0,0,0,0,70,70,3,3,0,0,25,35,40,3,3,0,57,100,43,7,3,0,35,99,58,9,23,0,37,127,75,14,41,6,13,153,64,4,23,19,10,120,37,0,8,23,0,74,11,0,3,32,0,50,335,38,107,86,251,820,0,0,0,0,138,138,15,3,0,0,62,74,62,3,3,0,105,177,94,9,5,0,68,183,121,5,36,7,63,230,144,15,67,12,31,271,138,10,53,22,16,242,80,0,20,35,3,140,27,0,3,45,0,82,679,59,190,122,503,1541
UCL515026,0,0,0,0,59,66,7,0,0,0,74,80,78,3,8,0,109,198,72,10,8,0,35,123,78,9,22,0,27,131,88,3,11,3,18,127,53,7,9,4,7,86,29,0,0,3,0,31,7,0,0,3,0,11,412,36,71,19,324,857,0,0,0,0,76,76,12,0,0,0,66,79,98,13,4,0,104,222,77,12,10,0,29,129,90,14,22,0,21,140,78,6,22,9,0,118,47,0,11,10,6,69,16,0,3,9,0,34,4,0,0,3,0,10,428,47,70,28,305,877,0,0,0,0,141,143,15,0,0,0,145,163,180,15,13,0,216,419,146,26,21,0,66,255,167,17,45,0,45,276,172,10,36,9,19,247,101,5,20,12,10,153,46,0,3,10,0,63,16,0,0,3,0,23,841,79,141,45,631,1739
UCL515027,0,0,0,0,111,111,3,0,0,0,114,118,62,0,0,0,170,239,92,7,0,0,78,184,112,11,29,0,78,232,128,11,45,12,34,229,146,9,22,17,29,231,62,3,16,21,13,110,32,0,0,16,6,56,643,58,112,66,623,1498,0,0,0,0,106,106,4,0,0,0,111,113,74,6,3,0,139,220,114,13,18,4,81,230,101,23,30,3,60,220,134,11,53,20,31,256,123,12,29,42,12,215,38,9,26,65,3,134,13,0,5,71,0,96,602,78,161,204,539,1585,0,0,0,0,219,221,13,0,0,0,219,231,138,12,3,0,307,460,206,23,18,3,153,408,218,36,58,9,137,451,269,22,94,28,65,488,271,23,50,58,38,450,102,14,32,82,13,246,39,0,6,86,5,143,1247,133,275,273,1165,3090
UCL515028,0,0,0,0,101,101,4,0,0,0,100,108,136,8,7,0,261,413,231,17,24,0,103,386,188,30,43,6,46,310,121,9,42,0,34,216,27,0,17,3,9,58,0,0,4,0,0,3,0,0,0,0,0,0,711,78,143,14,655,1593,0,0,0,0,98,98,7,0,0,0,115,122,157,8,11,0,277,453,245,15,26,0,91,381,146,18,26,4,37,235,72,8,32,4,26,140,18,0,4,7,3,32,0,0,0,0,0,4,0,0,0,0,0,0,644,56,98,17,649,1465,0,0,0,0,205,205,17,5,0,0,213,228,297,18,18,0,537,864,476,39,49,3,196,766,329,52,68,3,86,543,194,21,79,4,63,360,46,0,21,11,9,87,0,0,6,0,0,7,0,0,0,0,0,0,1354,135,240,28,1302,3060
UCL515029,0,0,0,0,31,31,0,0,0,0,37,37,38,5,6,0,79,121,87,18,10,0,65,177,60,7,30,0,32,128,57,7,12,7,13,91,3,0,0,0,0,10,5,0,0,0,4,7,0,0,0,0,0,0,242,28,61,5,264,593,0,0,0,0,24,24,3,0,0,0,25,25,47,6,3,0,53,104,77,6,4,0,31,117,41,8,9,0,20,68,30,0,17,0,3,56,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,197,17,33,5,162,409,0,0,0,0,55,55,3,0,0,0,63,66,80,8,5,0,125,220,156,23,16,0,100,292,97,16,42,0,48,200,89,7,33,5,17,142,6,3,5,0,0,16,5,0,0,0,4,6,0,0,0,0,0,0,434,49,96,10,416,1009
UCL515030,0,0,0,0,120,120,7,0,0,0,78,80,59,0,5,0,116,175,86,12,13,0,89,209,129,11,32,0,43,214,147,12,51,0,34,249,154,9,37,6,19,227,110,0,27,22,6,158,32,0,9,20,0,60,718,47,167,58,505,1496,0,0,0,0,151,151,3,0,0,0,82,87,73,9,0,0,92,178,105,22,27,4,78,237,123,22,58,7,36,244,158,14,49,6,26,255,175,17,51,46,4,287,75,7,23,62,3,166,18,0,11,44,0,66,732,82,208,181,462,1663,0,0,0,0,270,270,11,0,0,0,158,164,133,5,6,0,205,355,194,39,38,4,166,442,254,30,87,7,77,453,309,25,98,16,64,506,331,27,86,51,22,512,181,3,46,85,9,327,44,0,18,66,0,126,1450,131,376,235,969,3160
UCL515031,0,0,0,0,83,83,0,0,0,0,45,45,29,0,0,0,66,92,61,3,11,0,45,122,83,11,13,0,49,153,138,4,30,3,61,233,169,16,53,17,17,269,107,7,23,6,4,157,20,0,3,11,0,40,605,45,132,37,372,1192,0,0,0,0,51,51,0,0,0,0,43,45,36,7,5,0,66,113,72,11,8,0,56,143,110,13,18,4,33,184,145,17,42,13,24,238,153,16,52,40,6,277,81,0,13,50,6,156,8,0,0,27,0,39,611,67,143,134,286,1238,0,0,0,0,131,131,0,0,0,0,89,93,59,3,5,4,131,206,133,14,17,0,105,268,197,22,31,8,88,336,283,27,74,17,82,476,324,31,108,55,28,541,195,6,36,66,12,309,25,0,4,39,0,71,1214,112,273,177,656,2429
UCL515032,0,0,0,0,61,61,4,0,0,0,37,38,37,0,0,0,50,89,56,3,4,0,17,74,99,9,18,0,22,149,74,0,13,0,14,97,42,0,12,3,7,62,13,0,0,3,0,16,5,0,0,0,0,6,323,15,43,13,202,597,0,0,0,0,49,49,6,0,0,0,36,40,37,0,0,0,38,78,77,6,4,0,18,108,84,6,11,3,10,114,78,7,17,13,5,109,39,3,10,7,0,59,7,0,0,9,0,15,4,0,0,6,0,8,325,19,45,29,163,576,0,0,0,0,111,111,7,0,0,0,73,82,71,5,0,0,91,169,131,9,11,0,36,185,185,11,27,0,35,260,147,9,21,13,22,202,82,0,20,13,0,119,19,0,4,11,0,32,6,0,4,3,0,11,643,33,90,41,370,1174
UCL515033,0,0,0,0,76,76,0,0,0,0,51,53,100,3,3,0,104,212,201,12,10,0,97,319,139,15,11,0,35,197,73,6,34,0,19,131,12,0,9,0,6,27,0,0,6,6,0,8,0,0,0,0,0,0,528,33,69,4,385,1024,0,0,0,0,59,59,4,0,0,0,49,54,136,6,5,0,115,261,188,10,16,0,69,283,115,3,12,0,32,165,57,7,20,3,10,97,7,0,7,6,0,20,5,0,0,0,0,8,0,0,0,0,0,0,501,27,62,7,332,935,0,0,0,0,145,145,7,0,0,0,102,106,230,12,9,0,217,471,393,21,24,0,168,605,250,15,25,0,63,363,128,6,59,3,24,221,21,0,13,3,7,47,4,0,4,7,0,10,0,0,0,0,0,0,1033,62,133,9,720,1960
UCL515034,0,0,0,0,74,74,0,0,0,0,61,61,45,5,3,0,121,172,79,9,5,0,69,165,89,24,22,5,65,207,104,15,42,3,38,203,86,20,27,10,10,152,53,4,11,14,5,77,9,0,0,3,0,16,467,72,114,32,445,1130,0,0,0,0,69,69,5,0,0,0,55,59,56,10,7,0,102,178,99,7,9,0,71,188,99,13,22,5,42,187,93,7,46,3,24,180,82,13,25,18,3,144,37,0,10,21,0,72,4,0,0,10,0,17,477,52,123,65,364,1083,0,0,0,0,137,137,5,0,0,0,122,121,104,14,9,0,223,349,178,15,16,0,142,353,195,39,49,6,110,391,196,28,87,7,56,377,165,24,58,31,19,292,96,7,18,32,5,148,15,0,4,9,0,31,944,123,237,98,812,2213
UCL515035,0,0,0,0,26,26,0,0,0,0,26,26,14,0,0,0,50,67,35,3,6,0,30,70,23,0,7,0,31,60,60,8,21,4,21,118,69,4,18,4,15,103,41,3,12,6,8,68,6,0,0,9,0,13,242,23,64,21,198,549,0,0,0,0,25,25,0,0,0,0,28,33,20,0,0,0,45,70,29,5,8,0,18,53,29,8,14,3,25,72,65,8,26,9,14,117,67,3,21,19,0,112,23,0,10,32,0,65,5,0,0,19,0,30,231,17,78,81,158,573,0,0,0,0,53,53,0,0,0,4,52,56,39,0,0,0,91,136,63,4,11,0,45,125,52,8,18,3,53,135,121,14,53,10,31,231,133,6,36,24,15,215,54,3,20,39,8,129,5,0,5,26,3,44,480,41,143,104,356,1128
UCL515036,0,0,0,0,59,59,3,0,0,0,50,53,26,0,0,0,85,109,54,3,5,0,45,114,75,10,14,0,37,142,103,8,32,4,25,173,104,4,39,5,6,169,68,4,13,13,0,91,23,0,0,15,0,41,453,33,116,37,308,947,0,0,0,0,62,62,0,0,0,0,36,37,38,3,12,0,77,124,69,7,11,0,37,129,85,12,24,3,30,156,100,8,32,13,18,167,104,5,22,25,6,167,48,0,9,46,0,105,9,0,4,30,0,49,461,44,107,119,262,999,0,0,0,0,120,120,4,0,0,0,88,97,62,0,9,0,160,234,120,14,21,0,82,242,167,29,38,4,65,296,205,16,62,16,46,345,212,12,66,29,15,335,116,3,22,56,6,194,31,0,8,47,0,85,917,79,222,158,570,1945
UCL515037,0,0,0,0,73,73,0,0,0,0,50,50,47,0,3,0,157,202,125,10,11,3,81,232,86,3,12,0,36,144,61,6,15,0,9,97,14,5,7,3,0,26,0,3,0,4,0,5,0,0,0,0,0,0,343,28,49,4,408,835,0,0,0,0,43,43,0,0,0,0,48,51,66,0,3,0,99,164,114,0,13,4,49,177,74,6,8,0,21,106,36,0,8,0,13,51,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,298,3,33,6,266,609,0,0,0,0,114,114,0,0,0,0,101,103,113,0,5,0,250,369,244,14,19,8,125,412,161,3,18,0,63,247,98,7,27,0,21,150,16,5,12,3,3,38,0,3,0,4,4,9,0,0,0,0,0,0,639,30,77,13,677,1437
UCL515038,0,0,0,0,56,56,0,0,0,0,29,37,27,4,0,0,59,90,49,4,5,0,35,91,69,0,17,0,41,132,102,14,39,5,28,186,155,14,54,3,22,248,85,3,39,13,8,144,25,0,3,14,5,43,510,35,154,41,287,1026,0,0,0,0,36,36,5,0,0,0,28,25,31,0,0,0,53,88,54,3,8,0,40,111,74,13,22,7,23,138,106,14,51,15,15,203,160,15,50,23,16,256,55,3,30,54,0,145,15,0,3,26,0,50,504,45,165,127,215,1051,0,0,0,0,93,93,0,0,0,0,60,62,54,5,0,0,119,183,104,9,11,0,73,201,144,14,42,7,70,269,209,25,87,19,43,391,318,23,104,26,29,505,140,9,61,67,11,290,41,0,11,44,5,92,1018,82,318,167,497,2075
UCL521001,0,0,0,0,26,26,0,0,0,0,12,12,3,0,0,0,10,19,19,0,0,0,8,28,28,5,3,0,6,42,30,0,8,0,3,45,22,4,3,0,0,29,5,0,0,3,0,7,0,0,0,0,0,3,109,12,28,4,71,216,0,0,0,0,18,18,0,0,0,0,10,10,4,6,0,0,6,15,20,0,3,0,8,34,25,3,5,0,6,49,36,0,6,0,0,50,17,0,0,0,0,28,0,0,0,8,0,6,0,0,0,0,0,0,109,7,20,7,56,206,0,0,0,0,44,44,0,0,0,0,24,25,13,6,0,0,21,37,38,0,4,0,16,64,55,3,14,0,16,86,70,4,19,3,3,100,46,4,0,0,0,57,3,0,4,9,0,14,0,0,0,0,0,3,218,19,47,13,127,428
UCL521002,0,0,0,0,20,20,0,0,0,0,13,13,9,0,0,0,23,36,18,8,3,0,23,44,28,0,9,0,13,52,21,3,12,0,12,52,69,4,7,0,3,83,17,0,0,5,0,26,0,0,0,0,0,3,160,14,26,9,109,319,0,0,0,0,25,25,0,0,0,0,12,12,10,5,0,0,14,32,20,0,4,0,25,49,33,4,17,0,13,65,31,3,9,6,4,58,59,0,11,10,0,76,11,0,0,7,0,20,0,0,3,4,0,9,160,14,45,23,95,338,0,0,0,0,41,41,0,0,0,0,22,22,22,5,0,0,37,65,32,8,4,0,45,90,61,7,18,0,29,119,53,8,20,6,18,106,123,4,18,7,4,155,29,0,0,12,0,50,0,0,3,3,0,6,325,25,75,31,204,660
