UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL515022,34,77,158,140,149,146,39,9,0,746,25,11,32,22,26,29,22,7,0,167,0,4,9,6,8,8,4,0,0,50,0,8,7,5,0,3,3,4,0,26,60,100,202,174,179,185,70,17,0,987,0,9,9,4,8,3,0,0,0,38,5,3,0,0,0,4,0,0,0,17,7,14,7,6,8,4,4,0,0,48,74,111,215,171,182,189,69,17,0,1034,56,9,28,25,26,80,146,125,34,515,8,7,12,13,26,7,11,9,7,106,136,130,251,214,236,277,222,152,40,1659,13,31,57,68,86,80,10,4,0,355,49,32,80,86,84,81,32,3,0,438,0,10,17,3,5,13,4,0,0,52,0,4,5,0,7,0,0,0,0,18,67,69,158,167,175,177,46,7,0,863,3,0,4,4,3,6,0,0,0,23,4,0,0,7,3,0,0,0,0,25,7,0,10,8,11,6,0,0,0,43
UCL515023,9,51,94,75,94,78,24,3,0,423,16,11,29,7,9,16,19,0,0,109,0,0,3,5,10,0,3,0,0,23,0,0,3,6,0,0,0,0,0,14,25,62,125,94,109,96,44,9,0,571,0,4,5,9,0,4,0,0,0,27,0,0,0,0,9,0,0,0,0,8,0,7,8,9,4,4,0,0,0,34,32,69,132,98,113,99,47,9,5,602,30,7,8,14,29,34,83,48,19,272,10,7,23,20,13,22,15,8,5,120,71,83,167,132,160,158,149,64,20,1002,13,21,50,44,46,39,13,0,0,223,29,15,37,45,37,47,8,0,0,220,0,0,8,5,4,8,0,0,0,29,0,0,0,6,4,3,0,3,0,15,42,43,95,94,95,94,26,0,0,489,0,4,0,0,3,5,0,0,0,12,0,0,0,0,5,0,0,0,0,11,0,3,7,0,4,0,0,0,0,19
UCL515024,12,27,50,47,46,66,14,3,0,262,11,4,3,3,6,13,15,3,0,55,0,0,0,3,0,5,3,0,0,16,0,0,7,0,0,0,0,0,0,5,24,32,64,51,59,80,33,3,0,343,0,7,7,0,6,0,0,0,0,21,3,0,0,0,0,4,0,0,0,4,3,7,7,5,6,4,0,0,0,27,24,32,68,56,57,85,33,3,0,372,23,3,14,7,16,20,45,37,13,174,3,9,20,9,13,15,14,9,0,83,52,43,100,75,88,119,94,49,12,627,0,17,32,28,36,38,7,0,0,157,10,9,22,31,22,29,9,3,0,131,0,0,4,0,5,4,0,0,0,13,0,0,0,0,0,0,4,0,0,3,11,26,58,63,59,71,19,3,0,308,0,0,6,0,3,0,0,0,0,8,3,0,6,0,0,0,0,0,0,10,4,4,12,0,4,0,0,0,0,20
UCL515025,12,21,52,46,59,47,11,4,0,247,14,7,5,10,11,18,19,4,0,84,0,0,0,7,3,0,0,0,0,21,0,0,0,0,0,3,0,0,0,11,28,31,60,65,80,71,36,8,0,373,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,4,0,0,0,5,0,0,0,3,4,4,0,0,0,22,29,33,60,64,79,77,36,8,0,388,29,0,9,14,15,27,73,54,19,234,9,7,7,9,16,12,11,12,12,101,69,39,71,88,109,118,116,68,34,722,6,15,19,26,36,32,5,0,0,139,14,3,36,38,40,37,7,0,0,163,0,5,8,0,4,9,0,0,0,23,3,0,3,0,0,0,0,0,0,7,20,19,62,61,78,73,13,0,0,330,0,0,0,0,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,8,0,7,0,3,4,0,0,0,0,11
UCL515026,19,57,136,94,100,58,10,0,0,477,13,9,17,14,13,17,11,0,0,89,0,0,9,6,8,6,4,0,0,32,0,0,3,0,0,0,0,0,0,5,34,68,169,110,115,83,24,6,0,602,0,3,4,4,3,0,0,0,0,19,0,4,0,0,0,0,3,0,0,8,5,5,4,4,3,4,7,0,0,29,39,79,173,117,122,82,27,6,0,630,24,6,13,5,5,27,52,22,11,170,4,0,18,7,6,15,6,5,0,60,66,80,198,123,131,127,86,31,11,857,4,28,79,38,52,27,0,0,0,225,27,25,64,51,51,34,6,0,0,252,0,4,17,7,11,3,0,0,0,43,4,0,4,0,0,0,0,0,0,7,32,54,164,96,105,68,3,0,0,522,0,6,4,0,0,3,0,0,0,12,6,0,0,4,3,4,0,0,0,13,6,0,4,0,3,9,0,0,0,30
UCL515027,22,54,133,96,118,120,32,8,0,593,18,16,34,28,29,20,26,5,0,176,6,5,4,3,5,8,4,0,0,29,0,3,5,5,3,0,0,0,0,18,45,76,177,130,152,157,63,9,0,819,0,11,14,12,8,4,0,0,0,51,0,0,3,0,0,0,0,0,0,10,4,11,11,12,10,10,0,0,0,60,50,88,190,142,167,161,63,9,0,877,50,15,24,19,35,42,145,85,38,447,13,14,25,22,27,24,21,11,12,173,111,118,239,184,232,229,231,110,56,1498,13,43,80,69,86,69,15,0,0,381,20,32,57,70,66,75,28,6,0,345,7,0,9,8,4,6,0,0,0,35,4,0,3,4,0,0,0,0,0,14,41,80,149,155,156,152,46,5,0,786,4,0,9,4,4,3,0,0,0,23,4,0,3,4,0,4,0,0,0,20,7,3,8,7,5,13,0,0,0,50
UCL515028,12,75,288,271,236,143,28,0,0,1059,32,9,25,12,12,13,4,0,0,104,0,6,15,27,20,20,0,0,0,93,0,5,4,8,0,0,0,0,0,17,49,89,335,320,266,177,36,0,0,1278,9,0,5,7,3,0,0,0,0,15,0,0,3,0,0,0,4,0,0,6,8,5,5,7,6,0,4,0,0,24,60,94,341,326,273,180,37,0,0,1306,29,3,16,15,7,12,14,0,0,91,20,5,56,48,32,25,8,0,0,200,101,108,413,386,310,216,58,3,0,1593,16,58,209,186,121,66,3,0,0,663,24,16,86,77,40,21,12,0,0,282,0,7,35,24,12,4,0,0,0,76,0,3,3,0,0,0,0,0,0,11,46,89,332,287,179,92,18,0,0,1035,0,0,3,9,3,4,0,0,0,26,6,0,0,5,0,0,0,0,0,8,8,4,3,9,4,4,0,0,0,32
UCL515029,4,18,74,96,71,52,3,0,0,322,5,0,4,5,3,6,0,0,0,23,4,0,9,16,10,3,0,0,0,44,0,0,0,9,5,0,0,0,0,9,11,16,87,124,91,70,6,0,0,401,0,9,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,12,15,18,92,124,91,70,6,0,0,411,9,5,0,5,8,0,0,0,0,28,8,10,28,49,31,16,0,4,0,156,31,37,121,177,128,91,10,7,0,593,5,8,43,44,30,20,3,0,0,154,0,4,19,26,12,9,0,0,0,62,4,0,7,8,10,5,0,0,0,30,0,0,0,4,6,0,0,0,0,6,5,17,67,82,50,35,3,0,0,260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,0,6
UCL515030,17,38,92,116,126,103,23,4,0,509,28,16,22,17,12,35,15,4,0,161,0,3,8,7,3,4,0,0,0,37,0,4,4,3,4,9,0,0,0,19,48,57,123,143,145,151,42,10,0,722,4,12,13,12,9,9,0,0,0,55,8,0,0,0,0,4,6,0,0,12,7,12,17,14,9,8,6,0,0,73,63,71,141,163,163,157,40,10,0,798,48,9,20,29,35,66,168,127,43,551,11,6,21,21,18,18,18,23,13,155,120,80,175,209,214,249,227,158,60,1496,10,30,39,54,80,50,5,0,0,276,55,29,53,79,67,76,18,0,0,388,3,8,9,4,8,9,0,0,0,45,0,0,0,0,0,0,0,0,0,7,73,69,103,133,162,141,24,0,0,718,3,0,0,5,4,0,0,0,0,23,13,0,5,12,4,5,0,0,0,31,19,0,5,14,12,3,0,0,0,55
UCL515031,9,21,46,71,92,87,28,7,0,371,18,11,13,20,17,28,18,3,0,123,5,3,3,0,3,8,4,0,0,33,3,3,4,3,0,3,0,0,0,23,37,35,59,97,113,129,59,15,0,544,0,4,4,0,4,0,0,0,0,12,3,0,0,0,0,0,0,0,0,7,3,4,4,0,4,5,0,0,0,18,39,38,65,100,116,132,59,15,0,563,31,8,18,9,22,70,184,118,25,481,10,3,17,15,20,31,24,21,4,146,83,45,92,122,153,233,269,157,40,1192,0,15,25,48,66,53,16,0,0,222,26,12,33,50,57,67,20,7,0,274,0,3,4,0,0,4,4,0,0,24,0,0,0,5,4,4,0,3,0,11,28,32,63,99,133,124,43,9,0,539,0,0,4,3,0,8,0,0,0,11,3,0,0,0,3,3,0,0,0,14,3,0,3,8,3,14,0,0,0,29
UCL515032,12,29,53,61,97,55,7,0,0,310,13,3,9,5,15,11,3,0,0,60,0,0,0,3,8,5,0,0,0,29,0,5,3,0,0,4,0,0,0,13,26,33,70,68,124,71,9,0,0,411,0,3,0,0,5,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,3,3,0,0,5,3,0,0,0,7,30,37,70,71,123,75,9,0,0,420,23,7,10,0,3,13,41,14,4,122,4,3,10,3,17,11,3,0,0,49,61,38,89,74,149,97,62,16,6,597,4,11,25,36,39,29,0,0,0,143,20,19,30,40,48,29,9,0,0,192,0,0,5,4,5,10,0,0,0,21,0,0,0,4,0,0,0,0,0,5,22,29,63,83,90,62,5,0,0,364,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,7,3,0,0,0,3,3,0,0,0,15
UCL515033,13,29,144,211,139,92,17,3,0,643,25,10,14,18,7,7,0,0,0,80,5,0,17,30,17,3,4,0,0,81,0,4,8,8,6,0,0,0,0,22,40,45,180,266,167,104,20,3,0,820,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,38,45,182,268,173,104,20,3,0,832,24,4,3,0,3,3,3,5,0,53,18,10,25,44,24,17,4,0,0,142,76,53,212,319,197,131,27,8,0,1024,7,13,86,100,80,44,9,0,0,349,21,9,65,86,26,18,0,0,0,227,0,0,21,18,9,7,0,0,0,55,0,0,4,3,5,0,0,0,0,18,31,30,174,212,118,72,15,0,0,643,0,3,7,0,0,0,0,0,0,6,4,0,0,5,0,0,0,0,0,7,3,0,3,3,3,0,0,0,0,18
UCL515034,6,29,114,97,121,87,11,4,0,460,5,9,22,19,20,26,11,4,0,121,0,0,4,3,14,5,0,0,0,35,0,0,3,4,0,0,0,0,0,10,15,41,140,123,152,122,25,7,0,629,4,3,5,0,7,5,0,0,0,27,13,0,3,0,0,3,0,0,0,22,14,6,8,0,7,13,0,0,0,45,35,46,153,125,155,131,27,7,0,681,31,15,9,8,28,52,117,67,11,352,7,0,15,29,17,12,11,8,0,101,74,61,172,165,207,203,152,77,16,1130,8,16,35,46,64,34,3,0,0,205,21,19,60,71,48,39,14,0,0,264,0,0,8,5,5,7,0,0,0,25,0,0,0,4,4,0,0,0,0,10,26,36,108,120,120,78,16,0,0,512,4,7,9,4,4,3,0,0,0,25,3,0,3,9,7,5,0,0,0,26,5,11,4,16,9,8,0,0,0,50
UCL515035,6,8,30,38,26,55,11,0,0,176,5,4,8,3,7,10,9,0,0,53,0,0,0,0,0,10,4,0,0,20,0,0,0,0,0,0,0,0,0,5,11,13,46,42,40,70,28,0,0,260,0,0,0,4,0,9,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,4,0,5,4,5,0,0,0,21,11,17,49,48,44,79,25,0,0,278,6,0,5,13,17,29,71,62,18,215,4,8,8,7,4,9,10,4,0,57,26,26,67,70,60,118,103,68,13,549,0,6,21,17,21,20,9,0,0,93,11,6,25,21,26,28,18,4,0,130,4,0,8,0,9,12,0,0,0,24,0,0,0,0,0,0,0,0,0,7,18,18,47,37,51,60,23,4,0,263,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,3,0,0,0,14
UCL515036,19,28,64,64,91,81,11,3,0,359,9,6,9,9,15,17,13,4,0,80,0,0,4,8,0,11,3,0,0,35,0,0,3,0,0,3,5,0,0,14,28,37,84,77,113,117,32,6,0,489,5,5,9,4,0,4,0,0,0,27,0,0,0,3,0,0,0,0,0,12,3,9,12,13,0,8,0,0,0,42,26,44,91,91,116,123,32,7,0,534,26,8,6,11,12,37,125,72,27,329,8,5,9,12,15,10,19,9,10,89,59,53,109,114,142,173,169,91,41,947,5,17,25,38,29,22,3,0,0,137,20,14,37,36,52,59,16,3,0,231,0,0,3,5,9,4,5,0,0,24,0,0,0,0,0,0,0,0,0,7,26,32,64,82,96,88,25,3,0,398,3,4,4,0,4,0,0,0,0,19,5,4,3,11,7,0,0,0,0,23,3,5,5,9,13,3,0,0,0,40
UCL515037,7,21,127,155,97,55,10,0,0,473,20,5,11,13,8,5,0,0,0,55,0,4,10,8,5,8,0,0,0,37,0,0,5,4,0,0,0,0,0,13,31,27,153,182,107,65,11,0,0,582,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,35,32,153,183,108,70,11,0,0,589,22,6,6,9,6,6,8,3,0,65,13,8,47,47,26,25,5,0,0,174,73,50,202,232,144,97,26,5,0,835,0,27,49,77,45,16,0,0,0,212,16,3,43,39,23,15,0,0,0,143,0,0,19,5,0,0,0,0,0,35,3,0,0,4,0,0,0,0,0,10,21,33,114,127,75,31,5,0,0,405,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9
UCL515038,7,19,53,48,68,75,23,0,0,296,15,3,16,9,7,19,26,3,0,101,3,0,0,6,3,10,3,0,0,29,0,0,3,0,3,0,0,0,0,11,30,20,69,62,85,114,54,8,0,442,0,5,9,4,0,3,3,0,0,30,0,0,3,0,0,0,3,0,0,12,0,7,9,8,7,7,6,3,0,41,32,29,77,64,90,120,57,9,0,478,23,0,6,12,22,45,173,122,35,445,8,0,5,12,20,27,14,12,9,103,56,37,90,91,132,186,248,144,43,1026,0,7,39,37,54,39,13,0,0,187,19,9,24,37,43,58,27,4,0,216,4,0,0,4,5,11,0,0,0,19,0,3,4,0,4,3,3,0,0,13,21,19,61,78,98,116,41,5,0,435,0,0,0,0,0,0,3,0,0,10,0,0,0,4,3,7,3,0,0,21,0,0,0,3,4,9,3,0,0,36
UCL521001,3,9,12,23,36,21,4,0,0,108,4,0,0,0,0,5,0,0,0,26,0,3,0,4,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,14,10,14,29,38,30,9,0,0,144,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,21,10,16,29,38,29,14,0,0,152,8,0,0,0,8,14,23,7,3,60,0,0,0,0,0,0,0,0,0,6,26,12,19,28,42,45,29,7,3,216,9,5,5,13,17,12,0,0,0,55,6,0,0,20,16,18,0,0,0,59,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,7,9,28,36,28,3,0,0,123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7
UCL521002,8,9,23,25,29,22,8,0,0,120,4,0,3,8,7,6,3,0,0,28,0,0,4,0,3,0,3,0,0,11,0,0,4,0,0,0,0,0,0,4,12,9,25,31,37,30,13,0,0,163,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,6,12,7,30,31,44,31,17,0,0,171,6,0,0,6,8,15,57,24,0,121,3,0,0,12,0,8,3,3,0,27,20,13,36,44,52,52,83,26,3,319,3,3,12,11,17,12,9,0,0,65,4,6,8,14,24,17,7,0,0,79,0,0,0,6,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,9,15,25,48,29,18,3,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,7
UCL521003,4,0,8,21,17,22,7,0,0,86,3,0,4,4,3,12,9,3,0,39,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,16,25,26,34,22,3,0,136,0,4,4,0,5,0,0,0,0,14,0,0,4,4,0,0,0,0,0,5,0,4,7,0,5,0,0,0,0,17,5,9,21,28,28,36,26,3,0,154,14,0,7,5,5,22,70,53,19,193,3,5,5,4,4,5,8,9,9,40,25,14,30,38,42,58,98,63,25,386,0,3,4,14,14,6,4,0,0,53,0,5,5,10,10,20,8,0,0,60,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,10,27,23,31,15,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,17
UCL521004,0,5,8,3,8,4,0,0,0,37,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,11,11,6,9,0,0,0,49,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,18,14,12,9,0,0,0,57,22,23,31,23,19,7,4,0,0,129,0,0,3,0,0,3,0,0,0,11,22,30,46,37,27,20,7,0,0,184,0,0,18,6,13,7,0,0,0,41,0,0,4,0,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,5,21,10,16,7,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL521005,0,12,30,43,47,44,13,0,0,188,4,3,8,8,10,12,7,0,0,49,0,0,3,4,3,9,0,0,0,20,0,0,0,0,0,4,0,0,0,9,4,13,46,49,60,65,18,4,0,263,0,4,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,9,4,20,47,50,60,70,18,4,0,277,10,3,11,4,12,13,44,22,4,113,0,0,12,3,10,11,0,0,0,49,18,24,70,66,77,94,67,28,3,440,0,11,19,27,25,21,4,0,0,110,0,6,11,17,13,29,8,0,0,86,3,0,3,0,9,4,4,0,0,25,0,0,0,0,0,0,0,0,0,9,8,19,38,48,43,54,8,0,0,216,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9
UCL521006,3,10,25,30,32,36,3,0,0,147,0,0,0,4,5,9,7,0,0,26,0,0,0,0,6,6,0,0,0,12,0,4,0,0,6,6,0,0,0,17,11,17,24,41,47,52,12,3,0,201,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,11,17,28,45,47,52,12,3,0,205,9,0,0,0,0,20,42,28,5,107,0,0,4,5,6,4,9,0,0,26,16,19,32,50,47,78,62,32,5,333,0,5,9,14,12,18,0,0,0,66,15,5,9,22,21,28,3,0,0,106,0,0,3,3,4,6,0,0,0,24,3,0,0,5,0,4,0,0,0,6,15,6,23,47,42,57,10,3,0,204,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL521007,0,7,13,5,8,16,8,0,0,62,6,0,0,3,3,3,0,0,0,15,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,12,14,15,16,18,12,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,12,14,15,20,24,12,0,0,100,3,0,4,3,10,17,24,23,9,91,0,0,3,5,3,3,8,0,0,22,14,17,19,15,28,44,42,24,9,207,0,7,4,14,12,7,0,0,0,44,0,10,7,10,6,10,0,0,0,48,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,14,14,21,19,19,3,4,0,103,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,14
UCL521008,0,4,9,5,11,15,5,0,0,62,0,4,0,0,6,0,4,6,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,12,15,11,18,24,9,5,0,84,0,3,0,5,0,5,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,3,0,5,0,0,0,0,0,9,0,13,14,18,20,27,9,5,0,95,3,0,0,5,8,7,24,17,13,86,5,0,0,3,8,8,4,0,0,28,10,13,18,28,33,40,37,29,13,217,0,3,3,5,3,8,0,0,0,21,3,3,8,12,9,9,3,0,0,49,0,0,4,0,4,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,3,4,14,14,15,17,10,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7
UCL521009,3,9,14,16,14,23,7,0,0,92,0,0,3,7,0,7,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,9,13,28,19,27,12,6,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,18,28,20,30,10,6,0,120,12,0,4,0,3,10,38,15,5,84,5,4,3,5,3,9,12,6,0,41,18,16,21,28,29,39,58,27,6,247,0,3,5,16,14,9,4,0,0,45,0,0,7,9,8,8,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,13,20,21,17,3,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
UCL521010,10,16,23,27,22,17,4,0,0,118,3,3,10,0,8,6,7,0,0,22,0,0,0,0,4,4,0,0,0,7,0,0,3,0,0,6,0,0,0,5,14,18,30,31,34,25,12,0,0,162,0,0,5,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,19,15,21,33,31,38,25,12,0,0,173,12,5,10,6,11,12,29,31,9,116,7,3,5,5,3,4,4,0,0,33,31,29,48,38,53,47,45,27,7,320,0,7,10,13,21,9,0,0,0,57,5,8,9,12,15,17,3,0,0,65,0,0,4,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,12,24,18,39,32,4,0,0,137,4,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,14
