UCL_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
UCL515023,0,5,0,5,53,11,71,6,4,0,7,65,7,83,56,9,0,59,85,25,167,56,3,3,62,51,22,132,30,7,0,40,105,17,160,6,14,0,17,121,22,158,0,6,0,6,124,15,149,0,0,0,0,52,9,64,0,0,0,0,18,6,20,158,41,6,203,670,126,1002,0,15,0,16,46,16,73,15,0,0,17,45,3,64,59,11,4,71,60,21,152,70,7,11,84,31,19,139,32,15,0,45,78,9,132,0,23,0,24,119,16,164,4,12,0,12,98,11,120,0,0,0,0,56,3,59,0,0,0,0,37,4,38,180,78,13,271,570,104,944,0,19,0,21,101,25,144,20,3,0,27,112,14,144,112,11,4,134,138,47,319,129,5,11,147,79,37,273,63,20,4,84,183,24,291,3,37,0,39,242,41,322,4,18,0,23,220,31,274,0,0,0,0,108,16,122,0,0,0,0
UCL515024,0,0,0,0,48,5,52,0,3,0,5,34,6,43,28,7,0,28,50,19,100,33,4,0,41,26,9,75,13,3,0,16,53,11,88,5,7,0,12,96,14,119,0,4,0,5,76,13,94,0,9,0,9,37,7,49,0,0,0,0,13,0,12,78,27,0,106,426,87,627,0,3,0,3,29,0,35,4,0,0,6,28,3,42,34,8,4,44,40,13,97,42,3,3,48,23,14,87,11,7,0,23,57,13,91,7,21,0,21,70,12,102,0,13,0,17,67,14,97,0,3,0,3,42,7,56,0,3,0,3,21,12,30,104,61,8,169,392,84,643,0,7,0,7,75,7,88,4,0,0,8,66,16,87,61,15,4,76,90,31,192,73,7,0,84,56,26,163,22,11,0,34,115,25,175,9,24,0,33,158,27,224,0,19,0,21,145,22,194,0,9,0,9,79,14,103,0,3,0,3
UCL515025,0,0,0,0,56,11,69,6,0,0,7,27,7,39,28,3,0,31,36,7,71,36,3,0,45,35,9,88,18,0,0,19,74,15,109,5,3,0,11,95,11,118,0,9,0,9,97,10,116,0,0,0,0,58,12,68,0,0,0,0,21,9,34,92,33,3,127,503,101,722,0,3,0,5,56,11,70,5,0,0,9,26,3,35,49,3,7,56,33,11,100,41,6,6,52,34,10,99,26,9,0,33,74,15,127,3,20,0,21,110,16,153,0,10,0,10,100,13,120,0,8,0,8,48,20,74,0,0,0,0,29,19,50,125,54,14,193,509,118,820,0,4,0,3,111,22,138,13,5,0,15,49,11,74,76,6,10,86,69,20,177,82,5,6,98,66,23,183,44,12,0,57,150,25,230,11,29,0,35,211,28,271,0,16,0,16,193,28,242,0,8,0,8,106,26,140,0,0,0,0
UCL515026,0,5,0,10,48,6,66,7,3,0,11,72,0,80,87,4,4,93,90,19,198,69,5,0,74,43,9,123,32,11,0,38,87,7,131,3,8,0,17,99,8,127,0,7,0,7,67,7,86,0,0,0,0,26,4,31,0,0,0,0,11,0,11,195,55,6,253,543,65,857,0,9,0,9,60,0,76,17,5,0,25,42,7,79,119,7,3,126,81,17,222,78,8,0,91,39,0,129,29,18,3,47,82,11,140,0,31,0,30,82,5,118,0,16,0,16,51,4,69,0,3,0,3,26,4,34,0,0,0,0,10,0,10,246,88,16,342,482,49,877,0,20,0,19,110,8,143,25,4,0,33,116,14,163,206,5,9,224,171,29,419,150,9,8,165,82,10,255,58,21,7,88,175,17,276,3,41,0,48,179,17,247,0,24,0,24,120,12,153,0,4,0,4,54,5,63,0,0,0,0
UCL515027,0,6,0,6,96,21,111,4,7,0,9,95,13,118,64,6,0,69,143,25,239,73,0,4,73,85,24,184,64,3,0,64,135,25,232,11,11,0,20,181,27,229,5,21,0,27,181,24,231,0,0,0,4,88,15,110,0,0,0,0,33,20,56,213,52,4,275,1042,190,1498,0,12,0,9,78,15,106,5,9,0,17,79,16,113,88,12,0,103,90,30,220,115,9,3,132,63,27,230,46,15,5,63,139,17,220,3,45,0,53,188,15,256,0,28,0,24,173,17,215,6,3,0,5,111,18,134,0,0,0,0,63,34,96,260,131,13,409,987,198,1585,0,12,0,13,170,32,221,12,14,0,23,179,28,231,150,16,0,172,231,55,460,185,9,9,203,149,56,408,104,24,5,132,276,44,451,13,57,0,70,370,43,488,5,48,0,54,354,42,450,6,7,0,11,201,38,246,0,0,0,0
UCL515028,0,10,0,10,79,18,101,10,0,0,10,87,5,108,115,10,5,127,225,57,413,208,3,0,212,119,53,386,65,12,0,85,191,31,310,12,11,0,21,173,28,216,3,3,0,8,41,8,58,0,0,0,0,0,0,3,0,0,0,0,0,0,0,410,45,14,467,919,206,1593,0,12,0,9,69,18,98,16,8,0,31,76,14,122,174,20,9,204,184,66,453,219,7,16,243,96,46,381,41,23,5,63,147,28,235,0,20,0,20,106,18,140,0,5,0,5,23,0,32,0,0,0,0,8,0,4,0,0,0,0,0,0,0,455,89,34,573,704,184,1465,0,19,0,20,148,34,205,28,14,3,41,162,26,228,289,30,18,337,405,121,864,426,13,22,459,220,95,766,108,30,7,142,337,61,543,14,27,0,42,280,45,360,4,13,0,18,65,12,87,0,0,0,0,8,3,7,0,0,0,0
UCL515029,0,0,0,0,21,12,31,0,0,0,3,23,10,37,32,0,0,37,56,28,121,58,3,0,60,62,51,177,18,0,0,17,73,31,128,4,0,0,9,60,16,91,0,0,0,0,6,0,10,0,0,0,0,0,4,7,0,0,0,0,0,0,0,116,11,0,133,307,156,593,0,0,0,0,23,6,24,3,5,0,7,16,4,25,41,0,4,46,44,14,104,60,0,4,65,33,22,117,11,4,0,17,39,17,68,0,4,0,6,35,10,56,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,19,8,139,197,81,409,0,0,0,0,44,13,55,5,3,0,11,37,12,66,73,0,9,79,95,47,220,115,3,0,124,100,76,292,27,6,0,36,113,49,200,5,4,0,17,99,33,142,0,0,0,0,13,5,16,0,0,0,0,0,4,6,0,0,0,0
UCL515030,0,9,0,9,96,16,120,8,4,0,8,64,3,80,61,4,0,65,86,21,175,93,9,7,105,85,23,209,49,9,4,59,136,20,214,12,32,0,42,184,22,249,0,16,0,18,198,14,227,0,4,0,4,129,22,158,0,0,0,0,44,15,60,226,80,13,308,1026,164,1496,0,6,0,7,126,14,151,8,6,0,13,58,8,87,83,8,8,95,59,18,178,137,10,15,157,56,21,237,59,22,3,79,140,19,244,6,65,0,66,175,12,255,0,35,0,35,231,21,287,0,0,0,5,139,26,166,0,0,0,0,35,30,66,296,151,26,464,1029,167,1663,0,13,0,17,228,25,270,17,14,0,27,126,13,164,143,8,10,164,151,37,355,234,11,17,261,134,42,442,107,29,6,143,280,37,453,17,92,0,105,364,37,506,0,53,0,52,428,32,512,3,10,0,6,267,50,327,0,0,0,0
UCL515031,0,0,0,0,65,11,83,0,0,0,5,33,6,45,22,0,0,28,49,15,92,58,0,8,59,35,19,122,37,5,0,45,94,21,153,13,8,3,30,177,33,233,0,17,0,17,223,28,269,4,3,0,0,132,19,157,0,0,0,0,30,10,40,136,37,13,190,845,158,1192,0,0,0,0,43,8,51,10,0,0,10,29,3,45,54,3,0,59,33,19,113,89,7,4,97,30,15,143,43,8,3,51,110,22,184,4,34,3,48,174,17,238,4,28,0,34,224,16,277,0,4,0,4,129,18,156,0,0,0,0,35,3,39,203,84,18,304,812,117,1238,0,6,0,6,106,19,131,6,6,0,16,62,11,93,85,3,4,87,84,36,206,148,8,12,164,74,33,268,77,10,5,91,204,39,336,21,47,5,74,354,53,476,4,41,0,51,453,44,541,4,7,0,11,261,41,309,0,0,0,0
UCL515032,0,0,0,0,48,8,61,4,5,0,9,33,3,38,37,0,0,35,42,10,89,44,0,6,42,30,7,74,27,8,0,41,91,19,149,8,12,0,20,70,7,97,0,12,0,12,50,3,62,0,0,0,0,15,0,16,0,0,0,0,4,0,6,117,38,9,157,382,51,597,0,10,0,10,37,3,49,9,0,0,10,29,3,40,46,3,0,53,19,3,78,54,3,7,62,35,13,108,29,10,0,41,69,6,114,4,25,0,33,74,4,109,0,13,0,9,43,3,59,0,0,0,0,15,0,15,0,0,0,0,6,0,8,140,67,11,217,330,35,576,0,7,0,7,87,14,111,7,7,0,13,60,4,82,80,3,5,91,59,14,169,97,5,11,111,61,17,185,64,17,4,79,161,22,260,7,42,0,47,149,12,202,0,19,0,23,93,3,119,0,3,0,3,31,0,32,0,0,0,0
UCL515033,0,4,0,4,55,16,76,3,3,0,10,40,10,53,86,3,0,93,96,28,212,176,3,7,183,83,50,319,52,5,0,53,119,26,197,3,0,0,6,107,17,131,0,0,0,0,20,5,27,0,0,0,0,7,0,8,0,0,0,0,0,0,0,321,22,13,356,516,146,1024,0,8,0,8,38,11,59,15,5,0,16,30,11,54,128,4,8,144,84,32,261,167,8,13,189,57,38,283,25,10,3,36,103,29,165,0,9,0,13,70,16,97,0,3,0,3,14,0,20,0,0,0,0,8,0,8,0,0,0,0,0,0,0,335,54,21,412,394,128,935,0,17,0,17,100,29,145,18,8,0,23,66,13,106,212,11,10,230,175,57,471,343,12,22,375,142,86,605,77,10,4,89,220,50,363,9,14,0,21,171,30,221,0,4,0,4,38,11,47,0,0,0,0,5,0,10,0,0,0,0
UCL515034,0,0,0,0,65,7,74,3,4,0,4,52,3,61,66,0,0,68,95,15,172,66,6,0,75,64,32,165,42,3,0,50,140,17,207,10,16,0,26,163,18,203,0,14,0,11,134,6,152,0,0,0,0,74,5,77,0,0,0,0,12,0,16,193,38,10,237,786,108,1130,0,7,0,12,51,7,69,4,0,0,8,39,12,59,87,5,11,110,61,11,178,111,8,8,126,46,17,188,40,16,0,57,121,8,187,3,41,3,48,116,17,180,0,22,0,22,110,6,144,0,4,0,4,66,3,72,0,0,0,0,14,3,17,249,110,22,381,623,79,1083,0,11,0,17,117,11,137,13,6,0,15,97,7,121,152,4,13,176,151,25,349,173,18,15,198,111,47,353,79,22,0,106,254,30,391,17,55,3,70,277,32,377,0,36,0,37,243,14,292,0,3,0,3,136,10,148,0,0,0,0
UCL515035,0,0,0,0,21,8,26,0,0,0,0,20,5,26,17,0,0,20,38,10,67,23,0,0,29,34,11,70,10,0,0,8,46,4,60,4,8,0,13,95,8,118,0,5,0,5,92,10,103,0,3,0,3,64,6,68,0,0,0,0,15,0,13,59,19,0,78,414,60,549,0,8,0,8,17,4,25,8,0,0,4,18,3,33,26,0,0,32,27,9,70,24,0,4,28,21,12,53,14,5,0,17,47,12,72,0,21,0,17,93,7,117,0,6,0,6,93,16,112,0,0,0,0,50,11,65,0,0,0,0,24,3,30,72,38,5,115,381,71,573,0,5,0,5,36,9,53,10,0,0,10,35,10,56,47,0,0,53,60,17,136,53,0,4,55,49,20,125,21,7,0,28,96,15,135,6,26,0,34,185,19,231,0,14,0,14,181,25,215,0,4,0,4,111,10,129,0,0,0,0
UCL515036,0,0,0,0,55,4,59,3,0,0,5,46,3,53,31,7,5,42,53,14,109,56,0,3,56,45,10,114,30,4,0,34,86,15,142,9,10,0,17,142,13,173,7,16,0,18,135,15,169,0,3,0,3,72,16,91,0,0,0,0,32,10,41,132,44,9,183,670,100,947,0,6,0,6,45,6,62,4,4,0,9,28,0,37,71,8,0,79,36,8,124,71,9,4,80,39,8,129,33,11,0,47,94,15,156,0,39,0,40,121,4,167,0,21,0,23,130,11,167,0,0,0,0,81,15,105,0,0,0,0,29,17,49,181,105,15,300,610,90,999,0,14,0,14,100,11,120,9,9,0,13,76,9,97,102,10,10,123,89,25,234,126,10,8,143,82,16,242,69,14,0,84,181,31,296,5,54,0,58,265,25,345,0,39,0,42,271,24,335,0,8,0,8,156,27,194,0,0,0,0
UCL515037,0,3,0,3,50,13,73,3,0,0,5,35,11,50,51,0,3,59,95,56,202,101,4,6,117,72,45,232,33,9,0,41,72,30,144,5,5,0,14,61,24,97,0,0,0,0,15,5,26,0,0,0,0,7,0,5,0,0,0,0,0,0,0,193,34,18,243,405,184,835,0,5,0,5,29,3,43,8,8,0,17,24,11,51,77,5,5,89,41,34,164,96,11,4,112,40,31,177,23,11,0,35,57,15,106,0,10,0,10,28,20,51,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,55,11,274,232,109,609,0,13,0,13,82,20,114,17,9,0,26,59,18,103,129,11,9,146,140,87,369,195,11,18,227,108,73,412,48,18,5,77,127,40,247,5,16,0,23,90,37,150,0,9,0,9,24,9,38,0,3,0,3,7,0,9,0,0,0,0
UCL515038,0,0,0,0,50,12,56,0,0,0,0,28,0,37,26,4,0,29,55,8,90,49,0,3,52,29,13,91,22,3,0,22,84,21,132,7,7,0,20,146,20,186,5,15,0,18,216,16,248,0,5,0,5,124,16,144,0,0,0,0,33,10,43,107,38,0,148,764,115,1026,0,3,0,3,33,0,36,3,0,0,8,19,5,25,28,3,0,31,49,9,88,61,0,11,76,30,7,111,31,3,0,38,91,10,138,3,29,0,37,149,13,203,0,30,0,36,208,12,256,0,5,0,5,118,21,145,0,0,0,0,46,8,50,132,85,12,225,740,84,1051,0,0,0,0,84,10,93,5,0,0,8,46,6,62,51,5,0,63,98,20,183,111,0,8,122,59,18,201,56,9,0,66,170,33,269,7,38,0,57,303,33,391,0,49,0,49,422,30,505,0,9,0,9,249,36,290,0,0,0,0
UCL521001,0,3,0,3,22,0,26,0,0,0,0,13,0,12,9,0,0,3,7,0,19,16,0,0,20,10,0,28,11,3,0,12,28,0,42,0,5,0,6,42,0,45,0,0,0,0,27,0,29,0,0,0,0,7,0,7,0,0,0,0,3,0,3,31,10,3,52,160,6,216,0,4,0,3,17,0,18,0,0,0,3,3,0,10,9,0,0,9,9,0,15,22,3,3,22,8,0,34,7,11,0,21,26,0,49,0,4,0,4,40,0,50,0,7,0,7,20,0,28,0,0,0,0,6,0,6,0,0,0,0,0,0,0,41,32,5,78,132,0,206,0,8,0,3,41,0,44,0,0,0,4,17,0,25,12,4,3,15,17,0,37,39,3,0,45,20,4,64,17,11,0,28,56,0,86,4,13,0,12,79,5,100,0,8,0,8,48,3,57,0,0,0,0,14,0,14,0,0,0,0
UCL521002,0,0,0,0,16,6,20,0,0,0,0,11,0,13,11,0,0,19,15,0,36,19,5,0,23,18,6,44,4,3,0,9,39,0,52,3,8,0,6,34,5,52,0,5,0,5,70,3,83,0,0,0,0,30,0,26,0,0,0,0,0,0,3,39,19,0,63,227,28,319,0,5,0,4,21,0,25,0,0,0,0,12,0,12,17,0,3,19,6,3,32,18,5,4,20,15,8,49,13,0,0,17,44,7,65,5,9,0,13,43,3,58,0,3,0,3,64,5,76,0,0,0,0,24,0,20,0,0,0,0,6,0,9,50,19,5,71,232,30,338,0,0,0,4,35,10,41,0,6,0,5,22,0,22,34,0,3,38,24,3,65,31,4,0,41,34,21,90,18,6,0,20,81,6,119,9,16,0,18,82,5,106,0,7,0,7,134,8,155,0,0,0,0,49,0,50,0,0,0,0
UCL521003,0,3,0,3,20,3,25,0,0,0,0,9,5,14,4,4,4,7,19,5,30,19,0,0,14,14,5,38,5,0,0,5,30,6,42,5,0,0,3,54,3,58,0,4,0,4,87,9,98,0,0,0,0,58,8,63,0,0,0,0,19,3,25,28,10,3,42,309,42,386,0,0,0,0,7,0,12,0,0,0,3,6,0,14,9,0,0,12,8,0,21,19,0,5,25,13,3,45,9,5,0,10,31,8,50,0,5,0,11,62,0,77,0,10,0,10,81,4,97,0,0,0,0,50,3,57,0,0,0,0,21,0,26,41,24,5,70,278,33,387,0,8,0,8,26,3,34,0,0,0,3,21,3,23,5,3,3,18,27,6,48,39,0,0,43,28,10,82,14,5,0,17,60,11,90,3,11,0,14,113,7,132,0,11,0,11,167,15,193,0,0,0,0,102,13,118,0,0,0,0
UCL521004,0,0,0,0,21,0,22,6,4,0,4,22,0,30,18,3,0,16,21,4,46,13,3,0,14,14,0,37,14,5,0,12,14,0,27,3,3,0,9,11,0,20,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,16,0,61,113,9,184,0,3,0,7,21,0,24,9,3,0,13,10,0,24,32,5,0,36,27,0,62,22,0,0,27,10,0,35,5,7,0,14,22,7,46,0,8,0,9,21,0,27,0,3,0,3,9,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,74,35,0,104,119,9,234,0,3,0,7,45,5,55,9,4,0,23,36,0,53,48,6,0,55,48,8,109,32,5,0,42,29,0,73,16,10,0,31,36,5,76,0,6,0,12,27,0,45,0,9,0,9,7,0,16,0,3,0,3,0,0,0,0,0,0,0
UCL521005,0,0,0,0,15,0,18,0,0,0,3,18,0,24,26,3,0,35,27,15,70,37,3,3,41,17,5,66,19,0,0,21,48,10,77,0,3,0,9,71,11,94,0,0,0,3,56,0,67,0,0,0,0,27,0,28,0,0,0,0,4,0,3,87,15,0,109,284,51,440,0,3,0,3,18,3,29,0,0,0,0,17,0,21,41,3,0,42,24,3,71,42,5,4,54,13,9,72,10,4,0,14,43,10,59,0,9,0,12,61,10,81,0,5,0,5,48,5,58,0,0,0,0,20,9,20,0,0,0,0,3,0,3,96,27,9,132,246,41,425,0,3,0,3,31,7,41,3,0,0,4,33,3,45,70,7,3,75,46,13,140,79,7,5,94,35,15,138,32,5,0,35,84,18,142,5,13,0,17,141,21,176,0,8,0,9,109,7,125,0,0,0,0,40,12,52,0,0,0,0
UCL521006,0,0,0,0,16,0,16,5,0,0,5,16,0,19,6,6,0,13,16,4,32,33,0,0,32,8,5,50,13,4,0,18,24,6,47,8,14,0,17,54,7,78,0,9,0,9,43,7,62,0,3,0,3,25,3,32,0,0,0,0,5,0,5,63,31,0,92,206,29,333,0,3,0,3,17,3,24,0,0,0,3,7,0,11,21,3,0,29,9,8,41,34,0,0,42,19,0,56,13,10,0,22,25,5,52,0,17,0,17,59,4,82,0,9,0,7,43,8,60,0,0,0,0,32,0,34,0,0,0,0,4,0,4,75,53,7,133,218,26,372,0,3,0,3,33,3,40,6,0,0,5,22,0,29,35,11,0,39,21,10,67,71,0,0,75,25,5,102,26,11,3,42,52,4,103,8,34,0,38,115,13,163,0,11,0,16,88,17,120,0,0,0,4,60,3,70,0,0,0,0
UCL521007,0,0,0,0,9,0,14,0,0,0,0,12,0,17,8,0,0,10,7,3,19,9,0,0,9,7,5,15,6,0,0,3,21,3,28,0,0,0,6,34,3,44,0,0,0,0,34,7,42,0,0,0,0,18,0,24,0,0,0,0,6,0,9,24,3,0,28,149,29,207,0,3,0,3,7,0,9,6,0,0,10,8,0,23,11,4,5,18,4,4,26,18,0,0,20,14,0,35,0,0,0,5,22,5,29,0,3,0,5,32,9,49,0,3,0,4,31,9,42,0,0,0,0,30,5,31,0,0,0,0,13,0,13,36,20,7,59,156,33,248,0,6,0,6,20,3,23,7,0,0,8,23,0,34,21,6,5,27,11,6,47,26,0,0,31,18,6,54,5,5,0,9,40,10,59,0,4,0,6,68,10,89,0,3,0,4,62,13,80,0,0,0,0,46,7,56,0,0,0,0
UCL521008,0,0,0,0,3,5,10,0,0,0,0,8,0,13,5,0,0,5,8,0,18,11,0,0,18,10,3,28,5,0,0,5,25,8,33,0,0,0,7,31,8,40,0,0,0,0,33,0,37,0,3,0,3,25,3,29,0,0,0,0,13,0,13,24,6,0,34,147,31,217,0,0,0,0,8,0,14,0,0,0,0,7,0,10,12,0,4,14,8,4,27,17,0,0,17,8,3,26,0,0,0,3,22,3,31,0,4,0,6,21,5,34,0,6,0,6,24,0,32,0,0,0,0,36,3,38,0,0,0,0,22,0,23,32,14,4,45,163,24,231,0,3,0,3,15,3,16,4,0,0,4,20,5,27,16,0,4,19,16,6,41,23,0,0,30,13,11,55,7,0,0,11,46,7,61,0,11,0,10,50,15,73,0,6,0,3,58,5,70,0,3,0,3,62,3,68,0,0,0,0
UCL521009,0,0,0,0,16,5,18,0,0,0,0,10,4,16,11,0,0,11,9,0,21,17,0,0,21,9,7,28,6,0,0,6,19,3,29,0,0,0,3,31,0,39,0,0,0,0,44,12,58,0,0,0,0,19,6,27,0,0,0,0,5,0,6,35,8,0,41,156,46,247,0,0,0,0,7,0,7,0,0,0,3,4,0,8,15,0,6,20,0,0,22,17,6,0,18,5,0,26,3,0,0,4,26,0,32,0,3,0,3,23,5,31,0,5,0,5,43,6,55,0,0,0,0,26,7,34,0,0,0,0,4,8,12,38,17,8,59,138,29,226,0,0,0,0,21,5,26,3,0,0,3,16,4,19,25,0,3,30,13,0,44,31,3,0,37,11,7,51,11,5,0,10,38,8,57,0,5,0,11,54,12,72,0,3,0,4,86,15,110,0,0,0,0,48,10,65,0,0,0,0
UCL521010,0,0,0,0,25,5,31,3,0,0,3,17,3,29,13,0,0,20,26,5,48,15,0,0,19,18,5,38,9,4,0,8,38,3,53,0,6,0,6,32,4,47,0,3,0,3,39,4,45,0,4,0,4,24,0,27,0,0,0,0,7,0,7,44,13,3,61,229,32,320,0,0,0,5,13,6,24,3,0,0,9,15,0,24,27,0,0,29,20,6,54,20,0,4,23,10,0,36,11,4,0,15,40,6,61,0,9,0,14,46,0,61,0,13,0,13,35,7,53,0,0,0,0,23,0,23,0,0,0,0,6,0,6,66,31,4,101,207,27,337,0,0,0,0,44,6,54,4,0,0,11,39,3,52,45,0,4,53,41,7,97,33,0,0,44,27,5,79,14,7,0,27,77,14,109,0,17,0,16,77,13,105,0,13,0,13,76,6,95,0,4,0,4,49,4,52,0,0,0,0
UCL521011,0,0,0,0,13,0,13,0,0,0,0,15,0,15,16,0,0,16,17,4,35,32,0,0,33,13,3,48,13,0,0,11,24,0,42,5,0,0,8,29,0,33,0,4,0,4,16,0,19,0,0,0,0,11,0,11,0,0,0,0,0,0,0,63,6,0,71,125,11,205,0,0,0,0,21,0,19,3,0,0,3,13,0,9,24,0,0,23,5,0,33,43,0,5,44,10,0,53,11,0,0,15,28,4,47,0,7,0,8,24,0,35,0,0,0,0,8,0,15,0,0,0,0,9,0,9,0,0,0,0,0,0,0,82,14,3,102,115,7,225,0,0,0,0,32,0,34,3,0,0,3,24,0,25,40,0,0,38,25,4,65,71,0,5,81,18,5,103,23,3,0,28,52,3,87,5,9,0,12,52,0,63,0,8,0,8,29,0,36,0,0,0,0,14,0,14,0,0,0,0
