UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL515035,6,5,15,82,95,174,0,0,0,13,22,33,0,0,0,83,75,161,0,0,0,0,4,4,3,0,3,0,0,0,3,11,16,0,0,0,0,0,8,0,0,5,0,10,13,4,0,4,0,0,0,29,46,80,10,10,21,0,0,0,238,275,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,10,3,12,306,283,593,0,0,0,0,0,0,315,283,596,85,91,177,647,663,1311
UCL515036,0,6,10,158,196,351,0,0,0,6,13,19,0,0,0,277,302,583,0,3,5,0,0,0,5,5,16,0,0,0,0,0,5,0,0,0,4,0,5,8,9,11,18,18,33,0,0,0,3,0,4,26,29,54,17,26,39,0,0,0,522,608,1131,0,0,4,4,3,10,0,0,0,0,0,0,0,0,0,5,5,11,5,9,10,489,501,996,0,0,0,3,3,3,498,505,996,117,91,210,1145,1227,2368
UCL515037,6,11,16,71,59,129,0,0,0,16,12,26,0,0,0,163,124,282,5,0,5,0,0,0,4,0,4,0,4,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,3,0,0,3,7,10,15,37,33,65,0,0,0,302,248,556,14,9,20,3,0,3,3,0,5,0,0,0,0,0,0,0,0,5,8,0,6,567,430,991,0,0,0,0,0,0,568,431,998,251,164,415,1149,871,2016
UCL515038,5,12,12,204,250,453,0,0,0,9,17,27,0,0,0,123,149,274,11,23,31,7,14,19,12,16,23,0,0,0,6,8,12,5,0,4,3,0,6,0,0,0,21,25,43,10,18,21,4,0,6,44,49,94,26,34,62,0,0,0,479,592,1076,3,6,8,3,4,6,0,0,0,0,0,4,0,0,0,0,4,7,0,6,12,540,476,1007,7,0,7,0,6,9,544,480,1019,154,119,268,1185,1214,2399
UCL521001,0,0,0,36,46,84,0,0,0,4,0,6,0,0,0,36,27,64,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,5,13,14,0,7,4,0,0,0,85,100,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,5,10,154,132,283,0,3,6,0,0,0,156,131,286,21,9,35,263,253,515
UCL521002,3,3,7,68,62,126,0,0,0,6,9,14,0,0,0,56,52,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,3,9,0,0,0,0,0,0,5,17,15,4,9,17,0,0,0,140,157,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,199,179,381,5,0,5,0,0,0,203,183,385,53,43,95,402,392,792
UCL521003,0,5,3,97,101,202,0,0,0,0,0,7,0,0,0,58,61,116,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,7,9,13,20,0,6,4,0,6,0,12,17,26,17,18,34,0,6,6,194,239,430,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,5,6,179,143,321,0,0,0,0,0,0,179,146,328,53,46,97,433,444,869
UCL521004,0,0,0,10,16,17,0,0,0,0,0,4,0,0,0,127,133,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,41,80,0,0,0,0,0,0,0,0,0,0,0,0,22,16,40,0,0,0,195,214,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,79,146,0,0,0,0,0,0,61,79,146,14,19,34,275,315,593
UCL521005,0,4,5,70,73,145,0,0,0,4,10,8,0,0,0,70,82,148,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,0,4,9,0,0,0,4,0,0,10,11,25,21,22,43,0,0,0,181,210,394,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,6,326,261,592,0,0,0,0,3,6,331,267,600,65,61,122,581,550,1129
UCL521006,0,0,0,64,66,133,0,0,0,3,5,11,0,0,0,58,67,128,0,0,0,0,0,3,0,0,5,0,3,6,0,4,4,0,0,0,3,3,8,0,0,0,5,7,10,0,7,5,0,3,3,10,22,35,12,15,28,3,0,6,168,214,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,208,215,425,0,0,3,0,0,0,213,218,428,33,32,66,409,465,878
UCL521007,0,4,4,29,55,84,0,0,0,7,7,14,0,0,0,26,36,65,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,0,6,0,4,8,6,9,12,7,7,14,0,0,0,88,116,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,119,134,253,3,6,5,0,0,0,122,138,265,35,33,67,244,294,540
UCL521008,0,0,0,39,56,93,0,0,0,0,4,7,0,0,0,26,27,47,0,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,20,35,0,0,0,0,0,0,9,14,23,3,6,6,0,0,0,96,130,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,116,94,214,0,0,0,0,0,0,116,102,213,45,37,83,260,272,532
UCL521009,0,0,0,44,41,89,0,0,0,0,0,0,0,0,0,29,39,73,7,12,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,9,0,4,10,3,6,9,12,9,21,11,11,24,0,0,0,118,132,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,124,104,226,0,0,0,0,0,0,124,104,226,49,36,86,293,275,564
UCL521010,0,5,8,31,53,79,0,0,0,6,7,21,0,0,0,77,75,152,0,0,0,0,0,3,3,0,5,4,4,5,0,0,0,0,0,0,0,0,0,0,3,4,8,4,11,0,0,0,4,0,4,11,10,20,16,16,29,0,0,0,157,176,332,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,203,184,390,0,0,0,0,0,0,203,189,395,40,36,70,403,401,807
UCL521011,0,7,4,48,36,83,0,0,0,6,0,6,0,0,0,38,53,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,7,0,0,3,0,0,0,0,0,3,23,18,50,0,4,6,119,129,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,142,158,301,0,0,0,0,0,0,142,158,301,21,18,36,291,307,591
UCL521012,0,5,5,35,41,79,0,0,0,0,0,0,0,0,0,39,50,88,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,3,4,5,0,0,3,8,3,11,0,0,0,0,0,0,9,7,12,8,22,31,0,0,0,110,129,240,0,0,0,0,3,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,132,115,250,0,0,0,0,0,0,132,116,250,18,13,27,265,274,538
UCL521013,4,9,6,51,70,125,0,0,0,5,0,10,0,0,0,36,41,82,0,0,0,0,0,3,5,4,3,4,3,8,0,0,5,0,0,0,0,3,5,0,0,0,6,0,9,0,0,0,0,0,0,3,9,8,4,3,14,0,0,0,120,142,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,5,7,289,260,548,4,0,3,0,0,0,289,259,548,44,33,77,458,448,907
UCL521014,0,6,8,46,33,82,0,0,0,13,14,32,0,0,0,35,47,83,3,6,10,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,3,4,10,3,12,0,0,0,3,5,11,4,5,8,14,12,26,0,0,0,145,149,294,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,8,166,122,286,0,0,0,0,0,0,170,122,289,89,87,171,407,360,763
UCL521015,0,0,0,69,63,136,0,0,0,0,0,4,0,0,0,34,37,75,4,4,9,0,0,0,5,3,9,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,5,4,22,26,39,0,8,3,0,0,0,138,155,296,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,128,267,0,0,0,0,0,0,137,128,269,24,33,51,303,317,625
UCL521016,0,0,0,47,40,92,0,0,0,0,0,3,52,48,99,47,35,79,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,3,0,0,0,0,0,19,20,41,9,4,17,0,0,0,186,166,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,113,237,0,0,0,0,4,4,123,120,242,32,33,59,345,313,661
UCL521017,0,0,0,26,45,74,0,0,0,15,22,33,53,53,104,58,48,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,6,0,0,0,0,0,0,10,12,27,16,17,27,0,0,0,177,199,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,100,230,0,0,0,0,0,0,131,102,231,57,48,103,365,345,713
UCL521018,0,0,0,26,38,69,0,0,0,0,0,0,0,0,0,64,56,119,0,0,0,4,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,5,0,5,9,7,19,5,6,14,0,0,0,121,120,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,126,264,0,0,0,0,0,0,143,126,264,22,19,41,286,262,545
UCL521019,3,5,12,43,59,105,0,0,0,0,4,0,0,0,0,44,34,85,0,0,3,3,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,9,8,0,0,3,0,0,0,3,5,4,5,10,14,0,0,0,107,125,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,158,320,0,0,0,0,0,0,169,154,324,73,80,150,352,371,723
UCL521020,3,10,10,46,65,117,0,0,0,9,4,14,0,0,0,56,53,109,0,0,3,5,0,6,4,4,3,0,0,0,5,0,0,0,0,0,4,0,4,7,11,18,9,10,15,0,0,0,0,0,0,8,3,9,20,20,41,0,0,0,169,173,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,167,363,0,3,5,0,0,0,198,172,368,34,12,43,396,366,764
UCL521021,0,0,0,51,75,124,0,0,0,3,5,13,0,0,0,86,75,160,0,0,0,0,0,4,0,3,6,0,3,3,0,0,3,0,0,0,0,0,0,3,5,4,4,0,7,0,0,0,0,0,0,23,27,50,4,7,11,0,0,0,179,207,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,208,432,0,0,0,0,0,0,227,209,431,45,36,84,448,452,902
UCL521022,4,3,12,26,39,62,0,0,0,3,0,4,0,0,0,44,46,87,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,5,3,6,0,4,5,0,0,0,81,97,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,222,199,422,3,0,6,0,0,0,226,205,430,55,52,107,368,363,723
UCL521023,5,3,7,28,32,65,0,0,0,23,32,51,37,36,73,39,29,66,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,5,0,0,0,0,0,0,0,4,9,4,4,8,0,0,0,151,143,294,6,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,107,94,206,0,0,0,0,0,0,107,90,203,29,30,59,295,277,568
UCL521024,3,6,9,15,12,27,0,0,0,9,3,13,0,0,0,111,140,255,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,97,124,215,82,112,191,4,9,10,0,0,0,3,3,3,56,53,103,17,16,40,0,0,0,391,477,870,0,6,6,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,6,8,11,217,201,410,0,0,0,0,0,0,217,200,415,149,145,294,771,828,1605
UCL521025,0,3,3,38,50,90,0,0,0,4,12,12,0,0,0,41,37,81,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,8,0,8,8,9,6,16,0,0,3,6,3,4,6,16,25,12,13,32,5,0,5,133,153,287,0,0,0,0,4,8,0,3,3,0,0,0,0,0,0,0,4,4,0,4,4,209,185,388,0,3,3,0,0,0,205,186,395,46,35,82,389,388,783
UCL521026,3,3,9,51,51,102,0,0,0,4,3,12,0,0,0,44,47,92,0,0,0,0,4,0,0,0,0,0,0,0,0,10,10,0,0,0,0,9,8,0,5,3,15,19,30,0,0,0,0,3,3,5,3,5,12,12,21,0,0,0,135,161,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,200,405,3,0,3,0,0,0,212,197,410,41,30,68,387,394,782
UCL521027,5,4,8,30,25,55,0,0,0,0,0,3,0,0,0,33,31,63,0,0,3,0,0,0,3,3,5,0,0,0,0,3,5,0,0,0,3,0,6,0,0,0,4,0,5,0,0,0,0,0,0,0,7,7,7,9,11,0,0,0,89,76,171,0,0,4,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,144,321,0,0,0,0,0,0,175,144,321,167,124,288,437,363,802
UCL521028,0,0,4,50,73,124,0,0,0,10,8,17,0,0,0,47,59,104,0,5,5,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,3,7,7,9,3,7,3,13,20,5,5,9,3,6,10,10,15,27,14,13,23,0,0,0,155,198,357,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,140,327,0,0,0,0,0,0,189,140,332,47,46,103,401,405,798
UCL521029,0,3,0,69,87,159,0,0,0,29,13,40,0,0,0,74,89,164,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,0,0,3,0,0,3,0,3,4,0,0,0,0,0,0,12,21,30,7,9,16,0,0,0,206,228,432,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,10,3,13,191,161,349,0,0,0,3,3,5,190,164,355,42,36,76,447,434,878
UCL521030,0,17,17,64,61,126,0,0,0,5,0,5,0,0,0,56,52,109,0,0,0,3,8,6,0,0,0,4,11,12,0,0,0,0,0,0,3,10,7,0,0,0,10,13,16,0,0,0,0,0,0,14,16,25,3,8,11,0,0,0,152,169,319,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,135,301,0,0,0,0,3,3,168,135,304,49,48,101,377,371,746
UCL521031,10,9,17,15,20,31,0,0,0,5,0,4,0,0,0,27,26,50,3,11,17,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,6,6,6,10,10,8,8,21,0,0,5,84,88,169,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,126,116,244,0,6,6,0,0,0,126,115,244,83,39,129,310,255,567
UCL521032,3,0,3,30,12,44,0,0,0,0,0,7,0,0,0,34,37,71,5,0,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,29,50,3,0,6,0,0,5,0,0,0,94,95,189,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,3,0,0,3,3,9,147,140,290,0,0,0,0,0,0,153,143,295,82,91,176,340,333,675
UCL521033,0,0,6,21,13,36,0,0,0,0,0,0,0,0,0,22,33,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,5,0,3,8,15,15,0,0,0,66,74,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,71,61,138,0,0,0,0,0,0,71,61,138,165,137,299,309,273,576
UCL521034,0,4,3,51,84,135,0,0,0,5,5,11,0,0,0,61,50,116,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,7,4,11,0,0,0,7,3,12,7,5,10,5,7,10,0,0,0,148,171,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,208,168,378,0,0,0,0,0,0,207,168,376,34,30,60,392,372,762
UCL521035,0,9,8,31,35,70,0,0,0,7,4,6,0,0,0,33,28,62,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,13,9,0,5,7,0,0,0,84,90,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,136,130,265,0,0,0,0,0,0,134,128,271,39,46,86,266,272,538
UCL521036,7,6,17,24,27,52,0,0,0,3,12,17,0,0,0,48,38,82,9,5,12,4,0,4,0,0,0,0,0,4,6,0,6,0,0,0,0,7,7,0,0,0,5,4,6,0,0,0,0,6,4,6,3,3,7,3,14,0,0,0,109,101,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,117,89,207,0,0,0,0,0,0,117,89,214,61,52,114,294,259,555
UCL521037,8,14,17,65,62,120,0,0,0,7,8,11,0,0,0,42,54,96,0,0,0,0,0,0,21,23,40,6,6,5,3,0,4,0,0,0,0,0,0,0,4,5,0,4,9,0,0,0,4,0,4,11,20,29,10,15,25,3,0,3,173,186,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,241,519,0,0,0,0,0,0,279,241,519,38,45,91,496,496,989
UCL521038,5,3,4,70,79,150,0,0,0,0,4,5,0,0,0,90,95,182,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,16,29,3,5,11,0,0,0,181,211,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,127,279,0,0,0,0,0,3,149,125,285,85,60,141,418,402,821
UCL521039,8,8,13,45,42,88,0,0,0,4,3,5,0,0,0,23,33,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,3,8,0,0,0,0,0,0,9,4,10,8,11,19,0,0,0,98,98,193,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,5,3,0,5,269,267,530,0,0,4,3,0,3,265,269,533,43,33,76,414,409,822
UCL521040,0,4,7,30,24,56,0,0,0,0,0,0,0,0,0,50,57,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,8,15,21,0,0,0,93,109,203,0,0,0,0,0,0,0,0,0,8,7,19,0,0,0,0,0,0,8,14,21,200,185,386,0,0,0,0,0,0,200,183,385,97,101,195,406,406,813
UCL521041,0,8,11,22,20,43,0,0,0,8,4,12,0,0,0,65,58,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,7,0,0,0,0,0,0,3,0,4,3,7,8,0,0,0,105,98,203,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,228,191,411,0,0,0,0,0,0,228,191,411,20,28,49,360,328,685
UCL521042,0,4,4,32,35,66,0,0,0,0,3,5,0,0,0,71,79,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,0,0,0,0,0,0,10,8,16,7,7,13,0,0,0,127,141,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,132,284,0,0,0,0,0,0,145,132,283,34,31,58,304,310,617
UCL521043,3,3,5,38,52,82,0,0,0,3,0,3,0,0,0,32,53,83,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,5,15,5,10,14,0,0,0,88,123,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,138,127,259,0,0,0,0,0,0,137,124,263,16,20,36,243,277,518
UCL521044,0,0,0,53,49,100,0,0,0,14,8,20,0,0,0,33,37,73,0,0,0,0,0,0,3,14,25,0,0,0,0,3,3,0,0,0,0,0,5,3,7,7,9,9,9,0,0,0,0,4,4,4,12,17,20,19,35,0,0,0,143,156,299,3,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,3,10,190,158,339,0,0,0,0,0,0,187,158,341,38,33,76,372,348,722
UCL521045,0,0,0,37,52,84,0,0,0,9,0,11,0,0,0,45,41,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,5,3,0,7,0,0,3,0,0,0,16,20,33,3,3,11,0,0,0,116,129,249,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,102,175,0,0,0,0,0,0,77,102,178,81,73,154,276,305,582
UCL521046,0,0,7,11,8,22,0,0,0,0,0,4,0,0,0,20,18,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,28,29,56,0,0,0,64,69,133,0,0,0,0,0,0,0,0,0,22,24,41,0,0,0,0,0,0,22,24,41,139,147,282,0,0,0,0,0,0,139,145,279,114,113,233,346,351,700
UCL521047,4,4,3,40,40,81,0,0,0,0,0,7,0,0,0,58,64,114,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,11,20,4,0,4,6,0,4,117,131,242,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,125,82,206,0,0,0,0,0,0,126,82,207,36,23,55,277,239,523
UCL521048,0,7,4,75,89,162,0,0,0,8,15,16,0,0,0,63,56,128,0,0,0,0,0,0,7,5,18,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,6,11,0,0,0,0,0,0,7,12,19,12,12,25,0,0,0,194,206,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,7,216,209,425,5,0,5,0,3,6,216,215,432,55,49,108,472,482,953
UCL521049,0,0,0,5,3,4,0,0,0,0,0,4,0,0,0,5,3,11,10,11,15,0,0,0,0,0,0,3,6,6,6,5,10,0,0,0,6,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,85,82,171,0,0,0,113,117,234,0,0,0,0,0,0,0,0,0,26,31,58,0,0,0,0,0,0,26,31,58,94,87,180,0,0,4,0,0,0,95,87,184,14,19,37,247,264,511
UCL521050,0,4,7,62,56,121,0,0,0,8,3,12,0,0,0,49,39,88,0,0,0,0,0,0,0,0,0,4,0,5,0,3,3,0,0,0,0,0,3,5,5,4,11,10,16,0,0,0,0,0,0,5,12,18,14,15,31,0,0,0,154,146,303,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,8,14,3,8,14,174,156,329,0,0,0,0,0,0,178,156,335,40,33,69,379,342,725
UCL521051,3,0,5,44,52,97,0,0,0,0,0,3,0,0,0,67,78,145,3,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,9,10,0,0,0,5,4,5,0,0,0,0,4,4,5,6,11,6,8,17,0,0,0,133,168,305,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,236,218,456,3,0,3,5,7,11,238,224,462,32,42,82,417,447,868
UCL521052,4,0,5,15,15,31,0,0,0,6,0,6,0,0,0,80,89,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,15,12,27,0,3,3,0,0,0,0,0,0,5,0,8,11,10,21,0,0,0,130,140,272,0,0,0,3,0,3,0,0,0,8,11,23,0,0,0,0,0,0,8,11,23,155,154,310,0,0,0,0,0,0,155,154,310,81,59,135,377,365,745
UCL522001,0,0,0,0,3,6,0,0,0,3,6,11,0,0,0,172,162,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,190,175,364,0,0,0,0,0,0,0,0,0,12,17,29,0,0,0,0,0,0,12,17,29,24,24,50,0,0,0,0,0,0,24,24,50,17,16,27,244,229,472
UCL522002,3,0,3,14,33,51,0,0,0,0,0,0,0,0,0,5,17,22,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,7,8,0,0,0,35,60,94,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,74,78,155,0,0,0,0,0,0,75,79,156,18,11,28,128,154,280
UCL522003,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,40,35,67,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,40,37,82,0,0,0,90,90,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,80,0,0,0,0,0,0,41,45,80,32,27,61,164,164,325
