UCL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
UCL515007,35,33,44,32,70,114,41,132,14,513,0,3,6,0,0,0,0,0,0,10,0,0,0,0,0,6,0,6,0,11,4,11,17,4,12,4,0,3,0,51,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,0,14,0,4,9,0,0,0,0,0,0,7,0,30,17,4,8,4,4,0,0,67,5,25,13,8,4,7,0,0,0,52,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,7,3,4,0,7,0,0,0,24,0,6,5,5,0,3,0,0,0,23,0,5,9,6,3,0,0,0,0,21,9,23,18,5,10,11,8,7,3,82,9,22,25,13,7,8,0,0,0,90,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,16
UCL515008,39,22,13,12,29,72,44,156,4,388,0,0,0,0,0,0,0,0,0,6,9,0,4,5,5,13,11,20,0,54,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,6,0,0,0,14,0,11,5,0,5,5,4,3,0,37,0,0,0,0,5,4,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,4,3,0,0,5,0,0,0,9,4,6,0,0,0,6,3,0,0,19,3,8,11,6,5,8,3,10,0,57,3,5,3,0,11,4,0,6,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,4,0,12
UCL515009,32,86,65,46,60,105,34,101,10,530,0,4,0,0,0,0,0,0,0,7,6,0,0,0,0,3,0,0,0,3,3,10,4,4,4,4,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,6,24,12,4,6,8,3,0,0,62,6,23,9,5,8,0,0,7,0,67,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,6,0,10,0,3,0,0,0,29,0,10,3,0,5,0,0,0,0,23,3,0,4,10,0,4,0,0,0,30,10,20,22,8,11,15,8,12,0,101,4,21,29,20,12,11,3,4,0,116,0,4,5,0,0,0,0,0,0,12,0,4,4,0,3,7,0,3,0,23
UCL515010,23,34,26,17,105,127,45,116,11,508,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,3,3,0,5,8,5,0,0,33,0,7,0,0,4,0,0,11,0,23,0,0,0,0,0,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,3,0,0,0,0,0,0,0,9,0,3,6,0,9,4,0,5,0,12,4,3,9,3,22,27,6,9,0,79,8,5,5,7,26,25,10,11,4,100,13,4,13,12,58,35,9,26,0,163,0,4,0,0,0,6,0,0,0,11,0,3,0,3,7,3,0,0,0,16
UCL515011,28,48,32,32,83,102,67,171,18,579,0,9,0,0,7,13,0,7,0,36,6,0,0,0,0,8,0,8,0,18,0,3,4,5,4,5,5,4,0,15,0,0,5,4,0,0,0,0,0,10,0,3,5,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,24,18,11,10,10,0,3,3,76,8,21,3,0,3,0,0,0,0,45,0,4,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,3,0,3,13,5,0,0,0,30,3,0,5,9,8,8,4,3,0,37,3,13,8,6,6,8,4,3,0,57,8,27,20,28,23,13,0,0,0,122,0,0,0,0,0,0,0,0,0,7,4,5,4,5,3,0,0,0,0,18
UCL515012,26,35,27,20,69,149,61,188,3,578,0,0,0,0,0,0,0,0,0,7,6,0,0,0,3,0,3,8,0,20,0,5,0,0,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,0,3,0,23,0,0,0,0,0,0,0,3,0,10,0,20,20,5,11,8,4,0,0,69,0,17,0,6,0,5,3,4,0,33,0,0,3,0,5,3,0,4,0,17,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,4,0,0,0,12,0,0,0,0,4,5,0,0,0,10,0,5,0,3,3,3,0,0,0,26,0,4,0,0,0,4,0,0,0,8,7,4,3,4,17,9,3,0,0,37,5,11,16,10,24,18,11,11,0,95,15,24,31,29,27,19,7,10,0,162,0,6,0,0,0,0,0,0,0,8,0,9,3,4,0,4,0,0,0,26
UCL515013,54,60,41,46,111,230,66,189,30,825,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,17,0,6,0,0,0,0,0,0,0,7,0,21,16,8,10,17,4,8,0,86,8,21,18,24,32,15,7,15,5,138,4,10,8,5,5,16,5,13,0,65,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,4,0,0,6,0,0,7,0,25,0,3,7,0,5,17,0,3,0,32,0,10,11,7,6,6,3,5,0,49,4,3,7,8,18,26,0,4,0,65,5,16,20,7,9,13,3,8,0,83,11,12,17,16,25,3,3,0,0,88,0,4,0,0,0,0,0,3,0,7,4,0,0,4,7,0,0,9,0,23
UCL515014,8,15,13,8,50,40,16,27,6,184,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,3,5,0,15,0,0,0,0,3,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,20,0,3,4,3,17,11,6,10,0,63,0,5,4,3,16,16,6,8,0,66,0,0,7,0,3,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3
UCL515015,24,65,28,17,143,150,73,156,23,678,0,7,4,0,3,5,3,0,0,25,0,0,0,0,4,3,0,4,0,14,0,13,9,3,41,34,10,3,0,121,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,3,17,13,0,5,7,0,4,0,54,0,14,9,5,5,4,0,3,0,30,0,4,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,0,0,0,8,0,4,0,3,3,0,0,0,0,15,0,4,4,0,0,12,0,0,0,24,4,13,17,6,13,7,3,4,4,65,0,22,17,23,14,6,0,4,0,93,0,0,3,0,6,0,0,0,0,8,0,7,0,0,0,3,0,0,0,13
UCL515016,23,36,36,15,38,60,32,102,6,349,0,3,5,0,5,0,0,0,0,6,6,0,0,0,0,0,0,6,0,15,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,8,0,0,4,0,0,0,0,0,0,4,4,8,6,4,4,3,5,0,0,31,3,18,8,6,9,4,0,0,0,49,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,4,3,0,3,4,0,0,0,8,0,8,12,0,0,0,0,0,0,19,0,0,5,0,9,5,0,0,0,23,5,17,3,3,0,9,3,8,0,46,3,10,13,10,3,7,0,0,0,51,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,13
UCL515017,24,37,23,25,30,47,14,73,10,289,3,4,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,3,0,9,11,3,4,0,37,5,15,17,9,4,4,5,3,0,68,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,16,0,0,3,0,3,3,0,0,0,10,3,7,6,7,0,5,0,6,0,28,4,4,4,5,0,11,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,13
UCL515018,30,18,16,10,27,45,50,195,21,399,0,0,0,0,0,0,0,0,0,0,7,3,7,0,3,9,9,36,3,75,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,5,0,3,0,16,6,5,7,6,0,0,0,45,0,0,5,5,4,3,0,5,0,21,0,6,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,3,0,0,0,8,0,4,0,0,3,0,0,0,0,6,0,3,0,0,3,4,0,0,0,11,3,4,4,10,13,7,0,11,0,50,0,5,4,4,10,5,4,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
UCL515019,35,80,58,43,193,224,63,149,27,867,4,11,6,4,3,4,5,0,0,28,0,0,0,0,0,0,0,0,0,0,5,4,4,6,27,11,8,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,4,0,23,0,19,20,14,21,14,0,0,0,90,3,18,13,3,7,8,0,5,0,60,0,6,10,0,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,14,0,0,0,0,6,0,0,0,0,5,0,3,0,0,7,0,0,0,0,12,0,8,0,0,4,0,0,0,0,19,6,5,8,0,9,6,3,3,0,40,4,13,14,23,22,25,7,12,0,111,9,27,19,26,26,17,6,6,0,139,0,0,0,0,0,0,0,0,0,5,0,5,0,4,7,8,0,3,0,29
UCL515020,40,64,33,36,214,237,83,263,31,998,0,0,0,0,9,12,11,6,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,13,4,6,0,22,0,0,0,0,0,0,0,3,0,3,6,15,9,4,17,21,3,8,3,88,0,6,8,10,17,10,15,14,0,80,0,0,0,0,3,10,7,9,0,31,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,3,3,3,5,13,5,4,6,0,41,0,3,3,5,8,18,0,0,0,38,13,8,8,8,29,26,3,12,0,109,6,17,14,24,43,22,12,33,0,170,18,20,31,28,91,58,15,26,5,291,0,0,0,0,6,0,0,0,0,12,0,5,0,4,4,5,4,3,0,34
UCL515021,42,48,25,31,67,100,41,76,11,429,4,0,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,14,10,5,0,3,0,4,0,44,0,21,3,4,0,3,0,0,0,34,0,5,0,0,4,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,8,4,0,0,0,0,4,0,22,0,10,0,0,0,0,0,0,0,9,3,8,3,0,10,3,0,0,0,30,0,7,9,10,5,11,0,5,0,60,4,18,20,16,17,6,3,7,0,88,0,0,5,0,0,0,0,0,0,6,0,6,3,0,0,5,0,0,0,8
UCL515022,50,66,51,49,190,239,96,228,26,987,4,10,7,8,14,6,0,5,0,50,0,0,0,0,0,0,0,4,0,7,0,3,6,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,3,0,0,16,0,7,5,0,5,5,0,0,0,21,4,36,25,14,21,13,4,6,0,129,3,26,15,11,7,8,0,3,0,85,4,0,6,0,3,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,5,3,6,0,6,0,0,0,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,4,3,0,0,20,0,14,12,0,6,5,0,0,0,38,4,7,9,7,14,5,0,0,0,52,11,18,17,15,17,25,8,15,0,128,20,24,31,28,26,29,3,12,4,180,0,4,0,0,0,0,0,0,0,13,0,5,10,9,12,8,0,0,0,37
UCL515023,23,57,32,27,96,124,50,155,14,571,0,3,6,0,0,3,0,0,0,18,0,0,0,0,0,0,0,4,0,4,0,3,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,0,7,3,0,8,0,4,0,23,0,12,12,3,13,8,10,7,5,75,0,19,8,3,6,4,0,4,6,47,0,0,0,0,0,7,0,0,0,13,0,4,0,0,0,0,0,0,0,6,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,21,0,7,0,5,4,0,0,0,0,10,0,0,0,0,5,10,0,0,0,17,3,19,6,10,11,12,4,10,0,85,13,19,13,14,16,13,0,4,8,100,0,0,0,0,0,3,0,0,0,7,0,6,0,0,4,4,0,0,0,21
UCL515024,16,31,13,9,34,88,40,103,5,343,0,0,0,0,5,5,0,3,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,7,0,7,9,4,6,3,0,6,0,40,0,7,0,0,5,3,0,3,0,20,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,4,0,0,3,0,0,0,9,0,0,0,5,9,13,0,6,0,19,0,5,11,6,7,10,13,3,3,66,4,13,10,9,9,12,3,5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8
UCL515025,21,43,27,20,57,93,35,63,11,373,0,4,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,9,4,6,7,3,17,8,0,0,0,42,3,12,8,0,5,0,0,0,0,27,0,0,4,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,4,3,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,6,3,8,3,6,8,4,0,0,0,28,4,15,9,5,4,6,0,4,0,52,4,10,14,7,17,10,6,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6
UCL515026,32,33,30,26,91,147,53,184,5,602,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,11,0,23,3,3,0,0,4,7,0,0,0,22,0,0,0,0,3,0,0,4,0,6,0,7,3,0,6,0,0,0,0,20,0,0,0,0,3,0,0,0,0,4,5,18,16,6,10,9,5,0,0,70,0,13,9,3,5,4,0,0,0,28,0,4,4,0,7,0,0,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,5,0,0,0,14,0,7,3,4,5,0,0,3,0,26,0,6,3,3,3,7,0,0,0,26,6,8,11,11,12,5,6,5,0,61,12,16,26,27,23,5,0,9,0,118,0,0,0,0,0,0,0,0,0,5,0,7,6,4,4,0,0,0,0,20
UCL515027,29,66,54,55,108,226,79,182,18,819,0,9,0,5,7,5,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,19,0,6,0,0,0,0,0,0,0,6,0,0,3,0,0,4,0,0,0,11,0,0,5,0,0,3,0,0,0,13,7,25,20,11,20,10,0,0,0,93,4,11,8,3,5,3,0,3,3,45,0,5,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,5,3,5,9,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,6,0,4,0,20,0,6,0,0,5,0,0,0,0,20,6,9,10,0,5,13,0,0,0,50,5,17,20,20,20,23,13,24,0,145,10,27,37,40,49,46,6,18,7,226,0,0,3,0,0,0,0,0,0,9,0,3,11,3,10,5,0,0,0,32
UCL515028,93,47,38,18,115,158,157,625,17,1278,4,0,0,0,0,0,0,0,0,3,33,8,16,4,30,29,36,123,9,284,0,0,0,0,0,6,0,0,0,8,0,0,0,0,4,0,0,5,0,12,0,0,0,0,5,6,6,5,0,18,0,0,0,0,0,0,0,0,0,3,4,20,23,11,13,4,5,10,0,97,5,12,6,9,11,4,5,11,0,58,0,0,3,0,9,12,0,6,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,3,3,3,6,9,3,0,34,3,0,3,0,0,5,3,5,0,20,6,10,12,8,9,0,3,17,0,70,4,5,8,3,14,23,0,5,0,68,4,10,14,17,25,27,10,24,0,128,15,23,16,6,28,21,3,27,0,129,0,0,3,0,3,0,3,0,0,12,0,11,8,0,3,7,5,5,0,37
UCL515029,44,16,8,0,14,31,28,244,9,401,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,10,5,55,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,12,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,13,4,25,0,0,0,0,0,4,0,0,0,11,4,3,0,0,3,4,7,3,0,35,5,5,3,3,3,3,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5
UCL515030,37,74,43,42,143,115,65,196,19,722,0,3,0,3,0,4,0,0,0,17,3,0,0,0,3,3,4,15,0,34,0,8,9,3,12,10,0,0,0,37,0,0,0,0,0,0,0,0,0,4,6,5,3,4,0,5,4,0,0,25,0,0,0,0,0,0,0,0,0,8,3,31,27,12,19,5,0,3,0,95,5,22,19,3,7,3,0,9,0,64,0,0,6,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,0,13,0,4,3,4,5,5,0,3,0,19,0,8,4,3,5,4,0,3,0,29,0,5,7,4,12,0,0,3,0,35,5,24,13,5,16,16,10,4,3,93,15,29,37,22,30,13,5,6,4,146,0,16,4,4,0,0,0,0,0,25,0,7,12,0,3,4,0,4,0,25
UCL515031,33,62,30,32,72,98,34,162,23,544,0,13,0,0,0,9,0,0,0,28,0,0,0,0,0,5,3,16,0,22,0,0,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,3,0,15,0,0,0,0,0,3,0,0,0,3,6,27,14,7,12,8,3,10,5,89,0,24,14,6,5,7,0,0,0,65,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,6,0,0,8,5,0,0,0,25,0,6,4,0,3,0,0,0,0,22,0,7,4,3,7,10,3,0,0,25,6,9,11,5,17,12,7,6,0,72,6,18,17,17,12,15,0,0,0,90,0,0,0,0,0,0,0,0,0,3,5,5,4,0,0,0,0,0,0,19
UCL515032,29,24,16,17,54,97,39,123,13,411,0,3,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,3,0,11,0,0,3,3,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,6,4,13,14,8,7,0,0,0,0,49,0,3,4,0,4,0,0,0,0,20,0,0,6,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,0,0,0,0,0,0,0,9,0,3,13,0,5,0,0,0,0,23,0,4,0,0,0,4,0,5,0,11,4,3,0,4,0,6,0,0,0,22,0,4,16,5,15,10,7,3,0,59,4,10,11,6,10,11,0,0,4,58,0,0,0,0,0,0,0,0,0,5,0,8,5,4,3,4,0,0,0,22
UCL515033,81,45,28,8,37,116,69,418,22,820,0,0,0,0,0,0,0,0,0,0,19,9,7,4,7,16,12,64,0,149,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,11,0,0,3,0,0,6,0,4,0,18,0,0,0,0,0,0,0,0,0,9,4,12,8,3,4,5,0,0,3,45,4,11,8,6,6,7,0,7,0,41,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,11,3,8,6,0,0,8,0,33,0,6,5,3,7,24,5,7,0,52,7,21,20,12,16,25,14,23,0,135,11,5,15,10,15,14,3,8,0,79,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,21
UCL515034,35,43,43,34,96,132,36,201,10,629,0,0,0,0,4,5,0,0,0,11,0,0,0,0,3,0,5,9,0,20,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,10,0,0,3,3,4,0,0,0,0,13,3,19,26,5,4,8,4,6,0,70,0,18,11,5,6,0,0,4,0,44,0,0,8,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,12,3,6,7,5,7,3,0,0,0,28,0,11,6,0,5,0,0,0,0,24,3,0,0,3,7,0,0,0,0,18,5,7,14,14,12,7,3,6,0,68,0,24,22,11,23,13,4,12,0,119,0,0,0,0,0,0,0,0,0,9,0,11,7,3,3,0,0,0,0,23
