UCL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL521050,285,254,540,29,25,54,0,0,0,0,0,0,0,0,0,0,0,0,28,32,59,0,0,0,0,0,0,0,0,0,0,0,0,29,31,62,0,0,9,0,0,0,63,62,121,33,20,51,377,339,718
UCL521051,327,355,686,9,15,23,0,4,4,0,0,0,0,0,0,0,0,0,42,33,74,0,0,0,0,0,0,0,0,0,0,0,0,43,36,76,0,0,0,0,0,0,52,52,101,32,44,75,414,448,860
UCL521052,250,255,506,21,30,50,3,0,3,0,0,0,4,0,3,0,0,0,16,18,33,0,0,4,6,3,6,0,0,0,0,0,0,31,25,56,0,0,0,0,0,0,58,55,107,67,54,124,375,360,736
UCL522001,216,195,413,19,15,33,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,24,23,43,0,5,5,242,221,463
UCL522002,98,123,224,4,8,11,0,0,0,0,3,3,0,0,0,0,0,0,8,12,24,0,0,0,0,0,0,0,0,0,0,0,0,14,17,26,0,0,0,0,0,0,19,21,39,12,3,17,127,154,279
UCL522003,131,125,255,8,13,24,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,14,21,35,14,15,29,161,158,321
UCL522004,133,131,264,9,10,21,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,4,0,0,0,0,0,0,3,12,14,0,0,0,0,0,0,8,18,28,3,0,3,145,151,297
UCL522005,127,136,263,4,3,8,0,0,0,0,0,3,0,0,0,0,0,0,3,6,12,0,0,0,0,0,3,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,12,13,30,5,5,18,150,158,303
UCL522006,200,183,385,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,16,17,31,0,0,0,0,0,0,0,0,0,0,0,0,21,15,36,0,0,0,0,0,0,21,26,45,8,9,11,228,217,440
UCL522007,87,73,158,6,13,17,0,0,0,0,0,0,0,0,6,0,0,0,11,9,15,0,0,0,0,0,0,0,0,0,0,0,0,6,11,20,0,0,0,0,0,0,15,28,40,6,5,12,103,105,213
UCL522008,80,81,156,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,14,10,25,4,19,23,98,109,210
UCL522009,152,152,301,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,0,0,0,0,0,0,8,18,26,21,12,35,186,179,366
UCL522010,170,147,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,0,0,0,0,0,6,10,20,43,20,61,216,176,395
UCL522011,113,99,212,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,18,13,33,0,0,0,0,0,0,0,0,0,0,0,0,18,14,33,0,0,0,0,0,0,27,24,43,32,27,54,170,139,310
UCL522012,211,187,397,7,6,11,0,0,0,0,0,0,0,0,0,0,0,0,20,15,34,0,0,4,0,0,0,0,0,0,0,0,0,22,18,33,0,0,0,0,0,0,30,17,49,21,15,32,256,220,476
UCL522013,177,177,349,6,3,11,0,0,0,0,0,0,0,0,4,0,5,8,19,23,38,0,0,0,0,0,0,0,0,0,0,0,0,22,27,48,0,0,0,0,0,0,22,33,54,10,9,25,214,220,434
UCL522014,83,87,171,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,11,22,0,0,0,0,0,0,0,0,0,0,0,0,14,10,22,0,0,0,0,0,0,18,9,32,12,0,10,107,104,211
UCL522015,79,84,156,0,3,9,0,0,0,0,0,0,0,4,4,0,0,0,13,20,36,0,0,3,0,0,0,0,0,0,0,0,0,21,21,44,8,3,8,4,0,5,32,37,65,5,10,13,115,128,243
UCL522016,100,100,203,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,10,15,23,0,0,0,0,0,0,0,0,0,0,0,0,10,15,23,0,0,0,0,0,0,15,19,35,22,24,49,137,142,284
UCL522017,159,156,313,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,10,20,38,0,0,0,0,0,0,0,0,0,0,0,0,10,20,38,0,0,0,0,0,0,13,28,41,17,13,32,193,194,380
UCL522018,46,44,95,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,11,8,16,13,14,26,71,66,135
UCL522019,66,56,125,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,5,9,15,20,31,53,98,101,194
UCL522020,100,106,208,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,13,7,21,12,9,19,121,128,244
UCL522021,153,145,297,9,12,19,0,0,0,0,0,0,0,0,0,0,6,9,9,11,17,0,0,0,0,0,0,0,0,0,0,0,0,6,13,20,0,0,0,0,0,0,17,26,40,15,9,19,182,172,355
UCL522022,81,85,169,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,9,12,20,0,0,0,0,0,0,10,12,24,18,22,41,116,125,237
UCL522023,125,126,250,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,14,18,31,0,0,0,0,0,0,0,0,0,0,0,0,14,18,31,3,0,3,0,0,0,19,20,39,21,15,34,158,166,323
UCL522024,105,118,223,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,4,6,16,0,0,0,0,0,0,0,0,0,0,0,0,8,14,17,0,0,0,0,0,0,6,8,19,3,7,12,122,134,255
UCL522025,177,172,352,6,6,16,0,0,0,0,0,0,0,0,0,0,0,0,7,13,25,0,0,0,0,0,0,0,0,0,0,0,0,8,13,23,0,0,0,0,0,0,18,20,37,35,33,69,235,225,460
UCL522026,137,113,248,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,19,0,0,0,0,0,0,0,0,0,0,0,0,8,6,19,0,0,0,0,0,0,11,16,25,6,4,15,151,133,289
UCL522027,147,137,287,10,12,20,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,0,0,0,0,0,0,18,13,36,11,15,32,180,172,354
UCL522028,48,48,97,8,9,15,0,0,0,0,0,0,0,0,0,0,0,0,5,15,23,0,0,0,0,0,0,0,0,0,0,0,0,13,13,24,0,0,0,0,0,0,19,25,46,13,6,20,82,76,158
UCL522029,165,173,331,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,9,9,22,0,0,0,0,0,0,19,9,29,16,3,20,193,189,384
UCL522030,84,74,156,19,9,28,0,0,0,0,0,0,0,0,0,0,0,0,12,12,25,0,0,0,0,0,0,0,0,0,0,0,0,12,15,26,4,6,9,0,0,0,37,22,60,30,17,48,146,119,264
UCL522031,126,119,242,12,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,0,0,0,0,0,0,17,19,33,3,6,6,138,143,285
UCL522032,154,171,327,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,0,0,0,0,0,0,13,17,26,18,13,25,179,199,380
UCL522033,175,160,339,7,8,24,0,0,0,0,0,0,0,0,0,0,0,0,11,10,26,0,0,0,0,0,0,0,0,0,0,0,0,12,13,29,0,0,0,0,0,0,25,25,49,20,14,31,222,199,419
UCL522034,79,84,163,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,6,9,14,0,0,0,84,94,179
UCL522035,78,89,164,10,8,11,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,0,0,0,0,0,0,18,16,35,14,9,22,106,115,220
UCL522036,97,75,173,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,0,0,0,0,0,0,19,15,30,10,0,10,123,92,213
UCL522037,111,110,223,5,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,0,0,0,0,0,0,13,23,29,21,17,41,141,142,289
UCL522038,198,174,371,17,24,44,0,0,3,0,0,0,5,0,5,0,0,0,17,9,27,0,0,0,0,0,0,0,0,0,0,0,0,20,10,29,0,0,0,3,5,0,41,43,86,10,5,17,252,224,470
UCL522039,146,119,263,14,19,29,0,0,0,0,0,0,3,0,4,0,0,0,16,25,42,0,0,0,0,0,0,0,0,0,0,0,0,24,26,48,0,0,4,0,0,0,34,47,78,37,26,59,211,190,399
UCL522040,83,86,170,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,15,3,15,0,0,0,0,0,0,0,0,0,0,0,0,15,3,15,0,0,0,0,0,0,20,10,23,9,7,15,110,97,209
UCL522041,148,120,264,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,14,31,0,0,0,0,0,0,0,0,0,0,0,0,15,14,31,0,0,0,0,0,0,25,17,43,23,17,39,192,155,348
UCL522042,101,97,195,8,10,17,5,3,9,0,0,0,4,0,9,0,0,0,40,37,79,0,0,0,0,0,0,0,0,0,0,0,0,48,47,96,0,4,4,0,0,0,60,55,115,42,37,77,198,191,387
UCL522043,185,183,372,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,7,14,15,5,23,208,200,407
UCL522044,66,47,112,6,3,4,0,0,0,0,0,0,5,0,7,0,0,0,6,7,17,0,0,0,0,0,0,0,0,0,0,0,0,9,11,19,0,0,0,0,0,0,17,10,27,11,4,19,90,63,151
UCL522045,68,86,152,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,4,0,0,0,0,0,0,0,0,11,4,13,0,0,0,0,0,0,9,6,19,12,13,20,93,104,197
UCL522046,91,78,163,10,9,15,0,0,0,0,0,0,0,4,4,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,5,0,0,0,17,15,27,30,21,52,131,113,247
UCL522047,122,121,244,15,14,29,0,4,4,0,0,0,0,0,0,3,0,3,11,14,30,0,0,0,0,0,0,0,0,0,0,0,0,13,21,36,0,0,0,0,0,0,34,34,61,64,68,130,213,222,433
UCL522048,99,90,184,14,8,24,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,12,5,18,0,0,0,0,0,0,30,16,42,26,20,56,154,126,280
UCL522049,97,95,185,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,10,5,18,0,0,0,0,0,0,0,0,0,0,0,0,10,5,18,0,0,0,0,0,0,22,10,30,48,51,101,159,155,313
UCL522050,151,152,295,14,7,22,0,0,0,0,0,0,3,5,10,5,0,6,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,10,14,30,0,0,0,0,0,0,23,27,47,42,30,74,209,211,417
UCL522051,86,102,191,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,21,12,33,0,0,0,0,0,0,0,0,0,0,0,0,21,12,33,0,0,0,0,0,0,20,17,35,3,6,10,113,133,239
UCL522052,60,49,113,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,11,10,18,8,4,7,77,59,145
UCL522053,46,69,117,7,7,13,0,4,4,0,0,0,0,0,0,5,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,9,18,25,5,11,13,62,99,164
UCL522054,52,59,115,3,10,18,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,0,0,0,0,0,3,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,10,12,26,19,7,27,87,86,174
UCL522055,88,81,171,8,4,14,0,0,0,0,0,0,4,3,3,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,11,14,21,0,0,0,0,0,0,19,15,32,20,12,28,122,111,233
UCL522056,114,122,238,13,6,24,0,0,0,0,0,0,0,0,0,0,0,0,22,30,51,0,0,0,0,0,0,0,0,0,0,0,0,22,30,51,0,0,0,0,0,0,33,39,75,18,18,35,170,180,351
UCL522057,50,30,74,3,4,5,6,4,11,5,3,5,4,4,9,0,0,0,18,19,38,0,0,0,0,0,0,0,0,0,0,0,0,27,32,60,5,0,7,0,0,0,31,35,72,12,9,19,91,71,166
UCL522058,103,118,221,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,0,0,0,14,10,29,14,20,35,132,150,282
UCL522059,118,111,232,10,15,23,0,0,0,0,0,0,0,0,0,0,0,3,9,13,18,0,0,0,0,0,0,0,0,0,0,0,0,12,12,26,0,0,0,4,3,4,23,26,54,35,36,72,177,173,352
UCL522060,25,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,3,4,9,0,0,0,25,34,62
UCL522061,132,128,261,7,9,19,0,0,0,0,0,0,0,0,0,0,0,0,16,17,34,0,0,0,0,0,0,0,0,0,0,0,0,17,25,37,0,0,0,0,0,4,26,33,56,14,9,17,171,166,336
UCL522062,106,103,206,8,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,8,14,6,0,6,118,112,227
UCL522063,75,83,154,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,7,5,16,8,8,14,86,93,184
UCL522064,205,194,391,10,3,13,0,0,0,0,0,3,0,0,0,0,0,0,7,13,16,0,0,0,0,0,4,0,0,0,0,0,0,7,19,27,0,0,0,0,0,0,14,19,39,13,10,24,229,223,453
UCL522065,99,93,191,4,0,6,0,5,4,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,7,3,15,30,23,55,135,123,266
UCL522066,144,158,304,17,11,27,0,0,0,0,0,0,0,0,0,0,0,0,10,12,24,0,0,0,0,0,0,0,0,0,0,0,0,13,14,30,0,0,0,0,0,0,27,25,56,27,39,66,191,227,420
UCL522067,82,57,139,4,5,5,0,0,0,5,0,5,0,0,0,0,0,0,22,13,34,0,0,0,0,0,0,0,0,0,0,0,0,25,13,37,0,0,0,0,0,0,32,21,51,32,21,52,148,94,239
UCL522068,170,179,348,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,18,35,0,0,0,0,0,0,0,0,0,0,0,0,14,18,35,0,0,3,0,5,3,21,29,51,32,15,43,222,222,440
UCL522069,106,111,214,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,18,9,30,0,0,0,0,0,0,0,0,0,0,0,0,16,9,34,0,0,0,3,0,3,30,21,48,19,14,41,153,150,301
UCL522070,153,142,293,12,7,18,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,12,5,22,0,0,0,0,0,0,20,20,39,9,12,22,178,170,353
UCL522071,186,205,388,3,4,8,0,0,0,0,0,0,0,4,4,0,0,0,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,0,0,0,0,0,0,9,12,23,12,0,13,202,218,422
UCL531001,64829,58259,123084,1888,1844,3733,220,164,386,258,201,457,280,230,509,117,91,207,6164,5616,11775,46,37,81,92,73,168,5,8,17,0,0,4,7183,6418,13599,362,281,643,163,127,291,9603,8670,18275,14268,6759,21027,88701,73687,162387
UCL579997,200,24,229,0,0,0,7,0,3,0,0,0,6,3,10,0,0,0,31,4,39,0,0,0,3,0,3,0,0,0,0,0,0,46,9,55,10,0,14,0,0,0,55,10,71,200,19,216,455,58,514
UCL599994,650,443,1089,269,221,487,144,127,273,133,121,259,180,191,365,40,42,86,775,793,1565,27,17,42,30,25,58,3,12,8,0,0,0,1335,1324,2661,99,96,192,43,20,61,1743,1662,3403,2228,1281,3513,4620,3386,8005
