UCL_CODE_2021,LFS_Emp_Dia_ges_dia,LFS_Emp_HD_HA_ang,LFS_Emp_Kid_dis,LFS_Emp_LC_COPD_emph,LFS_Emp_MHC_dep_anx,LFS_Emp_Stroke,LFS_Emp_oth_LTHC,LFS_Emp_no_LTHC,LFS_Emp_LTHC_NS,LFS_Emp_Tot,LFS_Unemp_Arth,LFS_Unemp_Asth,LFS_Unemp_Can_rem,LFS_Unemp_Dem_Alzh,LFS_Unemp_Dia_ges_dia,LFS_Unemp_HD_HA_ang,LFS_Unemp_Kid_dis,LFS_Unemp_LC_COPD_emph,LFS_Unemp_MHC_dep_anx,LFS_Unemp_Stroke,LFS_Unemp_oth_LTHC,LFS_Unemp_no_LTHC,LFS_Unemp_LTHC_NS,LFS_Unemp_Tot,LFS_NLF_Arth,LFS_NLF_Asth,LFS_NLF_Can_rem,LFS_NLF_Dem_Alzh,LFS_NLF_Dia_ges_dia,LFS_NLF_HD_HA_ang,LFS_NLF_Kid_dis,LFS_NLF_LC_COPD_emph,LFS_NLF_MHC_dep_anx,LFS_NLF_Stroke,LFS_NLF_oth_LTHC,LFS_NLF_no_LTHC,LFS_NLF_LTHC_NS,LFS_NLF_Tot,LFS_NS_Arth,LFS_NS_Asth,LFS_NS_Can_rem,LFS_NS_Dem_Alzh,LFS_NS_Dia_ges_dia,LFS_NS_HD_HA_ang,LFS_NS_Kid_dis,LFS_NS_LC_COPD_emph,LFS_NS_MHC_dep_anx,LFS_NS_Stroke,LFS_NS_oth_LTHC,LFS_NS_no_LTHC,LFS_NS_LTHC_NS,LFS_NS_Tot,LFS_Tot_Arth,LFS_Tot_Asth,LFS_Tot_Can_rem,LFS_Tot_Dem_Alzh,LFS_Tot_Dia_ges_dia,LFS_Tot_HD_HA_ang,LFS_Tot_Kid_dis,LFS_Tot_LC_COPD_emph,LFS_Tot_MHC_dep_anx,LFS_Tot_Stroke,LFS_Tot_oth_LTHC,LFS_Tot_no_LTHC,LFS_Tot_LTHC_NS,LFS_Tot_Tot,TPI_wk_NNI_Arth,TPI_wk_NNI_Asth,TPI_wk_NNI_Can_rem,TPI_wk_NNI_Dem_Alzh,TPI_wk_NNI_Dia_ges_dia,TPI_wk_NNI_HD_HA_ang,TPI_wk_NNI_Kid_dis,TPI_wk_NNI_LC_COPD_emph,TPI_wk_NNI_MHC_dep_anx,TPI_wk_NNI_Stroke,TPI_wk_NNI_oth_LTHC,TPI_wk_NNI_no_LTHC,TPI_wk_NNI_LTHC_NS,TPI_wk_NNI_Tot,TPI_wk_1_299_Arth,TPI_wk_1_299_Asth,TPI_wk_1_299_Can_rem,TPI_wk_1_299_Dem_Alzh,TPI_wk_1_299_Dia_ges_dia,TPI_wk_1_299_HD_HA_ang,TPI_wk_1_299_Kid_dis,TPI_wk_1_299_LC_COPD_emph,TPI_wk_1_299_MHC_dep_anx,TPI_wk_1_299_Stroke,TPI_wk_1_299_oth_LTHC,TPI_wk_1_299_no_LTHC,TPI_wk_1_299_LTHC_NS,TPI_wk_1_299_Tot,TPI_wk_300_649_Arth,TPI_wk_300_649_Asth,TPI_wk_300_649_Can_rem,TPI_wk_300_649_Dem_Alzh,TPI_wk_300_649_Dia_ges_dia,TPI_wk_300_649_HD_HA_ang,TPI_wk_300_649_Kid_dis,TPI_wk_300_649_LC_COPD_emph,TPI_wk_300_649_MHC_dep_anx,TPI_wk_300_649_Stroke,TPI_wk_300_649_oth_LTHC,TPI_wk_300_649_no_LTHC,TPI_wk_300_649_LTHC_NS,TPI_wk_300_649_Tot,TPI_wk_650_999_Arth,TPI_wk_650_999_Asth,TPI_wk_650_999_Can_rem,TPI_wk_650_999_Dem_Alzh,TPI_wk_650_999_Dia_ges_dia,TPI_wk_650_999_HD_HA_ang,TPI_wk_650_999_Kid_dis,TPI_wk_650_999_LC_COPD_emph,TPI_wk_650_999_MHC_dep_anx,TPI_wk_650_999_Stroke,TPI_wk_650_999_oth_LTHC,TPI_wk_650_999_no_LTHC,TPI_wk_650_999_LTHC_NS,TPI_wk_650_999_Tot,TPI_wk_1000_1749_Arth,TPI_wk_1000_1749_Asth,TPI_wk_1000_1749_Can_rem,TPI_wk_1000_1749_Dem_Alzh,TPI_wk_1000_1749_Dia_ges_dia,TPI_wk_1000_1749_HD_HA_ang,TPI_wk_1000_1749_Kid_dis,TPI_wk_1000_1749_LC_COPD_emph,TPI_wk_1000_1749_MHC_dep_anx,TPI_wk_1000_1749_Stroke,TPI_wk_1000_1749_oth_LTHC,TPI_wk_1000_1749_no_LTHC,TPI_wk_1000_1749_LTHC_NS,TPI_wk_1000_1749_Tot,TPI_wk_1750_2999_Arth,TPI_wk_1750_2999_Asth,TPI_wk_1750_2999_Can_rem,TPI_wk_1750_2999_Dem_Alzh,TPI_wk_1750_2999_Dia_ges_dia,TPI_wk_1750_2999_HD_HA_ang,TPI_wk_1750_2999_Kid_dis,TPI_wk_1750_2999_LC_COPD_emph,TPI_wk_1750_2999_MHC_dep_anx,TPI_wk_1750_2999_Stroke,TPI_wk_1750_2999_oth_LTHC,TPI_wk_1750_2999_no_LTHC,TPI_wk_1750_2999_LTHC_NS,TPI_wk_1750_2999_Tot,TPI_wk_3000_more_Arth,TPI_wk_3000_more_Asth,TPI_wk_3000_more_Can_rem,TPI_wk_3000_more_Dem_Alzh,TPI_wk_3000_more_Dia_ges_dia,TPI_wk_3000_more_HD_HA_ang,TPI_wk_3000_more_Kid_dis,TPI_wk_3000_more_LC_COPD_emph,TPI_wk_3000_more_MHC_dep_anx,TPI_wk_3000_more_Stroke,TPI_wk_3000_more_oth_LTHC,TPI_wk_3000_more_no_LTHC,TPI_wk_3000_more_LTHC_NS,TPI_wk_3000_more_Tot,TPI_wk_NS_Arth,TPI_wk_NS_Asth,TPI_wk_NS_Can_rem,TPI_wk_NS_Dem_Alzh,TPI_wk_NS_Dia_ges_dia,TPI_wk_NS_HD_HA_ang,TPI_wk_NS_Kid_dis,TPI_wk_NS_LC_COPD_emph,TPI_wk_NS_MHC_dep_anx,TPI_wk_NS_Stroke,TPI_wk_NS_oth_LTHC,TPI_wk_NS_no_LTHC,TPI_wk_NS_LTHC_NS,TPI_wk_NS_Tot,TPI_wk_Tot_Arth,TPI_wk_Tot_Asth,TPI_wk_Tot_Can_rem,TPI_wk_Tot_Dem_Alzh,TPI_wk_Tot_Dia_ges_dia,TPI_wk_Tot_HD_HA_ang,TPI_wk_Tot_Kid_dis,TPI_wk_Tot_LC_COPD_emph,TPI_wk_Tot_MHC_dep_anx,TPI_wk_Tot_Stroke,TPI_wk_Tot_oth_LTHC,TPI_wk_Tot_no_LTHC,TPI_wk_Tot_LTHC_NS,TPI_wk_Tot_Total,CANA_HNA_Arth,CANA_HNA_Asth,CANA_HNA_Can_rem,CANA_HNA_Dem_Alzh,CANA_HNA_Dia_ges_dia,CANA_HNA_HD_HA_ang,CANA_HNA_Kid_dis,CANA_HNA_LC_COPD_emph
UCL522006,5,3,0,3,28,0,19,146,12,224,0,0,0,0,0,0,0,0,0,0,0,5,0,4,21,12,17,0,10,13,4,4,15,11,17,43,4,117,0,0,0,0,0,0,0,0,0,0,0,0,11,14,32,27,19,0,16,18,4,8,47,7,38,196,27,369,6,4,0,0,0,0,0,0,9,0,8,19,3,37,3,4,4,0,4,0,0,0,0,0,6,23,0,35,15,6,11,0,5,8,0,3,18,6,11,27,5,72,3,10,5,0,3,0,0,0,7,0,3,31,0,53,5,4,4,0,0,3,0,0,8,0,4,45,6,74,0,9,0,0,3,0,0,0,9,0,5,37,0,50,0,0,0,0,0,0,0,0,0,0,4,22,0,23,0,0,0,0,0,0,0,0,0,0,0,0,16,15,32,27,19,0,16,18,4,8,47,7,38,196,27,369,10,0,0,0,4,3,0,4
UCL522007,0,0,0,0,8,0,5,70,5,101,4,0,0,0,0,0,0,0,4,0,0,0,0,4,23,8,5,0,13,11,0,9,7,4,11,26,3,74,0,0,0,0,0,0,0,0,0,0,0,0,10,10,36,19,5,0,7,13,0,9,19,4,19,94,11,191,7,0,0,0,0,0,0,0,0,0,3,8,0,16,0,0,0,0,0,0,0,5,0,0,0,6,0,7,19,4,5,0,7,6,0,4,3,0,9,20,0,55,5,10,0,0,0,3,0,0,4,0,3,22,0,37,4,3,0,0,0,0,0,0,0,0,0,23,0,37,0,5,0,0,0,0,0,0,4,0,4,10,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,14,36,19,5,0,7,13,0,9,19,4,19,94,11,191,3,0,0,0,0,4,0,0
UCL522008,6,7,0,0,11,0,8,44,0,76,0,0,0,0,0,0,0,0,5,0,0,4,0,11,23,11,8,0,9,6,0,5,16,5,8,30,0,69,0,0,0,0,0,0,0,0,0,0,0,0,12,15,31,18,12,0,19,13,0,5,31,4,18,77,10,166,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,4,0,0,5,0,0,6,0,0,5,0,22,19,11,3,3,9,3,0,0,12,0,9,24,0,62,0,4,0,0,0,4,0,0,3,0,0,14,0,26,0,3,0,0,0,0,0,0,4,0,0,16,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,31,18,12,0,19,13,0,5,31,4,18,77,10,166,8,4,3,3,3,4,0,0
UCL522009,12,4,0,6,17,0,12,131,7,203,0,0,0,0,0,0,0,0,0,0,3,0,0,11,17,13,5,0,8,9,3,3,8,5,6,32,6,75,0,0,0,0,0,0,0,0,0,0,0,3,25,26,34,23,8,0,19,15,0,10,28,4,21,171,37,313,4,5,0,0,3,0,0,0,3,0,0,23,0,35,0,0,0,0,0,3,0,0,0,0,0,10,3,10,11,8,0,0,5,6,0,5,4,0,5,44,0,71,7,4,0,0,0,0,0,0,0,0,0,24,0,41,9,6,0,0,7,3,0,0,14,0,10,46,3,83,0,5,0,0,3,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,3,0,0,3,26,35,34,23,8,0,19,15,0,10,28,4,21,171,37,313,4,4,0,0,0,0,0,0
UCL522010,3,7,0,0,15,0,18,107,3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,6,7,0,12,9,0,0,13,3,7,46,3,95,14,10,4,31,13,10,3,9,46,3,0,0,5,58,33,29,18,31,28,25,4,7,75,6,27,158,7,313,0,6,0,0,0,5,0,0,5,0,0,21,0,34,0,0,5,0,0,0,0,0,8,0,0,14,0,27,6,5,0,0,4,8,0,0,3,0,6,23,0,51,3,0,0,0,0,0,0,0,6,0,3,22,0,34,0,7,0,0,0,0,0,0,3,0,0,35,3,53,9,5,8,0,3,4,0,0,3,0,7,30,0,52,0,0,0,0,0,0,0,0,0,0,0,9,0,13,14,10,4,31,13,10,3,9,46,3,0,0,5,57,33,29,18,31,28,25,4,7,75,6,27,158,7,313,3,0,0,0,0,3,0,0
UCL522011,6,7,3,6,12,0,5,94,7,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,7,0,11,15,4,9,13,7,8,27,0,78,0,0,0,0,0,0,0,0,0,0,0,0,43,39,27,13,12,0,24,22,6,11,28,7,17,120,47,265,0,0,0,0,4,0,0,0,0,0,0,9,0,14,5,0,0,0,0,0,0,0,0,0,0,8,0,15,5,10,5,0,7,14,4,3,11,7,3,31,0,66,8,4,6,0,7,9,0,0,7,0,3,32,0,51,8,0,4,0,9,4,0,4,4,0,6,33,5,55,0,0,4,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,3,0,0,0,0,0,0,0,43,46,27,13,12,0,24,22,6,11,28,7,17,120,47,265,7,0,0,0,5,10,0,0
UCL522012,15,8,0,0,15,0,12,127,13,196,0,0,0,0,0,0,0,0,0,0,0,10,0,11,56,12,17,0,20,15,3,13,23,3,15,71,10,177,0,0,0,0,0,0,0,0,0,0,0,0,27,29,72,32,25,0,29,24,3,18,41,5,27,201,47,416,0,0,0,0,0,0,0,0,0,0,3,11,0,27,7,3,6,0,9,0,0,8,4,0,0,13,0,28,43,10,12,0,14,14,5,14,17,3,7,56,3,144,12,10,3,0,5,4,0,0,6,0,6,44,5,81,3,3,0,0,0,0,0,0,8,0,0,44,0,60,0,0,0,0,0,0,0,0,0,0,0,15,4,23,0,0,0,0,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,5,28,38,72,32,25,0,29,24,3,18,41,5,27,201,47,416,10,4,3,0,0,0,0,5
UCL522013,8,0,0,0,20,0,8,128,4,189,4,0,0,0,0,0,0,0,0,0,0,3,0,11,45,17,12,0,21,12,8,10,30,3,18,39,8,144,0,0,0,0,0,0,0,0,0,0,0,0,17,16,57,32,28,0,33,15,4,8,42,3,31,177,31,359,10,3,3,0,10,0,0,0,5,0,0,20,0,40,6,5,4,0,0,0,3,0,6,0,8,11,0,26,25,15,8,0,14,15,0,9,16,7,16,37,0,110,7,10,0,0,4,0,0,0,5,0,3,30,3,54,4,0,6,0,4,0,0,0,3,0,8,37,3,53,0,0,3,0,5,0,0,0,0,0,0,34,0,42,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,4,0,0,0,18,22,57,32,28,0,33,15,4,8,42,3,31,177,31,359,11,9,4,0,12,5,3,4
UCL522014,3,4,0,0,13,0,4,62,3,91,0,0,0,0,0,4,0,0,0,0,0,3,0,6,12,0,3,6,3,3,3,0,8,0,9,25,0,57,0,0,0,0,0,0,0,0,0,0,0,0,10,9,13,11,4,6,11,7,3,4,25,3,11,92,12,167,0,0,4,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,4,0,3,11,0,24,9,0,6,0,0,3,3,0,9,0,8,20,0,42,0,0,0,0,8,0,0,0,0,0,0,7,0,20,0,3,0,0,0,0,0,0,5,0,0,21,0,28,0,0,0,0,4,4,0,0,6,0,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,4,10,14,13,11,4,6,11,7,3,4,25,3,11,92,12,167,0,0,0,0,0,0,0,0
UCL522015,4,5,0,3,10,0,10,127,8,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,16,14,17,14,4,0,3,8,0,3,15,0,12,143,23,217,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,5,30,0,39,0,3,0,0,0,0,0,0,4,0,6,61,6,76,7,7,0,0,0,0,0,0,0,0,3,40,4,56,0,8,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,18,17,14,4,0,3,8,0,3,15,0,12,143,23,217,4,0,0,0,0,0,0,0
UCL522016,8,3,0,0,7,0,7,44,6,95,0,5,0,0,0,0,0,0,0,0,0,3,0,9,23,9,4,0,15,12,0,9,17,7,15,22,5,86,0,0,0,0,0,0,0,0,0,0,0,5,31,33,35,23,12,0,24,19,5,4,25,8,19,77,37,221,0,0,0,0,3,0,0,0,0,0,0,5,0,13,3,0,6,0,0,0,0,0,3,0,0,10,0,21,21,11,3,0,13,6,0,6,11,5,12,19,5,70,3,0,0,0,5,3,0,0,4,0,0,12,0,25,5,5,4,0,8,7,0,0,3,0,0,20,0,41,0,4,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,30,37,35,23,12,0,24,19,5,4,25,8,19,77,37,221,7,6,4,0,4,3,0,3
UCL522017,8,6,0,0,22,0,8,87,11,153,0,0,0,0,6,0,0,0,3,0,0,3,0,8,44,8,11,6,24,22,9,11,20,4,24,45,4,136,0,0,0,0,0,0,0,0,0,0,0,0,28,28,71,27,15,6,30,35,6,11,38,4,29,135,41,323,5,3,5,0,3,4,3,0,0,0,4,8,4,27,4,0,0,0,5,0,0,0,9,0,3,9,0,30,34,9,7,5,16,20,0,4,13,6,13,44,0,113,7,4,0,0,3,4,0,0,4,0,4,23,4,47,13,3,3,0,8,0,0,0,3,0,0,26,0,51,5,5,0,0,4,0,0,0,3,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29,26,71,27,15,6,30,35,6,11,38,4,29,135,41,323,15,5,0,3,5,6,0,0
UCL522018,6,0,0,0,6,0,3,20,3,44,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,7,7,3,4,5,0,3,10,0,6,18,0,58,0,0,0,0,0,0,0,0,0,0,0,0,25,23,16,8,5,3,12,6,0,9,15,0,9,43,31,130,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,8,15,6,6,0,3,8,0,4,8,0,8,12,0,46,4,0,0,0,0,0,0,4,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,28,33,16,8,5,3,12,6,0,9,15,0,9,43,31,130,0,0,0,3,0,0,0,3
UCL522019,3,0,0,5,3,0,3,45,3,67,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,3,7,0,12,13,0,7,10,0,10,12,0,56,0,0,0,0,0,0,0,0,0,0,0,0,27,29,29,11,8,0,14,11,0,7,14,3,14,63,31,155,0,0,0,0,0,0,0,0,0,0,0,6,0,7,5,3,0,0,0,0,0,0,4,0,0,4,0,11,16,4,7,0,15,8,0,4,7,6,8,8,0,48,7,0,0,0,0,0,0,0,5,0,0,9,0,20,0,4,0,0,0,0,0,0,0,0,0,29,0,31,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27,29,29,11,8,0,14,11,0,7,14,3,14,63,31,155,7,3,3,0,0,3,0,3
UCL522020,4,0,0,0,0,0,4,57,0,65,0,3,0,0,0,3,0,0,5,0,0,26,0,39,5,5,0,0,11,5,3,0,4,3,4,41,0,67,0,0,0,0,0,0,0,0,0,0,0,0,13,15,8,13,0,0,13,11,8,4,10,3,12,123,13,184,0,0,0,0,0,0,0,0,0,0,5,18,0,18,0,3,0,0,4,0,0,0,0,0,0,19,0,22,3,5,0,0,6,10,0,3,5,3,7,38,0,65,0,0,0,0,0,0,0,0,0,0,0,30,0,37,0,0,0,0,4,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,8,13,0,0,13,11,8,4,10,3,12,123,13,184,0,0,0,0,0,0,0,0
UCL522021,12,0,0,5,14,0,11,80,0,140,0,0,0,0,0,0,0,0,0,0,0,3,0,10,36,10,14,0,24,16,3,11,21,0,15,34,5,117,6,0,0,0,3,0,0,0,0,0,0,4,13,23,51,33,14,0,39,18,3,14,36,4,29,121,20,289,0,0,0,0,0,0,0,0,3,0,0,5,0,17,10,5,3,0,4,5,0,3,3,0,5,10,0,27,28,12,9,0,16,10,0,8,13,0,15,20,3,89,8,5,0,0,8,5,3,0,7,0,7,24,0,54,0,3,0,0,4,4,0,0,11,0,0,26,0,45,0,5,0,0,0,0,0,0,0,0,0,18,0,27,3,0,0,0,0,0,0,0,0,0,0,3,0,7,5,4,5,0,0,0,0,0,0,0,0,3,14,26,51,33,14,0,39,18,3,14,36,4,29,121,20,289,0,4,3,0,3,0,0,0
UCL522022,8,4,0,0,7,0,7,65,4,93,0,0,0,0,0,0,0,0,0,0,0,8,0,9,18,9,3,0,14,14,0,8,10,0,10,17,3,66,0,0,0,0,0,0,0,0,3,0,0,0,30,33,32,24,3,5,24,20,0,4,26,0,20,84,37,205,5,0,0,0,0,0,0,0,0,0,0,4,0,10,3,0,0,0,0,0,0,0,0,0,0,15,0,15,16,12,4,0,9,10,0,5,11,0,9,19,0,61,5,6,0,0,4,0,0,0,0,0,0,14,0,28,9,5,3,0,3,8,0,0,3,0,4,23,0,40,0,0,0,0,0,0,0,0,3,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,35,32,24,3,5,24,20,0,4,26,0,20,84,37,205,0,3,0,5,3,0,0,0
UCL522023,6,0,0,0,12,0,9,89,4,136,0,0,0,0,0,0,0,0,0,0,0,9,0,10,33,4,12,0,14,8,3,10,11,3,7,29,6,101,0,0,0,0,0,0,0,0,0,0,0,0,26,27,44,14,20,0,21,5,3,8,31,9,20,124,36,279,5,0,0,0,0,0,0,0,5,0,0,7,0,19,11,3,5,0,3,3,0,0,0,3,0,10,0,31,21,4,9,0,7,3,0,4,17,4,7,35,3,83,3,4,0,0,0,0,0,0,4,0,6,21,4,37,0,4,3,0,0,0,0,0,0,0,6,22,0,40,4,0,0,0,0,0,0,0,0,0,4,22,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,0,0,0,0,7,26,38,44,14,20,0,21,5,3,8,31,9,20,124,36,279,11,0,0,0,4,7,0,0
UCL522024,6,3,0,0,5,0,13,66,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,15,3,11,13,0,0,10,0,19,57,3,127,0,0,0,0,0,0,0,0,0,0,0,0,7,9,32,9,13,3,13,18,0,9,15,3,31,127,15,232,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,12,0,22,9,0,4,3,6,6,0,0,3,0,8,38,4,76,7,0,5,0,0,0,0,0,5,0,6,21,0,32,8,0,0,0,3,4,0,3,6,0,5,23,0,49,3,4,0,0,5,0,0,0,5,0,4,26,0,33,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,10,32,9,13,3,13,18,0,9,15,3,31,127,15,232,0,0,0,0,0,0,0,0
UCL522025,11,11,0,0,24,0,14,97,3,174,0,0,0,0,0,0,0,0,0,0,0,3,0,8,34,13,19,10,17,36,0,15,20,3,22,55,0,151,0,0,0,0,0,0,0,0,0,0,0,0,57,59,51,30,22,8,31,45,0,13,49,3,42,151,58,391,0,0,0,0,0,0,0,0,5,0,5,14,0,21,4,8,0,0,3,5,0,0,0,0,3,13,0,19,27,10,12,5,18,21,3,9,20,0,20,44,0,123,7,10,3,0,4,9,0,0,9,0,7,35,5,67,6,4,3,0,5,3,0,3,9,0,0,32,0,63,3,0,0,0,0,0,0,0,4,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,14,7,0,0,0,0,3,0,0,0,0,0,0,58,64,51,30,22,8,31,45,0,13,49,3,42,151,58,391,11,0,4,8,0,13,3,5
UCL522026,3,4,0,3,5,0,5,61,3,101,0,0,0,0,0,0,0,0,0,0,0,4,0,9,41,6,18,6,22,15,3,5,14,7,19,58,10,150,0,0,0,0,0,0,0,0,0,0,0,0,5,13,52,14,20,6,24,19,5,11,22,7,21,123,23,276,3,0,0,0,5,0,0,0,0,0,0,13,4,20,5,0,0,0,0,0,0,0,0,0,0,10,0,23,22,8,12,0,17,14,3,9,13,6,10,43,7,114,8,6,3,0,3,0,0,3,0,0,4,14,0,34,5,0,0,0,0,0,0,0,0,0,0,16,0,31,9,0,0,0,0,0,0,0,4,0,0,18,4,34,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,14,52,14,20,6,24,19,5,11,22,7,21,123,23,276,7,0,3,6,3,6,0,4
UCL522027,3,0,0,0,14,0,10,84,3,129,0,0,0,0,0,0,0,0,0,0,0,6,0,11,34,14,11,0,17,21,0,10,32,7,23,46,0,142,0,0,0,0,0,0,0,0,0,0,0,0,17,24,50,23,19,0,22,26,0,14,43,7,31,138,26,304,0,4,0,0,0,0,0,0,4,0,0,23,0,26,0,0,0,0,0,5,0,0,0,0,4,9,0,21,28,5,6,0,11,16,0,10,25,7,16,40,3,108,0,10,5,0,0,0,0,0,7,0,0,15,0,26,6,4,3,0,0,4,0,0,4,0,4,28,0,49,6,0,0,0,0,0,0,0,0,0,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,3,0,0,0,0,0,7,17,27,50,23,19,0,22,26,0,14,43,7,31,138,26,304,12,0,6,0,5,8,0,6
UCL522028,0,3,0,0,8,0,0,33,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,3,4,9,13,0,5,6,0,13,23,0,70,0,0,0,0,0,0,0,0,0,0,0,0,8,12,22,13,5,4,11,20,0,7,11,0,15,58,10,137,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,8,3,4,10,7,0,5,8,0,11,26,5,54,3,3,0,0,0,9,0,3,3,0,5,9,0,26,3,0,0,0,0,6,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,16,22,13,5,4,11,20,0,7,11,0,15,58,10,137,3,0,0,0,7,5,0,0
UCL522029,10,5,0,0,8,0,5,110,5,159,0,0,0,0,0,0,0,0,0,0,0,6,0,12,20,15,6,0,11,9,3,4,15,4,18,41,8,112,0,0,0,0,0,0,0,0,0,0,0,0,16,14,28,22,8,0,21,15,3,5,24,3,28,160,25,298,0,0,0,0,0,0,0,0,0,0,0,14,0,23,7,0,3,0,0,4,3,0,10,0,6,18,0,37,12,6,3,0,5,11,0,6,9,0,12,34,3,73,4,3,0,0,4,0,0,0,7,0,7,30,3,58,8,8,0,0,3,3,0,0,3,0,0,39,0,55,0,3,0,0,0,0,0,0,0,0,0,23,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,13,27,28,22,8,0,21,15,3,5,24,3,28,160,25,298,3,0,4,0,0,0,3,3
UCL522030,4,7,0,4,14,0,8,67,5,115,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,0,4,0,6,0,0,5,0,0,3,18,0,41,0,0,0,0,0,0,0,0,0,0,0,4,32,39,16,17,4,0,10,11,3,7,16,4,14,95,39,198,0,0,0,0,0,0,0,0,0,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,8,11,5,0,0,3,0,0,4,0,4,6,11,0,37,3,6,0,0,0,5,0,0,0,0,0,15,0,31,0,8,0,0,5,0,0,0,4,0,0,26,5,40,6,0,0,0,0,0,0,0,0,0,0,16,0,26,0,0,0,0,0,0,0,0,4,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,37,16,17,4,0,10,11,3,7,16,4,14,95,39,198,3,0,0,0,3,0,0,5
