UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL515006,12,0,29,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,4,0,6,3,3,3,4,4,0,20,0,0,11,4,9,0,25,3,3,17,14,19,0,57,7,7,41,11,27,0,100,4,15,37,22,44,9,127,0,0,0,5,0,0,0,0,0,4,3,10,0,12,0,0,0,4,4,5,16,24,23,149,81,188,35,503,0,0,11,11,32,8,66,0,0,7,0,52,3,64,0,0,0,3,9,0,21,0,0,6,7,21,0,29,0,0,5,7,74,4,91,0,0,0,0,7,6,11,0,0,14,8,38,10,75,5,0,16,3,26,0,50,0,0,3,6,29,0,41,0,0,0,0,0,0,5,0,0,0,3,3,0,10,0,0,5,7,4,0,9,3,3,6,4,10,0,24,0,0,8,3,28,0,50,10,5,31,30,39,5,111,13
UCL515007,16,3,30,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,0,6,8,0,11,3,3,0,26,0,0,5,0,6,0,13,0,0,11,0,0,0,16,5,7,43,8,17,0,80,3,4,41,13,14,3,80,0,0,4,0,0,0,3,0,0,5,4,4,0,14,0,0,6,0,0,0,10,16,20,172,67,110,12,398,0,0,3,8,10,0,23,0,0,11,7,50,0,74,3,5,30,11,32,0,86,0,0,0,0,3,0,7,0,0,5,4,63,3,82,0,0,0,0,3,0,7,0,0,14,13,21,0,51,0,0,15,5,26,5,49,0,0,0,0,10,0,10,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,3,0,3,0,8,7,0,17,9,3,0,41,0,0,5,6,8,0,28,8,3,15,3,13,0,41,9
UCL515008,9,0,13,0,0,4,8,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,10,0,0,7,4,3,0,16,4,6,14,5,13,0,41,0,3,11,5,0,0,27,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,10,9,12,69,37,76,9,216,0,0,0,3,0,0,5,5,3,27,14,136,8,196,0,3,0,0,4,0,5,0,0,0,0,5,0,5,0,0,0,3,24,0,31,0,0,0,0,9,0,9,0,0,8,0,7,0,7,0,0,8,7,19,3,34,0,0,0,13,33,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,4,4,0,0,12,0,0,0,3,6,3,13,0,0,9,7,8,0,28,4
UCL515009,21,3,42,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,9,0,0,0,0,0,0,4,6,0,8,7,5,0,30,0,0,3,5,12,0,19,5,5,6,5,8,0,26,12,11,34,15,16,4,93,7,14,31,25,26,5,107,0,0,9,0,6,0,14,0,0,0,3,4,0,17,5,0,0,0,0,3,14,37,41,121,83,118,24,414,0,0,4,0,8,0,17,0,0,6,4,17,0,25,6,0,11,3,25,0,45,0,0,0,0,0,0,6,0,0,3,4,64,0,78,0,0,0,0,6,0,10,0,0,10,14,25,5,50,0,0,13,11,34,3,60,0,0,0,3,9,0,17,0,0,0,0,3,0,8,0,0,3,0,5,0,12,0,0,0,3,4,0,8,11,0,24,10,5,0,54,0,0,5,9,10,0,28,7,4,14,11,12,0,50,15
UCL515010,0,4,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,5,0,0,0,0,0,0,6,0,0,0,0,12,0,12,0,8,14,14,22,0,58,3,11,31,3,15,0,77,15,5,49,13,30,3,111,0,0,5,0,3,0,9,0,0,0,5,4,0,16,0,0,4,0,3,4,13,23,24,113,56,104,15,344,0,0,0,0,0,0,5,0,0,0,0,8,0,11,0,0,0,0,6,0,5,0,0,0,0,0,0,9,0,0,8,4,50,5,63,0,0,0,0,5,0,4,0,0,5,3,18,6,33,0,0,5,4,18,4,34,7,3,8,3,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,4,0,0,0,8,0,13,0,0,0,0,13,0,15,5,8,26,27,54,7,115,7
UCL515011,9,0,22,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,4,6,4,0,12,0,0,3,4,4,3,22,0,5,4,4,11,0,27,0,7,20,9,9,0,49,0,10,19,14,39,5,91,0,0,0,0,4,0,4,0,0,3,0,11,0,16,0,0,3,0,0,0,3,12,16,85,65,138,18,339,0,0,12,4,25,0,46,0,0,6,14,58,0,77,0,0,6,6,22,0,34,0,0,0,5,9,0,19,0,0,0,8,48,3,52,0,0,0,0,0,0,9,0,0,4,7,21,0,37,0,0,4,6,22,0,29,0,0,0,6,20,4,32,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,4,0,0,6,7,3,0,19,0,0,5,6,15,3,31,0,6,12,8,24,0,49,6
UCL515012,7,0,9,0,0,0,0,3,0,12,0,0,0,0,6,0,4,0,0,0,5,0,0,5,0,0,0,0,3,0,9,0,0,15,0,5,0,24,0,0,0,5,0,0,8,0,0,0,15,10,0,25,4,4,38,18,25,0,86,9,15,50,34,37,6,141,0,0,3,0,0,0,4,0,0,0,4,12,0,18,0,0,0,0,4,0,10,20,14,122,92,165,10,424,0,0,0,4,13,0,19,0,0,6,9,73,3,91,0,0,0,0,8,0,11,0,0,0,0,3,0,5,0,0,6,4,64,0,81,0,0,3,4,7,0,13,0,0,7,13,31,6,46,0,0,3,0,16,0,19,0,0,5,3,27,9,43,0,0,0,0,0,0,5,0,0,3,3,0,0,12,0,0,0,5,3,0,8,0,0,12,4,12,0,35,0,0,0,5,4,0,9,4,7,14,22,32,4,74,6
UCL515013,26,9,83,0,0,14,9,14,3,45,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,8,0,7,0,17,0,3,6,5,10,4,31,0,0,12,8,12,5,30,6,4,16,0,23,0,48,7,10,32,7,17,0,73,10,3,23,13,19,5,68,3,0,0,5,0,0,9,0,0,0,3,11,0,18,4,0,7,0,12,3,27,35,29,174,81,171,29,528,4,0,8,6,8,4,21,0,0,0,4,38,0,43,0,0,8,3,12,0,21,0,0,0,0,5,0,4,4,0,7,8,80,5,99,0,0,3,0,7,0,13,0,0,14,14,35,10,73,12,0,40,22,52,7,126,7,0,25,23,44,7,103,0,0,0,0,0,0,4,0,0,4,0,3,0,5,0,0,8,0,7,0,25,3,3,20,23,67,3,123,0,0,13,6,26,0,47,7,8,28,17,50,0,104,4
UCL515014,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,13,7,6,23,0,9,4,49,9,5,19,6,11,0,54,0,0,0,0,0,5,6,0,0,0,0,0,0,6,0,0,0,0,0,0,3,22,9,61,12,43,9,157,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,6,0,0,3,7,0,16,6,0,3,4,5,0,18,0,0,0,0,0,0,5,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,14,0,24,9
UCL515015,9,0,14,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,4,0,4,0,8,0,0,0,0,3,0,3,0,0,3,0,11,0,15,0,8,11,12,11,0,45,4,10,20,11,25,0,69,0,0,0,0,0,0,7,0,0,5,0,11,0,12,0,0,0,0,0,0,8,9,12,94,57,128,20,318,0,0,10,6,18,4,40,0,0,0,0,32,0,40,5,0,82,30,83,31,228,0,0,0,0,3,0,3,0,0,3,0,39,3,44,0,0,0,0,8,0,8,0,0,4,5,28,0,43,0,0,3,8,11,0,18,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,4,0,0,4,0,0,6,0,3,0,11,0,0,0,0,7,0,11,0,0,4,6,19,3,34,0
UCL515016,9,0,23,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,4,0,3,0,9,0,0,0,0,0,0,3,0,0,6,4,7,0,19,0,9,26,0,8,0,36,3,0,11,10,16,3,45,0,0,0,0,5,0,5,0,0,0,0,3,0,5,0,0,7,4,6,0,9,4,6,55,48,82,11,207,0,0,4,4,13,0,12,0,0,0,7,35,0,43,0,0,0,4,7,4,19,0,0,0,0,9,0,12,0,0,0,7,37,0,47,0,0,0,0,3,0,5,0,0,0,5,13,0,24,5,0,6,7,22,4,41,0,0,0,4,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,11,0,0,3,0,6,0,9,0,0,0,0,3,3,10,0,0,19,8,11,0,43,0
UCL515017,7,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,4,0,5,11,0,7,0,24,3,0,4,0,6,4,15,5,0,0,0,0,0,3,0,0,0,4,4,0,9,0,0,0,0,0,0,0,9,6,18,23,38,13,115,0,0,0,0,10,4,22,0,0,0,0,14,4,19,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,3,30,4,37,0,0,0,0,0,0,0,0,0,3,5,7,0,19,0,0,12,11,28,6,54,0,0,0,3,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,3,5,3,0,10,0
UCL515018,4,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,7,0,0,12,3,13,0,37,0,0,6,3,4,5,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,7,6,4,10,26,27,77,13,156,0,0,0,0,4,0,4,8,0,17,12,141,11,189,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,19,0,21,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,3,9,0,9,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,4,0,0,0,0,4,0,9,0,0,5,0,12,0,19,0
UCL515019,11,0,21,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,0,4,0,0,0,4,0,0,3,0,0,0,0,7,0,3,3,0,9,4,8,0,28,9,12,30,10,28,0,92,8,7,40,18,24,3,96,0,0,0,0,0,0,5,0,0,0,3,14,0,13,0,0,0,0,8,0,6,17,18,95,51,166,23,365,0,0,8,11,37,8,57,0,0,0,0,7,0,7,0,0,3,5,56,21,87,0,0,0,0,14,0,14,0,0,0,0,30,0,35,0,3,4,4,28,4,41,0,0,6,4,46,4,55,0,0,9,3,17,0,35,0,0,3,3,12,0,21,0,0,0,0,5,0,3,0,0,0,0,5,0,10,0,0,0,3,4,0,6,0,0,9,4,8,0,17,0,0,0,0,8,0,10,4,0,15,11,24,0,50,13
UCL515020,17,0,40,0,4,7,0,7,0,20,0,0,0,0,0,0,5,0,0,0,3,0,0,8,0,0,0,4,0,0,10,5,0,15,8,11,0,33,0,0,3,9,12,4,23,7,3,31,14,34,0,90,13,11,66,27,17,11,146,25,25,92,41,35,12,236,0,0,0,0,3,0,5,7,0,6,4,13,0,28,0,0,3,4,8,11,27,69,47,270,127,190,49,756,5,3,25,0,27,10,85,0,0,4,0,21,3,25,0,0,3,7,4,0,14,3,0,3,0,24,0,25,4,5,4,8,71,3,88,0,0,0,0,5,0,9,7,0,14,0,37,7,72,5,0,21,11,37,0,76,0,4,21,21,29,3,73,0,0,4,3,5,0,11,0,0,0,3,5,0,8,0,0,3,0,3,0,13,10,0,18,10,9,0,50,3,0,9,8,26,4,47,14,9,56,40,65,3,186,21
UCL515021,11,0,10,0,0,3,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,5,3,4,16,0,0,0,0,7,0,7,0,0,17,3,4,0,21,3,4,21,6,13,0,51,5,7,27,16,19,4,77,0,0,0,0,4,0,5,0,0,0,0,0,0,9,0,0,0,0,4,0,3,18,16,77,48,91,16,256,0,0,3,9,10,3,17,0,0,3,0,11,0,13,0,0,0,4,21,0,29,0,0,0,0,5,0,7,0,0,5,8,45,0,53,0,0,0,0,11,0,12,0,0,0,4,34,3,45,0,0,0,3,12,0,26,0,0,6,4,13,0,18,0,0,3,0,4,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,11,4,0,4,31,0,0,0,4,13,0,18,3,4,23,11,18,0,64,4
UCL515022,22,0,35,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,4,0,3,0,16,0,0,0,3,4,0,8,0,0,8,6,15,0,30,6,14,39,15,33,4,105,7,8,34,34,61,11,148,0,0,0,6,4,0,12,0,0,0,3,16,0,21,0,0,0,0,6,5,17,15,25,110,94,241,19,501,3,0,13,10,70,4,103,0,0,0,4,23,0,22,0,0,0,4,31,5,43,0,0,0,0,10,0,10,0,0,0,6,70,5,84,0,0,3,4,15,0,24,0,0,10,8,67,0,85,0,0,4,15,37,0,55,0,0,0,0,34,0,39,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,0,0,7,0,8,0,0,7,0,13,0,27,0,0,5,8,14,0,23,7,0,12,28,43,0,89,9
UCL515023,13,0,18,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,17,0,0,0,0,3,0,3,4,0,6,3,0,0,10,5,3,27,7,21,0,60,0,4,18,15,19,0,64,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,9,13,61,36,119,18,258,3,0,4,3,16,0,29,0,0,0,0,12,0,16,0,0,0,0,14,4,16,0,0,5,0,26,0,32,3,0,5,0,25,0,35,0,0,3,4,24,0,36,0,0,4,6,25,0,36,0,0,0,0,20,0,25,0,0,0,4,34,0,41,0,0,0,0,6,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,8,0,18,0,0,0,0,10,0,11,9,0,8,15,13,0,50,5
UCL515024,3,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,9,0,0,0,5,9,0,16,4,9,18,0,10,0,50,4,0,6,6,17,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,8,40,26,76,4,170,0,0,3,4,20,0,30,0,0,0,0,9,0,9,0,0,0,0,3,0,4,0,0,0,3,9,0,13,0,0,4,0,25,0,25,0,0,0,6,17,0,22,0,0,0,4,20,5,27,0,0,0,0,4,0,5,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,4,0,5,0,10,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,6,0,8,0,0,0,6,15,0,27,4
UCL515025,0,0,12,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0,3,0,0,6,0,5,0,10,0,0,0,0,4,0,9,0,0,4,9,13,0,24,9,0,14,8,24,0,47,3,4,11,13,20,0,51,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,3,5,5,46,43,102,6,214,0,0,5,7,16,0,35,0,0,0,6,3,0,6,0,0,5,0,21,3,27,0,0,0,0,0,0,6,0,0,0,6,21,3,31,0,0,0,0,4,0,9,0,0,5,4,34,0,41,0,0,0,5,5,0,16,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0,6,0,0,4,0,3,0,14,0,0,0,0,6,0,11,0,0,4,9,27,3,43,9
UCL515026,9,0,9,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,11,0,14,0,0,0,5,10,0,12,5,0,0,5,3,0,18,3,4,18,10,15,0,56,0,6,34,25,32,3,99,0,0,0,0,0,0,0,0,0,5,8,9,0,14,0,0,6,3,0,0,11,8,9,76,78,142,10,329,0,0,0,0,7,0,7,0,0,9,4,50,4,62,0,0,4,4,42,3,55,0,0,0,0,13,0,14,0,0,3,7,77,4,91,0,0,0,0,13,0,21,0,0,3,9,34,3,42,0,0,0,0,12,0,15,0,0,0,3,26,0,40,0,0,0,0,0,0,6,4,0,4,3,9,0,16,0,0,0,0,3,0,6,0,0,11,3,17,0,34,0,0,0,5,19,0,28,5,0,7,8,17,0,35,3
UCL515027,11,4,20,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,6,6,0,12,0,0,0,3,3,0,8,0,0,6,0,7,0,15,0,0,0,4,0,0,5,0,0,8,0,21,0,38,6,19,44,20,25,4,116,8,6,64,29,61,5,178,0,0,3,0,0,0,6,0,0,0,12,9,0,26,0,0,0,3,11,5,13,18,26,145,98,192,25,509,0,0,16,8,42,10,71,0,0,4,0,9,0,17,0,0,5,6,25,11,48,0,0,0,0,11,0,20,0,0,4,7,49,4,63,0,0,8,0,18,0,33,0,0,0,12,31,7,53,0,0,4,5,16,6,25,0,0,3,3,17,0,30,0,0,0,3,0,0,7,4,0,6,8,6,0,20,0,0,3,3,10,0,14,0,0,13,0,7,0,19,0,0,0,4,10,0,11,5,7,17,15,39,0,84,10
UCL515028,8,5,20,0,0,5,6,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,13,0,0,4,4,5,0,18,0,0,12,7,13,0,38,0,0,11,18,19,0,48,8,4,46,12,20,5,101,8,3,36,20,34,3,105,0,0,0,4,5,0,8,0,3,6,5,9,0,28,0,0,0,4,5,0,9,27,22,176,129,275,22,658,0,0,0,0,7,0,6,21,8,63,62,442,18,613,0,0,0,3,7,0,6,0,0,0,3,15,0,23,0,0,7,9,63,0,82,0,0,4,3,47,0,53,0,0,22,15,33,6,67,0,0,11,3,23,5,39,0,0,5,9,27,0,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,7,25,0,36,0,0,10,10,19,0,44,0,0,13,11,24,5,54,3,9,18,22,31,0,80,13
UCL515029,4,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,3,7,0,9,3,0,5,7,6,0,25,0,4,7,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,7,8,10,35,36,64,10,160,0,0,0,0,0,0,0,5,0,15,30,187,4,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,0,15,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,3,0,10,0,15,0,0,5,3,5,0,16,3
UCL515030,14,0,25,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,10,0,0,0,0,14,0,19,0,0,0,6,11,0,10,0,0,4,7,10,0,17,0,12,22,6,34,8,72,4,0,25,25,52,6,117,0,0,0,0,6,0,5,0,0,5,0,15,0,22,0,0,3,0,7,4,12,8,14,76,75,226,23,428,0,0,14,3,6,3,21,0,0,7,10,73,0,102,4,0,8,18,68,6,101,0,0,0,0,4,0,13,0,0,0,8,68,0,80,0,0,0,0,8,0,12,3,0,5,5,43,6,58,0,0,3,10,22,0,38,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,9,0,14,0,4,5,5,22,0,32,0,0,0,6,25,0,21,0,0,3,9,29,3,47,0
UCL515031,21,3,31,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,3,0,3,0,11,0,0,4,0,4,0,9,0,0,3,0,6,0,20,0,6,21,6,15,3,59,0,3,23,18,22,6,76,0,0,0,0,0,0,0,0,0,0,4,11,0,13,0,0,0,0,3,5,9,7,17,68,64,125,18,310,0,0,13,9,19,8,48,3,0,6,3,63,0,76,0,0,0,0,28,0,28,0,0,0,0,7,0,11,0,0,0,10,43,4,56,0,0,0,3,3,0,8,0,0,4,8,39,4,55,0,0,0,7,27,0,48,0,0,0,6,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,9,5,0,9,3,9,0,22,0,0,4,0,8,0,10,3,5,5,7,13,0,32,4
UCL515032,8,0,8,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,0,5,5,7,3,18,0,0,5,4,0,0,3,0,0,4,3,3,0,11,0,4,17,3,20,0,43,0,3,10,3,15,6,43,0,0,0,0,5,0,5,0,0,0,0,13,0,15,0,0,0,3,8,3,10,6,12,52,41,103,13,226,0,0,0,0,6,0,11,0,0,6,11,33,5,57,0,0,0,5,30,0,38,0,0,3,0,4,0,6,0,0,4,9,52,0,58,0,0,3,0,9,0,9,0,0,0,6,20,5,25,0,0,0,0,11,0,9,0,0,4,5,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,3,7,4,3,12,4,11,3,33,0,0,8,8,8,0,17,0,3,8,7,17,0,30,0
