UCL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
UCL515008,0,0,0,0,6,8,7,4,0,22,7,7,9,5,10,4,3,0,0,40,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,5,0,4,5,3,3,4,0,32,155,39,50,80,75,51,11,0,0,464,19,10,10,25,12,15,0,0,0,89,181,62,70,126,111,90,21,9,0,662,0,0,0,3,5,12,0,0,0,20,9,0,7,15,5,3,0,0,0,40,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,13,0,0,0,0,5,0,0,0,0,8
UCL515009,0,0,0,6,16,24,51,30,9,141,12,14,7,9,10,17,12,10,0,93,0,0,0,0,0,11,25,23,5,62,0,0,0,0,0,0,0,3,0,10,0,0,0,0,9,19,20,26,11,88,0,0,0,0,7,15,33,35,9,101,0,0,0,0,5,0,0,0,4,12,0,0,0,4,0,6,10,15,0,37,9,14,7,16,23,29,18,9,3,126,0,0,0,0,0,0,3,3,4,17,16,7,0,11,6,14,23,19,5,101,198,103,51,97,92,81,90,27,8,742,28,26,20,17,19,23,23,10,9,172,256,154,87,150,166,177,227,129,40,1396,0,0,3,3,25,41,74,62,29,236,11,12,13,21,25,18,25,13,0,140,0,0,0,0,7,11,23,17,0,54,0,0,0,0,0,0,0,4,11,15,0,0,0,0,4,15,26,16,8,70,0,0,0,0,0,9,16,15,10,48
UCL515010,0,0,0,0,5,16,32,5,0,63,12,10,7,8,4,11,7,0,0,51,0,0,0,0,4,7,13,4,0,23,0,0,0,0,0,0,0,7,3,19,0,0,0,10,17,23,20,4,0,76,3,0,0,3,0,15,14,3,0,44,0,0,5,3,8,3,9,0,3,23,0,0,0,4,4,4,11,0,0,22,4,4,4,10,9,10,3,6,0,44,0,0,0,0,5,3,0,0,0,10,12,3,6,13,11,12,10,3,3,73,204,108,135,93,97,81,49,17,0,787,104,44,51,42,45,59,44,8,0,396,332,165,210,167,181,212,148,38,7,1472,0,0,0,8,12,21,21,17,3,79,7,12,13,12,20,14,7,5,0,88,0,0,0,0,0,8,11,0,0,19,0,0,0,0,0,0,3,6,9,15,0,0,0,14,19,21,18,3,5,82,0,3,0,3,6,11,9,6,0,35
UCL515011,0,0,0,6,12,34,40,30,11,130,23,9,9,10,16,19,7,6,6,96,0,0,0,0,0,0,9,7,6,38,0,0,0,0,0,0,0,5,7,5,0,8,0,5,10,13,20,19,7,91,5,0,0,0,5,9,23,28,12,84,0,0,0,0,3,0,0,5,0,14,0,0,0,0,0,3,12,7,4,31,4,22,15,17,8,14,15,10,8,118,0,0,0,0,0,3,3,6,0,18,12,15,0,9,6,14,12,12,4,88,200,91,79,90,98,79,69,28,3,735,26,11,16,20,19,14,18,19,0,139,262,139,117,152,160,166,178,117,36,1335,0,5,0,10,25,47,52,52,29,218,8,10,4,19,22,19,19,14,8,127,0,0,0,0,6,12,21,15,3,62,0,0,0,0,0,0,5,5,5,21,0,4,0,3,11,17,24,20,12,81,0,0,0,3,3,8,13,17,20,59
UCL515012,0,0,0,4,12,9,14,11,0,44,24,15,13,8,9,3,3,0,0,71,0,0,0,0,0,7,11,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,17,15,8,0,47,0,0,3,0,5,9,12,5,0,37,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,3,0,14,3,16,8,12,11,12,3,0,0,66,0,0,0,0,0,0,0,0,0,4,12,4,3,3,7,10,9,10,0,64,233,81,114,95,96,35,30,9,4,700,21,10,15,20,13,16,10,3,0,111,298,127,163,141,152,107,75,29,8,1096,0,0,0,8,14,14,26,6,3,73,15,8,21,21,14,12,12,0,0,96,0,0,0,4,4,4,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,6,0,25,0,0,0,0,0,3,0,3,0,15
UCL515013,0,0,6,9,9,27,26,16,0,85,15,10,12,19,14,6,4,3,0,68,0,0,0,0,7,10,12,6,0,46,0,0,0,0,0,0,0,4,0,3,0,0,5,6,4,11,19,8,5,54,0,0,0,0,0,21,20,8,0,48,0,0,0,0,0,5,3,0,0,7,0,0,0,0,0,6,6,3,0,16,0,9,8,7,14,18,8,0,0,66,0,0,0,0,0,4,3,6,0,9,13,3,6,4,15,19,13,0,0,75,222,111,172,168,137,92,45,13,0,960,30,22,28,21,30,13,15,6,0,177,276,154,226,229,211,184,124,54,8,1458,0,0,3,3,13,26,25,11,0,92,10,3,21,12,5,7,7,3,0,70,0,0,0,0,4,7,3,5,0,21,0,0,0,0,0,0,3,5,3,7,0,0,0,3,0,7,10,7,3,30,0,0,0,0,0,6,8,0,0,17
UCL515014,0,0,0,0,0,6,0,0,0,4,5,0,0,3,5,5,0,0,0,19,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,14,0,0,0,0,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,4,3,0,0,4,5,0,0,0,4,0,0,0,0,19,75,48,72,58,49,37,11,4,0,355,14,12,17,7,3,9,0,0,0,59,103,63,93,72,64,62,26,8,0,493,0,0,0,0,3,8,3,0,0,17,0,0,10,6,13,6,9,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,8,0,0,42,0,0,0,0,7,0,3,0,0,15
UCL515015,0,0,0,11,15,24,27,29,12,121,16,13,7,15,11,12,9,9,0,88,0,0,0,0,3,5,20,17,4,51,0,0,0,0,0,4,0,9,8,22,0,0,0,8,14,23,26,28,6,115,0,0,0,0,9,15,22,23,15,88,0,0,0,0,0,0,11,4,0,19,0,0,0,0,7,5,11,20,3,40,4,10,14,14,22,15,10,15,4,101,0,0,0,0,0,5,8,10,6,27,8,3,7,12,14,14,13,11,4,87,202,91,148,121,103,65,47,25,7,822,15,16,11,9,23,11,7,16,7,125,244,132,191,170,186,148,133,122,54,1387,0,0,0,9,28,34,61,50,33,221,18,13,16,22,20,24,22,13,9,144,0,0,0,0,5,8,11,28,0,53,0,0,0,0,0,0,0,3,10,19,0,0,0,3,8,13,32,24,13,101,0,0,0,0,8,4,21,22,20,67
UCL515016,0,0,0,0,7,21,39,21,3,90,8,6,6,7,4,12,5,3,0,49,0,0,0,0,0,8,12,15,4,33,0,0,0,0,0,0,0,4,0,4,0,0,0,5,3,13,26,8,0,56,0,0,0,0,0,17,28,15,0,56,0,0,0,0,0,3,0,5,0,10,0,0,0,0,0,6,8,4,0,24,3,3,11,8,7,10,7,6,0,54,0,0,0,0,0,3,0,6,0,9,10,0,0,4,3,10,12,6,0,53,95,30,52,50,62,58,57,14,0,423,21,7,9,11,16,16,19,7,4,105,129,48,74,84,102,132,157,73,8,807,0,0,0,6,8,29,40,21,11,114,4,3,8,4,10,11,12,4,4,54,0,0,0,0,0,10,13,7,4,30,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,7,20,5,0,39,0,0,0,0,0,10,6,8,0,23
UCL515017,0,0,0,0,5,9,13,12,8,53,0,5,4,4,4,3,4,3,0,36,0,0,0,0,5,4,10,8,3,30,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,12,13,13,0,45,0,0,0,0,0,3,17,9,3,38,0,0,0,0,0,0,4,5,0,8,0,0,0,0,0,5,5,3,0,13,5,3,3,10,15,3,6,0,0,49,0,0,0,0,0,3,0,0,0,9,0,4,0,3,0,6,9,5,0,29,61,34,29,42,51,72,42,16,0,341,10,6,14,14,20,22,27,10,3,119,78,50,55,62,99,131,119,56,14,666,0,0,0,9,0,18,30,17,5,72,4,3,5,8,0,11,6,3,0,39,0,0,0,0,5,6,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,19,0,0,0,0,0,5,9,0,3,19
UCL515018,0,0,3,3,6,14,10,3,0,48,15,4,14,12,14,8,3,0,0,61,0,0,0,0,0,3,8,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,9,5,0,50,0,0,0,0,10,13,12,3,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,3,0,0,16,5,9,11,9,14,3,0,0,0,49,0,0,0,0,0,0,0,0,0,7,4,5,0,11,11,3,4,0,0,34,132,59,73,57,73,61,20,5,0,476,31,15,20,24,28,14,9,3,0,150,192,90,119,105,133,122,64,25,5,849,0,0,4,6,20,23,12,4,0,64,6,10,14,12,8,11,14,3,0,85,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,8,10,3,0,34,0,0,0,0,0,3,4,0,0,9
UCL515019,0,0,0,3,11,40,40,33,7,136,18,23,16,11,15,22,9,6,3,122,0,0,0,0,0,9,18,12,0,40,0,0,0,0,0,0,0,3,4,11,0,0,5,11,9,35,28,28,4,113,0,0,3,0,4,23,29,20,7,86,0,0,0,0,0,0,3,10,3,16,0,0,0,0,6,7,5,0,5,22,0,3,13,13,13,26,18,15,4,104,0,0,0,0,0,0,7,9,4,24,15,11,5,5,17,23,19,9,7,105,269,173,186,159,134,108,68,23,8,1124,61,33,33,32,28,18,20,12,6,240,371,241,251,228,215,241,184,102,30,1871,3,0,0,19,34,42,55,52,27,228,5,10,20,21,24,13,24,4,5,139,0,0,0,0,10,16,15,13,6,55,0,0,0,0,0,0,3,10,9,22,0,0,6,13,18,28,40,18,4,125,0,0,0,0,8,11,13,13,5,57
UCL515020,0,0,4,4,15,22,16,4,0,71,25,6,17,15,16,6,6,0,0,92,0,0,0,0,4,6,4,3,0,20,0,0,0,0,0,0,0,0,0,4,0,3,5,7,16,27,23,7,0,87,5,0,0,0,6,12,14,6,0,56,0,0,0,0,0,8,4,4,0,20,0,0,0,0,5,4,6,4,0,13,0,8,15,9,16,10,0,0,0,58,0,0,0,0,0,0,8,0,0,9,20,3,10,6,15,10,9,10,0,75,393,176,265,195,148,126,43,6,0,1351,115,50,89,58,61,44,25,11,4,448,550,243,405,288,277,248,127,42,7,2183,0,0,7,3,11,30,20,9,0,81,7,15,29,26,21,24,9,0,0,141,0,0,0,4,7,14,6,0,0,31,0,0,0,0,0,0,0,0,0,4,0,4,3,6,22,24,21,4,0,76,0,0,0,0,9,9,4,5,0,39
UCL515021,0,0,0,7,3,16,27,15,3,84,12,7,7,8,4,0,14,4,0,65,0,0,0,0,4,9,15,10,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,6,4,38,0,0,0,0,0,5,20,11,5,39,0,0,0,0,0,4,0,5,0,12,0,0,0,0,0,0,7,7,0,23,9,5,7,12,16,10,14,4,0,74,0,0,0,0,0,0,10,3,0,6,0,7,5,0,18,20,12,10,0,71,112,70,46,52,61,69,38,19,7,478,8,9,4,8,16,7,9,7,5,78,138,106,63,84,115,133,138,65,20,856,0,0,0,0,6,34,36,25,8,111,12,5,10,7,13,14,12,3,0,70,0,0,0,0,0,7,7,12,6,24,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,7,5,4,0,29,0,0,0,0,0,3,7,15,0,30
UCL515022,0,0,7,8,15,39,57,37,8,169,39,20,19,10,14,20,17,11,0,153,0,0,0,0,4,14,15,17,4,62,0,0,0,0,0,0,5,11,7,20,0,0,0,5,13,42,36,26,0,131,0,0,0,4,9,20,38,40,10,115,0,0,0,0,0,4,3,3,0,15,0,3,0,0,3,7,20,12,8,44,5,25,33,21,26,32,17,16,9,182,0,0,0,0,0,4,9,5,0,19,19,13,13,12,18,36,31,18,8,170,308,177,172,143,132,124,62,30,9,1161,44,30,21,19,36,18,11,16,3,192,406,268,251,214,236,277,222,152,40,2069,0,7,4,11,36,76,89,60,21,303,35,26,23,28,32,34,36,20,9,235,0,0,3,3,6,18,21,17,3,71,0,0,0,0,0,0,3,9,15,35,0,0,3,5,13,34,29,23,4,112,0,3,0,0,3,9,23,23,8,71
UCL515023,0,0,3,0,14,23,35,14,4,95,16,18,11,15,12,19,9,5,0,100,0,0,0,0,3,9,13,6,0,35,0,0,0,0,0,0,7,0,0,5,0,4,3,9,9,28,20,13,4,85,0,0,0,0,11,10,23,11,9,70,0,0,0,0,5,5,0,4,0,15,0,0,0,4,0,5,8,3,6,33,0,17,12,14,18,17,10,0,0,88,0,0,0,0,3,0,3,0,0,13,11,7,5,0,13,13,12,8,0,68,168,97,120,86,76,69,47,17,3,686,25,18,28,24,17,20,22,8,0,168,219,151,167,132,160,158,149,64,20,1222,0,0,7,5,25,31,39,27,20,155,7,18,16,19,23,16,11,6,6,131,0,0,0,0,5,4,8,9,8,33,0,0,0,0,0,0,0,5,8,12,0,0,7,5,4,21,9,3,4,58,0,0,0,0,0,9,5,4,5,29
UCL515024,0,0,7,0,5,16,11,8,4,46,6,11,12,4,4,11,7,0,0,57,0,0,0,0,4,9,9,5,3,23,0,0,0,0,0,0,0,0,7,3,5,0,3,0,3,17,18,7,4,58,0,0,0,0,3,13,19,11,6,53,0,0,0,0,0,5,3,6,0,11,0,0,0,0,0,8,3,3,0,14,0,3,6,8,10,7,8,4,0,51,0,0,0,0,0,0,11,0,0,17,10,0,0,5,4,5,3,7,0,36,118,70,53,43,46,48,30,14,3,434,15,16,21,11,13,15,11,13,0,123,154,97,100,75,88,119,94,49,12,785,4,0,0,4,13,22,21,20,16,107,13,8,15,11,5,17,12,4,0,88,0,0,0,0,3,7,5,3,7,22,0,0,0,0,0,0,5,6,5,19,0,0,0,0,6,11,9,5,6,40,0,0,0,0,5,0,9,9,9,32
UCL515025,0,0,0,0,14,14,21,22,7,81,11,16,9,11,11,8,10,0,0,72,0,0,0,4,0,8,12,6,5,36,0,0,0,0,0,0,0,0,5,10,0,0,0,4,5,3,17,17,0,50,0,0,0,0,8,3,20,22,15,67,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,3,10,8,4,26,4,11,14,9,10,15,13,5,3,82,0,0,0,0,0,0,8,5,5,18,10,8,7,0,6,17,11,7,4,65,136,65,49,50,58,57,43,14,3,478,31,18,5,14,15,21,10,10,4,135,199,117,71,88,109,118,116,68,34,926,0,6,0,3,12,28,42,32,20,144,5,16,9,3,15,17,14,7,4,91,0,0,0,0,7,10,12,10,0,40,0,0,0,0,0,0,0,7,11,21,0,0,0,0,4,8,18,10,7,51,0,0,0,3,7,9,10,14,8,52
UCL515026,0,0,8,0,12,10,17,4,3,61,15,8,12,11,10,8,8,0,0,70,0,0,0,0,3,6,8,4,0,25,0,0,0,0,0,0,0,4,0,6,3,0,0,5,15,10,14,6,3,63,0,0,0,3,5,12,14,3,5,42,0,0,0,0,0,3,3,0,0,9,0,0,0,3,0,6,7,4,3,28,3,12,16,17,14,16,5,4,0,85,0,0,0,0,0,0,4,3,0,6,10,8,13,8,11,10,11,0,0,67,231,107,142,72,72,57,27,7,5,714,18,13,25,13,10,11,7,8,0,107,282,144,198,123,131,127,86,31,11,1140,0,0,3,9,19,16,21,9,7,83,10,15,28,12,10,9,13,3,0,97,0,0,0,4,0,5,6,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,13,6,7,4,43,0,0,0,0,5,4,7,5,0,21
UCL515027,0,0,3,6,15,24,49,25,16,140,6,14,18,11,11,11,18,12,3,106,0,0,3,0,0,7,15,8,11,39,0,0,0,0,0,0,6,14,12,29,0,0,5,6,13,13,33,21,3,98,0,0,0,4,15,21,37,30,17,123,0,0,0,0,0,0,0,3,4,6,0,0,0,0,8,10,10,10,3,36,7,21,18,16,14,16,18,13,8,124,0,0,0,0,0,0,3,7,6,23,9,12,7,4,16,20,17,22,11,130,227,152,150,111,125,110,86,31,8,995,63,35,38,28,41,31,29,14,3,272,317,228,239,184,232,229,231,110,56,1819,0,0,3,6,32,59,63,60,45,261,18,24,25,21,26,30,16,15,8,191,0,0,0,3,5,14,7,21,11,66,0,0,0,0,0,0,0,14,22,35,0,0,0,8,18,39,28,16,14,129,0,0,0,0,5,16,23,26,28,94
UCL515028,0,0,4,5,15,12,6,0,0,42,36,9,31,25,15,10,3,0,0,136,0,0,0,0,3,5,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,4,18,16,9,0,0,59,0,0,3,3,10,6,5,0,0,28,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,4,0,0,13,6,8,21,16,15,8,0,0,0,79,0,0,0,0,0,0,0,0,0,3,14,0,10,15,20,12,4,0,0,72,460,156,289,267,195,127,26,0,0,1513,82,29,62,60,37,35,7,0,0,319,594,208,413,386,310,216,58,3,0,2191,0,0,3,15,13,15,3,0,0,58,24,15,43,40,22,13,0,0,0,154,0,0,0,4,7,9,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,15,4,0,0,38,0,0,0,3,0,4,0,0,0,18
UCL515029,0,0,5,3,5,3,3,0,0,23,6,8,7,3,11,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,15,0,0,0,26,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,5,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,12,0,0,7,6,3,0,0,0,27,108,36,72,106,75,43,3,0,0,442,33,19,28,52,33,22,0,4,0,199,162,65,121,177,128,91,10,7,0,756,0,0,3,7,3,0,0,0,0,13,4,5,9,15,4,0,0,0,0,40,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
UCL515030,0,0,0,7,21,42,59,51,11,185,20,16,15,26,16,20,14,20,6,139,0,0,0,3,7,17,32,24,10,92,0,0,0,0,0,0,3,4,3,11,0,0,5,6,3,32,48,33,8,135,0,0,0,3,8,24,48,36,16,135,0,0,0,0,0,6,14,5,7,31,0,0,0,0,6,14,15,15,5,60,12,18,20,36,25,30,26,17,6,185,0,0,0,0,5,4,13,11,6,34,31,12,13,10,24,27,23,19,7,165,251,131,106,116,117,107,60,25,9,926,60,27,28,21,26,30,23,26,12,250,363,201,175,209,214,249,227,158,60,1861,0,5,3,9,32,59,118,74,14,311,24,18,26,24,22,29,36,24,3,212,0,0,0,9,12,13,20,24,5,84,0,0,0,0,0,0,0,5,4,12,0,0,0,3,18,18,34,22,6,105,0,0,0,0,5,7,24,24,6,78
UCL515031,0,0,0,0,3,38,54,33,12,142,14,3,5,6,8,9,13,4,5,68,0,0,0,0,5,10,24,21,5,61,0,0,0,0,0,0,4,6,7,13,0,0,0,8,7,30,37,25,0,114,0,0,0,5,5,16,33,33,9,97,0,0,0,0,0,6,7,8,0,19,0,0,0,0,4,6,12,16,7,41,9,10,6,8,11,30,18,6,6,93,0,0,0,0,0,0,8,7,0,20,4,4,11,3,13,20,26,12,6,89,157,92,59,80,90,102,102,31,8,717,24,22,17,19,21,37,33,22,3,201,205,128,92,122,153,233,269,157,40,1396,0,0,0,3,14,54,75,44,9,200,11,4,13,13,22,32,25,13,5,137,0,0,0,0,5,16,24,9,0,50,0,0,0,0,0,0,0,7,0,10,0,0,0,3,11,25,21,18,0,77,0,0,0,0,0,9,19,19,6,52
UCL515032,0,0,0,4,3,10,9,8,0,37,16,5,3,5,7,5,4,4,0,63,0,0,0,0,0,3,5,5,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,10,6,9,0,31,0,0,0,0,7,8,12,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,12,7,10,9,10,12,6,8,0,0,67,0,0,0,0,0,0,0,4,0,6,14,6,6,4,18,9,8,3,0,56,134,68,64,54,81,51,28,0,0,480,15,11,10,4,23,9,4,0,3,74,181,99,89,74,149,97,62,16,6,776,0,0,0,3,15,27,19,3,5,77,8,5,16,18,12,15,3,0,0,82,0,0,0,5,3,6,0,0,0,18,0,0,0,0,0,0,0,0,3,4,0,0,0,5,7,6,5,3,0,26,0,0,0,0,5,8,9,0,0,16
UCL515033,0,0,4,11,9,12,0,3,0,32,24,12,16,25,13,7,0,0,0,107,0,0,0,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,22,0,4,0,51,0,0,0,0,3,13,3,6,0,28,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,4,3,11,20,8,4,0,0,0,55,0,0,0,0,0,0,0,0,0,0,18,4,0,6,3,3,0,0,0,41,362,77,142,203,126,67,11,0,0,993,69,26,34,55,31,25,5,0,0,240,479,131,212,319,197,131,27,8,0,1503,0,0,4,13,11,9,4,0,0,38,16,6,21,17,13,9,4,0,0,95,0,0,0,4,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,7,5,0,0,33,0,0,0,0,4,6,0,0,0,10
UCL515034,0,0,4,4,15,29,31,20,4,106,26,20,16,11,10,20,6,0,0,109,0,0,3,0,4,14,12,11,6,48,0,0,0,0,0,0,4,4,0,3,0,0,3,0,13,17,22,15,4,74,0,0,0,5,0,19,27,21,3,65,0,0,0,0,0,3,8,5,0,19,0,0,0,0,3,11,13,9,0,35,4,18,20,12,23,23,13,0,0,104,0,0,0,0,0,6,3,3,0,17,7,10,9,0,3,27,20,16,0,87,276,77,118,99,126,85,57,24,3,872,36,16,15,42,26,19,7,9,3,167,348,139,172,165,207,203,152,77,16,1483,0,0,3,8,22,32,45,28,11,153,16,13,17,25,22,20,22,10,5,140,0,0,0,0,6,8,18,10,0,46,0,0,0,0,0,0,0,4,0,8,0,0,0,6,5,12,13,10,0,50,0,0,0,0,4,5,22,8,0,46
UCL515035,0,0,3,0,3,21,31,17,4,76,6,10,3,8,4,9,7,4,0,58,0,0,0,0,0,0,7,15,0,25,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,8,22,11,0,47,0,0,0,0,0,11,21,18,0,56,0,0,0,0,0,0,4,5,0,11,0,0,0,0,0,8,8,8,0,27,0,0,5,9,15,13,6,5,0,55,0,0,0,0,0,0,4,3,0,13,3,0,5,5,3,17,8,6,3,56,70,32,40,44,34,46,33,20,3,319,17,14,10,12,11,15,12,5,0,93,96,49,67,70,60,118,103,68,13,647,0,0,0,0,5,27,40,16,12,105,3,7,7,3,9,9,9,5,0,56,0,0,0,0,3,6,14,0,0,26,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,16,11,3,5,41,0,0,0,0,0,4,12,3,6,29
