UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL515032,0,4,4,9,0,12,0,0,0,0,0,0,0,0,0,244,233,475,21,13,33,16,0,16,0,0,0,0,0,0,5,6,16,6,7,12,305,260,566,0,0,0,0,0,0,0,0,0,7,5,8,0,0,0,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,17,18,5,27,0,0,0,0,0,0,0,0,0,0,0,0,17,49,64,66,49,106,3,0,4,411,364,775
UCL515033,0,0,0,200,59,259,0,0,0,0,0,0,0,0,0,350,340,691,39,37,75,10,0,9,8,0,7,6,10,14,5,8,14,32,46,77,643,510,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,3,0,3,8,6,12,3,4,10,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,3,25,34,155,95,247,9,9,14,820,643,1466
UCL515034,7,4,8,18,8,24,0,0,0,0,0,0,0,0,0,336,310,642,30,25,53,12,0,12,0,0,0,0,0,5,37,7,45,6,7,14,448,366,813,4,10,10,0,0,0,0,0,0,6,8,11,0,0,0,0,0,0,10,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,23,29,21,49,0,0,3,0,0,0,3,0,4,3,4,5,28,47,74,119,79,196,0,4,3,629,512,1137
UCL515035,0,0,0,12,4,14,0,0,0,0,0,0,0,0,0,177,164,343,9,23,28,5,0,5,0,0,0,0,0,0,8,0,8,12,9,23,215,200,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,14,14,29,45,78,4,4,9,260,263,521
UCL515036,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,321,279,601,25,17,43,11,3,9,3,0,3,0,0,0,9,3,15,6,15,22,385,317,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,4,3,12,0,0,0,0,0,0,0,0,0,0,0,4,17,15,35,79,53,134,4,3,14,489,398,894
UCL515037,0,0,0,73,10,91,0,0,0,0,0,0,3,0,3,301,226,521,40,26,64,5,0,5,5,0,6,4,7,12,15,3,14,3,18,21,447,298,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,9,3,16,4,0,9,13,7,23,0,0,0,5,0,5,0,0,0,5,0,5,0,7,7,111,90,200,10,0,10,582,405,981
UCL515038,0,0,0,11,3,16,0,0,0,0,0,0,0,3,3,270,296,564,9,21,27,16,0,16,0,0,0,0,0,0,13,6,14,4,8,14,324,334,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,18,32,55,80,56,140,5,4,13,442,435,875
UCL521001,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,90,87,179,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,92,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,33,28,54,0,0,0,144,123,264
UCL521002,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,95,104,200,6,9,16,3,0,3,0,0,0,0,0,0,7,4,10,0,6,6,117,112,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,10,21,28,32,16,48,0,0,0,163,158,322
UCL521003,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,74,75,152,5,5,13,6,0,6,0,0,0,0,3,3,3,0,9,11,3,13,102,93,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,20,24,13,36,0,0,0,136,119,257
UCL521004,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,14,8,23,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,36,58,46,52,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,49,62,112
UCL521005,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,183,132,315,3,3,8,3,0,3,0,0,0,4,0,4,0,0,0,8,22,33,210,160,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,9,18,37,42,80,3,3,9,263,216,484
UCL521006,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,144,142,285,3,0,8,7,0,7,0,0,0,0,0,0,0,0,3,0,4,3,158,150,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,14,21,27,36,66,4,0,0,201,204,404
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,62,113,6,5,9,0,0,0,0,0,0,0,0,0,4,3,5,11,5,14,71,79,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,12,16,25,0,0,0,91,103,194
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,48,104,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,8,16,21,73,72,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,10,10,16,0,0,0,84,84,170
UCL521009,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,78,49,125,4,6,6,0,0,0,3,0,3,5,0,4,8,0,8,5,9,20,98,71,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,11,5,15,0,5,3,113,83,196
UCL521010,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,102,99,198,11,9,16,4,0,4,0,0,0,0,0,0,6,0,7,4,3,13,129,107,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,25,17,41,4,0,3,162,137,292
UCL521011,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,118,110,227,7,6,9,4,0,4,0,0,0,0,0,0,3,0,3,0,0,4,142,122,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,15,35,0,0,0,157,149,306
UCL521012,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,92,92,181,0,3,8,7,0,7,0,0,0,0,0,0,6,0,6,4,0,4,111,91,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,29,18,44,0,0,0,137,120,257
UCL521013,0,0,0,9,4,10,0,0,0,0,0,0,0,0,0,137,133,271,10,6,17,7,0,9,3,0,3,0,0,0,5,0,5,4,3,6,170,149,323,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,9,23,36,33,39,73,3,3,5,226,222,444
UCL521014,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,121,87,201,5,10,15,7,0,7,0,0,0,0,0,0,0,0,4,6,20,30,142,118,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,18,9,23,3,0,3,164,128,289
UCL521015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,89,198,0,7,8,3,0,3,0,0,0,3,6,3,5,0,9,5,11,18,137,107,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,17,11,15,23,0,0,4,162,135,297
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,77,200,7,7,18,0,0,0,0,0,0,0,0,0,3,0,8,15,8,18,156,93,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,0,0,0,4,0,4,4,0,4,4,11,16,13,18,28,0,0,4,180,118,295
UCL521017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,96,254,4,14,19,0,0,0,0,0,0,0,0,0,0,0,0,11,13,28,177,122,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,8,15,0,0,0,191,138,335
UCL521018,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,102,80,185,3,3,8,0,0,0,0,0,0,0,0,0,3,0,3,3,7,5,125,86,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,19,21,39,0,0,0,141,121,264
UCL521019,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,64,80,148,7,6,15,0,0,0,0,0,0,5,3,6,3,0,3,29,33,59,120,124,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,29,21,16,37,3,0,3,151,152,304
UCL521020,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,82,93,173,4,5,15,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,106,104,213,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,11,11,15,41,23,58,3,0,3,164,139,300
UCL521021,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,126,122,246,13,10,25,10,0,10,0,0,0,0,0,0,6,0,6,3,13,15,161,148,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,20,29,21,26,53,3,5,5,206,198,399
UCL521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,122,241,5,8,16,0,0,0,0,0,0,4,5,4,3,0,9,11,4,12,145,136,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,28,54,21,41,59,3,3,11,198,204,404
UCL521023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,56,164,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,6,22,30,124,85,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,6,5,11,0,0,3,136,97,236
UCL521024,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,82,74,159,8,14,20,5,0,5,0,0,0,3,0,0,8,0,8,46,66,113,156,155,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,11,18,27,15,14,24,188,188,377
UCL521025,0,0,0,38,19,52,0,0,0,0,0,0,0,0,0,85,89,171,12,3,10,9,0,9,0,0,0,0,0,0,6,5,5,9,13,19,150,126,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,27,20,46,3,0,8,193,159,350
UCL521026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,127,242,5,8,10,3,0,3,0,0,0,0,0,0,6,4,11,7,4,5,143,137,277,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,8,18,27,31,27,58,0,0,4,186,193,378
UCL521027,0,0,0,12,3,11,0,0,0,0,0,0,0,0,0,100,72,174,14,3,18,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,126,86,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,16,38,0,0,5,158,103,261
UCL521028,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,94,82,175,5,9,13,7,0,7,3,0,3,0,0,0,4,0,4,10,20,30,127,110,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,12,21,27,5,4,9,155,140,297
UCL521029,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,143,96,240,20,12,30,5,0,5,0,0,0,0,0,0,7,0,7,12,17,28,198,127,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,23,27,49,7,0,5,223,171,395
UCL521030,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,88,71,156,17,48,64,4,0,4,0,0,0,7,6,9,6,0,7,15,5,19,137,130,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,13,26,19,14,39,0,6,6,175,169,341
UCL521031,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,53,54,105,3,5,12,0,0,0,0,0,0,0,0,0,16,6,13,26,21,51,114,87,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,11,9,18,0,0,0,138,105,240
UCL521032,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,57,49,108,4,7,12,0,0,0,0,0,0,0,5,5,0,0,0,20,17,34,86,79,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,9,5,15,3,5,9,101,94,196
UCL521033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,64,4,9,11,3,0,3,0,0,0,0,0,0,0,0,0,12,18,29,53,55,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,5,17,0,0,0,65,69,133
UCL521034,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,137,119,253,3,4,8,12,0,12,0,0,0,0,0,0,6,0,9,4,0,4,162,132,293,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,13,28,37,25,18,37,0,0,0,203,178,380
UCL521035,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,58,63,118,4,0,7,0,0,0,0,0,0,7,0,12,4,0,4,11,12,24,89,76,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,13,24,10,9,20,0,0,0,112,102,217
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,93,7,10,13,4,0,4,0,0,4,3,6,9,3,5,3,14,16,29,79,78,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,11,20,0,3,3,96,100,195
UCL521037,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,104,109,213,13,3,14,0,0,0,0,0,0,0,0,0,7,5,15,0,3,3,136,119,257,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,41,23,65,0,0,4,188,151,336
UCL521038,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,67,72,142,3,3,15,0,0,0,0,0,0,0,0,0,3,7,9,0,4,7,92,88,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,19,15,11,30,6,0,9,118,118,233
UCL521039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,114,239,4,9,17,0,0,0,0,0,0,0,3,4,5,0,9,4,0,4,141,123,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,40,28,28,57,0,4,4,190,185,374
UCL521040,0,0,0,14,7,19,0,0,0,0,0,0,0,0,0,125,95,222,10,14,23,0,0,0,0,0,0,5,8,6,0,0,0,7,20,29,160,145,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,24,19,45,0,4,7,192,179,367
UCL521041,0,0,0,112,33,140,0,0,0,0,0,0,0,0,0,32,26,59,9,4,15,0,0,0,0,0,0,3,13,8,9,0,11,5,25,28,170,93,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,6,3,3,0,0,0,0,0,6,0,0,0,0,0,6,0,15,16,38,21,58,3,0,3,213,132,352
UCL521042,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,89,86,172,10,14,22,0,0,0,0,0,0,0,0,0,0,0,0,16,19,32,125,118,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,14,13,23,5,4,7,149,143,292
UCL521043,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,89,86,177,0,4,10,0,0,0,0,0,0,0,0,0,5,0,5,4,3,4,107,98,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,21,19,16,36,4,7,7,137,128,268
UCL521044,0,0,0,5,0,8,0,0,0,0,0,0,3,0,3,62,68,129,12,6,15,3,0,3,0,0,0,0,0,0,0,0,4,7,4,7,96,77,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,13,13,26,0,0,0,111,101,210
UCL521045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,37,90,0,3,7,4,0,4,0,0,0,0,0,0,9,0,9,10,9,16,71,52,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,8,15,0,0,0,84,66,151
UCL521046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,54,108,10,12,28,0,0,0,0,0,0,0,0,0,0,0,3,12,15,24,76,85,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,16,0,5,8,83,102,185
UCL521047,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,84,73,158,4,3,9,3,0,3,0,0,0,3,0,3,3,3,4,11,21,29,109,99,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,8,23,4,0,0,131,114,245
UCL521048,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,94,109,205,5,10,10,3,0,3,0,0,0,0,0,0,9,0,9,4,9,14,122,124,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,26,15,22,44,5,0,3,153,166,318
