UCL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL521049,175,203,383,11,8,15,4,0,7,0,0,0,0,0,4,3,5,6,11,10,26,0,0,0,3,0,3,0,0,0,0,0,0,29,18,45,0,0,0,0,0,0,38,32,70,13,10,25,228,246,468
UCL521050,179,158,340,62,60,120,0,0,0,3,0,3,0,0,0,3,0,6,66,76,141,0,0,0,0,3,0,0,0,0,0,0,0,78,80,155,7,11,15,3,3,6,146,153,301,27,17,47,354,330,680
UCL521051,260,279,539,26,26,53,4,3,3,0,0,0,5,0,9,0,0,0,70,70,143,0,0,0,0,0,0,0,0,0,0,0,0,80,73,156,0,3,9,0,3,3,112,101,213,38,45,80,402,426,825
UCL521052,150,154,299,65,67,133,3,0,3,3,0,3,6,7,11,0,0,0,51,50,97,0,0,0,5,4,9,0,0,0,0,0,0,65,59,119,4,7,10,5,3,6,133,132,267,67,57,129,356,341,697
UCL522001,168,155,325,28,27,53,0,3,5,3,5,5,0,0,0,0,0,0,7,6,22,0,0,0,3,0,0,0,0,0,0,0,0,16,22,36,0,0,0,0,0,0,45,47,93,11,8,23,224,212,437
UCL522002,63,85,153,17,21,43,0,0,0,0,3,3,0,0,0,0,0,0,27,30,52,0,0,0,0,0,0,0,0,0,0,0,0,27,34,56,0,0,5,0,0,0,48,57,101,18,6,19,125,152,274
UCL522003,101,83,184,16,17,32,0,0,0,0,0,4,0,0,0,0,0,0,20,28,43,0,0,0,0,0,0,0,0,0,0,0,0,20,28,46,0,0,3,0,0,0,40,49,85,19,16,27,154,148,301
UCL522004,102,98,206,16,33,47,0,0,5,0,0,0,0,0,3,0,0,0,5,3,11,0,0,0,6,8,7,0,0,0,0,0,0,10,12,20,0,0,0,0,0,0,28,42,70,0,0,4,131,144,281
UCL522005,101,109,212,3,3,12,6,0,3,0,0,0,0,0,0,0,0,0,13,13,26,0,0,0,0,0,0,0,0,0,0,0,0,16,18,34,0,0,0,0,0,0,21,21,43,10,15,22,139,147,287
UCL522006,140,138,282,25,15,40,0,0,0,0,0,0,0,0,4,0,0,0,38,37,79,0,0,0,0,0,0,0,0,0,0,0,0,40,46,83,6,6,15,0,0,0,73,65,140,11,9,13,221,206,432
UCL522007,54,42,101,12,15,26,0,0,0,0,4,4,0,0,0,0,0,0,21,30,46,0,0,0,0,0,5,0,0,0,0,0,0,27,31,57,0,0,0,0,0,0,38,50,91,12,7,17,102,106,208
UCL522008,59,54,116,13,15,20,0,0,0,0,0,0,0,0,0,0,0,0,15,26,37,0,0,0,0,0,0,0,0,0,0,0,0,12,24,37,0,0,0,0,0,0,26,36,62,4,19,23,87,109,195
UCL522009,115,113,230,0,4,7,0,0,0,0,3,5,0,0,0,0,0,0,38,37,70,0,0,0,3,3,0,0,0,0,0,0,0,38,43,82,0,0,0,0,0,0,44,40,86,21,16,38,185,172,357
UCL522010,113,107,221,20,10,34,0,0,0,0,0,0,0,0,0,0,0,0,32,26,60,0,0,0,0,0,0,0,0,4,0,0,0,33,31,64,0,0,0,0,0,0,49,42,93,41,19,61,212,174,380
UCL522011,65,50,113,22,15,43,0,0,0,0,0,0,0,0,0,0,0,0,41,40,75,0,0,0,0,0,0,0,0,0,0,0,0,39,39,80,0,0,0,0,0,0,66,60,123,26,23,51,155,136,291
UCL522012,148,141,291,20,21,37,0,0,0,0,0,0,0,0,0,0,0,0,52,29,74,0,0,0,0,0,0,0,0,0,0,0,0,49,31,78,5,8,12,0,0,0,76,59,133,21,15,32,241,213,453
UCL522013,132,132,264,6,5,8,0,0,0,0,0,0,4,0,9,0,0,0,39,53,98,0,0,0,0,0,0,0,0,0,0,0,0,44,56,101,0,0,0,0,0,5,53,66,119,17,13,23,201,206,408
UCL522014,53,58,113,14,9,23,0,0,0,0,0,0,0,0,0,0,0,0,29,24,52,0,0,0,0,0,0,0,0,0,0,0,0,32,26,58,0,0,0,0,0,0,44,38,81,9,5,10,103,101,203
UCL522015,49,39,89,0,4,5,6,3,5,5,4,8,7,3,11,0,0,0,22,38,54,0,0,3,0,0,0,0,0,0,0,0,0,34,49,88,15,20,31,5,0,3,57,79,134,9,5,12,112,123,233
UCL522016,82,73,154,7,12,20,0,0,0,0,0,0,0,0,0,0,0,3,18,26,42,0,0,0,0,0,0,0,0,0,0,0,0,19,26,48,0,4,5,0,0,0,33,42,73,22,20,43,135,137,272
UCL522017,121,110,231,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,33,44,78,0,0,0,0,0,0,0,0,0,0,0,0,38,44,80,0,0,4,0,0,0,44,57,106,17,13,28,182,183,363
UCL522018,31,25,55,0,0,10,0,0,0,0,0,4,0,0,3,0,0,0,16,19,36,0,0,0,0,0,0,0,0,0,0,0,0,21,25,45,0,0,0,0,0,0,26,28,56,14,12,28,71,64,136
UCL522019,51,38,88,11,15,26,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,0,0,0,0,0,0,0,0,0,0,0,0,11,13,25,0,0,0,0,0,0,24,31,53,17,27,46,90,95,187
UCL522020,82,79,160,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,12,11,25,0,0,0,4,0,5,0,0,0,0,0,0,17,17,29,0,0,0,0,0,0,23,20,43,9,11,20,112,110,229
UCL522021,111,106,222,25,22,52,0,0,0,0,0,0,0,0,0,0,0,0,19,28,48,0,0,0,0,0,0,0,0,0,0,0,0,19,28,48,0,0,3,0,0,0,53,54,100,15,4,21,175,164,337
UCL522022,59,61,117,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,23,20,38,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42,0,4,4,0,0,0,32,30,60,20,24,45,101,119,224
UCL522023,91,85,180,8,12,20,0,0,0,0,0,4,0,0,0,0,4,4,32,40,77,0,0,0,0,0,4,0,0,0,0,0,0,38,44,81,0,4,3,0,0,0,43,58,108,18,17,36,158,162,319
UCL522024,69,82,150,7,16,22,0,0,0,0,0,0,0,0,0,0,0,0,26,26,49,0,0,3,0,0,0,3,3,3,0,0,0,27,28,55,3,3,6,0,0,0,42,45,85,7,8,10,117,134,250
UCL522025,132,135,271,21,17,37,0,0,0,0,0,0,0,0,0,0,0,0,31,29,56,0,0,0,0,0,0,0,0,0,0,0,0,29,31,61,4,0,4,0,0,0,53,48,97,39,34,72,221,221,444
UCL522026,112,91,202,13,14,23,0,0,0,0,0,0,0,0,0,0,0,0,18,25,41,0,0,0,0,0,0,0,0,0,0,0,0,18,28,44,0,0,0,0,0,3,34,35,68,6,4,15,152,133,283
UCL522027,108,111,217,19,16,33,0,0,0,0,0,0,0,0,0,0,0,0,27,27,52,0,0,0,0,0,0,0,0,0,0,0,0,29,27,54,8,0,8,0,0,0,51,46,100,14,15,28,178,165,348
UCL522028,37,34,68,3,5,9,0,0,5,0,0,0,0,0,0,0,0,0,24,25,48,0,0,0,0,0,0,0,0,0,0,0,0,28,21,48,4,0,4,0,0,3,34,34,65,9,5,12,75,73,151
UCL522029,130,131,259,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,37,27,67,0,0,0,0,0,0,0,0,0,0,0,0,37,27,67,0,3,6,4,0,4,42,42,80,13,3,21,185,175,359
UCL522030,56,40,91,22,18,40,0,0,0,0,0,0,0,0,0,0,0,0,25,20,44,0,0,0,0,0,0,0,0,0,0,0,0,25,24,51,0,5,5,0,0,4,54,51,101,30,19,47,132,107,237
UCL522031,87,92,173,18,22,40,0,0,0,0,0,0,0,0,0,0,0,0,5,14,17,0,0,0,0,0,0,0,0,0,0,0,0,15,13,26,0,0,0,0,0,0,29,36,67,3,4,8,117,136,251
UCL522032,124,153,272,7,10,15,0,0,0,0,0,0,4,0,6,0,0,0,6,15,16,0,0,0,0,3,3,0,0,0,0,0,0,11,17,29,0,0,0,0,0,0,22,23,47,16,12,27,159,187,344
UCL522033,122,116,236,31,19,45,3,6,10,0,0,0,0,0,3,6,0,5,35,40,77,0,0,5,0,0,0,0,0,0,0,0,0,43,51,92,0,3,7,0,0,0,71,72,141,23,13,37,214,195,413
UCL522034,76,73,147,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,0,0,0,0,0,0,11,11,26,0,0,0,85,92,170
UCL522035,52,55,105,13,10,31,0,0,0,0,0,0,0,0,0,0,0,0,23,27,45,0,0,0,0,0,0,0,0,0,0,0,0,23,27,45,0,0,9,3,0,7,41,45,88,13,9,27,107,110,219
UCL522036,72,67,138,11,14,21,0,0,0,0,0,0,0,0,0,0,0,0,18,13,36,0,0,0,0,0,0,0,0,0,0,0,0,18,13,36,5,0,3,0,0,0,36,29,65,7,0,9,117,89,211
UCL522037,82,85,168,9,10,22,0,0,0,0,0,0,0,0,0,0,0,0,18,21,40,0,0,3,0,0,0,0,0,0,0,0,0,20,30,48,0,4,3,0,0,0,37,37,69,23,18,40,137,139,279
UCL522038,120,115,232,45,36,75,0,0,0,0,0,0,0,0,0,3,4,6,45,38,78,0,0,0,0,0,0,0,0,0,0,0,0,47,40,83,10,13,22,4,0,4,103,83,185,11,9,21,231,208,438
UCL522039,94,61,153,31,43,72,0,0,0,0,0,0,6,3,11,0,0,0,31,43,74,0,0,0,0,3,5,0,0,0,0,0,0,41,50,89,0,3,8,0,0,0,74,96,176,31,25,58,202,185,384
UCL522040,67,69,133,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,21,49,0,0,0,0,0,0,0,0,0,0,0,0,29,21,53,3,0,0,0,0,0,35,23,60,9,10,21,110,97,209
UCL522041,107,89,199,3,5,12,0,0,0,0,0,0,0,0,5,0,0,0,39,39,78,0,0,0,0,0,0,0,0,0,0,0,0,41,40,80,0,0,0,0,0,0,49,42,93,26,22,41,187,149,335
UCL522042,29,32,62,0,3,8,9,7,15,0,0,3,7,6,12,0,0,6,78,73,149,0,0,0,5,0,7,0,0,0,0,0,0,101,82,186,10,9,21,0,0,4,111,102,217,38,36,69,180,169,347
UCL522043,154,155,312,5,13,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,3,0,0,0,0,0,0,7,7,8,0,0,0,0,0,0,14,14,29,19,17,33,185,187,375
UCL522044,45,35,83,6,7,11,0,0,0,0,0,0,0,4,3,0,0,4,15,15,29,0,0,0,0,0,0,0,0,0,0,0,0,23,20,40,3,0,0,0,0,0,24,27,52,12,9,21,86,65,149
UCL522045,44,56,101,9,8,20,0,0,0,0,0,0,0,4,4,0,0,0,3,3,4,0,0,0,4,0,4,0,0,0,0,0,0,14,11,19,0,0,3,0,0,0,17,20,45,18,15,32,81,92,175
UCL522046,67,55,115,13,7,19,0,0,0,0,0,0,4,0,4,0,0,0,21,17,34,3,0,4,0,0,0,0,0,0,0,0,0,23,22,40,0,0,0,0,0,0,30,28,64,25,26,51,124,103,231
UCL522047,90,83,167,21,23,45,0,0,0,0,0,0,5,0,4,3,0,0,24,38,62,0,0,0,0,0,0,0,0,0,0,0,0,28,42,71,0,0,0,0,0,0,49,67,118,69,71,136,205,213,420
UCL522048,65,51,119,31,26,52,0,0,0,0,0,0,0,0,0,0,0,0,21,20,41,0,0,0,5,0,8,0,0,0,0,0,0,24,24,49,3,0,6,0,0,0,59,46,107,25,18,43,150,124,275
UCL522049,67,65,131,8,4,17,0,5,4,0,0,0,0,0,0,0,0,0,21,13,38,0,0,0,0,0,0,0,0,0,0,0,0,22,21,43,5,3,11,0,0,0,38,32,63,50,46,97,152,141,293
UCL522050,111,106,220,26,27,51,0,0,0,3,6,4,0,3,4,0,0,0,22,26,48,0,0,0,0,0,0,0,0,0,0,0,0,31,33,60,4,0,4,0,0,0,54,57,115,43,35,72,209,201,405
UCL522051,63,83,145,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,25,33,53,0,0,0,0,3,0,0,0,0,0,0,0,28,34,57,0,0,0,0,0,0,36,39,74,3,9,11,103,126,228
UCL522052,44,51,91,10,0,12,0,0,0,0,0,0,0,0,4,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21,5,0,5,0,0,0,27,11,39,8,0,6,76,61,132
UCL522053,49,60,108,3,6,11,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,18,0,0,0,0,3,6,5,25,33,5,12,17,61,93,160
UCL522054,47,45,94,13,20,31,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,0,0,0,0,0,0,14,31,49,18,10,25,85,80,162
UCL522055,60,41,103,17,18,39,0,0,3,0,0,0,3,4,10,0,4,5,17,22,41,0,0,0,0,0,0,0,0,0,0,0,0,24,30,51,3,6,5,0,0,0,40,53,93,13,12,25,117,109,220
UCL522056,74,72,142,21,15,35,0,0,4,0,0,0,0,0,0,3,10,10,36,41,80,0,0,0,0,0,3,0,0,0,0,0,0,43,53,98,4,9,6,4,7,10,69,75,148,22,21,36,164,172,331
UCL522057,23,16,38,0,4,4,3,6,3,7,3,13,0,0,0,0,0,0,22,24,44,0,0,0,4,0,4,0,0,0,0,0,0,33,32,69,16,14,29,0,0,0,49,49,97,15,13,23,89,68,158
UCL522058,83,88,172,11,17,23,0,0,0,0,0,0,0,0,0,0,0,0,19,11,27,0,0,0,0,0,0,0,0,0,0,0,0,18,13,29,0,0,4,6,0,6,33,26,64,18,24,37,131,140,270
UCL522059,81,78,163,23,26,45,0,0,0,0,0,0,0,0,0,0,0,4,22,25,47,0,0,0,0,0,0,0,0,0,0,0,0,28,28,51,0,5,6,0,0,0,52,49,102,35,30,70,172,167,336
UCL522060,23,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,3,6,9,0,0,0,28,34,59
UCL522061,93,89,187,15,19,32,0,0,0,0,0,3,0,0,0,3,0,3,37,39,71,0,0,0,0,0,0,0,0,0,0,0,0,37,43,81,7,4,10,4,0,7,62,59,125,14,5,22,163,162,327
UCL522062,69,71,145,16,21,37,0,0,0,0,0,0,0,0,0,0,0,0,13,6,25,0,0,0,0,0,0,0,0,0,0,0,0,13,6,25,0,0,0,0,0,0,28,32,56,3,4,5,106,103,206
UCL522063,67,70,137,8,5,15,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,10,13,25,8,14,23,86,95,180
UCL522064,125,132,259,36,33,69,0,0,0,0,0,3,3,0,3,0,0,0,19,19,34,0,0,0,0,3,3,0,0,0,0,0,0,21,19,44,0,4,4,0,4,0,60,60,118,19,13,32,204,203,408
UCL522065,71,65,134,13,10,29,0,5,4,0,0,0,0,0,0,0,0,0,18,13,34,0,0,0,0,0,0,0,0,0,0,0,0,18,17,34,0,0,0,0,0,0,28,29,62,32,23,55,131,123,255
UCL522066,87,100,191,21,23,50,0,0,0,0,0,0,0,0,0,0,0,0,32,41,71,0,0,0,0,0,0,0,0,0,0,0,0,32,41,78,9,5,11,4,0,3,66,70,135,28,34,63,181,210,392
UCL522067,57,31,90,4,17,24,0,0,0,4,0,4,0,0,3,0,0,3,32,18,48,0,0,3,0,0,0,0,0,0,0,0,0,38,20,59,0,0,8,0,0,0,52,41,89,37,18,52,141,89,228
UCL522068,134,140,282,9,3,12,0,0,0,0,0,3,0,0,0,0,0,0,37,45,85,0,0,0,0,0,0,0,0,3,0,0,0,42,49,92,0,0,0,0,4,3,50,58,108,32,15,43,214,214,431
UCL522069,79,71,150,22,16,34,0,0,0,0,0,0,0,0,0,0,0,0,29,24,57,0,0,5,0,0,0,0,0,0,0,0,0,30,28,61,5,3,6,0,0,0,58,47,103,13,14,34,151,144,291
UCL522070,71,75,145,39,34,73,0,0,0,0,0,0,0,3,5,0,0,6,43,36,79,0,0,0,0,0,0,0,0,0,0,0,0,44,40,88,3,0,3,0,0,3,91,76,163,13,13,28,177,161,338
UCL522071,157,155,308,3,4,11,0,4,0,0,3,3,0,0,0,0,0,0,7,10,14,0,0,0,0,0,0,0,0,0,0,0,0,8,17,23,4,0,4,0,0,0,14,24,34,18,11,27,186,188,367
UCL531001,47928,42673,90602,4257,3945,8206,431,355,779,427,344,772,600,431,1029,215,162,378,15210,14165,29375,94,73,164,201,148,351,33,18,45,10,11,21,17211,15695,32912,1449,1388,2833,371,277,651,23289,21308,44601,14406,6826,21232,85628,70804,156428
UCL579997,123,16,139,0,0,0,11,0,8,0,0,0,12,0,15,0,0,0,78,9,88,0,0,0,5,0,4,0,0,0,0,0,0,102,13,116,34,10,38,0,0,0,137,24,163,199,19,222,455,58,514
UCL599994,365,234,595,139,96,234,161,141,302,131,129,257,206,200,407,42,44,91,889,802,1698,27,27,53,34,30,60,7,14,21,0,0,0,1499,1391,2889,228,255,488,32,21,50,1901,1766,3664,2225,1267,3492,4491,3264,7755
