UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL515007,26,109,109,626,3,877,0,0,0,17,0,16,14,0,0,3,0,14,3,4,3,8,0,16,18,8,5,19,0,55,286,101,104,462,12,963,5,0,4,4,0,9,13,3,7,0,0,26,27,6,10,45,0,87,4,0,3,4,0,11,0,0,0,0,0,0,9,5,0,5,0,15,55,10,14,141,0,228,18,5,5,45,0,70,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,7,0,0,0,17,14,10,7,6,0,31,3,0,0,5,0,13,0,0,0,3,0,3,0,0,0,0,0,0,47,16,25,118,3,206,3,0,0,0,0,5,6,3,0,0,0,17,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,20,77,16,14,17,0,123,0,0,0,15,207,223,480,180,176,1067,219,2119
UCL515008,8,64,59,444,0,581,0,4,7,39,0,42,9,0,0,0,0,13,0,0,0,5,0,5,12,6,3,4,0,19,107,50,38,274,10,480,10,0,5,0,0,16,3,0,0,4,0,6,11,3,0,36,0,47,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,6,8,81,0,128,11,4,0,25,0,35,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,3,0,12,11,8,4,0,0,21,0,5,0,0,0,8,0,0,0,4,0,12,0,0,0,0,0,0,28,10,8,57,0,101,0,0,0,0,0,0,5,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,35,8,10,31,7,90,3,0,0,8,127,135,223,96,93,723,139,1282
UCL515009,22,132,91,754,19,1014,0,3,0,36,0,44,7,3,0,8,0,15,8,5,0,6,0,28,45,10,4,10,0,69,493,128,107,647,20,1393,7,0,0,0,0,7,18,0,0,5,0,20,55,11,19,60,3,144,0,0,0,4,0,7,3,0,0,0,0,5,8,3,0,0,0,13,89,28,21,192,6,328,29,17,6,25,0,76,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,4,3,0,0,0,0,3,5,3,0,0,0,5,15,4,0,0,6,22,19,4,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,3,113,35,22,163,9,349,6,0,0,0,0,6,15,0,0,0,0,21,3,0,0,3,0,4,3,0,0,0,0,3,20,0,0,0,0,20,19,4,0,10,0,31,110,29,27,39,6,207,0,0,5,14,258,275,885,242,180,1344,301,2944
UCL515010,8,42,35,497,11,587,3,49,8,1021,10,1093,10,3,4,10,0,27,3,0,0,0,0,9,9,0,8,3,0,20,105,43,29,343,12,531,27,4,0,4,0,27,4,0,0,3,0,7,17,3,0,27,0,41,0,0,0,3,0,6,0,0,0,0,0,0,24,0,0,0,0,23,28,17,5,136,0,190,0,3,3,28,0,35,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,30,15,4,6,0,0,25,3,0,0,3,0,8,0,0,0,4,0,4,0,0,0,0,0,0,37,10,8,106,0,166,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,107,11,13,48,4,185,7,4,0,23,782,811,357,119,61,1655,811,3009
UCL515011,17,144,101,784,13,1070,0,10,3,86,0,103,28,0,0,4,0,35,0,6,0,0,0,3,12,13,6,15,0,47,315,160,110,785,24,1389,13,0,5,0,0,16,4,0,0,0,0,10,25,15,9,52,0,101,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,55,41,14,173,5,285,53,27,15,77,4,176,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,13,19,5,14,3,0,35,7,4,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,76,32,26,171,4,317,0,0,0,4,0,4,0,5,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,18,0,4,0,0,16,9,4,0,8,0,25,83,7,11,39,0,146,4,4,0,10,137,161,622,278,183,1526,180,2786
UCL515012,7,89,79,780,6,965,0,13,0,136,0,149,9,0,0,3,0,16,6,0,0,10,0,21,12,6,0,24,0,45,181,104,59,610,8,961,7,0,3,0,0,20,10,4,0,0,0,20,27,6,10,56,0,94,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,49,23,10,123,0,206,9,5,0,62,0,81,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,14,0,0,0,0,0,4,18,3,3,3,0,22,0,4,9,4,0,16,9,0,0,6,0,14,0,0,0,6,0,3,0,0,0,0,0,0,65,19,19,117,0,219,0,0,0,0,0,0,16,0,0,4,0,26,4,4,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,9,4,0,13,0,23,50,10,12,40,0,108,4,0,0,22,110,137,393,183,123,1404,120,2219
UCL515013,18,115,109,917,19,1182,0,0,6,64,5,70,18,6,4,11,0,34,4,3,3,16,0,24,32,13,4,8,3,55,271,102,85,610,18,1088,34,0,5,0,0,33,10,0,0,0,0,10,54,5,9,59,0,129,6,3,0,15,0,26,5,0,0,3,0,10,6,0,0,0,0,8,51,17,7,153,0,232,37,14,15,58,0,127,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,10,12,3,0,0,0,13,21,5,7,3,0,36,18,0,6,7,0,34,4,0,0,0,0,9,0,0,0,0,0,0,64,19,18,178,0,286,0,0,0,0,0,0,9,0,0,0,0,16,14,3,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,17,105,20,24,40,7,193,12,0,6,21,220,262,630,190,180,1536,267,2806
UCL515014,0,20,22,120,0,161,0,6,3,595,0,607,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,7,34,9,10,72,0,134,14,0,0,0,0,13,4,0,0,0,0,3,0,0,4,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,0,5,21,0,29,5,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,20,7,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,6,6,15,0,32,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,0,0,40,0,0,20,0,65,0,0,0,0,83,90,127,32,31,746,88,1022
UCL515015,33,115,71,643,4,862,0,5,4,100,0,108,78,0,0,0,0,77,4,0,0,6,0,9,29,5,3,9,0,43,250,100,72,584,18,1024,343,5,0,0,4,351,10,3,0,3,0,21,11,3,0,34,4,47,0,0,0,11,0,16,0,0,0,0,0,0,3,0,0,0,0,10,31,12,8,93,0,151,167,32,13,179,5,389,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,3,0,0,40,11,18,4,0,0,36,6,0,0,5,0,14,4,0,0,0,0,4,0,0,0,0,0,0,26,13,13,109,0,164,0,0,0,0,0,0,12,0,0,0,0,17,12,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,3,0,14,113,11,4,20,0,150,10,0,0,7,158,176,1022,208,127,1264,187,2797
UCL515016,9,80,39,535,12,672,0,3,0,52,0,54,3,0,0,6,0,5,0,0,0,3,0,3,13,3,3,8,0,25,163,72,37,434,9,712,7,0,3,0,0,8,0,0,0,0,0,9,3,9,0,34,0,48,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,10,5,100,3,140,7,5,4,27,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,11,5,0,0,0,0,9,11,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,51,8,7,109,0,182,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,3,40,11,5,23,0,78,0,3,0,8,140,152,307,121,60,947,162,1600
UCL515017,11,44,45,340,5,447,0,3,3,35,4,41,7,0,0,4,0,8,0,0,0,0,0,0,10,4,4,0,0,23,130,41,48,326,5,553,9,0,0,0,0,7,5,0,0,0,0,7,10,0,3,38,0,54,0,0,0,0,0,4,0,0,0,0,0,3,6,0,0,0,0,6,20,10,3,58,0,93,10,0,4,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,10,5,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,30,12,10,74,0,131,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,4,0,9,36,5,4,8,0,48,0,0,0,10,190,196,251,76,78,666,197,1270
UCL515018,9,65,56,483,14,626,4,8,6,78,5,102,11,0,3,0,0,5,5,0,0,0,0,7,7,3,0,4,0,14,147,41,42,300,11,551,24,0,0,0,3,29,3,0,0,0,0,3,9,5,0,45,0,63,3,4,0,0,0,6,4,0,0,0,0,4,0,4,0,0,0,0,40,10,7,81,0,135,3,4,0,20,0,25,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,88,11,12,0,0,117,33,3,7,0,0,44,6,0,0,4,0,8,6,0,0,0,0,6,0,0,0,0,0,0,46,14,20,82,0,164,3,0,0,0,0,3,8,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,16,40,3,10,19,4,77,9,0,0,14,249,271,374,110,89,800,282,1660
UCL515019,21,144,98,874,23,1164,0,17,4,276,15,307,40,0,6,3,0,44,0,3,0,5,0,4,33,12,10,14,0,65,259,90,87,674,33,1137,41,0,6,4,0,46,9,0,0,5,0,7,24,4,11,81,0,116,0,0,6,4,0,4,0,0,0,0,0,0,17,0,3,0,3,20,39,15,6,129,3,188,30,16,6,56,0,118,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,19,13,0,8,108,19,16,5,0,0,40,11,0,3,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,44,12,13,138,3,211,7,0,0,0,0,7,35,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,8,0,18,502,33,28,139,20,724,23,6,5,34,336,402,1048,243,173,1756,422,3641
UCL515020,23,115,114,921,48,1216,4,21,14,1110,68,1209,50,3,3,8,0,62,5,3,0,3,0,13,26,3,9,28,0,65,258,94,110,666,15,1148,53,0,5,0,0,62,28,0,5,4,0,32,35,3,10,82,0,127,0,0,3,4,0,3,4,0,0,0,0,8,43,0,0,4,0,51,84,22,9,224,5,346,27,7,15,56,0,105,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,14,0,4,3,0,16,26,5,9,3,0,38,11,0,3,4,0,14,3,0,0,0,0,3,5,0,0,0,0,9,62,23,24,157,0,269,6,0,0,0,0,8,15,0,0,0,0,14,5,0,0,0,0,8,7,0,0,0,0,10,14,0,0,0,0,14,20,0,0,4,0,32,177,12,39,110,9,347,18,0,5,20,745,785,815,189,210,2457,846,4515
UCL515021,13,79,58,510,3,663,0,0,0,20,0,22,10,0,3,0,0,10,0,0,0,4,0,9,33,8,4,26,0,64,243,76,62,477,10,873,6,0,0,0,0,10,3,0,0,0,0,4,19,8,8,46,5,78,0,0,0,0,0,0,3,0,0,5,0,5,9,0,0,0,0,9,40,12,6,112,0,163,10,6,0,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,6,18,5,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,60,18,21,100,0,199,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,9,5,0,6,0,14,36,14,17,15,0,86,6,4,0,0,58,65,397,142,106,941,68,1655
UCL515022,46,195,142,1290,28,1700,0,19,3,163,0,192,10,0,0,0,0,10,13,7,0,11,0,32,16,14,8,24,0,60,321,214,137,1251,24,1946,35,0,5,4,0,37,12,3,0,4,0,15,27,14,5,76,0,123,14,0,0,9,0,19,0,0,0,0,0,0,35,0,5,0,0,39,56,26,20,217,0,323,77,24,7,159,0,268,5,0,0,0,0,5,6,0,0,0,0,6,56,9,0,24,0,96,0,3,0,0,0,3,7,0,8,0,0,11,23,7,11,7,0,42,16,0,3,10,0,27,0,0,0,3,0,0,0,0,0,0,0,0,70,40,19,300,5,439,0,0,0,0,0,0,3,5,4,0,0,12,4,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,7,0,29,136,25,21,57,9,249,16,3,6,28,205,254,825,371,225,2457,258,4138
UCL515023,21,84,72,809,16,1001,0,11,8,117,3,137,0,3,0,3,0,4,9,0,0,3,0,16,18,5,0,9,0,31,159,94,75,614,17,960,28,0,4,0,0,27,3,0,0,9,0,7,14,4,5,51,0,70,0,0,0,4,0,0,3,0,0,0,0,6,25,0,0,0,0,26,23,16,9,134,0,177,28,10,8,62,0,107,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,5,9,0,4,0,0,15,7,3,9,0,0,21,8,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,45,16,17,140,3,223,7,0,0,0,0,7,8,0,0,0,0,9,3,0,0,6,0,8,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,6,0,10,84,7,11,31,0,126,6,0,0,15,241,268,400,163,127,1418,272,2384
UCL515024,5,50,47,520,8,631,0,7,4,223,9,238,3,0,0,3,0,3,4,0,0,0,0,3,19,7,0,16,0,42,100,47,41,403,10,601,18,0,0,0,0,18,0,0,0,3,0,0,11,0,0,21,0,42,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,15,3,7,80,0,116,7,4,0,18,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,19,6,3,3,0,0,15,0,4,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,28,11,11,69,5,117,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,26,10,6,12,0,46,0,0,0,11,188,206,218,88,76,989,225,1591
UCL515025,14,66,59,548,8,697,0,9,5,81,3,91,8,0,0,3,0,14,0,0,0,0,0,0,17,7,0,11,0,36,193,82,64,461,22,830,28,0,0,0,0,32,4,0,0,3,0,4,20,4,9,22,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,32,14,10,113,3,174,6,3,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,9,0,0,0,10,0,0,0,0,0,9,0,0,0,7,0,6,0,0,0,0,0,3,0,0,0,0,0,0,38,16,15,110,9,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,7,3,0,5,0,14,134,8,11,7,3,163,5,0,5,5,230,243,441,127,99,959,268,1898
UCL515026,26,134,116,647,5,923,0,3,7,48,0,67,13,4,0,3,0,20,0,5,0,4,0,3,55,21,16,65,0,154,380,133,111,487,6,1109,12,0,0,0,0,12,4,0,0,0,0,8,17,9,6,37,0,67,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,61,11,14,103,0,193,12,4,3,43,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,11,14,4,3,0,0,31,28,18,7,4,0,50,4,0,4,4,0,14,0,0,0,0,0,0,5,0,0,0,0,5,66,20,27,84,0,197,3,0,0,0,0,3,12,6,4,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,107,16,14,22,3,164,6,0,0,3,120,132,660,216,185,1092,134,2284
UCL515027,40,122,106,1037,22,1336,0,12,0,213,9,237,23,0,0,0,0,26,0,0,0,0,0,3,30,3,3,40,0,74,275,135,121,891,40,1465,113,0,9,0,0,118,0,0,0,5,0,7,29,8,6,75,4,116,0,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,38,43,23,5,209,5,281,35,10,8,59,0,116,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,4,4,5,44,26,6,5,11,0,48,23,4,5,15,0,51,4,0,0,0,0,4,0,0,0,0,0,0,65,34,24,193,0,309,3,0,0,0,0,3,43,0,0,3,0,57,0,0,0,5,0,5,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,6,0,11,183,12,9,29,11,238,13,0,0,31,414,455,858,224,188,1999,482,3745
UCL515028,34,147,151,975,11,1328,0,28,26,453,11,512,51,0,5,8,0,64,9,6,4,14,0,29,35,8,5,25,0,74,385,124,116,643,18,1275,131,3,13,8,0,154,15,3,0,4,0,32,29,12,5,74,0,123,10,0,3,9,0,22,3,0,0,0,0,11,47,4,0,0,3,56,99,26,19,174,0,317,15,6,10,50,3,87,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,7,3,0,0,8,0,4,150,10,10,7,4,182,48,12,14,11,0,85,4,0,0,5,0,9,3,0,0,0,0,3,12,0,0,0,0,16,122,39,30,169,0,353,12,0,0,0,0,14,32,8,3,0,0,44,19,0,0,3,0,23,0,0,0,0,0,0,3,0,0,0,0,4,20,3,0,11,0,39,359,44,50,84,0,530,22,0,6,15,482,520,1291,270,259,1893,524,4239
UCL515029,12,35,55,341,3,449,0,4,0,90,6,105,11,5,0,4,0,16,3,0,0,0,0,5,7,4,0,7,0,15,96,31,39,234,9,399,20,0,9,0,0,35,4,0,0,0,0,4,9,0,0,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,31,7,9,76,5,122,10,0,0,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,5,0,54,12,5,3,0,0,23,0,0,0,0,0,3,3,0,0,3,0,4,3,0,0,0,0,6,34,11,16,52,5,113,0,0,0,0,0,0,4,0,0,0,0,5,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,64,13,8,14,0,101,3,0,0,3,281,290,300,67,84,579,298,1319
UCL515030,37,179,154,1182,15,1565,0,10,9,134,6,155,10,0,0,0,0,11,6,0,0,8,0,14,44,7,7,24,0,78,463,171,145,977,27,1793,51,0,3,0,0,55,4,0,0,8,0,19,31,11,6,51,0,97,0,0,0,5,0,3,3,0,0,0,0,3,9,0,0,0,0,7,84,27,16,194,0,320,33,17,11,68,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,30,3,5,0,0,39,16,11,0,6,0,39,9,0,0,5,0,18,0,0,0,3,0,3,0,0,0,0,0,0,112,38,22,220,0,398,0,0,0,0,0,0,28,8,0,0,0,35,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,11,4,0,8,0,19,88,27,19,32,3,169,8,0,0,22,337,367,864,307,233,2084,387,3883
UCL515031,19,124,111,961,28,1237,0,13,3,93,3,111,5,0,0,9,0,11,5,8,0,3,0,21,24,11,3,6,0,47,254,98,90,748,18,1204,7,0,0,0,0,7,6,0,0,0,0,9,24,0,6,70,0,102,0,0,0,8,0,7,0,0,0,0,0,0,3,0,0,0,0,7,39,15,12,189,4,260,18,10,3,39,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,32,0,4,0,0,32,15,9,8,0,0,36,8,6,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,4,70,24,12,148,5,254,6,0,0,0,0,3,0,3,0,0,0,6,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,9,0,22,54,13,14,32,0,105,0,0,0,3,282,280,483,196,153,1685,324,2841
UCL515032,9,88,76,517,10,699,0,0,0,33,0,41,0,0,0,0,0,5,0,0,0,0,0,9,26,13,3,11,0,57,244,67,65,272,16,665,7,0,0,0,0,7,0,3,0,0,0,4,10,12,7,35,0,58,0,0,0,0,0,0,4,0,0,0,0,7,7,0,0,4,0,12,34,16,3,55,3,109,10,4,5,26,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,4,4,4,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,8,13,46,3,115,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,6,21,40,12,3,9,0,66,8,0,0,9,82,96,381,131,107,754,108,1485
UCL515033,13,76,145,812,10,1058,4,14,11,252,0,280,17,0,0,0,0,23,3,0,5,4,0,10,18,3,6,12,0,44,241,87,89,503,10,929,47,0,7,0,0,62,5,0,0,6,0,8,26,5,7,61,0,99,0,0,0,8,0,10,0,0,0,0,0,6,20,0,0,3,0,27,64,7,19,126,0,218,16,7,4,45,0,68,0,0,0,0,0,0,9,0,0,7,0,11,0,4,0,4,0,8,0,0,0,0,0,7,74,10,10,6,0,95,24,9,5,3,0,46,3,3,3,4,0,11,6,9,5,0,0,13,8,3,0,0,0,11,64,16,20,111,0,213,0,0,0,0,0,3,12,4,0,0,0,20,0,0,0,4,0,8,5,0,0,0,0,3,0,0,0,0,0,0,3,3,0,5,0,14,185,14,25,53,0,284,3,0,0,9,370,392,688,165,207,1414,391,2874
UCL515034,28,165,136,645,4,978,0,13,4,118,0,142,17,5,0,0,0,26,13,0,0,7,0,16,35,13,3,27,3,75,548,145,118,502,12,1318,10,0,0,0,0,16,16,3,0,0,0,21,45,8,10,43,0,108,5,3,0,6,0,14,5,0,0,0,0,8,0,4,4,5,0,13,117,26,20,115,4,272,30,14,10,47,0,95,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,12,0,0,0,0,0,4,61,9,15,4,0,84,36,10,3,6,0,64,16,3,3,12,0,24,0,0,4,0,0,6,5,0,0,0,0,5,117,19,18,108,0,267,5,0,0,0,0,10,30,4,3,0,0,42,10,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,34,4,9,0,0,44,140,20,21,25,0,206,6,0,3,14,186,202,995,272,214,1167,204,2853
