UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL521014,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,4,0,0,0,4,..,0,0,0,9,10,5,3,0,27,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,46,25,23,33,48,47,37,7,0,273,..,0,17,19,44,58,47,5,0,200,..,6,13,9,18,16,7,5,0,67,..,0,8,11,10,0,4,0,0,35,87,..,..,..,..,..,..,..,..,87,..,11,..,..,..,..,..,..,..,11,..,21,5,5,5,0,0,0,0,35,..,3,6,4,5,3,0,0,0,12,..,0,0,0,4,0,0,0,0,12,..,0,0,0,3,3,0,0,0,15,..,0,4,3,15,35,29,17,0,103,5,0,0,0,3,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,95,50,52,56,98,116,94,27,4,592
UCL521015,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,4,5,0,3,12,15,12,4,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,16,31,27,26,36,45,32,9,260,..,0,22,25,26,37,50,32,14,214,..,14,19,10,4,6,4,0,0,58,..,0,0,5,6,0,0,0,0,15,81,..,..,..,..,..,..,..,..,81,..,4,..,..,..,..,..,..,..,4,..,12,0,0,0,3,0,0,0,14,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,5,0,0,0,8,..,7,6,4,10,24,31,18,9,111,0,0,0,3,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,81,44,57,51,53,70,92,54,21,524
UCL521016,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,7,0,0,7,3,7,4,7,37,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,50,36,41,30,37,30,29,11,10,276,..,6,43,33,42,40,39,19,3,232,..,8,16,6,5,5,0,0,0,39,..,0,3,0,0,4,5,0,0,16,110,..,..,..,..,..,..,..,..,110,..,21,..,..,..,..,..,..,..,21,..,11,10,3,3,0,0,0,0,28,..,6,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,11,0,0,0,0,0,0,0,17,..,4,19,5,11,14,16,17,13,98,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,114,72,95,56,72,68,62,37,18,580
UCL521017,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,3,0,3,0,3,0,3,3,25,8,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,73,27,45,45,30,25,25,13,10,290,..,10,43,63,32,41,33,16,3,245,..,8,19,10,7,3,3,0,0,49,..,0,0,0,0,5,3,0,0,16,136,..,..,..,..,..,..,..,..,136,..,17,..,..,..,..,..,..,..,17,..,11,7,0,0,4,0,0,0,29,..,0,0,0,0,0,0,0,0,13,..,4,0,8,0,0,0,0,0,13,..,0,5,11,5,0,0,0,0,16,..,9,4,7,10,11,4,9,3,57,13,0,4,6,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,142,61,88,95,60,65,44,27,11,601
UCL521018,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,8,6,9,3,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,30,27,36,32,29,22,23,5,250,..,3,35,29,41,34,31,21,8,202,..,10,11,14,6,0,3,0,0,51,..,0,5,5,12,3,0,0,0,26,109,..,..,..,..,..,..,..,..,109,..,24,..,..,..,..,..,..,..,24,..,15,7,4,3,5,0,0,0,29,..,3,0,0,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,4,0,0,6,..,0,7,0,7,7,10,10,0,47,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,113,66,63,59,65,56,52,33,10,517
UCL521019,..,3,0,0,0,0,0,0,0,5,..,6,0,0,0,3,0,0,0,14,..,0,7,3,11,13,13,11,0,54,0,4,6,5,0,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,41,24,40,35,33,58,49,19,3,308,..,0,7,29,20,44,58,23,0,183,..,0,26,18,14,18,10,4,0,96,..,0,3,6,8,0,0,0,0,16,80,..,..,..,..,..,..,..,..,80,..,3,..,..,..,..,..,..,..,3,..,9,4,0,0,0,0,0,0,12,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,5,..,8,0,0,0,6,6,0,0,26,..,4,5,10,19,26,35,18,4,122,0,0,4,8,10,16,11,3,0,48,0,0,0,0,0,0,0,0,0,0,80,35,55,73,67,113,118,46,8,597
UCL521020,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,6,0,4,..,0,0,0,0,3,12,0,0,12,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,53,28,31,33,47,55,61,15,0,329,..,0,7,36,61,77,80,36,0,296,..,6,21,12,14,4,17,5,0,74,..,0,6,0,7,6,0,0,0,22,110,..,..,..,..,..,..,..,..,110,..,24,..,..,..,..,..,..,..,24,..,27,15,4,0,0,0,0,0,48,..,5,5,0,3,3,3,0,0,21,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,4,6,0,9,..,0,0,0,11,13,24,3,0,48,0,7,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,110,67,50,59,103,109,130,46,4,671
UCL521021,..,0,0,0,0,0,0,0,0,0,..,0,7,0,0,4,4,0,0,16,..,3,0,0,0,3,8,5,7,33,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,90,36,42,63,39,51,49,25,5,415,..,0,17,72,46,68,72,44,4,325,..,13,28,13,10,7,0,3,0,72,..,0,3,9,9,0,0,0,0,25,195,..,..,..,..,..,..,..,..,195,..,33,..,..,..,..,..,..,..,33,..,16,6,3,5,4,0,0,0,30,..,0,5,0,0,0,0,0,0,4,..,4,0,4,0,0,0,0,0,8,..,0,12,0,3,8,5,0,0,25,..,3,4,3,9,10,19,8,9,66,6,3,0,0,3,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,197,70,71,109,89,95,98,63,12,798
UCL521022,..,0,0,0,0,0,0,0,0,3,..,0,5,0,4,5,0,0,0,14,..,0,0,0,7,12,7,0,6,25,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,60,26,31,41,58,51,25,3,6,302,..,0,13,27,68,48,29,0,0,188,..,6,27,23,17,11,3,0,0,88,..,0,0,9,7,6,0,0,0,25,121,..,..,..,..,..,..,..,..,121,..,28,..,..,..,..,..,..,..,28,..,16,0,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,10,0,4,3,0,0,0,22,..,7,5,3,4,19,17,0,6,62,0,0,3,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,121,48,62,75,107,97,55,6,6,574
UCL521023,..,0,0,0,0,0,0,0,0,3,..,0,4,4,0,0,0,0,0,8,..,0,0,0,0,7,4,0,0,19,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,26,41,40,24,29,24,10,0,243,..,10,30,47,33,30,38,11,0,206,..,4,16,9,8,9,4,0,0,41,..,0,3,4,6,0,0,0,0,14,120,..,..,..,..,..,..,..,..,120,..,10,..,..,..,..,..,..,..,10,..,14,4,9,5,0,0,0,0,26,..,0,3,0,0,0,7,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,4,4,0,3,4,0,0,14,..,6,3,3,5,23,12,4,0,61,0,3,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,120,43,70,75,49,72,61,16,3,505
UCL521024,..,0,0,0,0,0,0,0,0,3,..,3,7,0,3,0,0,0,0,16,..,3,15,10,11,22,12,0,0,79,0,8,6,9,9,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,183,121,132,120,89,68,42,7,0,756,..,9,49,45,28,22,21,9,0,180,..,20,42,41,32,15,5,3,0,160,..,9,32,42,29,13,11,9,0,155,373,..,..,..,..,..,..,..,..,373,..,40,..,..,..,..,..,..,..,40,..,71,29,16,5,0,0,0,0,116,..,56,15,20,23,13,9,3,0,136,..,0,0,0,0,3,0,0,0,5,..,0,9,5,6,4,0,0,0,23,..,3,30,28,27,38,25,4,0,152,3,14,11,6,9,6,8,5,0,59,0,0,0,0,0,0,0,0,0,3,376,227,230,203,151,112,78,25,0,1406
UCL521025,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,..,7,4,5,6,6,9,17,4,66,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,64,18,55,41,39,36,31,33,9,333,..,0,35,46,34,36,34,21,7,214,..,6,42,19,13,12,11,4,0,103,..,0,4,10,5,0,3,6,0,27,142,..,..,..,..,..,..,..,..,142,..,3,..,..,..,..,..,..,..,3,..,6,0,5,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,6,0,3,3,0,0,0,6,..,7,12,6,20,25,20,24,9,130,4,0,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,146,34,98,81,88,90,69,47,15,678
UCL521026,..,0,0,0,0,0,3,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,4,0,4,5,3,0,0,22,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,76,41,37,55,77,49,18,24,0,379,..,0,30,60,91,55,31,16,3,293,..,10,14,14,20,14,5,3,0,76,..,0,3,9,7,3,0,0,0,32,176,..,..,..,..,..,..,..,..,176,..,36,..,..,..,..,..,..,..,36,..,21,10,0,0,0,0,0,0,35,..,0,0,0,3,0,5,4,0,16,..,0,0,0,0,0,3,0,0,9,..,0,0,0,8,0,4,0,0,10,..,0,3,3,8,14,5,8,0,49,6,5,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,181,76,65,93,142,94,53,36,3,744
UCL521027,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,3,3,7,0,6,6,5,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,47,42,32,34,36,22,15,10,0,233,..,0,24,24,35,34,19,5,0,138,..,21,28,16,13,9,0,0,0,86,..,0,5,4,8,0,0,0,0,22,101,..,..,..,..,..,..,..,..,101,..,18,..,..,..,..,..,..,..,18,..,7,0,0,0,0,0,0,0,17,..,6,0,0,0,0,0,0,0,11,..,4,0,0,0,0,0,0,0,5,..,0,0,3,0,0,0,0,0,9,..,4,8,11,12,19,12,4,0,77,6,6,4,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,106,75,73,67,72,59,40,9,0,501
UCL521028,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,..,4,5,6,5,12,14,20,9,72,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,43,28,31,33,49,54,48,33,16,337,..,0,16,24,23,51,55,24,3,205,..,3,19,14,17,22,7,4,0,91,..,0,6,8,9,3,9,5,0,37,90,..,..,..,..,..,..,..,..,90,..,22,..,..,..,..,..,..,..,22,..,18,6,9,8,0,0,0,0,35,..,3,3,0,5,3,0,0,3,20,..,0,0,4,0,0,0,0,0,0,..,0,4,0,0,3,0,3,0,16,..,8,6,12,17,21,28,26,13,124,4,3,7,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,90,58,72,71,81,114,99,58,24,658
UCL521029,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,10,..,0,4,0,8,6,16,26,15,84,0,4,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,67,29,34,44,43,58,50,39,17,391,..,0,22,42,34,59,50,33,9,257,..,11,24,14,22,27,4,0,0,90,..,6,0,9,8,3,4,8,0,31,141,..,..,..,..,..,..,..,..,141,..,3,..,..,..,..,..,..,..,3,..,15,5,12,4,0,0,0,0,38,..,6,0,0,0,3,0,0,0,16,..,0,0,4,0,0,0,0,0,17,..,6,3,4,5,6,0,0,0,27,..,11,7,8,16,30,30,29,16,144,0,4,3,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,144,64,82,89,85,131,91,60,29,780
UCL521030,..,0,0,0,0,0,0,0,0,6,..,0,19,0,0,3,4,0,0,29,..,0,7,4,5,15,13,17,4,61,0,0,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,9,54,25,28,50,48,33,12,290,..,0,14,14,35,43,54,33,4,202,..,7,21,17,9,15,5,3,0,70,..,0,0,0,5,5,0,0,0,10,58,..,..,..,..,..,..,..,..,58,..,7,..,..,..,..,..,..,..,7,..,12,0,3,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,9,4,0,0,0,0,0,6,..,5,35,0,3,6,3,0,0,51,..,0,10,9,5,26,37,24,7,116,0,0,5,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,58,29,87,46,63,100,102,64,17,567
UCL521031,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,7,..,4,3,0,3,8,4,4,0,31,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,45,19,35,29,30,25,20,9,0,217,..,0,17,16,19,23,23,6,0,107,..,7,10,7,13,10,0,0,0,50,..,0,6,5,4,3,0,4,0,16,77,..,..,..,..,..,..,..,..,77,..,8,..,..,..,..,..,..,..,8,..,11,5,7,0,0,0,0,0,24,..,7,6,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,5,..,4,5,0,0,0,0,0,0,7,..,3,8,4,12,19,8,7,0,64,7,5,3,3,4,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,83,35,64,48,56,65,42,17,5,416
UCL521032,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,4,0,0,0,9,..,0,9,8,6,0,0,0,0,24,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,56,56,51,28,29,33,9,6,0,272,..,3,16,8,21,20,8,3,0,75,..,12,39,16,9,16,8,0,0,106,..,3,11,6,4,7,0,0,0,38,117,..,..,..,..,..,..,..,..,117,..,11,..,..,..,..,..,..,..,11,..,23,4,0,0,0,0,0,0,33,..,21,6,3,0,8,5,3,0,50,..,0,7,0,0,0,0,0,0,7,..,0,3,4,6,6,0,0,0,13,..,0,15,8,15,20,13,9,0,70,3,12,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,120,89,92,49,57,76,37,14,0,543
UCL521033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,0,0,0,3,12,10,0,0,24,0,0,0,0,0,4,6,0,0,10,0,0,0,0,0,0,0,0,0,0,25,6,10,29,16,32,18,6,0,133,..,0,0,14,10,15,11,5,0,61,..,0,4,9,10,13,3,0,0,37,..,0,3,11,0,3,0,0,0,12,47,..,..,..,..,..,..,..,..,47,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,5,6,4,0,19,..,0,7,5,9,17,17,0,0,44,0,4,0,0,0,9,9,0,0,16,0,0,0,0,0,0,0,0,0,0,47,12,19,36,36,57,43,14,7,263
UCL521034,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,..,0,0,3,6,7,4,5,0,25,6,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,52,36,36,36,62,55,40,21,5,346,..,0,19,56,74,78,52,16,3,302,..,11,15,8,7,16,6,0,0,68,..,0,4,0,11,3,4,3,0,32,102,..,..,..,..,..,..,..,..,102,..,25,..,..,..,..,..,..,..,25,..,38,14,12,8,3,0,0,0,70,..,0,0,0,0,0,0,3,0,16,..,0,3,0,0,0,0,0,0,9,..,0,3,0,4,5,0,0,0,6,..,0,0,4,6,14,14,7,0,43,7,9,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,111,87,59,81,114,124,79,38,11,707
UCL521035,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,8,0,0,0,11,..,0,0,7,3,13,12,10,5,46,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,13,10,27,26,48,36,32,6,232,..,0,7,21,24,36,45,33,4,170,..,0,6,11,12,12,10,4,0,55,..,0,3,8,4,8,0,0,0,22,60,..,..,..,..,..,..,..,..,60,..,22,..,..,..,..,..,..,..,22,..,8,6,0,0,0,0,0,0,20,..,0,0,0,0,3,4,0,0,4,..,5,0,0,0,0,0,0,0,4,..,0,0,4,0,10,5,0,0,18,..,0,3,6,15,19,18,12,4,80,3,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,57,32,30,50,55,91,82,57,14,461
UCL521036,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,4,8,12,11,11,0,47,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,26,22,29,16,26,34,29,17,0,201,..,0,10,8,10,30,22,19,0,108,..,9,19,11,9,11,0,0,0,54,..,0,8,4,5,3,11,0,0,28,49,..,..,..,..,..,..,..,..,49,..,4,..,..,..,..,..,..,..,4,..,13,13,4,4,0,0,0,0,31,..,8,0,0,0,4,6,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,3,9,9,20,30,25,15,0,123,8,0,3,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,55,39,61,35,59,78,67,37,4,434
UCL521037,..,0,0,0,0,0,0,0,0,0,..,3,0,0,4,0,3,0,0,11,..,0,0,7,15,11,15,12,6,54,0,3,0,3,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,96,36,41,79,66,52,60,37,4,472,..,0,23,60,40,59,57,38,0,279,..,10,15,26,22,10,11,0,0,82,..,0,18,28,16,14,3,4,0,78,189,..,..,..,..,..,..,..,..,189,..,33,..,..,..,..,..,..,..,33,..,35,16,8,3,5,0,0,0,67,..,7,0,5,0,6,6,0,0,20,..,5,0,0,0,0,0,0,0,9,..,6,0,0,7,4,3,0,0,22,..,4,10,10,23,25,20,22,9,126,4,5,5,5,3,0,4,0,0,35,0,0,0,0,0,0,0,0,0,0,191,98,81,142,124,118,106,64,11,939
UCL521038,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,11,..,6,0,0,3,6,17,21,12,53,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,51,17,23,26,42,51,63,34,18,325,..,0,4,18,28,68,64,28,11,227,..,3,14,20,15,14,13,0,0,79,..,0,0,10,8,0,0,3,0,27,104,..,..,..,..,..,..,..,..,104,..,10,..,..,..,..,..,..,..,10,..,12,5,3,7,3,0,0,0,38,..,8,0,0,3,0,5,0,0,11,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,6,4,0,0,18,..,6,0,0,18,21,35,27,16,114,0,3,0,0,5,6,5,4,0,25,0,0,0,0,0,0,0,0,0,0,102,36,36,54,72,112,131,69,25,647
UCL521039,..,0,0,0,0,0,0,0,0,7,..,0,4,0,0,3,0,0,0,7,..,6,3,0,0,12,10,9,5,40,0,3,7,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,66,23,32,51,52,75,43,20,12,370,..,0,23,58,55,77,67,35,6,316,..,0,6,14,18,22,8,3,0,69,..,0,6,6,10,4,3,0,0,25,146,..,..,..,..,..,..,..,..,146,..,34,..,..,..,..,..,..,..,34,..,15,4,3,0,0,0,0,0,29,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,6,0,0,4,13,..,6,3,0,8,21,15,12,9,71,8,0,7,5,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,152,59,49,90,89,131,95,51,16,742
UCL521040,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,..,0,0,0,6,5,0,0,0,19,0,0,0,0,5,7,3,0,0,20,0,0,0,0,0,0,0,0,0,0,84,12,60,48,44,39,29,10,4,328,..,3,43,64,43,34,21,0,0,207,..,0,48,29,11,27,8,0,0,124,..,0,6,3,5,0,3,0,0,19,156,..,..,..,..,..,..,..,..,156,..,0,..,..,..,..,..,..,..,0,..,8,0,0,4,4,0,0,0,13,..,4,3,0,0,0,3,0,0,17,..,0,0,0,0,0,0,0,0,5,..,3,0,0,3,0,5,0,0,12,..,4,8,8,8,15,4,9,0,62,4,0,4,0,5,12,7,5,0,43,0,0,0,0,0,0,0,0,0,0,160,28,111,115,80,89,49,19,4,653
UCL521041,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,4,3,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,9,22,12,8,4,0,0,0,77,..,0,16,16,0,0,0,0,0,45,..,4,9,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,50,..,..,..,..,..,..,..,..,50,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,6,0,4,4,3,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,50,11,37,20,7,3,0,0,0,131
