UCL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL515038,6,0,5,15,3,0,36,0,4,3,3,4,16,3,0,39,7,31,27,35,23,29,19,7,178,0,8,14,30,43,60,21,6,179,21,43,53,53,91,70,31,12,376,12,3,0,7,0,3,0,0,30,0,0,8,3,11,18,3,3,46,35,46,64,67,102,98,35,10,453,0,3,0,0,0,7,8,0,17,19,14,22,31,37,47,57,22,240,59,117,134,168,218,254,150,47,1146
UCL521001,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,7,12,3,6,0,0,30,0,5,10,6,10,7,0,0,36,14,19,30,32,31,10,0,0,132,3,0,0,0,0,0,0,0,11,0,0,3,3,0,3,0,0,11,16,21,32,38,33,10,4,0,153,0,0,0,0,0,0,0,0,0,0,3,4,0,5,4,0,0,21,22,28,50,60,54,31,4,0,243
UCL521002,6,0,5,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,4,12,6,4,4,0,35,4,3,9,14,7,15,3,0,51,7,28,22,32,31,33,3,0,151,0,0,0,0,0,0,0,0,9,0,6,0,0,5,3,0,0,10,12,35,21,41,32,38,7,0,177,0,0,0,0,3,0,0,0,0,11,5,24,6,6,23,0,0,83,24,47,61,68,58,88,14,0,359
UCL521003,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,10,7,14,9,5,0,48,0,0,5,9,9,10,11,0,52,5,12,29,12,21,25,11,0,111,0,7,0,3,0,0,0,0,10,0,0,0,0,3,6,0,0,14,3,16,28,15,25,32,12,0,137,0,0,0,0,0,3,0,0,8,7,8,13,14,7,22,22,9,99,16,33,51,46,58,83,50,14,346
UCL521004,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,10,10,4,0,0,0,0,28,0,0,0,0,4,0,0,0,6,7,16,3,8,5,0,0,0,45,6,5,0,3,3,3,0,0,17,6,3,3,0,0,0,0,0,15,16,20,7,8,13,0,5,0,72,0,0,0,0,0,0,0,0,0,8,17,3,5,6,4,0,0,45,27,56,21,24,26,7,6,0,157
UCL521005,0,0,3,0,0,0,13,0,0,3,0,0,3,0,0,14,4,15,20,6,8,4,0,0,62,0,7,19,7,12,10,4,0,56,8,45,29,28,34,13,6,0,169,10,4,5,0,0,0,0,0,24,0,3,0,0,3,0,0,0,14,20,53,31,38,44,16,11,0,206,0,0,0,0,0,0,0,0,6,13,21,10,13,23,15,12,5,114,36,99,87,68,88,59,29,3,464
UCL521006,0,0,0,0,0,0,3,0,0,0,5,8,0,0,0,11,0,6,10,11,14,12,4,0,60,0,6,10,6,17,9,3,0,52,21,22,41,29,41,24,11,0,191,4,0,3,0,0,0,0,0,14,0,0,3,0,0,0,0,0,8,24,25,51,31,50,27,11,0,218,0,0,0,0,0,0,0,0,0,8,8,4,10,5,12,16,0,63,31,48,79,62,95,65,31,4,411
UCL521007,5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,10,8,4,3,5,0,0,31,0,4,6,7,3,10,9,0,39,15,8,13,7,15,4,3,0,69,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,16,22,10,19,11,19,4,3,0,88,0,0,0,0,0,0,0,0,0,4,12,13,14,12,6,12,4,70,18,34,43,40,44,29,25,5,241
UCL521008,4,0,0,0,0,0,7,0,0,0,0,3,0,0,0,6,5,12,7,7,0,0,0,0,33,0,3,3,0,0,9,4,0,22,3,11,7,11,10,7,3,3,60,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,5,3,18,13,12,13,7,5,4,76,0,0,0,0,0,0,0,0,3,6,8,12,9,17,5,4,0,67,18,39,36,33,35,28,10,4,200
UCL521009,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6,0,7,11,0,4,0,0,0,22,0,0,0,3,6,6,0,5,24,9,23,20,10,22,11,7,0,100,0,4,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,9,10,27,20,13,23,11,10,0,106,0,0,0,0,5,0,0,0,5,6,10,7,14,17,15,12,9,96,20,47,42,40,48,38,25,9,271
UCL521010,0,0,0,0,3,0,6,0,0,0,4,0,0,0,0,3,0,6,6,14,3,0,0,0,27,0,4,7,8,0,4,0,0,31,25,40,27,28,27,15,8,0,165,3,4,5,0,0,0,0,0,13,0,0,0,0,7,4,0,0,11,25,41,32,33,33,19,8,0,193,0,0,0,0,0,0,0,0,0,14,0,7,7,10,8,9,0,57,39,52,55,59,54,41,12,5,318
UCL521011,0,0,4,3,0,0,5,0,0,5,5,0,0,0,0,11,3,5,5,14,10,3,0,0,37,0,0,15,12,7,5,0,0,33,10,31,36,25,10,4,0,0,122,10,0,0,0,0,0,0,0,11,0,0,4,3,0,0,0,0,3,16,33,42,25,15,4,0,0,136,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,19,23,45,73,53,34,18,4,0,251
UCL521012,4,4,4,0,0,0,13,0,0,0,6,3,0,0,0,10,0,3,3,8,5,0,0,0,21,0,3,3,6,8,4,0,0,28,3,25,13,22,29,18,3,0,106,0,0,4,7,0,0,0,0,9,0,0,6,4,4,0,0,0,8,3,23,17,23,31,17,3,0,126,0,0,0,0,0,4,0,0,8,5,0,4,0,8,8,5,5,29,9,34,32,50,60,37,4,5,237
UCL521013,4,0,8,0,0,0,12,0,0,0,3,0,0,0,0,9,0,7,6,15,11,5,7,0,44,0,8,7,19,10,8,0,0,55,17,43,30,37,34,19,6,0,180,0,0,4,3,4,0,0,0,14,0,0,3,4,4,0,0,0,12,22,45,32,46,39,18,6,3,212,0,0,0,0,0,0,0,0,0,4,6,4,6,13,9,7,0,53,29,76,60,91,78,46,13,7,399
UCL521014,0,0,0,0,0,0,14,0,3,0,0,5,0,0,0,7,0,8,3,9,6,9,0,0,30,0,5,5,4,10,6,0,0,40,6,27,35,30,30,18,0,3,152,3,5,0,5,0,0,0,0,15,0,4,3,0,0,4,0,0,9,14,29,39,34,32,24,0,3,177,0,0,0,4,0,0,0,0,3,21,44,48,38,40,23,3,0,214,36,91,101,91,92,61,9,4,481
UCL521015,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,14,9,5,9,7,4,0,45,0,5,4,9,9,4,4,0,36,10,18,22,22,15,17,0,0,96,10,0,0,0,0,0,0,0,16,0,0,3,0,3,3,0,0,12,12,21,26,20,15,17,0,0,120,0,0,0,0,0,6,0,0,8,4,3,0,6,4,10,5,11,49,23,51,46,34,43,45,20,14,264
UCL521016,0,3,0,0,0,0,4,0,4,0,3,0,0,0,0,3,0,9,8,6,3,6,0,0,30,3,9,0,5,0,3,0,0,19,10,27,15,17,18,8,10,0,115,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,12,15,33,16,20,26,9,10,0,129,0,0,0,0,0,0,0,0,7,3,3,11,5,5,3,0,0,36,26,58,34,40,33,22,17,6,238
UCL521017,3,4,3,0,0,0,8,0,5,0,0,0,0,0,0,4,4,18,21,12,0,5,0,0,52,0,5,12,0,8,0,4,0,30,3,23,22,7,15,8,3,0,77,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,5,6,26,22,7,12,10,3,0,81,0,0,5,3,0,0,0,0,5,10,17,20,16,18,9,9,5,100,14,73,77,45,35,23,20,8,291
UCL521018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,13,8,5,0,0,43,4,9,3,8,8,3,4,0,36,9,33,24,20,14,12,0,3,117,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,13,35,24,23,14,12,0,0,133,0,0,0,0,0,3,0,0,6,3,3,0,3,0,4,6,0,19,24,52,42,49,27,22,12,0,239
UCL521019,7,0,8,11,0,0,39,0,0,4,4,5,6,0,0,23,8,23,23,20,34,40,8,0,147,5,19,12,20,36,42,9,0,151,16,36,50,29,71,88,22,0,315,8,4,0,4,10,3,3,0,25,0,3,0,6,6,4,0,0,26,24,39,51,42,89,95,34,0,361,0,0,0,0,0,4,6,0,13,24,29,48,49,99,111,48,6,416,59,123,146,135,264,313,104,6,1148
UCL521020,5,0,3,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,11,4,5,6,4,0,34,3,3,0,10,7,9,4,0,39,7,18,21,27,35,35,13,0,154,4,0,0,0,5,0,0,0,14,0,0,0,0,3,3,0,0,11,12,19,21,28,35,39,13,3,174,0,0,3,0,0,0,0,0,4,0,0,0,4,0,11,9,0,36,17,26,36,49,53,71,29,5,290
UCL521021,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,15,0,17,26,17,9,4,6,0,77,0,6,8,13,15,6,6,0,51,7,22,31,25,18,14,7,0,124,9,3,0,0,0,0,0,0,10,4,0,0,0,5,4,0,0,13,18,25,27,29,20,22,7,0,150,0,0,0,0,0,0,0,0,3,0,10,10,9,3,12,11,0,60,27,61,76,63,48,43,35,0,354
UCL521022,5,12,0,0,0,0,26,0,5,0,4,10,5,0,0,28,4,23,26,41,22,15,6,0,135,0,8,13,19,22,14,0,6,83,3,14,10,10,16,11,0,0,68,5,0,6,0,3,0,0,0,10,0,0,0,5,5,0,0,0,5,3,20,13,20,19,12,0,0,87,0,0,0,0,0,0,0,0,3,8,10,5,18,15,9,4,0,75,26,59,79,118,94,57,11,4,437
UCL521023,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,11,8,3,3,5,0,0,32,4,0,0,7,4,8,0,0,21,3,21,14,11,21,11,0,0,87,0,6,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,3,24,14,15,26,11,5,0,98,0,0,0,0,0,0,0,0,0,5,4,11,3,8,12,0,3,59,19,42,38,29,43,37,8,6,217
UCL521024,6,3,12,3,0,0,34,0,3,0,6,4,4,0,0,20,8,36,19,22,21,10,0,0,126,6,10,5,6,11,14,0,0,52,17,33,43,33,27,26,7,0,186,4,5,0,4,3,0,0,0,22,0,0,6,0,3,0,0,0,12,21,37,52,45,33,22,7,0,218,0,0,0,0,0,0,0,0,0,42,64,64,57,45,44,19,9,335,74,158,147,137,131,100,37,6,786
UCL521025,9,4,3,0,0,0,19,0,0,0,3,0,0,0,0,5,0,24,16,16,8,5,11,0,82,3,13,17,14,7,5,0,4,60,9,35,23,18,25,14,4,0,127,0,7,0,0,0,0,0,0,9,0,0,5,3,0,0,0,0,13,9,37,24,26,31,13,6,0,143,0,0,0,0,0,3,0,0,4,4,8,5,5,16,9,13,0,69,18,96,68,62,69,40,25,3,375
UCL521026,0,4,3,3,0,0,10,0,0,8,5,0,0,0,0,11,3,7,17,13,7,3,3,0,66,0,0,10,19,12,7,6,0,64,10,31,25,40,34,9,4,0,152,4,0,0,0,0,0,0,0,9,5,0,4,4,4,0,0,0,11,19,31,31,45,31,9,4,0,165,0,0,0,0,0,0,0,0,7,10,6,3,14,9,0,4,0,40,29,48,74,99,65,25,19,0,364
UCL521027,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,12,12,4,4,0,0,0,30,0,4,10,10,5,4,0,0,30,13,53,22,26,23,16,3,0,154,6,0,3,3,0,0,0,0,15,0,0,3,0,0,0,0,0,11,24,51,30,30,26,13,3,0,174,0,0,0,0,0,0,0,0,0,51,127,109,112,63,25,8,0,496,74,201,161,164,98,41,8,4,756
UCL521028,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,4,5,13,5,8,3,0,0,0,35,0,5,4,3,8,7,0,0,25,3,17,17,15,24,16,10,0,106,0,0,0,0,0,0,0,0,4,0,0,0,3,4,5,0,0,7,8,19,17,20,28,21,10,0,117,0,0,0,0,0,0,5,0,3,7,13,3,18,13,9,20,8,96,21,45,31,44,60,40,33,15,290
UCL521029,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,7,0,19,21,10,15,9,5,3,79,0,7,7,4,7,8,4,0,40,13,19,21,15,19,8,0,0,105,3,3,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,11,12,26,24,15,25,17,0,0,119,0,0,0,0,0,0,0,0,6,4,14,11,7,19,3,26,15,106,27,65,66,47,68,36,41,24,369
UCL521030,0,3,3,5,0,0,15,0,5,0,3,4,3,0,0,14,0,31,6,11,8,8,4,0,66,0,6,7,10,17,12,4,0,55,9,13,6,19,22,20,8,6,103,0,0,0,0,0,0,0,0,4,0,4,0,0,3,4,5,0,16,9,20,8,21,21,27,12,6,117,0,3,0,0,0,0,0,0,6,9,16,7,13,26,17,11,6,94,20,81,32,52,76,68,35,7,368
UCL521031,3,6,0,0,0,0,23,0,5,0,0,0,0,0,0,4,0,26,14,7,13,6,0,0,72,0,9,7,13,19,8,6,0,58,13,40,30,28,35,19,0,0,150,4,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,10,16,45,28,26,31,19,5,0,170,0,0,0,0,0,0,0,0,0,42,95,81,60,59,26,8,0,364,61,186,138,113,125,66,15,0,696
UCL521032,0,0,0,0,4,0,13,0,4,0,0,0,0,0,0,8,0,22,0,11,10,4,0,0,45,0,6,9,3,14,6,0,0,36,0,14,6,7,27,6,0,0,63,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,6,19,9,5,27,10,0,0,78,0,0,0,0,0,0,0,0,0,28,37,23,33,33,25,7,0,182,33,92,42,59,88,42,12,0,365
UCL521033,0,4,0,0,0,0,10,0,4,3,3,3,3,0,0,11,0,7,10,7,10,10,0,0,49,0,3,7,5,8,5,0,0,30,3,19,20,18,24,16,0,0,106,0,3,0,0,3,3,0,0,13,0,0,0,0,3,0,0,0,9,3,22,20,20,32,19,0,0,130,0,0,0,0,0,0,0,0,3,38,97,99,99,79,37,14,4,468,45,136,145,140,136,85,16,4,702
UCL521034,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,6,16,4,4,7,3,0,39,3,0,7,15,10,10,0,0,55,12,23,25,34,28,11,5,0,134,6,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,8,15,23,25,37,29,11,6,0,148,0,0,0,0,0,0,0,0,0,7,12,8,8,16,6,3,0,66,32,43,56,70,62,36,19,5,321
UCL521035,3,0,3,0,0,0,12,0,0,0,3,6,0,0,0,9,0,3,16,7,9,3,0,0,38,0,7,9,0,5,8,3,0,37,3,7,15,13,23,19,9,0,96,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,4,0,12,0,13,16,15,28,24,12,5,114,0,0,0,0,0,0,0,0,4,4,8,4,7,13,12,13,3,65,9,33,43,39,62,45,31,3,269
UCL521036,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,8,0,5,7,3,9,4,0,0,26,0,4,0,0,8,8,0,0,25,9,11,9,14,16,13,5,0,75,7,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,4,6,10,9,14,17,15,5,0,83,0,0,0,0,0,0,0,0,3,11,16,3,25,15,12,12,0,93,25,41,17,47,55,46,17,0,244
UCL521037,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,6,0,9,0,5,3,3,0,0,24,0,9,22,11,5,3,3,0,48,15,25,44,26,31,15,4,0,175,5,4,3,3,0,4,0,0,20,0,0,0,0,0,0,0,0,7,21,33,53,29,33,23,7,0,200,0,0,0,0,0,0,0,0,4,3,8,8,11,5,4,11,0,53,29,49,89,59,50,39,23,6,341
UCL521038,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,8,0,0,9,0,10,8,0,3,35,0,10,5,5,10,8,0,4,35,0,11,11,14,32,22,14,0,113,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,6,3,11,15,17,33,31,11,4,124,0,0,0,0,0,0,3,0,3,14,8,8,18,19,21,12,8,102,21,29,35,49,68,69,30,8,318
UCL521039,6,9,10,0,0,0,36,0,0,4,5,5,5,0,0,20,0,20,27,29,41,22,19,0,144,0,7,15,14,19,19,3,0,80,7,17,25,13,27,19,3,0,116,4,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,14,10,20,27,18,31,19,11,0,134,0,0,0,0,0,0,0,0,6,3,0,6,11,7,8,13,3,46,10,44,81,83,110,73,40,14,461
UCL521040,8,0,4,0,0,0,20,0,5,8,0,0,5,0,0,15,5,40,30,17,10,12,0,0,122,0,8,21,5,30,15,0,0,90,15,46,34,45,41,33,7,0,228,0,4,6,3,7,0,0,0,19,0,3,6,6,4,8,0,0,20,13,52,39,48,50,40,12,0,265,0,0,0,0,0,0,0,0,0,22,59,49,57,72,71,15,0,343,45,174,159,132,171,146,35,0,863
UCL521041,6,0,0,0,0,0,8,0,0,0,3,3,0,0,0,9,6,18,16,3,3,3,0,0,46,0,23,16,7,10,0,0,0,59,15,73,59,28,36,4,0,0,213,0,3,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,6,15,81,62,31,36,4,0,0,227,0,0,0,0,0,0,0,0,0,8,5,3,4,0,0,0,0,22,27,132,108,53,47,10,0,0,380
UCL521042,4,6,9,3,0,0,20,0,0,0,5,0,0,0,0,8,0,10,12,6,23,4,6,0,58,0,5,7,11,7,0,4,3,37,10,19,12,18,10,15,0,4,84,3,0,0,0,0,0,0,0,5,0,3,0,0,6,0,0,0,6,14,22,12,19,14,19,0,0,102,0,0,0,6,0,5,0,0,3,11,7,11,11,6,9,10,3,58,28,44,43,61,55,37,16,12,288
UCL521043,5,7,7,5,0,0,22,0,0,0,4,0,4,0,0,12,0,10,14,24,11,5,3,0,72,0,0,4,6,13,8,0,0,36,7,16,11,17,23,11,9,0,93,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,7,11,16,13,24,26,13,8,0,110,0,0,0,0,0,0,0,0,4,6,3,3,9,3,0,3,0,29,11,26,45,77,68,41,17,0,287
UCL521044,0,0,4,0,0,0,6,0,0,5,0,0,0,0,0,4,3,0,13,5,4,13,0,0,30,0,8,4,0,14,6,0,0,31,9,11,11,24,29,24,3,0,106,6,3,0,0,0,0,0,0,15,0,6,0,0,3,0,0,0,9,13,21,13,23,32,20,8,0,134,0,0,0,0,0,0,3,0,3,4,4,7,16,11,11,12,8,77,30,31,33,42,66,49,26,8,285
UCL521045,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,3,0,8,3,0,0,22,0,3,0,10,8,3,0,0,27,8,9,5,6,22,16,3,7,70,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,5,8,12,5,12,27,21,6,7,87,0,0,0,0,0,0,0,0,0,11,17,7,18,22,40,17,11,141,17,35,23,36,57,71,32,13,281
UCL521046,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,7,4,0,0,0,0,18,0,7,9,7,10,0,0,0,27,5,15,9,15,14,4,3,0,75,9,4,0,0,7,0,0,0,17,0,3,0,0,4,0,3,0,11,15,29,12,15,20,13,4,0,103,0,0,0,0,0,0,0,0,0,7,5,9,12,12,13,7,0,56,25,46,43,35,44,22,9,0,215
UCL521047,0,4,0,3,0,0,5,0,7,0,0,5,0,0,0,5,3,16,12,9,4,0,0,0,43,0,0,3,6,5,3,4,0,28,7,18,18,19,16,10,0,0,91,5,4,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,8,8,19,20,20,15,18,0,0,108,0,0,0,0,0,0,0,0,0,3,12,9,11,14,12,3,0,63,13,48,49,50,48,32,7,5,245
UCL521048,0,3,5,5,0,0,23,0,0,7,0,3,6,0,0,16,0,6,4,9,14,8,8,0,60,0,4,0,11,17,23,9,0,62,9,19,28,13,28,31,10,0,140,3,3,0,0,0,3,0,0,13,0,0,0,9,0,7,0,0,18,12,24,28,22,29,45,13,0,170,0,0,0,0,4,0,0,0,9,6,16,9,14,23,16,11,5,103,20,57,50,54,91,102,48,19,440
UCL521049,0,0,3,0,0,0,6,0,0,0,5,0,0,0,0,7,0,5,4,6,4,0,0,0,20,0,0,0,0,3,0,0,0,5,0,3,11,4,0,0,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,15,4,0,3,0,0,29,0,0,0,0,0,0,0,0,0,11,9,0,5,3,0,0,0,41,15,19,24,20,19,8,0,0,117
UCL521050,4,0,0,3,0,0,12,0,0,0,0,3,0,0,0,0,0,10,14,9,4,3,0,0,45,0,5,5,5,8,15,0,0,32,8,23,28,18,20,17,6,0,123,9,9,5,0,0,0,0,0,23,0,0,0,0,0,3,0,0,5,19,36,29,21,26,22,6,0,148,0,0,4,0,0,3,0,0,11,7,5,9,0,3,12,5,0,49,28,55,58,37,50,51,14,8,297
UCL521051,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,4,0,0,25,0,3,7,13,3,6,3,0,36,12,22,23,27,29,21,12,0,142,3,5,3,7,5,0,0,0,25,0,0,0,0,3,0,0,0,12,20,22,25,38,37,24,12,0,173,0,0,0,0,0,0,0,0,4,9,4,12,9,13,15,11,3,69,26,41,56,67,64,41,21,3,318
UCL521052,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,14,10,13,9,6,0,0,51,0,0,4,10,7,0,5,0,37,4,22,16,25,17,17,0,0,103,10,3,3,3,4,0,0,0,16,0,0,0,0,3,3,0,0,12,8,24,22,26,25,21,0,0,132,0,0,0,0,0,0,0,0,0,16,31,41,42,48,26,7,0,213,27,80,85,93,89,60,9,0,454
UCL522001,0,3,6,0,0,0,10,0,0,0,0,4,0,0,0,8,0,6,0,4,4,0,0,0,18,0,3,0,6,3,3,0,0,16,0,3,6,5,0,4,0,0,24,0,5,3,0,0,0,0,0,4,0,5,5,5,0,4,0,0,11,0,12,14,10,4,3,0,0,45,0,0,0,0,0,0,0,0,0,5,0,6,3,4,5,0,0,27,8,27,24,20,13,13,0,0,120
UCL522002,3,0,0,4,0,0,7,0,0,0,0,0,3,0,0,6,0,0,4,8,6,9,3,0,35,0,0,4,7,9,9,3,0,28,3,7,6,12,12,6,6,0,51,6,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,8,11,7,11,13,10,6,0,63,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,4,0,24,9,19,20,28,33,44,19,0,168
UCL522003,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,12,0,0,0,0,0,3,0,0,3,0,4,5,3,4,4,0,0,24,0,4,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,10,8,11,4,4,0,0,36,0,0,0,0,0,0,0,0,0,11,7,10,4,3,0,0,0,32,8,27,19,13,7,5,0,0,87
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,3,4,0,0,0,25,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,9,8,3,16,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,7,8,17,3,3,0,0,0,43
UCL522005,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,4,4,3,3,0,0,0,9,0,0,0,0,0,3,0,0,9,5,4,12,4,4,0,0,0,29,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,10,15,9,4,0,0,0,31,0,0,0,0,0,0,0,0,0,5,10,5,3,0,0,0,0,28,10,22,33,9,10,5,0,0,92
UCL522006,0,12,3,5,0,0,19,0,0,6,0,0,6,0,0,7,7,10,12,21,7,9,3,0,75,0,5,9,5,15,9,0,4,43,11,7,13,13,12,14,7,3,74,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,10,17,4,13,17,20,14,3,3,80,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,4,0,10,23,26,36,56,52,41,11,6,245
UCL522007,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,5,3,4,3,3,0,0,0,0,18,0,0,0,0,6,4,0,0,10,0,9,3,7,6,6,5,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,9,3,7,6,9,4,0,42,0,0,0,0,0,0,0,0,3,0,0,0,3,6,9,0,0,16,6,13,12,8,19,16,5,3,95
UCL522008,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,5,0,0,4,0,0,15,0,4,0,0,0,6,0,0,14,0,8,8,4,7,11,5,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,8,11,11,5,0,36,0,0,0,0,7,0,0,0,7,0,0,0,3,3,6,7,0,15,4,11,11,14,21,19,10,0,88
