UCL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Oth_lt_health_cond_0_14,M_Oth_lt_health_cond_15_24,M_Oth_lt_health_cond_25_34,M_Oth_lt_health_cond_35_44,M_Oth_lt_health_cond_45_54,M_Oth_lt_health_cond_55_64,M_Oth_lt_health_cond_65_74,M_Oth_lt_health_cond_75_84,M_Oth_lt_health_cond_85_over,M_Oth_lt_health_cond_Tot,M_No_lt_health_cond_0_14,M_No_lt_health_cond_15_24,M_No_lt_health_cond_25_34,M_No_lt_health_cond_35_44,M_No_lt_health_cond_45_54,M_No_lt_health_cond_55_64,M_No_lt_health_cond_65_74,M_No_lt_health_cond_75_84,M_No_lt_health_cond_85_over,M_No_lt_health_cond_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
UCL521025,0,0,0,5,8,8,5,5,3,32,3,0,0,8,3,3,6,3,0,27,0,0,0,0,4,5,3,6,4,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,10,5,0,16,0,0,0,0,4,3,6,5,4,16,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,8,0,0,13,0,0,4,4,4,3,6,6,0,24,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,6,7,0,0,27,76,4,46,29,39,33,18,8,0,248,0,6,11,5,0,11,3,0,0,36,86,11,62,52,59,65,45,16,9,400,0,3,3,5,9,4,11,9,6,49,0,0,8,0,4,8,0,4,0,27,0,0,0,0,0,7,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,3,3,0,17
UCL521026,0,0,0,0,3,4,11,5,0,27,14,0,0,9,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,17,0,0,0,0,3,3,9,0,0,20,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,3,7,0,15,4,0,0,9,0,3,0,0,0,33,0,0,0,0,3,4,0,6,0,6,8,0,0,5,0,0,4,0,0,20,79,26,22,24,42,27,13,8,0,248,7,0,0,0,4,8,0,0,0,22,111,35,23,39,66,53,29,17,3,381,0,0,0,0,7,18,4,8,0,42,4,4,3,7,6,3,0,0,0,39,0,0,0,3,5,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,12,0,0,0,0,0,0,3,0,0,7
UCL521027,0,0,3,6,3,11,8,0,0,31,4,6,9,5,5,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,18,0,0,0,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,0,0,5,5,5,4,0,0,0,28,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,5,4,0,0,24,58,22,63,40,44,24,10,0,0,258,34,31,89,84,87,49,15,0,4,388,97,65,166,143,148,101,43,10,4,764,0,0,0,0,5,5,6,0,0,26,0,3,8,7,4,9,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,16,0,0,0,0,0,0,0,0,0,3
UCL521028,0,0,0,4,7,11,20,6,0,47,0,6,5,3,7,11,12,0,0,47,0,0,0,0,0,3,3,4,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,14,4,0,33,0,0,0,0,6,5,12,7,4,33,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,4,3,0,0,15,3,3,3,10,3,9,9,0,0,35,0,0,0,0,0,6,3,7,0,5,5,0,0,6,3,7,5,6,5,34,46,19,30,25,22,33,16,8,0,192,8,4,7,3,8,10,5,0,0,44,53,30,39,37,49,69,62,39,13,391,0,0,0,4,7,20,20,17,12,79,6,11,4,6,11,9,10,9,3,67,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,10,5,15,0,0,0,0,0,6,6,3,4,26,0,0,0,0,5,5,10,9,3,25
UCL521029,0,0,0,7,4,14,13,15,6,56,12,0,6,10,9,3,3,7,0,45,0,0,0,0,0,7,7,10,0,27,0,0,0,0,0,0,0,5,4,3,0,0,0,5,0,12,4,10,0,34,0,0,0,0,0,4,10,4,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,0,8,4,10,10,0,0,0,33,0,0,0,0,0,3,3,3,5,8,6,0,5,3,8,5,3,9,3,31,57,31,29,26,19,37,17,0,3,224,11,3,10,7,3,4,3,4,3,49,85,36,49,57,40,78,44,35,16,448,0,0,0,5,7,20,18,20,12,83,6,3,4,0,10,7,4,3,3,46,0,0,0,0,0,0,0,4,6,21,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,10,8,9,3,33,0,0,0,0,0,3,3,8,7,24
UCL521030,0,0,0,0,0,9,11,5,0,32,4,0,0,4,0,6,3,0,0,14,0,0,0,0,0,5,6,8,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,9,8,0,16,0,0,0,0,0,10,10,8,4,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,7,0,20,0,0,4,0,4,6,6,0,0,23,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,4,5,5,0,10,19,26,37,21,33,30,23,13,0,194,3,4,11,0,3,12,5,4,0,45,31,30,52,30,39,62,64,39,9,350,0,0,0,0,5,13,17,8,5,49,0,0,3,0,3,9,3,3,0,27,0,0,0,0,0,5,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,9,0,0,0,0,0,7,4,3,4,17
UCL521031,0,0,0,7,0,8,9,0,0,31,0,4,10,5,10,6,4,0,0,37,0,0,0,0,0,5,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,0,24,0,0,0,0,0,0,14,5,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,14,0,0,0,3,4,8,3,0,0,27,0,0,0,0,0,0,0,8,0,12,0,0,0,0,9,4,4,0,0,23,33,21,68,50,41,37,15,0,0,276,3,28,74,60,49,43,17,3,0,280,37,54,157,125,112,118,63,11,3,681,0,0,0,0,3,7,12,0,0,28,4,0,3,9,7,5,3,0,0,33,0,0,0,0,0,6,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0,0,23,0,0,0,0,0,4,3,0,0,8
UCL521032,0,0,0,0,0,3,7,0,0,17,0,4,0,0,5,0,5,0,0,13,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,6,0,0,20,0,0,0,4,4,10,5,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,5,6,0,0,0,5,3,0,3,0,18,54,28,41,15,27,35,17,3,0,214,9,13,23,9,19,20,12,4,0,101,69,37,66,38,57,70,49,14,0,412,0,0,0,0,3,11,3,0,0,16,0,3,0,4,7,10,3,0,0,31,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,10,3,0,28,4,0,0,3,0,8,4,0,0,17
UCL521033,0,0,0,0,6,3,11,0,0,26,0,0,0,0,8,5,0,0,0,12,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,3,0,22,0,0,0,0,6,5,4,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,4,0,4,5,3,6,3,0,0,22,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,5,5,0,0,20,19,12,30,21,32,25,15,0,0,149,39,21,70,69,71,53,27,9,0,356,68,37,101,94,121,97,73,16,0,609,0,0,0,0,0,6,15,0,0,26,0,0,4,3,3,3,5,0,0,24,0,0,0,0,3,5,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,4,0,0,5
UCL521034,0,0,0,0,3,7,13,9,4,34,4,5,0,5,6,4,9,4,4,27,0,0,0,0,0,6,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,3,3,29,0,0,0,0,0,8,3,9,0,26,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,7,3,0,0,14,0,4,7,6,9,4,4,0,0,39,0,0,0,0,0,0,0,3,0,9,3,0,0,3,0,8,7,0,0,29,48,39,17,31,29,37,11,0,0,213,3,7,3,4,3,6,0,0,0,30,59,55,32,40,56,69,40,16,10,376,0,0,0,3,3,15,17,10,0,42,3,0,3,3,4,10,7,0,0,31,0,0,0,0,3,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,16,0,0,0,0,0,5,0,7,0,14
UCL521035,0,0,0,0,0,3,10,6,0,24,5,0,0,0,4,0,3,0,0,11,0,0,0,0,0,3,7,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,15,0,0,0,0,3,4,7,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,12,0,0,5,3,3,10,5,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,0,0,19,27,16,11,15,16,22,25,6,3,139,6,0,5,6,6,3,5,4,0,29,43,18,20,30,29,43,46,28,10,263,0,0,0,0,6,16,19,11,0,47,0,6,3,4,3,13,0,8,0,35,0,0,0,0,0,8,3,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,3,5,4,20,0,0,0,0,0,0,6,0,6,13
UCL521036,0,0,0,0,6,10,13,4,0,33,4,0,5,0,0,10,4,5,0,22,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,23,0,0,0,0,0,9,10,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,0,18,0,0,9,0,0,13,7,0,0,31,0,0,0,0,0,3,0,0,0,7,3,0,3,0,6,0,6,0,0,18,25,17,16,14,17,23,15,3,0,129,11,8,3,0,13,9,6,4,0,65,39,22,37,16,49,63,52,25,5,312,0,0,0,0,4,18,12,0,0,32,4,3,0,3,3,4,6,0,0,30,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,9,0,0,22,0,0,0,0,0,4,3,0,0,8
UCL521037,0,0,0,0,13,21,21,13,0,59,10,10,3,5,5,10,7,11,0,55,0,0,4,0,0,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,19,6,0,48,0,0,0,0,3,5,15,10,0,37,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,5,9,8,0,21,8,15,5,23,9,11,3,6,0,77,0,0,0,0,0,4,5,0,0,9,14,12,4,6,5,4,4,0,0,52,71,45,29,35,25,24,7,5,3,230,14,0,4,6,5,6,3,4,0,36,102,67,43,68,53,62,47,29,6,482,0,0,0,10,16,16,23,14,0,85,8,4,8,11,10,6,10,7,0,66,0,0,0,5,0,8,3,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,7,15,10,0,41,0,0,0,0,0,4,11,5,0,23
UCL521038,0,0,0,0,0,11,23,9,4,48,4,0,0,0,0,13,7,0,0,31,0,0,0,0,0,3,7,5,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,15,11,7,44,0,0,0,0,0,10,12,11,4,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,5,4,0,11,0,0,0,0,3,6,10,0,0,28,0,0,0,0,0,0,0,4,0,13,3,0,0,0,3,5,10,9,5,36,42,14,11,25,20,30,27,9,0,171,13,6,3,6,10,9,11,7,0,69,67,23,20,30,42,72,81,49,16,400,0,0,0,0,3,12,19,16,14,70,5,0,6,5,4,4,6,10,4,40,0,0,0,0,0,4,0,3,3,18,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,6,14,5,0,21,0,0,0,0,3,4,6,3,3,21
UCL521039,0,0,0,4,4,11,16,10,0,40,5,5,0,3,0,0,3,4,0,24,0,0,0,0,0,0,10,7,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,0,0,0,0,0,3,6,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,7,6,3,9,3,0,0,25,0,0,0,0,0,0,0,0,0,0,3,4,0,5,5,6,6,8,0,32,67,31,13,33,21,42,22,10,0,234,5,4,0,3,4,5,9,4,3,31,85,38,19,40,43,68,53,36,8,387,0,0,0,0,7,21,14,11,5,52,6,4,7,4,9,7,9,0,0,49,0,0,0,0,0,7,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6
UCL521040,0,0,0,0,0,9,27,18,0,56,8,0,5,5,8,4,7,0,0,29,0,0,0,0,0,9,11,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,4,0,34,0,0,0,0,0,8,18,10,0,43,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,7,7,0,13,6,0,0,0,0,7,15,0,0,24,0,0,0,0,0,0,0,0,0,7,3,0,6,6,0,8,13,5,0,26,76,17,54,65,52,56,32,9,0,367,20,16,31,35,34,36,29,8,0,210,112,39,94,115,97,129,134,42,6,757,0,0,0,0,10,21,30,12,3,84,0,0,3,3,7,11,12,0,0,45,0,0,0,0,0,7,9,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,3,0,30,0,0,0,0,4,3,8,3,0,18
UCL521041,0,0,0,3,0,6,0,0,0,9,9,0,0,8,0,0,0,0,0,28,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,0,0,14,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,14,104,17,77,70,44,28,3,0,0,341,4,0,0,4,3,4,0,0,0,15,117,22,84,92,54,51,9,0,0,426,0,0,0,0,0,5,0,0,0,4,0,0,3,4,5,8,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL521042,0,0,0,0,3,5,5,10,3,23,5,4,7,0,0,4,3,0,0,24,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,4,7,4,9,19,0,0,0,0,0,5,8,3,4,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,7,3,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,3,3,3,20,38,27,25,18,30,29,17,5,6,191,0,8,3,4,4,0,4,0,4,33,43,39,39,28,49,51,45,19,12,322,0,0,0,4,10,9,7,15,7,39,0,0,0,3,0,0,3,0,0,19,0,0,0,0,0,4,5,0,3,5,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,3,3,5,15,0,0,0,0,0,3,3,0,6,10
UCL521043,0,0,0,0,0,6,9,0,0,18,3,0,0,3,0,0,7,0,0,16,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,37,17,11,17,27,26,14,0,0,142,0,0,0,5,4,0,0,0,0,17,39,18,16,25,38,47,34,7,0,224,0,0,0,0,3,4,9,0,0,27,0,0,3,0,5,6,4,0,0,16,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
UCL521044,0,0,0,0,0,8,11,12,4,41,11,4,3,7,3,0,5,0,0,31,0,0,0,0,0,5,12,5,0,17,0,0,0,0,0,0,0,0,0,5,0,6,3,3,0,10,4,7,4,32,0,0,0,0,0,7,4,8,6,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,14,4,7,4,8,3,8,6,7,0,48,0,0,0,0,0,0,3,0,0,4,0,0,0,6,4,10,8,7,0,39,38,18,13,18,14,22,14,3,3,148,5,4,8,6,10,5,3,9,0,38,62,33,26,35,40,67,57,37,10,363,0,0,0,0,6,10,26,15,7,57,0,4,4,3,3,8,3,0,0,30,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,7,7,9,0,32,0,0,0,0,0,5,11,10,3,27
UCL521045,0,0,0,0,0,0,12,5,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,27,0,0,0,0,0,3,8,9,7,17,0,0,0,0,0,3,5,4,0,15,0,0,0,0,0,0,3,4,0,6,0,0,0,3,0,4,7,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,0,0,14,21,12,10,11,12,12,18,7,3,109,13,4,3,3,12,13,17,5,5,81,35,14,19,16,29,37,71,31,17,269,0,0,0,4,0,8,22,8,4,46,3,0,0,0,0,8,6,3,0,22,0,0,0,0,0,3,3,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,3,6,5,16
UCL521046,0,0,0,0,0,3,4,3,0,21,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,0,0,8,0,0,3,5,15,17,3,10,0,46,0,0,4,3,5,8,5,10,0,23,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,4,0,0,4,0,4,7,0,0,8,0,3,0,19,0,0,0,0,0,3,0,6,0,8,0,3,3,3,3,3,5,0,0,30,67,51,30,26,33,21,3,0,0,233,5,6,4,10,3,3,7,0,0,29,79,63,49,44,53,54,18,13,3,379,0,0,0,3,3,5,8,4,0,19,0,0,3,7,10,3,9,3,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,4,19,10,15,4,0,55,0,3,0,0,0,3,0,3,0,17
UCL521047,0,0,0,0,3,9,16,8,4,35,5,0,3,10,0,8,0,0,0,18,0,0,0,0,4,7,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,15,3,0,28,0,0,0,0,0,7,6,6,4,14,0,0,0,0,0,4,5,0,0,8,0,0,0,6,0,7,5,0,0,13,0,0,0,8,4,8,3,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,8,0,5,0,15,31,18,33,26,27,34,15,4,0,186,7,0,5,9,12,6,4,0,0,45,43,20,39,38,52,77,49,19,4,340,0,0,0,0,0,5,9,10,4,43,0,0,0,4,5,3,5,3,0,20,0,0,0,4,5,0,0,3,0,10,0,0,0,0,0,0,0,0,6,4,0,0,0,3,4,0,4,4,0,14,0,0,0,0,0,4,5,8,0,15
UCL521048,0,0,4,5,0,11,24,19,10,65,5,6,9,0,0,7,6,5,0,30,0,0,0,0,0,9,8,10,5,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,12,0,35,0,0,0,4,4,8,22,13,6,52,0,0,0,0,0,6,4,0,0,9,0,0,0,0,0,0,6,9,0,16,5,3,4,4,0,7,14,0,4,43,0,0,0,0,0,0,4,6,0,10,0,4,4,4,5,11,8,3,0,38,48,22,19,22,18,28,19,10,6,198,11,8,11,6,3,9,10,6,3,70,76,38,41,38,34,67,90,54,18,457,0,0,0,4,0,18,31,15,9,73,0,3,0,7,6,6,4,4,3,37,0,0,0,0,0,9,7,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,12,6,3,27,0,0,0,0,0,0,4,0,3,17
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,42,35,28,15,17,3,0,0,193,12,0,10,0,5,0,0,0,0,28,61,44,48,42,32,18,7,0,0,251,0,0,0,0,4,3,0,0,0,6,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,4,0,0,22,0,0,0,5,5,9,0,0,0,16
UCL521050,0,0,0,5,3,4,15,4,0,26,3,0,8,3,0,0,5,0,0,22,0,0,0,0,0,3,9,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,28,0,0,0,0,0,6,10,3,4,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,6,3,0,17,0,4,5,3,3,4,3,3,0,28,0,0,0,0,0,3,4,0,0,7,4,0,0,4,0,8,4,0,0,23,57,25,34,30,31,31,13,7,0,224,7,4,5,0,5,6,0,0,0,36,76,40,49,45,45,51,51,17,9,385,0,0,6,0,3,11,16,7,4,42,5,0,7,6,0,4,6,3,0,45,0,0,0,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,23,0,0,0,0,0,0,6,3,4,8
UCL521051,0,0,5,0,0,15,12,6,0,37,8,4,4,0,10,0,5,0,0,30,0,0,0,0,0,9,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,4,0,28,0,0,0,0,0,5,6,8,0,24,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,6,5,5,0,18,3,3,8,3,8,8,0,0,0,42,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,5,6,0,0,20,71,41,23,20,32,28,9,0,0,227,9,4,5,9,4,6,4,5,0,35,89,57,40,39,55,71,38,22,0,407,0,0,0,4,11,24,14,11,3,73,3,11,3,9,9,16,6,6,0,62,0,0,0,4,0,9,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,5,6,0,30,0,0,0,0,0,6,0,7,0,15
UCL521052,0,0,0,0,5,5,12,5,0,28,4,4,4,6,0,0,3,0,0,15,0,0,0,0,0,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,11,0,0,33,0,0,0,0,5,7,7,0,0,20,0,0,0,3,0,5,3,0,0,8,0,0,0,0,0,3,5,0,0,10,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,3,5,3,4,0,0,14,63,29,32,41,45,27,24,3,0,261,25,9,16,27,31,29,11,4,0,148,86,38,51,80,98,82,63,17,0,510,0,0,0,0,0,5,6,8,0,19,6,0,0,4,6,5,5,5,0,26,0,0,0,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,0,28,0,0,0,0,0,3,3,4,0,8
