UCL_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
UCL521010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,3,0,0,0,6,0,0,11,11,22,16,14,11,7,8,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,15,22,14,22,14,11,8,0,107,0,0,0,0,0,0,0,0,0,5,5,0,5,8,4,0,0,24,15,24,25,28,23,21,7,5,157,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,8,3,0,0,0,15,0,0,8,4,3,4,0,0,23,14,15,14,12,13,5,0,0,63,0,4,3,0,0,0,0,0,12,0,0,0,0,5,0,0,0,9,15,21,19,9,23,5,0,0,84,0,0,0,0,0,0,0,0,0,3,0,4,4,9,5,3,0,29,24,22,26,27,28,17,3,0,160,0,0
UCL521011,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,7,3,4,0,0,13,8,20,23,17,6,3,0,0,78,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,20,23,17,6,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,14,18,33,23,15,13,0,0,122,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,12,0,5,11,3,7,3,0,0,29,0,0,5,4,4,0,0,0,18,3,13,12,10,0,0,0,0,42,3,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,3,3,16,14,16,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,6,22,40,29,19,6,0,0,125,0,0
UCL521012,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,8,0,0,0,3,9,5,0,0,15,0,15,15,14,13,9,3,0,71,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,15,11,17,15,9,3,0,72,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,3,0,12,3,18,18,22,29,20,6,0,115,0,0,3,0,6,0,0,0,10,0,0,0,6,3,0,0,0,6,0,4,0,9,7,0,0,0,16,0,3,4,3,3,3,0,0,15,0,11,4,6,13,4,0,0,38,0,0,4,0,0,0,0,0,8,0,0,0,4,4,0,0,0,6,3,8,6,9,17,9,0,0,52,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,18,9,15,17,32,31,18,0,0,119,0,0
UCL521013,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,12,0,3,5,7,8,6,0,0,26,8,25,12,23,23,15,4,0,114,5,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,12,27,21,26,22,15,4,0,119,0,0,0,0,0,0,0,0,0,4,4,4,3,6,3,0,0,22,17,33,25,44,37,25,7,0,185,0,3,4,0,3,0,0,0,8,0,0,0,3,0,0,0,0,10,0,4,7,9,4,5,3,0,35,0,7,3,10,9,0,0,0,31,12,18,13,14,13,6,0,0,73,0,0,0,0,5,0,0,0,7,0,0,5,4,4,0,0,0,15,13,18,15,21,13,5,0,0,91,0,0,0,0,0,0,0,0,0,3,9,6,0,5,3,7,0,29,17,36,36,47,42,20,7,0,205,0,3
UCL521014,0,3,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,3,0,7,0,9,0,4,0,0,17,0,0,3,0,6,6,0,0,11,3,26,32,22,21,19,0,3,115,4,0,0,3,0,0,0,0,8,0,6,0,0,0,0,0,0,7,6,27,32,23,20,23,0,3,134,0,0,0,0,0,0,0,0,0,11,33,36,26,26,13,0,0,144,21,68,65,54,61,39,3,3,318,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,19,0,6,6,3,6,10,0,0,25,0,0,8,7,7,0,0,0,28,3,0,0,0,0,0,0,0,11,0,0,3,0,0,3,0,0,7,4,3,8,15,11,6,0,0,45,0,0,0,4,0,0,0,0,4,8,7,15,12,11,10,5,0,73,17,26,35,35,31,24,4,0,166,0,8
UCL521015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,11,0,0,0,0,3,5,0,0,10,4,17,10,10,12,13,0,0,69,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,12,17,13,14,15,0,0,80,0,0,0,0,0,0,0,0,4,0,0,0,3,5,7,3,3,13,11,16,25,21,18,23,3,5,124,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,14,4,3,7,7,4,0,33,0,10,4,3,7,4,4,0,23,5,5,10,3,3,5,0,0,27,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,5,4,5,11,10,4,3,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,4,8,30,8,33,20,15,23,21,16,8,141,0,4
UCL521016,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,0,9,0,0,0,3,0,4,0,0,7,3,22,8,14,18,6,8,0,84,5,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,9,8,29,14,14,17,9,8,0,96,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,0,0,19,11,38,18,26,25,14,9,3,140,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,9,8,5,0,0,0,0,19,0,3,0,0,0,0,0,0,11,8,4,7,4,9,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,7,8,11,3,3,0,41,0,0,0,0,0,0,0,0,3,0,0,6,3,0,4,0,0,20,12,24,20,16,13,11,0,0,95,0,0
UCL521017,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,21,0,3,5,3,0,0,4,0,21,4,19,14,5,9,6,0,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,23,14,5,10,6,0,0,61,0,0,3,3,0,0,0,0,6,9,12,10,7,9,4,8,0,58,10,41,41,23,26,17,15,0,165,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,4,5,11,8,3,0,3,0,0,30,0,0,4,4,3,0,0,0,16,0,5,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,5,3,5,3,8,0,9,0,0,25,0,0,0,0,0,0,0,0,0,7,6,4,5,5,4,5,5,38,5,30,33,14,8,6,6,8,125,0,3
UCL521018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,0,12,0,7,0,5,0,0,0,0,12,7,20,15,13,9,10,0,0,74,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,20,15,13,9,11,0,0,85,0,0,0,0,0,3,0,0,4,0,0,0,6,0,4,3,0,10,7,28,18,19,13,21,5,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,6,8,0,0,0,30,3,0,5,5,5,3,0,0,24,4,13,8,9,0,0,0,0,39,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,13,8,11,0,0,0,0,48,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,0,8,18,25,23,24,13,8,6,4,116,0,0
UCL521019,0,3,6,0,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,12,9,6,13,18,0,0,60,0,4,6,10,19,25,11,0,75,3,18,40,22,42,76,21,0,221,0,0,0,0,3,0,0,0,10,0,0,0,3,4,5,4,0,8,9,16,40,28,49,78,25,0,242,0,0,0,0,0,0,3,0,3,9,14,26,27,41,59,25,3,195,15,52,78,69,126,189,65,7,595,3,7,3,0,4,8,0,0,23,0,0,5,0,4,10,0,0,22,8,13,16,9,18,18,5,0,91,0,12,6,14,17,20,0,0,73,8,19,14,9,23,16,0,0,92,3,0,0,3,3,0,3,0,16,0,3,0,0,4,3,0,0,15,16,16,13,17,32,15,3,0,124,0,0,0,0,0,5,3,0,7,16,18,28,26,56,51,27,5,218,39,72,74,65,135,127,40,5,556,3,7
UCL521020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,4,6,0,0,10,3,11,11,20,20,26,6,0,107,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,20,22,33,6,0,115,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,5,0,17,5,11,15,26,31,38,15,0,147,0,0,5,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,4,7,5,6,3,0,21,3,3,0,6,3,8,3,0,29,0,5,7,9,7,3,3,0,43,0,0,0,0,4,0,0,0,7,0,0,0,0,3,4,0,0,8,3,12,7,13,13,9,3,0,60,0,0,3,0,0,0,0,0,4,0,0,0,0,0,8,3,0,18,5,19,23,23,28,34,10,0,147,0,0
UCL521021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,4,0,24,0,0,5,9,10,0,5,0,23,4,7,11,20,12,11,7,0,83,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,9,7,11,20,14,12,8,0,91,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,4,0,27,13,18,30,32,27,22,21,0,164,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,13,0,12,16,10,7,0,0,0,53,0,3,7,4,5,5,0,0,29,0,11,13,7,6,3,0,0,44,4,3,0,0,0,0,0,0,8,4,0,0,0,0,4,0,0,14,8,15,12,9,6,4,0,0,61,0,0,0,0,0,0,0,0,3,6,6,3,10,0,12,4,4,32,16,37,49,28,23,25,12,4,189,0,0
UCL521022,0,0,6,8,0,0,0,0,17,0,3,0,3,3,6,0,0,8,0,4,5,16,9,7,0,0,48,0,0,10,6,6,8,0,0,36,3,10,10,14,15,9,0,0,59,4,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,10,10,12,18,9,0,0,65,0,0,0,0,0,0,0,0,5,9,6,5,13,12,4,0,0,41,8,30,31,60,51,31,0,0,212,0,0,7,0,0,0,0,0,10,0,3,4,3,8,0,0,0,17,7,15,22,27,9,5,0,0,85,0,4,10,15,12,8,0,6,48,0,3,3,0,0,4,0,0,13,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,3,3,4,0,3,0,0,25,0,0,0,0,0,0,0,0,4,7,0,4,10,6,6,4,0,34,13,29,44,62,40,29,10,4,227,0,4
UCL521023,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,12,0,0,0,3,0,0,0,0,9,0,10,8,10,18,8,0,0,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,8,8,18,8,5,0,68,0,0,0,0,0,0,0,0,0,0,0,9,3,6,5,0,0,27,7,15,25,20,31,17,3,0,120,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,0,0,20,4,0,0,5,3,4,0,0,11,3,8,6,0,5,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,9,6,5,9,3,0,0,31,0,0,0,0,0,0,0,0,0,5,3,3,0,5,8,0,0,28,10,29,21,7,19,16,0,3,98,0,0
UCL521024,0,8,3,4,9,0,0,0,23,0,0,0,0,0,0,0,0,3,6,16,9,3,3,4,0,0,43,6,3,3,8,4,10,0,0,29,0,20,25,23,19,23,6,0,114,0,4,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,4,5,21,25,27,18,17,7,0,129,0,0,0,0,0,0,0,0,0,20,30,38,33,27,20,12,3,185,31,84,81,75,65,54,23,3,407,0,3,4,0,3,0,0,0,14,0,3,0,0,4,0,0,0,14,5,23,12,25,20,7,0,0,87,0,6,3,5,6,3,0,0,27,7,10,17,14,12,5,0,0,70,4,3,3,0,0,0,0,0,11,0,0,3,0,3,0,0,0,7,13,15,24,13,17,4,0,0,89,0,0,0,0,0,0,0,0,0,20,28,26,18,22,23,7,0,151,41,78,72,61,65,50,11,5,381,0,11
UCL521025,0,0,5,3,4,0,0,0,8,0,0,0,3,0,0,0,0,5,0,13,4,12,4,3,3,0,38,0,0,5,7,5,7,0,0,22,0,22,15,16,24,8,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,19,20,22,8,4,0,97,0,0,0,0,0,0,0,0,0,3,7,0,4,10,4,0,0,30,6,45,36,40,47,24,8,0,203,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,15,9,6,6,0,3,0,44,3,9,8,5,5,3,0,0,37,6,12,0,7,6,5,0,0,31,0,7,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,6,6,17,6,6,7,0,0,0,45,0,0,0,0,0,0,0,0,4,4,3,3,0,3,6,12,0,34,9,48,33,22,23,16,18,4,171,0,4
UCL521026,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,17,0,3,3,4,0,0,0,0,24,5,15,10,17,25,7,4,0,86,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,8,3,15,16,20,31,7,4,0,98,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,20,10,21,28,41,37,18,10,0,159,0,0,0,3,3,0,0,0,11,0,0,8,4,0,0,0,0,11,0,7,13,14,7,0,3,0,44,0,0,12,13,6,3,5,0,38,9,16,11,19,4,3,0,0,59,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,3,14,16,11,22,10,3,0,0,68,0,0,0,0,0,0,0,0,5,4,6,4,11,5,0,3,0,27,19,28,41,62,30,10,10,0,201,0,0
UCL521027,0,7,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,18,0,0,0,8,3,4,0,0,17,10,41,16,22,15,9,3,0,118,3,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,41,21,22,15,9,3,0,128,0,0,0,0,0,0,0,0,0,31,85,85,84,43,17,4,0,348,41,135,111,123,72,28,3,4,522,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,5,6,5,0,0,0,0,16,0,0,3,0,8,0,0,0,13,8,12,6,7,4,0,0,0,35,7,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,8,10,10,8,6,8,6,0,0,49,0,0,0,0,0,0,0,0,0,22,37,27,29,19,5,8,0,145,31,60,44,38,32,14,6,0,230,0,9
UCL521028,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,4,4,0,7,0,0,0,16,0,13,8,5,19,16,4,0,69,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,13,8,6,19,13,4,0,70,0,0,0,0,0,0,0,0,0,3,9,6,9,8,7,7,0,47,5,23,18,20,31,21,15,8,138,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,11,7,5,3,0,0,0,22,0,0,0,3,3,7,0,0,11,4,4,6,11,11,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8,4,3,6,9,12,3,5,0,50,0,0,0,0,0,0,5,0,3,6,4,0,5,9,7,11,3,52,12,21,13,23,30,16,19,7,155,0,6
UCL521029,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,7,3,3,7,0,0,23,0,4,6,0,0,0,4,0,17,8,19,11,5,18,4,0,0,68,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,7,20,17,5,19,8,0,0,76,0,0,0,0,0,0,0,0,5,6,10,3,6,9,0,8,3,55,14,35,36,23,37,14,15,3,178,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,6,3,12,16,5,7,3,3,3,52,0,5,6,0,3,3,5,0,23,5,4,7,5,6,8,0,0,36,6,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,8,6,7,8,6,6,9,0,0,43,0,0,0,0,0,0,0,0,7,0,7,5,7,14,4,16,9,61,8,37,31,21,33,21,27,16,194,0,0
UCL521030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,3,3,0,0,20,0,4,9,0,10,3,4,0,27,4,14,5,13,19,19,10,6,84,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,10,5,13,19,17,7,6,89,0,0,0,0,0,0,0,0,4,5,11,0,4,14,10,8,0,51,10,35,11,24,42,41,27,5,197,0,7,0,3,0,4,0,0,11,0,5,0,0,5,3,0,0,8,0,24,3,3,6,6,4,0,47,0,9,4,7,10,4,0,0,23,6,3,0,3,3,4,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,6,3,9,3,4,3,0,28,0,3,0,0,0,0,0,0,6,4,3,8,5,8,5,3,6,47,7,50,19,30,28,27,11,8,179,0,3
UCL521031,0,8,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,17,13,7,7,0,0,0,47,0,12,3,6,9,6,0,0,34,10,34,20,22,24,13,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,10,34,20,27,25,14,5,0,132,0,0,0,0,0,0,0,0,0,25,67,60,50,43,15,6,0,270,42,132,101,85,91,37,8,0,499,0,4,0,4,0,0,0,0,10,0,5,0,0,0,0,0,0,3,0,12,4,0,9,3,0,0,26,0,6,5,3,8,0,6,0,22,3,9,3,3,3,3,0,0,29,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,9,8,3,3,7,0,0,34,0,0,0,0,0,0,0,0,0,14,23,20,12,13,11,0,0,98,21,57,36,25,32,25,4,0,196,0,9
UCL521032,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,5,0,5,7,3,0,0,16,0,7,3,3,5,0,0,0,23,0,9,0,4,20,5,0,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,4,5,20,6,0,0,42,0,0,0,0,0,0,0,0,0,14,19,9,19,17,13,9,0,98,20,43,22,34,47,25,11,0,194,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,17,4,5,6,0,0,0,24,0,0,0,0,5,3,0,0,16,0,9,3,3,10,0,0,0,25,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,13,8,3,10,0,0,0,28,0,0,0,0,0,0,0,0,0,17,15,10,14,13,8,6,0,86,17,50,22,22,39,15,6,0,176,0,4
UCL521033,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,9,0,8,3,5,5,5,0,0,23,0,0,4,0,0,5,0,0,11,0,16,13,18,23,11,0,0,83,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,15,13,20,26,18,0,0,94,0,0,0,0,0,0,0,0,0,19,70,60,71,49,23,7,0,310,24,93,86,101,81,53,9,0,451,0,6,0,3,0,0,0,0,9,0,4,0,0,3,3,0,0,6,0,0,8,4,6,4,0,0,26,0,0,0,5,5,0,0,0,14,3,3,11,0,4,3,0,0,23,0,5,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,6,5,12,9,0,7,6,0,0,35,0,0,0,0,0,0,0,0,0,17,31,35,26,26,9,6,0,158,22,49,54,38,53,30,0,0,246,0,4
UCL521034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,3,0,0,11,0,0,5,6,3,3,0,0,23,9,14,14,27,22,5,7,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,14,27,26,5,7,0,99,0,0,0,0,0,0,0,0,0,3,3,7,5,6,3,0,0,32,18,18,28,38,37,22,12,0,164,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,9,11,4,0,4,0,0,31,6,0,4,15,8,3,0,0,34,6,14,7,6,3,3,0,0,42,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,8,11,13,7,11,5,9,6,0,52,0,0,0,0,0,0,0,0,0,4,6,5,5,5,3,3,0,37,17,30,27,40,28,13,5,0,162,0,0
UCL521035,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,3,0,5,4,0,3,4,0,0,16,0,3,5,0,0,5,3,0,11,0,3,11,9,14,13,7,0,58,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,4,0,6,11,9,14,16,8,5,66,0,0,0,0,0,0,0,0,3,0,0,5,6,4,6,3,0,24,6,12,19,14,30,27,13,7,130,0,0,3,0,0,0,0,0,7,0,0,0,3,4,0,0,0,4,0,3,10,4,5,0,0,0,22,0,4,7,0,11,4,0,0,23,0,5,5,7,11,3,0,0,30,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,7,6,3,12,3,3,0,44,0,0,0,0,0,0,0,0,0,3,3,0,0,9,10,13,6,39,8,12,23,20,35,24,14,6,141,0,0
