UCL_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
UCL501001,2412,55421,2817,63,60713,2823,56805,3702,190,63523,6887,122025,9018,548,138475,10904,121475,7945,388,140711,13908,103772,6074,372,124118,14735,87040,4491,397,106670,10310,69758,3545,342,83955,5042,37171,3019,118,45355,1543,11828,1975,28,15374,68557,665295,42598,2453,778901,2738,52532,2764,67,58103,3740,55759,3154,187,62845,11247,129355,7866,478,148949,18434,124348,6703,242,149730,24015,102768,5094,262,132138,25526,85885,3941,513,115861,15914,73166,3830,446,93356,6008,42704,4001,140,52848,1180,19824,3528,45,24582,108809,686352,40875,2380,838412,5145,107960,5577,129,118813,6570,112569,6855,379,126375,18133,251386,16889,1024,287428,29336,245828,14650,632,290440,37922,206541,11163,635,256255,40264,172925,8437,910,222529,26227,142922,7381,788,177310,11049,79869,7021,267,98207,2723,31650,5510,78,39957,177360,1351640,83472,4837,1617314
UCL511001,86,2095,118,4,2300,74,1693,160,0,1932,221,3701,450,14,4384,396,3839,412,9,4653,474,3699,320,6,4504,590,3427,229,5,4253,409,2766,194,0,3372,197,1471,116,3,1790,41,433,89,0,561,2494,23125,2091,44,27749,128,2099,101,0,2329,103,1653,93,0,1860,389,4030,276,7,4706,748,4048,216,4,5014,923,3844,204,6,4978,1054,3356,174,7,4597,604,2927,168,3,3701,243,1707,174,7,2128,44,721,182,0,949,4246,24378,1593,41,30255,212,4188,220,6,4627,181,3347,257,3,3786,613,7731,723,26,9091,1142,7887,622,8,9666,1394,7548,525,9,9478,1649,6781,407,14,8854,1016,5687,361,11,7074,444,3183,285,3,3920,84,1155,270,0,1511,6737,47501,3680,89,58003
UCL512001,58,878,69,0,1000,33,673,68,8,780,92,1460,242,4,1796,139,1310,196,9,1649,230,1388,146,0,1768,297,1475,111,3,1886,191,1383,91,0,1668,116,849,57,4,1024,56,339,41,0,439,1212,9746,1026,28,12011,54,842,50,0,945,47,637,47,0,731,164,1440,88,8,1693,289,1420,93,0,1800,409,1571,81,0,2060,502,1566,98,3,2174,317,1457,100,0,1880,187,1036,97,0,1319,39,499,68,0,611,1995,10473,731,18,13212,106,1725,119,0,1952,79,1311,115,6,1510,245,2896,332,10,3492,429,2728,288,6,3452,638,2963,230,0,3829,795,3041,213,11,4055,510,2840,197,0,3545,306,1882,154,3,2343,98,844,108,0,1051,3207,20216,1753,40,25220
UCL512002,29,723,33,0,789,21,498,24,0,541,63,1066,100,7,1232,118,1227,91,0,1432,183,1298,88,5,1569,207,1211,96,5,1517,180,1389,81,0,1648,124,799,71,0,989,31,237,44,0,315,949,8453,623,16,10033,44,663,56,0,766,27,452,31,0,508,109,1148,85,8,1345,257,1408,72,0,1736,359,1455,80,4,1890,412,1374,106,0,1892,299,1484,98,0,1878,141,875,94,0,1108,35,471,55,0,568,1682,9325,664,18,11690,70,1386,89,0,1554,49,949,55,0,1047,173,2212,185,16,2581,370,2631,167,0,3169,540,2752,161,10,3457,621,2582,199,9,3406,476,2872,179,0,3529,264,1672,161,0,2099,69,711,100,0,877,2633,17769,1286,30,21726
UCL512003,52,895,139,0,1084,46,720,81,4,847,80,1518,207,8,1811,166,1497,229,0,1899,209,1563,186,0,1966,261,1610,177,3,2052,163,1311,121,0,1590,86,699,105,5,897,28,241,50,3,327,1086,10052,1298,23,12464,45,878,97,0,1017,46,799,101,0,947,196,1584,213,10,1999,327,1576,235,0,2135,373,1674,180,3,2230,442,1536,141,3,2122,248,1330,146,0,1726,100,786,120,3,1007,19,343,85,0,452,1800,10506,1309,20,13639,99,1769,232,0,2098,89,1520,184,4,1795,275,3105,419,9,3817,486,3072,464,0,4029,583,3244,363,7,4198,704,3148,315,8,4174,409,2641,263,3,3315,191,1485,228,5,1902,52,583,136,5,776,2891,20560,2611,43,26103
UCL512004,17,741,92,0,853,27,897,166,0,1098,87,2073,411,11,2583,128,1902,386,6,2425,145,1697,325,4,2169,155,1567,304,8,2033,82,799,192,3,1082,24,285,53,0,362,3,48,13,0,66,673,10008,1934,42,12655,24,640,87,0,750,41,775,102,9,918,135,1960,275,10,2367,210,1649,234,3,2089,220,1448,185,3,1852,202,1196,181,4,1582,93,623,130,9,855,31,261,34,0,328,5,110,17,0,136,950,8657,1239,36,10888,38,1378,177,5,1600,69,1667,268,4,2015,221,4028,681,22,4949,339,3551,621,9,4519,367,3149,509,10,4023,359,2768,480,14,3617,174,1426,315,19,1934,55,542,87,0,690,10,162,34,0,199,1625,18670,3169,75,23545
UCL513001,16,301,77,0,386,21,310,93,9,432,43,961,240,33,1276,87,999,233,6,1324,83,949,249,0,1285,69,993,238,6,1297,74,1138,160,7,1374,31,397,81,0,503,5,39,15,0,56,411,6090,1388,55,7936,16,331,89,0,438,20,394,93,19,515,101,1300,342,37,1778,126,1182,239,6,1559,139,941,222,3,1309,179,1094,248,0,1526,112,1018,176,8,1314,27,285,63,0,375,0,40,15,0,56,728,6590,1490,74,8879,30,635,168,0,829,36,698,188,25,947,145,2258,583,67,3059,212,2188,470,12,2885,220,1894,474,5,2594,248,2085,486,9,2824,182,2157,337,12,2687,52,689,151,0,882,6,84,26,0,111,1131,12682,2870,123,16818
UCL513002,13,299,46,0,360,8,209,34,5,255,26,491,91,4,614,51,476,72,0,599,70,511,93,0,675,88,527,74,5,699,44,425,56,0,530,25,259,49,0,340,9,77,11,0,96,343,3282,521,12,4155,16,229,36,0,279,10,220,27,0,254,54,511,58,4,630,87,478,74,0,636,107,464,58,0,631,116,510,52,3,678,85,426,48,0,558,46,310,46,0,400,12,133,15,0,162,527,3285,411,6,4230,29,525,86,0,639,21,426,61,5,514,81,1004,149,9,1242,139,957,143,0,1236,170,979,152,0,1303,207,1036,124,4,1373,133,854,100,0,1086,69,574,102,0,741,20,213,19,0,257,872,6567,934,18,8392
UCL513003,6,423,77,0,506,14,410,123,4,547,62,1385,410,22,1876,125,1556,515,14,2213,85,1193,431,8,1721,67,822,312,14,1207,16,339,100,0,458,5,79,21,3,113,0,3,6,0,9,373,6204,2000,65,8646,16,327,60,0,406,11,335,83,8,436,79,1330,285,8,1697,129,1219,237,0,1587,104,848,178,0,1127,55,514,118,4,681,24,247,60,9,339,7,59,4,0,77,0,6,4,0,13,441,4877,1027,25,6368,28,749,137,0,913,28,740,209,8,986,141,2712,697,27,3576,258,2771,754,16,3799,189,2041,609,9,2847,119,1332,423,19,1889,45,588,160,11,797,12,135,30,3,187,0,13,3,0,22,812,11084,3027,94,15017
UCL513004,12,331,82,0,424,7,344,121,0,473,61,1348,514,7,1932,82,1426,553,8,2075,70,1110,480,9,1666,70,894,380,8,1351,22,327,119,4,470,7,83,26,0,113,0,12,7,0,16,334,5869,2278,34,8520,9,286,65,0,359,17,333,95,3,451,74,1260,301,5,1651,120,1010,209,0,1342,75,674,200,5,949,64,561,138,0,762,33,246,60,3,342,10,48,23,0,80,0,14,0,0,15,406,4433,1097,26,5958,23,615,146,0,790,31,673,220,3,926,138,2606,817,12,3579,200,2435,765,18,3418,147,1783,676,9,2617,135,1448,518,7,2116,54,577,179,8,813,18,132,48,0,196,0,29,9,0,34,743,10301,3376,56,14480
UCL513005,20,305,25,0,349,13,236,15,0,260,32,538,33,20,621,51,559,32,6,661,60,544,32,0,635,56,413,30,0,491,44,322,12,0,374,18,194,13,0,224,3,43,7,0,54,301,3152,190,28,3677,13,275,19,0,303,16,190,11,0,221,74,661,48,0,787,109,668,40,0,820,98,557,28,0,684,119,414,20,4,550,64,361,18,0,445,36,187,19,0,239,0,73,15,0,89,537,3378,224,7,4140,34,575,37,3,651,32,423,31,0,483,111,1194,75,22,1401,163,1231,79,6,1480,157,1105,57,0,1327,168,827,48,4,1044,110,681,27,0,827,54,381,34,0,464,9,115,21,0,146,840,6534,414,38,7818
UCL514001,14,164,26,0,204,13,164,9,0,184,25,307,45,0,374,43,313,47,0,403,47,315,43,0,402,66,388,30,0,481,52,414,31,0,498,24,187,29,0,239,3,38,22,0,64,279,2279,286,3,2847,10,169,22,0,192,10,127,13,0,156,52,324,30,0,415,71,285,44,0,397,83,345,30,0,459,101,357,26,0,484,73,335,21,0,426,34,177,37,0,245,0,67,32,0,98,436,2186,253,0,2873,21,326,49,0,398,23,298,23,0,338,84,632,78,0,788,117,599,87,0,801,128,663,71,0,860,166,751,60,0,966,121,743,57,0,926,62,359,61,0,480,3,104,53,0,163,714,4465,534,3,5718
UCL514002,7,175,21,0,196,0,76,8,0,85,12,267,28,4,310,14,427,33,0,476,34,382,19,0,430,46,271,20,0,344,37,351,12,0,400,21,164,19,0,213,5,34,7,0,43,180,2153,157,5,2497,3,136,13,0,153,0,65,6,0,76,23,326,33,0,383,61,500,31,0,600,88,391,16,0,494,73,303,26,5,400,71,347,29,0,450,33,165,19,0,220,3,52,0,0,51,346,2289,183,6,2823,10,311,32,0,357,5,142,16,0,160,37,597,59,5,693,72,926,65,0,1068,119,773,35,0,925,117,581,46,5,745,109,700,41,0,851,55,331,37,6,429,10,84,4,0,97,528,4439,347,15,5327
UCL514003,13,186,20,0,224,5,125,17,8,157,15,414,57,24,500,31,475,45,14,563,51,413,43,0,514,38,290,42,0,377,29,245,19,0,294,16,89,3,0,112,5,32,3,0,43,198,2280,255,44,2782,9,161,14,0,178,5,92,11,0,112,25,424,37,3,493,79,573,33,3,691,83,424,45,0,548,73,316,31,0,426,55,264,20,0,339,14,127,4,0,140,8,52,10,0,72,353,2418,215,8,2998,22,346,33,0,403,14,218,30,8,262,43,831,96,26,995,105,1049,78,20,1256,135,838,92,0,1061,113,611,75,0,796,82,506,36,0,629,29,213,8,0,246,16,90,16,0,120,551,4699,465,55,5775
UCL514004,14,188,26,0,229,6,143,27,0,172,25,281,49,0,363,28,260,37,4,325,47,270,51,0,368,42,339,41,0,426,43,319,40,0,399,20,155,22,0,204,0,54,14,0,68,234,2010,303,3,2555,6,176,18,0,204,10,136,30,0,168,46,283,30,0,354,58,283,44,0,387,74,300,48,0,433,91,359,32,0,481,55,313,30,0,399,24,176,37,0,235,6,91,18,0,118,372,2114,282,3,2773,21,367,45,0,432,16,278,49,0,339,70,563,83,0,715,87,544,77,6,711,124,576,99,6,798,133,695,71,0,903,102,627,69,0,794,44,337,55,4,437,7,143,29,0,188,609,4125,589,6,5325
UCL515001,0,11,0,0,11,0,14,0,3,18,3,27,4,3,39,7,31,5,5,44,6,42,6,0,54,19,70,5,0,92,16,122,6,4,147,7,69,5,0,86,3,38,3,0,48,68,426,33,13,541,5,14,0,0,12,0,10,4,0,12,3,24,0,0,36,5,39,4,0,48,15,48,4,0,76,23,80,4,0,104,31,117,12,0,155,18,55,3,0,78,0,43,10,0,54,102,428,39,0,575,5,23,0,0,26,0,19,3,3,31,11,53,8,3,77,14,67,8,5,91,25,93,13,0,128,39,149,9,0,198,50,235,16,4,300,31,126,10,0,166,3,76,16,0,98,172,858,72,13,1117
UCL515002,0,29,4,0,31,0,21,0,0,23,0,48,9,0,57,5,70,11,0,90,16,68,6,0,78,13,77,5,0,92,7,69,0,0,80,5,23,0,0,22,0,0,0,0,6,49,404,26,0,485,0,27,0,0,28,4,24,0,0,27,5,59,4,0,68,12,57,5,0,72,21,62,7,0,87,22,73,0,0,95,14,71,0,0,87,3,16,0,0,22,0,5,0,0,8,77,402,16,0,497,3,57,4,0,59,4,41,0,0,49,9,109,5,0,126,18,132,17,0,165,32,132,9,0,167,36,151,4,0,192,23,149,0,0,164,9,40,3,0,49,0,9,0,0,10,128,812,43,0,976
UCL515003,0,42,4,0,44,4,30,0,0,36,7,69,9,0,88,16,67,6,0,91,14,102,14,0,136,19,123,16,0,155,30,156,10,0,196,5,81,8,0,94,3,22,5,0,29,88,697,69,0,863,4,55,10,0,70,0,25,6,0,34,0,84,5,0,90,22,73,4,0,104,28,109,7,0,149,45,152,16,0,204,31,178,10,0,222,6,86,7,0,102,0,39,4,0,49,152,798,69,0,1017,8,97,9,0,119,5,56,8,0,71,6,153,16,0,177,34,149,18,0,196,42,213,26,0,280,58,275,26,0,360,59,333,18,0,414,17,163,15,0,191,3,59,9,0,75,240,1493,145,5,1882
UCL515004,6,77,0,0,86,5,94,7,48,150,11,170,12,0,198,10,92,8,0,109,17,84,9,0,104,8,52,8,0,70,11,58,4,0,72,3,37,0,0,41,0,3,0,0,9,71,671,49,47,837,7,43,7,0,57,0,61,7,0,68,22,172,5,0,202,23,106,7,0,137,26,100,8,0,136,16,69,6,0,86,15,57,0,0,76,4,20,0,0,27,0,13,0,0,11,108,641,48,0,802,10,116,11,0,136,5,156,12,48,220,31,338,25,7,400,33,199,9,0,248,41,185,16,0,243,27,120,13,0,161,28,116,3,0,152,7,58,4,0,68,0,15,0,0,19,180,1309,102,50,1639
UCL515005,3,63,8,0,75,0,45,4,0,55,6,80,0,0,92,15,104,7,0,122,24,126,13,0,160,16,102,3,0,122,10,119,7,0,135,6,50,10,0,66,0,9,4,0,15,93,698,46,0,832,3,61,10,0,80,0,41,0,0,42,14,111,4,0,127,25,127,8,0,161,32,134,5,0,169,41,99,13,0,150,29,92,9,0,124,18,42,4,0,60,0,17,5,0,20,161,727,56,0,945,7,130,12,0,150,0,91,7,0,102,25,195,0,0,215,38,233,17,0,287,51,263,12,0,330,59,195,13,0,271,44,206,16,0,265,18,92,10,0,127,5,27,6,0,36,250,1426,102,0,1777
UCL515006,10,73,35,0,112,6,85,39,15,143,27,189,75,18,304,23,193,61,14,286,27,254,63,7,354,34,300,56,0,393,33,414,45,0,492,22,192,25,0,243,3,34,0,0,50,177,1735,415,54,2377,4,69,19,0,92,10,85,39,7,140,31,212,62,5,305,23,194,53,0,270,44,214,45,0,306,63,307,49,0,417,37,357,29,0,426,16,161,23,0,194,0,24,14,0,40,224,1621,332,16,2205,16,141,52,0,209,17,173,79,22,287,54,397,136,26,614,38,385,118,13,560,74,468,115,11,664,98,611,108,0,805,69,766,81,0,919,39,349,46,0,437,7,63,17,0,88,409,3357,750,64,4577
UCL515007,0,37,3,0,43,0,19,4,0,24,0,58,4,0,71,7,157,17,0,183,16,120,16,0,145,8,76,3,0,92,6,42,0,0,50,0,25,3,0,29,3,9,0,0,9,42,542,53,4,649,0,43,5,0,42,0,16,0,0,16,3,88,8,0,104,19,197,24,0,238,18,115,15,0,148,15,84,9,0,108,12,54,5,0,61,9,11,0,0,19,4,7,0,0,10,75,607,67,5,752,0,74,4,0,85,0,33,4,0,41,10,148,14,6,179,30,349,37,0,425,31,235,34,0,300,25,164,8,0,198,13,96,12,0,118,8,32,4,0,46,4,11,0,0,20,120,1152,122,9,1401
UCL515008,0,29,7,0,37,0,28,0,0,25,6,55,4,0,67,9,102,15,0,128,0,100,13,5,111,3,76,10,0,96,3,39,6,0,43,0,9,0,0,8,0,0,0,0,0,23,435,58,5,517,0,21,7,0,25,0,12,0,0,20,7,65,9,0,79,4,99,7,0,114,11,90,14,0,116,5,61,15,0,75,0,24,5,0,30,0,12,4,0,13,0,0,0,0,0,31,385,63,0,476,0,48,13,0,64,0,37,3,0,44,9,120,21,0,148,15,200,24,0,241,9,189,23,5,224,8,140,21,0,174,3,66,13,0,78,0,18,5,0,30,0,0,0,0,0,55,820,123,5,995
UCL515009,6,104,14,0,125,0,19,5,0,29,5,69,13,0,91,13,121,19,0,152,18,128,27,0,171,30,139,23,0,189,23,172,10,0,208,17,104,11,0,136,0,31,6,0,40,117,895,124,5,1142,7,92,19,0,115,3,23,6,0,35,6,96,16,0,119,23,130,23,0,184,30,147,30,0,214,38,162,15,0,218,34,184,21,4,241,18,123,15,0,151,0,60,3,0,64,166,1016,142,7,1333,11,197,32,0,247,4,46,7,0,60,16,166,28,0,207,37,253,40,0,334,48,277,52,0,381,64,297,38,0,405,64,350,32,7,446,33,224,19,0,281,7,94,4,0,111,291,1914,265,4,2474
UCL515010,3,48,20,0,67,0,72,34,0,107,22,150,66,3,245,22,127,49,0,198,14,154,57,0,220,18,199,57,0,277,20,198,41,0,257,3,54,9,0,63,0,6,0,0,7,98,1007,329,4,1444,10,46,25,0,77,10,68,36,0,115,24,182,94,3,310,27,130,63,0,222,37,129,66,0,236,26,205,61,0,282,20,163,38,0,218,0,45,12,0,64,0,14,0,0,19,152,993,387,4,1542,8,93,42,0,149,13,141,63,3,222,52,332,166,10,554,45,256,107,0,416,53,282,118,0,458,45,403,114,0,564,35,361,75,0,474,0,100,21,0,127,0,23,4,0,26,254,1999,724,10,2985
UCL515011,4,81,18,0,103,3,48,0,0,58,9,93,14,0,118,20,116,11,3,148,12,130,9,0,150,16,130,9,0,160,16,133,7,0,153,13,88,14,0,113,3,29,0,0,35,102,857,75,3,1034,5,63,3,0,71,3,43,0,0,52,11,115,6,6,146,26,135,8,6,172,26,120,4,0,152,35,149,4,0,193,21,150,18,0,191,19,104,8,0,129,0,51,6,0,56,158,933,58,20,1172,7,149,22,0,179,10,100,3,4,114,20,211,22,6,261,47,252,17,8,327,42,247,15,0,303,53,281,15,0,351,39,285,21,0,349,33,193,16,0,238,4,76,6,0,88,254,1793,132,21,2205
UCL515012,6,72,5,0,78,3,40,5,0,43,7,135,9,0,151,12,110,9,0,126,12,117,3,0,136,13,76,3,0,89,0,66,0,0,72,0,22,0,0,26,0,4,0,0,4,59,633,29,3,725,7,72,3,0,85,0,40,0,0,41,14,171,8,0,194,24,118,5,0,147,17,132,8,0,160,11,72,0,0,88,14,59,4,0,79,7,11,3,0,21,0,7,0,0,7,102,690,34,0,818,9,145,9,0,165,3,81,0,0,86,23,301,17,0,347,35,225,9,0,272,31,250,11,0,289,22,151,3,0,178,17,121,7,0,143,8,34,3,0,46,0,11,0,0,15,152,1327,63,0,1545
UCL515013,0,78,3,0,86,7,97,10,0,109,9,302,26,8,344,14,281,15,0,313,16,260,22,0,296,34,307,20,0,364,35,386,25,0,444,10,185,14,0,201,0,22,4,0,20,122,1909,146,18,2181,0,70,13,0,78,4,109,11,5,121,15,367,28,10,423,23,271,17,0,318,22,222,11,0,256,52,292,15,0,362,42,363,22,0,435,9,116,15,0,140,0,16,0,0,16,176,1828,129,15,2149,0,145,13,0,159,9,200,19,11,234,25,675,54,19,774,39,553,38,0,628,45,479,30,0,551,86,604,33,3,726,76,747,49,0,875,17,301,19,0,339,3,31,4,0,41,294,3732,274,35,4330
UCL515014,5,14,3,0,22,0,34,12,0,48,12,77,19,0,112,8,68,14,0,88,0,70,14,0,93,9,75,23,0,104,6,61,18,3,82,0,14,5,0,20,0,0,0,0,0,39,419,115,3,566,0,21,0,0,23,5,32,15,0,57,16,89,21,0,126,10,72,17,0,97,16,71,23,0,106,13,81,16,0,107,7,54,18,0,77,0,4,4,0,12,0,0,0,0,0,68,419,114,5,609,5,34,6,0,40,12,66,30,0,110,31,162,46,0,238,12,143,29,0,184,18,141,38,0,202,22,156,41,0,216,8,108,36,3,154,4,23,9,0,35,0,3,0,0,3,107,836,227,4,1177
UCL515015,7,57,7,0,67,6,62,3,0,63,3,182,10,7,205,15,149,10,0,165,24,136,20,4,192,21,106,21,0,156,12,109,4,0,136,15,96,11,0,120,6,37,6,0,51,107,944,96,7,1151,3,60,6,0,64,5,39,6,0,47,12,166,7,0,185,15,120,5,0,143,28,113,11,0,156,39,110,14,0,165,30,127,16,0,175,10,113,14,0,139,0,68,6,0,77,153,922,82,3,1157,3,119,9,3,132,7,99,12,0,121,19,349,18,7,392,29,267,12,0,304,53,254,33,4,342,64,223,34,0,317,52,237,23,0,312,27,206,24,0,259,7,105,11,0,129,256,1861,181,12,2309
UCL515016,3,20,0,0,26,0,20,0,0,24,4,72,0,0,82,4,66,9,0,81,6,78,13,3,98,5,110,11,0,124,9,145,18,0,164,3,60,6,0,70,0,7,0,0,15,47,572,62,8,684,0,19,0,0,23,0,17,4,0,19,3,76,7,0,94,12,73,8,0,97,11,64,5,0,84,26,107,9,0,146,18,128,9,0,156,3,38,7,0,54,0,18,10,0,24,80,540,70,0,689,3,42,0,0,47,0,39,3,0,40,11,151,6,0,176,22,132,20,0,180,19,139,25,3,180,34,220,17,0,265,26,268,29,0,323,8,101,19,0,127,0,26,11,0,37,124,1113,127,8,1377
UCL515017,0,32,3,0,37,0,24,8,0,30,7,56,9,3,71,4,78,17,0,94,10,98,24,0,127,13,159,38,3,217,22,216,43,0,271,14,83,13,0,113,3,13,3,0,20,69,758,150,7,987,0,10,10,0,21,7,24,10,0,36,4,58,12,5,73,8,71,16,0,103,22,71,17,0,104,34,148,38,4,229,20,191,36,0,247,7,73,14,0,95,4,9,4,0,13,105,664,153,3,926,0,44,11,0,58,4,44,12,0,70,12,112,22,6,150,11,148,34,0,196,30,169,35,0,232,49,312,77,3,442,40,407,76,0,518,20,160,28,0,202,8,24,9,0,38,172,1421,304,13,1907
UCL515018,0,43,8,0,51,0,32,7,0,39,4,96,20,0,118,12,75,23,0,105,3,105,24,0,136,9,101,15,0,123,4,45,5,0,60,0,16,3,0,25,0,5,0,0,5,31,517,108,0,652,0,33,11,0,52,7,41,16,0,63,0,74,18,0,101,9,94,28,0,133,13,85,21,0,113,12,75,10,0,99,5,42,7,0,54,5,3,0,0,14,0,3,0,0,3,55,463,115,0,637,5,75,22,0,97,9,75,18,0,103,10,173,38,0,219,23,172,44,0,233,19,184,38,0,243,16,181,25,0,225,13,88,17,0,113,4,22,7,0,34,0,8,0,0,11,90,975,216,0,1285
UCL515019,8,87,20,0,121,10,94,15,0,125,23,204,43,4,266,23,167,41,0,230,11,178,31,0,220,27,193,16,0,237,25,146,15,0,188,10,83,16,0,101,0,27,5,0,30,141,1178,196,3,1515,7,89,25,0,117,9,89,12,0,108,26,177,28,0,228,39,140,23,0,202,34,148,18,0,202,38,157,25,0,222,28,147,21,0,195,12,78,12,0,107,0,41,15,0,57,192,1064,181,0,1436,18,180,43,0,244,16,178,29,0,226,46,377,65,4,495,57,308,64,0,426,48,326,46,0,426,65,356,37,0,462,48,288,41,0,379,23,161,31,0,208,3,65,22,0,88,329,2239,377,3,2953
UCL515020,0,85,29,0,115,4,103,32,5,145,10,351,80,16,458,18,242,47,5,310,21,256,58,6,340,23,293,42,0,357,14,313,37,0,368,0,62,15,0,74,0,10,4,0,12,92,1716,329,21,2171,0,88,32,0,122,5,123,39,5,175,27,431,89,26,567,23,307,67,0,405,39,270,67,0,380,45,335,50,5,437,23,242,22,4,285,4,41,9,0,54,0,4,7,0,12,171,1850,383,41,2435,3,177,60,0,242,10,228,68,16,319,36,783,171,36,1021,43,543,111,6,710,58,532,126,6,720,67,625,86,3,793,34,557,58,4,655,3,99,20,0,126,0,15,10,0,22,265,3571,710,63,4604
