UCL_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL515034,923,865,1787,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,3,0,0,0,6,14,18,0,0,0,0,0,3,0,0,0,0,5,7,0,0,0,0,0,0,3,8,12,5,0,8,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,3,6,11,75,70,141,0,0,0,0,11,6,0,7,8,0,0,0,25,23,42,0,0,0,0,0,0,0,9,11,186,192,379,4,7,11,0,0,0,43,36,80,69,68,136,6,0,6,1367,1327,2693
UCL515035,452,432,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,29,26,59,0,0,0,16,15,31,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,34,44,80,0,0,4,0,0,4,7,13,14,65,71,137,0,0,3,615,633,1243
UCL515036,793,893,1692,0,0,0,0,0,0,0,0,0,3,4,10,3,0,3,0,0,0,7,0,7,3,7,9,0,0,0,0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,4,4,10,30,20,48,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,4,4,8,28,35,60,0,0,0,17,17,33,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,5,95,100,196,4,0,5,0,0,0,8,15,27,68,67,130,0,0,0,1063,1192,2257
UCL515037,918,592,1504,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,4,16,6,6,11,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,0,5,0,0,0,75,28,102,0,0,0,17,22,37,0,0,0,0,0,0,17,13,30,3,0,4,0,0,0,6,12,14,48,16,67,3,4,4,0,3,3,46,22,68,396,157,555,9,3,6,1574,903,2474
UCL515038,833,857,1691,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,5,0,0,0,0,8,7,0,3,3,0,0,0,0,0,0,3,3,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,9,13,34,37,72,0,0,0,0,7,7,0,0,0,0,0,3,3,12,15,0,0,0,0,0,0,0,0,5,115,137,249,6,4,12,0,0,0,18,15,34,129,104,231,0,0,0,1175,1212,2380
UCL521001,213,201,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,18,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,18,36,0,0,0,0,0,0,0,4,7,9,10,11,0,0,0,255,242,499
UCL521002,278,267,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,13,28,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36,38,78,0,0,0,0,0,0,0,3,4,40,34,79,0,0,0,378,378,763
UCL521003,285,300,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,9,10,17,0,0,0,9,15,21,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,29,31,65,0,0,0,0,0,0,9,12,21,47,47,98,0,5,4,409,434,841
UCL521004,266,308,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,0,0,0,286,322,609
UCL521005,429,389,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,20,39,0,0,0,0,3,3,0,0,0,0,5,5,4,11,8,0,0,0,0,0,0,0,3,0,28,29,53,0,0,0,0,0,0,10,8,16,67,59,122,0,0,3,565,538,1104
UCL521006,309,343,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,0,0,0,0,3,9,0,0,0,0,0,0,6,7,13,0,0,0,0,0,0,0,0,0,34,38,73,0,0,0,0,0,3,0,11,14,25,31,52,0,0,4,393,456,847
UCL521007,173,211,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,15,24,38,0,0,0,0,0,0,4,6,9,34,36,70,0,0,0,245,295,543
UCL521008,178,205,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,6,6,13,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,23,0,0,0,0,0,0,3,4,10,51,36,81,0,0,0,265,280,541
UCL521009,225,200,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,13,0,0,0,8,7,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,8,23,0,0,3,0,0,0,5,4,7,60,29,85,0,0,0,327,257,582
UCL521010,299,313,613,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,8,17,0,0,0,0,3,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,18,25,37,0,0,0,0,0,0,3,9,11,32,27,63,0,0,0,384,391,775
UCL521011,246,247,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,5,5,0,0,0,0,0,0,7,7,8,0,0,0,0,0,0,0,0,0,12,21,33,0,0,0,0,0,0,0,3,6,9,3,13,0,0,0,279,298,576
UCL521012,206,206,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,5,5,0,0,0,0,0,0,4,9,11,0,0,0,0,0,0,0,0,0,22,24,50,0,0,4,0,0,0,7,7,12,8,9,15,0,0,0,258,271,531
UCL521013,321,323,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,28,0,0,0,4,5,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,47,46,97,0,5,3,0,0,0,3,3,10,27,24,53,0,0,0,436,435,873
UCL521014,346,214,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,48,0,0,0,0,4,9,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,4,16,16,31,0,0,0,0,0,0,16,11,21,153,87,234,0,0,0,580,369,946
UCL521015,245,235,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,10,20,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25,0,0,0,0,0,0,6,7,10,14,24,37,0,0,0,294,302,601
UCL521016,253,218,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,10,12,0,0,0,21,29,47,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,21,14,32,0,0,0,0,0,0,3,0,4,25,21,49,0,0,0,339,302,637
UCL521017,235,237,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,16,0,0,0,46,33,85,0,0,0,0,0,0,12,10,18,0,0,0,0,0,0,0,0,0,16,14,25,0,0,0,0,0,0,3,5,10,56,44,93,0,0,0,383,357,738
UCL521018,223,206,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,25,25,46,0,3,3,0,0,0,0,3,0,11,12,23,0,0,0,270,259,526
UCL521019,573,561,1135,0,0,0,0,0,0,0,0,3,0,5,5,4,0,6,0,0,3,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,15,17,39,0,0,0,0,0,4,0,0,0,0,0,5,8,3,12,0,0,0,0,6,3,0,3,3,74,65,139,5,0,6,0,0,3,28,24,50,223,224,445,7,4,6,961,942,1896
UCL521020,231,219,452,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,11,26,0,0,0,0,5,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,4,52,45,93,0,0,0,0,0,0,16,19,32,20,22,38,0,0,0,355,343,694
UCL521021,302,309,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,25,20,39,0,0,0,0,0,0,0,7,14,0,0,0,0,5,5,0,0,0,37,38,71,0,3,3,0,0,0,5,8,11,24,27,52,0,0,0,414,440,854
UCL521022,244,239,484,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,20,37,54,0,0,3,0,0,0,7,11,22,43,44,89,4,0,7,346,371,712
UCL521023,208,204,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,0,0,0,28,17,43,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,11,8,22,0,0,0,0,0,0,0,3,4,25,22,47,0,0,0,295,277,567
UCL521024,709,757,1468,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,10,5,4,8,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,7,23,14,29,0,0,0,3,9,11,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,23,21,45,0,3,7,0,3,4,15,10,30,159,110,268,3,4,3,967,963,1933
UCL521025,273,251,524,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,29,0,0,0,3,8,13,0,0,0,0,0,0,20,16,39,0,0,0,0,0,0,0,5,7,21,19,34,0,7,8,3,0,3,17,19,29,33,30,63,0,0,0,403,366,771
UCL521026,277,281,555,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,3,5,10,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,50,52,98,0,0,4,0,0,0,6,0,7,22,30,53,0,0,0,381,400,780
UCL521027,292,182,483,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,40,30,68,0,0,0,3,8,12,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,3,28,10,37,0,0,0,0,0,0,9,4,13,378,170,549,3,0,3,771,425,1193
UCL521028,302,302,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,0,5,4,13,0,0,0,0,0,0,0,3,3,0,0,0,5,4,5,0,0,0,0,0,0,0,3,3,16,15,34,0,0,0,0,0,0,7,8,15,44,43,88,0,0,0,391,399,792
UCL521029,313,319,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,49,0,0,0,26,19,43,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,8,15,23,0,0,3,4,3,8,8,3,4,39,43,80,0,0,0,448,432,878
UCL521030,238,203,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,4,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,4,12,0,0,0,4,3,7,0,0,0,0,0,0,0,0,3,0,0,0,8,27,35,0,6,6,25,35,53,0,4,4,5,0,5,16,31,49,34,36,68,9,22,25,356,388,750
UCL521031,310,216,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9,3,11,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,25,20,44,0,0,0,4,6,9,0,0,0,4,0,4,4,7,10,0,0,0,0,0,0,5,9,18,29,10,38,0,6,0,0,0,0,21,7,30,253,82,335,0,0,0,687,365,1051
UCL521032,283,256,540,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,3,6,7,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,13,3,19,0,0,0,0,0,0,3,9,13,91,88,175,0,4,5,410,385,792
UCL521033,203,131,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,8,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,21,16,41,0,0,0,3,0,3,4,6,13,346,184,531,0,0,0,609,372,976
UCL521034,273,241,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,6,13,13,27,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,0,0,0,0,0,0,0,43,49,93,0,0,0,0,5,3,8,5,15,30,32,63,0,0,0,376,371,743
UCL521035,178,175,358,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,47,0,0,4,0,0,0,3,8,7,26,36,62,0,0,0,263,270,533
UCL521036,204,176,375,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,15,13,25,0,0,0,0,6,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,14,18,17,31,0,0,0,0,3,4,8,6,11,52,40,90,0,0,0,314,272,581
UCL521037,376,374,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,4,15,13,22,0,0,0,3,5,9,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,9,35,39,73,0,3,3,0,0,3,3,3,3,32,37,69,0,0,0,482,487,972
UCL521038,292,281,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,3,10,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,61,0,0,0,0,0,0,4,8,8,64,55,124,0,0,0,400,397,802
UCL521039,285,293,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,4,4,0,0,0,0,0,0,9,5,17,0,0,0,0,0,0,0,0,0,52,38,93,0,4,4,0,0,0,5,10,16,23,26,48,0,0,0,387,406,796
UCL521040,456,404,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,8,5,8,4,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,5,27,23,51,0,0,0,3,3,6,0,0,0,5,0,4,4,3,3,0,0,0,0,0,0,0,3,4,38,33,66,0,0,5,0,0,0,25,18,44,191,179,374,10,16,28,771,717,1488
UCL521041,351,261,609,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,38,0,0,0,3,4,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,6,23,22,43,4,0,4,0,0,0,10,5,15,12,15,23,0,0,5,425,343,769
UCL521042,234,227,464,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,12,0,0,0,0,0,0,0,6,6,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,23,24,49,3,3,4,0,0,0,17,14,31,24,20,45,12,7,15,336,323,664
UCL521043,161,188,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,27,46,0,0,0,0,0,0,7,4,13,19,22,35,0,0,0,224,253,476
UCL521044,269,246,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,24,38,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,56,0,0,0,0,0,0,3,8,14,29,24,54,0,0,0,363,343,703
UCL521045,160,188,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,4,9,8,14,0,0,0,4,7,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,17,27,0,0,0,0,0,0,8,8,12,73,63,137,0,0,0,269,294,568
UCL521046,322,319,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,14,0,0,0,0,0,0,5,0,5,36,30,63,0,0,0,379,366,744
UCL521047,241,180,421,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,7,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,39,0,0,0,0,8,10,0,0,0,0,0,0,5,3,8,0,0,0,0,0,3,0,0,0,10,9,20,0,0,0,0,0,0,4,0,4,40,19,59,0,0,0,340,257,595
UCL521048,314,330,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,11,9,26,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,49,56,111,0,0,0,0,0,0,9,14,22,43,41,86,0,0,0,457,474,925
UCL521049,234,237,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,10,12,9,26,0,0,0,251,263,513
