UCL_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
UCL515011,61,0,0,0,0,0,0,4,71,40,7,4,3,0,0,0,0,51,30,4,5,4,7,0,0,3,57,27,19,20,13,3,0,0,3,76,14,14,22,13,6,0,0,3,82,12,4,33,22,8,0,4,4,88,16,5,24,24,11,0,0,0,83,7,4,29,16,8,0,0,4,72,14,13,32,22,6,3,0,5,94,12,12,36,23,6,3,0,0,97,13,8,29,29,11,6,0,5,103,8,13,24,28,12,5,0,13,94,5,0,17,18,8,5,0,9,69,3,5,10,9,19,8,0,3,57,3,4,9,8,11,3,4,3,56,263,109,312,233,116,33,22,66,1148
UCL515012,79,0,0,0,0,0,0,6,85,40,0,0,0,0,0,0,0,45,43,19,24,9,0,0,0,3,92,30,18,25,18,4,0,0,0,98,7,13,31,15,3,0,0,7,70,7,3,29,24,11,3,5,0,74,13,9,33,17,9,5,0,4,81,12,18,26,16,0,5,0,3,77,0,0,15,14,5,0,0,0,39,0,0,19,15,4,0,0,0,47,8,5,19,17,0,0,0,0,47,0,0,10,7,4,0,0,0,30,0,0,5,5,3,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,228,97,244,151,45,14,12,34,822
UCL515013,65,0,0,0,0,0,0,9,78,105,0,0,0,0,0,0,8,122,173,12,3,10,0,0,0,14,220,110,37,29,14,0,0,0,12,193,42,27,63,21,0,3,0,17,175,30,10,66,20,3,0,0,10,142,22,11,53,25,4,0,0,4,122,34,16,45,23,7,0,0,10,141,28,19,66,31,7,3,0,14,168,20,11,79,49,14,6,0,12,190,22,11,108,61,24,0,0,19,246,6,6,75,66,13,0,0,14,184,8,4,32,38,16,3,0,5,101,0,0,6,14,3,0,0,8,40,0,4,4,7,0,0,0,0,16,671,165,629,360,105,21,8,163,2132
UCL515014,15,0,0,0,0,0,0,5,23,29,7,3,0,0,0,0,11,56,27,12,3,3,0,0,0,10,63,23,9,13,4,7,0,0,14,68,25,5,6,14,3,8,0,11,61,4,3,3,4,6,4,4,3,38,5,7,6,10,0,4,0,15,50,16,0,14,3,8,0,8,8,60,12,4,10,9,6,5,0,14,54,7,8,9,13,8,0,0,8,58,11,0,11,16,0,0,0,12,49,3,0,7,7,3,0,0,0,23,0,0,0,6,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,59,79,85,46,18,20,121,602
UCL515015,59,0,0,0,0,0,0,9,67,34,10,0,0,0,0,0,7,47,40,24,15,3,5,0,0,4,95,28,23,23,11,0,0,0,4,96,5,18,15,16,3,0,0,4,65,10,12,25,21,12,0,0,0,76,10,13,25,15,5,9,0,9,75,9,9,23,22,6,6,0,0,79,9,10,35,19,6,7,0,3,90,5,9,17,24,9,5,0,8,71,6,3,30,20,11,0,0,6,88,0,4,21,35,5,0,0,16,89,3,5,16,20,11,6,0,4,77,4,0,14,19,11,7,5,6,63,0,8,6,10,22,10,11,8,77,228,141,276,233,100,48,30,90,1154
UCL515016,17,0,0,0,0,0,0,3,23,13,0,0,0,0,0,0,4,19,27,4,5,5,0,0,0,0,49,17,3,13,4,0,0,0,6,45,7,3,17,12,0,0,0,0,47,9,4,16,4,3,0,0,13,50,8,5,16,6,3,0,0,4,41,10,5,11,10,3,0,0,4,37,13,8,18,17,4,5,0,4,59,4,7,39,11,7,0,0,12,83,9,5,37,25,19,0,0,13,101,0,0,21,25,4,0,0,7,57,0,0,9,7,3,0,0,10,30,0,4,3,4,4,0,0,5,23,0,0,8,4,4,0,3,7,24,127,60,202,128,69,18,9,81,689
UCL515017,13,0,0,0,0,0,0,11,21,26,3,0,0,0,0,0,6,36,11,3,5,0,0,0,0,3,19,23,12,10,4,0,0,0,8,51,10,8,17,4,5,0,0,5,48,10,4,15,6,6,0,0,6,50,6,7,18,6,0,0,0,10,48,4,9,31,7,0,0,0,5,52,13,4,38,31,0,0,3,20,104,8,11,37,38,11,0,0,19,122,7,15,45,43,12,0,0,19,140,12,5,37,21,10,0,4,17,106,3,0,18,17,7,0,0,11,53,0,5,13,7,6,0,0,3,40,0,0,0,0,0,0,0,6,13,141,79,288,186,57,10,10,144,919
UCL515018,31,0,0,0,0,0,0,20,52,36,8,6,0,0,0,0,16,63,21,12,8,5,0,0,0,13,53,4,7,12,5,3,0,0,3,42,12,10,15,6,3,6,0,11,70,8,5,12,14,4,3,0,10,64,3,12,14,10,11,0,0,13,56,4,6,10,13,9,0,0,6,56,4,3,13,15,11,5,4,4,57,0,5,16,17,6,0,0,7,42,0,4,12,4,9,3,0,10,35,0,0,3,0,4,0,0,5,17,0,0,3,4,6,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,70,119,96,62,14,12,123,637
UCL515019,89,5,0,0,0,0,0,23,117,69,16,11,0,0,0,0,18,108,50,10,18,11,4,0,0,13,105,30,19,26,17,5,0,0,18,122,13,9,29,11,10,0,4,15,95,14,15,26,18,9,0,9,13,102,11,16,19,19,10,5,11,13,102,12,10,29,26,5,7,4,4,98,6,9,32,26,18,9,5,16,120,10,12,33,23,17,0,4,12,102,6,3,42,28,15,4,3,13,111,7,0,22,22,10,7,3,9,81,3,4,8,16,12,0,6,5,58,3,0,16,9,7,0,11,4,57,4,0,8,9,9,4,4,8,57,321,135,319,236,139,40,60,186,1436
UCL515020,80,6,3,0,0,0,0,38,122,98,17,12,6,0,0,0,36,170,163,32,17,9,0,0,0,44,265,111,47,32,19,10,4,3,54,278,43,29,50,33,19,5,8,36,209,35,21,50,28,9,4,5,30,184,22,26,45,27,17,12,6,39,194,18,20,53,24,17,10,12,35,186,27,18,61,32,17,6,5,27,201,22,22,79,60,24,8,6,20,229,12,20,65,51,19,7,10,16,190,6,7,28,16,11,6,0,12,92,5,6,9,9,7,0,6,9,42,0,0,4,0,0,0,0,3,10,0,0,0,0,0,0,0,12,12,637,269,496,309,153,54,66,412,2397
UCL515021,39,0,0,0,0,0,0,0,42,20,0,0,0,0,0,0,3,25,13,6,0,0,0,0,0,0,28,9,8,13,5,0,0,0,0,38,5,5,17,11,3,0,0,5,44,9,3,16,14,3,0,0,0,45,0,4,25,9,0,0,0,0,44,10,7,25,15,8,0,4,0,59,11,5,27,15,0,0,0,0,65,14,6,21,23,3,0,0,0,70,9,7,13,13,4,4,9,0,48,6,3,26,16,9,0,0,0,57,3,3,13,15,5,0,0,4,46,0,0,9,7,0,0,0,3,26,5,0,3,9,0,0,0,0,15,143,55,215,138,28,10,15,21,635
UCL515022,95,4,0,0,0,0,0,18,118,74,13,5,0,0,0,0,3,98,56,24,20,14,4,0,0,0,114,38,14,33,18,5,3,0,7,121,24,21,37,23,13,3,0,7,120,17,20,30,25,7,5,0,5,110,20,13,45,21,8,3,4,14,122,10,18,42,34,10,5,4,9,130,8,21,53,37,16,3,0,11,151,6,13,51,28,17,8,4,7,127,16,11,42,28,17,7,3,4,126,10,6,35,24,18,10,0,7,105,3,0,20,20,9,5,3,3,75,4,4,14,21,11,9,5,4,68,0,3,15,20,14,6,6,10,70,372,180,433,317,147,65,37,105,1651
UCL515023,60,0,0,0,0,0,0,11,73,43,6,5,0,0,0,0,6,66,40,17,12,3,0,0,0,10,89,24,6,16,10,0,0,0,12,62,9,11,20,20,5,0,4,8,75,8,6,12,17,11,6,0,7,69,8,3,15,15,8,7,3,4,63,8,9,21,12,6,0,3,18,79,4,9,25,18,3,3,0,13,79,7,4,31,20,10,6,3,8,87,10,5,27,16,7,3,0,6,71,0,0,12,17,11,0,0,10,53,0,3,5,10,4,0,0,7,27,0,0,4,12,9,5,0,6,35,3,8,0,16,3,3,4,5,37,212,91,209,173,79,30,21,128,952
UCL515024,30,0,0,0,0,0,0,6,35,30,6,4,4,0,0,0,4,49,17,11,6,4,0,0,0,4,48,13,12,16,7,0,0,0,3,49,3,9,13,0,0,0,0,5,35,7,3,15,5,3,0,0,5,55,3,5,14,0,6,0,3,11,42,8,8,14,20,0,0,0,3,49,3,0,17,7,5,4,0,5,46,0,12,11,17,10,5,0,3,56,3,4,12,13,3,0,4,13,56,0,4,21,8,3,0,0,10,47,0,0,12,10,10,0,0,0,35,0,0,0,0,5,0,0,4,19,5,0,5,6,4,3,0,11,24,139,72,158,105,54,14,11,95,639
UCL515025,49,0,0,0,0,0,0,9,61,23,6,3,0,0,0,0,3,34,15,14,11,5,0,0,0,9,57,7,8,11,5,0,4,0,6,43,3,5,11,11,3,0,0,5,43,4,0,20,10,7,6,0,3,51,8,12,16,11,3,4,3,3,59,4,11,14,15,9,0,4,13,68,12,13,18,6,5,0,4,15,70,8,4,26,25,5,0,3,5,81,3,3,13,11,4,0,0,11,53,8,9,19,19,3,0,0,5,62,0,3,9,0,4,4,4,6,31,0,4,10,9,0,3,0,12,37,0,0,0,3,12,0,3,24,45,150,86,184,143,62,21,21,121,790
UCL515026,67,0,0,0,0,0,0,9,74,47,15,9,0,0,0,0,7,73,36,32,14,12,4,0,0,5,101,29,17,29,14,4,3,0,6,106,11,10,15,20,7,3,0,0,65,4,6,20,9,15,4,3,5,70,8,5,23,22,0,0,0,4,69,3,9,30,18,0,0,0,5,71,7,4,24,15,4,0,0,4,62,3,5,18,17,4,3,0,3,60,8,3,10,3,7,4,0,0,38,0,0,11,12,6,0,0,4,31,0,0,0,3,0,0,0,6,16,0,0,3,3,0,0,6,0,9,0,0,0,4,4,3,0,0,10,223,121,209,158,66,15,10,46,853
UCL515027,99,0,0,0,0,0,0,20,117,79,5,5,0,0,0,0,15,108,63,22,16,3,5,0,0,16,125,27,13,24,9,6,0,0,14,100,13,15,42,14,5,4,0,17,111,19,13,41,17,3,8,4,17,117,16,7,36,25,5,0,3,11,110,13,10,43,32,3,4,3,11,114,18,7,30,26,12,4,0,14,116,9,8,39,43,16,9,3,15,139,11,7,27,29,14,6,0,13,107,0,4,37,24,12,5,5,13,99,0,4,19,22,17,3,0,9,72,7,4,19,15,18,0,0,7,62,0,0,16,19,15,15,12,11,92,378,128,390,285,133,42,35,198,1599
UCL515028,73,5,0,0,0,0,0,18,93,104,6,14,0,0,0,0,17,140,137,28,23,7,0,0,0,29,231,69,42,52,26,6,6,0,28,235,51,24,63,42,12,9,0,28,221,18,21,52,25,18,3,6,21,156,13,25,40,21,14,0,0,17,129,12,20,45,23,7,4,5,19,135,14,3,33,18,8,3,0,12,95,10,6,19,17,14,3,3,5,77,4,4,10,9,5,0,0,3,33,0,0,3,6,3,0,0,3,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,507,188,350,201,88,30,16,199,1577
UCL515029,19,0,0,0,0,0,0,6,24,25,4,0,0,0,0,0,11,38,22,4,7,0,3,0,0,15,56,19,13,7,9,0,0,0,8,63,9,6,20,8,0,0,0,11,60,3,4,10,13,0,0,0,11,43,8,3,8,4,0,4,0,10,52,0,0,10,3,5,0,0,11,31,4,3,8,8,5,3,0,12,42,0,0,5,6,0,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,47,81,56,21,12,5,107,449
UCL515030,131,0,0,0,0,0,0,12,149,58,10,3,0,0,0,0,3,71,33,15,14,12,0,0,0,3,76,18,13,28,13,3,0,0,9,95,13,17,30,23,12,3,0,13,110,12,15,38,26,13,4,7,11,122,9,8,41,14,7,5,0,8,103,12,15,42,25,16,4,0,6,127,13,10,40,37,13,0,0,7,120,3,7,38,32,16,4,0,3,111,3,12,42,27,12,8,3,10,118,11,7,56,34,12,6,6,12,151,7,3,23,22,12,8,0,10,88,0,0,9,22,16,7,0,19,80,0,8,9,9,8,5,7,32,72,330,139,422,306,149,56,33,165,1600
UCL515031,47,0,0,0,0,0,0,11,50,34,3,0,3,0,0,0,7,46,20,18,3,0,0,0,0,10,56,8,16,21,4,0,0,0,10,63,12,12,21,22,9,0,0,8,78,7,8,38,16,5,0,0,6,73,11,11,29,17,0,0,0,3,70,12,14,35,13,7,3,3,8,104,14,5,38,28,8,0,0,14,114,12,17,55,39,17,4,0,11,151,8,12,46,44,22,9,0,13,154,9,12,58,33,21,4,0,17,151,3,7,27,33,16,8,0,17,108,0,0,19,9,16,3,0,9,65,0,0,8,5,9,3,4,5,30,192,127,408,260,133,30,13,154,1324
UCL515032,49,0,0,0,0,0,0,9,55,28,5,4,0,0,0,0,4,39,15,7,12,3,0,0,0,5,39,5,8,19,0,0,0,0,0,39,10,0,18,10,5,3,0,4,56,3,6,23,5,0,0,0,3,48,6,3,24,17,6,0,0,0,60,4,3,22,11,3,0,0,4,52,8,3,18,14,7,0,0,0,52,3,4,13,13,8,5,0,7,50,6,3,11,11,0,0,0,0,27,5,9,5,13,3,0,0,4,29,0,0,0,4,0,0,3,0,8,0,0,0,3,3,0,0,0,4,0,0,0,0,4,0,0,0,9,146,57,174,99,45,10,5,34,567
UCL515033,46,0,0,0,0,0,0,10,61,40,6,4,0,0,0,0,6,58,47,18,16,12,0,0,0,17,105,36,18,36,32,13,0,0,18,147,17,12,58,37,10,0,0,19,159,12,19,39,19,10,3,0,14,113,11,9,32,9,7,0,0,20,96,13,4,28,9,7,3,0,16,79,3,3,18,9,5,0,0,5,48,12,0,10,11,8,7,0,11,58,0,4,14,4,6,4,5,12,40,4,0,4,4,0,0,3,3,19,5,0,4,0,0,0,0,3,11,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,243,93,270,151,68,11,15,160,1004
UCL515034,56,0,0,0,0,0,0,8,62,40,7,4,0,0,0,0,12,56,29,16,19,9,0,0,0,5,70,19,9,34,21,3,0,0,4,94,16,12,32,22,7,0,0,10,95,5,15,26,21,8,0,0,3,83,18,9,24,19,8,0,0,5,77,23,13,33,23,4,4,0,4,97,9,10,25,19,11,0,4,11,90,6,6,22,18,14,3,0,5,83,4,7,37,15,3,0,0,6,72,3,13,26,10,10,0,0,6,68,0,0,17,8,9,0,3,4,37,0,3,11,13,4,0,0,3,34,0,3,9,5,3,0,0,0,15,220,129,306,200,82,16,12,76,1039
UCL515035,19,0,0,0,0,0,0,7,27,14,5,0,0,0,0,0,0,26,19,9,0,3,0,3,0,8,39,4,8,7,4,0,0,0,4,25,4,3,3,0,8,0,0,3,27,4,6,10,0,4,0,0,8,30,0,6,5,9,5,0,0,0,29,9,3,13,7,0,0,0,6,43,9,5,13,11,10,3,0,3,55,6,3,11,17,5,6,0,8,53,0,4,16,17,13,0,0,9,61,0,3,18,11,6,0,0,4,45,0,3,11,8,3,4,0,6,32,0,0,9,6,9,0,0,4,27,3,0,5,4,10,0,0,3,24,103,54,126,102,60,16,7,69,537
UCL515036,50,0,0,0,0,0,0,4,55,35,0,0,0,0,0,0,0,41,25,16,12,3,0,0,0,3,58,13,9,22,8,4,0,0,5,63,10,11,24,10,6,0,4,5,74,10,9,16,15,3,0,3,0,60,10,6,21,11,5,5,4,7,64,11,13,26,21,4,7,4,3,92,3,4,37,15,9,0,5,5,81,3,3,29,24,10,6,0,3,85,8,4,28,20,14,0,0,7,81,0,3,23,20,17,0,3,3,78,0,0,8,22,7,0,0,8,51,0,3,14,12,6,5,0,9,50,0,0,3,19,5,5,0,17,44,174,93,264,214,92,33,32,79,963
UCL515037,36,0,0,0,0,0,0,4,42,36,3,4,0,0,0,0,10,61,25,10,15,7,0,0,0,17,76,23,9,25,13,4,0,0,23,96,13,12,32,27,4,0,0,15,107,5,10,26,14,5,3,0,14,74,11,4,19,13,3,7,0,9,64,4,0,7,9,10,0,0,9,46,0,0,7,7,3,0,0,13,38,0,0,4,8,4,3,0,10,27,0,0,5,0,5,0,0,0,10,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,62,148,94,34,13,5,124,646
UCL515038,35,0,0,0,0,0,0,7,37,21,6,0,0,0,0,0,4,29,22,11,3,3,0,0,0,6,39,21,4,7,4,0,0,0,7,42,10,11,25,11,3,6,0,7,65,4,4,18,11,8,0,3,5,51,13,3,20,13,0,0,0,3,59,15,12,23,12,7,0,0,3,75,14,11,29,15,12,5,0,8,93,8,6,37,31,7,8,0,6,99,11,10,35,24,16,4,0,9,118,8,8,46,29,10,5,3,6,126,6,6,29,17,11,6,0,14,87,4,0,11,24,13,5,4,9,63,7,0,11,10,11,6,0,7,52,192,87,295,207,101,37,25,101,1040
UCL521001,21,0,0,0,0,0,0,0,18,3,0,4,0,0,0,0,0,10,4,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,12,7,0,13,7,0,0,0,0,18,0,3,4,8,5,0,0,0,17,0,0,7,4,4,0,0,0,16,4,5,10,6,0,0,0,0,30,0,0,12,3,0,0,0,0,22,0,0,3,10,8,0,0,0,24,0,0,8,4,0,0,0,0,9,0,0,0,5,4,0,0,7,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,49,13,60,51,17,5,4,5,202
UCL521002,19,0,0,0,0,0,0,9,26,12,0,0,0,0,0,0,0,10,3,0,0,0,5,0,0,0,8,6,0,3,7,0,0,0,0,22,3,4,10,0,0,0,0,4,24,3,3,8,0,0,0,0,3,20,11,0,13,5,0,0,0,3,33,0,5,11,4,8,0,6,7,32,0,3,5,9,3,0,0,0,19,5,0,10,7,5,0,0,4,29,3,3,16,10,4,0,0,4,45,4,3,10,8,3,0,0,6,37,0,0,5,6,0,0,0,0,12,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,69,25,100,55,29,8,9,39,327
UCL521003,9,0,0,0,0,0,0,3,12,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,15,5,3,11,7,0,0,0,0,23,3,5,6,5,0,0,0,0,20,0,3,9,4,0,0,0,6,20,3,4,9,9,0,0,0,5,27,4,0,9,9,0,0,0,0,20,8,3,16,13,5,0,0,0,53,3,3,23,14,0,3,0,3,54,9,3,13,9,4,4,0,4,47,6,3,8,6,3,0,0,8,34,4,3,7,9,5,0,0,0,28,0,0,3,9,0,0,0,0,20,67,36,107,81,31,16,8,32,375
UCL521004,25,0,0,0,0,0,0,5,24,13,8,0,3,0,0,0,0,25,15,10,5,5,0,0,0,3,37,10,5,6,5,3,0,0,0,28,5,5,6,10,4,0,0,0,21,6,0,0,3,0,0,0,0,16,3,3,3,4,0,0,5,0,12,4,4,3,5,0,4,6,0,24,0,0,0,3,0,0,0,0,13,0,0,0,5,3,0,0,0,18,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,38,30,41,20,16,13,14,242
UCL521005,19,0,0,0,0,0,0,3,22,15,0,0,0,0,0,0,0,16,8,4,8,9,0,0,0,5,32,5,7,7,8,3,3,0,0,39,0,8,17,9,3,0,0,0,40,6,0,12,4,3,0,0,5,33,3,5,3,3,0,0,0,5,25,8,6,11,4,5,0,0,3,33,4,6,8,10,6,0,0,5,47,5,7,11,6,9,0,0,0,34,8,4,23,0,0,0,0,5,39,0,3,9,6,3,0,0,0,20,0,0,4,5,7,0,0,3,18,0,0,0,4,0,0,0,4,6,0,0,0,3,0,0,0,0,3,78,47,115,77,32,4,10,46,413
UCL521006,22,0,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,11,6,4,3,0,0,0,0,6,20,3,3,7,4,0,0,0,0,23,4,5,10,9,0,0,0,0,28,0,0,12,4,6,0,0,0,25,0,5,14,0,0,0,0,0,25,4,0,13,7,8,0,0,5,32,0,9,14,5,3,0,0,0,33,4,4,14,10,6,0,0,0,42,0,0,13,10,3,3,0,4,31,0,0,10,5,0,0,0,0,25,4,0,10,0,0,0,0,4,18,0,0,0,6,5,0,0,0,19,0,0,0,0,0,0,0,0,4,66,36,113,76,34,9,5,25,356
UCL521007,7,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,19,3,3,0,0,0,0,0,5,9,0,4,4,0,0,0,0,3,13,5,9,3,0,5,0,0,0,20,5,0,4,5,0,0,0,4,18,0,0,5,0,0,0,0,0,11,0,0,8,4,0,0,0,0,20,5,0,5,3,0,3,5,0,17,0,0,8,6,0,0,0,5,22,0,0,5,6,0,0,0,3,17,0,0,3,4,3,0,0,3,22,0,3,4,8,4,0,0,6,24,3,0,4,0,0,0,0,5,16,0,0,0,8,4,0,0,0,13,47,21,57,40,28,11,8,34,247
UCL521008,13,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,10,12,0,0,3,0,0,0,0,18,0,0,6,0,0,3,0,0,14,0,0,5,0,0,0,0,3,16,3,0,0,6,0,0,0,0,13,0,3,5,0,0,0,0,0,11,4,0,9,5,3,4,0,3,22,0,0,7,3,3,0,0,5,18,0,0,3,0,0,0,0,5,9,0,0,0,0,0,0,0,0,7,0,0,4,6,6,0,0,0,22,0,0,9,4,4,4,0,0,15,0,5,4,3,4,0,0,0,21,0,0,7,4,0,5,0,0,23,48,24,61,37,29,13,5,28,237
