UCL_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
UCL522029,11,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,13,5,3,5,4,0,0,0,0,15,3,0,6,0,0,0,0,0,13,4,0,8,5,0,0,0,0,13,0,6,9,5,0,0,0,0,12,0,6,0,5,0,0,0,0,6,0,0,3,0,0,0,0,0,10,0,0,8,3,0,0,0,0,11,0,0,0,8,5,0,0,0,17,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,34,23,43,32,13,5,6,0,152
UCL522030,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,10,4,0,3,0,0,0,0,5,13,0,0,3,4,0,0,0,4,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,5,20,28,11,0,0,21,99
UCL522031,18,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,7,6,0,0,0,0,18,3,3,0,10,0,0,0,6,16,6,3,5,4,3,0,0,0,20,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,11,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,15,25,9,6,0,4,110
UCL522032,16,0,0,0,0,0,0,0,19,9,7,5,0,0,0,0,0,21,0,5,5,0,0,0,0,0,16,4,0,0,0,5,0,0,0,7,0,6,0,3,3,0,0,0,10,0,0,0,10,0,0,0,0,15,0,0,0,0,0,4,0,0,11,0,0,8,0,3,0,5,4,22,0,0,0,3,4,0,0,5,17,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,26,25,18,10,8,15,160
UCL522033,7,0,0,0,0,0,0,0,7,6,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,9,0,0,5,0,4,0,0,0,8,0,0,0,0,0,0,0,0,5,5,4,7,0,0,0,0,0,12,0,7,6,0,0,0,0,0,17,0,0,3,6,0,0,0,5,13,0,3,12,3,0,0,0,0,16,5,0,8,9,5,3,0,0,24,8,3,7,3,0,0,0,0,19,0,0,3,0,0,0,0,0,14,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,28,20,53,26,15,0,5,20,167
UCL522034,10,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,8,3,0,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,5,0,8,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,16,11,4,0,5,10,79
UCL522035,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,5,6,0,0,0,0,0,12,0,0,0,5,0,0,0,0,6,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,4,0,6,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,12,9,18,17,19,4,3,8,95
UCL522036,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,3,0,0,5,7,0,0,0,0,11,0,0,3,0,0,0,0,0,9,0,0,5,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,26,19,8,0,0,5,80
UCL522037,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,0,0,4,0,0,0,0,0,6,0,0,3,3,0,0,0,0,13,0,0,0,3,0,0,0,6,8,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,4,5,0,0,0,4,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,8,3,0,0,0,0,14,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,13,34,27,5,0,0,16,100
UCL522038,9,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,5,16,0,0,8,0,0,0,0,0,15,5,5,10,9,0,0,0,4,29,4,0,3,4,0,0,0,0,11,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,5,15,0,3,6,0,0,0,0,0,13,0,0,3,3,0,0,0,0,12,0,0,4,9,3,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,3,6,0,0,0,0,4,0,4,0,10,39,17,50,28,14,5,8,13,184
UCL522039,5,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,4,13,10,0,0,0,0,0,0,0,16,9,0,7,0,0,0,0,0,12,0,3,0,0,0,0,0,0,9,11,0,5,0,0,0,0,0,15,3,0,3,0,0,0,0,4,18,3,0,0,0,5,0,8,0,17,7,0,6,0,0,0,0,3,27,5,0,3,4,0,3,0,0,26,0,0,0,4,0,0,0,0,12,4,0,5,0,4,0,0,0,10,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,66,14,35,20,16,4,19,24,182
UCL522040,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,10,0,0,6,0,0,0,0,0,9,3,0,3,5,0,0,0,0,13,0,0,8,0,0,0,0,0,16,0,0,3,4,0,0,0,0,17,0,0,4,3,0,0,0,0,9,0,0,0,5,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,24,28,6,0,3,11,94
UCL522041,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,3,3,0,0,0,3,12,0,0,0,0,3,0,0,0,7,0,0,6,3,0,0,0,3,17,0,0,3,0,0,0,0,0,12,0,0,8,10,0,0,0,4,21,0,0,0,5,5,0,0,0,8,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,33,24,14,9,3,13,120
UCL522042,7,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,9,23,8,0,0,0,0,0,0,3,22,11,0,9,5,0,0,0,5,30,0,0,8,3,4,0,0,5,19,0,4,3,7,0,3,0,0,18,0,0,3,4,0,0,0,0,9,0,0,0,3,0,0,0,0,9,0,0,0,4,4,0,0,3,15,0,0,0,5,0,0,0,0,8,0,0,4,0,0,0,0,0,9,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,12,39,27,8,7,0,27,170
UCL522043,9,3,0,0,0,0,0,5,19,4,10,3,0,0,0,0,4,23,3,4,8,5,0,0,0,3,18,0,0,6,3,0,0,0,5,13,0,5,0,0,0,0,0,3,13,0,0,0,3,3,0,0,0,11,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,5,3,11,0,0,0,0,3,0,0,4,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,15,20,11,4,10,35,140
UCL522044,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,9,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,3,4,0,5,0,0,0,0,0,6,0,0,0,3,3,0,0,0,11,0,0,5,10,0,0,0,0,15,0,3,3,6,4,0,0,8,27,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,29,7,24,28,9,3,4,20,120
UCL522045,10,0,0,0,0,0,0,5,10,0,0,3,0,0,0,0,4,15,3,5,3,0,0,0,0,5,14,0,0,4,0,0,0,0,5,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,6,6,0,0,0,29,73
UCL522046,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,4,7,0,0,0,3,12,6,0,0,6,0,0,0,0,9,0,0,0,3,0,0,0,3,5,0,0,4,3,0,0,0,3,14,0,0,4,0,0,0,0,3,15,0,0,8,3,0,3,0,8,21,0,0,0,0,6,0,0,3,13,0,0,5,4,0,0,0,9,16,0,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,12,24,25,10,6,5,43,132
UCL522047,5,0,0,0,0,0,0,11,18,3,0,0,0,0,0,0,3,15,8,0,0,0,0,0,0,5,13,0,0,3,3,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,3,4,0,0,4,12,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,10,3,0,0,5,6,0,0,9,24,0,0,0,5,3,0,0,3,15,3,0,3,0,6,0,0,13,31,0,0,3,0,0,0,0,9,22,0,0,0,3,0,0,0,6,13,0,0,0,6,0,0,0,4,4,0,0,0,0,0,0,0,8,7,31,12,37,25,20,7,0,65,203
UCL522048,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,3,9,0,4,3,0,0,0,0,0,3,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,6,4,0,4,0,4,0,0,0,8,0,0,3,0,6,0,0,0,10,0,5,10,6,3,0,0,0,20,0,0,6,3,0,0,0,0,7,3,0,4,4,0,0,0,5,17,0,0,0,4,0,0,0,0,7,0,0,3,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,22,12,34,19,21,3,0,15,126
UCL522049,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,10,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,10,0,0,3,5,0,0,0,6,8,3,0,0,0,0,0,0,4,10,0,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,3,0,3,0,0,0,0,3,19,5,0,6,3,0,0,4,3,19,0,0,8,6,4,0,0,4,24,6,0,4,3,0,0,0,3,20,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,20,13,33,31,10,7,10,44,160
UCL522050,5,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,10,3,0,0,0,0,13,0,0,5,5,0,0,0,0,16,0,0,3,3,0,0,0,0,8,0,0,6,0,0,0,0,3,8,0,0,8,0,3,0,0,0,14,0,0,3,0,0,0,0,5,9,5,0,4,3,0,0,4,4,24,0,0,6,0,0,0,0,0,14,0,0,3,0,0,0,0,3,10,0,0,0,6,0,0,0,0,14,0,0,3,0,4,0,0,4,15,0,0,4,6,0,3,0,6,22,22,15,52,32,17,7,3,31,174
UCL522051,12,0,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,6,8,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,6,7,0,0,0,0,0,9,6,0,0,5,0,0,0,0,10,0,0,3,0,0,0,0,0,16,0,4,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,33,13,33,16,11,0,5,8,113
UCL522052,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,6,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,9,11,9,3,3,8,7,64
UCL522053,10,0,0,0,0,0,0,0,8,5,6,0,0,0,0,0,5,12,0,9,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,4,4,0,0,0,0,0,0,5,6,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,4,8,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,16,10,0,0,0,16,73
UCL522054,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,0,0,0,5,0,0,0,0,10,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,3,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,17,7,17,15,9,0,0,15,80
UCL522055,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,8,14,5,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,0,6,4,0,3,0,0,0,0,0,7,6,3,3,3,0,0,0,10,23,0,3,5,4,0,0,0,4,16,3,0,13,9,0,0,0,12,39,0,6,15,5,5,0,0,20,47,0,6,15,8,0,0,0,17,36,0,0,3,4,0,0,0,5,18,0,0,3,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,42,20,74,34,14,0,0,70,250
UCL522056,3,0,0,0,0,0,0,5,10,8,0,0,0,0,0,0,0,11,6,3,0,0,0,0,0,5,18,7,0,3,0,0,0,0,5,17,0,0,0,0,0,0,0,6,11,0,3,4,0,0,0,0,0,10,0,4,3,0,3,0,0,0,13,0,0,5,0,0,0,0,0,7,4,4,0,3,0,0,0,0,16,3,0,6,3,0,0,0,7,18,0,0,3,4,0,0,0,0,12,0,0,6,5,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,40,22,30,27,12,7,0,21,153
UCL522057,5,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,4,21,9,0,0,0,0,0,0,0,14,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,15,0,0,5,0,0,0,0,0,6,0,0,3,0,0,0,0,0,11,3,0,9,4,0,0,0,0,21,0,4,12,4,0,0,0,4,29,0,0,5,6,0,0,0,6,19,4,0,9,4,0,0,0,4,18,4,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,68,13,51,31,8,0,0,24,196
UCL522058,13,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,5,12,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,10,0,0,4,6,0,0,0,0,8,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,22,7,16,20,12,4,6,19,107
UCL522059,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,8,8,5,4,3,0,0,0,0,0,11,0,0,3,0,0,0,0,3,9,0,0,3,0,0,0,0,3,9,0,0,3,6,0,0,0,0,13,0,0,3,0,0,0,0,5,22,0,0,4,4,0,0,0,7,16,0,0,4,3,0,0,0,3,19,0,0,3,0,0,0,0,4,14,0,0,3,7,0,0,0,0,11,0,0,8,0,4,0,0,4,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,27,8,45,26,13,0,5,41,155
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,10,0,0,0,0,26
UCL522061,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,6,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,14,6,0,0,0,0,0,0,0,10,3,5,0,0,0,0,0,0,7,3,3,10,4,0,0,0,0,23,4,0,4,4,0,0,0,0,21,6,0,8,5,3,0,0,0,22,0,4,6,0,0,0,0,0,7,0,5,6,9,4,0,0,0,15,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,3,43,13,40,32,9,5,0,8,149
UCL522062,5,0,0,0,0,0,0,0,12,3,3,4,0,0,0,0,0,10,0,5,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,6,0,0,3,0,0,0,3,10,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,10,14,5,4,0,6,83
UCL522063,3,0,0,0,0,0,0,8,9,4,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,4,13,0,3,3,0,0,0,0,0,13,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,7,4,0,3,0,0,0,0,0,13,0,0,0,5,0,0,0,0,10,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,16,10,10,0,3,16,88
UCL522064,7,0,0,0,0,0,0,3,13,15,10,3,0,0,0,0,4,36,11,8,4,0,0,0,0,5,22,3,3,0,0,7,0,0,0,21,5,0,9,0,0,3,0,0,14,0,8,0,4,6,3,0,0,13,4,0,0,3,0,0,5,0,16,6,0,4,3,0,0,0,6,18,0,0,0,3,4,0,0,0,10,0,0,0,3,4,0,0,0,10,0,0,4,0,0,0,0,0,3,3,5,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,53,33,28,19,14,10,14,26,194
