UCL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL522041,0,0,0,0,0,4,4,0,6,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,7,5,4,36,6,14,22,24,40,71,75,16,5,263
UCL522042,0,0,0,0,0,8,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,15,12,15,11,3,0,0,0,59,4,46,116,96,74,56,35,5,0,430
UCL522043,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,3,6,4,10,10,0,0,0,40,23,29,67,49,41,24,12,0,0,240
UCL522044,0,0,0,0,0,6,6,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,13,5,9,9,11,0,0,50,7,7,32,32,32,67,75,15,0,280
UCL522045,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,11,11,6,0,0,0,0,33,15,19,37,26,28,13,5,0,0,143
UCL522046,0,0,0,0,0,0,8,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,30,27,13,3,89,3,6,17,36,39,80,75,34,4,300
UCL522047,0,0,0,0,0,3,8,3,0,11,0,0,0,0,0,0,0,0,0,0,21,6,7,11,6,21,45,16,3,142,24,17,37,44,42,78,105,33,20,415
UCL522048,0,0,0,0,0,0,4,8,0,15,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,9,3,0,31,7,4,36,29,29,52,50,31,11,250
UCL522049,0,0,0,0,0,3,8,6,4,23,0,0,0,0,0,0,0,0,0,0,0,8,11,18,8,18,25,0,0,90,9,12,34,41,50,67,96,24,3,341
UCL522050,0,0,0,0,0,0,6,3,5,21,0,0,0,0,0,0,0,0,0,0,4,0,0,5,17,14,11,9,11,71,7,12,40,41,61,61,52,44,33,354
UCL522051,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,11,8,27,21,42,39,30,13,0,186
UCL522052,0,0,0,0,0,4,4,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,8,0,0,27,12,16,36,24,34,27,25,4,0,178
UCL522053,0,0,0,0,3,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,7,5,6,5,0,0,0,24,12,19,24,17,19,18,6,0,0,117
UCL522054,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,5,10,4,4,41,3,14,21,28,30,31,37,11,5,179
UCL522055,0,0,0,0,0,3,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,4,16,21,71,20,0,152,3,7,52,42,72,104,191,54,3,529
UCL522056,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,10,14,20,15,13,0,0,0,79,11,26,72,68,74,79,36,11,8,391
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,5,7,3,4,0,50,11,33,74,52,37,81,60,35,3,392
UCL522058,0,0,4,0,0,0,3,3,4,15,0,0,0,0,0,0,0,0,0,6,4,4,0,3,3,3,0,0,0,32,13,15,24,29,27,45,23,28,11,209
UCL522059,0,0,0,0,0,0,5,7,3,13,0,0,0,0,0,0,0,0,0,4,0,3,14,18,7,16,3,10,0,72,7,14,43,60,43,59,58,42,6,321
UCL522060,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,13,5,0,0,42
UCL522061,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12,3,4,0,27,0,4,29,23,40,85,72,51,7,313
UCL522062,0,0,0,4,6,9,0,0,0,17,0,0,0,0,4,7,4,0,0,7,0,0,0,0,0,0,0,0,0,5,8,27,43,33,33,13,6,4,0,162
UCL522063,0,0,0,0,4,10,3,3,0,20,0,0,0,0,0,0,0,0,0,0,4,0,4,5,3,4,0,0,0,22,10,9,33,35,19,26,3,3,0,144
UCL522064,4,0,5,13,9,3,0,0,0,34,0,0,0,0,3,0,9,4,0,19,0,4,4,3,12,3,0,8,0,46,27,53,83,64,62,32,26,15,0,364
UCL522065,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,14,9,3,4,45,7,8,26,12,19,49,30,27,7,193
UCL522066,0,0,0,0,0,3,4,6,0,13,0,0,0,0,0,0,0,0,0,4,0,0,5,9,4,7,5,8,4,45,4,13,55,61,46,48,36,31,13,304
UCL522067,0,0,0,0,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,5,6,30,28,31,10,14,0,0,112,12,35,101,100,116,62,39,0,0,456
UCL522068,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,7,0,0,24,21,24,34,45,62,59,39,18,5,311
UCL522069,0,0,0,0,0,0,4,7,0,14,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,0,6,5,0,40,11,13,31,28,32,40,51,42,3,251
UCL522070,0,0,0,0,3,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,16,6,23,36,33,40,57,54,13,4,260
UCL522071,0,0,9,3,0,4,3,0,0,21,0,3,0,0,5,0,0,0,0,13,0,0,0,0,0,5,0,0,0,6,35,49,75,52,48,26,11,0,0,295
UCL531001,52,37,155,187,331,538,1084,1016,353,3754,14,21,49,96,140,124,72,92,40,655,818,1912,6158,5988,6055,4832,2555,1022,186,29533,4487,9665,25805,28670,32862,33675,23779,8657,1662,169264
UCL579997,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,44,223,434,399,218,49,8,0,1387,20,116,521,957,893,533,176,32,0,3245
