UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL515034,6,17,24,154,172,327,0,0,0,12,14,33,0,0,0,157,167,328,0,6,6,13,4,17,11,3,19,10,3,13,7,10,12,0,0,0,5,6,15,8,14,19,12,17,28,0,3,6,0,4,4,9,17,24,41,48,95,3,5,7,455,491,944,4,5,9,4,0,10,0,0,0,0,0,0,0,0,0,3,12,22,3,18,24,776,687,1462,6,3,9,0,0,0,780,692,1471,109,100,208,6,0,6,1367,1327,2693
UCL515035,7,5,14,79,85,166,0,0,0,13,17,30,0,0,0,79,75,155,0,0,0,0,4,4,3,0,3,0,0,0,3,11,16,0,0,0,0,0,8,0,0,5,0,10,11,3,0,0,0,0,0,31,44,74,10,9,20,0,0,0,232,262,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,6,3,10,288,271,561,0,0,0,0,0,0,292,271,565,73,84,154,0,0,3,615,633,1243
UCL515036,0,11,9,151,182,333,0,0,0,6,13,19,0,0,0,261,290,551,0,3,5,0,0,0,5,5,16,0,3,6,0,0,5,0,0,0,4,0,5,8,9,11,8,18,30,0,0,0,3,0,4,25,32,55,15,26,43,0,0,0,490,582,1070,0,4,6,4,3,10,0,0,0,0,0,0,0,0,0,5,5,10,5,3,10,471,501,972,0,0,0,5,3,5,475,506,977,90,85,173,0,0,0,1063,1192,2257
UCL515037,14,15,29,101,64,163,0,0,0,18,12,25,0,0,0,206,129,334,4,0,8,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,3,0,7,3,0,3,8,3,10,0,0,0,0,0,3,8,9,19,42,32,74,0,0,0,397,263,661,11,9,20,9,0,9,3,0,5,0,0,0,0,0,0,0,0,5,8,0,6,697,434,1134,0,0,0,5,0,5,707,434,1139,421,176,597,9,3,6,1574,903,2474
UCL515038,4,10,17,191,245,432,0,0,0,9,18,29,0,0,0,127,149,276,9,19,29,7,14,19,8,14,26,0,0,0,6,8,12,5,0,4,9,0,9,0,4,3,22,19,40,10,18,21,3,3,9,41,48,86,32,27,60,0,0,0,468,588,1053,3,6,8,5,4,10,0,0,0,0,0,4,0,0,0,0,4,7,0,6,12,543,475,1021,7,0,7,0,6,9,548,481,1031,143,117,256,0,0,0,1175,1212,2380
UCL521001,0,0,0,33,45,81,0,0,0,4,0,6,0,0,0,31,27,57,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,5,12,13,0,7,4,0,0,0,79,95,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,5,10,147,128,274,0,3,6,0,0,0,152,131,282,18,13,34,0,0,0,255,242,499
UCL521002,3,3,7,61,64,126,0,0,0,6,9,14,0,0,0,50,49,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,3,10,0,0,0,0,0,0,5,17,15,4,9,10,0,0,0,133,149,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,191,180,372,5,0,5,0,0,0,199,183,376,45,43,91,0,0,0,378,378,763
UCL521003,0,5,3,89,103,192,0,0,0,0,0,7,0,0,0,54,60,110,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,4,6,12,20,0,6,4,0,6,0,12,17,32,17,18,34,0,6,6,187,231,415,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,5,6,167,140,310,0,0,0,0,0,0,167,142,310,53,47,99,0,5,4,409,434,841
UCL521004,0,0,0,7,16,19,0,0,0,3,0,4,0,0,0,134,147,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,41,79,0,0,0,0,0,0,0,0,0,0,0,0,22,18,38,0,0,0,211,225,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,82,147,0,0,0,0,0,0,66,82,147,11,14,24,0,0,0,286,322,609
UCL521005,0,4,5,63,77,137,0,0,0,7,10,9,0,0,0,70,73,146,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,0,4,9,0,0,0,4,0,0,10,14,25,21,22,43,0,0,0,176,202,386,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,6,317,262,579,0,0,0,0,3,4,322,265,585,53,61,114,0,0,3,565,538,1104
UCL521006,0,0,0,59,60,119,0,0,0,3,5,11,0,0,0,56,69,124,0,0,0,0,0,3,0,0,4,0,6,0,0,4,4,0,0,0,3,3,8,0,0,0,5,7,10,0,7,5,0,3,3,9,21,32,12,15,28,3,0,6,157,206,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,211,214,424,0,0,3,0,0,0,212,213,424,26,35,55,0,0,4,393,456,847
UCL521007,0,4,4,26,52,79,0,0,0,9,8,14,0,0,0,28,32,60,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,9,5,0,6,0,4,8,3,8,15,3,12,12,0,0,0,86,118,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,118,138,254,3,6,5,0,0,0,127,139,261,31,31,60,0,0,0,245,295,543
UCL521008,0,0,0,35,55,91,0,0,0,5,4,7,0,0,0,24,18,46,0,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,17,26,42,0,0,0,0,0,0,9,14,22,3,6,6,0,0,0,100,135,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,117,99,212,0,0,0,0,0,0,117,103,215,48,37,88,0,0,0,265,280,541
UCL521009,0,0,0,50,37,86,0,0,0,5,0,5,0,0,0,30,38,70,7,12,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,9,0,4,10,3,6,9,12,13,20,12,10,23,0,0,0,124,127,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,132,96,228,0,0,0,0,0,0,132,96,228,70,38,105,0,0,0,327,257,582
UCL521010,0,4,9,28,52,81,0,0,0,6,7,21,0,0,0,76,75,154,0,0,0,0,0,0,3,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,4,0,4,11,10,17,14,17,22,0,0,0,148,175,318,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,193,188,383,0,0,0,0,0,0,193,190,383,31,27,59,0,0,0,384,391,775
UCL521011,0,7,4,40,36,85,0,0,0,6,0,6,0,0,0,40,52,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,6,0,0,3,0,0,0,0,0,4,29,24,47,0,4,6,117,124,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,142,157,299,0,0,0,0,0,0,142,157,299,15,11,23,0,0,0,279,298,576
UCL521012,0,5,5,42,42,83,0,0,0,0,0,0,0,0,0,39,55,91,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,4,5,0,3,3,8,3,11,0,0,0,0,0,0,9,3,13,11,19,28,0,0,0,111,139,251,0,0,0,0,3,6,0,4,4,0,0,0,0,0,0,0,0,5,0,0,5,134,114,245,0,0,0,0,0,0,134,112,247,8,12,21,0,0,0,258,271,531
UCL521013,4,9,6,52,68,119,0,0,0,7,0,8,0,0,0,39,41,80,0,0,0,0,0,0,5,4,3,4,3,8,0,0,5,0,0,0,0,3,5,0,0,0,6,0,9,0,0,0,0,0,0,3,4,6,4,3,14,0,0,0,118,136,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,279,254,533,4,0,3,0,0,0,275,256,539,37,36,65,0,0,0,436,435,873
UCL521014,0,6,8,59,39,91,0,0,0,17,13,35,0,0,0,55,52,109,3,6,10,0,0,3,0,0,0,0,0,0,5,0,8,0,0,0,0,4,5,4,0,8,10,3,15,0,0,0,3,5,11,4,6,9,15,12,30,0,0,0,180,151,329,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,8,235,130,360,3,0,3,0,0,0,234,130,364,156,83,240,0,0,0,580,369,946
UCL521015,0,0,0,61,59,117,0,0,0,0,0,4,0,0,0,41,33,80,0,4,4,0,0,0,5,3,9,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,5,4,13,20,34,0,4,0,0,0,0,126,144,271,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,129,268,0,0,0,0,0,4,142,125,271,22,29,53,0,0,0,294,302,601
UCL521016,0,0,0,46,47,90,0,0,0,0,0,3,54,48,101,40,33,71,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,4,0,0,0,0,0,0,16,19,32,9,4,17,0,0,0,180,160,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,111,239,0,0,0,0,4,4,128,119,242,28,27,55,0,0,0,339,302,637
UCL521017,0,0,0,31,43,73,0,0,0,15,22,33,53,53,104,59,50,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,6,0,0,0,0,0,0,14,14,26,16,14,30,0,0,0,186,197,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,102,234,0,0,0,0,0,0,137,107,236,58,51,110,0,0,0,383,357,738
UCL521018,0,0,0,25,41,61,0,0,0,0,0,0,0,0,0,55,57,114,0,0,0,4,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,0,0,0,3,0,9,8,5,14,6,6,18,0,0,0,113,114,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,122,264,0,0,0,0,0,0,143,122,264,16,13,36,0,0,0,270,259,526
UCL521019,5,8,20,134,140,273,0,0,0,8,11,23,0,0,0,109,111,226,3,0,8,3,3,14,6,3,6,0,0,0,0,4,4,0,0,0,4,4,11,11,12,21,18,17,37,0,0,3,0,0,0,22,24,43,15,19,31,0,0,0,344,361,707,3,0,3,0,4,4,0,0,3,0,0,0,0,0,0,3,3,4,3,3,4,360,318,683,0,3,5,3,0,5,367,322,691,240,235,470,7,4,6,961,942,1896
UCL521020,3,10,10,38,57,92,0,0,0,9,4,14,0,0,0,52,58,102,0,0,3,10,5,8,0,4,0,0,0,0,0,0,4,0,0,0,4,0,4,8,11,18,4,10,12,0,0,0,0,0,0,5,3,10,23,18,38,0,0,0,142,162,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,159,345,0,3,5,0,0,0,186,158,348,12,9,25,0,0,0,355,343,694
UCL521021,0,0,3,45,72,117,0,0,0,3,5,13,0,0,0,82,74,153,0,0,0,0,0,4,0,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,5,4,4,0,7,0,0,0,0,3,5,21,28,51,4,7,11,0,0,0,174,194,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,202,405,0,0,0,0,0,0,205,204,410,32,37,74,0,0,0,414,440,854
UCL521022,4,5,13,20,38,57,0,0,0,3,0,4,0,0,0,45,43,84,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,4,3,6,0,4,5,0,0,0,81,99,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,210,413,3,0,4,0,0,0,204,207,415,49,49,96,4,0,7,346,371,712
UCL521023,5,3,7,30,36,68,0,0,0,23,27,54,37,36,73,38,29,65,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,4,4,7,0,0,0,147,139,291,6,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,107,90,205,0,0,0,0,0,0,107,92,205,24,30,55,0,0,0,295,277,567
UCL521024,6,6,10,29,27,56,0,0,0,15,8,22,0,0,0,148,162,307,0,0,0,0,0,0,0,0,0,0,0,3,5,8,11,0,0,0,91,121,219,82,118,202,6,4,12,0,0,3,3,3,3,57,67,128,25,21,44,0,0,0,474,536,1004,0,6,6,0,0,0,0,0,3,3,8,11,3,0,3,3,0,3,9,8,10,261,232,498,4,0,3,0,0,0,266,237,507,206,174,380,3,4,3,967,963,1933
UCL521025,0,3,3,38,49,86,0,0,0,13,14,24,0,0,0,45,40,87,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,8,0,0,0,10,8,15,0,0,3,0,0,0,6,15,17,16,19,31,5,0,5,141,146,292,0,0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,4,3,0,4,3,207,184,390,0,3,6,3,0,3,209,186,394,44,30,74,0,0,0,403,366,771
UCL521026,3,3,9,47,56,101,0,0,0,4,3,7,0,0,0,44,52,96,0,0,0,0,4,0,0,0,0,0,0,0,0,10,10,0,0,0,0,9,8,0,5,5,13,19,30,0,0,0,0,3,3,5,3,5,12,12,21,0,0,4,129,164,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,198,414,3,0,3,0,0,0,212,202,412,33,33,59,0,0,0,381,400,780
UCL521027,7,4,13,41,31,73,0,0,0,6,3,4,0,0,0,47,27,77,0,0,3,0,0,0,4,4,10,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7,3,11,8,10,17,0,0,0,128,85,217,0,0,4,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,234,155,388,4,0,4,0,0,0,234,155,393,386,174,557,3,0,3,771,425,1193
UCL521028,0,8,6,54,71,128,0,0,0,4,8,12,0,0,0,47,57,100,0,5,5,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,3,8,7,9,3,7,8,14,19,3,5,3,3,6,10,11,9,25,14,15,24,0,0,0,150,198,343,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,149,333,0,0,0,0,0,0,190,144,333,47,44,87,0,0,0,391,399,792
UCL521029,0,3,0,76,86,158,0,0,0,29,15,43,0,0,0,73,90,162,0,0,0,0,0,0,0,0,4,0,0,0,0,6,5,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,14,19,30,7,11,17,0,0,0,201,221,419,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,10,3,13,187,166,356,0,0,0,3,3,5,193,166,356,48,36,86,0,0,0,448,432,878
UCL521030,6,17,22,62,64,122,0,0,0,4,0,9,0,0,0,48,54,98,0,0,0,3,8,6,0,0,0,4,11,12,0,0,0,0,0,0,3,10,7,0,0,0,9,14,19,0,0,0,0,0,0,11,8,23,3,8,11,0,0,0,144,167,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,135,291,0,0,0,0,0,0,155,139,293,43,51,93,9,22,25,356,388,750
UCL521031,9,10,22,39,23,62,0,0,0,6,4,14,0,0,0,70,31,102,3,11,17,3,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,6,6,17,12,27,10,13,27,0,0,5,164,117,278,6,0,6,7,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,218,129,348,3,5,3,0,0,0,220,131,355,283,100,381,0,0,0,687,365,1051
UCL521032,3,0,5,34,22,49,0,0,0,0,0,7,0,0,0,35,38,72,7,0,9,0,0,0,0,4,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,21,30,50,3,7,4,0,0,3,0,0,0,106,102,214,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,3,0,0,3,3,9,176,153,331,0,0,0,0,0,0,178,155,332,117,113,228,0,4,5,410,385,792
UCL521033,3,0,6,30,25,56,0,0,0,3,5,9,0,0,0,36,33,66,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,11,0,11,0,4,4,0,0,0,9,0,9,9,10,20,0,0,0,103,91,193,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,4,0,3,144,90,231,0,0,4,0,0,0,143,89,234,347,188,535,0,0,0,609,372,976
UCL521034,0,4,3,48,82,131,0,0,0,5,5,11,0,0,0,65,49,111,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,9,4,11,0,0,0,7,3,12,7,5,10,5,7,10,0,0,0,147,166,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,169,370,0,0,0,0,0,0,200,169,372,31,27,54,0,0,0,376,371,743
UCL521035,0,9,8,30,34,62,0,0,0,7,4,6,0,0,0,28,27,60,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,8,13,0,5,7,0,0,0,80,84,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,136,128,268,0,0,0,0,0,0,144,133,269,36,43,81,0,0,0,263,270,533
UCL521036,8,12,15,36,28,60,0,0,0,4,17,24,0,0,0,47,40,85,9,5,12,4,0,4,0,0,0,0,0,4,4,0,4,0,0,0,0,7,7,0,0,0,5,4,13,0,0,0,0,6,4,6,3,10,6,3,13,0,0,0,116,112,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,128,99,223,0,0,0,0,0,0,132,99,225,57,50,106,0,0,0,314,272,581
UCL521037,5,13,16,61,60,118,0,0,0,7,6,14,0,0,0,42,55,96,0,0,0,0,0,0,17,17,36,6,6,5,3,0,4,0,0,0,0,0,0,0,4,5,0,4,9,0,0,0,4,0,4,11,15,28,10,8,19,3,0,3,171,181,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,245,519,0,0,0,0,0,0,278,245,519,34,42,75,0,0,0,482,487,972
UCL521038,5,3,4,69,84,148,0,0,0,0,4,5,0,0,0,87,86,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,20,27,3,5,11,0,0,0,171,202,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,134,286,0,0,0,0,0,4,157,136,295,69,55,125,0,0,0,400,397,802
UCL521039,3,8,11,41,41,80,0,0,0,4,3,3,0,0,0,24,28,55,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,4,10,0,0,0,0,0,0,4,4,10,11,11,23,0,0,0,94,97,193,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,6,0,0,6,252,264,519,0,0,4,3,0,3,259,264,522,30,33,61,0,0,0,387,406,796
UCL521040,0,9,7,79,72,149,0,0,0,9,0,11,0,0,0,93,95,190,0,0,0,9,0,10,0,0,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,10,4,19,0,0,4,3,3,9,14,21,29,8,17,22,0,0,0,227,228,459,0,0,0,0,0,5,0,0,0,8,7,19,0,0,0,0,0,0,8,15,20,306,252,558,0,0,0,0,0,0,306,252,556,216,195,411,10,16,28,771,717,1488
UCL521041,0,14,14,37,26,62,0,0,0,9,4,12,0,0,0,75,55,134,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,9,0,0,0,0,0,0,3,3,5,3,9,12,0,0,0,145,109,254,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,261,191,452,0,0,0,0,0,0,261,191,452,15,23,41,0,0,5,425,343,769
UCL521042,0,4,4,27,37,73,0,0,0,3,3,6,0,0,0,68,83,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,0,0,0,0,0,0,14,11,22,5,6,15,0,0,0,136,154,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,142,298,0,0,0,0,0,0,159,142,299,28,27,52,12,7,15,336,323,664
UCL521043,0,3,5,28,46,77,0,0,0,3,0,3,0,0,0,32,49,76,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,5,15,3,9,12,0,0,0,83,119,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,113,238,0,0,3,0,0,0,122,114,238,9,19,32,0,0,0,224,253,476
UCL521044,0,0,0,42,47,91,0,0,0,14,8,20,0,0,0,33,45,74,0,0,0,0,0,0,5,14,23,0,0,0,0,3,3,0,0,0,0,0,4,3,7,7,9,9,9,0,0,0,0,4,4,4,12,18,20,15,36,0,0,0,140,152,293,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,4,3,4,8,172,153,323,0,0,0,0,0,0,175,153,323,44,36,75,0,0,0,363,343,703
UCL521045,0,8,8,28,43,75,0,0,0,9,0,11,0,0,0,39,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,5,3,0,7,0,0,3,0,0,0,12,20,32,5,3,7,0,0,0,106,120,230,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,91,168,0,0,0,0,0,0,77,91,171,82,75,159,0,0,0,269,294,568
UCL521046,0,0,7,16,13,26,0,0,0,0,0,0,0,0,0,23,18,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,0,0,0,6,3,3,28,29,56,0,0,0,77,72,147,0,0,0,0,0,0,0,0,0,22,24,41,0,0,0,0,0,0,28,24,49,159,157,306,0,0,0,0,0,0,159,152,309,117,123,242,0,0,0,379,366,744
UCL521047,4,7,8,44,42,85,0,0,0,0,0,7,0,0,0,62,61,127,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,9,0,0,5,0,0,0,10,11,20,4,0,3,0,0,0,131,135,265,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,150,95,244,0,0,0,0,0,0,155,95,249,45,19,66,0,0,0,340,257,595
UCL521048,0,7,4,71,87,158,0,0,0,3,12,18,0,0,0,69,58,127,0,0,0,0,0,0,7,5,18,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,6,0,0,0,0,0,0,11,10,17,12,12,25,0,0,0,179,200,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,7,210,205,419,5,0,5,0,3,6,213,211,425,58,50,102,0,0,0,457,474,925
UCL521049,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,6,3,16,7,5,7,0,0,0,0,0,0,3,6,6,6,5,10,0,0,0,6,9,16,0,0,0,0,4,4,0,0,0,0,0,0,3,7,10,82,83,170,0,0,0,115,121,239,0,0,0,0,0,0,0,0,0,23,31,54,0,0,0,0,0,0,23,31,54,99,90,193,0,0,4,0,0,0,99,95,197,11,16,27,0,0,0,251,263,513
UCL521050,3,4,4,62,55,118,0,0,0,4,3,9,0,0,0,50,42,88,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,4,5,5,4,11,8,19,0,0,0,0,0,0,8,16,17,19,15,34,0,0,0,158,136,297,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5,180,160,342,0,0,0,0,0,0,181,160,341,35,27,63,0,0,4,385,336,716
UCL521051,3,0,5,43,52,91,0,0,0,4,0,7,0,0,0,65,73,141,3,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,9,10,0,0,0,5,4,5,0,0,0,0,4,4,6,6,9,6,8,17,0,0,0,133,171,303,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,229,218,449,3,0,3,5,7,11,237,228,460,31,42,72,0,0,0,407,450,853
UCL521052,4,6,6,23,26,50,0,0,0,3,0,3,0,0,0,97,93,197,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,5,10,15,14,32,0,0,9,0,0,0,0,0,0,7,7,10,16,11,25,0,0,0,168,166,339,0,0,0,3,0,3,0,0,0,6,11,20,0,0,0,0,3,3,6,13,18,190,176,362,0,0,0,0,0,0,189,176,362,136,80,210,5,4,0,512,431,944
