UCL_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
UCL522006,6,8,11,16,24,21,4,0,0,85,0,5,0,0,4,4,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,16,15,33,25,9,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,16,15,33,26,9,0,0,120,5,4,0,0,0,5,15,7,8,47,0,0,0,0,0,3,0,0,0,4,18,17,14,20,33,30,23,7,8,174,0,3,3,5,16,10,0,0,0,42,3,5,7,12,12,13,0,0,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,10,14,19,26,16,3,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522007,0,4,5,8,9,4,4,0,0,34,0,0,0,0,0,5,4,0,0,14,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,5,10,9,12,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,3,5,10,14,12,0,0,47,0,0,0,0,0,5,14,12,3,33,0,0,0,0,0,0,0,0,0,3,5,5,3,5,6,19,26,11,3,89,0,3,11,9,4,3,4,0,0,32,4,0,6,0,0,6,9,0,0,26,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,15,9,7,17,11,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522008,0,5,4,4,7,9,7,0,0,21,0,0,0,0,3,5,0,0,0,13,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,4,7,5,13,3,5,0,39,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,8,0,5,12,7,8,16,7,5,0,49,5,0,0,3,5,5,8,6,0,26,0,0,0,0,0,0,0,0,0,5,0,3,7,10,11,21,20,8,0,80,0,0,4,4,5,3,0,0,0,11,0,0,0,5,6,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,4,8,3,3,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL522009,5,5,10,11,34,11,0,0,0,76,4,5,0,3,0,6,5,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,9,15,13,33,15,0,0,0,103,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,7,10,15,13,34,21,0,0,0,108,4,0,0,5,6,5,5,6,0,28,0,0,3,0,3,5,0,0,0,9,10,14,15,22,41,24,11,6,0,143,4,0,9,8,14,4,0,0,0,48,10,4,3,9,6,10,0,0,0,37,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,5,11,23,23,15,3,0,0,92,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL522010,0,7,15,13,14,16,0,0,0,69,3,4,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,16,11,14,16,18,7,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,11,14,16,18,7,0,0,92,16,0,0,0,0,0,12,3,3,42,0,0,0,0,0,10,15,6,8,37,23,16,17,20,19,31,32,13,10,170,0,3,12,4,4,11,0,0,0,37,7,4,0,15,9,7,3,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,10,22,19,14,5,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522011,4,4,10,14,12,14,6,0,0,62,0,0,0,0,0,0,4,3,0,12,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,14,20,12,13,6,3,0,77,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,14,20,12,18,6,3,0,76,5,0,0,0,0,4,20,13,5,43,5,0,0,10,4,0,10,0,0,29,11,4,15,34,15,22,32,22,5,151,0,3,8,3,4,9,0,0,0,31,0,3,5,8,6,7,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,3,16,5,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522012,3,4,17,13,10,16,3,3,0,69,0,3,4,3,4,9,3,0,0,29,0,0,0,6,8,9,0,0,0,19,0,0,3,0,0,0,0,0,0,3,3,3,25,24,20,38,14,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,25,22,26,34,14,3,0,127,3,0,0,3,3,9,48,21,8,97,0,0,0,0,0,0,0,0,0,9,4,7,23,22,28,56,60,20,6,232,0,0,16,3,8,15,3,0,0,45,0,4,6,11,5,7,3,3,0,42,0,0,0,0,0,7,6,0,0,13,0,0,0,0,0,0,0,0,0,5,0,5,24,15,21,31,10,3,0,95,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4
UCL522013,6,4,10,19,20,19,3,0,0,73,3,4,3,0,0,6,3,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,10,12,12,21,22,25,4,0,0,96,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,7,12,11,24,26,26,5,0,0,110,9,0,0,0,9,13,19,3,5,59,0,0,0,0,0,0,5,0,0,10,18,12,19,27,33,39,27,6,5,175,0,8,0,3,18,7,0,0,0,36,0,0,5,13,14,10,0,0,0,50,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,8,11,15,29,20,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL522014,0,5,6,6,8,8,0,0,0,33,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,7,16,13,5,7,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,13,11,9,0,0,0,54,0,0,0,0,0,4,10,4,0,17,0,0,0,0,0,0,0,0,0,4,3,7,16,13,14,18,9,6,0,71,0,3,4,0,6,4,0,0,0,16,0,3,0,3,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522015,6,9,38,32,29,18,0,0,0,132,0,0,13,10,9,4,9,0,0,49,0,3,14,22,11,30,7,4,0,91,0,0,0,0,0,0,0,0,0,0,6,10,70,64,46,56,18,4,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,72,64,46,55,18,4,0,273,3,0,8,0,0,25,87,38,0,168,0,0,5,5,0,0,3,0,0,20,10,17,82,72,48,85,119,39,0,461,4,12,23,12,14,11,0,0,0,80,4,15,17,24,4,15,7,0,0,80,0,4,12,25,3,27,8,0,0,88,0,0,0,0,0,0,0,0,0,5,10,39,52,58,24,55,14,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522016,0,0,11,4,5,9,3,0,0,36,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,16,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,13,16,5,0,0,53,7,0,0,0,8,3,12,14,0,39,5,0,0,6,5,4,0,0,0,16,10,5,17,9,19,25,18,15,0,113,0,0,3,6,0,3,0,0,0,17,0,0,0,7,5,11,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,6,15,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6
UCL522017,0,6,9,12,9,14,0,0,0,48,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,10,12,9,23,8,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,7,12,12,9,20,8,0,0,75,0,0,6,5,6,9,30,12,3,67,0,0,0,0,0,3,0,6,0,15,3,7,12,19,18,34,39,20,3,151,0,0,5,7,12,7,3,0,0,30,0,5,9,3,12,16,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,12,12,24,23,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522018,0,4,10,4,8,7,4,0,0,34,0,0,0,0,0,0,4,0,0,9,0,0,5,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,4,7,4,13,11,5,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,5,4,14,4,13,17,5,6,0,57,0,0,0,0,4,12,34,16,0,64,0,0,8,0,5,4,4,0,0,25,5,4,14,4,17,34,48,20,0,141,0,5,4,4,6,3,4,0,0,19,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,5,3,9,12,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522019,0,0,6,6,3,13,5,0,0,31,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,16,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,16,6,0,0,35,0,0,0,0,0,9,5,4,0,25,0,0,0,10,0,3,0,0,0,15,3,0,0,17,3,19,14,4,9,77,0,4,3,0,0,8,0,0,0,10,0,0,0,6,3,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,4,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522020,0,0,9,3,4,11,4,0,0,25,0,0,4,5,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,11,3,16,6,0,0,42,0,4,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,4,3,6,4,3,0,0,0,16,0,9,13,13,11,16,6,0,0,66,12,0,4,0,0,3,10,0,0,46,0,0,0,0,0,0,0,0,0,5,12,7,21,20,14,26,16,3,0,114,0,0,0,0,3,7,0,0,0,16,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,4,7,16,0,0,0,38,0,3,3,0,4,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,3,3,5,3,3,0,0,0,20
UCL522021,0,4,8,16,18,14,3,0,0,61,0,4,0,0,3,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,8,10,20,19,16,12,0,0,84,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,10,20,19,15,12,0,0,85,3,4,0,0,4,3,22,17,0,49,0,0,0,5,3,0,4,0,0,7,8,12,9,23,26,19,33,18,0,148,0,4,3,7,7,3,3,0,0,27,0,5,0,15,3,3,7,0,0,29,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,23,15,5,10,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
UCL522022,0,0,8,9,4,12,3,0,0,34,0,0,0,4,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,7,13,17,3,3,0,48,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,11,10,17,6,0,0,57,0,0,0,0,4,0,11,8,0,27,0,0,0,0,3,7,0,5,0,17,3,0,9,14,18,25,18,14,0,103,0,0,3,0,3,3,0,0,0,17,5,0,5,4,8,3,0,0,0,16,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,14,3,10,10,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522023,0,4,8,4,13,10,0,0,0,47,0,0,5,0,3,3,0,0,0,14,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,5,10,10,17,18,6,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,12,10,17,18,3,0,0,74,3,0,3,5,0,7,18,11,9,50,0,0,0,4,3,5,4,0,0,12,3,5,18,14,22,35,26,11,9,140,0,0,10,7,4,8,5,0,0,29,3,0,3,0,3,13,3,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,19,13,16,17,8,0,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,7
UCL522024,0,0,0,0,3,7,4,0,0,25,3,0,3,0,0,0,8,0,0,20,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,16,6,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,16,6,4,0,42,0,0,0,0,5,8,23,14,0,55,0,0,0,0,0,0,0,0,0,0,4,3,3,4,8,19,31,22,4,100,0,0,0,5,8,8,0,0,0,24,0,0,3,4,3,9,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,18,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522025,5,5,14,13,11,20,4,0,0,67,0,0,0,3,3,3,11,4,0,20,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,6,11,16,12,22,16,4,0,96,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,6,17,16,12,22,16,4,0,97,4,5,0,0,0,11,27,15,10,73,0,0,0,4,7,5,8,3,0,32,12,13,16,22,23,37,51,24,9,207,0,5,5,10,0,17,0,0,0,30,4,3,6,9,8,6,7,0,0,44,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,8,7,17,14,21,5,3,0,78,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,5
UCL522026,0,0,3,0,3,8,5,0,0,26,0,0,0,0,0,11,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,21,7,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,3,6,22,3,0,0,51,0,0,0,0,4,6,37,28,3,78,0,0,0,0,0,0,3,0,0,3,0,0,10,3,10,34,47,32,3,138,0,0,0,0,6,8,0,0,0,20,0,0,4,5,9,7,3,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,18,3,0,0,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL522027,0,4,12,13,16,15,3,0,0,66,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,17,17,20,19,5,0,0,79,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,4,20,19,18,25,4,0,0,90,3,0,0,4,3,14,20,15,3,68,0,0,3,10,0,0,0,0,0,15,9,3,16,28,25,37,28,15,5,166,5,4,3,9,3,11,0,0,0,34,3,3,0,4,3,6,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,4,12,8,16,4,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522028,0,0,8,7,3,3,0,0,0,29,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,11,10,8,5,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,8,5,3,0,0,42,0,0,0,0,0,9,13,7,0,32,0,0,0,0,0,0,5,0,0,5,0,5,16,10,4,12,23,13,0,77,0,4,4,3,5,0,0,0,0,17,5,0,10,5,0,3,3,0,0,21,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,3,13,8,4,8,3,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL522029,0,6,16,17,12,12,4,0,0,59,5,0,3,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,8,6,17,17,13,13,0,0,0,82,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,6,23,19,17,13,0,0,0,83,8,0,0,3,0,6,17,8,0,48,0,0,0,0,4,0,0,0,0,3,15,6,23,25,18,15,23,10,0,138,0,0,3,9,3,3,0,0,0,24,3,0,13,10,9,7,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,11,23,18,12,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
UCL522030,4,5,6,15,15,17,3,0,0,60,0,0,4,0,0,6,0,0,0,12,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,10,20,15,21,6,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,20,15,24,6,0,0,82,0,0,0,0,0,4,4,5,0,16,3,0,4,4,3,3,0,0,0,17,0,5,12,25,18,31,13,5,0,119,0,9,8,3,4,9,0,0,0,27,0,0,4,7,5,3,5,0,0,24,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,10,15,9,9,3,0,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
