UCL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
UCL521022,74,0,3,3,0,91,81,0,4,0,0,91,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,33,0,4,0,0,42,0,0,0,5,0,7,0,0,0,0,0,0,56,0,7,5,0,64,6,0,0,0,0,6,27,0,3,9,0,32,246,0,18,16,0,284
UCL521023,75,0,0,0,0,74,60,0,0,0,0,60,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,25,0,0,0,0,25,3,0,0,0,0,6,0,0,0,0,0,0,55,0,0,0,0,53,12,0,0,0,0,12,18,0,0,0,0,18,219,0,0,0,0,220
UCL521024,20,0,0,60,3,89,5,0,0,6,0,11,0,0,0,0,0,0,163,34,12,0,7,211,41,0,0,0,0,49,3,0,0,4,0,13,55,4,0,5,0,69,3,0,0,0,0,5,273,49,10,9,7,351,50,16,0,11,0,81,60,8,0,21,0,83,406,71,10,109,19,615
UCL521025,92,0,0,8,0,100,27,0,0,0,0,34,39,0,3,0,0,45,3,0,3,0,0,11,3,0,0,0,0,3,24,0,0,0,0,24,24,0,5,6,0,36,0,0,0,0,0,0,102,4,8,6,0,123,93,4,0,0,0,93,29,0,0,5,0,35,344,7,12,24,0,379
UCL521026,71,0,0,4,0,70,176,0,0,0,0,178,9,3,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,24,3,0,0,0,23,4,0,0,0,0,4,18,0,0,0,0,18,285,3,0,9,0,297
UCL521027,63,0,0,0,0,64,91,0,0,0,0,91,31,18,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,49,18,0,0,0,67,5,0,0,0,0,5,90,15,0,3,4,114,289,35,0,4,7,333
UCL521028,129,0,0,0,3,134,89,0,0,0,0,87,11,0,0,0,0,10,9,3,0,0,0,22,3,0,8,0,0,16,27,0,0,0,0,24,8,0,0,3,0,15,0,0,0,0,0,0,58,9,16,5,0,96,8,0,0,0,0,17,21,0,0,5,0,29,312,13,18,11,3,362
UCL521029,113,4,0,5,4,124,83,0,0,0,5,84,15,9,0,0,0,12,22,6,0,0,0,30,10,3,0,0,0,16,45,9,0,0,0,54,24,3,0,3,0,31,3,0,0,0,0,4,118,24,0,3,3,145,4,0,0,0,0,4,33,5,0,3,0,42,345,28,0,13,10,393
UCL521030,136,9,0,7,0,157,53,4,0,0,0,59,20,0,6,0,0,23,6,7,0,0,0,7,0,5,0,0,0,3,35,6,9,0,0,44,16,0,0,0,0,17,0,0,0,0,0,3,72,15,15,0,0,110,8,0,0,0,0,7,31,3,0,0,0,38,296,30,22,13,0,365
UCL521031,30,0,0,23,6,59,20,0,3,5,0,26,0,0,0,0,0,0,20,3,5,0,0,23,3,0,0,0,0,3,24,0,4,4,0,24,21,8,3,13,0,50,0,0,0,0,0,0,65,7,7,20,3,100,10,0,0,5,0,19,28,22,22,28,0,102,162,28,32,70,11,308
UCL521032,45,0,0,7,0,61,17,0,0,0,0,16,0,0,0,0,0,0,50,6,5,0,0,65,4,0,0,0,0,4,16,0,0,0,0,18,19,0,0,0,0,25,0,0,0,0,0,0,90,11,11,5,0,117,29,0,0,4,0,36,41,0,0,5,0,44,234,12,11,21,0,276
UCL521033,58,0,0,17,0,76,16,0,0,3,0,18,0,0,0,0,0,0,17,0,0,0,0,16,7,0,0,0,0,7,11,0,0,3,0,11,15,0,0,3,0,21,0,0,0,0,0,0,43,6,0,6,0,55,22,0,0,0,0,24,107,0,0,19,5,136,250,6,0,54,5,306
UCL521034,82,0,0,0,0,82,156,0,0,0,0,156,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,7,0,0,0,0,7,21,0,0,0,0,21,281,0,0,0,0,281
UCL521035,87,0,0,8,0,90,61,0,0,0,0,62,29,0,0,0,0,34,11,3,0,0,0,9,0,0,0,0,0,5,14,0,0,0,0,14,10,0,0,0,0,13,0,0,0,0,0,0,59,3,4,0,0,69,0,0,0,0,0,0,20,0,0,0,0,22,235,7,0,9,0,250
UCL521036,110,0,0,9,0,116,28,0,0,0,0,28,3,0,0,0,0,6,11,0,0,0,0,10,0,0,0,0,0,0,44,0,0,0,0,38,13,0,0,0,0,15,0,0,0,0,0,0,66,0,0,5,3,73,14,0,0,0,0,18,44,0,0,9,0,57,265,0,4,20,6,297
UCL521037,108,15,0,0,0,122,160,3,0,0,0,161,33,14,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,38,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,73,20,0,0,0,93,3,0,0,0,0,3,24,3,0,0,0,29,361,42,0,0,0,406
UCL521038,155,0,0,11,3,164,75,0,0,0,0,79,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,22,0,0,0,0,26,4,0,0,0,0,7,0,0,0,0,0,0,49,0,0,0,0,47,3,0,0,0,0,9,41,4,15,6,0,60,328,6,15,12,5,365
UCL521039,144,0,0,0,0,144,106,0,0,0,0,107,19,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,30,5,0,0,0,0,5,0,0,0,0,0,0,49,3,0,0,0,51,3,0,0,0,0,3,21,0,0,0,0,29,328,6,0,0,0,332
UCL521040,43,0,0,119,3,167,16,0,0,6,0,17,24,4,7,0,0,30,10,0,0,0,0,12,15,0,0,0,0,21,19,0,3,0,0,20,61,0,4,17,0,79,0,0,0,0,0,0,124,6,15,17,0,167,55,4,8,5,0,77,39,4,3,59,9,112,282,20,30,200,5,540
UCL521041,4,0,0,6,0,5,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,19,13,0,0,0,33,5,0,0,0,0,0,23,17,0,0,0,46,3,0,0,0,4,3,7,7,0,0,0,3,32,19,0,5,3,65
UCL521042,99,0,0,0,0,106,81,0,0,4,0,82,23,0,0,0,0,23,7,0,0,0,0,9,0,0,0,0,0,0,25,0,0,0,0,28,5,0,0,0,0,3,0,0,0,0,0,0,53,3,0,4,0,60,3,8,0,0,0,10,16,0,0,0,0,16,257,7,0,8,0,276
UCL521043,77,0,0,0,0,77,79,0,0,0,0,79,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,3,0,0,0,0,3,17,0,0,0,0,17,208,0,0,0,0,208
UCL521044,133,0,0,0,0,133,87,0,0,0,0,87,12,0,0,0,0,12,15,5,0,0,0,19,21,0,0,0,0,18,23,0,0,0,0,23,5,0,0,0,0,8,0,0,0,0,0,0,78,8,0,0,0,89,9,0,0,0,0,9,32,0,0,0,0,32,340,8,0,0,0,344
UCL521045,114,3,0,0,0,116,34,0,0,0,0,34,3,0,0,0,0,3,5,3,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,15,10,3,0,0,4,15,0,0,0,0,0,0,34,4,0,0,4,41,8,0,0,0,0,9,68,0,0,0,0,68,260,9,0,0,4,271
UCL521046,25,0,0,3,3,28,25,6,0,0,0,23,10,4,0,0,0,12,43,30,0,0,0,81,6,6,0,0,0,8,13,9,0,0,6,23,9,0,0,0,0,12,0,0,0,0,0,0,79,52,0,0,8,134,15,11,0,0,0,27,11,4,0,5,0,21,153,63,0,3,4,231
UCL521047,71,4,0,5,0,77,50,0,0,0,0,53,8,0,0,0,0,8,10,7,0,0,0,22,4,4,0,0,0,9,37,0,0,0,0,36,18,4,0,3,0,28,0,0,0,0,0,0,79,16,0,3,0,102,15,0,0,0,0,18,22,6,0,0,0,25,239,30,0,8,0,274
UCL521048,169,0,0,8,0,176,109,3,0,0,0,109,41,0,0,0,0,41,8,0,0,0,0,12,0,0,0,0,0,0,36,0,0,0,0,41,0,0,0,5,0,10,0,0,0,0,0,0,91,4,0,5,0,99,9,0,0,0,0,9,53,5,0,0,0,61,427,12,0,15,0,458
UCL521049,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,74,12,0,0,0,0,16,0,0,0,0,0,0,11,9,0,0,0,23,3,0,0,0,0,3,101,6,0,0,4,115,18,6,0,0,4,25,5,6,0,0,0,16,133,16,0,0,10,161
UCL521050,94,5,0,9,0,103,69,0,0,0,0,69,5,0,0,0,0,13,17,7,0,0,0,30,7,5,0,0,0,13,46,6,0,0,0,51,22,3,0,0,0,28,0,0,0,0,0,0,110,23,0,0,0,131,10,0,0,0,0,8,17,6,0,0,0,17,291,25,0,9,0,333
UCL521051,94,0,0,0,0,101,156,0,0,0,0,158,21,0,0,0,0,21,8,5,0,0,0,15,0,3,0,0,0,3,21,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,56,11,0,0,0,67,4,0,0,0,0,4,35,0,0,0,0,35,344,10,0,0,0,360
UCL521052,39,0,0,43,0,80,13,0,0,0,0,13,3,0,0,0,0,3,65,0,0,0,0,67,12,3,0,0,0,17,34,0,0,0,0,34,32,0,0,9,0,40,0,0,0,0,0,0,149,3,0,16,0,170,10,0,0,5,0,18,31,0,0,15,0,47,248,7,0,67,0,325
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,77,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,89,0,0,0,3,93,19,4,0,0,0,24,4,0,0,0,0,4,111,4,0,0,0,118
UCL522002,60,0,0,0,0,61,47,0,0,6,0,45,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,8,0,0,0,0,3,8,0,0,0,0,8,133,0,0,3,0,142
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,86,10,0,0,0,0,10,11,0,0,0,0,8,100,0,0,0,0,105
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,69,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,71,3,0,0,0,0,5,0,0,0,0,0,0,75,0,0,0,0,81
UCL522005,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,57,16,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,77,9,0,0,4,0,15,12,0,0,0,0,13,94,3,0,5,6,112
UCL522006,58,0,0,0,0,65,68,0,3,0,0,72,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,145,0,5,0,0,146
UCL522007,41,0,0,6,0,48,21,0,0,0,0,21,4,0,0,0,0,4,3,3,0,0,0,8,0,3,0,0,0,3,10,0,0,0,0,10,10,0,0,5,0,13,0,0,0,0,0,0,24,4,0,5,0,36,5,0,0,0,0,7,3,0,0,0,0,3,93,12,0,7,0,109
UCL522008,43,0,0,0,0,43,22,0,0,0,0,22,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,6,0,0,0,0,6,9,0,0,0,0,9,98,0,0,0,0,98
UCL522009,25,0,0,3,0,31,81,0,0,0,0,83,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,14,132,0,0,3,0,134
UCL522010,41,0,0,0,0,44,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,108
UCL522011,54,0,0,0,0,54,20,0,0,0,0,20,3,0,0,0,0,3,4,3,0,0,0,4,0,0,5,0,0,3,12,0,0,0,0,12,13,0,0,0,0,13,0,0,0,0,0,0,41,3,5,0,0,39,11,0,0,0,0,14,20,0,0,7,0,29,148,3,5,7,0,162
UCL522012,112,0,0,22,0,135,45,0,0,0,0,50,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,24,3,0,0,3,0,11,0,0,0,0,0,0,28,0,0,4,0,37,0,0,0,0,0,0,18,0,0,0,0,18,206,0,0,29,0,245
UCL522013,52,0,0,0,0,52,80,0,0,0,0,80,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,13,160,0,0,0,0,160
UCL522014,21,0,0,0,0,21,40,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,73,0,0,0,0,77
UCL522015,4,5,0,162,0,180,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,9,0,22,5,14,10,97,0,123,0,0,0,5,0,5,19,15,10,111,0,150,3,4,0,10,0,15,0,3,11,16,0,29,28,24,19,314,3,383
UCL522016,34,0,0,0,0,38,18,0,0,0,0,18,11,0,0,0,0,11,4,0,0,0,0,4,5,0,3,0,0,8,10,0,0,0,0,10,12,0,0,0,0,19,0,0,0,0,0,0,47,0,3,0,0,51,3,0,0,0,0,3,14,0,0,5,0,19,113,0,0,8,0,131
UCL522017,80,0,0,0,0,80,56,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,3,0,0,0,0,3,9,0,0,0,0,9,159,0,0,0,0,166
UCL522018,29,0,0,11,4,40,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,16,0,0,0,0,0,0,23,0,0,0,0,27,6,0,0,0,0,8,13,0,0,51,3,65,76,0,0,63,4,147
UCL522019,34,0,0,0,0,35,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,9,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,24,4,0,0,0,0,4,15,0,0,0,0,20,81,11,0,0,0,96
UCL522020,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,52,13,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,63,0,0,5,0,73,9,0,0,0,0,4,3,0,0,0,0,4,74,0,0,6,6,94
UCL522021,64,0,0,0,0,70,46,0,0,3,0,51,0,0,0,0,0,0,4,3,0,0,0,9,4,0,0,0,0,4,17,0,0,0,0,20,8,0,0,3,0,12,0,0,0,0,0,0,36,3,0,3,0,49,5,0,0,0,0,5,10,0,0,0,0,10,161,5,0,10,0,174
UCL522022,42,0,0,0,5,40,19,0,0,0,0,21,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17,7,0,0,0,0,15,12,0,0,0,0,17,106,3,0,0,5,114
UCL522023,57,0,0,9,0,61,44,0,0,0,0,45,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,32,0,0,0,0,37,5,0,0,0,0,5,15,0,0,0,0,15,148,0,0,10,0,155
UCL522024,67,0,0,0,0,67,31,0,0,0,0,31,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,126
UCL522025,74,4,0,3,0,86,54,0,0,0,0,54,9,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,10,14,0,0,0,0,15,8,0,0,0,0,9,0,0,0,0,0,0,33,16,0,0,0,49,5,0,0,0,0,4,26,8,0,0,0,35,195,28,0,11,0,230
UCL522026,97,7,0,8,0,104,22,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,22,7,0,0,0,0,7,0,0,0,4,0,3,150,7,0,13,0,168
UCL522027,65,0,0,0,0,65,43,0,0,0,0,43,12,0,0,0,0,12,8,0,0,0,0,8,3,0,0,0,0,3,18,0,0,0,0,18,14,0,0,0,0,14,0,0,0,0,0,0,51,0,0,0,0,51,0,0,0,0,0,0,9,0,0,0,0,9,174,0,0,0,0,170
UCL522028,36,0,0,0,0,36,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,77,0,0,0,0,73
UCL522029,49,0,0,0,0,49,66,0,0,0,0,66,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,140,0,0,0,0,140
UCL522030,17,0,0,0,0,21,27,0,0,0,0,25,0,0,0,0,0,0,11,4,0,0,0,15,0,0,0,0,0,3,11,0,0,0,0,20,15,0,0,5,4,26,0,0,0,0,0,0,44,8,0,5,4,57,9,0,0,0,0,10,10,0,0,0,0,17,111,8,0,11,6,129
UCL522031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,29,0,0,0,0,29,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,59,0,0,0,0,62,6,0,0,0,0,6,0,0,0,0,0,0,69,0,0,0,0,68
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,71,0,0,0,0,72,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,72,0,0,0,4,76,15,0,0,0,0,17,16,0,0,0,0,13,100,0,0,0,8,110
UCL522033,98,0,0,11,0,108,57,0,0,0,0,61,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,27,4,0,0,0,0,3,13,0,0,0,0,19,201,0,0,14,0,215
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,32,0,0,0,0,32,3,0,0,0,0,3,0,0,0,0,3,3,36,0,0,0,3,43
UCL522035,40,0,0,0,0,40,17,0,0,0,0,20,0,0,0,0,0,4,8,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,3,24,3,0,0,0,0,3,36,5,0,4,3,42,3,0,0,0,0,6,13,0,0,0,0,11,104,5,0,5,3,119
UCL522036,46,0,0,0,0,46,24,0,0,0,0,24,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,6,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,23,0,0,0,0,28,4,0,0,0,0,4,10,0,0,0,0,5,104,0,0,4,0,107
UCL522037,48,0,0,0,0,51,21,0,0,0,0,21,0,0,0,0,0,0,9,0,0,0,0,10,8,0,0,0,0,8,11,0,0,0,0,11,7,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,37,0,0,0,0,0,0,9,0,0,0,0,15,125,3,0,0,0,126
UCL522038,62,0,0,0,0,58,52,0,0,0,0,55,0,0,0,0,0,0,5,9,0,0,0,11,0,3,0,0,0,4,24,0,0,0,0,24,11,0,0,0,0,16,0,0,0,0,0,0,51,13,0,0,0,62,15,0,0,0,0,15,12,0,6,0,0,8,183,13,9,6,5,204
UCL522039,26,3,0,8,0,37,10,0,0,0,0,14,3,0,0,0,0,3,14,4,0,0,0,15,11,0,0,0,0,13,13,3,0,0,0,16,11,9,0,0,0,21,0,0,0,0,0,0,45,18,0,0,0,66,22,0,0,0,0,23,19,9,3,7,0,35,125,27,4,11,3,173
UCL522040,52,0,0,0,0,56,34,0,0,0,0,37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,0,5,0,0,0,0,4,107,8,5,0,0,116
UCL522041,57,0,0,3,0,59,30,0,0,0,0,33,8,0,0,0,0,8,0,6,0,0,0,5,0,0,0,0,0,0,7,4,0,0,0,11,4,0,0,7,0,7,0,0,0,0,0,0,27,3,0,7,0,31,5,0,0,0,0,6,20,0,0,0,0,20,144,10,0,6,0,155
UCL522042,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,0,0,56,0,0,0,0,0,0,52,6,0,0,0,62,45,6,0,0,0,43,29,5,0,0,0,34,124,12,0,11,0,153
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,84,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,91,0,0,0,0,91,0,0,0,0,0,6,5,0,0,0,0,5,106,0,0,0,0,99
UCL522044,12,0,0,45,3,61,0,0,0,4,0,4,0,0,0,0,0,0,14,0,4,0,0,17,0,0,3,0,0,3,3,0,0,0,0,3,7,0,0,5,3,15,0,0,0,0,0,0,19,0,3,5,7,38,7,0,0,0,0,8,5,0,0,6,7,21,48,4,3,55,20,130
UCL522045,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,48,0,0,0,0,48,6,4,0,0,0,7,0,0,0,0,0,0,50,3,0,0,0,56
UCL522046,44,0,0,21,0,63,17,0,0,3,0,22,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,3,0,5,4,0,0,6,0,11,0,0,0,0,0,0,10,0,0,6,0,24,8,0,0,0,0,8,25,0,0,29,0,48,104,3,0,60,5,167
UCL522047,59,0,0,9,4,68,25,0,0,0,0,28,4,0,0,0,0,4,9,3,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,19,11,0,0,0,0,9,0,0,0,0,0,0,40,0,0,0,0,52,9,0,0,0,0,9,24,0,0,21,0,45,162,4,0,32,7,203
UCL522048,52,0,0,5,0,58,26,0,0,0,0,26,3,0,0,0,0,3,11,0,0,0,0,11,7,0,0,0,0,7,6,0,0,0,0,6,12,0,0,3,0,9,0,0,0,0,0,0,39,0,0,3,0,41,5,0,0,0,0,5,18,0,0,3,0,20,137,0,0,9,0,151
UCL522049,46,0,0,28,0,78,8,0,0,0,0,16,0,0,0,0,0,0,8,0,5,0,0,17,0,0,3,0,0,3,9,0,0,0,0,10,3,5,0,0,0,8,0,0,0,0,0,0,21,0,8,0,0,37,10,0,0,0,0,14,39,0,0,4,0,41,124,9,13,36,6,187
UCL522050,79,0,0,0,0,81,29,0,0,0,0,33,3,0,0,0,0,3,4,6,0,0,0,11,0,5,0,0,0,5,17,0,0,0,0,19,3,0,0,0,0,12,0,0,0,0,0,0,26,19,0,0,0,48,3,0,0,0,0,3,22,0,0,0,0,20,160,22,0,3,0,188
UCL522051,33,0,0,0,0,33,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,94,0,0,0,0,94
UCL522052,3,0,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,23,5,0,0,0,0,6,7,0,0,0,0,7,40,0,0,9,0,56
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,36,7,0,0,0,0,6,6,0,0,0,0,10,47,0,0,0,0,54
