UCL_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
UCL521010,0,0,5,0,0,0,0,3,0,13,0,0,4,0,0,0,5,4,0,20,0,0,14,4,0,0,3,4,0,27,0,5,8,0,0,0,5,3,0,29,0,0,13,0,0,0,7,10,0,36,0,0,3,0,0,0,16,0,0,22,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,53,4,0,0,39,25,8,150,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,3,0,0,0,12,0,4,3,4,4,0,3,7,0,22,0,4,3,4,3,4,0,0,0,18,4,7,0,9,6,3,0,4,0,43,0,3,0,14,7,0,0,6,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,11,30,22,17,11,24,0,135
UCL521011,0,0,3,3,0,0,4,4,0,12,0,0,0,0,0,0,0,4,0,12,0,0,13,0,0,4,3,4,0,26,4,6,17,0,0,0,8,3,0,47,4,5,8,0,0,0,13,0,0,37,4,3,4,0,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,58,9,3,3,32,22,0,154,0,0,0,0,0,7,0,7,0,10,0,0,0,0,3,0,0,0,0,5,0,4,0,0,6,3,0,0,0,21,7,8,0,10,17,0,0,8,0,46,5,3,3,9,15,5,0,0,0,36,0,3,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,9,27,43,14,7,17,0,143
UCL521012,0,0,0,0,0,5,0,0,0,9,0,0,5,0,0,0,0,0,0,5,0,0,14,5,0,0,0,3,0,24,0,3,14,0,0,0,0,4,0,27,12,0,4,3,0,0,7,4,0,30,4,4,0,5,0,0,10,0,0,23,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,33,9,0,5,24,20,3,127,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,11,5,0,0,0,22,3,4,0,0,0,4,0,0,0,17,0,11,0,4,3,0,0,0,0,29,9,4,0,5,9,3,0,5,0,35,0,0,0,0,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,7,20,24,14,3,9,0,114
UCL521013,0,0,3,0,0,3,0,11,0,19,0,0,7,0,0,0,0,5,0,16,0,6,17,7,0,0,7,0,0,34,4,6,14,3,0,3,7,4,0,33,5,3,13,6,7,0,3,4,3,47,5,0,13,0,3,0,12,8,5,48,0,0,3,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,72,19,16,9,31,32,6,216,0,0,4,3,0,4,0,4,0,21,0,0,0,0,3,0,0,0,0,9,4,4,9,6,10,3,6,0,0,39,3,8,4,9,14,0,0,0,0,43,3,9,0,13,12,12,0,0,0,56,0,10,0,12,3,6,0,3,0,38,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,14,45,46,29,7,11,0,212
UCL521014,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,13,7,7,20,3,0,0,22,5,0,54,0,4,21,0,0,0,20,0,0,47,3,7,12,3,5,0,21,0,4,52,6,6,9,0,4,0,28,3,5,61,4,0,0,0,0,0,8,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,62,4,8,5,108,17,4,256,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6,0,3,3,0,16,5,0,3,4,3,0,4,6,0,22,8,0,4,9,8,3,5,6,0,42,0,8,0,3,3,6,0,5,0,29,0,0,0,0,4,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,13,23,26,10,14,17,3,134
UCL521015,0,0,6,0,0,0,0,8,0,10,0,0,0,0,0,0,0,4,0,12,0,0,9,0,0,3,7,3,0,25,3,3,10,3,0,0,7,4,0,25,7,0,4,0,0,0,8,0,5,35,10,0,8,0,0,3,5,5,5,31,13,0,6,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,39,4,8,9,21,25,9,160,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,10,0,3,6,3,0,5,0,34,6,0,0,7,7,0,0,3,0,25,3,3,0,3,3,4,0,3,0,27,4,3,0,3,3,10,0,0,0,27,4,3,0,0,5,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,3,19,32,14,5,17,0,137
UCL521016,0,0,9,0,0,0,0,5,0,7,0,0,6,0,0,3,0,6,0,16,13,4,7,3,0,3,3,3,0,45,4,9,11,0,0,3,7,0,0,28,7,0,13,6,0,0,4,0,0,31,10,0,3,0,0,0,6,0,0,27,5,0,3,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,44,6,0,15,22,24,0,170,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,4,0,3,0,10,3,4,0,5,3,0,0,7,0,21,0,0,0,8,0,0,0,0,0,21,0,4,0,4,6,0,0,9,0,28,3,0,0,5,8,0,0,3,0,18,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,9,23,28,16,8,23,0,119
UCL521017,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,3,0,0,0,17,20,6,7,0,0,0,9,9,0,44,14,0,19,0,4,0,0,3,0,49,3,9,7,0,0,0,4,3,0,30,9,3,6,0,0,0,7,8,0,37,6,0,4,0,0,0,0,5,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,18,48,8,3,10,31,24,3,200,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,13,0,12,0,4,9,0,0,4,0,34,4,10,0,3,11,5,0,3,3,31,4,0,0,0,8,4,0,3,0,23,5,0,0,3,14,0,0,0,0,20,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,26,0,13,49,15,6,12,3,144
UCL521018,0,0,0,0,0,0,0,6,0,12,0,0,8,0,0,6,0,0,0,13,0,0,10,0,0,0,9,3,0,31,5,0,7,0,0,0,6,9,0,22,7,3,6,0,4,0,4,10,0,30,4,0,5,0,0,0,7,0,0,13,0,0,4,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,36,4,3,3,35,23,4,135,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,12,6,3,0,5,3,0,0,4,0,21,0,7,3,4,8,0,0,0,0,21,3,9,0,8,4,3,0,3,0,26,4,7,0,3,6,0,0,3,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,3,18,24,10,3,9,0,112
UCL521019,0,0,6,0,0,0,0,3,0,7,0,3,0,0,0,0,5,0,0,15,5,8,19,4,0,0,3,9,0,46,10,9,20,0,0,6,6,9,0,61,15,7,19,0,4,4,10,10,0,58,25,4,16,8,3,0,15,15,0,98,9,3,4,3,0,0,4,8,0,28,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,55,32,84,15,12,13,38,51,5,316,0,0,0,4,0,0,0,0,0,8,0,0,0,5,5,5,0,4,0,19,9,10,8,13,15,5,0,3,0,55,9,4,0,6,12,3,0,3,5,46,15,12,0,10,12,3,0,3,0,57,18,7,3,11,22,7,3,10,0,83,0,3,0,4,0,4,0,3,3,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,39,15,56,66,31,5,28,10,298
UCL521020,0,0,0,0,0,0,0,8,0,5,0,0,3,0,0,0,0,0,0,9,0,0,6,0,0,0,0,3,3,19,0,0,8,0,0,0,8,0,4,27,6,3,15,3,0,0,10,3,0,41,4,0,9,0,3,0,10,6,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,8,45,5,3,5,28,24,8,147,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,11,0,0,0,6,9,5,0,0,0,19,5,5,5,0,3,0,0,0,0,22,3,8,0,5,10,3,0,4,0,41,0,3,0,0,7,3,0,5,0,23,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,5,25,27,15,3,19,0,127
UCL521021,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,5,0,13,3,3,6,0,0,0,11,5,0,27,14,0,9,0,0,0,8,8,0,43,10,3,9,0,4,0,13,4,6,45,7,3,6,0,3,0,11,9,0,34,3,0,0,0,0,6,0,6,0,13,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,39,11,36,3,5,8,42,34,8,188,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,4,0,0,0,13,4,5,0,3,10,3,0,15,0,46,6,11,0,3,12,3,0,10,0,48,7,10,0,0,0,0,0,8,0,35,5,6,3,0,12,0,8,9,0,32,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,28,7,19,40,14,8,41,5,192
UCL521022,0,0,0,4,0,0,0,3,0,10,0,0,3,6,0,0,0,0,0,11,0,9,10,4,0,0,0,5,0,30,6,9,13,0,0,5,0,0,0,35,14,15,9,4,3,6,0,0,0,42,12,12,6,0,0,3,3,0,0,41,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,57,42,11,3,8,8,12,0,185,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,10,3,4,0,7,0,0,0,30,7,17,0,8,5,5,0,3,0,39,9,20,0,9,6,5,0,7,0,54,11,13,0,3,10,10,0,4,0,45,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,64,11,37,29,26,0,17,3,206
UCL521023,0,0,0,0,0,0,0,0,0,4,0,4,10,0,0,0,0,0,0,8,4,0,12,0,0,0,0,3,0,23,8,0,10,0,4,0,0,6,0,29,6,0,9,3,0,0,6,3,0,27,4,3,10,0,0,0,9,0,0,27,6,0,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,11,45,3,4,3,26,15,0,140,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,0,0,0,9,0,6,0,7,3,0,0,3,0,27,0,5,0,4,3,0,0,0,0,27,3,0,0,0,3,0,0,4,0,14,0,0,3,0,7,0,0,0,0,16,0,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,11,12,28,7,3,13,4,98
UCL521024,0,0,0,0,0,0,0,0,0,6,0,7,6,4,0,3,0,7,0,20,8,14,5,17,6,0,3,6,0,61,6,8,7,14,0,0,3,6,0,54,14,10,6,7,4,0,4,3,4,52,12,3,4,9,0,0,9,6,5,51,0,3,3,0,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,50,33,45,15,3,24,31,8,254,0,0,0,3,0,0,0,4,0,6,0,8,0,4,0,0,0,0,0,17,3,20,0,12,4,11,0,4,5,61,4,12,4,15,10,0,0,0,4,45,10,11,5,7,9,3,0,3,3,52,9,20,0,6,0,0,0,0,3,45,5,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,70,12,60,24,13,0,15,11,231
UCL521025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,21,6,0,0,14,0,0,51,9,9,12,3,0,0,4,4,0,43,6,10,11,0,3,0,9,4,0,46,0,6,20,3,0,6,12,0,4,44,0,5,3,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,67,10,3,0,43,14,11,210,0,0,0,4,0,0,0,0,0,6,0,3,0,4,0,0,0,3,0,15,0,9,7,3,10,3,5,0,0,40,7,10,0,8,8,0,0,0,0,32,5,3,0,0,5,0,3,4,0,31,5,4,5,7,4,0,6,5,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,10,25,28,15,11,16,5,158
UCL521026,0,0,8,0,0,0,0,4,0,11,0,4,7,0,0,0,0,0,0,13,0,4,9,4,0,0,0,0,0,19,6,4,11,0,0,0,7,0,0,31,4,4,16,8,0,0,17,0,6,55,4,0,13,4,0,0,10,5,0,41,3,0,0,0,0,0,7,5,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,21,55,9,3,4,45,18,6,181,0,0,0,3,6,8,0,3,0,18,0,0,4,5,0,0,0,0,0,14,0,6,3,3,6,0,0,6,0,25,4,15,0,9,4,3,0,8,0,36,16,9,3,9,17,0,6,6,0,64,8,3,0,5,5,0,0,0,0,28,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,13,35,36,12,7,14,0,187
UCL521027,0,0,0,0,0,6,4,0,4,11,0,0,3,0,0,0,8,0,0,17,0,9,20,0,0,0,33,3,3,72,3,9,13,0,0,0,26,5,0,53,4,3,19,0,0,0,24,4,0,58,3,6,10,0,5,0,15,0,0,37,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,27,68,5,3,9,115,15,7,259,0,0,0,3,0,4,0,5,0,17,0,0,3,0,0,0,3,0,0,12,0,9,0,6,3,0,0,4,0,25,0,0,0,4,4,0,8,8,0,22,0,3,5,0,5,5,6,5,0,29,4,4,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,11,16,27,8,16,17,0,125
UCL521028,0,0,5,0,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,8,0,3,12,3,0,0,4,9,0,33,6,0,6,4,0,0,0,10,0,26,6,0,6,0,0,0,4,4,0,25,8,0,10,4,0,0,13,8,0,44,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,11,42,6,0,4,29,33,0,156,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,9,0,6,0,4,5,0,0,0,0,23,0,5,3,8,4,5,0,6,0,23,3,0,3,12,8,0,0,11,0,39,0,4,6,15,0,4,0,8,0,36,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,9,37,18,17,4,29,3,144
UCL521029,0,0,0,0,0,0,0,8,0,13,0,0,4,0,0,3,0,6,0,17,3,0,15,3,0,5,5,10,0,42,3,0,7,0,0,3,5,18,0,37,8,0,8,0,0,0,11,9,0,33,4,0,14,0,0,0,15,12,0,55,9,0,3,0,0,0,9,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,56,8,6,7,44,61,4,224,0,0,0,6,0,0,0,0,3,3,0,0,0,0,5,0,0,9,0,10,3,8,0,7,5,0,0,0,0,29,8,7,7,9,0,0,0,5,0,32,0,3,3,4,0,3,3,4,0,31,5,11,4,4,14,3,0,8,0,42,5,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,10,32,24,6,12,28,6,172
UCL521030,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,5,10,0,16,0,0,9,3,0,0,4,19,0,39,3,8,0,0,0,0,4,3,0,18,10,3,10,0,0,0,0,10,0,29,11,4,5,0,0,3,4,3,0,34,3,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,12,31,4,0,9,24,49,8,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,11,8,0,4,3,4,0,0,46,0,64,5,3,0,4,4,0,0,4,4,29,7,0,0,0,5,0,0,3,0,24,6,8,0,5,4,3,0,10,0,33,0,0,0,0,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,18,0,12,19,7,0,76,9,166
UCL521031,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,7,0,20,8,13,23,5,3,7,20,10,3,89,12,5,17,0,0,0,20,5,0,56,12,0,18,3,0,0,18,7,0,59,5,11,18,3,0,0,13,9,0,59,3,0,7,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,83,18,9,6,81,36,4,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,8,12,3,0,5,0,41,4,3,0,4,6,3,0,3,0,28,0,3,0,3,4,0,4,0,0,22,8,9,0,0,3,0,0,0,0,25,4,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,23,7,25,27,7,3,18,0,133
UCL521032,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,7,6,4,0,5,0,3,0,26,0,6,5,0,0,0,0,0,0,15,3,0,4,7,3,0,3,3,0,24,6,5,5,6,7,0,6,3,0,40,3,5,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,24,19,13,12,16,10,0,126,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,7,0,14,3,0,5,3,0,4,0,34,0,5,0,3,5,0,0,4,0,14,3,5,0,3,3,4,0,0,0,19,3,6,0,5,0,0,0,6,0,25,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,3,15,18,7,4,10,9,102
UCL521033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,8,10,0,0,0,5,0,0,29,0,3,6,5,0,0,5,0,0,28,5,5,9,0,0,0,14,7,0,47,7,0,9,0,6,0,12,7,0,38,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,42,7,6,0,39,18,5,158,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,3,0,0,13,0,3,0,3,3,0,0,0,6,16,3,6,4,4,4,0,4,4,0,19,5,9,0,0,4,0,0,0,0,22,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,7,8,14,7,5,8,0,94
UCL521034,0,0,9,0,0,0,0,0,0,12,0,0,14,3,0,3,3,9,0,28,0,0,6,0,0,0,3,3,0,22,3,0,7,0,0,0,6,3,0,29,6,3,12,0,0,0,12,3,0,47,13,3,16,0,0,0,14,3,0,47,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,10,64,10,0,5,43,23,11,194,0,0,6,0,0,4,0,5,0,15,0,0,0,0,0,0,0,0,0,4,3,5,4,3,3,6,5,0,0,32,4,8,3,0,5,0,5,4,3,33,7,7,8,11,8,0,0,11,0,52,4,4,5,3,10,3,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,18,22,36,13,8,23,7,174
UCL521035,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,7,0,18,3,0,5,4,0,0,0,7,0,17,0,0,6,0,0,0,6,3,0,25,0,3,10,0,0,0,7,4,0,30,4,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,27,5,0,0,23,26,0,109,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,11,6,4,0,5,0,3,0,3,0,24,4,7,0,8,3,0,0,3,0,26,4,10,0,11,4,3,0,0,0,32,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,26,12,9,3,20,0,105
