UCL_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
UCL515006,43,177,127,1309,26,1686,0,16,15,713,17,761,45,5,3,3,0,56,34,11,4,19,0,69,49,14,9,23,0,86,460,157,111,976,28,1735,47,0,9,0,0,62,16,0,3,11,0,30,43,12,15,76,0,154,6,0,0,3,0,15,3,0,0,0,0,9,25,0,0,8,0,28,86,24,21,284,4,413,64,16,7,93,3,187,3,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,17,3,0,4,0,21,20,8,0,0,0,32,11,3,0,9,0,25,0,0,0,5,0,3,0,0,0,3,0,5,75,41,25,236,3,378,3,0,0,0,0,3,14,3,6,0,0,21,8,0,0,9,0,10,0,0,0,0,0,0,29,0,4,0,0,32,12,5,0,8,0,34,274,25,16,57,5,381,3,3,9,22,830,860,1160,308,219,2740,898,5333
UCL515007,26,110,111,591,5,832,0,0,0,16,0,20,14,0,0,3,0,20,0,4,3,8,0,16,19,10,6,18,0,49,258,101,99,436,5,903,5,0,4,4,0,9,19,3,6,0,0,26,26,6,8,46,0,77,4,0,3,4,0,11,0,0,0,0,0,0,9,5,0,5,0,15,53,14,16,132,0,212,20,5,4,38,0,64,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,9,0,0,0,15,7,10,7,4,0,27,3,0,0,6,0,12,0,0,0,3,0,3,3,0,0,0,0,3,47,16,25,111,3,192,3,0,0,0,0,5,6,3,0,0,0,19,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,20,69,15,16,15,0,119,5,0,0,15,178,198,454,175,169,999,187,1982
UCL515008,6,72,64,452,0,600,0,4,7,37,0,40,10,0,0,0,0,11,0,0,0,5,0,5,11,7,5,4,0,29,123,53,43,293,12,514,9,0,5,0,0,17,3,0,0,0,0,8,12,3,0,34,0,50,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,39,6,10,86,0,137,11,3,6,20,0,32,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,3,0,12,6,8,4,0,0,24,0,5,0,0,0,6,0,0,5,4,0,10,0,0,0,0,0,0,33,10,9,64,0,108,0,0,0,0,0,0,5,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,44,8,16,31,3,99,3,0,0,8,133,142,246,104,101,747,147,1353
UCL515009,21,121,98,737,19,993,0,3,0,37,0,39,9,0,0,3,0,14,11,5,0,10,0,26,40,10,4,13,0,65,486,126,113,656,18,1394,10,0,0,0,0,10,18,0,0,5,0,20,55,7,18,54,3,138,4,0,0,4,0,7,3,0,0,0,0,5,10,3,0,0,0,12,81,31,24,191,6,334,37,19,6,25,0,83,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,0,7,4,0,0,0,0,4,5,3,0,0,0,5,14,0,0,0,6,23,11,4,0,13,0,32,0,0,0,0,0,0,0,0,0,0,0,3,111,36,23,158,7,336,5,0,0,0,0,5,18,0,0,0,0,20,3,0,0,3,0,7,3,0,0,0,0,3,20,0,0,0,0,20,20,4,0,7,0,26,107,21,26,35,6,196,0,0,5,14,299,315,881,227,188,1338,337,2966
UCL515010,9,56,44,670,9,792,5,44,8,995,11,1068,24,4,4,13,0,40,0,0,0,0,0,7,7,0,8,6,0,22,178,63,43,524,6,811,26,4,0,4,0,32,3,0,0,10,0,10,22,12,4,52,0,89,5,0,0,4,0,6,0,0,0,0,0,0,31,3,0,0,0,29,42,21,10,188,0,263,10,4,3,26,0,45,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,3,0,0,31,20,5,4,0,0,31,0,0,0,6,0,11,0,0,0,4,0,4,0,0,0,0,0,0,60,13,16,155,0,242,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,127,14,9,51,4,211,0,4,0,21,896,926,519,147,95,1978,923,3659
UCL515011,12,142,96,750,16,1023,0,10,4,87,0,99,28,0,0,4,0,35,0,6,0,0,0,3,13,7,6,16,0,46,312,153,102,768,24,1360,12,0,5,0,0,14,4,0,0,0,0,6,25,15,9,52,0,98,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,50,35,16,166,8,272,52,21,14,81,4,167,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,13,13,5,11,7,0,39,5,4,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,77,35,23,171,6,315,0,0,0,4,0,4,0,5,0,0,0,7,0,0,0,4,0,4,0,0,0,0,0,0,18,0,4,0,0,16,9,4,0,8,0,25,83,7,10,39,0,139,4,4,0,9,121,140,616,265,173,1471,163,2687
UCL515012,7,86,79,753,3,930,0,13,0,134,0,148,13,0,0,3,0,16,6,0,0,10,0,22,9,6,0,24,0,43,178,100,60,589,0,932,7,0,3,0,0,20,9,4,0,0,0,20,24,6,4,56,0,88,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,44,20,9,118,0,195,7,5,0,59,0,79,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,14,0,0,0,0,0,5,9,3,3,3,0,21,0,8,9,4,0,15,9,0,0,6,0,14,0,0,0,0,0,6,0,0,0,0,0,0,67,18,14,113,0,210,0,0,0,0,0,0,16,0,0,4,0,26,4,4,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,4,4,0,12,0,23,44,10,8,38,0,101,0,0,0,22,71,94,382,177,115,1355,72,2099
UCL515013,36,230,168,1570,18,2023,0,0,6,86,0,88,19,3,3,10,0,38,8,6,4,26,0,41,62,14,4,22,3,100,604,202,155,1144,25,2121,35,0,5,0,0,37,25,0,4,4,0,31,93,14,12,101,6,227,8,10,0,15,0,38,8,0,0,3,0,11,9,3,0,4,0,24,124,28,16,293,0,470,87,22,18,101,0,239,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,4,3,0,6,0,10,17,4,0,0,0,22,37,12,4,8,0,55,37,5,5,9,0,61,11,0,0,3,0,9,0,0,0,0,0,0,128,40,40,323,0,541,0,0,0,0,0,3,20,0,0,0,0,21,22,3,0,8,0,32,3,0,0,0,0,3,0,0,0,0,0,0,22,4,0,11,0,38,178,28,25,61,5,306,11,3,6,33,257,308,1255,384,292,2736,313,4984
UCL515014,0,33,25,164,0,224,0,4,6,591,0,607,8,0,0,0,0,13,0,0,0,0,0,0,6,3,0,4,0,15,57,24,17,144,0,240,14,0,0,0,0,13,4,0,0,0,0,3,10,0,0,15,0,25,0,0,3,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,15,0,3,46,0,63,10,3,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,20,9,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,19,3,6,36,0,66,0,0,0,4,0,3,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,7,0,0,0,0,8,57,8,3,18,0,87,0,0,0,0,221,225,192,54,43,870,221,1379
UCL515015,30,110,69,635,4,850,0,5,4,98,0,104,78,0,0,0,0,77,4,0,0,6,0,9,24,5,3,7,0,40,236,95,70,580,13,1004,352,5,0,0,4,357,10,3,0,3,0,21,11,3,0,32,4,50,0,0,0,11,0,16,0,0,0,0,0,0,3,0,0,0,0,10,31,10,12,91,0,145,165,32,12,176,5,381,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,3,0,0,40,15,18,3,0,0,30,3,0,0,5,0,11,3,0,0,0,0,3,0,0,0,0,0,0,26,15,17,108,0,154,0,0,0,0,0,0,12,0,0,0,0,17,12,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,9,111,13,4,16,0,150,10,0,0,7,169,184,1017,200,122,1249,196,2781
UCL515016,7,87,41,528,15,677,0,3,0,50,0,54,3,0,0,6,0,4,0,0,0,3,0,5,5,3,3,8,0,23,157,71,34,448,14,728,7,0,3,0,0,8,0,0,0,3,0,7,9,9,3,36,0,53,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,10,5,99,3,144,6,7,4,27,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,0,11,14,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,55,15,5,110,0,185,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,8,49,7,8,21,0,86,0,3,0,8,129,142,312,134,63,961,151,1614
UCL515017,18,77,78,560,9,735,0,0,6,34,3,43,6,0,0,0,0,6,0,0,0,5,0,6,28,6,5,9,0,47,235,85,77,544,8,949,4,0,0,0,0,5,8,3,0,0,0,9,19,5,7,51,0,79,5,0,0,6,0,3,0,0,3,3,0,12,4,0,0,0,0,7,35,15,5,116,0,174,17,6,3,25,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,3,7,0,4,0,0,10,13,0,0,0,0,12,7,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,65,20,14,127,0,228,0,0,0,0,0,0,6,0,0,0,0,6,3,3,0,4,0,9,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,7,0,14,55,7,7,11,0,82,0,0,0,10,301,312,456,140,125,1080,315,2122
UCL515018,10,67,61,472,13,620,4,8,6,76,5,100,5,0,3,0,0,13,5,0,0,0,0,7,4,3,0,9,0,17,142,48,42,314,13,552,17,0,7,0,0,24,4,0,0,0,0,4,10,5,0,44,0,65,3,4,4,0,0,5,4,0,0,0,0,4,0,4,0,0,0,4,44,10,5,74,0,134,3,4,0,21,0,29,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,87,11,12,0,0,115,33,3,7,0,0,44,6,0,0,4,0,8,6,0,0,0,0,6,0,0,0,0,0,0,46,13,20,78,0,160,3,0,0,0,0,3,9,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,39,3,10,19,4,77,9,0,0,14,242,262,367,118,89,792,276,1648
UCL515019,23,144,101,872,22,1158,0,15,4,275,15,310,43,0,6,3,0,47,0,0,0,5,0,5,37,9,10,13,0,65,263,83,87,671,33,1140,41,0,6,4,0,46,8,0,0,3,0,13,20,4,15,78,0,121,0,0,6,4,0,4,6,0,0,0,0,6,17,0,3,0,3,20,40,17,3,119,3,186,32,15,6,54,0,113,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,19,13,0,8,103,12,16,5,0,0,34,11,0,3,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,39,15,9,142,3,215,7,0,0,0,0,7,31,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,8,0,24,495,30,28,133,19,715,23,6,3,32,359,425,1054,241,173,1751,450,3664
UCL515020,40,146,143,1198,47,1579,4,13,13,1112,71,1214,58,3,3,11,0,74,4,7,0,4,0,15,59,6,13,29,0,109,403,125,138,980,21,1669,58,0,10,0,0,66,30,0,5,9,0,45,78,9,10,129,0,221,0,0,0,3,0,4,4,0,0,0,0,8,46,0,0,4,0,54,116,32,23,347,5,522,55,16,15,66,0,148,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,6,0,13,12,0,4,3,0,22,27,6,11,8,0,48,21,3,3,9,0,32,8,0,0,4,0,9,10,0,0,0,0,10,113,30,26,238,0,410,6,0,0,3,0,9,18,0,0,0,0,25,7,0,0,0,0,11,4,0,0,0,0,10,10,0,0,0,0,10,28,0,4,8,0,40,231,23,36,122,9,418,20,3,0,24,796,851,1183,248,251,3076,908,5668
UCL515021,14,79,56,479,3,635,0,0,0,20,0,18,10,0,3,0,0,10,0,0,0,4,0,9,32,8,4,26,0,62,229,75,62,455,10,831,6,0,0,0,0,10,3,0,0,0,0,4,19,9,8,44,5,80,0,0,0,0,0,0,3,0,0,5,0,5,9,0,0,0,0,9,34,12,3,103,0,155,10,6,0,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,0,0,0,7,15,5,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,55,20,17,94,0,184,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,8,5,3,0,0,16,35,14,17,15,0,86,6,4,0,0,41,48,381,142,106,887,50,1559
UCL515022,50,188,141,1264,25,1661,0,19,6,165,0,189,13,0,0,0,0,13,15,7,0,11,0,29,16,14,8,24,0,63,316,207,131,1214,23,1898,31,0,5,4,0,41,6,4,0,4,0,15,31,14,0,72,0,127,14,0,0,9,0,21,0,0,0,0,0,0,35,0,0,0,0,41,55,21,20,215,0,316,71,21,7,158,0,264,5,0,0,0,0,5,6,0,0,0,0,6,50,9,0,24,0,90,0,3,0,0,0,3,3,0,8,0,0,8,23,4,11,7,0,42,16,0,0,10,0,23,0,0,0,3,0,0,0,0,0,0,0,0,76,38,23,290,3,433,0,0,0,0,0,0,0,5,4,0,0,14,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,7,0,28,139,25,20,59,9,241,16,3,6,22,174,227,820,360,222,2399,223,4027
UCL515023,21,88,73,806,17,1007,0,11,8,114,3,131,6,3,0,6,0,12,6,0,0,4,0,14,17,5,0,14,0,37,156,97,82,616,18,968,29,0,4,0,0,34,6,0,0,0,0,9,10,4,5,45,0,69,0,0,0,4,0,0,0,0,0,0,0,4,30,0,0,0,0,27,24,14,5,137,0,181,26,16,8,65,0,114,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,12,11,3,9,0,0,24,6,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,50,16,18,135,3,230,7,0,0,0,0,7,11,0,0,0,0,12,4,0,0,4,0,7,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,8,86,7,11,29,0,128,6,0,0,15,266,292,417,166,131,1412,303,2435
UCL515024,5,53,54,513,8,634,0,9,0,218,9,229,4,0,0,5,0,6,0,0,0,0,0,6,18,5,0,17,0,39,103,51,38,400,8,602,17,0,0,0,0,17,0,0,0,3,0,5,11,0,0,25,0,37,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,20,3,8,80,0,118,4,10,0,19,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,19,8,3,5,0,0,17,0,4,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,34,7,11,75,5,125,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,8,0,10,27,3,10,12,0,47,0,0,0,11,208,212,229,91,79,982,237,1613
UCL515025,14,68,65,540,8,688,0,6,0,76,3,87,12,0,0,3,0,19,0,0,0,3,0,3,21,7,0,11,0,38,187,69,63,455,20,795,29,0,0,0,0,31,4,0,0,3,0,8,20,4,9,20,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,12,113,0,165,6,3,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,5,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,16,19,108,9,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,11,3,0,5,0,15,132,11,10,10,0,159,5,0,5,3,219,236,427,117,99,942,258,1840
UCL515026,26,132,116,632,6,910,0,3,7,51,0,69,13,4,0,3,0,20,0,5,0,5,0,7,53,21,16,65,0,160,366,128,111,472,6,1088,12,0,0,0,0,12,4,0,0,0,0,8,13,8,6,38,0,68,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,56,11,18,107,0,192,12,4,3,45,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,16,4,3,0,0,29,23,18,7,4,0,51,4,0,4,9,0,13,0,0,0,0,0,5,5,0,0,0,0,5,59,15,21,76,0,180,3,0,0,0,0,3,13,6,3,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,106,18,14,21,0,160,6,0,0,3,85,99,643,211,186,1062,102,2205
UCL515027,40,126,116,1037,25,1347,0,15,0,211,9,237,23,0,0,0,0,30,0,0,0,0,0,3,28,7,3,40,0,77,271,137,123,887,39,1460,115,0,5,0,0,120,3,0,0,7,0,6,28,7,12,76,4,123,0,0,0,6,0,9,0,0,0,0,0,0,35,0,0,4,0,37,40,30,5,206,7,287,40,10,8,64,0,120,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,5,4,5,45,22,11,5,10,0,48,23,4,5,16,0,55,4,0,0,0,0,4,0,0,0,0,0,0,63,31,24,197,0,319,0,0,0,0,0,0,45,0,0,3,0,50,0,0,0,5,0,7,0,0,0,0,0,0,10,0,0,0,3,10,3,0,0,8,0,7,189,7,11,27,11,250,13,0,0,29,413,457,858,228,195,2003,486,3772
UCL515028,46,170,176,1077,11,1481,3,28,24,443,8,497,56,0,4,9,0,77,13,5,4,10,0,22,39,8,11,31,0,95,478,141,142,750,16,1526,130,3,15,8,0,154,16,3,0,12,0,30,36,18,3,89,0,149,7,5,3,11,0,26,5,8,0,0,0,11,43,4,0,0,3,52,123,30,22,198,0,375,30,10,6,53,3,100,4,0,0,0,0,4,4,0,0,0,0,4,3,4,0,0,3,12,0,0,0,8,0,3,162,10,13,7,4,196,58,18,14,12,0,100,10,0,0,6,0,19,5,0,0,0,0,5,16,0,0,0,0,18,151,36,35,216,0,440,14,0,0,0,0,13,34,8,3,0,0,50,20,0,0,5,0,22,6,0,0,0,0,6,3,0,0,0,0,5,29,3,0,13,0,51,399,45,50,81,0,574,20,0,6,16,583,622,1531,298,298,2098,622,4846
UCL515029,15,42,54,372,4,488,0,4,0,88,6,104,9,0,0,4,0,13,0,0,0,0,0,0,13,3,0,8,0,23,124,40,35,242,9,456,30,0,6,0,0,41,4,0,0,0,0,4,12,0,3,24,0,43,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,32,10,7,73,6,131,15,0,0,22,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,5,0,60,16,5,7,3,0,26,0,0,0,5,0,5,3,0,0,3,0,6,3,0,0,0,0,3,42,12,16,61,5,132,0,0,0,0,0,0,4,0,0,0,0,5,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,11,80,13,9,17,0,112,3,0,0,3,474,491,373,77,83,627,493,1653
UCL515030,40,175,155,1154,17,1539,0,8,9,128,6,149,10,0,0,0,0,11,8,0,0,8,0,12,38,9,7,24,0,78,460,167,145,934,33,1742,51,0,3,0,0,55,6,0,0,8,0,13,33,11,9,52,0,100,0,0,0,5,0,3,3,0,0,0,0,3,4,0,0,0,0,8,84,20,18,180,4,307,33,19,11,71,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,29,3,5,0,0,35,17,11,0,6,0,36,9,0,0,8,0,16,0,0,0,3,0,3,0,0,0,0,0,0,106,42,22,213,5,387,0,0,0,0,0,0,30,8,0,0,0,34,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,11,4,0,8,0,19,86,30,19,27,3,167,11,0,0,17,281,309,844,301,224,2009,334,3717
UCL515031,16,129,99,1003,27,1277,0,13,3,88,3,115,4,0,0,6,0,15,11,0,0,8,0,21,27,7,4,6,0,43,282,118,92,802,22,1320,7,0,0,0,0,7,8,0,0,0,0,15,27,5,8,74,0,119,3,0,0,8,0,12,0,0,0,0,0,0,3,0,0,0,0,7,42,19,15,200,4,276,19,14,0,47,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,29,0,4,0,0,31,16,14,9,0,0,36,12,6,0,9,0,31,0,0,0,0,0,0,0,0,0,0,0,4,70,18,15,148,9,257,5,0,0,0,0,5,5,3,0,0,0,6,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,5,0,18,61,13,7,38,0,113,0,0,0,7,319,327,534,220,149,1775,374,3057
UCL515032,9,84,75,508,9,683,0,0,0,32,0,38,0,0,0,0,0,5,0,0,0,0,0,9,26,13,3,13,0,59,236,58,67,273,16,647,4,0,0,0,0,4,0,3,0,0,0,4,12,12,0,32,0,58,0,0,0,0,0,0,4,0,0,0,0,7,7,0,0,4,0,12,29,18,3,53,3,107,10,4,5,26,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,9,13,41,3,111,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,6,20,43,12,3,9,0,68,8,0,0,9,62,74,360,123,110,745,86,1424
