UCL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
UCL515006,0,0,4,4,0,6,5,13,0,39,4,0,0,0,3,16,22,8,0,61,5,21,35,26,23,28,34,10,0,177,0,0,0,0,0,5,3,10,3,20,6,5,7,15,34,32,45,17,7,173,267,129,178,151,155,192,172,44,5,1296,96,64,70,57,51,63,37,28,8,470,386,231,299,272,306,417,425,194,40,2573,0,0,3,12,39,98,197,127,25,501,34,29,27,38,44,78,78,27,3,359,0,0,4,6,7,27,71,37,10,166,0,0,0,0,0,0,11,6,6,26,0,9,3,10,42,67,101,64,13,320,0,0,3,8,27,51,109,73,16,291,0,0,4,4,8,16,17,24,5,73,4,0,0,0,11,35,49,38,4,136,9,28,42,36,41,46,63,19,0,284,0,0,0,0,7,3,10,20,3,41,15,17,18,34,54,60,93,36,6,343,574,259,352,311,340,379,342,103,18,2681
UCL515007,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,0,0,0,3,0,18,22,30,17,12,4,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,10,6,0,0,60,228,32,66,161,93,60,38,4,0,677,33,8,6,34,17,12,3,0,0,121,281,65,103,238,148,108,61,19,10,1030,3,0,6,0,12,24,22,13,3,91,28,7,14,25,22,8,8,3,0,115,0,0,0,0,0,8,7,4,0,25,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9,10,7,3,4,37,0,0,0,0,0,12,10,15,10,48,3,0,0,0,0,0,3,0,8,12,0,0,0,0,0,4,0,0,0,12,4,18,26,33,18,13,6,0,0,133,0,0,0,0,0,4,0,0,3,13,9,4,7,24,20,14,11,3,0,89,458,75,114,290,198,104,65,12,0,1320
UCL515008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,13,14,8,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,4,4,0,9,10,9,5,0,0,37,138,29,52,75,72,42,13,0,0,416,20,10,10,10,18,11,4,6,0,91,168,49,79,114,116,75,30,13,0,647,0,0,0,3,13,19,16,10,0,60,18,10,14,21,12,12,5,0,0,85,0,0,0,0,0,10,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,3,0,25,0,0,0,0,5,3,3,0,0,12,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,4,0,0,6,4,3,20,19,10,7,0,3,0,65,0,0,0,0,3,0,0,0,0,3,6,7,0,16,17,13,6,4,0,70,292,68,100,155,150,100,26,9,0,900
UCL515009,0,0,0,0,0,0,4,0,3,14,0,0,0,0,0,9,13,10,4,40,9,28,21,31,34,37,27,15,6,192,0,0,0,0,0,3,5,3,4,14,6,3,6,18,24,33,31,12,5,140,183,101,64,100,106,94,93,43,11,792,28,18,14,26,34,16,25,12,3,172,233,148,119,184,213,218,240,151,64,1564,0,0,9,14,41,61,113,94,41,370,27,28,25,33,36,38,34,16,9,234,0,0,0,3,10,21,36,41,4,113,0,0,0,0,0,0,6,8,14,21,0,0,0,4,11,27,43,40,14,147,0,0,0,0,7,20,50,42,22,142,0,0,0,0,5,5,7,4,4,22,0,0,0,4,3,16,22,19,7,77,15,42,26,50,56,62,39,24,7,325,0,0,0,0,0,0,8,8,5,24,22,12,11,31,31,48,50,29,10,250,374,201,122,197,193,175,169,71,21,1528
UCL515010,0,0,0,6,6,8,3,0,0,23,0,0,0,0,3,3,6,6,0,17,6,13,23,13,18,23,8,0,0,94,0,0,0,0,3,5,3,3,0,11,11,0,8,14,23,29,19,7,4,101,201,105,169,100,97,115,74,15,3,872,118,66,95,68,66,61,42,17,0,529,334,194,305,219,236,282,218,64,19,1871,0,0,0,9,22,56,117,33,6,237,17,16,31,19,25,40,28,9,4,189,0,0,4,0,8,26,49,10,0,100,0,0,0,0,0,4,5,14,6,28,0,0,9,20,28,59,59,12,4,192,3,3,0,8,11,34,31,12,0,107,0,0,5,10,15,6,14,4,9,52,0,0,0,4,3,13,22,8,0,49,3,12,22,23,30,33,22,4,0,147,0,0,0,0,10,7,4,0,0,20,16,8,13,30,33,41,42,16,4,209,415,216,319,204,208,225,161,38,3,1783
UCL515011,0,0,0,0,0,0,0,12,0,11,0,0,0,0,3,6,4,8,9,33,0,23,24,37,29,32,12,9,6,173,0,0,0,0,0,3,0,0,5,13,8,8,5,19,15,30,15,21,11,124,214,81,93,96,79,80,70,26,6,740,18,9,10,15,8,12,19,10,5,102,246,124,136,166,152,188,191,129,56,1394,0,6,3,16,37,85,87,77,45,349,26,17,15,29,36,38,21,24,11,218,0,0,0,0,6,8,25,28,5,83,0,0,0,0,0,0,4,11,12,33,0,11,0,3,20,30,46,40,15,168,4,0,0,3,3,21,36,40,30,133,0,0,0,0,3,5,3,15,0,27,0,0,0,0,5,10,15,17,10,62,11,47,40,52,37,52,28,21,12,284,0,0,0,0,0,6,9,12,13,32,16,18,5,25,19,46,24,29,15,206,414,183,167,187,176,146,129,50,7,1460
UCL515012,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,14,4,17,32,22,22,4,5,0,0,108,0,0,0,0,4,0,0,0,0,6,9,6,12,11,29,10,13,4,0,94,216,85,132,85,82,48,23,9,0,678,21,12,11,8,12,3,10,0,4,82,266,127,194,147,160,88,79,21,7,1081,0,0,3,9,24,19,30,14,3,105,38,24,29,30,22,13,17,0,0,166,0,0,0,3,4,17,20,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,6,5,18,16,20,3,0,69,0,0,3,0,10,10,19,9,0,54,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,9,3,0,21,11,26,45,32,36,10,11,0,0,174,0,0,0,3,4,0,0,0,0,10,21,12,20,15,31,25,22,6,0,155,451,170,236,177,167,77,56,13,4,1347
UCL515013,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,7,16,4,0,29,5,25,44,30,23,21,21,5,0,174,0,0,0,0,0,0,8,3,3,17,7,8,21,19,21,35,38,11,0,157,282,146,309,221,174,199,174,37,0,1539,19,20,37,21,19,25,35,8,0,192,321,194,416,318,256,358,430,140,16,2452,5,0,9,20,31,106,209,103,12,491,26,18,46,46,36,52,63,32,0,323,0,0,3,6,12,34,88,44,6,191,0,0,0,0,0,0,8,7,6,16,0,0,3,10,15,26,95,36,9,196,0,0,3,0,6,41,93,60,5,207,0,0,0,0,0,0,14,9,0,30,0,0,0,0,5,17,36,18,0,69,4,35,53,49,36,47,50,13,0,290,0,0,0,0,0,3,27,8,7,45,23,13,21,28,42,62,74,26,0,293,571,296,571,453,369,400,343,98,4,3104
UCL515014,0,0,0,3,0,3,7,0,0,12,0,0,0,0,0,0,0,0,0,7,0,10,7,13,6,5,3,0,0,39,0,0,0,0,0,0,4,0,0,3,0,5,5,6,7,9,6,0,0,39,82,47,88,58,54,59,18,3,0,409,18,23,23,16,28,18,20,4,0,136,101,77,124,97,106,107,77,12,0,709,0,0,0,0,6,20,19,3,0,49,7,9,10,13,17,12,12,0,0,77,0,0,0,0,0,4,9,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,21,15,3,0,64,0,0,0,3,4,11,13,3,0,40,0,0,0,0,0,10,7,3,0,19,0,0,0,0,5,0,3,0,0,13,0,10,18,16,6,8,4,0,0,57,0,0,0,0,0,5,9,0,0,10,5,8,8,6,7,15,17,0,0,64,166,96,162,117,114,106,50,9,0,822
UCL515015,0,0,0,0,8,6,6,4,3,19,0,0,0,0,6,5,15,7,4,40,9,14,14,21,26,22,14,6,19,137,0,0,0,0,5,5,0,8,7,23,4,8,4,12,15,17,19,19,12,100,196,79,147,94,71,75,58,32,13,760,21,16,15,3,17,14,15,20,8,125,235,115,186,143,156,165,174,139,77,1392,0,0,3,20,38,54,91,80,40,331,30,27,19,33,29,31,31,25,3,241,0,0,0,0,9,16,30,39,6,103,0,0,0,0,0,4,7,13,20,40,0,0,4,12,26,36,61,49,21,213,0,0,0,4,12,22,37,42,31,148,0,0,0,0,6,3,13,5,5,41,0,0,0,0,13,11,21,29,4,80,8,18,26,32,51,30,24,23,18,238,0,0,0,0,5,5,6,18,8,48,8,12,9,19,27,27,35,33,21,183,404,174,303,210,172,144,105,63,18,1582
UCL515016,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,11,0,0,17,0,11,15,13,11,11,14,5,0,80,0,0,0,0,0,0,0,0,0,9,0,3,3,3,11,17,13,5,0,58,90,25,56,60,47,65,64,16,3,425,5,4,12,17,12,10,16,12,9,85,110,43,94,97,84,146,156,54,24,796,0,0,0,5,14,48,80,38,15,202,11,6,18,14,15,22,18,9,6,109,0,0,0,0,0,11,28,17,9,63,0,0,0,0,0,0,0,7,5,11,0,0,0,5,9,21,49,12,4,93,3,0,0,0,8,16,28,21,3,82,0,0,0,0,0,3,0,6,0,12,0,0,0,5,0,16,15,12,0,37,7,13,25,21,24,20,22,7,0,135,0,0,0,0,0,5,3,9,0,16,14,4,9,8,15,22,31,10,3,122,196,62,114,108,101,124,124,34,8,870
UCL515017,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,10,3,0,24,0,13,8,11,14,18,19,6,0,76,0,0,0,0,0,0,0,0,3,3,5,0,7,9,7,11,28,8,0,79,92,29,45,64,57,114,88,24,3,512,14,20,12,19,18,40,37,20,4,179,116,58,74,103,104,225,247,95,13,1032,0,0,3,8,13,46,113,56,11,249,11,13,14,11,9,28,36,7,0,137,0,0,0,0,9,17,43,27,3,101,0,0,0,0,0,0,6,4,4,10,0,0,0,5,3,26,46,27,5,118,0,0,0,0,6,12,61,27,6,114,0,0,0,0,0,5,3,5,3,18,0,0,0,0,0,9,20,11,0,46,6,15,16,23,30,33,31,8,0,150,0,0,0,0,0,4,9,7,6,21,3,4,8,7,11,29,46,20,5,124,171,73,88,121,132,218,187,46,3,1036
UCL515018,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,7,10,7,0,22,0,23,17,16,17,14,3,6,0,88,0,0,0,0,0,0,6,0,0,0,0,0,5,12,14,5,11,0,0,49,140,57,55,69,53,40,16,0,3,434,24,29,17,29,17,9,7,3,0,139,180,113,101,133,113,99,54,14,3,810,0,0,0,8,21,31,21,5,0,107,22,16,27,19,27,17,12,3,0,148,0,0,0,0,3,5,9,9,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,8,17,28,19,9,0,79,0,0,0,0,10,13,21,3,0,50,0,0,0,0,4,0,0,0,0,8,0,0,0,5,9,11,15,5,0,34,3,24,28,25,32,20,10,6,0,137,0,0,0,0,0,0,3,0,0,7,10,7,7,20,19,13,11,0,0,83,270,124,127,124,121,104,37,0,0,911
UCL515019,0,0,0,5,3,8,4,8,0,17,0,0,0,5,0,5,6,3,4,38,4,23,36,32,25,26,19,6,3,179,0,0,0,0,0,0,7,9,10,20,6,9,10,14,18,28,22,12,18,127,265,161,138,113,106,102,52,21,10,970,58,28,31,20,15,19,22,10,7,218,346,225,228,202,202,222,195,107,57,1784,3,0,3,16,43,80,100,81,34,360,28,34,40,35,33,32,30,7,5,254,0,0,4,0,9,21,33,24,6,96,0,0,0,0,0,0,4,13,16,31,0,0,3,21,27,61,65,38,10,232,0,0,3,0,11,29,40,30,18,135,0,0,0,0,8,5,8,12,6,38,4,0,0,5,7,14,13,4,6,61,4,30,57,46,36,52,35,18,9,285,0,0,0,0,0,0,11,16,10,42,17,13,17,17,34,49,41,21,19,238,532,333,329,261,240,210,122,49,16,2097
UCL515020,0,0,0,0,3,8,12,3,0,30,0,0,0,0,3,12,17,3,0,40,3,25,45,35,35,23,21,0,0,188,0,0,0,0,5,0,5,0,0,12,17,8,25,27,35,36,26,4,0,181,410,188,359,229,188,207,118,8,0,1704,114,65,94,70,72,58,34,13,12,531,548,295,546,401,380,428,285,54,12,2945,0,0,13,9,34,98,116,34,0,313,35,24,63,47,49,49,53,7,0,335,0,0,6,4,16,31,44,7,0,115,0,0,0,0,5,3,4,3,0,13,0,4,0,14,45,66,71,19,4,231,7,4,0,9,19,39,73,20,0,166,0,0,0,6,12,12,19,13,0,54,0,0,0,0,6,14,28,8,0,63,7,39,61,47,50,34,30,4,0,274,0,0,0,0,5,0,19,3,0,25,35,15,35,39,47,60,50,15,0,297,820,359,663,438,376,395,251,30,0,3333
UCL515021,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,4,0,0,22,6,18,12,17,13,21,7,3,0,97,0,0,0,0,0,0,0,0,4,5,3,4,3,3,8,18,15,4,9,63,111,33,42,52,61,63,49,20,3,420,3,6,3,9,7,4,4,0,0,47,126,59,61,91,105,131,113,69,15,765,0,0,3,6,17,42,60,34,8,174,21,19,12,17,18,15,23,3,0,124,0,0,0,0,9,11,21,13,7,63,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,20,23,17,6,68,0,0,0,0,7,8,25,20,5,63,0,0,0,0,0,3,0,0,0,10,0,0,0,0,4,6,11,11,5,41,6,23,18,29,25,28,15,5,0,160,0,0,0,0,0,0,7,3,4,14,11,12,3,11,21,29,28,7,3,130,223,108,87,108,114,124,75,41,5,885
UCL515022,0,0,0,0,4,0,5,3,4,15,0,0,0,3,5,6,20,8,3,47,14,51,49,58,43,44,31,13,8,304,0,0,0,0,9,0,0,12,5,23,10,17,19,20,24,41,35,19,13,191,278,124,145,118,124,115,77,28,9,1023,31,23,11,19,23,18,12,5,3,155,361,218,235,232,253,276,230,142,70,2015,0,7,12,16,52,109,140,89,30,457,66,49,46,36,44,55,45,29,6,378,0,0,3,3,12,27,26,37,8,121,0,0,0,0,0,5,9,19,23,58,0,3,5,8,26,74,70,51,3,244,0,3,0,6,13,27,56,56,14,174,0,0,0,0,5,6,5,8,3,36,0,3,0,3,8,15,35,22,5,98,12,80,84,80,74,80,38,22,17,486,0,0,0,0,5,4,16,19,5,45,23,24,32,36,41,74,58,36,29,349,593,292,307,262,260,229,134,69,21,2171
UCL515023,0,0,0,0,0,3,0,0,4,12,0,0,0,0,3,10,7,4,0,27,3,19,31,20,20,25,10,3,3,145,0,0,0,0,0,0,0,4,0,13,3,10,10,9,10,10,11,9,4,87,173,74,84,80,70,66,49,17,6,617,28,20,18,22,12,26,11,6,3,149,210,134,150,141,144,168,119,54,37,1168,0,0,10,9,40,55,65,38,26,238,23,34,26,32,39,31,19,9,8,224,0,0,0,0,5,9,24,11,3,57,0,0,0,0,0,0,6,9,6,20,0,5,6,11,21,46,32,20,4,147,0,0,3,8,14,23,31,16,12,94,0,0,0,0,5,9,6,7,5,24,0,0,0,4,4,17,18,8,5,61,3,44,44,30,37,41,20,10,3,228,0,0,0,0,5,5,5,4,0,24,17,16,14,19,26,21,24,17,7,159,342,168,206,164,163,141,103,30,11,1331
UCL515024,0,0,0,0,3,3,3,3,0,9,0,0,0,0,0,3,4,5,3,21,6,16,17,16,12,12,13,3,0,92,0,0,0,0,0,0,0,5,0,11,3,0,11,9,10,13,9,14,0,64,120,58,47,44,39,43,33,12,0,395,27,6,9,13,12,16,22,7,7,115,162,85,96,88,93,100,101,50,24,809,3,3,7,8,18,35,45,27,16,158,16,15,24,17,13,20,19,9,0,139,0,0,0,0,9,12,14,6,5,43,0,0,0,0,0,0,5,6,5,22,5,0,4,0,14,31,26,18,10,95,0,0,0,4,11,19,29,22,8,86,0,0,0,0,8,4,3,3,3,19,0,0,0,0,0,4,3,13,3,30,6,18,25,24,26,22,15,9,0,146,0,0,0,0,3,0,11,7,0,19,9,0,11,18,11,19,11,15,0,103,235,124,107,91,84,93,61,27,9,829
UCL515025,0,0,0,0,0,0,3,0,3,14,0,5,0,0,3,8,8,9,0,20,6,20,16,16,26,27,9,7,0,133,0,0,0,0,0,4,6,5,0,18,3,4,5,12,16,17,14,5,9,98,111,54,59,48,57,62,34,6,8,441,23,16,13,12,15,20,12,5,3,124,158,96,100,97,120,153,119,71,45,944,0,0,0,5,26,41,61,43,28,211,21,30,16,13,23,28,17,7,7,157,0,0,0,3,10,13,17,21,6,73,0,0,0,0,0,0,3,8,14,31,0,0,5,4,15,12,30,20,12,98,0,0,0,5,13,9,28,32,16,105,0,0,0,0,0,3,9,4,4,26,0,5,0,0,6,11,14,8,5,49,14,30,28,27,38,38,16,12,3,209,0,0,0,0,3,9,16,11,7,35,13,7,12,14,22,30,24,10,15,156,253,120,112,98,113,120,66,22,17,924
UCL515026,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,6,3,0,0,7,4,24,26,29,28,16,3,0,0,135,0,0,0,0,0,0,0,0,0,7,13,7,14,13,15,13,8,5,0,88,225,99,141,80,66,54,28,9,0,701,17,11,13,6,10,14,4,0,0,68,266,147,209,128,137,122,73,24,10,1117,0,0,8,7,29,27,41,16,10,133,29,22,38,20,18,13,20,0,0,166,0,0,3,6,6,15,13,6,0,55,0,0,0,0,0,0,0,4,0,6,4,0,6,5,17,25,24,10,6,100,5,0,0,3,6,12,22,8,6,58,0,0,0,0,0,3,4,0,3,15,0,0,0,3,0,9,11,5,3,36,8,35,37,49,35,31,11,3,0,218,0,0,0,0,0,0,4,4,0,11,23,19,24,24,29,23,15,3,0,151,460,202,279,147,133,110,49,16,6,1399
UCL515027,0,0,0,0,4,0,8,7,7,23,0,0,0,0,12,9,10,11,8,55,8,33,41,33,45,54,22,10,20,267,0,0,0,0,0,4,0,4,9,25,6,11,17,14,31,34,29,38,45,209,261,132,121,139,109,105,78,27,12,974,54,35,35,36,20,22,15,6,4,233,341,226,225,227,226,252,206,137,92,1944,0,0,9,9,47,83,100,86,64,396,22,36,52,34,39,43,40,30,12,305,0,0,3,3,11,23,29,24,19,107,0,0,0,0,0,0,3,22,28,63,0,3,5,12,33,50,58,36,20,220,0,0,0,6,18,34,52,58,47,209,0,0,0,0,5,6,8,14,5,33,4,0,0,3,18,17,22,24,11,89,14,55,58,47,67,65,40,21,29,398,0,0,0,0,0,8,11,9,19,47,17,25,23,20,48,51,42,60,58,343,502,301,266,247,235,220,148,52,19,1985
UCL515028,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,12,17,62,35,24,18,0,0,0,155,0,0,0,0,0,0,0,0,0,0,18,3,24,19,20,11,6,0,0,103,436,162,279,236,157,93,27,3,0,1393,78,32,71,51,38,26,4,0,0,310,556,237,467,375,264,171,53,6,0,2127,0,0,5,24,31,28,20,5,0,114,54,35,72,67,39,29,12,0,0,302,0,0,0,3,14,19,9,6,0,53,0,0,0,0,0,0,0,0,0,3,0,7,10,16,28,40,21,0,0,110,4,0,0,3,14,21,16,4,0,72,0,0,0,0,0,6,0,0,0,9,0,0,0,0,7,7,10,0,0,26,18,26,79,49,48,25,3,0,0,243,0,0,0,0,0,6,4,0,0,9,28,7,37,37,48,29,6,6,0,201,882,331,638,568,453,268,66,6,0,3222
UCL515029,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,13,9,5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,4,3,0,3,0,0,6,0,0,20,99,47,70,56,47,37,3,0,0,354,24,12,24,24,22,12,0,3,0,123,131,69,110,111,86,62,13,3,0,580,0,0,0,8,13,22,7,0,0,56,10,11,14,19,19,6,0,0,0,84,0,0,0,3,0,8,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,8,7,7,12,3,0,0,41,0,0,0,0,9,10,3,0,0,24,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,4,10,22,17,9,7,0,0,0,72,0,0,0,0,0,0,5,0,0,3,16,5,6,9,7,6,3,0,0,47,194,83,166,186,145,96,13,4,0,893
UCL515030,0,0,0,4,0,3,8,5,0,18,0,0,0,0,7,5,21,12,5,58,11,29,37,43,37,43,30,5,0,243,0,0,0,0,3,0,3,11,6,20,16,17,15,19,25,25,38,22,8,191,277,137,89,126,106,110,71,35,6,956,37,23,15,27,18,16,23,17,31,211,360,221,168,234,231,236,267,164,72,1956,0,4,3,13,47,90,167,118,28,470,41,32,31,46,40,46,44,42,9,332,0,0,0,15,18,27,48,49,14,168,0,0,0,0,0,0,4,7,11,25,3,3,0,14,20,41,76,58,13,230,0,0,0,5,11,33,67,63,21,197,0,0,0,4,0,9,15,11,5,50,0,0,0,6,9,21,34,29,14,117,27,51,56,71,62,71,56,26,3,418,0,0,0,0,8,10,13,17,9,55,46,29,33,31,50,49,63,39,13,347,522,280,195,234,211,214,127,60,16,1850
UCL515031,0,0,0,0,0,0,5,5,0,14,0,0,0,0,0,14,18,16,0,50,6,15,17,27,27,24,19,6,0,134,0,0,0,0,3,0,10,0,0,16,7,5,8,15,19,19,27,10,0,109,164,66,67,98,92,120,123,42,7,788,26,15,21,14,15,35,38,31,0,186,207,100,119,150,178,268,306,169,30,1536,0,3,0,11,26,100,132,89,22,378,25,15,15,16,32,43,45,23,5,215,0,0,3,0,9,24,47,40,5,126,0,0,0,0,0,0,5,13,6,17,0,0,0,8,19,57,67,51,0,207,0,0,0,5,3,26,56,49,15,155,0,0,0,0,5,3,12,18,0,37,0,0,0,0,4,23,36,33,11,98,10,22,25,36,40,52,36,16,0,231,0,0,0,0,3,9,11,8,4,37,14,13,17,23,25,37,55,16,8,199,331,155,141,193,195,217,224,71,17,1556
UCL515032,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,3,3,0,0,11,0,12,18,18,14,8,4,0,0,80,0,0,0,0,0,3,0,0,0,12,3,3,4,11,8,8,3,0,0,56,105,66,48,51,62,43,18,3,0,402,10,5,3,11,7,10,3,0,0,46,137,90,82,97,117,100,54,19,9,698,0,0,0,5,19,37,35,12,6,113,31,14,19,25,19,23,13,4,0,140,0,0,0,5,4,13,5,5,4,31,0,0,0,0,0,0,0,3,3,8,0,4,0,9,12,17,12,7,0,55,0,0,0,0,11,12,16,0,3,40,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,8,13,3,0,23,9,27,27,24,22,21,8,0,0,144,0,0,0,0,6,9,0,4,0,12,18,9,13,10,25,17,7,4,3,111,242,136,103,104,136,91,41,5,6,860
