UCL_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
UCL515012,0,0,0,0,76,76,0,0,0,0,43,43,59,0,0,0,86,151,74,7,5,0,38,126,89,6,15,0,24,136,61,3,14,0,4,89,54,3,9,3,7,72,17,0,3,8,0,26,4,0,0,3,0,4,0,0,0,0,3,3,356,19,60,15,284,725,0,0,0,0,85,85,3,0,0,0,38,45,88,3,0,0,99,194,90,3,10,0,42,147,96,7,20,0,31,160,59,6,11,0,6,88,45,4,13,13,4,79,17,0,0,11,0,21,0,0,0,4,0,7,0,0,0,0,0,0,400,30,56,30,308,818,0,0,0,0,162,162,3,0,0,0,83,85,149,5,7,0,184,346,166,8,21,4,82,272,186,13,34,5,55,289,123,11,26,3,13,178,95,5,18,12,9,143,30,0,4,14,0,46,3,0,0,10,0,15,0,0,0,0,0,0,754,47,112,47,589,1545
UCL515013,0,0,0,0,86,86,3,0,0,0,105,113,73,0,0,0,262,339,178,7,18,0,117,316,177,17,26,0,80,296,239,14,50,4,48,361,344,13,56,14,19,444,157,8,26,13,4,201,11,0,0,11,0,20,4,0,0,0,11,18,1185,57,169,47,724,2181,0,0,0,0,78,78,0,0,0,0,119,122,114,3,3,0,297,416,190,4,13,0,101,318,160,12,33,4,52,256,256,14,64,7,22,358,334,8,54,21,14,430,90,0,14,33,0,140,8,0,0,9,0,16,0,0,0,0,17,15,1162,39,180,77,696,2149,0,0,0,0,159,159,0,0,0,0,224,226,186,4,9,0,555,754,371,14,26,5,214,627,338,23,58,4,131,549,496,26,112,14,70,718,684,19,108,36,32,878,243,6,38,45,4,341,17,0,0,20,0,41,5,0,0,0,24,35,2348,87,350,130,1416,4330
UCL515014,0,0,0,0,22,22,6,0,0,0,48,48,26,5,4,0,81,112,22,0,3,0,58,88,42,0,5,0,40,93,48,3,13,0,37,104,60,3,11,0,7,82,11,0,0,3,3,20,0,0,0,0,0,0,0,0,3,0,0,3,210,11,39,5,302,566,0,0,0,0,23,23,10,0,0,0,53,56,21,3,0,0,96,124,23,4,0,0,65,97,39,6,12,5,46,106,35,12,23,4,48,107,46,8,3,11,7,77,12,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,5,5,185,24,37,20,340,609,0,0,0,0,40,40,7,0,0,0,99,106,52,4,5,0,180,236,47,4,4,0,126,184,78,6,17,9,87,202,86,12,30,5,84,216,110,7,17,6,15,154,25,0,0,3,5,35,0,0,0,0,0,3,0,0,3,0,5,4,398,38,74,28,641,1177
UCL515015,0,0,0,0,65,65,4,0,0,0,59,63,84,5,0,0,106,197,91,8,9,0,55,165,93,17,20,3,56,186,78,7,26,6,37,156,94,0,23,6,11,136,80,0,12,24,7,120,30,0,8,14,6,51,4,0,0,0,0,7,570,36,93,50,400,1151,0,0,0,0,67,67,9,0,0,0,43,47,91,7,0,0,88,186,90,8,8,0,34,143,90,8,18,6,34,156,94,7,27,10,21,165,90,3,38,40,9,174,63,0,11,58,4,139,18,0,4,56,0,77,0,0,0,0,6,3,532,35,107,170,310,1157,0,0,0,0,129,129,10,0,0,6,99,121,177,7,3,0,194,386,186,13,15,0,93,304,184,21,41,10,90,343,167,22,51,12,58,317,175,3,57,48,23,313,138,0,23,81,12,259,45,0,8,64,9,129,8,0,0,0,0,12,1099,79,203,222,712,2309
UCL515016,0,0,0,0,21,26,0,0,0,0,24,24,18,3,0,0,61,81,32,8,4,0,36,80,37,13,15,0,36,100,84,3,15,4,15,124,113,7,30,5,13,164,47,7,7,8,0,70,7,0,0,9,0,15,0,0,3,0,5,8,338,39,74,25,215,684,0,0,0,0,23,23,0,0,0,0,19,19,25,0,0,0,64,94,51,3,13,0,30,97,46,3,9,0,20,84,97,4,25,3,10,146,114,5,26,10,9,156,21,0,7,24,4,54,5,0,0,20,0,24,0,0,0,0,0,0,354,20,76,61,180,689,0,0,0,0,43,47,0,0,0,0,40,40,43,4,0,0,120,172,86,13,9,0,70,172,76,15,21,0,61,181,179,9,39,7,27,265,223,10,57,20,16,323,68,5,19,27,3,127,13,0,0,24,0,37,0,0,3,0,5,8,692,53,150,86,390,1377
UCL515017,0,0,0,0,37,37,0,0,0,0,26,32,13,0,0,0,52,72,47,3,6,0,46,94,59,10,10,0,50,127,133,10,31,0,39,210,202,0,39,13,6,271,88,5,5,10,0,113,15,0,0,3,0,20,3,0,0,0,0,7,563,29,92,34,262,987,0,0,0,0,21,21,0,0,0,0,34,36,26,4,3,0,45,74,56,0,3,0,39,103,60,7,12,3,18,104,153,6,40,4,23,225,178,6,30,22,11,247,69,0,3,17,0,95,7,0,0,4,0,13,4,0,0,0,5,3,558,18,101,48,197,926,0,0,0,0,58,58,7,0,0,0,63,64,35,5,3,0,102,148,101,3,5,0,84,196,118,16,25,3,69,232,288,11,69,6,66,436,385,14,77,36,16,518,163,5,9,25,0,202,22,0,0,9,0,38,3,0,0,0,7,13,1125,49,195,85,456,1907
UCL515018,0,0,0,0,51,51,0,0,0,0,39,39,31,7,0,0,81,118,49,0,8,0,52,105,69,10,25,0,27,136,60,5,26,8,24,123,40,0,7,3,6,60,13,0,0,3,6,25,0,0,3,0,0,5,0,0,0,0,0,0,261,23,69,19,282,652,0,0,0,0,52,52,0,0,0,0,59,63,29,0,0,0,68,101,67,11,4,0,53,133,62,13,12,0,32,113,70,0,14,5,3,99,28,3,12,8,0,54,4,0,0,9,0,14,0,0,0,4,0,3,0,0,0,0,0,0,264,24,48,29,269,637,0,0,0,0,97,97,0,0,0,0,103,103,66,7,0,5,150,219,113,11,12,0,101,233,125,26,38,3,57,243,136,6,41,17,29,225,65,4,25,17,3,113,19,0,0,10,6,34,0,0,3,4,0,11,0,0,0,0,0,0,524,48,118,48,549,1285
UCL515019,0,0,0,0,124,124,11,0,0,0,111,120,86,4,0,0,177,261,118,4,10,0,95,225,120,10,22,3,68,220,146,13,30,8,35,237,128,7,20,5,21,188,67,4,4,16,5,101,18,0,4,7,0,30,0,0,0,0,4,3,703,49,95,32,640,1515,0,0,0,0,113,117,12,0,0,0,99,108,94,4,5,0,127,228,109,4,12,8,60,202,114,11,25,9,44,202,142,18,26,9,26,222,117,4,32,28,7,195,57,0,9,39,3,107,13,0,4,44,0,57,0,0,0,0,0,0,659,55,112,143,474,1436,0,0,0,0,234,240,17,0,0,0,206,232,177,6,8,0,299,494,226,10,25,8,157,428,236,29,43,9,107,426,292,30,59,15,59,462,250,18,48,35,27,379,125,3,18,53,11,208,32,0,0,51,3,88,0,0,0,0,4,3,1361,100,209,177,1115,2953
UCL515020,0,0,0,0,115,115,3,0,0,0,133,142,89,6,3,0,340,446,135,9,20,0,143,307,168,18,36,0,115,340,234,18,44,8,63,353,255,8,55,21,31,368,44,5,9,4,10,74,0,0,0,10,0,12,8,0,0,0,15,21,935,63,165,44,959,2171,0,0,0,0,122,122,3,0,0,0,161,170,101,12,16,0,421,546,164,22,33,0,181,401,175,19,54,8,124,380,270,14,68,20,54,428,191,9,38,33,20,285,23,4,7,18,0,54,0,0,0,12,0,12,4,0,6,0,34,41,943,80,216,88,1111,2435,0,0,0,0,242,242,8,3,0,0,295,312,185,22,18,0,759,989,297,29,53,0,324,701,348,39,90,8,236,718,501,32,108,26,120,784,447,11,93,48,48,651,67,5,20,23,10,126,0,0,0,22,0,22,13,0,4,0,47,63,1879,140,384,139,2073,4604
UCL515021,0,0,0,0,73,73,0,0,0,0,30,29,21,0,0,0,35,53,52,0,4,0,20,81,58,6,15,0,28,108,78,3,18,0,22,120,85,4,19,4,8,119,45,0,0,5,0,52,9,0,0,5,0,13,0,0,0,0,0,0,354,21,55,9,211,658,0,0,0,0,42,42,5,0,0,0,23,25,27,0,0,0,32,61,57,5,0,0,16,91,69,4,20,6,12,105,80,3,18,8,17,131,77,5,17,12,0,113,39,0,7,15,0,69,3,0,0,7,0,15,0,0,0,0,0,0,361,20,64,52,139,639,0,0,0,0,110,110,3,0,0,0,51,57,57,0,0,0,61,118,111,15,7,0,35,167,130,16,28,6,40,214,158,10,38,8,39,249,158,6,36,16,8,227,86,0,11,18,0,121,19,0,0,16,0,30,0,0,0,0,0,0,713,40,123,67,349,1289
UCL515022,0,0,0,0,137,137,4,0,0,0,117,123,58,0,5,0,178,240,105,11,10,0,87,209,118,8,37,0,72,231,142,12,45,10,64,262,130,7,35,13,31,216,89,7,24,25,11,147,25,0,3,16,0,41,0,0,0,0,13,13,667,47,156,59,696,1619,0,0,0,0,118,118,5,0,0,0,95,98,77,0,7,0,148,235,119,31,18,0,68,232,131,29,32,3,57,253,150,17,61,17,40,276,120,12,48,34,12,230,60,3,13,63,4,142,13,0,5,47,0,70,0,0,0,0,3,3,671,92,180,161,542,1654,0,0,0,0,248,252,9,0,0,0,211,221,138,7,12,0,322,476,224,37,20,3,159,443,248,40,72,5,130,480,290,25,104,18,100,534,250,19,82,50,45,445,143,10,34,87,14,290,36,0,5,65,0,114,0,0,0,0,17,17,1342,138,333,221,1237,3276
UCL515023,0,0,0,0,63,63,0,0,0,0,97,96,57,0,0,0,120,176,64,6,4,0,65,139,86,10,29,0,50,170,101,8,27,4,16,166,86,9,35,7,15,154,37,7,5,7,8,60,12,0,4,9,0,20,0,0,0,0,0,0,440,45,110,20,432,1048,0,0,0,0,73,73,4,0,0,0,58,66,52,3,6,0,95,150,68,4,12,0,50,141,79,5,28,0,32,144,111,14,29,15,8,168,75,5,17,24,3,119,29,0,8,25,0,54,0,0,0,29,0,37,3,0,0,0,0,3,418,36,92,91,322,954,0,0,0,0,138,138,3,0,0,0,150,157,113,3,5,0,211,330,133,14,17,0,121,280,163,18,55,3,79,316,211,21,59,18,29,330,159,12,48,27,21,275,66,7,13,29,8,117,12,0,9,37,0,57,3,0,0,0,0,3,859,80,203,116,747,1999
UCL515024,0,0,0,0,49,51,0,0,0,0,51,53,14,6,0,0,82,100,28,5,6,0,42,73,36,13,3,0,37,85,78,11,17,0,28,130,64,0,23,8,9,97,36,0,5,4,3,51,9,0,0,4,0,12,28,0,0,0,24,51,291,35,59,13,315,707,0,0,0,0,35,35,0,0,0,0,48,49,21,4,8,0,64,96,43,3,5,0,37,88,47,0,7,3,36,93,68,7,15,5,10,100,60,0,17,18,4,101,20,3,6,21,0,50,4,0,0,23,0,24,0,0,0,0,0,0,256,24,61,66,236,639,0,0,0,0,86,89,0,0,0,0,98,98,36,5,8,0,151,194,73,8,9,3,75,162,79,21,8,3,70,181,146,19,28,5,41,236,121,4,39,27,7,199,53,5,18,18,3,100,7,0,0,29,0,43,28,0,0,0,24,51,548,57,112,83,549,1350
UCL515025,0,0,0,0,69,69,6,0,0,0,36,40,22,0,0,0,50,79,45,6,3,0,31,85,64,3,10,0,31,108,61,7,25,0,16,119,69,5,23,4,6,109,34,0,5,5,3,59,21,0,0,9,3,35,0,0,0,0,0,0,329,22,72,33,248,701,0,0,0,0,61,61,3,3,0,0,23,34,40,3,3,0,55,100,45,7,3,0,38,97,57,9,23,0,33,120,77,14,41,6,11,153,58,4,22,12,14,119,29,0,3,24,0,71,11,0,3,33,0,45,0,0,0,0,0,0,325,38,107,86,235,793,0,0,0,0,133,133,15,3,0,0,59,72,63,3,3,0,105,179,92,12,3,0,66,181,117,8,32,7,58,227,140,15,69,12,29,268,125,7,54,19,16,225,68,3,16,34,3,126,24,0,3,41,0,83,0,0,0,0,0,0,653,57,181,115,481,1492
UCL515026,0,0,0,0,56,55,7,0,0,0,74,77,78,0,9,0,102,186,65,15,6,0,40,124,67,10,19,0,24,119,89,3,13,0,14,118,52,7,11,6,5,88,23,0,0,0,0,27,7,0,0,3,0,11,0,0,0,0,0,0,391,34,58,12,314,804,0,0,0,0,74,74,12,0,0,0,61,73,97,10,4,0,101,209,74,12,10,0,27,128,80,8,23,0,21,137,80,6,22,9,0,122,45,4,10,10,6,73,16,0,3,7,0,24,4,0,0,3,0,10,0,0,0,0,0,0,419,50,73,26,289,853,0,0,0,0,127,130,18,0,0,0,135,153,170,14,11,0,203,398,146,27,21,0,64,251,152,18,37,0,45,261,166,9,37,9,15,236,101,8,23,15,10,150,38,0,3,10,0,52,16,0,0,3,0,23,0,0,0,0,0,0,808,79,127,38,602,1657
UCL515027,0,0,0,0,123,123,7,0,0,0,117,121,59,0,0,0,172,234,87,10,0,0,83,184,117,11,34,0,81,240,129,11,45,9,33,225,128,9,25,16,29,217,55,3,16,20,13,109,30,0,0,16,6,51,4,0,0,0,6,9,613,54,118,64,659,1514,0,3,0,0,111,117,4,0,0,0,107,108,74,12,3,0,143,225,116,13,18,4,83,227,101,21,34,4,62,226,131,13,59,18,32,252,115,14,26,39,6,206,42,0,26,70,3,137,13,0,5,78,0,92,0,0,0,0,0,0,595,77,165,210,553,1595,0,3,0,0,237,242,8,0,0,0,226,231,133,9,3,0,312,463,208,28,18,0,165,411,217,33,64,9,137,462,264,21,95,27,67,479,248,24,51,55,42,421,95,8,32,87,13,241,42,0,6,87,5,144,0,0,0,0,6,8,1211,130,283,274,1217,3110
UCL515028,0,0,0,0,104,104,4,0,0,0,119,121,158,9,9,0,333,513,290,19,36,0,138,485,298,41,66,6,76,485,191,22,57,4,37,313,56,0,27,6,4,96,8,0,4,5,0,14,0,0,0,0,0,0,11,0,0,3,6,16,1021,96,193,18,820,2148,0,0,0,0,93,93,9,0,0,0,130,140,160,3,6,0,290,467,229,16,31,0,102,375,167,20,33,4,39,264,93,10,40,0,26,171,35,0,3,14,3,53,3,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,3,11,695,55,122,25,696,1590,0,0,0,0,200,200,12,5,0,0,246,267,318,15,21,0,628,977,519,37,63,0,237,863,463,63,97,3,119,747,287,26,95,4,68,488,88,0,28,21,10,150,9,0,6,7,0,23,0,0,0,0,0,0,9,0,0,3,8,28,1715,153,312,44,1514,3738
UCL515029,0,0,0,0,31,31,0,0,0,0,51,51,50,4,5,0,126,185,133,21,17,0,76,247,122,8,43,3,48,225,105,6,21,5,19,155,17,0,3,0,3,29,3,0,0,0,4,8,3,0,0,0,0,3,0,0,3,0,4,6,439,38,89,7,363,935,0,0,0,0,24,24,4,0,0,0,38,38,44,5,12,0,58,110,72,6,4,0,28,111,37,6,13,0,27,86,40,0,17,0,5,62,8,0,5,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,205,21,43,5,182,449,0,0,0,0,59,59,4,0,0,0,89,91,94,4,14,0,177,293,202,26,21,0,109,360,159,17,50,5,70,307,141,3,35,4,28,216,24,0,9,0,3,40,11,0,0,0,4,15,3,0,0,0,0,3,0,0,3,0,4,6,637,56,131,14,544,1380
UCL515030,0,0,0,0,117,117,7,0,0,0,82,86,51,5,4,0,109,160,76,6,13,0,77,183,116,11,23,0,44,199,131,9,37,0,35,219,139,16,42,4,21,223,105,0,21,21,6,154,32,0,9,18,0,60,0,0,0,0,0,0,658,47,157,48,496,1404,0,0,0,0,149,149,3,0,0,0,69,71,68,9,0,0,87,168,106,22,27,4,77,234,119,20,50,7,33,231,142,17,52,3,25,236,156,18,47,42,4,267,72,7,19,66,3,164,18,0,6,42,0,72,0,0,0,0,0,0,683,87,205,182,442,1601,0,0,0,0,269,269,11,0,0,0,149,157,118,8,6,0,198,330,184,35,40,4,154,422,234,29,84,7,77,434,275,29,88,12,59,458,297,30,90,52,27,487,174,3,39,85,9,315,47,0,17,67,0,133,0,0,0,0,0,0,1343,134,363,230,939,3003
UCL515031,0,0,0,0,80,80,0,0,0,0,38,38,41,0,0,0,73,122,79,12,10,0,56,150,93,4,16,0,54,169,144,5,33,3,53,241,205,14,47,17,15,306,119,10,20,9,4,159,23,0,3,11,0,37,0,0,0,0,0,0,708,53,134,43,383,1303,0,0,0,0,50,50,0,0,0,0,47,46,31,7,5,0,77,119,81,11,8,0,51,150,105,9,19,4,39,178,169,13,42,9,29,268,187,14,54,43,5,306,93,3,21,54,6,169,8,0,0,27,0,30,0,0,0,0,0,0,671,53,157,133,303,1321,0,0,0,0,131,131,0,0,0,0,86,91,73,11,5,0,154,238,162,22,18,0,109,305,196,16,39,8,91,347,311,19,77,13,85,509,394,32,105,53,22,611,206,6,41,67,12,331,30,0,4,37,0,72,0,0,0,0,4,4,1377,102,289,174,682,2630
UCL515032,0,0,0,0,59,59,4,0,0,0,38,42,33,0,0,0,41,75,51,3,4,0,17,72,82,4,14,0,19,121,61,0,12,0,11,90,41,0,9,3,7,58,15,0,0,3,0,17,5,0,0,0,0,6,0,0,0,0,0,0,284,12,42,13,190,540,0,0,0,0,55,55,6,0,0,0,31,39,35,0,0,0,46,82,75,6,4,0,13,97,84,5,11,3,10,117,76,4,10,9,5,100,34,3,9,4,0,54,9,0,0,9,0,19,4,0,0,0,0,9,0,0,0,0,0,0,318,19,40,27,162,567,0,0,0,0,111,111,7,0,0,0,68,77,70,5,0,0,80,153,126,9,11,0,31,171,165,13,22,0,32,234,137,9,22,9,19,192,76,0,16,13,0,113,18,0,0,11,0,36,6,0,4,4,0,16,0,0,0,0,0,0,606,34,82,39,347,1104
UCL515033,0,0,0,0,74,74,0,0,0,0,59,58,108,9,6,0,128,253,223,18,14,0,118,365,184,14,13,0,50,262,126,7,43,0,27,198,31,6,4,0,4,48,8,0,6,3,0,13,0,0,0,0,0,0,0,3,0,0,3,13,676,52,89,8,460,1279,0,0,0,0,61,61,4,0,0,0,53,58,125,6,9,0,125,256,177,9,14,0,71,274,120,6,18,0,29,173,59,11,28,3,11,111,27,0,12,13,3,61,6,0,0,13,5,18,0,0,0,0,0,0,6,0,0,0,0,6,522,31,85,23,357,1009,0,0,0,0,132,132,7,0,0,0,111,117,229,12,9,0,249,507,401,22,27,0,182,637,304,18,34,0,81,441,177,11,73,5,34,305,58,9,17,6,8,105,8,0,5,14,5,32,0,0,0,0,0,0,8,3,0,0,3,17,1199,80,171,32,813,2291
UCL515034,0,0,0,0,73,73,0,0,0,0,61,61,41,5,3,0,105,148,57,9,7,0,67,139,80,19,23,5,60,183,88,13,39,0,30,170,79,14,27,10,10,147,53,0,11,14,5,76,9,0,0,3,0,16,0,0,0,0,0,6,417,67,99,28,418,1024,0,0,0,0,62,62,5,0,0,0,55,56,59,9,7,0,94,163,97,7,9,0,64,178,94,12,20,5,42,175,92,5,42,3,13,168,76,13,29,17,5,144,37,0,10,21,0,72,4,0,0,10,0,15,0,0,0,0,0,0,466,46,121,62,341,1039,0,0,0,0,133,133,5,0,0,0,116,117,99,15,10,0,198,316,156,15,14,0,131,319,176,31,44,6,103,365,180,26,84,5,46,336,158,25,53,25,18,289,96,3,18,32,5,152,15,0,4,14,0,32,0,0,0,0,0,6,881,113,229,94,756,2066
UCL515035,0,0,0,0,24,24,0,0,0,0,25,28,15,0,0,0,52,64,33,3,5,0,30,67,23,0,6,0,27,55,57,6,17,4,16,101,57,4,14,0,14,96,41,4,11,6,8,69,6,0,0,9,0,16,0,0,0,0,0,0,227,22,54,18,188,515,0,0,0,0,27,27,0,0,0,0,24,26,23,0,0,0,40,63,25,5,8,0,18,56,26,0,14,3,25,66,52,6,29,3,14,105,57,3,21,19,0,105,21,0,10,30,0,58,5,0,0,20,0,24,0,0,0,0,0,0,217,15,80,80,150,543,0,0,0,0,55,55,0,0,0,4,46,47,37,0,0,0,87,130,68,4,9,0,42,125,48,9,16,3,54,125,114,12,53,9,32,209,118,6,33,25,12,196,58,4,19,36,8,126,5,0,0,24,3,41,3,0,0,0,0,3,448,39,134,102,339,1056
UCL515036,0,0,0,0,55,55,3,0,0,0,48,55,21,0,0,0,81,97,50,4,5,0,41,104,61,13,14,0,28,124,96,8,29,4,19,157,100,4,37,5,6,151,60,4,13,13,0,85,23,0,0,17,0,38,0,0,0,0,0,0,413,34,105,32,292,871,0,0,0,0,55,55,0,0,0,0,37,41,33,3,5,0,68,118,69,7,11,0,39,127,89,11,20,3,31,157,101,9,28,11,13,161,91,5,26,27,3,156,47,0,9,42,0,97,9,0,4,31,0,44,0,0,0,0,0,0,449,43,108,116,255,966,0,0,0,0,115,115,4,0,0,0,85,95,58,0,5,0,151,218,118,12,18,0,83,233,155,27,31,4,58,281,199,17,59,13,30,323,189,11,61,30,10,306,109,3,22,53,6,186,31,0,8,43,0,85,3,0,0,0,0,0,859,77,208,145,545,1843
UCL515037,0,0,0,0,74,74,0,0,0,0,69,69,67,6,3,0,237,312,185,12,15,3,116,326,127,13,21,0,59,222,123,13,37,0,20,195,27,3,8,3,7,48,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,5,532,51,90,4,584,1258,0,0,0,0,42,42,0,0,0,0,57,61,62,0,3,0,108,172,120,0,12,4,47,180,73,9,8,0,20,107,38,0,8,0,11,60,8,0,4,0,0,16,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,306,6,36,8,287,646,0,0,0,0,115,115,0,0,0,0,127,129,133,6,5,0,339,484,298,14,29,8,162,509,201,19,27,0,85,331,160,14,48,0,30,253,32,3,11,4,8,65,3,0,0,4,4,14,0,0,0,0,0,0,6,0,0,0,3,6,837,56,124,17,869,1903
UCL515038,0,0,0,0,56,56,4,0,0,0,30,30,29,4,0,0,70,100,54,0,5,0,36,97,64,4,21,0,43,135,103,14,35,5,33,188,140,10,52,3,19,227,82,6,39,11,8,140,23,0,3,14,5,46,0,0,0,0,0,0,494,43,155,33,296,1014,0,0,0,0,37,37,5,0,0,0,24,29,29,0,0,0,47,85,59,3,8,0,46,117,75,13,22,7,22,135,103,16,53,8,16,199,148,15,49,20,16,246,60,3,28,58,0,151,15,0,3,28,0,52,0,0,0,0,0,0,494,45,165,122,211,1040,0,0,0,0,90,90,4,0,0,0,55,59,59,5,0,0,115,182,110,11,11,0,80,219,142,10,43,7,65,267,206,30,87,18,48,390,292,23,105,25,32,474,141,6,62,69,11,287,38,0,11,45,5,93,0,0,0,0,0,0,990,88,325,162,506,2062
UCL521001,0,0,0,0,25,25,0,0,0,0,9,9,3,0,0,0,7,19,15,0,0,0,9,24,26,5,3,0,4,43,25,0,9,0,3,43,22,4,3,0,0,27,5,0,0,4,0,8,0,0,0,0,0,3,0,0,0,0,0,0,100,12,24,4,65,203,0,0,0,0,18,18,0,0,0,0,10,10,4,6,0,0,6,15,20,0,3,0,12,36,27,0,5,0,6,44,38,0,6,0,0,49,20,0,0,0,0,21,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,105,10,20,7,57,202,0,0,0,0,48,48,0,0,0,0,18,25,13,6,0,0,22,31,37,0,4,0,21,65,47,5,14,0,12,87,60,4,19,3,3,90,40,4,0,0,0,53,3,0,4,9,0,19,0,0,0,0,0,3,0,0,0,0,0,0,206,18,45,15,126,408
