UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL521006,4,3,16,31,30,58,5,9,8,5,5,9,45,37,82,20,29,42,3,11,11,0,8,8,24,44,61,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,11,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,9,4,11,12,0,0,0,0,0,0,3,0,6,0,4,5,21,24,45,0,0,4,101,130,227
UCL521007,4,7,6,8,8,17,4,0,7,0,0,0,13,14,26,8,10,15,4,5,6,0,0,0,7,15,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,31,28,62,0,0,0,59,74,134
UCL521008,11,5,13,16,21,39,0,0,0,0,0,0,16,21,39,8,6,12,0,0,0,0,0,0,8,8,13,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,38,30,68,0,0,0,71,71,138
UCL521009,5,0,5,15,23,35,0,0,0,6,0,6,23,23,38,19,18,36,0,0,0,0,0,0,19,18,36,0,0,0,0,0,0,3,3,5,0,4,4,0,0,0,4,9,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,9,6,14,17,0,0,0,0,0,0,0,0,0,0,0,6,57,32,94,0,0,0,112,87,192
UCL521010,9,7,10,16,21,40,10,5,10,3,5,6,29,27,61,14,5,27,0,0,6,5,3,4,21,15,33,5,0,3,0,3,0,0,0,0,4,4,3,0,0,0,6,5,16,0,0,0,0,5,8,0,0,0,0,3,3,0,0,0,3,3,9,10,8,18,0,0,0,0,0,0,0,0,0,3,0,4,36,29,59,0,0,0,101,89,194
UCL521011,4,0,3,25,21,45,9,15,27,5,14,21,44,43,89,8,12,20,0,8,11,5,7,8,16,26,45,3,0,3,0,4,4,4,0,4,0,4,9,0,0,0,7,9,14,0,0,5,0,0,3,0,0,0,0,8,8,0,0,0,4,9,7,6,11,23,0,0,0,0,5,3,0,0,0,0,5,3,5,4,13,0,0,0,79,97,177
UCL521012,8,0,6,12,14,22,0,6,7,3,3,3,14,19,32,0,4,6,8,9,16,0,8,12,12,22,33,0,0,3,0,6,5,0,0,0,0,0,4,0,0,0,5,8,14,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6,8,9,14,18,0,0,0,0,3,4,0,0,0,3,3,9,9,10,17,0,0,0,46,69,116
UCL521013,11,4,15,22,19,46,0,0,0,5,6,11,28,29,57,45,28,74,0,0,0,6,17,23,50,37,94,0,0,3,0,0,3,4,0,8,5,7,12,0,0,0,10,17,21,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,12,10,12,24,38,0,3,3,0,0,4,0,0,0,0,9,5,29,20,43,0,0,0,128,124,250
UCL521014,0,4,6,20,15,29,0,6,3,0,3,9,23,24,40,11,7,13,4,4,7,3,0,4,14,9,24,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,9,0,0,0,0,6,6,0,0,0,0,6,7,147,82,226,0,0,0,182,139,321
UCL521015,9,10,16,15,22,36,0,0,0,0,0,0,15,22,36,7,8,15,0,0,0,0,0,0,5,9,18,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,6,3,15,19,0,0,0,0,4,4,0,0,0,0,4,4,19,26,45,0,0,0,51,76,127
UCL521016,6,7,14,20,16,36,0,0,0,3,4,8,22,20,42,19,21,37,0,5,5,5,5,7,27,24,52,0,3,7,0,3,3,6,4,5,5,6,7,0,0,0,8,16,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,12,14,25,0,0,0,0,0,0,0,0,0,0,0,0,23,24,42,0,0,0,80,90,175
UCL521017,8,13,15,30,21,49,0,0,0,3,3,3,31,21,57,13,13,27,0,0,0,3,8,15,11,18,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,6,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,3,3,10,6,7,16,0,0,0,0,0,0,0,0,0,0,0,0,65,50,110,0,0,0,125,113,238
UCL521018,8,3,12,10,19,33,13,5,18,0,0,0,29,20,47,18,8,24,6,4,11,0,0,0,18,16,39,0,5,0,0,0,0,0,0,0,5,4,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,4,12,18,0,0,4,0,0,0,0,0,0,0,0,4,5,10,19,0,0,0,63,68,129
UCL521019,10,8,17,40,23,59,0,0,0,0,0,0,35,27,64,4,15,23,0,0,0,0,0,0,9,15,24,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,3,6,16,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,12,14,3,20,22,0,0,0,7,6,7,0,0,0,5,6,3,216,225,440,7,4,6,288,297,580
UCL521020,6,3,5,10,20,28,0,0,0,10,7,15,24,29,48,10,6,10,10,4,17,11,9,15,23,14,44,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,6,11,0,4,4,0,0,0,0,0,0,0,6,6,0,0,0,0,13,13,9,16,23,0,0,3,0,0,0,0,0,4,4,8,4,14,12,25,0,0,0,72,75,143
UCL521021,13,8,22,43,35,74,5,6,16,4,3,10,60,42,95,18,13,31,0,6,7,15,10,23,30,30,59,0,0,0,0,0,0,0,4,5,3,3,6,0,0,0,3,7,14,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,8,11,4,15,26,0,0,0,6,0,3,0,0,0,6,0,5,24,22,51,0,0,0,128,125,261
UCL521022,4,3,5,9,17,27,6,4,5,9,10,21,24,29,53,26,20,48,7,0,7,0,4,14,34,28,63,0,0,0,0,0,6,0,0,0,5,9,8,0,0,0,3,9,14,0,4,5,6,0,4,0,0,0,3,7,9,0,0,0,4,11,14,9,19,26,0,0,0,6,0,3,0,0,0,6,0,7,46,44,86,4,0,7,121,129,251
UCL521023,0,8,8,24,19,46,0,0,0,7,6,11,31,25,56,12,11,16,0,0,0,10,6,13,17,14,34,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,6,5,7,0,0,0,0,3,6,0,0,3,0,0,0,0,0,0,0,4,10,8,6,14,4,0,4,0,0,0,0,0,0,4,0,4,23,22,43,0,0,0,80,77,159
UCL521024,12,11,19,58,56,118,26,27,53,0,0,0,84,82,168,30,41,72,7,3,9,0,3,4,39,48,83,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,12,0,0,0,0,5,5,0,0,0,6,5,13,0,0,0,6,10,13,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,192,151,342,3,4,3,335,307,642
UCL521025,14,10,24,34,26,59,0,0,0,0,0,0,34,26,59,10,12,18,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,8,6,11,8,12,23,0,0,0,0,0,6,0,0,0,4,0,5,32,30,58,0,0,0,102,85,192
UCL521026,8,5,9,27,15,41,4,7,16,10,16,26,42,39,84,16,14,28,8,0,6,8,6,21,34,20,51,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,7,14,3,10,12,3,7,6,0,4,4,0,0,4,0,0,0,8,17,27,8,26,38,9,6,11,0,0,4,0,0,0,9,3,10,16,22,38,0,0,0,114,119,233
UCL521027,5,7,19,19,13,32,0,0,5,0,0,0,21,15,35,9,12,14,4,6,11,0,0,0,12,15,26,5,3,3,0,0,0,4,0,4,3,4,3,0,0,0,8,9,14,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,4,13,4,20,0,0,0,4,3,5,0,0,0,4,0,9,373,164,534,3,0,3,432,209,644
UCL521028,0,4,6,26,16,45,0,0,0,0,0,0,26,16,45,16,22,33,0,0,0,0,0,0,16,22,33,5,0,6,0,0,0,0,0,0,0,3,3,0,0,0,7,7,10,0,0,0,4,0,5,0,3,3,0,8,8,0,0,0,4,8,12,5,18,24,0,0,0,0,0,0,0,0,3,0,0,4,32,32,64,0,0,0,77,91,173
UCL521029,8,5,12,26,18,42,19,11,29,0,0,0,39,32,71,13,15,25,0,0,0,0,3,3,13,18,32,0,0,3,0,0,0,3,0,3,0,7,7,0,0,0,0,12,12,0,0,0,0,6,6,0,0,0,0,0,3,0,0,0,0,8,9,3,16,22,0,0,0,0,0,0,0,0,0,0,0,0,40,43,82,0,0,0,107,121,223
UCL521030,0,0,0,5,8,18,0,0,0,0,0,0,12,8,19,4,7,12,6,4,8,4,9,7,13,14,26,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,37,33,70,9,22,25,72,82,152
UCL521031,4,10,8,13,18,33,0,0,0,0,0,0,13,18,33,8,3,9,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,4,3,10,8,13,18,0,0,0,0,0,3,0,0,0,0,0,3,264,100,361,0,0,0,300,142,440
UCL521032,3,3,7,17,20,40,0,0,0,6,0,3,22,19,39,15,14,30,0,0,0,0,0,3,21,17,35,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,6,0,0,0,3,0,3,0,0,0,0,3,8,0,0,0,5,9,12,4,11,20,0,0,0,0,0,0,0,0,0,0,0,0,87,88,174,0,4,5,140,142,284
UCL521033,0,5,3,9,11,16,0,0,0,0,0,3,8,10,22,4,0,4,3,0,3,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,5,8,10,0,0,0,5,10,15,5,12,17,6,0,3,0,0,0,0,0,0,6,0,4,344,170,516,0,0,0,373,194,571
UCL521034,6,3,5,11,11,20,11,7,12,3,5,9,24,27,46,13,12,20,5,9,14,6,5,5,22,21,41,0,0,0,0,4,3,5,0,9,0,3,5,0,0,0,10,6,19,4,4,8,0,0,0,3,0,3,0,5,5,0,0,0,8,8,11,15,14,32,0,0,0,0,0,0,0,0,3,3,0,5,30,30,53,0,0,0,96,94,190
UCL521035,0,3,4,16,8,23,0,0,0,0,0,4,17,16,26,8,12,21,3,4,0,0,0,0,15,16,30,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,3,0,9,6,4,0,5,0,0,0,0,0,0,0,0,3,20,26,49,0,0,0,59,67,129
UCL521036,0,0,0,10,5,17,0,0,0,0,0,0,10,5,17,8,4,15,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,4,6,6,8,10,0,0,0,0,4,4,0,0,0,0,3,3,58,41,100,0,0,0,87,69,154
UCL521037,4,6,6,30,33,67,0,7,7,0,3,6,40,44,83,38,31,65,0,0,0,9,4,7,48,30,76,3,4,5,0,8,4,4,0,5,4,8,5,0,0,0,11,8,23,0,0,0,0,0,3,0,0,4,0,6,10,0,0,0,4,13,10,19,23,40,0,0,0,0,3,3,0,0,0,0,3,0,26,29,54,0,0,0,129,139,266
UCL521038,6,3,12,11,18,29,13,12,27,0,0,0,26,36,55,14,3,19,0,0,5,5,3,6,19,4,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,58,49,105,0,0,0,109,99,209
UCL521039,12,4,19,30,26,50,0,0,0,7,7,16,37,29,67,24,26,49,0,0,0,5,7,8,27,29,57,0,0,0,0,0,0,7,0,11,4,9,9,0,0,0,5,8,15,0,0,0,3,3,10,0,0,0,0,9,13,0,0,0,3,12,19,13,21,34,0,0,0,0,9,5,0,0,0,0,7,11,20,22,46,0,0,0,113,120,236
UCL521040,11,15,26,40,36,70,0,0,0,4,0,5,41,40,78,3,5,9,0,0,0,0,0,0,7,6,14,0,0,0,0,5,5,0,0,3,3,9,11,0,0,0,6,14,18,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,6,6,6,19,29,0,6,3,8,0,5,0,0,0,3,5,8,185,174,359,10,16,28,263,271,539
UCL521041,15,9,23,61,33,93,0,0,0,0,3,5,61,40,103,7,7,18,0,0,0,0,0,0,13,7,15,0,0,0,4,0,4,0,0,0,6,3,9,0,0,0,5,3,14,0,0,0,0,3,3,0,0,0,7,8,10,0,0,0,3,13,19,9,23,31,0,0,0,0,4,4,0,0,0,0,3,3,5,14,12,0,0,5,100,92,188
UCL521042,0,0,3,20,14,29,5,6,10,0,0,0,21,19,44,16,16,24,3,5,10,0,0,3,22,23,42,0,0,0,0,6,4,4,0,4,0,0,0,0,0,0,6,3,8,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,8,7,16,0,0,5,0,0,0,0,0,0,5,0,6,32,25,53,12,7,15,87,85,171
UCL521043,8,0,8,4,8,15,3,11,10,3,14,14,12,22,36,8,5,16,3,7,9,6,6,10,17,20,32,0,0,0,0,0,0,3,0,3,3,3,7,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6,5,7,14,0,0,0,4,0,7,0,0,0,4,3,5,19,18,32,0,0,0,63,66,128
UCL521044,6,0,6,28,12,45,3,3,0,0,0,0,34,15,50,11,19,36,0,0,0,0,0,0,11,19,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,0,4,4,0,0,0,0,0,0,0,7,7,25,28,51,0,0,0,85,72,151
UCL521045,0,0,6,9,15,26,0,0,0,0,0,0,9,15,26,8,3,13,0,0,0,0,0,0,10,8,14,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,4,3,0,0,0,0,5,3,74,71,139,0,0,0,94,99,196
UCL521046,4,6,9,31,25,52,0,0,0,0,0,0,28,28,59,29,20,43,0,0,0,0,3,7,26,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,3,6,3,9,9,0,5,0,0,0,0,0,0,0,0,6,0,38,26,57,0,0,0,105,88,187
UCL521047,4,5,5,11,11,22,5,11,17,0,0,6,17,27,42,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,7,0,0,0,4,0,4,0,0,0,3,0,3,40,18,56,0,0,0,72,54,121
UCL521048,9,7,14,27,27,52,0,9,7,0,0,0,25,29,55,24,12,33,0,5,9,0,0,3,30,16,43,0,0,0,0,3,0,0,3,3,3,9,5,0,0,0,3,12,20,0,0,0,0,8,8,0,0,0,0,7,7,0,0,0,0,12,12,3,26,28,3,10,13,0,5,5,0,0,0,3,8,16,50,45,93,0,0,0,119,131,246
UCL521049,0,5,8,33,19,54,0,0,0,0,0,0,33,19,54,12,14,20,0,0,0,0,0,3,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,6,8,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,10,13,26,0,0,0,63,55,112
UCL521050,14,10,14,27,33,58,0,0,0,0,0,0,25,34,61,14,16,25,0,0,0,0,0,0,14,12,26,0,3,6,0,0,0,3,0,6,9,0,8,0,0,0,13,9,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,15,9,26,0,0,0,4,0,4,0,0,0,4,0,4,26,22,45,0,0,4,94,81,177
UCL521051,7,7,7,34,18,55,0,4,3,4,0,0,42,24,62,26,35,58,3,0,3,5,6,3,26,38,68,0,0,6,0,0,0,3,0,6,0,6,6,0,0,0,0,14,21,7,3,6,0,3,3,3,0,3,0,3,3,0,0,0,6,5,18,12,20,35,0,0,6,4,0,4,0,0,0,6,0,4,32,39,77,0,0,0,121,135,252
UCL521052,4,5,6,20,22,40,17,20,34,0,0,0,36,39,72,23,24,41,0,0,0,0,0,0,23,24,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,4,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,130,75,204,5,4,0,203,143,347
UCL522001,5,0,5,0,0,0,39,30,67,0,0,0,39,30,67,0,0,0,10,9,15,0,0,0,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,5,0,0,0,0,0,0,0,0,5,17,13,34,0,0,0,72,55,120
UCL522002,0,0,3,5,8,16,0,0,0,0,0,0,5,8,16,7,3,9,0,0,0,0,0,0,7,3,9,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,4,0,5,13,14,0,0,0,0,0,0,0,0,0,0,0,0,11,3,19,0,0,0,28,33,63
UCL522003,5,5,8,18,16,39,0,0,0,7,9,13,26,28,53,10,0,7,0,0,0,5,8,8,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,21,22,40,0,0,0,62,68,135
UCL522004,4,0,5,16,14,34,0,0,0,0,0,0,16,14,34,9,7,20,0,0,0,0,8,5,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,38,28,67
UCL522005,3,4,10,7,3,12,28,16,42,0,0,0,31,17,54,5,0,7,8,8,16,0,0,4,15,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,12,11,19,0,0,0,57,52,111
UCL522006,0,6,12,20,5,24,0,0,0,8,3,13,27,11,44,5,9,19,0,0,6,5,6,14,16,14,38,0,3,3,0,0,0,3,0,3,0,3,0,0,0,0,4,6,10,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,11,15,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,61,51,119
UCL522007,0,0,0,4,3,12,0,0,0,0,0,0,4,3,12,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,0,13,23,34
UCL522008,0,0,0,7,12,19,0,0,0,0,0,0,7,12,19,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,19,28,0,0,0,22,38,57
UCL522009,0,0,4,11,10,21,0,0,0,0,0,5,15,13,24,11,10,16,0,6,9,0,0,4,11,15,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,10,9,27,0,0,0,39,52,94
UCL522010,6,4,13,5,11,13,7,4,10,3,3,8,13,15,32,8,8,14,12,0,19,16,10,19,33,21,52,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,5,14,4,3,8,3,0,0,0,0,0,0,3,3,0,0,0,4,9,14,15,14,27,0,0,0,0,3,3,0,0,0,0,3,3,37,17,57,0,3,3,108,75,182
UCL522011,3,3,8,4,11,11,0,0,0,0,0,0,4,11,11,4,3,4,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,34,31,56,0,0,0,44,50,93
UCL522012,0,6,7,22,7,29,0,0,0,0,0,0,18,7,29,5,3,9,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,3,6,9,0,0,0,0,3,3,0,0,0,0,3,3,12,22,34,0,0,0,45,43,92
UCL522013,5,3,5,13,12,25,6,0,7,0,0,0,16,10,30,12,14,20,3,0,7,3,0,0,16,16,30,0,0,5,0,0,0,0,0,0,0,4,7,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,20,0,0,0,0,0,0,0,0,0,0,0,4,10,8,18,0,0,0,55,50,110
UCL522014,0,0,3,7,4,15,5,7,7,3,0,7,16,7,27,9,5,9,0,0,8,3,0,3,11,6,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,32,27,57
UCL522015,13,8,15,20,22,41,6,6,12,5,0,10,31,28,61,6,0,11,0,5,5,0,0,0,5,9,16,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,3,11,12,6,17,20,0,0,0,0,4,4,0,0,0,4,4,6,21,31,45,8,13,21,94,96,186
UCL522016,0,5,4,8,14,20,0,0,0,3,0,5,11,15,26,9,14,16,0,0,0,0,0,0,8,15,18,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,25,25,47,0,0,0,48,56,102
UCL522017,0,0,7,15,17,28,0,0,0,0,0,0,15,13,26,8,4,12,0,0,0,0,0,5,7,11,19,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,12,0,0,0,0,0,0,0,0,0,0,0,4,12,11,29,0,0,0,39,49,86
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,5,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,28,15,44,0,0,0,30,18,52
UCL522019,0,0,0,9,3,8,0,0,0,0,0,0,3,4,11,5,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,49,0,0,0,29,37,66
UCL522020,0,3,0,0,3,0,10,14,22,0,0,0,9,18,28,0,8,3,12,5,12,0,0,0,10,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29,0,0,0,35,41,77
UCL522021,7,3,8,23,5,23,3,0,0,0,0,0,20,10,33,12,10,14,0,0,0,0,0,6,11,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,10,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,0,0,0,44,40,83
