UCL_CODE_2021,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85ov,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85ov,M_IT_Tot,M_Egnr_rel_Tech_15_24_yr,M_Egnr_rel_Tech_25_34_yr,M_Egnr_rel_Tech_35_44_yr,M_Egnr_rel_Tech_45_54_yr,M_Egnr_rel_Tech_55_64_yr,M_Egnr_rel_Tech_65_74_yr,M_Egnr_rel_Tech_75_84_yr,M_Egnr_rel_Tech_85_yr_over,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24_yr,M_Arc_Bld_25_34_yr,M_Arc_Bld_35_44_yr,M_Arc_Bld_45_54_yr,M_Arc_Bld_55_64_yr,M_Arc_Bld_65_74_yr,M_Arc_Bld_75_84_yr,M_Arc_Bld_85_yr_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85_over,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24_yr,M_Mgmt_Cmrce_25_34_yr,M_Mgmt_Cmrce_35_44_yr,M_Mgmt_Cmrce_45_54_yr,M_Mgmt_Cmrce_55_64_yr,M_Mgmt_Cmrce_65_74_yr,M_Mgmt_Cmrce_75_84_yr,M_Mgmt_Cmrce_85_yr_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24_yr,M_FoodHos_PsnlSvcs_25_34_yr,M_FoodHos_PsnlSvcs_35_44_yr,M_FoodHos_PsnlSvcs_45_54_yr,M_FoodHos_PsnlSvcs_55_64_yr,M_FoodHos_PsnlSvcs_65_74_yr,M_FoodHos_PsnlSvcs_75_84_yr,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24_yr,M_Mix_Fld_Prog_25_34_yr,M_Mix_Fld_Prog_35_44_yr,M_Mix_Fld_Prog_45_54_yr,M_Mix_Fld_Prog_55_64_yr,M_Mix_Fld_Prog_65_74_yr,M_Mix_Fld_Prog_75_84_yr,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85_over,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24_yr,F_Nat_Phy_Sci_25_34_yr,F_Nat_Phy_Sci_35_44_yr,F_Nat_Phy_Sci_45_54_yr,F_Nat_Phy_Sci_55_64_yr,F_Nat_Phy_Sci_65_74_yr,F_Nat_Phy_Sci_75_84_yr,F_Nat_Phy_Sci_85_yr_over,F_Nat_Phy_Sci_Tot,F_IT_15_24_yr,F_IT_25_34_yr,F_IT_35_44_yr,F_IT_45_54_yr,F_IT_55_64_yr,F_IT_65_74_yr,F_IT_75_84_yr,F_IT_85_yr_over,F_IT_Tot,F_Egnr_rel_Tech_15_24_yr,F_Egnr_rel_Tech_25_34_yr,F_Egnr_rel_Tech_35_44_yr,F_Egnr_rel_Tech_45_54_yr,F_Egnr_rel_Tech_55_64_yr,F_Egnr_rel_Tech_65_74_yr,F_Egnr_rel_Tech_75_84_yr,F_Egnr_rel_Tech_85_yr_over,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24_yr,F_Arc_Bld_25_34_yr,F_Arc_Bld_35_44_yr,F_Arc_Bld_45_54_yr,F_Arc_Bld_55_64_yr,F_Arc_Bld_65_74_yr,F_Arc_Bld_75_84_yr,F_Arc_Bld_85_yr_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85_over,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24_yr,F_Mgmt_Cmrce_25_34_yr
UCL515021,5,0,3,3,0,0,0,0,13,4,3,3,3,0,0,0,0,15,3,13,25,19,31,26,5,3,128,3,9,15,13,6,10,5,0,57,0,0,5,9,5,6,0,0,37,0,0,0,4,5,4,3,0,16,0,0,0,4,8,7,9,0,29,7,0,3,6,9,7,0,0,27,9,4,4,4,7,4,0,0,24,0,3,4,0,0,0,3,0,6,0,4,5,0,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,4,5,9,4,4,0,43,35,42,66,78,87,74,26,11,421,0,0,4,0,4,0,0,0,13,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,7,6,0,0,0,21,0,13,9,21,13,12,6,3,73,0,8,16,9,17,12,8,0,72,9,9
UCL515022,0,4,0,5,3,3,0,0,12,3,7,0,4,0,0,0,0,14,33,39,32,30,53,32,21,5,243,8,24,12,11,16,11,7,0,89,3,15,16,20,13,8,4,0,82,0,3,4,7,3,5,0,0,23,0,3,7,9,5,8,4,0,32,5,7,6,10,3,11,3,0,46,3,5,9,4,8,0,0,0,29,6,6,0,0,0,0,0,0,16,4,3,10,6,6,4,8,0,43,0,3,0,0,0,0,0,0,3,0,4,0,0,3,7,4,0,12,21,15,11,25,12,16,19,10,131,93,139,109,129,118,100,66,20,773,0,0,5,7,3,0,0,0,15,0,0,0,0,0,0,0,0,8,4,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,5,9,10,12,5,0,0,0,0,29,12,24,6,13,29,20,9,4,118,5,24,32,29,18,18,6,3,132,18,28
UCL515023,0,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,8,16,54,33,34,31,22,3,0,197,5,8,4,5,10,9,0,0,41,3,6,4,10,9,0,0,0,29,0,5,6,7,0,5,0,0,17,0,5,5,3,6,0,0,0,22,3,10,4,11,11,6,0,0,39,0,12,3,7,5,3,0,0,33,0,3,0,4,0,0,0,0,8,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,32,26,26,28,26,22,16,4,173,73,118,101,103,90,67,23,7,599,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,0,13,14,16,10,7,19,6,3,5,83,0,14,9,14,13,7,0,0,60,11,21
UCL515024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,17,15,21,14,4,0,112,3,3,8,0,6,5,0,0,33,0,0,4,5,8,3,0,0,19,0,3,0,3,3,0,0,0,11,0,0,0,0,0,4,0,0,10,0,3,0,0,5,5,3,0,19,0,0,4,4,4,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,14,20,23,13,13,0,126,43,60,53,50,76,46,24,5,350,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,8,8,9,4,4,7,0,0,40,0,12,11,3,8,10,0,0,49,3,11
UCL515025,0,0,0,0,0,6,0,0,4,6,3,0,0,0,0,0,0,12,9,15,12,13,14,10,6,0,81,4,7,11,6,4,8,5,0,41,5,4,3,5,5,3,4,3,26,0,0,3,3,0,0,0,0,6,0,0,0,8,3,3,0,0,14,3,0,0,0,10,0,0,0,16,0,0,8,4,0,3,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,7,14,12,22,16,13,15,116,51,40,53,57,56,50,25,21,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,13,4,7,7,15,10,9,3,0,58,3,7,11,10,11,3,3,0,55,8,18
UCL515026,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,9,26,63,36,33,29,14,6,0,210,8,28,6,4,8,0,0,5,64,3,7,9,3,6,0,0,0,23,0,0,3,0,0,0,0,0,16,0,3,0,3,0,3,0,0,12,3,9,8,11,4,4,0,0,30,0,0,0,3,0,0,0,0,14,3,0,0,0,3,0,0,0,11,4,0,0,3,0,0,0,0,16,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,4,17,8,11,8,10,4,0,62,58,137,83,77,64,42,9,4,470,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,5,3,0,0,0,0,0,7,11,32,18,11,13,9,0,0,90,8,24,12,10,6,4,0,0,62,11,22
UCL515027,5,0,0,3,0,0,0,0,9,6,0,0,4,0,0,0,0,7,25,48,26,37,35,33,16,6,221,7,15,10,13,14,9,5,0,70,4,13,8,10,13,9,5,3,60,4,8,14,9,0,5,0,0,44,0,5,6,5,13,6,3,4,45,10,12,5,13,8,4,0,0,52,3,17,9,11,9,7,0,0,55,0,0,0,0,6,5,0,0,17,0,3,13,0,8,4,0,0,25,3,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,10,49,41,27,33,31,31,22,18,239,110,160,119,146,127,114,51,25,850,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,3,13,0,0,0,0,0,5,0,0,5,0,3,7,10,0,3,0,0,28,14,40,24,27,37,20,10,15,188,11,19,23,27,27,11,13,0,133,10,28
UCL515028,0,10,5,6,0,0,0,0,26,0,4,3,3,3,0,0,0,17,31,201,187,156,101,19,3,0,701,9,35,24,7,16,8,6,0,105,0,4,10,7,5,0,0,0,26,0,5,7,8,4,4,0,0,32,3,8,7,14,11,9,4,0,50,3,26,27,32,9,3,0,0,95,3,18,8,9,10,3,0,0,55,0,3,5,0,0,0,0,0,9,0,14,8,14,7,0,0,0,45,0,0,0,0,0,0,0,0,0,0,8,4,8,3,0,0,0,21,37,82,78,78,40,19,5,0,343,96,412,378,348,216,70,15,0,1526,0,14,6,4,0,0,0,0,26,0,0,0,0,3,0,0,0,6,10,33,16,4,0,0,0,0,69,0,0,4,0,0,0,0,0,4,0,4,4,3,0,0,0,0,11,5,42,23,27,18,5,0,0,117,6,39,31,29,11,4,0,0,123,23,77
UCL515029,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,3,54,58,47,32,5,0,0,209,0,19,18,6,5,0,0,0,44,0,0,3,0,0,0,0,0,6,0,4,6,4,3,0,0,0,16,0,0,6,8,0,0,0,0,11,0,3,7,13,5,5,0,0,27,4,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,5,3,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,12,24,65,92,88,60,12,4,4,348,39,148,206,178,112,20,6,4,707,0,3,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,3,11,7,3,0,0,0,20,5,6,5,4,0,3,0,0,22,3,9
UCL515030,0,0,0,0,6,0,0,0,8,0,3,0,3,5,0,0,0,13,21,37,49,42,54,54,30,9,291,8,10,3,11,11,14,4,6,66,5,9,6,3,0,0,5,0,34,6,4,0,7,0,3,0,0,24,0,3,6,9,3,5,0,0,32,0,5,7,9,8,3,6,0,33,6,8,6,8,4,4,0,0,36,0,3,0,0,0,0,0,0,6,4,0,5,6,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,6,3,3,5,0,0,0,15,17,12,15,26,19,28,32,14,158,79,98,106,122,121,109,79,36,742,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,12,10,20,22,10,21,22,8,7,112,10,8,21,23,18,14,3,3,103,17,25
UCL515031,0,0,0,4,4,3,0,0,15,0,5,0,0,0,0,0,0,6,13,23,38,46,53,54,30,6,266,3,10,9,13,14,29,6,0,81,0,0,10,5,9,5,0,0,33,0,3,4,0,0,6,6,0,11,0,3,0,3,10,6,0,5,20,6,5,3,5,14,3,4,0,48,0,0,0,0,4,8,3,0,18,0,0,0,3,0,0,0,0,8,3,3,5,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,11,25,32,26,37,51,28,9,218,40,84,115,115,140,173,81,18,758,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,5,3,0,0,4,0,0,0,0,12,0,0,3,0,0,4,0,0,7,0,5,10,0,0,0,0,0,19,9,10,7,27,16,23,13,0,112,0,9,12,14,24,29,7,0,95,11,17
UCL515032,0,0,0,0,0,5,0,0,6,0,5,4,0,0,0,0,0,6,7,30,28,36,16,15,0,0,143,4,8,4,13,4,5,0,0,36,0,0,5,0,4,4,0,0,9,0,0,0,0,6,0,0,0,11,0,0,0,5,3,0,0,0,9,3,0,8,7,8,0,0,0,27,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,11,7,4,9,5,3,0,0,42,37,51,60,79,53,35,7,3,329,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,6,11,12,7,0,0,51,3,7,15,18,9,5,0,0,50,4,18
UCL515033,0,4,3,3,0,0,0,0,14,0,3,0,0,0,0,0,0,5,18,106,137,79,45,8,4,0,397,0,19,35,18,14,0,0,0,82,0,4,0,3,0,0,0,0,12,0,9,6,14,3,0,0,0,33,4,3,10,10,8,0,0,0,33,4,12,13,20,6,6,0,0,63,7,3,7,4,8,0,0,0,30,0,0,4,4,0,0,0,0,8,5,0,10,6,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,18,26,41,72,59,49,12,9,0,259,62,207,302,208,148,29,9,0,968,0,3,4,0,0,0,0,0,9,3,0,0,0,0,0,0,0,6,0,8,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,4,28,14,14,0,5,0,0,65,7,33,32,22,11,3,6,0,108,11,32
UCL515034,0,0,0,0,0,0,0,0,11,3,6,0,6,0,0,0,0,13,12,26,30,47,45,33,17,0,210,9,14,12,17,27,14,4,0,97,0,5,3,10,9,4,0,0,25,0,0,0,4,0,0,0,0,15,0,0,0,0,3,3,0,0,11,4,8,8,6,3,12,3,0,41,4,7,7,9,4,3,0,0,34,0,3,0,0,4,6,0,0,10,0,3,7,4,4,4,3,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,14,14,10,20,15,7,12,12,0,83,46,92,84,121,116,89,44,5,601,6,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,8,6,0,0,0,0,9,0,0,5,0,0,3,0,0,4,0,0,4,5,0,0,0,0,12,4,17,17,25,20,5,3,0,94,0,10,14,10,8,16,0,0,65,6,24
UCL515035,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,11,13,14,21,12,11,0,89,0,5,0,0,0,0,0,0,12,0,3,4,0,6,5,3,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,12,0,3,0,3,6,0,0,0,12,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,12,5,10,13,0,0,60,17,41,41,25,50,35,23,3,234,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,8,6,0,14,6,0,0,32,3,3,6,4,9,4,0,0,29,0,9
UCL515036,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,12,16,29,28,35,43,21,12,4,188,0,8,5,0,4,7,7,0,28,4,5,4,0,0,3,0,0,19,0,0,5,0,5,4,4,0,17,0,5,0,0,9,0,0,0,16,0,3,4,7,3,9,0,0,26,4,5,4,3,3,4,0,0,19,0,7,0,0,0,0,0,0,8,0,0,4,3,5,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,9,7,10,11,13,15,13,12,90,34,70,61,71,86,69,39,20,455,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,13,4,11,16,18,6,10,5,0,71,5,7,8,13,10,9,4,0,50,8,11
UCL515037,0,0,4,6,3,0,0,0,13,0,3,7,3,0,0,0,0,11,21,118,127,77,58,10,0,0,416,0,16,13,14,8,0,0,0,52,0,0,4,0,0,0,0,0,4,0,5,5,3,0,0,0,0,18,0,0,7,3,3,0,0,0,21,0,12,15,6,9,0,0,0,39,0,4,6,4,3,0,0,0,12,0,4,0,0,0,0,0,0,5,0,3,7,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,32,96,81,63,63,15,5,0,356,63,258,279,180,157,35,5,0,977,0,0,5,5,0,0,0,0,9,0,3,3,0,0,0,0,0,7,4,11,0,5,0,0,0,0,18,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,20,13,5,0,4,0,0,46,0,9,18,10,5,0,0,0,51,12,30
UCL515038,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,20,26,21,40,45,22,5,183,0,9,4,3,6,10,4,0,46,0,5,8,3,7,6,8,0,34,0,0,0,0,3,5,0,0,18,0,4,0,7,3,12,5,0,35,0,0,7,0,10,14,8,0,43,3,4,4,4,9,6,8,0,32,0,0,3,3,5,8,3,0,18,3,3,0,3,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,13,11,9,21,26,16,11,7,119,32,53,65,73,117,128,74,24,568,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,10,0,0,0,3,0,0,0,0,3,5,9,4,0,4,3,0,0,18,4,12,12,9,15,24,14,8,101,0,16,12,13,24,26,15,8,105,0,11
UCL521001,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,4,7,19,24,8,10,4,0,74,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,9,14,20,32,24,17,4,0,120,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,3,4,0,0,10,0,0,6,5,4,6,0,0,30,0,0
UCL521002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,19,16,22,0,0,85,0,3,0,0,0,3,0,0,13,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,6,0,0,0,3,0,3,0,0,10,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,11,5,3,13,0,0,38,3,22,29,35,33,48,7,0,179,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,5,4,6,4,3,0,20,0,4,3,6,8,3,0,0,20,0,9
UCL521003,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,0,6,9,6,6,12,8,3,46,0,0,6,0,4,3,0,0,14,0,4,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,5,0,4,0,5,7,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,7,4,12,15,3,59,7,21,21,26,30,42,31,12,183,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,8,5,0,25,0,0,3,7,3,3,4,0,31,0,0
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,7,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,4,3,0,0,29,14,17,11,10,12,0,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,3,0,0,0,12,0,8,7,4,5,0,0,0,24,0,0
UCL521005,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,21,21,23,22,11,5,0,107,0,0,3,6,9,0,0,0,15,6,0,0,0,0,0,5,0,11,0,0,5,0,0,0,0,0,10,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,6,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,5,9,11,6,4,0,58,13,53,33,43,51,32,10,3,241,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,4,5,5,3,4,0,0,24,0,6,6,0,4,3,0,0,32,0,12
UCL521006,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,11,7,15,8,11,0,77,0,0,7,7,9,3,0,0,31,0,0,0,0,4,0,0,0,11,0,0,0,0,4,5,0,0,12,0,0,0,0,4,3,0,0,10,5,0,5,0,4,0,0,0,17,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,4,4,5,6,4,0,27,16,20,34,27,44,31,23,0,187,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,8,0,7,8,6,15,9,0,0,38,0,4,10,12,12,0,0,0,29,5,10
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,0,21,3,0,0,0,3,0,0,0,8,0,5,0,6,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,10,4,4,0,29,6,16,10,20,23,12,3,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,8,0,5,4,0,4,0,4,0,21,0,4,0,0,3,5,3,0,16,4,4
