UCL_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
UCL515022,5,4,9,0,3,5,3,0,0,31,60,65,161,162,178,175,47,7,0,852,9,29,59,52,32,36,9,5,0,231,0,0,12,10,8,3,3,0,0,36,11,15,16,18,19,22,3,0,0,100,0,0,3,7,3,3,0,0,0,20,8,19,33,22,18,17,14,0,0,130,4,4,8,7,12,12,3,0,0,46,32,16,39,43,49,32,4,3,0,224,29,15,18,18,9,18,4,0,0,116,3,10,8,19,20,25,11,4,0,91,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,6,0,0,0,16,0,0,0,3,0,0,4,0,0,10,0,8,5,3,9,3,0,0,0,38,0,3,9,7,15,10,3,0,0,57,0,7,20,30,39,28,4,0,0,126,0,4,26,42,40,37,6,0,0,163,3,10,47,30,44,56,18,3,0,219,0,0,4,7,0,0,0,0,0,19
UCL515023,0,0,0,0,3,6,0,0,0,16,42,43,100,94,101,93,22,0,0,489,6,8,10,14,10,7,8,8,0,69,0,6,7,12,9,3,0,0,0,36,6,5,10,5,5,7,0,0,0,33,0,3,15,11,14,3,5,0,0,43,0,7,12,16,10,13,3,0,0,64,4,9,16,15,14,15,0,0,0,77,15,16,19,20,16,22,9,0,0,118,16,5,8,10,12,3,4,0,0,60,5,11,23,7,10,26,11,0,0,88,4,0,0,3,0,0,0,0,0,10,0,3,4,4,6,5,0,0,0,18,0,0,5,0,0,4,0,0,0,7,0,3,7,4,6,0,0,0,0,29,0,0,5,0,9,5,3,0,0,26,0,5,20,11,21,9,4,0,0,69,8,4,26,22,19,17,4,0,0,105,0,7,26,24,29,32,9,0,0,135,0,0,3,0,0,4,0,0,0,12
UCL515024,0,0,4,0,0,0,0,0,0,7,13,26,58,60,63,66,22,3,0,315,0,8,16,12,12,5,3,3,0,67,0,0,4,5,5,0,3,0,0,13,0,0,10,0,4,4,0,0,0,16,0,0,4,3,4,9,0,0,0,18,3,6,10,13,5,10,4,0,0,48,4,6,3,5,3,12,6,0,0,40,7,6,11,12,14,7,11,0,0,68,10,0,5,0,4,12,4,0,0,33,0,0,5,3,3,16,11,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,15,0,0,0,0,8,3,0,0,0,16,0,6,5,10,8,10,3,0,0,50,0,3,18,21,11,15,4,0,0,82,0,7,11,14,11,26,7,0,0,69,0,0,0,0,0,0,0,0,0,3
UCL515025,3,0,3,6,0,0,5,0,0,11,19,18,62,56,78,72,13,0,0,324,4,3,24,13,19,13,6,4,0,86,0,0,0,0,5,0,0,0,0,7,7,7,17,13,10,4,3,0,0,63,0,0,0,0,0,0,0,0,0,6,5,3,7,14,3,4,3,0,0,48,3,4,0,0,4,8,0,0,0,22,13,4,14,9,6,20,0,0,0,70,8,3,3,5,7,4,0,0,0,33,0,5,3,3,5,9,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,8,0,0,0,0,5,0,0,0,0,4,0,4,7,0,3,5,0,0,0,18,0,0,3,3,5,0,0,0,0,18,0,4,14,12,19,16,4,0,0,64,0,0,7,16,21,15,0,0,0,66,0,7,15,13,23,13,3,0,0,77,0,0,0,0,0,0,0,0,0,0
UCL515026,0,5,10,4,6,0,0,0,0,23,35,51,151,92,104,65,8,0,0,510,0,0,0,4,5,4,0,0,0,16,4,0,16,17,15,15,0,0,0,70,3,9,22,18,15,13,4,0,0,81,0,0,8,0,4,4,0,0,0,15,3,18,58,23,30,17,4,0,0,158,0,3,13,8,0,0,0,0,0,25,8,13,28,17,21,8,0,0,0,92,16,5,8,0,4,0,0,0,0,35,3,6,13,12,23,15,0,0,0,76,0,0,0,0,0,0,0,0,0,5,0,0,11,5,4,0,0,0,0,24,0,5,0,5,0,0,0,0,0,6,0,8,12,10,4,5,0,0,0,40,4,4,12,11,12,6,4,0,0,41,0,4,11,13,18,11,3,0,0,60,0,13,23,8,17,9,8,0,0,74,4,17,42,29,22,18,0,0,0,130,0,0,0,6,0,0,0,0,0,10
UCL515027,0,0,4,0,7,11,3,0,0,22,41,74,157,159,159,148,54,4,0,799,5,19,32,21,17,26,3,0,0,113,0,0,13,0,6,5,0,0,0,20,7,8,26,13,11,9,6,0,0,80,3,5,7,3,6,7,0,0,0,25,3,12,20,10,37,18,16,0,0,119,0,0,10,13,5,14,0,0,0,41,30,18,24,36,20,25,13,3,0,165,19,7,10,17,17,10,0,0,0,70,0,3,9,17,8,17,11,0,0,57,0,0,4,3,0,0,0,0,0,5,6,6,8,10,13,5,0,0,0,43,0,0,0,6,5,3,0,0,0,16,0,7,9,7,3,8,3,0,0,31,0,0,3,6,6,6,4,0,0,33,8,8,24,28,27,18,8,0,0,116,0,17,26,40,48,51,19,0,0,202,7,21,69,57,60,62,22,0,0,304,3,0,3,3,0,0,0,0,0,17
UCL515028,3,0,3,4,0,4,0,0,0,19,41,104,359,286,202,108,21,0,0,1120,0,0,3,0,0,3,0,0,0,6,14,54,311,352,299,181,27,0,0,1231,0,3,9,6,0,3,0,0,0,26,0,3,10,10,15,9,3,0,0,56,6,21,52,28,28,17,4,0,0,153,0,0,36,22,16,9,0,0,0,85,23,21,42,33,24,12,5,0,0,161,24,11,29,15,18,12,0,0,0,104,0,10,28,17,31,18,3,0,0,113,0,0,3,0,3,0,0,0,0,6,0,4,3,0,0,0,0,0,0,6,4,5,16,13,15,3,3,0,0,59,0,7,21,21,11,13,0,0,0,74,0,12,27,25,30,17,7,0,0,112,3,8,31,27,25,18,4,0,0,115,0,13,41,33,41,18,10,0,0,157,7,9,55,39,28,24,6,0,0,169,0,3,4,3,0,0,0,0,0,15
UCL515029,0,0,4,3,0,0,0,0,0,10,5,21,67,71,56,43,0,0,0,272,0,0,0,0,0,0,0,0,0,0,3,20,110,131,127,84,6,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,20,9,8,0,0,0,50,0,0,0,7,0,0,0,0,0,12,5,0,6,0,3,6,0,0,0,16,0,9,15,4,9,6,0,0,0,38,0,3,3,7,7,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,13,0,0,0,0,0,4,0,0,0,7,4,0,8,7,9,3,0,0,0,35,0,0,0,4,3,3,0,0,0,17,0,4,8,11,7,4,0,0,0,34,0,0,3,8,5,5,0,0,0,25,0,0,0,0,0,0,0,0,0,3
UCL515030,0,5,5,7,3,4,0,0,0,21,75,61,105,138,160,136,25,0,0,698,0,3,7,9,7,9,0,0,0,37,4,11,18,44,37,19,4,0,0,130,13,9,20,42,48,39,4,0,0,178,0,0,0,3,7,4,0,0,0,19,10,12,30,40,23,23,13,0,0,137,3,3,3,0,6,0,0,0,0,16,31,23,24,14,25,18,3,0,0,140,40,16,12,10,10,12,4,0,0,100,4,0,0,8,5,8,3,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,3,4,0,5,4,0,0,17,0,3,5,10,4,8,4,0,0,40,4,5,5,7,12,7,3,0,0,42,0,5,6,8,23,25,3,0,0,74,4,3,17,17,35,27,5,0,0,106,9,16,26,32,29,37,14,0,0,159,4,4,11,6,4,5,0,0,0,37
UCL515031,0,0,0,0,7,0,6,3,0,17,32,37,61,110,133,136,42,16,0,564,0,4,7,23,17,15,29,12,0,108,0,3,9,26,30,17,11,0,0,100,5,6,3,12,12,17,0,3,0,64,0,0,3,3,4,0,7,0,0,16,4,4,20,26,25,24,7,0,0,108,0,8,8,8,9,4,3,0,0,38,24,4,16,19,24,29,9,0,0,129,19,6,16,17,15,20,3,4,0,96,0,0,9,10,6,21,5,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,3,5,3,5,7,4,0,0,19,0,4,13,4,8,7,6,0,0,43,0,0,4,6,3,7,0,0,0,29,0,6,7,10,15,17,3,0,0,55,0,3,10,19,23,31,8,0,0,84,0,4,11,12,40,24,8,0,0,102,0,0,0,3,0,0,0,0,0,3
UCL515032,0,0,4,4,3,0,0,0,0,17,23,29,61,77,93,64,5,0,0,358,0,0,3,0,6,6,0,0,0,18,4,3,11,19,15,13,4,0,0,70,0,9,11,16,11,7,0,0,0,56,0,0,0,0,6,3,0,0,0,8,3,3,20,22,31,8,0,0,0,89,0,4,0,4,3,0,0,0,0,14,10,11,12,8,13,8,3,0,0,68,10,3,0,0,6,5,0,0,0,26,0,0,4,9,12,14,3,0,0,42,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,4,0,0,0,13,0,5,11,12,7,10,0,0,0,42,0,0,3,4,11,7,0,0,0,19,0,0,3,10,13,12,0,0,0,42,0,4,4,22,19,13,3,0,0,63,7,5,16,10,14,9,4,0,0,64,0,0,0,0,0,0,0,0,0,7
UCL515033,9,3,5,5,3,0,0,0,0,26,31,36,172,211,125,75,18,0,0,669,0,0,0,0,0,0,0,0,0,5,5,26,166,259,174,104,18,0,0,760,0,0,5,3,3,0,0,0,0,17,0,5,0,0,3,5,0,0,0,12,4,0,23,24,19,13,0,0,0,82,0,0,10,15,5,4,0,0,0,38,20,9,13,11,10,8,0,0,0,72,9,5,23,26,11,14,0,0,0,89,0,0,6,11,4,7,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,7,6,0,4,0,0,13,3,4,17,20,6,3,0,0,0,58,0,3,22,23,25,11,3,0,0,83,4,8,45,47,25,22,3,0,0,155,0,3,30,28,17,13,0,0,0,98,0,0,0,0,0,0,0,0,0,4
UCL515034,0,0,0,3,3,0,0,0,0,13,25,34,100,115,116,70,16,0,0,483,0,3,15,8,9,4,0,0,0,50,0,3,37,33,37,14,0,0,0,123,0,4,0,10,15,6,3,0,0,35,0,0,4,0,7,5,0,0,0,11,10,11,35,27,32,27,6,0,0,144,0,0,9,3,0,5,0,0,0,22,6,14,24,26,21,7,3,0,0,105,12,7,8,7,7,3,0,0,0,52,0,0,7,3,7,13,0,0,0,34,0,0,4,0,0,0,0,0,0,6,0,0,5,4,6,0,0,0,0,12,0,0,5,0,3,3,0,0,0,16,0,0,12,8,6,7,3,4,0,41,0,4,4,6,13,5,5,0,0,38,0,0,0,9,11,11,4,0,0,40,0,8,15,18,21,15,7,0,0,79,4,8,22,35,39,21,4,0,0,132,0,0,3,4,4,4,0,0,0,19
UCL515035,0,0,0,0,10,3,0,0,0,16,14,16,44,36,49,56,19,4,0,242,5,7,16,6,4,19,10,0,0,62,0,0,0,0,0,3,0,0,0,10,0,0,12,10,4,0,0,0,0,31,0,0,0,0,0,5,0,0,0,5,0,3,5,6,0,10,0,0,0,31,0,0,7,7,10,3,0,0,0,30,5,4,0,10,10,12,6,0,0,42,6,3,5,4,4,5,0,0,0,18,0,0,0,6,8,8,3,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,5,0,0,9,0,12,17,5,0,0,36,0,3,0,14,6,10,4,0,0,32,0,0,14,10,12,22,5,0,0,65,0,0,0,0,0,0,0,0,0,0
UCL515036,0,4,3,0,7,3,0,0,0,21,25,30,57,85,91,78,24,3,0,390,0,5,8,6,5,8,0,0,0,35,0,4,18,34,20,24,0,0,0,109,11,9,23,23,36,33,9,0,0,144,0,0,0,6,4,0,0,0,0,10,4,11,25,12,18,24,9,0,0,108,0,0,0,3,0,4,0,0,0,9,10,0,5,9,8,7,5,5,0,58,5,6,5,0,9,5,3,0,0,26,0,0,4,0,5,9,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,6,4,0,7,0,0,0,0,11,0,4,3,4,4,8,0,0,0,26,0,0,7,12,6,17,6,0,0,46,0,4,3,13,15,14,3,0,0,58,0,8,12,11,28,24,8,0,0,86,0,0,3,0,3,4,0,0,0,9
UCL515037,0,0,9,5,3,0,0,0,0,12,23,38,117,125,76,33,0,0,0,414,0,0,0,0,0,4,0,0,0,4,8,41,181,197,125,81,3,0,0,637,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,23,20,25,0,0,0,103,0,0,3,5,6,4,0,0,0,17,23,3,8,5,3,4,0,0,0,45,6,9,21,12,12,8,0,0,0,64,0,0,3,15,4,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,7,5,0,0,0,10,6,4,20,18,10,6,0,0,0,66,0,0,4,18,0,0,3,0,0,28,0,4,20,23,13,5,0,0,0,72,9,5,24,21,23,4,0,0,0,82,0,0,0,0,0,0,0,0,0,3
UCL515038,0,0,3,0,9,4,0,0,0,20,20,20,59,83,93,112,36,5,0,432,3,0,11,15,3,11,12,4,0,65,4,0,5,5,10,19,0,0,0,44,0,4,7,6,6,4,0,0,0,26,0,0,4,7,5,6,0,0,0,24,0,9,18,11,13,20,11,5,0,85,3,0,8,4,11,10,0,0,0,38,11,0,14,10,15,16,5,0,0,72,11,0,3,7,6,12,5,0,0,56,0,0,12,8,7,10,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,5,0,0,12,0,4,12,3,3,6,4,0,0,33,0,3,7,0,0,6,0,0,0,25,0,0,9,16,20,16,4,0,0,73,0,4,10,18,23,20,4,0,0,80,0,5,16,20,29,33,16,5,0,125,0,0,0,0,0,0,0,0,0,7
UCL521001,0,0,0,0,0,0,0,0,0,4,10,7,12,28,32,25,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,10,0,0,0,40,0,0,0,4,5,4,0,0,0,14,0,3,4,3,6,9,0,0,0,23,7,3,3,3,6,4,3,0,0,20,0,0,0,0,0,0,0,0,0,7,3,0,3,0,4,3,0,0,0,14,6,0,0,4,3,3,0,0,0,17,0,0,0,4,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,0,5,0,0,0,0,8,4,0,0,0,16,0,0,5,5,10,7,3,0,0,27,0,0,0,4,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0
UCL521002,0,0,0,0,0,4,0,0,0,8,13,12,15,25,44,25,18,3,0,151,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,6,4,0,0,32,0,0,8,5,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,5,4,8,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,4,3,5,6,0,9,0,0,0,0,23,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,9,0,0,0,0,4,0,0,0,0,5,0,0,0,3,7,12,5,0,0,30,0,0,6,3,10,3,3,0,0,26,0,3,0,4,7,9,3,0,0,32,0,0,0,0,0,0,0,0,0,4
UCL521003,0,0,0,0,0,0,0,0,0,6,4,0,15,27,25,31,12,0,0,113,0,0,5,3,0,5,8,0,0,28,0,0,0,4,0,0,0,0,0,12,0,0,0,8,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,0,21,0,0,0,0,0,5,4,0,0,8,0,0,6,4,3,7,3,0,0,23,0,0,0,0,3,0,4,0,0,10,0,0,0,0,3,4,3,0,0,11,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,6,4,0,0,0,22,0,0,0,10,3,6,0,0,0,18,0,0,4,5,4,14,3,0,0,37,0,0,0,0,0,0,0,0,0,3
UCL521004,0,0,0,0,0,0,0,0,0,0,0,5,21,10,16,9,0,0,0,65,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,11,0,3,13,7,4,4,0,0,0,34,0,0,3,6,4,0,0,0,0,22,0,8,3,0,4,0,0,0,0,14
UCL521005,0,0,0,3,0,4,0,0,0,8,5,18,40,49,40,51,10,0,0,210,0,0,0,3,0,8,5,0,0,20,0,9,34,40,39,21,3,0,0,146,0,9,12,15,12,12,0,0,0,57,0,0,0,0,0,3,0,0,0,3,0,0,5,5,6,9,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,8,0,0,0,24,0,0,3,4,4,7,5,0,0,24,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,14,0,0,10,3,0,8,4,0,0,23,0,0,6,8,11,8,5,0,0,34,0,0,3,5,3,4,6,0,0,18,0,0,0,0,0,0,0,0,0,3
UCL521006,0,0,0,0,0,5,0,0,0,12,16,6,22,44,42,53,8,0,0,195,0,0,3,0,0,4,5,0,0,16,0,0,0,8,6,14,0,0,0,27,0,4,9,7,7,6,0,0,0,29,0,0,3,0,3,0,0,0,0,9,3,5,11,8,7,3,0,0,0,42,0,0,3,0,4,0,0,0,0,9,0,5,6,7,6,4,3,0,0,38,8,3,0,3,4,0,0,0,0,16,4,0,4,8,3,8,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,11,0,0,0,4,5,9,0,0,0,24,6,0,3,11,15,19,0,0,0,48,0,0,3,11,14,16,0,0,0,47,0,0,0,0,0,0,0,0,0,0
UCL521007,0,0,0,0,0,0,0,0,0,3,3,9,19,25,17,18,3,4,0,98,0,4,10,6,4,7,6,0,0,39,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,6,0,0,0,9,0,4,0,0,0,0,0,0,0,7,7,4,0,3,0,5,0,0,0,15,3,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,7,5,3,5,0,0,0,18,0,3,5,3,6,0,0,0,0,20,0,0,4,10,3,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0
UCL521008,0,0,5,0,0,0,0,0,0,3,0,8,22,14,20,20,8,0,0,88,0,0,7,3,8,5,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,7,0,0,5,6,0,3,0,0,0,17,0,0,5,5,0,0,6,0,0,13,0,0,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,7,0,0,0,0,8,9,0,0,0,16,0,0,5,3,8,4,4,0,0,25,0,5,6,0,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL521009,0,0,0,0,0,0,0,0,0,0,0,6,15,21,18,12,3,0,0,74,0,0,4,3,0,7,5,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,8,9,6,7,0,0,0,36,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,3,0,0,0,6,0,0,4,0,3,0,0,0,0,10,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,5,0,0,0,19,0,0,0,7,3,4,0,0,0,21,0,0,5,9,10,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0
