UCL_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
UCL521046,0,6,0,0,0,0,3,10,12,9,5,8,6,4,10,11,3,14,11,4,20,16,3,25,12,4,14,6,10,16,6,0,7,7,3,12,18,11,23,9,0,9,7,0,10,9,0,6,5,0,9,6,0,10,0,0,0,152,65,212
UCL521047,0,3,3,0,3,3,0,7,7,0,6,6,0,24,18,0,7,9,9,6,10,10,9,15,14,5,23,9,11,21,4,12,12,5,10,16,18,16,37,20,3,19,8,6,12,6,0,6,11,0,13,12,0,13,3,10,11,122,144,265
UCL521048,3,6,10,5,0,10,0,6,8,3,15,15,5,52,53,14,25,39,31,12,43,32,11,48,20,9,29,23,6,35,8,3,17,9,3,23,20,6,25,13,4,15,8,0,7,3,0,3,13,7,16,31,0,30,4,11,16,245,187,426
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,3,9,0,12,10,3,11,9,0,9,6,0,13,13,14,24,9,6,19,8,8,19,0,0,5,4,4,9,3,0,3,0,6,7,12,0,12,3,6,7,99,55,151
UCL521050,0,0,0,4,0,3,3,5,7,5,3,4,3,26,31,9,14,20,19,13,32,14,12,27,20,14,35,4,5,14,8,13,19,9,3,15,20,13,30,7,0,11,17,3,20,7,0,7,12,4,15,23,0,20,0,11,11,172,141,317
UCL521051,0,0,0,0,0,0,0,3,3,0,5,6,4,21,26,7,13,19,13,10,22,22,7,34,17,5,18,21,5,23,15,10,29,14,9,19,19,9,26,26,0,21,22,0,20,4,0,4,14,0,14,16,0,18,4,3,8,223,105,337
UCL521052,0,5,9,0,5,0,3,5,8,0,14,17,8,15,13,11,7,15,17,6,22,10,12,18,13,16,27,8,11,23,5,8,17,6,6,12,17,16,29,5,4,7,6,0,10,6,0,5,6,6,7,25,0,22,6,20,25,148,154,304
UCL522001,0,0,0,0,0,0,0,5,5,0,0,0,5,0,3,4,0,9,18,0,17,5,0,6,9,0,10,6,9,16,6,3,11,3,3,7,0,10,12,9,0,9,0,0,7,0,0,0,0,0,0,6,0,8,5,4,6,81,31,115
UCL522002,0,4,3,0,9,9,0,0,0,0,9,9,3,14,19,0,3,12,10,4,12,5,3,9,3,3,14,5,3,10,5,0,4,0,0,0,9,4,12,6,0,9,3,0,3,3,0,3,7,0,7,6,0,6,0,0,3,76,64,139
UCL522003,0,0,0,0,0,0,0,3,3,4,4,6,3,0,6,8,0,8,4,0,4,6,0,6,5,0,5,3,6,10,3,0,8,3,3,5,9,6,15,0,0,4,0,0,0,0,0,0,0,0,3,14,0,14,13,8,22,73,30,106
UCL522004,0,0,0,0,0,0,0,4,5,0,4,5,12,0,13,10,0,8,17,0,19,0,0,0,4,0,4,5,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,15,77
UCL522005,0,0,0,0,0,0,5,3,6,0,7,7,4,4,4,0,5,3,8,0,8,8,0,8,7,3,9,7,4,11,4,0,3,3,0,10,4,6,10,0,0,0,0,0,0,3,0,0,0,0,0,11,0,11,0,3,7,65,38,106
UCL522006,0,0,0,3,0,3,0,3,3,0,0,0,3,0,3,0,0,0,7,0,11,9,3,7,3,3,5,3,4,9,6,0,8,8,0,8,20,4,27,4,0,4,7,0,7,10,0,10,26,0,26,13,0,13,0,0,0,128,21,142
UCL522007,0,4,9,0,0,0,0,0,4,0,13,13,0,4,4,0,11,11,6,5,5,7,0,9,3,7,16,3,3,9,3,3,6,0,0,5,7,0,6,3,0,4,3,0,3,0,0,0,5,5,4,4,0,4,0,3,3,47,59,108
UCL522008,0,0,0,0,0,0,0,6,6,0,8,9,0,6,8,3,0,7,10,4,11,7,0,5,0,5,3,11,3,12,0,0,3,0,0,0,4,0,4,8,0,8,4,0,4,0,0,0,4,0,4,3,0,3,0,0,0,58,33,93
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,8,0,8,5,3,12,5,6,16,0,3,3,4,0,7,12,3,13,4,0,4,9,0,9,4,0,4,11,0,14,16,0,18,7,0,7,97,33,123
UCL522010,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,5,3,0,10,5,0,12,3,0,3,0,0,6,5,0,10,6,3,7,9,0,9,7,0,7,10,0,13,20,0,20,0,0,0,0,0,0,90,18,108
UCL522011,0,4,4,0,0,0,0,5,5,0,6,5,0,19,19,3,3,5,4,11,15,0,4,6,11,6,16,8,3,9,4,5,4,7,0,15,8,4,12,5,0,5,0,0,6,3,0,3,3,0,5,4,0,4,0,3,3,73,74,143
UCL522012,0,0,6,0,4,4,0,5,5,3,5,9,3,16,20,0,11,11,16,6,22,4,14,21,4,16,21,16,7,29,3,3,7,9,3,17,12,3,16,4,4,7,0,5,11,7,0,7,11,6,14,10,0,14,0,0,3,118,114,225
UCL522013,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,0,3,12,6,16,6,4,11,8,0,10,9,4,10,7,0,7,12,0,11,13,0,17,12,0,12,9,0,9,8,0,8,9,0,7,10,0,10,0,4,3,123,33,156
UCL522014,0,0,0,0,0,0,0,0,0,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,6,0,10,0,0,0,0,0,0,3,0,8,3,0,3,4,0,4,0,0,0,8,0,8,18,0,18,0,0,0,64,9,74
UCL522015,0,5,5,0,0,0,0,3,3,0,8,8,0,8,8,0,14,14,0,27,25,0,26,26,0,40,44,0,25,29,0,17,18,4,20,25,3,41,43,0,17,21,0,17,16,0,20,20,0,42,41,0,3,4,0,26,20,27,355,379
UCL522016,0,0,0,0,0,0,0,0,5,0,0,5,4,13,19,0,6,7,9,0,16,5,4,4,8,3,14,6,6,8,5,3,5,6,0,9,7,0,7,0,0,0,4,0,4,0,0,0,3,0,7,5,0,6,0,4,4,72,43,116
UCL522017,0,0,0,0,0,0,4,0,5,0,4,8,4,15,24,3,3,3,8,0,10,10,0,11,13,0,17,7,0,8,5,3,9,6,0,8,11,0,14,12,0,12,6,0,8,0,0,0,3,0,3,18,5,16,0,0,0,111,43,150
UCL522018,0,3,3,0,5,3,0,4,4,0,18,18,4,19,18,0,9,9,6,3,9,0,5,5,0,12,12,3,9,8,3,6,5,0,4,10,0,6,5,0,4,4,0,5,5,4,0,3,0,5,5,4,5,3,0,3,3,19,115,134
UCL522019,0,0,0,0,0,0,0,3,3,0,0,0,0,10,9,0,4,5,3,0,3,3,0,7,3,4,7,3,9,8,0,0,0,3,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,38,42,77
UCL522020,0,0,4,0,0,0,0,0,0,3,4,6,4,6,5,6,4,7,6,0,8,0,3,6,10,3,11,9,6,12,3,0,7,4,0,8,0,5,8,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,9,54,34,95
UCL522021,0,0,0,0,0,0,0,0,0,0,3,3,4,24,23,4,3,12,9,3,16,8,10,16,13,7,15,8,6,11,0,7,12,0,5,9,12,4,17,7,0,7,0,0,4,4,0,4,5,5,4,10,0,8,6,7,13,89,86,172
UCL522022,0,0,0,0,0,4,0,0,6,0,3,3,0,10,13,0,3,8,4,3,4,8,3,10,10,5,10,4,0,4,8,0,11,8,0,8,6,5,10,6,0,6,0,0,0,0,0,0,6,0,0,6,0,10,0,3,3,53,51,108
UCL522023,0,0,3,0,4,4,0,0,0,0,3,7,0,7,12,0,7,8,10,0,7,13,0,8,5,5,5,4,3,9,4,0,7,5,4,3,15,10,16,8,0,8,5,0,5,0,0,0,5,0,11,13,0,11,5,4,5,83,59,147
UCL522024,0,0,0,0,5,5,0,0,3,0,0,0,6,10,12,0,0,4,4,5,8,16,0,24,4,5,8,4,3,7,0,0,9,9,0,6,7,0,10,10,0,10,0,0,0,5,0,5,6,0,9,6,5,6,0,0,0,83,39,123
UCL522025,0,5,5,0,0,0,0,6,6,0,9,8,3,22,24,0,14,18,16,15,25,7,14,23,6,8,17,9,4,12,10,0,14,9,0,9,12,3,13,0,0,0,3,0,7,0,0,0,8,0,11,8,0,11,4,5,10,104,98,210
UCL522026,0,3,3,0,0,0,0,0,0,0,9,11,6,16,24,0,9,8,14,3,14,21,0,18,8,3,14,7,7,14,0,0,0,3,6,7,3,5,12,0,4,10,4,0,4,0,0,0,5,0,11,9,0,13,4,0,4,91,67,159
UCL522027,0,0,0,0,0,0,0,0,0,0,5,3,6,21,28,0,9,9,7,6,16,12,4,15,3,9,9,5,3,10,3,9,10,3,5,7,13,7,15,5,0,5,5,3,4,0,0,0,4,0,10,8,0,8,4,0,3,89,76,166
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,12,12,3,0,3,8,0,10,4,0,4,5,0,9,0,6,4,0,0,7,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,39,36,74
UCL522029,0,0,4,3,0,3,0,5,8,0,0,0,3,11,9,0,0,4,7,0,13,4,5,13,7,5,11,7,4,9,4,0,4,11,0,11,17,0,17,7,0,7,4,0,4,0,0,0,3,0,7,11,3,15,3,0,3,99,35,141
UCL522030,0,0,0,0,0,0,0,4,4,0,3,3,0,0,3,0,4,6,5,0,3,0,5,6,5,13,14,5,0,4,3,6,10,8,7,12,6,4,13,6,0,6,8,0,8,0,0,0,3,0,9,10,0,12,0,9,9,62,50,117
UCL522031,0,0,0,0,0,0,0,0,0,4,4,7,7,0,7,5,0,5,13,0,13,5,0,7,4,4,9,3,0,0,0,0,5,6,0,0,0,7,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18,66
UCL522032,0,0,0,0,0,0,4,5,7,3,0,10,3,0,0,5,4,6,7,0,5,13,0,13,11,0,16,5,7,7,8,0,3,3,4,4,3,3,6,3,0,4,4,0,3,0,0,0,0,0,3,0,0,0,0,4,4,68,30,102
UCL522033,0,5,0,0,0,0,0,7,7,0,11,12,3,30,40,7,3,15,13,8,27,14,10,22,9,7,12,13,3,16,3,0,3,3,0,6,9,0,16,4,0,4,0,0,0,0,0,0,3,0,3,15,0,9,0,5,10,107,97,205
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,3,8,4,3,9,0,4,4,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,28,12,43
UCL522035,0,0,0,0,4,4,0,7,3,0,5,5,5,8,12,0,3,4,7,6,11,5,5,8,4,4,6,4,5,6,4,0,7,0,3,9,5,4,6,0,0,0,3,0,6,0,0,0,3,0,5,11,0,11,0,4,8,55,55,109
UCL522036,0,0,0,0,0,0,0,3,3,0,4,4,0,9,5,0,3,9,6,0,10,9,4,12,3,4,7,7,4,13,3,4,6,0,3,5,6,3,10,4,0,4,0,0,4,0,0,0,0,0,5,10,0,10,4,3,5,52,53,107
UCL522037,0,0,4,0,0,0,0,0,3,0,0,0,0,14,13,0,5,10,6,3,8,3,0,3,3,0,9,0,3,11,4,3,10,0,0,4,10,0,14,4,0,4,5,3,7,3,0,3,4,0,4,11,0,11,0,3,9,67,46,119
UCL522038,3,0,3,0,0,0,0,0,0,0,4,4,3,10,7,0,3,9,3,5,11,6,7,10,6,10,14,6,9,20,4,10,13,6,3,15,15,7,23,14,0,14,12,6,14,7,0,7,15,5,16,9,3,8,0,9,9,115,80,197
UCL522039,0,3,3,0,0,0,0,5,9,0,0,6,3,10,12,0,0,0,5,0,13,4,4,12,0,8,9,4,8,12,6,9,8,4,5,14,3,16,20,4,0,4,4,3,9,5,0,5,7,7,10,6,0,6,0,3,3,78,80,155
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,3,0,0,0,0,3,0,0,0,6,6,12,5,4,8,0,4,4,8,0,9,5,3,9,0,0,0,0,0,0,0,0,3,4,0,9,10,0,10,0,5,8,63,48,111
UCL522041,3,3,7,0,0,4,0,5,5,0,6,3,5,11,14,0,6,8,3,0,8,8,0,7,8,0,9,3,0,9,3,6,5,0,6,5,8,6,19,3,0,3,3,0,3,0,0,0,3,0,4,10,0,10,0,0,3,75,59,133
UCL522042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,8,3,11,3,5,11,0,0,6,12,12,21,7,0,7,12,0,13,8,0,8,18,3,18,8,0,10,0,3,6,81,42,125
UCL522043,0,0,0,0,0,0,0,4,9,0,0,4,8,0,8,0,0,5,3,0,3,10,0,12,10,0,10,4,0,4,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,21,0,21,85,16,101
UCL522044,0,4,4,0,6,6,0,3,3,0,4,4,0,6,6,0,0,6,3,8,16,0,8,10,0,12,12,4,3,8,3,3,8,0,8,8,0,12,12,3,0,4,0,5,3,0,0,0,3,5,6,0,0,0,3,11,14,23,103,126
UCL522045,0,0,0,0,0,0,0,3,3,4,3,3,3,0,3,8,0,8,5,0,3,3,0,3,3,0,3,4,0,3,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,48,11,58
UCL522046,0,3,3,0,0,0,0,0,0,0,3,3,0,10,9,0,0,4,9,6,15,8,0,10,6,10,11,3,0,3,0,3,5,0,4,8,8,8,12,4,0,3,3,3,8,0,0,0,4,11,11,11,0,11,0,23,31,62,84,142
UCL522047,0,5,5,0,0,0,3,3,7,0,4,4,0,14,17,0,7,7,3,4,8,7,11,16,4,8,11,7,6,15,6,8,8,3,11,13,16,8,19,7,0,3,9,0,3,3,0,3,3,0,3,10,0,10,3,15,19,80,93,169
UCL522048,0,0,0,0,0,0,0,0,5,0,4,5,3,17,18,0,6,7,4,4,9,6,6,10,0,9,14,0,6,7,4,3,4,6,4,9,8,5,14,5,0,9,4,0,4,6,0,6,3,3,11,8,0,8,0,5,3,72,73,138
UCL522049,0,5,3,0,5,5,0,4,5,0,10,13,0,22,22,0,11,8,10,3,12,5,8,10,0,9,10,5,6,13,0,0,7,0,0,3,0,3,7,8,0,8,6,0,12,0,0,0,0,3,3,5,0,5,3,4,13,52,95,153
UCL522050,0,0,4,3,0,5,0,0,0,0,4,4,0,7,7,0,5,6,11,3,12,6,8,9,12,6,15,11,7,19,4,8,11,3,4,5,18,10,23,9,0,9,3,4,5,3,0,3,5,0,8,13,0,13,0,5,3,100,65,172
UCL522051,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,4,4,0,10,4,4,12,3,0,3,0,0,0,9,3,10,9,0,12,7,0,10,3,0,3,0,0,0,4,0,4,13,0,13,3,0,0,73,18,90
UCL522052,0,0,0,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,10,3,0,10,0,3,6,0,0,0,3,3,8,0,0,0,0,5,5,0,0,0,0,0,6,0,0,0,0,5,5,22,28,51
UCL522053,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,4,0,0,4,3,0,3,5,0,5,3,0,3,4,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,36,8,47
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,4,0,4,3,4,6,0,0,0,3,8,10,4,3,3,0,3,4,8,0,8,5,8,13,5,0,5,0,5,3,0,0,0,4,0,5,4,0,4,0,17,17,44,53,98
UCL522055,0,8,8,0,5,3,0,0,0,0,0,0,0,4,4,0,6,4,0,12,14,0,7,8,0,15,14,0,12,9,0,13,10,0,10,10,0,13,18,5,8,11,5,6,9,6,4,6,26,10,31,7,0,11,5,59,64,60,190,253
UCL522056,0,3,3,0,0,0,0,0,0,0,0,3,3,4,8,3,4,9,6,6,7,0,0,8,3,6,8,5,0,4,5,10,11,8,7,9,12,10,23,6,0,6,8,4,7,6,0,6,9,4,12,13,0,15,3,4,4,87,59,144
UCL522057,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,17,22,0,10,10,0,17,17,0,10,6,4,4,7,13,17,26,5,8,13,3,4,5,0,8,6,0,14,16,0,5,7,0,22,22,24,154,181
UCL522058,0,4,0,0,0,0,0,3,0,0,0,3,5,10,13,0,3,3,7,4,8,3,3,6,10,0,11,3,6,5,3,4,6,4,0,4,5,3,10,0,0,0,5,0,5,0,0,0,3,0,3,7,0,7,12,3,13,61,41,104
UCL522059,0,4,5,0,0,0,0,0,0,3,4,7,4,13,15,3,7,8,0,0,6,9,7,11,10,0,14,4,3,13,4,4,8,4,0,4,9,6,14,7,0,7,3,0,6,3,0,3,9,0,9,9,0,9,0,0,4,75,61,137
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,4,4,7,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,17,25
UCL522061,0,8,8,0,0,4,0,6,9,0,3,5,7,33,34,3,12,15,15,7,22,11,5,16,5,14,19,7,0,13,0,3,8,5,0,5,6,3,9,6,0,4,0,3,4,0,0,0,0,6,7,10,0,10,4,7,9,81,111,194
UCL522062,0,0,0,0,0,0,0,7,3,0,0,3,7,0,7,3,0,6,10,0,10,3,0,3,0,0,0,3,0,8,4,0,4,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,8,0,0,0,47,12,59
UCL522063,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,7,8,0,8,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,4,12,0,12,0,4,5,30,20,52
UCL522064,0,6,6,0,0,0,0,4,4,0,0,4,0,0,0,4,0,10,3,3,5,5,0,7,10,8,11,5,7,11,3,6,7,3,3,3,7,14,22,4,0,4,0,0,0,0,0,0,0,0,0,14,0,14,0,5,8,70,49,119
UCL522065,0,0,0,0,0,0,0,0,0,0,4,4,0,11,11,3,0,5,4,7,13,5,3,8,6,4,10,7,7,14,3,0,4,6,0,6,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,3,0,3,0,0,6,54,39,89
UCL522066,0,0,0,0,0,0,0,0,0,0,6,6,0,18,18,0,4,11,6,9,14,0,7,12,6,0,8,9,5,18,4,0,7,12,4,13,15,3,18,10,0,13,4,0,7,7,0,7,5,0,8,6,0,6,0,10,11,94,68,161
UCL522067,0,0,0,0,0,0,3,0,5,0,0,0,0,4,8,5,0,5,6,0,6,3,0,3,0,6,3,0,3,3,4,3,6,0,6,0,3,11,10,0,0,0,0,0,3,0,0,3,0,0,0,5,0,5,0,5,0,26,41,71
UCL522068,0,0,3,4,0,4,0,3,3,0,0,3,3,8,12,4,0,4,9,0,9,3,5,10,6,0,4,9,0,7,3,0,7,7,0,9,20,0,19,11,0,11,3,0,3,8,0,8,0,0,4,25,0,25,3,0,3,118,35,150
UCL522069,0,3,3,0,0,5,0,7,7,4,6,7,0,18,22,9,6,16,12,7,20,0,4,10,5,8,15,3,10,14,0,3,6,0,0,3,4,6,18,5,0,5,0,0,7,0,0,0,5,0,5,5,0,5,0,4,7,60,86,148
UCL522070,0,0,0,0,0,0,0,3,0,4,10,12,3,8,13,5,3,6,13,0,12,5,10,20,11,0,10,6,0,4,9,4,6,7,0,6,6,0,14,8,0,8,0,0,0,0,0,0,5,0,5,8,0,9,0,6,6,97,40,138
UCL522071,0,0,0,0,0,0,0,8,7,6,0,3,5,0,5,9,0,9,4,0,10,6,0,13,13,0,13,9,4,10,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,3,0,78,19,95
UCL531001,515,706,1221,252,270,521,232,568,795,214,904,1120,829,1982,2811,653,1235,1890,2126,1273,3395,1875,1571,3440,2323,1754,4075,2571,1350,3928,1809,1021,2834,2052,896,2947,4249,1628,5877,3432,409,3841,2812,602,3416,1897,225,2119,5425,1166,6601,5472,273,5743,659,1408,2066,39395,19242,58639
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,13,13
