UCL_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
UCL522007,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,12,3,5,3,3,0,0,0,3,0,20,10,0,0,0,0,0,0,0,0,14,0,3,7,0,0,0,0,3,0,13,0,3,0,3,6,0,4,5,0,24,11,0,3,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,21,12,4,3,0,17,6,105
UCL522008,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,4,0,8,3,0,5,0,0,0,0,0,0,11,0,0,0,0,0,4,4,6,0,13,3,0,0,0,0,0,4,0,0,18,3,0,0,0,0,0,0,3,0,8,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,8,9,7,6,3,15,13,0,74
UCL522009,0,0,6,3,0,0,0,6,0,15,0,0,5,0,0,0,0,4,0,17,0,3,12,0,0,4,3,3,0,23,4,3,5,0,10,3,5,0,0,37,0,4,13,7,3,3,10,11,0,57,0,0,9,3,6,0,7,5,0,34,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,48,25,23,12,27,32,0,191
UCL522010,0,0,3,0,0,4,0,0,0,11,0,0,5,0,0,0,5,0,0,16,0,10,9,5,4,0,0,0,0,23,4,13,7,0,5,3,0,0,0,34,8,9,6,5,5,0,0,0,0,36,8,5,4,6,0,9,5,0,0,31,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,38,17,19,20,9,4,0,167
UCL522011,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,4,3,8,5,4,4,5,0,0,23,8,6,3,0,6,0,0,3,0,31,7,0,0,3,3,0,6,3,0,15,7,6,4,4,8,4,4,5,0,36,0,0,3,0,0,0,0,4,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,15,22,16,17,7,16,12,0,142
UCL522012,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,4,3,11,4,9,6,6,3,0,0,14,0,45,5,10,5,3,3,0,4,3,0,33,8,9,5,5,5,4,0,11,0,35,18,3,4,6,6,4,10,12,3,65,4,3,5,0,9,0,0,3,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,36,25,22,23,25,7,15,45,7,220
UCL522013,0,0,3,0,0,3,0,7,0,16,0,0,9,0,0,0,3,4,0,17,5,5,10,4,0,0,0,9,0,21,7,10,14,0,4,0,7,5,0,34,3,8,11,9,4,7,3,7,0,51,5,0,9,8,7,0,7,6,5,42,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,49,20,16,12,31,24,5,185
UCL522014,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,3,0,0,13,3,0,6,3,4,0,4,0,0,18,0,0,4,3,4,0,0,4,0,20,3,0,0,0,3,0,4,4,0,18,0,5,3,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,10,9,3,21,13,0,88
UCL522015,0,0,0,4,5,6,0,7,0,14,0,10,8,13,9,9,0,10,0,49,15,25,20,22,14,9,0,8,4,125,28,40,19,13,18,4,3,6,4,121,19,15,8,3,9,3,0,8,0,72,32,18,10,7,14,5,10,11,4,104,15,7,3,4,3,3,3,5,0,30,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,107,101,73,65,65,28,16,49,10,523
UCL522016,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,4,4,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,10,4,0,19,8,0,4,0,0,0,8,4,0,25,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,10,3,6,20,18,7,91
UCL522017,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,9,4,3,3,4,4,0,0,0,0,24,0,0,0,0,0,0,0,3,0,20,4,3,0,3,7,0,3,9,0,37,3,0,3,5,3,3,4,10,0,41,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,16,19,7,22,16,20,23,3,142
UCL522018,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,5,0,0,3,0,3,0,0,15,4,0,0,0,0,0,0,0,0,12,7,4,0,0,0,0,6,3,0,19,7,9,8,0,6,0,0,0,0,22,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,14,9,5,12,4,14,11,5,88
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,11,0,0,5,0,0,0,0,5,0,11,11,0,3,0,0,0,5,0,0,25,5,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,8,6,5,0,10,13,0,62
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,5,0,5,0,0,15,0,4,7,3,0,0,3,3,0,18,0,5,0,0,5,0,5,0,0,9,6,7,0,10,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,10,12,12,3,11,6,0,83
UCL522021,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,15,3,0,0,0,3,0,6,0,0,16,3,11,6,6,4,0,0,4,0,40,7,0,4,4,3,0,6,3,0,35,7,0,7,0,0,0,6,0,0,23,6,3,5,0,3,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,22,16,16,7,22,24,4,152
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,3,4,4,4,0,3,3,0,21,3,0,5,0,0,0,0,0,0,12,0,0,6,8,0,3,4,3,0,23,4,6,5,5,0,0,4,4,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,16,8,20,18,9,9,11,12,0,97
UCL522023,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,3,3,5,0,0,4,0,0,28,0,0,3,3,4,0,8,4,0,25,3,4,4,5,0,0,3,5,3,29,0,7,3,4,4,5,9,0,0,34,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,21,22,8,3,22,20,6,136
UCL522024,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,12,3,8,0,0,0,0,0,0,0,15,3,16,0,6,0,0,0,3,0,33,0,7,0,0,3,0,0,0,0,15,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,38,8,11,9,9,6,7,0,93
UCL522025,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,3,0,0,0,14,0,4,9,0,4,0,0,3,0,22,4,5,6,4,5,0,5,9,0,33,6,0,4,4,5,3,5,3,0,24,3,3,3,9,4,0,7,3,0,47,5,0,3,0,0,0,5,6,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,20,25,16,25,14,27,27,3,175
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,9,3,0,4,0,0,0,0,0,0,6,3,3,0,0,5,7,5,5,0,19,5,5,10,3,0,0,4,8,0,37,0,0,5,0,0,0,3,0,0,14,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,9,21,8,4,9,9,12,0,91
UCL522027,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,13,3,3,5,0,0,0,3,7,0,22,0,3,8,3,3,0,5,4,0,31,6,0,0,4,0,0,8,0,0,32,4,3,4,0,4,0,8,4,0,39,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,25,12,13,4,32,26,5,144
UCL522028,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,22,0,29,0,0,3,0,0,0,0,12,0,19,6,0,0,0,0,0,5,0,0,5,4,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,5,5,7,43,7,85
UCL522029,0,0,3,6,0,3,0,0,0,13,0,0,3,0,0,0,0,0,0,6,3,3,8,3,0,5,0,4,0,30,3,3,11,7,7,3,3,5,0,44,3,0,10,3,8,6,7,0,0,29,0,9,3,3,0,0,10,0,0,26,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,38,22,19,15,18,11,5,161
UCL522030,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,3,0,0,0,10,0,5,0,0,5,0,6,0,0,24,3,0,10,0,3,5,0,4,0,30,3,0,4,3,0,0,8,4,0,23,4,6,5,4,3,3,11,5,0,32,6,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,25,7,18,10,24,19,0,132
UCL522031,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,23,3,0,0,0,0,0,0,5,0,8,5,0,0,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,9,5,4,0,0,0,54
UCL522032,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,7,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,3,6,0,5,0,0,0,0,0,17,0,5,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,18,11,0,0,4,0,60
UCL522033,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,6,0,6,3,0,3,3,3,0,4,3,0,21,3,0,3,0,0,0,0,0,0,10,7,3,5,6,3,4,0,8,3,35,0,4,7,7,0,4,0,10,0,27,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,14,14,19,6,6,5,30,3,116
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,16,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,6,4,0,0,4,0,0,38
UCL522035,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,4,6,0,5,0,0,3,0,15,0,0,4,0,0,0,0,0,0,9,6,0,5,5,0,0,0,6,0,25,9,0,6,0,0,0,3,4,0,33,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,22,7,10,4,12,17,7,106
UCL522036,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,13,7,4,7,4,5,0,5,5,0,24,6,0,0,3,0,0,0,0,0,16,6,0,0,0,0,0,6,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,14,7,9,0,19,17,3,104
UCL522037,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,5,0,20,7,7,4,0,0,5,4,3,0,26,4,0,3,10,0,4,0,3,0,28,3,0,0,4,0,0,3,9,0,21,0,0,0,0,4,0,3,0,0,6,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,15,18,14,4,8,14,22,4,121
UCL522038,0,0,4,4,0,0,5,0,0,11,7,3,8,3,4,0,0,3,3,23,10,15,12,0,6,9,11,3,0,59,12,5,11,4,4,0,9,6,0,53,5,3,11,6,0,6,6,6,0,49,16,7,0,5,0,3,9,10,0,47,6,0,0,0,4,0,0,4,0,19,3,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,53,34,51,23,27,20,26,32,9,279
UCL522039,0,0,0,3,0,0,0,0,3,3,0,0,3,5,4,0,0,0,0,13,0,15,4,12,3,0,4,0,0,44,5,8,4,0,0,0,4,5,0,39,4,3,9,9,7,0,0,0,0,29,9,10,8,10,9,0,11,3,0,57,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,28,31,20,4,31,15,9,200
UCL522040,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,23,7,4,0,0,0,0,5,10,0,27,0,6,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,8,4,10,5,6,17,8,80
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,9,0,0,4,0,0,0,0,4,0,17,7,0,3,5,0,0,5,3,0,16,3,4,3,4,3,0,8,4,3,32,6,0,6,0,0,0,10,4,0,26,0,3,0,0,4,0,6,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,19,10,10,0,20,18,5,108
UCL522042,0,0,0,0,0,6,0,0,0,7,0,4,4,6,0,0,0,4,0,23,8,13,34,6,8,0,16,9,0,92,9,7,21,0,5,0,29,6,3,85,11,0,13,0,8,0,18,4,0,67,0,0,14,0,7,5,18,3,0,43,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,88,18,26,9,95,35,6,326
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,11,5,23,0,0,5,0,4,0,0,3,0,10,6,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,6,5,0,12,4,47
UCL522044,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,10,0,6,0,3,0,0,3,5,0,20,0,0,0,0,0,0,3,0,3,7,0,0,0,3,0,0,0,0,0,21,4,3,5,6,3,0,8,3,0,36,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,20,11,22,5,7,16,15,8,111
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,4,0,0,0,0,0,32
UCL522046,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,0,4,0,15,7,8,8,0,3,0,4,3,0,23,6,0,0,9,0,0,4,4,0,25,4,7,3,0,6,4,4,4,3,34,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,16,14,9,6,21,13,3,119
UCL522047,0,0,0,0,0,5,0,0,0,8,0,4,0,0,0,0,0,0,0,7,0,4,7,5,3,3,0,0,0,24,0,3,3,3,0,0,3,11,0,29,9,4,0,3,5,0,5,6,0,21,13,5,5,4,3,4,10,5,0,43,0,0,4,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,17,21,15,11,17,22,0,140
UCL522048,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,19,4,3,3,0,5,0,4,6,0,24,3,7,4,0,0,0,3,0,0,21,7,4,0,6,3,0,4,0,5,24,0,0,0,4,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,19,26,16,7,7,13,7,0,121
UCL522049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,14,0,6,0,5,3,0,3,0,0,18,0,4,0,5,0,0,5,5,0,23,3,5,5,4,4,0,8,6,0,28,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,10,17,10,0,17,12,0,94
UCL522050,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,5,0,11,6,3,7,4,3,0,4,5,0,29,0,4,6,0,0,3,4,0,0,27,6,10,6,3,4,4,4,4,0,39,15,7,0,0,3,0,10,12,0,41,3,0,0,0,4,0,4,0,0,12,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,19,26,13,13,13,16,30,0,167
UCL522051,0,0,0,0,0,7,0,7,0,12,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,16,4,0,5,4,0,0,0,0,0,16,0,3,7,3,3,3,4,3,0,33,5,0,5,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,28,14,13,16,7,13,0,101
UCL522052,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,4,0,4,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,12,4,4,0,8,0,0,0,0,0,14,4,0,0,3,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,15,19,4,0,6,9,0,64
UCL522053,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,3,3,6,0,0,3,0,31
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,6,5,0,0,3,0,0,10,5,0,0,0,0,0,0,0,0,12,9,0,0,3,0,0,4,0,0,27,4,0,3,4,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,10,10,15,3,17,7,0,82
UCL522055,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,8,3,3,4,0,4,7,0,33,6,7,4,3,0,0,3,5,0,31,8,11,9,7,3,0,10,11,0,58,9,8,4,6,4,0,7,4,0,43,4,0,0,0,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,25,20,24,3,28,22,0,197
UCL522056,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,9,0,0,15,5,11,10,5,4,0,17,6,0,53,7,5,11,0,4,3,14,5,0,47,8,3,17,8,7,0,12,5,4,52,12,7,4,0,5,0,9,3,5,49,0,5,6,0,4,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,49,12,18,9,69,25,7,243
UCL522057,0,0,4,5,0,5,0,0,0,11,4,0,0,12,0,3,0,3,0,30,7,7,8,20,4,4,0,15,0,62,10,6,5,3,3,0,5,7,0,30,9,4,6,3,4,0,0,3,0,33,9,19,11,0,10,6,0,4,0,55,8,8,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,47,31,45,31,13,8,32,0,249
UCL522058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,4,0,7,4,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,10,8,0,3,3,0,0,7,4,0,26,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,11,8,6,0,13,10,0,71
UCL522059,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,6,0,0,8,0,3,0,0,0,0,19,8,3,12,3,3,5,0,8,0,37,3,0,4,3,6,0,4,0,3,25,4,4,3,4,3,0,3,4,0,28,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,30,17,14,3,19,13,6,132
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,7,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,4,0,0,0,0,18
UCL522061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,5,3,6,4,0,0,0,23,3,4,0,0,0,0,0,0,0,18,5,8,6,3,7,0,4,3,0,32,12,7,3,5,0,4,0,11,0,45,3,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,21,16,14,12,9,13,0,136
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,3,0,0,0,13,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,11,3,6,0,6,0,4,4,37
UCL522063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,28,0,9,5,0,0,0,0,47
UCL522064,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,13,0,10,3,14,4,0,0,0,8,32,3,3,4,5,0,0,3,0,0,25,5,4,0,5,3,0,0,3,0,30,6,0,0,0,0,0,0,3,0,12,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,7,33,9,5,3,12,10,121
UCL522065,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,0,6,0,16,7,4,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,8,11,3,7,4,0,0,6,4,0,35,5,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,12,15,5,10,4,7,18,0,96
UCL522066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,12,9,0,3,10,3,0,13,8,0,42,12,4,4,8,5,0,3,9,0,46,5,4,10,3,0,6,7,3,0,35,4,0,0,5,3,9,0,8,0,30,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,12,22,20,16,21,23,39,0,178
