UCL_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
UCL521010,0,0,0,0,27,5,0,34,3,0,0,3,17,3,0,24,15,0,0,17,23,5,0,45,19,0,0,17,15,0,0,35,9,4,0,8,36,3,0,46,0,0,0,3,34,8,0,43,0,3,0,3,39,3,0,43,0,4,0,4,24,0,0,27,0,0,0,0,7,0,0,7,39,14,4,59,225,24,0,303,0,0,0,5,13,6,0,24,3,0,0,9,20,0,0,23,30,0,0,28,18,0,0,49,20,0,4,23,9,0,0,34,11,4,0,15,35,6,0,58,0,9,0,14,36,5,0,50,0,13,0,13,41,3,0,54,0,0,0,0,23,0,0,23,0,0,0,0,6,0,0,6,66,31,4,104,205,22,0,328,0,0,0,0,45,6,0,57,4,0,0,11,33,4,0,51,39,0,0,42,39,6,0,95,36,0,0,44,29,6,0,76,14,7,0,27,73,9,0,113
UCL521011,0,0,0,0,10,0,0,10,0,0,0,0,16,0,0,16,13,0,0,13,20,0,0,27,34,0,0,36,11,0,0,45,12,0,0,10,22,0,0,37,5,0,0,3,25,0,0,27,0,4,0,4,12,0,0,18,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,63,8,0,69,126,0,0,199,0,0,0,0,23,0,0,17,3,0,0,3,9,0,0,9,25,0,0,26,10,0,0,36,43,0,5,44,10,0,0,53,11,0,0,15,22,0,0,44,0,11,0,10,24,0,0,30,0,0,0,0,13,0,0,13,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,86,19,3,105,113,3,0,216,0,0,0,0,34,0,0,33,3,0,0,3,26,0,0,30,37,0,0,40,23,0,0,65,76,0,5,78,16,0,0,102,24,3,0,27,48,0,0,79
UCL521012,0,0,0,0,15,0,0,13,0,0,0,0,4,0,0,7,13,0,0,13,16,0,0,24,15,0,0,15,16,0,0,30,7,0,0,7,29,0,0,41,0,6,0,3,39,0,0,47,0,0,0,0,46,3,0,52,0,0,0,0,16,0,0,19,0,0,0,0,3,0,0,7,37,0,0,39,183,11,0,230,0,0,0,0,12,0,0,15,0,0,0,0,3,0,0,5,17,0,0,19,8,0,0,27,15,0,0,15,4,3,0,21,6,3,0,10,24,0,0,35,0,14,0,10,41,8,0,58,0,0,0,0,54,3,0,56,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,5,42,18,0,57,158,12,0,229,0,0,0,0,25,0,0,29,0,0,0,0,13,0,0,15,26,0,0,26,26,0,0,56,32,0,0,32,18,0,0,49,18,3,0,19,53,0,0,71
UCL521013,0,3,0,3,36,0,0,44,0,0,0,0,14,0,0,20,23,0,5,29,21,4,0,51,21,0,0,23,17,0,0,41,17,0,0,19,38,4,0,59,3,7,0,13,55,0,0,68,0,4,0,4,41,7,0,46,0,0,0,0,8,5,0,14,0,0,0,0,4,0,0,4,67,22,0,96,229,17,0,338,0,3,0,3,28,0,0,28,3,0,0,3,9,0,0,10,35,0,3,34,14,4,0,57,31,0,0,32,12,3,0,56,24,9,0,34,43,0,0,72,0,6,0,11,47,4,0,58,0,8,0,12,37,0,0,44,0,0,0,0,13,4,0,15,0,0,0,0,6,0,0,6,93,32,5,127,208,14,0,353,0,10,0,10,67,4,0,73,3,0,0,3,25,3,0,36,53,0,7,61,37,7,0,111,51,5,3,58,33,3,0,91,42,11,0,51,82,4,0,134
UCL521014,0,0,0,0,9,0,0,14,4,0,0,6,13,8,0,28,13,3,0,14,47,32,0,92,25,0,4,27,25,34,0,88,12,0,0,17,52,23,0,93,4,8,0,8,73,20,0,102,0,0,0,0,69,8,0,83,0,0,0,0,14,3,0,17,0,0,0,0,4,0,0,4,54,16,7,76,315,128,0,520,0,0,0,0,13,6,0,21,4,0,0,4,3,0,0,9,15,5,0,20,8,10,0,36,20,3,0,22,15,15,0,49,6,4,0,11,45,12,0,64,0,7,0,7,40,16,0,61,0,5,0,5,45,8,0,50,0,0,0,0,11,5,0,10,0,0,0,0,0,0,0,0,43,25,3,67,169,65,0,304,0,4,0,7,22,10,0,32,10,0,0,10,18,10,0,37,21,4,3,28,57,39,0,126,39,4,3,45,43,47,0,134,21,11,0,28,100,36,0,151
UCL521015,0,0,0,0,11,0,0,15,0,0,0,0,13,0,0,13,8,0,0,7,20,0,0,27,14,3,0,12,14,3,0,26,7,0,0,7,25,3,0,36,0,0,0,0,36,0,0,40,0,4,0,7,50,8,0,55,0,0,0,0,22,0,0,25,0,0,0,0,11,3,0,20,30,12,0,41,200,18,0,262,0,6,0,6,0,0,0,6,3,0,0,3,6,0,0,8,11,3,0,11,22,3,0,41,19,0,0,17,8,0,0,27,6,0,0,6,19,3,0,28,0,11,0,11,29,4,0,42,0,4,0,4,39,9,0,48,0,0,0,0,28,5,0,33,0,0,0,0,16,6,0,17,35,24,0,59,177,20,0,264,0,5,0,5,13,4,0,23,3,0,0,3,23,0,0,25,14,6,0,24,41,3,0,72,27,4,0,32,19,0,0,55,18,0,0,18,45,6,0,67
UCL521016,0,0,0,0,21,0,0,19,0,0,0,0,16,0,0,17,20,0,0,20,31,4,0,52,19,0,0,19,11,3,0,30,7,0,0,9,23,5,0,38,5,5,0,7,35,0,0,44,0,0,0,0,26,0,0,35,0,0,0,0,17,0,0,20,0,0,0,0,9,0,0,12,49,6,0,61,196,20,0,265,0,0,0,0,17,0,0,23,4,5,0,3,17,0,0,17,22,0,0,28,15,0,0,42,17,5,0,26,10,10,0,41,4,3,0,12,26,4,0,38,0,8,0,9,24,0,0,34,0,9,0,9,19,5,0,32,0,0,0,0,9,0,0,11,0,0,0,0,10,0,0,10,50,26,0,85,148,21,0,249,0,0,0,0,37,3,0,40,3,5,0,9,32,0,0,37,39,0,0,43,50,3,0,96,41,5,0,42,17,9,0,69,13,8,0,22,47,9,0,80
UCL521017,0,0,0,0,14,0,0,19,0,3,0,3,13,4,0,20,18,8,0,26,27,12,0,63,22,0,0,25,24,9,0,62,7,3,0,11,25,7,0,44,6,4,0,9,35,9,0,53,0,7,0,7,23,4,0,37,0,6,0,6,13,8,0,18,0,0,0,0,0,0,0,0,52,23,0,76,177,54,0,310,0,0,0,0,8,0,0,6,7,7,0,6,17,3,0,25,21,4,0,30,11,3,0,45,21,0,5,25,19,3,0,46,7,0,0,8,19,5,0,37,0,10,0,12,21,4,0,36,0,9,0,9,13,0,0,24,0,0,0,0,18,4,0,21,0,0,0,0,10,5,0,17,58,35,9,95,136,41,0,270,0,3,0,3,23,0,0,22,7,6,0,7,24,8,0,43,45,9,0,50,42,18,0,108,49,0,4,51,42,14,0,109,12,8,0,17,49,12,0,75
UCL521018,0,5,0,5,20,0,0,23,0,0,0,7,9,0,0,13,11,0,0,15,19,0,0,35,17,0,0,16,7,0,0,27,5,0,0,11,23,0,0,37,6,0,0,0,21,0,0,23,0,4,0,4,28,5,0,31,0,0,0,0,14,0,0,14,0,0,0,0,9,0,0,9,42,11,5,56,143,7,0,210,0,3,0,3,11,0,0,17,3,3,0,5,14,0,0,17,16,0,4,21,9,0,0,27,21,4,0,24,10,0,0,36,4,3,0,16,15,5,0,32,0,6,0,4,31,0,0,36,0,4,0,0,16,0,0,21,0,4,0,4,14,0,0,23,0,0,0,0,5,0,0,5,50,21,8,77,127,3,0,209,0,3,0,3,27,0,0,40,4,5,0,7,16,0,0,29,29,7,4,31,26,0,0,64,40,0,3,46,17,0,0,59,16,5,0,25,43,5,0,72
UCL521019,0,0,0,0,9,5,0,12,0,0,0,0,15,3,0,25,14,0,0,14,39,16,0,71,29,0,4,33,33,23,0,88,13,3,0,19,48,23,0,93,3,9,0,14,126,37,0,178,5,12,0,19,191,62,0,271,0,0,0,0,84,22,0,109,0,0,0,0,5,3,0,8,70,31,3,106,544,195,7,853,0,0,0,4,11,3,0,12,0,0,0,5,23,12,0,32,26,0,0,33,44,21,4,99,39,0,0,41,24,22,0,85,13,0,0,15,60,26,0,97,3,23,0,27,146,54,0,218,0,14,0,15,159,44,0,215,0,3,0,3,50,17,0,73,0,0,0,0,6,5,0,3,81,39,4,124,516,203,4,842,0,0,0,4,18,9,0,31,4,0,0,3,35,17,0,58,41,0,0,46,83,34,8,165,67,0,5,74,57,43,0,177,29,8,0,35,108,48,0,191
UCL521020,0,3,0,3,18,3,0,24,0,0,0,0,12,0,0,12,8,0,0,7,11,0,0,22,12,0,0,13,17,0,0,23,14,0,0,14,42,0,0,53,4,7,0,9,43,4,0,54,0,4,0,4,67,0,0,67,0,0,0,0,30,6,0,34,0,0,0,0,4,0,0,4,35,14,0,52,235,15,0,297,0,0,0,0,18,0,0,14,0,0,0,5,10,0,0,19,15,0,0,23,15,0,0,31,22,0,0,23,8,0,0,35,8,8,0,17,30,0,0,47,0,15,0,15,39,0,0,51,0,4,0,4,60,8,0,69,0,0,0,0,16,5,0,19,0,0,0,0,0,0,0,0,52,31,0,85,194,9,0,286,0,3,0,3,30,3,0,41,0,0,0,4,24,0,0,32,25,4,0,27,18,0,0,52,30,0,3,36,25,0,0,60,21,8,0,29,69,4,0,102
UCL521021,0,0,0,0,20,0,0,20,0,0,0,0,11,0,0,15,11,0,0,12,13,6,0,27,25,0,4,30,17,3,0,51,16,0,0,23,19,5,0,46,3,4,0,8,43,3,0,55,0,4,0,4,40,0,0,49,0,4,0,4,32,0,0,41,0,0,0,0,5,0,0,9,61,12,6,79,211,19,0,306,0,0,0,0,21,3,0,28,0,0,0,0,15,0,0,15,22,0,7,29,17,5,0,54,43,4,4,53,8,0,0,63,9,3,0,12,32,3,0,44,6,13,0,11,39,0,0,51,0,5,0,5,47,3,0,55,0,5,0,7,19,0,0,29,0,0,0,0,4,0,0,5,80,24,13,118,205,17,0,340,0,0,0,0,39,3,0,46,0,0,0,0,29,0,0,30,31,0,6,39,36,10,0,82,73,4,8,83,28,0,0,114,26,3,0,32,52,4,0,89
UCL521022,0,0,0,0,16,4,0,26,0,0,0,0,10,0,0,15,4,0,0,6,25,6,0,38,18,0,0,18,12,5,0,35,18,0,0,20,30,12,0,63,7,3,0,8,37,12,0,60,0,6,0,6,32,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,3,66,167,39,0,277,0,0,0,0,17,4,0,24,0,3,0,3,3,6,0,13,3,3,0,11,29,0,0,35,34,0,0,36,14,4,0,50,28,4,0,33,31,12,0,74,0,12,0,15,43,8,0,63,0,16,0,15,8,6,0,36,0,0,0,0,7,0,0,8,0,0,0,0,6,0,0,4,67,38,3,107,157,33,3,303,0,0,0,0,38,9,0,49,0,0,0,0,15,3,0,24,8,9,0,15,46,9,0,73,48,0,3,56,26,5,0,87,44,4,4,57,59,20,0,136
UCL521023,0,5,0,5,8,0,0,10,4,0,0,3,9,0,0,13,11,0,0,11,17,0,0,30,22,0,0,27,11,8,0,38,10,3,0,12,17,3,0,34,0,0,0,0,35,9,0,44,0,0,0,4,32,0,0,37,0,0,0,0,10,0,0,13,0,0,0,0,3,0,0,4,46,10,0,62,140,28,0,231,0,0,0,0,10,0,0,11,0,0,0,0,7,3,0,11,26,4,0,22,17,0,0,44,20,5,9,30,13,5,0,46,3,7,0,10,15,0,0,21,0,5,0,5,28,3,0,35,0,4,0,4,25,3,0,31,0,0,0,0,9,0,0,9,0,0,0,0,7,0,0,7,46,19,9,71,128,14,0,214,0,3,0,3,21,0,0,29,4,0,0,6,17,3,0,24,38,4,0,35,28,5,0,76,43,3,9,55,20,11,0,84,13,8,0,22,32,3,0,57
UCL521024,0,3,0,3,44,14,0,58,0,4,0,9,44,5,0,59,16,15,4,27,82,25,0,139,26,9,0,35,62,30,0,130,13,3,0,22,64,37,0,122,4,0,0,8,69,22,0,101,0,3,0,6,71,19,0,98,0,0,0,0,26,12,0,36,0,0,0,0,0,3,0,3,62,46,4,111,468,161,3,749,0,11,6,17,44,9,0,66,12,11,0,21,30,11,0,62,27,15,6,46,86,21,0,155,38,19,9,59,61,24,0,142,14,6,0,27,69,21,0,114,3,11,0,16,76,17,0,109,0,8,0,8,62,20,0,91,0,0,0,0,15,7,0,25,0,0,0,0,3,0,0,7,95,86,18,195,437,137,4,773,0,16,6,20,84,24,0,131,15,13,0,31,74,18,0,116,46,27,6,82,172,45,7,297,58,22,9,94,125,53,0,272,30,15,0,46,135,54,0,235
UCL521025,0,0,0,0,3,0,0,3,0,0,0,0,9,3,0,10,19,0,0,19,29,11,0,62,19,0,0,21,22,6,0,52,10,0,0,15,48,4,0,59,0,0,0,3,55,11,0,65,0,0,0,3,38,4,0,45,0,0,0,0,14,4,0,16,0,0,0,0,3,0,0,9,56,7,5,61,223,33,0,313,0,0,0,0,3,0,0,8,0,0,0,3,16,0,0,16,32,0,3,34,21,3,0,66,27,0,6,27,13,0,0,42,5,3,0,11,32,0,0,41,0,6,0,6,41,7,0,52,0,0,0,0,34,4,0,40,0,0,0,0,29,10,0,30,0,0,0,0,8,0,0,9,60,11,0,80,196,28,0,300,0,0,0,0,6,0,0,11,0,0,0,3,18,3,0,24,53,0,4,61,47,12,0,119,42,0,3,51,42,3,0,89,10,10,0,17,78,5,0,100
UCL521026,0,0,0,3,18,0,0,20,0,0,0,4,9,0,0,14,10,0,0,7,13,0,0,23,25,0,0,21,10,0,0,39,15,3,0,18,42,8,0,66,3,5,0,7,43,4,0,53,0,4,0,4,28,0,0,29,0,0,0,0,14,0,0,17,0,0,0,0,5,0,0,3,59,15,5,76,186,10,0,269,0,0,0,0,21,7,0,27,0,0,0,4,12,0,0,20,26,0,0,26,13,0,0,41,29,0,7,38,17,4,0,61,26,10,3,35,39,9,0,81,0,8,0,6,43,4,0,54,0,6,0,6,16,0,0,25,0,0,0,0,17,3,0,24,0,0,0,0,0,0,0,0,79,31,9,119,183,22,0,320,0,5,0,0,37,7,0,48,0,7,0,4,23,0,0,38,34,0,0,35,27,0,0,63,53,5,3,61,31,4,0,97,38,18,3,59,83,12,0,147
UCL521027,0,0,0,0,15,9,0,25,3,3,0,7,11,19,0,40,34,0,0,34,43,87,0,166,29,0,0,32,25,79,0,139,8,4,0,15,44,84,0,149,4,4,0,4,51,43,0,101,0,0,0,0,22,14,0,43,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,4,79,14,0,96,224,349,3,678,3,0,0,7,14,10,0,27,4,3,0,10,10,14,0,38,21,3,4,28,20,39,0,79,13,5,3,18,16,25,0,63,3,6,4,16,24,27,0,68,0,3,0,3,23,18,0,46,0,3,0,3,16,8,0,27,0,0,0,0,10,8,0,10,0,0,0,0,0,0,0,0,46,26,6,82,130,138,0,349,3,4,0,3,34,20,0,57,5,7,0,13,28,34,0,72,57,5,4,61,58,127,0,243,45,5,3,51,47,106,0,202,15,11,3,31,70,111,0,216
UCL521028,0,0,0,0,14,3,0,20,0,0,0,0,8,0,0,10,14,0,0,14,30,0,0,39,17,0,4,13,22,4,0,37,3,0,0,3,35,6,0,49,3,0,0,5,54,6,0,69,0,3,0,7,52,0,0,62,0,4,0,4,32,6,0,39,0,0,0,0,7,4,0,13,36,10,5,44,252,39,0,335,0,0,0,0,19,5,0,26,0,0,0,0,5,0,0,8,10,0,0,16,19,0,0,39,18,3,0,26,10,4,0,40,6,0,0,7,40,9,0,54,0,9,0,9,52,8,0,68,0,9,0,9,39,3,0,50,0,0,0,0,45,7,0,49,0,0,0,0,27,0,0,27,38,22,5,61,251,38,0,351,0,0,0,0,38,12,0,40,0,0,5,6,11,4,0,22,23,0,0,26,49,6,0,75,32,3,7,39,27,7,0,76,14,0,0,12,77,12,0,101
UCL521029,0,0,0,0,8,3,0,16,0,0,0,4,19,0,0,17,14,0,0,17,26,6,0,49,15,0,0,23,28,4,0,57,9,0,0,8,27,4,0,40,0,7,0,6,67,5,0,78,0,4,0,4,39,0,0,44,0,0,0,0,24,9,0,35,0,0,0,0,11,0,0,16,47,19,3,66,264,32,0,363,0,0,0,0,12,0,0,20,10,0,0,10,8,0,0,15,16,6,5,20,12,5,0,43,27,0,6,27,15,4,0,50,13,9,0,19,30,5,0,46,0,10,0,12,48,7,0,72,0,7,0,7,43,0,0,51,0,0,0,0,39,13,0,49,0,0,0,0,23,0,0,25,64,28,3,100,227,41,0,364,0,0,0,0,27,9,0,35,7,0,0,10,24,0,0,33,32,3,5,45,43,15,0,99,45,0,0,49,42,4,0,101,21,7,0,30,57,10,0,92
UCL521030,0,0,0,0,9,0,0,14,0,0,0,0,16,5,0,19,7,0,0,6,31,6,3,49,8,0,0,12,10,0,3,28,13,0,0,12,30,0,0,39,0,0,0,4,52,9,0,62,0,3,0,7,50,8,0,67,0,0,0,0,36,4,0,39,0,0,0,0,4,0,0,9,29,19,0,48,243,33,9,327,0,0,0,0,4,0,0,9,0,0,0,0,9,0,0,17,11,0,0,11,58,4,7,78,13,3,0,13,14,6,11,38,8,5,0,16,21,6,3,41,0,3,0,3,48,10,0,60,0,12,0,12,41,3,0,63,0,0,0,0,35,3,0,34,0,0,0,0,8,5,0,14,28,27,0,55,251,30,22,356,0,0,0,0,14,0,0,16,0,0,0,0,28,3,0,36,17,4,0,16,91,9,13,130,15,10,0,24,28,4,9,67,19,3,0,27,48,10,3,83
UCL521031,0,0,0,0,7,3,0,10,3,0,0,3,16,24,0,46,26,0,6,25,64,68,0,161,25,0,0,27,31,61,0,125,18,4,4,22,45,45,0,112,0,4,0,5,63,46,0,118,0,0,0,4,47,17,0,63,0,0,0,0,10,3,0,11,0,0,0,0,3,0,0,3,75,15,3,95,286,264,0,644,0,4,0,4,8,0,0,10,6,0,0,6,8,9,0,23,17,4,0,20,32,22,0,74,9,3,6,13,21,20,0,56,0,0,0,7,30,10,0,43,0,4,0,4,41,15,0,60,0,3,0,3,29,13,0,42,0,0,0,0,9,3,0,12,0,0,0,0,0,0,0,0,29,17,9,50,173,90,0,321,0,4,0,4,12,11,0,21,9,0,0,8,25,33,0,66,43,4,6,47,96,90,0,232,34,7,9,45,52,82,0,177,18,4,4,26,69,52,0,157
UCL521032,4,4,0,4,11,10,0,20,0,0,0,0,15,6,0,23,16,0,0,18,32,17,0,66,6,0,5,11,18,7,0,38,3,5,0,11,26,22,0,57,0,6,0,9,54,18,0,70,0,0,0,0,38,13,0,49,0,0,0,0,12,3,0,14,0,0,0,0,0,0,0,0,29,19,4,48,198,91,0,342,0,3,0,6,20,10,0,29,9,4,0,13,17,7,0,35,22,5,0,24,28,15,0,70,16,4,0,17,14,7,0,42,4,0,0,9,18,14,0,42,0,10,0,11,34,9,0,59,0,0,0,0,17,10,0,32,0,3,0,3,5,0,0,8,0,0,0,0,0,0,0,0,48,31,5,83,157,80,4,317,0,8,0,12,26,20,0,50,9,4,0,10,30,12,0,58,36,4,0,43,59,35,0,134,21,3,5,27,33,22,0,74,8,3,4,16,46,31,0,101
UCL521033,0,0,0,0,0,5,0,8,0,0,0,0,6,12,0,23,9,0,0,12,25,69,0,101,18,0,0,18,11,60,0,94,12,0,0,11,37,73,0,121,0,0,0,0,44,49,0,97,3,3,0,0,41,28,0,73,0,0,0,0,9,9,0,16,0,0,0,0,0,0,0,0,40,3,0,45,183,309,0,540,0,0,0,0,5,13,0,11,0,0,0,0,4,8,0,15,4,3,0,6,15,28,0,51,20,0,0,20,9,33,0,60,4,0,0,9,14,26,0,54,0,7,0,7,35,27,0,71,0,4,0,4,31,10,0,45,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,29,15,0,42,126,148,0,316,0,0,0,0,8,20,0,25,0,0,0,0,14,24,0,35,9,4,0,14,41,97,0,154,35,0,0,35,25,94,0,150,16,3,0,16,55,101,0,174
UCL521034,0,4,0,4,19,0,0,25,0,0,0,0,24,0,0,29,3,5,0,6,18,3,0,32,21,0,0,23,21,0,0,40,18,0,0,15,37,4,0,56,0,7,0,7,52,3,0,69,0,6,0,6,35,5,0,40,0,0,0,0,13,0,0,16,0,0,0,0,10,0,0,10,46,15,0,62,226,17,0,317,0,0,0,0,18,0,0,20,0,0,0,4,11,0,0,17,16,0,0,18,12,9,0,40,23,0,4,30,7,0,0,42,13,5,0,18,41,0,0,61,0,13,0,13,42,4,0,65,0,8,0,10,30,0,0,42,0,0,0,0,19,0,0,21,0,0,0,0,5,0,0,0,66,29,0,93,197,15,0,313,0,3,0,3,44,0,0,44,0,0,0,4,41,0,0,42,25,5,0,23,32,12,0,71,44,0,0,51,28,3,0,82,37,4,0,38,74,4,0,123
UCL521035,0,0,0,0,12,0,0,11,0,0,0,0,4,0,0,5,6,0,0,6,10,5,0,20,16,0,0,17,4,5,0,30,7,3,0,12,14,0,0,29,0,0,0,0,43,0,0,43,0,5,0,5,45,6,0,46,0,0,0,0,22,8,0,28,0,0,0,0,8,0,0,10,34,8,0,35,159,23,0,222,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,7,7,0,0,10,3,3,0,19,16,0,0,14,13,0,0,30,9,0,0,5,21,0,0,34,0,10,0,10,42,3,0,53,0,3,0,3,31,6,0,39,0,0,0,0,26,4,0,37,0,0,0,0,8,6,0,14,31,12,0,48,174,20,0,240,0,0,0,0,24,4,0,29,0,0,0,0,3,0,0,13,18,0,0,17,13,9,0,38,27,0,0,29,26,4,0,59,10,5,0,14,40,3,0,66
