UCL_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
UCL521003,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,3,0,5,29,0,9,0,43,17,3,6,0,22,7,3,5,0,16,16,3,0,0,22,10,3,0,0,13,3,4,0,0,9,6,8,4,0,16,4,9,0,0,13,0,3,0,0,8,4,3,0,0,4,0,6,0,0,5,5,8,0,0,18,6,0,0,0,8,116,62,35,9,218
UCL521004,4,0,0,0,5,0,6,7,0,10,0,0,10,5,16,0,0,6,0,8,3,9,8,0,20,0,0,4,4,10,5,12,8,0,21,4,3,7,0,20,0,5,7,0,15,0,4,4,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,8,0,0,7,0,0,0,0,0,29,62,66,13,164
UCL521005,3,3,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,9,0,3,0,13,9,0,5,0,12,7,0,3,0,18,12,3,0,0,15,7,5,0,0,11,5,7,0,0,18,7,15,7,0,37,6,7,0,0,20,6,16,0,0,20,5,11,0,0,20,11,21,0,0,33,17,30,3,0,46,3,0,0,0,3,125,124,47,7,295
UCL521006,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,4,0,3,0,7,22,0,3,0,20,7,3,8,0,14,9,0,5,0,14,17,0,5,0,17,10,0,0,0,13,6,3,5,0,13,11,20,0,0,34,5,14,0,0,19,6,11,0,0,17,6,7,3,0,10,3,14,0,0,17,7,16,5,0,29,5,0,3,0,10,133,94,38,3,260
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,3,0,5,9,0,5,0,22,9,0,3,0,13,4,0,3,6,12,11,0,3,0,17,4,5,0,0,6,0,3,0,0,5,7,9,0,0,12,3,0,0,0,7,0,0,0,0,7,4,0,0,0,3,0,0,0,0,0,0,7,3,0,12,0,0,0,0,0,67,31,33,6,137
UCL521008,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,4,0,3,0,4,8,0,0,0,18,3,0,0,0,9,3,4,3,0,12,4,5,3,0,10,4,5,0,0,4,3,6,0,0,3,9,4,0,0,11,3,4,0,0,8,5,0,0,0,8,4,0,0,0,4,0,3,0,0,4,5,6,0,0,11,0,0,0,0,7,57,33,17,4,112
UCL521009,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,8,17,0,0,0,17,7,4,0,0,10,0,4,3,0,5,9,3,0,0,13,4,3,8,0,8,0,0,0,0,5,4,12,0,0,13,7,0,0,0,12,3,3,0,0,7,0,0,0,0,0,0,8,0,0,11,0,5,0,0,10,0,0,0,0,4,64,42,17,3,120
UCL521010,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,4,0,0,0,0,6,17,0,6,0,26,3,0,5,0,6,13,7,3,0,24,11,3,0,0,15,3,7,5,0,17,9,0,0,0,11,5,16,3,0,28,4,10,3,0,15,0,5,0,0,5,0,0,0,0,3,3,7,0,0,14,13,14,8,0,33,3,0,5,0,5,98,72,45,4,217
UCL521011,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,0,5,3,0,5,0,3,0,0,3,0,5,4,9,0,0,8,4,0,0,0,5,6,4,0,0,9,5,18,0,0,26,9,16,0,0,26,4,10,0,0,10,8,7,0,0,14,0,17,0,0,18,12,13,4,0,28,0,0,0,0,0,63,95,15,0,171
UCL521012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,13,5,5,0,18,0,0,0,0,4,10,0,0,0,4,11,0,0,0,11,0,3,0,0,3,0,0,0,0,4,6,6,0,0,19,10,4,0,0,12,8,3,0,0,13,0,0,0,0,0,9,9,0,0,19,11,15,0,0,23,4,0,0,0,4,89,46,11,0,153
UCL521013,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,8,8,0,3,0,16,8,8,3,0,13,8,3,4,0,16,7,4,0,0,12,4,12,3,0,19,9,15,3,0,26,13,10,5,0,19,5,15,0,0,21,5,10,0,0,20,9,15,0,0,20,7,25,3,0,33,0,0,0,0,6,84,114,39,3,241
UCL521014,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,8,0,6,6,0,0,0,11,10,6,0,0,11,0,5,0,0,3,3,0,0,0,7,8,0,4,0,12,4,3,6,0,6,13,5,3,0,20,8,3,5,0,15,3,6,0,0,6,0,0,0,0,3,12,9,0,0,15,13,9,3,0,26,5,0,6,0,5,98,45,38,3,180
UCL521015,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,4,9,0,3,0,11,6,0,0,0,12,9,0,0,0,8,15,0,4,0,17,4,3,0,0,4,6,3,0,0,8,9,3,0,0,19,11,11,0,0,21,6,5,0,0,7,0,0,0,0,0,3,3,0,0,5,4,10,0,0,22,0,0,0,0,0,100,41,12,3,155
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,5,0,3,0,6,6,0,0,0,12,0,0,5,0,8,5,9,0,0,16,4,3,0,0,10,9,6,0,0,21,15,10,0,0,28,6,8,0,0,17,0,6,0,0,12,0,7,0,0,7,4,11,0,0,12,10,9,0,0,19,0,0,0,0,0,66,68,20,0,160
UCL521017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,3,6,0,3,0,7,4,0,0,0,9,5,4,0,0,7,9,8,0,0,14,0,5,5,0,10,15,10,0,0,28,9,10,0,0,20,3,9,0,0,19,0,5,0,0,9,5,12,0,0,16,5,15,0,0,18,5,0,0,0,5,70,82,11,3,166
UCL521018,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,5,0,0,0,4,3,0,4,0,14,3,3,6,0,13,0,8,0,0,13,6,11,0,0,19,11,14,0,0,26,6,6,0,0,14,8,7,0,0,17,0,3,0,0,8,3,7,0,0,10,3,11,0,0,15,0,0,0,0,0,63,67,24,3,157
UCL521019,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,4,0,6,0,0,4,0,9,10,0,0,0,16,7,0,3,0,9,4,0,3,0,10,9,0,0,0,12,6,0,0,0,4,10,0,0,0,16,9,8,0,0,20,11,0,0,0,14,7,0,0,0,9,4,0,0,0,4,4,5,0,0,11,8,10,0,0,21,5,0,0,0,4,105,40,18,6,163
UCL521020,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,29,0,4,0,31,12,0,3,0,16,6,0,0,0,8,6,7,3,0,21,4,3,5,0,14,9,7,0,0,20,17,9,0,0,24,5,9,0,0,11,3,0,0,0,8,0,5,0,0,7,6,5,4,0,10,11,26,3,0,42,4,0,0,0,4,124,77,25,3,224
UCL521021,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,4,0,3,3,0,0,0,8,8,0,3,0,12,11,0,4,0,14,7,0,0,0,12,12,5,4,0,24,7,3,0,0,17,8,8,0,0,18,12,24,3,0,38,5,16,0,0,23,0,9,0,0,13,0,3,0,0,5,3,6,0,0,11,13,25,0,0,35,3,0,0,0,0,103,108,30,4,235
UCL521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,5,0,8,0,0,3,0,0,0,0,3,0,9,4,3,0,0,6,3,6,3,0,11,12,0,4,0,17,12,11,0,0,23,3,8,6,0,16,10,10,0,0,21,5,4,0,0,11,8,11,0,0,18,14,16,6,0,29,0,0,0,0,0,70,81,25,4,178
UCL521023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,4,7,0,0,0,9,0,0,0,0,3,8,4,0,0,13,5,3,0,0,13,0,4,3,0,5,4,0,0,0,8,10,13,0,0,19,4,8,0,0,15,7,8,0,0,12,0,7,0,0,7,3,8,0,0,17,0,7,0,0,8,0,0,0,0,0,60,65,11,0,142
UCL521024,0,0,0,0,0,0,0,5,0,5,0,0,22,0,22,0,0,6,0,12,10,12,13,0,31,5,8,10,6,21,8,7,9,3,31,4,10,19,3,34,0,5,11,5,22,3,4,5,0,12,0,0,4,0,8,5,5,7,0,11,7,11,3,0,25,9,6,4,0,17,7,0,0,0,14,3,0,0,0,5,6,3,6,0,15,4,12,24,8,53,0,8,10,0,21,74,102,156,21,347
UCL521025,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,13,0,0,0,13,8,0,3,0,11,3,3,6,0,12,5,0,0,0,7,0,4,0,0,8,3,0,0,0,9,15,8,5,0,23,5,8,0,0,13,14,6,0,0,15,3,4,0,0,10,9,19,0,0,33,9,8,8,0,25,5,0,0,0,8,101,71,28,0,197
UCL521026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,8,0,9,7,0,8,0,17,5,0,3,0,7,9,0,0,0,12,7,7,0,0,11,3,6,0,0,8,18,15,0,0,31,8,19,4,0,28,5,9,5,0,19,3,5,0,0,9,10,18,0,0,29,9,20,0,0,33,3,4,0,0,4,94,102,28,7,226
UCL521027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,0,3,5,0,0,0,5,0,4,0,0,10,5,0,0,0,3,7,0,0,0,10,10,9,7,0,21,8,3,0,0,10,3,11,0,0,12,5,3,0,0,6,10,9,0,0,26,6,9,0,0,15,0,0,0,0,0,60,52,18,8,137
UCL521028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,4,0,0,0,3,21,0,3,0,30,3,0,11,0,12,4,3,4,0,7,6,5,6,0,14,3,5,0,0,8,7,3,0,0,16,15,11,0,0,26,8,10,0,0,19,3,3,0,0,5,0,6,0,0,0,0,0,0,0,4,5,9,7,0,20,0,4,3,0,5,100,51,34,0,188
UCL521029,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,3,0,3,0,6,10,5,7,0,18,11,0,3,0,17,13,4,0,0,13,4,8,0,0,16,3,7,0,0,11,5,3,0,0,8,15,23,0,0,35,3,9,3,0,12,4,8,0,0,17,4,3,0,0,10,7,4,0,0,12,3,14,4,0,16,0,0,0,0,3,91,84,29,0,208
UCL521030,7,0,0,0,7,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,8,0,0,0,8,0,0,0,0,3,19,4,0,0,21,10,4,0,0,13,8,0,0,0,4,5,5,0,0,8,4,6,4,0,9,3,3,0,0,6,11,4,0,0,15,8,0,0,0,11,3,0,0,0,8,0,3,0,0,3,10,0,0,0,13,10,11,4,0,21,0,4,0,0,3,108,35,13,0,156
UCL521031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,14,0,0,0,0,3,4,3,3,0,7,4,0,0,0,7,3,6,0,0,9,0,0,0,0,4,0,3,0,0,8,0,3,0,0,6,8,4,0,0,8,0,0,0,0,3,3,4,3,0,8,6,8,0,0,14,3,0,0,0,3,52,32,24,0,109
UCL521032,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,7,0,6,3,6,5,0,7,0,0,0,0,4,3,5,0,0,17,0,0,0,5,10,0,3,3,0,4,0,0,3,0,5,4,3,0,0,6,0,3,0,0,3,8,4,0,0,16,0,0,0,0,5,7,0,0,0,12,0,4,0,0,3,4,0,0,0,4,8,6,4,0,15,3,3,3,0,8,54,40,37,11,144
UCL521033,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,4,9,0,3,0,8,0,0,0,0,4,4,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,5,0,0,9,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,0,3,0,0,6,0,0,0,0,0,37,18,15,0,67
UCL521034,3,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,12,0,0,0,16,8,0,5,0,12,11,0,0,0,10,9,4,3,0,9,10,6,0,0,12,0,12,4,0,12,11,13,3,0,18,11,9,0,0,22,6,15,0,0,15,6,6,0,0,13,10,15,0,0,26,5,14,5,0,27,0,0,0,0,0,96,93,33,0,225
UCL521035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,4,0,10,24,0,8,0,25,8,0,0,0,7,5,4,0,0,7,15,6,0,0,19,0,0,5,0,7,5,0,0,0,12,7,8,0,0,13,3,10,0,0,11,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,3,5,3,0,7,3,0,0,0,3,78,39,26,0,140
UCL521036,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,4,0,8,11,4,4,0,19,7,0,4,0,10,5,0,0,0,5,10,0,0,0,8,0,3,0,0,6,0,0,0,0,0,5,5,0,0,10,4,3,0,0,8,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,5,5,3,0,19,0,0,4,0,11,59,26,32,5,122
UCL521037,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,10,0,4,0,18,0,0,5,0,15,19,5,11,0,31,11,4,10,0,24,12,4,10,0,29,9,13,10,0,25,5,5,0,0,13,9,7,0,0,15,10,12,0,0,18,5,4,3,0,15,0,8,0,0,11,4,0,0,0,6,4,3,0,0,12,8,15,5,0,29,3,0,0,0,3,103,87,80,3,271
UCL521038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,5,0,0,0,4,30,0,3,0,28,9,3,9,0,16,8,6,3,0,16,3,3,0,0,10,4,6,0,0,14,3,3,0,0,10,6,5,0,0,20,11,9,0,0,14,6,3,0,0,3,3,7,0,0,4,4,0,0,0,6,12,14,0,0,24,0,0,0,0,0,101,56,25,3,184
UCL521039,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,0,4,0,8,13,0,0,0,13,8,4,3,0,11,10,5,4,0,22,10,0,0,0,17,0,6,0,0,8,6,8,0,0,15,9,8,0,0,16,8,15,0,0,29,4,7,0,0,13,0,5,0,0,5,10,15,0,0,22,14,20,5,0,39,0,0,0,0,4,112,94,25,0,230
UCL521040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,3,0,8,6,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,6,0,0,6,12,5,0,0,22,18,8,0,0,27,8,9,0,0,24,6,9,0,0,19,17,31,0,0,53,3,11,0,0,14,0,0,0,0,5,91,83,19,3,193
UCL521041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,4,0,3,0,0,3,0,5,0,0,4,0,0,0,0,0,0,7,0,0,6,4,7,0,0,12,0,0,0,0,0,7,23,3,0,36
UCL521042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,7,8,0,0,0,15,6,0,5,0,12,6,0,0,0,13,9,5,0,0,15,0,0,0,0,5,4,3,3,0,8,8,6,0,0,14,9,0,0,0,6,4,7,0,0,8,0,3,0,0,3,0,3,3,0,10,9,13,5,0,18,0,0,0,0,3,67,45,27,3,147
UCL521043,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,4,3,7,0,0,9,9,4,4,0,19,0,0,0,0,3,0,3,4,0,6,9,4,0,0,12,4,5,0,0,14,10,7,0,0,14,0,6,0,0,7,10,6,0,0,21,10,6,3,0,16,0,0,0,0,0,80,51,11,0,146
UCL521044,3,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,8,0,0,5,0,4,25,5,0,0,28,7,0,7,3,27,13,3,3,0,15,16,4,0,0,22,0,0,0,0,6,3,0,4,0,5,9,6,0,0,11,3,3,0,0,8,0,8,0,0,12,0,0,0,0,0,6,6,0,0,12,7,8,4,0,21,0,5,0,0,7,104,48,40,5,186
UCL521045,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,3,0,0,0,9,17,0,0,0,17,6,0,3,0,12,8,0,0,0,15,3,0,0,0,13,4,0,0,0,5,4,6,0,0,9,10,0,0,0,14,7,0,0,0,7,0,3,0,0,5,3,0,0,0,3,7,0,0,0,7,3,9,0,0,19,0,0,0,0,0,76,29,18,0,125
UCL521046,4,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,10,0,5,9,0,5,0,12,0,5,7,0,14,3,0,5,9,21,5,4,6,4,19,3,3,3,0,13,4,3,4,0,12,3,0,0,0,8,0,0,8,0,12,4,9,0,0,11,7,3,0,0,7,5,4,0,0,6,3,0,0,0,3,4,3,0,0,8,0,4,3,0,5,0,0,0,0,0,58,47,55,9,170
UCL521047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,4,0,0,0,8,11,0,3,0,20,10,0,0,0,9,0,0,3,0,3,5,5,0,0,4,10,6,0,0,13,12,5,5,0,17,5,0,0,0,10,0,4,0,0,4,4,0,0,0,6,4,8,0,0,10,0,0,0,0,3,68,35,20,0,118
UCL521048,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,9,3,0,3,0,9,24,0,7,0,33,18,3,6,0,32,9,0,6,0,19,8,4,7,0,25,9,0,0,0,13,7,8,0,0,11,9,0,5,0,22,8,3,0,0,10,4,3,0,0,7,0,3,0,0,3,3,6,0,0,12,10,11,8,0,24,0,0,0,0,6,128,52,56,8,244
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,9,0,0,4,0,5,8,9,9,3,15,0,4,6,0,14,3,3,4,0,13,4,7,3,0,12,0,3,5,0,6,0,4,0,0,7,3,5,0,0,7,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,0,0,0,0,0,0,7,0,0,7,7,0,0,0,5,34,46,41,3,131
UCL521050,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,6,0,10,0,7,12,4,3,0,26,6,0,4,0,11,8,0,6,0,17,7,0,4,0,11,0,5,0,0,5,0,9,0,0,11,6,11,0,0,23,5,0,0,0,6,13,5,0,0,15,3,0,0,0,8,6,6,0,0,10,6,7,0,0,22,0,0,0,0,0,82,54,41,4,179
UCL521051,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,6,0,10,6,0,4,0,18,4,3,13,0,27,9,7,3,0,20,6,4,0,0,17,6,9,0,0,14,10,3,0,0,16,6,9,3,0,14,7,10,4,0,24,10,9,0,0,20,3,3,0,0,8,3,12,0,0,14,0,14,0,0,21,0,0,0,0,3,87,88,58,4,228
UCL521052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,8,0,0,11,0,15,4,5,8,0,15,3,0,3,4,10,3,0,4,3,7,6,0,3,0,10,0,8,0,0,4,0,0,0,0,3,9,8,8,0,17,0,3,0,0,9,3,0,0,0,14,0,3,0,0,8,0,0,0,0,4,0,14,4,0,19,0,0,3,0,6,36,59,52,12,154
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,3,0,18,0,11,0,0,8,3,14,3,0,26,0,4,3,0,10,0,11,0,0,13,0,5,0,0,5,0,4,0,0,5,0,4,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,3,3,0,3,13,56,31,3,108
UCL522002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,0,3,0,11,5,0,0,0,7,3,0,0,0,3,4,0,3,0,4,6,0,0,0,5,0,0,0,0,0,0,0,0,0,7,4,0,0,0,6,3,0,0,0,7,0,0,0,0,5,3,0,0,0,3,3,6,0,0,10,0,0,0,0,0,48,19,10,0,75
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,3,0,0,3,0,5,0,6,0,0,4,0,0,4,0,4,0,0,3,0,7,0,5,0,0,6,0,0,0,0,3,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,5,3,9,0,14,11,34,29,3,83
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,6,7,3,3,16,0,4,3,5,10,0,9,12,0,24,0,4,0,0,3,0,4,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,30,29,8,72
UCL522005,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,7,0,3,0,0,9,0,9,3,0,7,0,0,4,0,5,0,0,0,0,0,0,4,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,8,0,0,0,0,0,4,35,26,0,68
UCL522006,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,8,9,0,0,0,10,0,0,0,0,9,6,0,0,0,3,0,3,0,0,3,4,4,0,0,9,6,10,4,0,21,5,3,0,0,3,0,9,0,0,11,0,3,0,0,5,4,21,0,0,24,3,12,0,0,19,0,0,0,0,0,52,67,10,6,131
UCL522007,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,8,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,6,0,0,47
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,9,0,0,5,0,3,7,0,0,0,0,6,5,0,0,11,4,0,0,0,3,0,0,0,0,4,0,4,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,3,0,0,0,0,0,28,14,11,0,57
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,4,6,0,10,3,0,3,0,7,4,4,0,0,9,0,6,0,0,5,0,0,0,0,3,9,4,0,0,16,0,7,0,0,9,5,6,0,0,6,0,5,0,0,4,3,4,0,0,8,5,8,3,0,17,0,0,0,0,3,36,39,22,0,99
UCL522010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,0,3,3,0,9,5,0,0,0,4,0,0,0,0,5,0,7,0,0,3,0,4,0,0,6,6,8,0,0,11,0,8,0,0,11,0,7,0,0,8,0,15,5,0,16,0,3,0,0,4,0,0,0,0,0,26,47,11,0,87
UCL522011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,8,3,0,0,0,8,0,4,0,0,3,9,0,0,0,11,5,6,0,0,12,8,3,0,0,11,6,0,0,0,7,6,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,47,20,4,0,74
UCL522012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,4,0,10,9,0,0,0,7,7,0,0,0,7,13,3,0,0,21,3,0,0,0,0,3,8,0,0,6,7,9,0,0,11,4,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,10,0,0,11,0,8,4,0,15,4,0,0,0,4,66,38,14,0,114
