UCL_CODE_2021,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_3499_15_19_yr,M_3000_3499_20_24_yr,M_3000_3499_25_34_yr,M_3000_3499_35_44_yr,M_3000_3499_45_54_yr,M_3000_3499_55_64_yr,M_3000_3499_65_74_yr,M_3000_3499_75_84_yr,M_3000_3499_85_yr_over,M_3000_3499_Tot,M_3500_more_15_19_yr,M_3500_more_20_24_yr,M_3500_more_25_34_yr,M_3500_more_35_44_yr,M_3500_more_45_54_yr,M_3500_more_55_64_yr,M_3500_more_65_74_yr,M_3500_more_75_84_yr,M_3500_more_85_yr_over,M_3500_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr_over,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,6,0,0,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,16,13,14,18,9,6,0,71,3,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,10
UCL522015,3,0,0,0,0,5,6,0,0,14,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,0,10,0,0,4,0,0,3,15,5,0,29,0,0,0,0,0,0,9,9,0,22,0,0,6,0,0,8,16,9,0,37,0,0,5,0,4,3,8,9,0,32,6,3,15,7,0,4,12,3,0,46,0,0,10,5,8,14,7,0,0,44,0,0,7,6,5,5,13,0,0,45,0,0,0,12,4,3,4,0,0,23,0,0,4,8,7,4,7,0,0,23,0,0,11,23,8,18,4,0,0,64,0,0,0,0,0,3,3,0,0,10,0,0,3,5,6,10,4,0,0,27,0,0,5,5,0,6,6,0,0,23,0,0,7,0,0,0,0,0,0,8,10,13,90,72,48,85,119,39,0,469,0,0,0,3,5,17,3,0,0,37,0,0,0,4,0,0,9,0,0,9
UCL522016,6,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,6,3,0,14,0,0,0,0,4,0,5,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,3,5,5,0,0,0,16,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,5,0,6,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,4,5,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,10,5,17,9,19,25,18,15,0,113,0,0,0,0,0,7,0,0,0,8,3,0,0,0,0,0,0,0,0,4
UCL522017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,8,3,3,23,0,0,0,0,0,9,11,3,0,24,0,0,0,0,5,0,9,0,0,11,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,4,0,0,0,8,0,3,3,4,0,7,0,0,0,22,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,4,0,0,0,6,0,0,0,6,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,3,7,12,19,18,34,39,20,3,151,0,0,3,0,0,9,5,0,0,21,0,0,0,0,0,0,0,0,0,3
UCL522018,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,4,5,0,15,0,0,0,0,0,0,15,5,0,16,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,0,0,0,6,0,0,3,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,5,5,4,0,0,30,0,0,0,0,0,0,0,0,0,0,5,4,14,4,17,34,48,20,0,141,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,4,0,0,0,5
UCL522019,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,6,3,3,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,0,0,5,0,0,0,4,0,3,0,0,0,6,0,0,0,0,3,6,0,0,0,10,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,17,3,19,14,4,9,77,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
UCL522020,11,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,0,17,0,3,9,0,4,3,0,0,0,24,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,7,21,20,14,26,16,3,0,114,6,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0
UCL522021,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,8,3,0,10,0,0,0,0,0,0,7,3,0,11,0,0,0,0,4,0,6,3,0,12,0,0,0,0,0,0,4,0,0,11,0,3,0,5,4,4,0,0,0,16,0,0,0,0,4,6,0,0,0,15,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,3,5,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,8,12,9,23,26,19,33,18,0,148,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
UCL522022,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,6,0,0,0,11,0,0,3,8,9,3,0,5,0,20,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,5,0,17,0,0,0,0,0,0,0,0,0,0,3,0,13,14,18,25,18,14,0,99,0,0,0,0,0,3,0,0,0,7,5,0,0,0,0,0,4,0,0,7
UCL522023,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,11,0,0,5,0,3,3,6,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,4,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,5,0,0,0,6,0,0,0,0,5,5,0,0,0,7,0,0,5,0,0,0,0,0,0,7,0,0,0,5,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,4,3,6,4,0,0,20,0,0,0,0,0,0,0,0,0,0,3,5,18,14,22,35,26,11,9,140,0,0,3,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7
UCL522024,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,10,0,0,0,0,0,0,10,4,0,18,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,5,4,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,8,19,31,22,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
UCL522025,4,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,4,11,8,0,22,0,3,0,0,0,3,5,4,0,15,0,0,0,0,0,0,0,0,5,15,0,0,4,5,0,6,3,0,0,18,0,0,4,8,0,0,7,6,0,20,0,7,5,0,3,0,3,0,0,16,0,0,5,5,3,5,0,0,0,13,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,4,10,5,5,7,0,33,0,0,0,0,0,0,0,0,0,0,12,13,16,22,23,37,51,24,9,207,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4
UCL522026,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,7,6,0,18,0,0,0,0,0,0,9,6,0,23,0,0,0,0,0,0,4,9,0,17,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,0,0,9,0,0,4,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,34,47,32,3,138,0,0,0,0,0,0,3,5,0,11,0,0,0,5,0,0,0,0,0,4
UCL522027,3,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,0,0,0,0,3,8,0,5,0,17,0,0,0,0,0,3,4,9,0,25,0,0,0,0,0,0,6,3,0,10,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,0,0,0,6,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,6,0,0,5,7,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,3,16,28,25,37,28,15,5,166,4,0,0,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0
UCL522028,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,10,0,0,0,3,0,0,3,0,0,15,0,0,5,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,16,10,4,12,23,13,0,77,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,0,0,8
UCL522029,4,0,0,0,0,0,4,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,3,4,0,12,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,0,7,0,0,0,0,3,0,5,0,0,11,0,0,5,3,0,0,0,0,0,14,0,0,0,4,4,0,3,0,0,12,0,0,0,9,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,6,23,25,18,15,23,10,0,138,0,0,4,0,0,4,5,0,0,19,5,0,0,0,0,0,0,0,0,11
UCL522030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,0,3,4,4,0,5,0,0,0,15,0,0,4,0,3,0,0,0,0,9,0,4,0,3,0,0,0,0,0,14,0,0,4,3,0,0,0,0,0,10,0,0,0,6,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,3,0,0,0,18,0,0,6,0,0,0,0,0,0,7,0,5,21,25,18,31,8,5,0,125,0,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL522031,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,9,17,11,7,5,0,0,0,50,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,14,8,20,16,17,13,0,0,0,89,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL522032,11,0,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,4,6,7,11,3,0,0,0,0,37,0,6,3,7,4,3,3,0,0,27,0,0,3,3,0,0,0,0,0,14,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,10,0,0,0,0,0,0,0,0,0,0,19,20,22,25,17,20,15,0,0,135,13,0,4,0,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,7
UCL522033,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,15,0,0,3,0,5,5,12,10,0,39,0,0,0,0,0,4,12,13,0,26,0,0,0,0,3,5,5,0,0,9,0,3,0,0,3,0,5,3,0,15,0,0,3,0,4,9,6,0,0,15,0,0,3,0,9,0,3,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,6,0,20,0,0,0,0,0,0,0,0,0,0,10,3,21,11,25,37,48,26,5,188,3,0,0,0,0,4,7,0,0,17,0,0,0,0,0,3,0,0,0,3
UCL522034,4,3,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,11,4,3,11,7,0,3,5,0,0,36,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,23,17,5,14,5,0,0,81,4,0,0,0,0,0,0,0,0,6,4,0,0,5,0,6,0,0,0,11
UCL522035,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,7,0,0,15,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,5,0,0,0,9,0,0,0,0,0,5,0,0,0,9,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,5,0,12,7,19,29,20,3,4,96,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,6,0,0,0,5,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,10,0,0,6,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,4,13,9,24,15,31,10,3,103,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4
UCL522037,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,18,0,0,0,0,3,4,0,0,0,10,0,0,0,4,5,3,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,3,13,21,22,22,20,16,4,114,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,9
UCL522038,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,5,0,7,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,0,0,0,0,10,0,5,0,5,0,5,0,0,0,20,6,4,5,5,5,5,0,0,0,36,0,0,10,0,5,3,4,0,0,18,0,0,10,0,0,4,0,0,0,22,0,0,0,0,5,8,0,0,0,12,0,0,6,5,7,7,4,0,0,31,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,15,38,23,37,32,19,12,0,204,5,3,0,9,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3
UCL522039,8,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,5,7,5,12,0,0,0,24,0,4,0,3,0,0,5,0,0,15,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,8,0,3,3,0,0,0,0,0,0,12,0,0,0,0,3,7,0,0,0,13,0,3,0,0,0,4,3,0,0,6,0,0,9,7,7,13,5,0,0,35,0,0,3,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,9,0,3,13,3,5,10,4,5,0,39,0,0,0,0,0,0,0,0,0,0,12,12,43,29,31,51,27,7,0,215,3,0,6,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3
UCL522040,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,11,0,0,0,0,3,0,5,5,0,14,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,5,0,0,0,5,0,4,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,7,5,19,28,32,14,0,107,0,0,0,0,3,4,0,0,0,13,0,0,0,0,0,0,6,0,0,6
