UCL_CODE_2021,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_3499_15_19_yr,M_3000_3499_20_24_yr,M_3000_3499_25_34_yr,M_3000_3499_35_44_yr,M_3000_3499_45_54_yr,M_3000_3499_55_64_yr,M_3000_3499_65_74_yr,M_3000_3499_75_84_yr,M_3000_3499_85_yr_over,M_3000_3499_Tot,M_3500_more_15_19_yr,M_3500_more_20_24_yr,M_3500_more_25_34_yr,M_3500_more_35_44_yr,M_3500_more_45_54_yr,M_3500_more_55_64_yr,M_3500_more_65_74_yr,M_3500_more_75_84_yr,M_3500_more_85_yr_over,M_3500_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr_over,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot
UCL515023,20,3,3,3,0,4,3,0,0,47,12,0,0,0,5,0,7,0,3,28,5,6,6,11,6,8,10,3,0,51,0,4,0,0,8,8,19,21,8,71,5,0,3,5,8,8,19,7,8,68,5,4,12,7,3,6,17,5,0,61,4,13,7,5,5,10,10,4,0,60,0,9,16,3,18,13,6,0,0,72,0,14,17,11,18,17,10,0,0,82,0,6,11,16,13,13,7,0,0,73,0,4,17,12,14,6,5,0,0,64,0,0,14,11,15,16,4,0,0,63,0,6,31,22,25,27,8,0,0,110,0,0,0,11,3,3,3,0,0,21,0,0,4,7,9,6,0,0,0,22,13,18,29,24,19,25,20,11,0,155,0,0,0,0,0,0,0,0,0,0,63,96,176,139,170,166,154,60,20,1048,8,7,11,9,3,21,10,0,4,78,18,4,6,0,0,0,0,0,0,34
UCL515024,21,4,0,5,5,0,3,3,0,43,9,0,0,0,0,6,0,0,0,17,0,0,0,0,3,0,10,4,0,27,0,0,4,7,9,6,7,11,3,44,0,4,8,3,6,6,15,8,0,46,0,5,4,4,3,0,9,10,3,29,3,3,0,0,6,5,6,5,0,30,0,14,6,0,6,12,6,0,0,43,0,5,15,4,8,12,12,0,0,57,0,0,12,4,3,10,3,0,0,38,0,0,10,9,7,24,4,0,0,58,0,0,9,4,6,7,0,0,0,28,0,0,10,9,14,10,7,0,0,51,0,0,0,3,0,6,0,0,0,10,0,0,0,4,0,0,0,0,0,6,10,16,21,11,14,22,18,7,4,118,0,20,26,9,0,0,0,0,0,51,51,69,126,85,85,130,97,51,12,707,15,4,4,0,3,7,4,0,0,50,5,3,4,0,3,3,0,0,0,21
UCL515025,32,0,0,0,0,4,4,0,0,45,8,0,0,0,0,8,4,0,0,16,3,0,0,6,3,3,10,0,0,30,0,0,3,4,0,12,19,17,6,68,4,3,8,0,3,16,26,14,4,74,7,3,4,4,6,0,14,9,0,51,3,4,8,8,3,4,0,4,0,45,3,3,6,16,10,11,16,0,4,64,0,6,18,10,14,19,5,0,0,75,0,3,10,8,8,5,3,0,0,38,0,3,10,4,7,9,0,0,0,32,0,0,3,5,6,5,0,0,0,19,0,0,9,7,15,4,3,0,0,35,0,0,0,0,0,3,0,0,0,12,0,0,0,0,3,4,0,0,0,11,10,5,4,10,11,12,12,12,12,100,0,0,0,0,0,0,0,0,0,0,69,40,79,85,108,119,109,59,35,701,23,0,3,7,8,14,7,3,0,70,7,0,6,0,3,5,0,0,0,22
UCL515026,25,3,4,3,4,8,5,0,4,51,6,3,0,0,0,0,0,0,0,15,5,5,0,0,3,6,7,0,0,25,0,3,0,0,0,3,17,9,8,47,5,0,5,0,3,3,7,0,0,28,0,4,3,5,3,3,11,0,0,36,0,7,4,4,0,8,4,3,0,35,6,7,14,11,7,6,0,0,0,53,0,13,31,12,20,13,10,3,0,106,0,10,21,9,14,12,4,0,0,78,0,3,20,14,7,11,0,0,0,64,0,0,22,17,13,12,3,0,0,62,0,5,39,25,24,14,0,0,0,105,0,4,0,4,5,7,0,0,0,19,0,0,0,3,8,3,0,0,0,21,0,3,17,6,0,6,4,0,0,48,0,0,0,0,0,0,0,0,0,0,55,77,186,124,119,116,88,27,11,804,35,7,11,18,10,17,14,0,0,108,15,6,10,0,9,7,0,0,0,43
UCL515027,56,10,9,3,3,14,7,3,0,103,16,4,0,0,5,0,6,5,0,32,3,12,6,9,7,8,13,7,3,71,3,6,5,13,19,12,32,18,5,110,3,4,9,6,9,12,34,26,14,125,4,7,10,3,20,11,23,14,7,100,8,16,20,9,11,18,13,4,3,109,8,21,19,15,12,16,10,0,4,109,0,13,36,30,25,27,24,9,0,157,0,3,21,19,15,10,12,0,0,79,0,7,28,20,22,16,5,5,0,94,0,4,10,11,17,11,0,0,0,56,0,4,24,13,23,31,7,0,0,109,0,0,3,0,11,0,3,0,0,26,0,0,3,6,9,4,11,0,0,32,16,15,27,24,29,29,22,15,16,191,0,0,5,0,0,0,0,0,0,9,123,122,240,182,240,223,217,110,51,1514,50,9,13,13,12,23,12,3,0,129,22,0,4,3,3,6,3,0,0,48
UCL515028,22,3,8,4,0,5,10,0,0,57,14,0,0,0,5,0,0,0,0,22,16,0,0,4,0,0,0,3,0,32,8,3,0,0,0,4,7,0,0,18,0,3,0,0,0,3,4,0,0,15,0,5,0,0,0,0,3,5,0,22,0,6,6,3,0,0,3,0,0,28,9,7,11,0,3,6,4,0,0,43,8,14,21,6,12,15,4,0,0,83,0,17,23,15,19,7,4,3,0,101,0,19,47,27,37,22,7,0,0,148,0,10,51,49,50,34,4,0,0,202,0,14,138,146,132,82,19,0,0,532,0,0,50,72,75,51,9,0,0,247,0,5,58,84,75,52,6,0,0,286,22,15,78,70,73,35,21,3,0,307,0,0,0,5,7,0,0,0,0,16,104,121,516,491,482,316,97,14,0,2148,25,16,37,32,18,22,8,0,0,155,15,0,9,3,3,0,0,0,0,33
UCL515029,10,8,0,4,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,15,3,3,5,7,5,5,0,0,0,30,0,7,8,0,9,9,4,0,0,29,0,4,6,17,12,13,0,0,0,51,0,5,50,58,53,37,8,0,0,207,0,6,18,29,32,14,0,0,0,100,0,0,21,34,24,15,4,0,0,85,12,17,66,93,83,55,6,4,4,343,0,0,0,0,0,3,0,0,0,6,31,51,188,249,225,155,29,8,3,935,12,8,16,9,3,0,0,0,0,48,4,3,0,3,0,0,0,0,0,11
UCL515030,46,4,4,0,5,10,11,3,0,85,18,7,0,0,0,4,7,3,0,45,9,4,6,6,5,13,16,12,0,72,9,5,10,8,14,21,43,43,21,173,8,3,6,4,12,23,33,20,11,114,8,5,12,0,9,15,25,18,8,98,5,14,13,8,3,9,9,14,5,78,5,7,13,7,4,12,9,5,0,69,0,12,18,22,9,21,8,4,0,95,0,4,11,8,13,6,8,5,0,55,0,0,11,22,18,14,8,0,0,76,0,6,10,22,27,17,6,0,0,84,0,5,19,43,52,36,4,0,0,158,0,0,7,14,3,3,0,0,0,40,0,0,7,10,9,4,3,0,0,30,16,7,7,13,16,13,15,25,16,129,0,0,0,0,0,0,0,0,0,0,117,86,160,183,199,219,223,154,60,1404,49,7,25,26,19,38,23,7,0,186,31,0,4,8,4,13,10,3,0,71
UCL515031,35,3,3,0,4,11,12,3,0,71,18,0,0,0,0,9,10,0,0,30,0,4,0,3,8,10,15,6,0,45,3,3,3,0,0,13,61,37,6,139,4,0,0,0,3,24,34,24,10,106,3,3,9,3,12,10,34,19,5,98,0,0,0,4,5,11,18,15,4,60,0,5,5,7,6,10,18,6,0,66,0,4,11,14,10,19,15,7,0,85,0,0,11,10,9,18,6,3,0,58,0,8,14,16,15,6,9,3,0,70,0,4,8,13,15,19,3,0,0,66,0,0,16,27,25,29,8,5,0,122,0,0,3,10,12,12,0,0,0,36,0,0,3,15,12,9,6,0,0,50,14,4,23,26,24,34,38,25,11,203,0,0,0,0,0,0,0,0,0,0,80,43,122,150,169,241,306,159,37,1303,14,0,14,7,9,30,15,4,0,102,11,0,0,7,0,6,8,3,0,43
UCL515032,25,0,5,3,0,6,0,0,0,38,5,0,0,0,0,0,5,0,0,18,4,3,0,0,0,4,3,5,0,18,0,0,0,0,0,5,11,7,0,24,5,3,5,0,0,0,8,6,0,20,3,0,0,0,4,3,4,0,0,23,0,9,0,3,3,0,8,0,0,26,3,13,0,4,10,8,4,0,0,33,3,0,6,0,12,12,0,0,0,40,0,0,3,7,9,9,5,0,0,35,0,3,12,9,19,11,0,0,0,51,0,0,3,7,6,7,0,0,0,22,0,0,9,18,34,19,0,0,0,81,0,0,7,8,9,5,0,0,0,33,0,0,6,8,5,5,0,0,0,31,12,3,8,0,4,8,6,0,0,43,0,0,0,0,0,0,0,0,0,0,59,42,75,72,121,90,58,17,6,540,22,4,8,13,9,18,4,0,0,83,4,0,3,0,4,0,0,0,0,18
UCL515033,21,3,0,6,0,0,4,0,0,37,17,0,0,0,0,4,0,0,0,24,7,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,7,0,3,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,14,4,0,0,5,4,3,0,0,0,25,3,3,3,5,5,5,0,0,0,26,0,8,8,8,6,5,0,0,0,36,0,0,10,15,4,12,0,0,0,56,0,0,24,26,14,15,0,0,0,82,0,7,91,113,83,60,11,0,0,366,0,7,39,58,40,19,3,0,0,168,0,0,23,55,40,19,3,0,0,145,18,6,40,69,55,45,7,9,0,245,0,0,0,0,4,0,3,0,0,13,74,61,249,363,266,198,47,13,6,1279,18,5,40,18,13,9,4,0,0,111,0,4,9,6,5,0,0,0,0,28
UCL515034,40,11,5,0,8,9,12,3,0,99,15,0,0,4,0,0,3,0,0,27,3,7,4,10,4,11,6,9,0,55,0,7,10,3,5,17,26,27,3,96,0,0,0,3,11,8,26,16,0,65,0,9,3,0,7,9,12,0,0,45,0,7,9,8,5,11,16,8,3,70,4,7,17,8,16,12,14,3,6,85,0,3,23,15,13,26,5,3,0,91,0,0,19,16,20,11,0,0,0,61,0,3,17,5,15,19,7,0,0,63,0,0,18,11,21,9,0,0,0,58,0,3,21,29,21,14,4,3,0,95,0,0,6,8,9,7,0,0,0,27,0,0,7,4,20,0,0,0,0,32,7,3,9,17,11,5,9,6,0,58,0,0,6,0,0,0,0,0,0,6,73,61,158,139,183,170,147,76,16,1024,30,3,19,28,20,35,12,4,4,154,7,5,4,8,6,10,3,3,0,46
UCL515035,12,0,0,0,0,4,5,3,0,26,7,0,0,3,0,0,5,7,0,13,0,4,0,8,4,9,7,3,3,29,0,0,0,0,0,6,18,18,3,44,0,0,0,5,3,12,12,15,3,52,0,6,0,0,3,3,13,4,4,39,0,0,4,0,0,4,5,3,0,19,0,0,6,8,4,10,5,7,0,38,0,3,13,13,4,18,5,0,0,57,0,0,9,4,0,9,0,0,0,29,0,5,4,7,4,6,4,0,0,27,0,0,5,4,4,3,3,0,0,23,0,0,10,5,11,7,5,0,0,34,0,0,0,5,4,0,0,0,0,8,0,0,0,0,0,5,0,0,0,7,5,3,9,8,7,6,10,7,5,55,0,0,0,0,0,0,0,0,0,0,24,28,63,67,55,101,96,69,16,515,12,4,5,0,3,9,3,3,6,42,0,0,0,4,0,0,5,0,0,19
UCL515036,25,3,9,3,8,3,3,0,0,51,11,0,0,0,0,3,3,0,0,21,0,0,3,0,0,4,6,3,3,27,0,0,3,9,0,15,32,26,8,105,4,3,5,3,9,11,16,19,5,72,8,6,0,0,0,4,19,9,4,51,5,3,7,6,3,4,8,4,0,43,0,13,4,0,11,8,10,4,4,52,0,8,11,4,5,10,6,7,0,52,0,3,10,11,12,8,9,0,0,49,0,4,15,11,9,9,3,0,0,50,0,0,4,3,16,8,8,0,0,55,0,0,19,32,28,37,3,0,0,118,0,0,7,6,9,9,0,0,0,26,0,3,4,4,4,3,4,0,0,16,3,5,6,8,12,14,14,11,10,83,0,0,0,0,0,0,0,0,0,0,55,55,97,104,124,157,151,87,38,871,25,0,22,13,8,26,23,6,0,125,9,4,7,0,5,6,5,0,3,37
UCL515037,21,3,0,0,0,0,5,0,0,36,13,0,0,0,6,0,0,0,0,23,7,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,5,8,0,18,0,0,0,0,3,3,3,0,0,11,3,3,0,0,0,5,0,0,0,11,5,0,0,0,0,0,0,0,0,9,4,0,4,6,0,4,4,0,0,17,0,5,7,5,12,7,0,0,0,38,4,6,12,7,5,0,3,0,0,36,0,4,18,15,17,16,0,0,0,74,0,4,26,17,13,15,0,0,0,83,5,13,81,82,58,37,0,0,0,270,0,0,33,34,20,16,3,0,0,113,0,0,21,67,33,28,5,0,0,155,19,15,94,88,58,62,15,0,0,356,0,0,0,0,0,0,0,0,0,5,74,69,312,323,225,193,51,6,0,1258,13,8,7,10,12,6,6,0,0,67,9,0,3,4,0,0,0,0,0,28
UCL515038,16,0,7,5,3,10,18,11,0,77,10,4,0,0,0,4,3,0,0,20,9,3,0,3,5,3,9,11,0,49,0,0,3,0,4,8,45,28,11,111,0,4,3,4,11,9,34,27,11,99,9,0,6,9,9,15,21,14,0,77,4,7,4,7,3,7,18,14,8,67,0,4,6,9,6,14,13,8,3,63,0,4,12,5,10,19,12,3,0,58,0,3,8,7,10,20,7,5,0,60,0,3,13,6,20,7,11,4,0,72,0,0,9,0,15,14,4,0,0,39,0,0,12,21,18,24,9,0,0,82,0,0,0,7,0,6,0,0,0,15,0,0,0,5,5,6,0,0,0,15,9,3,9,15,18,19,18,15,6,114,0,0,0,0,0,0,0,0,0,0,56,30,97,97,135,188,227,140,46,1014,13,5,3,7,20,15,19,5,4,86,10,0,4,3,4,13,10,0,0,38
UCL521001,5,0,0,0,0,4,0,0,0,17,12,0,0,0,0,0,0,0,0,11,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,3,7,0,0,12,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,4,6,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,11,0,0,4,0,6,4,3,0,0,18,0,0,0,0,5,0,3,0,0,12,0,0,0,4,3,3,7,0,0,12,0,0,3,3,4,0,0,0,0,14,0,0,5,14,13,8,0,0,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,9,19,24,43,43,27,8,3,203,3,4,0,5,0,8,6,0,0,28,0,0,0,3,0,3,0,0,0,8
UCL521002,7,0,0,0,0,0,10,0,0,24,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,14,0,0,0,0,0,3,18,13,0,37,0,0,0,3,0,4,13,8,0,34,0,0,0,0,3,8,4,0,0,18,0,0,0,0,3,0,10,0,0,13,4,0,3,4,0,0,0,0,0,17,0,0,5,4,8,0,0,3,0,24,0,0,5,10,5,3,3,0,0,21,0,0,4,6,5,5,0,0,0,16,0,0,4,0,0,5,0,0,0,6,0,0,6,11,10,4,0,0,0,32,0,0,3,0,0,4,0,0,0,13,0,0,0,6,5,0,0,0,0,6,4,0,0,11,4,4,9,0,0,24,0,0,0,0,0,0,0,0,0,0,20,10,29,49,44,48,71,23,3,304,11,0,7,0,8,9,9,0,0,45,3,0,0,0,3,3,0,0,0,12
UCL521003,5,3,3,3,0,0,6,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,4,0,15,0,4,8,0,0,8,19,13,3,58,0,0,3,0,3,5,17,17,0,42,0,0,6,0,0,4,10,3,0,29,0,0,3,0,5,8,11,6,0,30,0,0,3,3,3,8,3,6,5,29,0,0,3,5,4,4,0,0,3,27,0,0,0,0,0,5,3,0,0,12,0,0,0,4,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,3,7,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,5,3,6,4,10,7,0,39,0,0,0,0,0,0,0,0,0,0,17,13,30,36,39,56,90,59,21,367,5,0,4,4,5,7,3,4,0,37,5,0,0,0,4,4,0,0,0,13
UCL521004,15,4,0,0,3,0,0,0,0,22,0,0,0,4,0,3,0,0,0,12,7,14,22,7,3,4,0,0,0,59,0,11,11,9,6,3,4,0,0,42,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,22,28,44,34,28,16,7,4,0,194,16,8,4,0,0,0,0,0,0,26,3,0,8,3,3,0,0,0,0,22
UCL521005,10,0,0,3,0,5,8,0,0,30,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,3,10,0,0,18,0,0,0,4,0,6,9,7,0,26,0,0,5,0,3,4,5,4,0,25,0,4,4,0,0,5,7,6,0,21,0,3,0,3,9,8,5,0,0,27,0,0,0,4,4,0,0,0,0,15,0,6,6,0,3,4,4,0,0,23,0,0,3,3,4,4,0,0,0,22,0,0,7,3,0,3,3,0,0,24,0,3,7,0,5,8,0,0,0,25,0,0,14,24,20,20,0,0,0,79,0,0,0,5,7,3,0,0,0,22,0,0,3,0,5,3,6,0,0,17,4,0,13,3,10,11,4,0,0,43,0,0,0,0,0,0,0,0,0,0,15,21,63,65,73,89,67,28,3,429,11,0,14,9,3,6,12,0,0,51,0,0,5,4,3,3,3,0,0,14
UCL521006,5,0,3,0,0,0,0,0,0,11,6,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,10,3,0,12,0,0,0,0,0,12,12,8,3,35,4,0,0,0,0,5,4,4,0,13,4,0,0,0,0,3,6,3,0,14,4,5,0,5,0,5,8,5,0,25,0,3,3,0,4,5,0,4,0,19,0,4,5,0,3,5,0,0,0,27,0,7,4,5,4,7,4,0,0,20,0,0,4,0,0,15,0,0,0,29,0,0,5,11,7,3,0,0,0,24,0,0,4,13,12,9,0,0,0,37,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,4,6,6,6,3,5,0,27,0,0,0,0,0,0,0,0,0,0,17,19,32,45,46,73,53,32,5,313,8,0,5,6,3,9,0,0,0,29,9,0,0,0,0,0,3,0,0,13
UCL521007,8,0,0,0,0,6,0,0,0,16,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,4,0,0,6,0,0,0,3,0,8,10,4,3,23,0,0,0,0,0,4,10,3,4,27,0,0,0,0,0,0,3,3,0,10,0,0,0,0,4,0,3,0,5,10,0,0,0,3,0,4,3,0,0,20,0,0,5,4,0,7,3,0,0,14,0,4,4,3,0,6,0,3,0,13,0,0,0,3,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,5,5,0,21,0,0,0,0,0,0,0,0,0,0,8,13,20,19,30,44,41,22,7,207,8,0,0,0,0,4,0,0,0,18,0,3,0,0,0,3,6,0,0,7
UCL521008,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,7,0,3,3,0,0,0,0,16,0,0,0,0,6,6,7,11,8,38,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,4,4,5,12,0,3,5,0,0,4,3,0,0,16,0,0,3,0,3,0,0,0,0,14,0,0,0,0,0,5,0,0,0,10,0,0,7,0,3,0,0,0,0,17,0,0,0,3,3,0,0,0,0,8,0,0,3,0,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,4,9,8,3,0,0,37,0,0,0,0,0,0,0,0,0,0,6,17,18,31,35,45,38,25,13,220,7,0,0,0,0,4,3,0,0,16,0,0,0,0,0,0,6,3,0,8
UCL521009,4,0,0,0,0,0,4,0,4,16,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,10,0,0,4,0,0,0,9,6,0,22,0,0,0,0,0,4,11,4,0,21,0,0,0,0,0,0,0,5,0,11,4,0,4,0,0,0,0,0,0,9,0,4,0,3,0,3,0,0,0,22,0,5,0,4,3,8,8,0,0,19,0,0,5,3,3,5,0,0,0,16,0,0,4,11,0,4,5,0,0,22,0,0,4,0,0,3,0,0,0,13,0,0,3,6,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,5,3,6,7,8,9,8,6,0,61,0,0,0,0,0,0,0,0,0,0,18,15,40,38,38,41,56,25,11,276,5,0,3,0,0,5,4,4,0,18,0,0,4,0,0,0,0,0,0,7
UCL521010,9,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,4,0,5,18,5,0,6,0,3,5,9,12,4,45,0,0,0,0,3,0,7,8,0,22,4,3,6,0,3,0,3,4,0,21,3,0,4,4,0,0,3,0,0,12,0,6,6,0,9,0,0,0,0,15,0,9,5,5,6,4,3,5,0,29,0,5,5,5,5,4,0,0,0,20,0,0,6,4,0,3,5,0,0,19,0,0,0,0,8,3,0,0,0,13,0,0,6,6,9,5,0,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,5,0,5,4,3,6,8,4,0,30,0,0,0,0,0,0,0,0,0,0,34,24,45,35,46,43,43,27,7,303,9,3,7,4,9,3,5,0,0,42,3,0,0,0,0,0,0,0,0,11
UCL521011,5,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,4,0,6,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,17,0,3,5,3,0,0,0,0,0,18,0,3,7,0,5,5,0,0,0,19,0,0,4,6,7,5,0,0,0,18,0,0,0,8,3,0,0,0,0,16,0,0,11,20,18,3,0,0,0,51,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,16,27,45,37,27,18,11,0,199,11,0,13,3,3,8,4,0,0,38,4,0,0,0,0,3,0,0,0,8
