SAL_CODE_2021,One_f_h_N_pe_UR_One_ATSIF,One_f_h_N_pe_UR_Two_ATSIF,One_f_h_N_pe_UR_Three_ATSIF,One_f_h_N_pe_UR_Four_ATSIF,One_f_h_N_pe_UR_Five_ATSIF,One_f_h_N_pe_UR_Six_m_ATSIF,One_f_h_Tot_ATSIF,Two_f_h_N_pe_UR_One_ATSIF,Two_f_h_N_pe_UR_Two_ATSIF,Two_f_h_N_pe_UR_Three_ATSIF,Two_f_h_N_pe_UR_Four_ATSIF,Two_f_h_N_pe_UR_Five_ATSIF,Two_f_h_N_pe_UR_Six_m_ATSIF,Two_f_h_Tot_ATSIF,Thr_m_f_h_N_pe_UR_One_ATSIF,Thr_m_f_h_N_pe_UR_Two_ATSIF,Thr_m_f_h_N_pe_UR_Three_ATSIF,Thr_m_f_h_N_pe_UR_Four_ATSIF,Thr_m_f_h_N_pe_UR_Five_ATSIF,Thr_m_f_h_N_pe_UR_Six_m_ATSIF,Thr_m_f_h_Tot_ATSIF,Tot_N_pe_UR_One_ATSIF,Tot_N_pe_UR_Two_ATSIF,Tot_N_pe_UR_Three_ATSIF,Tot_N_pe_UR_Four_ATSIF,Tot_N_pe_UR_Five_ATSIF,Tot_N_pe_UR_Six_m_ATSIF,Tot_Tot_ATSIF,One_f_h_N_pe_UR_One_Oth_f,One_f_h_N_pe_UR_Two_Oth_f,One_f_h_N_pe_UR_Three_Oth_f,One_f_h_N_pe_UR_Four_Oth_f,One_f_h_N_pe_UR_Five_Oth_f,One_f_h_N_pe_UR_Six_m_Oth_f,One_f_h_Tot_Oth_f,Two_f_h_N_pe_UR_One_Oth_f,Two_f_h_N_pe_UR_Two_Oth_f,Two_f_h_N_pe_UR_Three_Oth_f,Two_f_h_N_pe_UR_Four_Oth_f,Two_f_h_N_pe_UR_Five_Oth_f,Two_f_h_N_pe_UR_Six_m_Oth_f,Two_f_h_Tot_Oth_f,Thr_m_f_h_N_pe_UR_One_Oth_f,Thr_m_f_h_N_pe_UR_Two_Oth_f,Thr_m_f_h_N_pe_UR_Three_Oth_f,Thr_m_f_h_N_pe_UR_Four_Oth_f,Thr_m_f_h_N_pe_UR_Five_Oth_f,Thr_m_f_h_N_pe_UR_Six_m_Oth_f,Thr_m_f_h_Tot_Oth_f,Tot_N_pe_UR_One_Oth_f,Tot_N_pe_UR_Two_Oth_f,Tot_N_pe_UR_Three_Oth_f,Tot_N_pe_UR_Four_Oth_f,Tot_N_pe_UR_Five_Oth_f,Tot_N_pe_UR_Six_m_Oth_f,Tot_Tot_Oth_f
SAL50452,..,15,8,6,5,0,42,..,..,..,0,0,0,3,..,..,..,..,..,3,3,..,15,8,6,11,4,49,..,628,190,147,54,12,1033,..,..,..,13,5,8,25,..,..,..,..,..,0,0,..,628,190,162,59,23,1052
SAL50453,..,13,9,4,0,0,30,..,..,..,0,0,6,6,..,..,..,..,..,0,0,..,13,9,4,0,0,34,..,507,387,374,139,98,1506,..,..,..,18,20,56,92,..,..,..,..,..,21,21,..,507,387,389,164,176,1623
SAL50454,..,9,0,10,3,7,27,..,..,..,0,6,9,9,..,..,..,..,..,5,5,..,9,0,7,6,12,45,..,75,20,33,9,3,149,..,..,..,3,0,0,4,..,..,..,..,..,0,0,..,75,20,37,9,4,151
SAL50455,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,0,0,0,8
SAL50456,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50457,..,6,9,3,0,0,24,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,9,3,0,0,24,..,891,404,496,169,36,2002,..,..,..,13,10,13,37,..,..,..,..,..,0,0,..,891,404,517,180,55,2044
SAL50458,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,5,8
SAL50459,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,0,0,0,0,12,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,0,0,0,12
SAL50460,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50461,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,0,0,0,6
SAL50462,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,7,0,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,7,0,0,0,11
SAL50463,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,6
SAL50464,..,25,4,3,0,0,34,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,25,4,3,0,0,34,..,1953,537,216,49,12,2770,..,..,..,11,4,11,29,..,..,..,..,..,0,0,..,1953,537,225,60,23,2794
SAL50465,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,31,17,8,8,0,61,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,31,17,8,8,0,61
SAL50466,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,5
SAL50467,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3,..,46,5,0,0,0,48,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,46,5,0,0,0,48
SAL50468,..,35,17,9,6,10,76,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,35,17,9,6,9,79,..,1267,586,535,125,52,2566,..,..,..,16,6,25,48,..,..,..,..,..,0,0,..,1267,586,549,131,82,2614
SAL50469,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,6,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,6,0,0,0,3
SAL50470,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,3,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,3,0,7
SAL50471,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,19,10,0,4,0,36,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,19,10,0,4,0,36
SAL50472,..,28,28,30,16,14,114,..,..,..,7,0,6,14,..,..,..,..,..,0,0,..,28,28,36,16,18,126,..,1086,465,379,174,56,2163,..,..,..,37,15,17,68,..,..,..,..,..,4,4,..,1086,465,410,194,86,2241
SAL50473,..,4,12,6,5,5,35,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,12,6,5,5,35,..,443,227,169,71,30,940,..,..,..,12,7,10,31,..,..,..,..,..,0,0,..,443,227,181,86,36,974
SAL50474,..,6,5,14,4,0,23,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,5,14,4,0,23,..,575,295,281,100,23,1276,..,..,..,17,13,18,43,..,..,..,..,..,4,4,..,575,295,299,113,42,1325
SAL50475,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,3,0,3,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,3,0,3,13
SAL50476,..,12,5,6,3,0,27,..,..,..,0,5,0,5,..,..,..,..,..,0,0,..,12,5,6,3,0,28,..,368,247,228,104,32,982,..,..,..,12,17,10,38,..,..,..,..,..,0,0,..,368,247,242,119,45,1022
SAL50477,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,11,0,3,0,0,19,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,0,3,0,0,19
SAL50478,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,4,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,4,0,0,0,4
SAL50479,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,7
SAL50480,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,17,5,7,3,0,29,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,17,5,9,3,4,38
SAL50481,..,0,0,4,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,4,0,0,3,..,60,20,9,9,0,92,..,..,..,4,0,9,13,..,..,..,..,..,0,0,..,60,20,13,6,7,105
SAL50482,..,72,59,86,46,33,296,..,..,..,3,16,12,24,..,..,..,..,..,4,4,..,72,59,87,62,46,331,..,2023,1371,1493,645,307,5848,..,..,..,71,71,144,282,..,..,..,..,..,10,10,..,2023,1371,1567,711,458,6136
SAL50483,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,6,..,..,..,4,0,0,4,..,..,..,..,..,0,0,..,4,0,4,0,0,5
SAL50484,..,10,5,7,0,0,31,..,..,..,0,0,0,0,..,..,..,..,..,5,5,..,10,5,7,0,0,33,..,377,223,203,43,17,866,..,..,..,3,15,19,41,..,..,..,..,..,10,10,..,377,223,205,58,44,911
SAL50485,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50486,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,33,6,3,0,0,44,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,33,6,6,0,0,48
SAL50487,..,4,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,6,..,23,3,4,0,0,33,..,..,..,0,0,4,3,..,..,..,..,..,0,0,..,23,3,4,3,0,30
SAL50488,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50489,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50490,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50491,..,14,10,6,3,7,35,..,..,..,0,4,4,5,..,..,..,..,..,0,0,..,14,10,3,5,10,42,..,1066,210,171,58,16,1522,..,..,..,14,11,9,33,..,..,..,..,..,0,0,..,1066,210,185,73,21,1555
SAL50492,..,8,3,0,0,0,14,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,3,0,0,0,14,..,244,78,70,20,9,416,..,..,..,0,0,0,4,..,..,..,..,..,0,0,..,244,78,68,22,10,420
SAL50493,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50494,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,4
SAL50495,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50496,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,5
SAL50497,..,8,5,9,5,0,30,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,5,9,5,0,31,..,307,122,148,55,8,641,..,..,..,6,7,7,23,..,..,..,..,..,0,0,..,307,122,160,65,18,669
SAL50498,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,0,0,5,0,14,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,0,5,0,14
SAL50499,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,3,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,3,0,0,3,14
SAL50500,..,15,15,8,6,8,53,..,..,..,0,0,0,4,..,..,..,..,..,0,0,..,15,15,5,7,5,52,..,901,267,213,75,24,1481,..,..,..,19,20,9,57,..,..,..,..,..,0,0,..,901,267,236,97,35,1529
SAL50501,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,44,11,13,3,0,67,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,44,11,13,3,0,67
SAL50502,..,10,7,6,4,3,32,..,..,..,0,6,0,6,..,..,..,..,..,0,0,..,10,7,6,6,3,38,..,544,271,224,73,24,1134,..,..,..,18,10,10,45,..,..,..,..,..,0,0,..,544,271,244,81,35,1179
SAL50503,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50504,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50505,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50506,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50507,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50508,..,52,27,25,21,16,145,..,..,..,9,15,13,37,..,..,..,..,..,9,9,..,52,27,33,38,45,187,..,38,12,9,0,0,61,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,38,12,9,0,0,61
SAL50509,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50510,..,0,4,5,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,4,5,0,0,7,..,822,441,711,302,62,2342,..,..,..,14,11,20,50,..,..,..,..,..,0,0,..,822,441,724,321,93,2398
SAL50511,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50512,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,41,11,5,0,0,65,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,41,11,3,0,0,67
SAL50513,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,13,5,4,0,0,22,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,13,5,4,0,0,22
SAL50514,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50515,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,5,0,0,0,7,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,4,5,0,0,3,11
SAL50516,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50517,..,3,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3,..,116,49,56,29,9,254,..,..,..,5,0,17,21,..,..,..,..,..,3,3,..,116,49,57,27,27,276
SAL50518,..,55,36,31,16,10,151,..,..,..,0,3,5,9,..,..,..,..,..,0,0,..,55,36,32,22,16,158,..,1567,787,635,261,80,3335,..,..,..,47,49,51,150,..,..,..,..,..,5,5,..,1567,787,689,312,133,3489
SAL50519,..,8,0,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,0,0,0,8,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3
SAL50520,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,34,21,20,4,0,84,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,34,21,18,4,0,89
SAL50521,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50522,..,26,12,10,5,0,41,..,..,..,4,0,0,5,..,..,..,..,..,0,0,..,26,12,5,3,0,48,..,1230,439,297,86,17,2073,..,..,..,18,19,6,42,..,..,..,..,..,0,0,..,1230,439,316,108,21,2108
SAL50523,..,0,0,0,0,0,6,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,0,0,3,0,0,9,..,162,45,22,11,9,246,..,..,..,5,6,3,19,..,..,..,..,..,0,0,..,162,45,30,23,13,267
SAL50524,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,4
SAL50525,..,4,0,0,0,0,12,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,4,0,0,0,3,9,..,111,40,24,11,7,193,..,..,..,6,3,10,18,..,..,..,..,..,0,0,..,111,40,33,17,17,216
SAL50526,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,4,4,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,4,4,0,0,7
SAL50527,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,17,5,4,9,0,26,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,17,5,4,9,0,26
SAL50528,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50529,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50530,..,6,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,4,4,..,6,0,0,0,4,5,..,3,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,6
SAL50531,..,7,0,6,0,5,18,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,7,0,6,0,5,17,..,0,0,0,4,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,4,0,4
SAL50532,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3
SAL50533,..,3,3,4,3,4,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,3,4,3,4,15,..,265,110,146,47,18,587,..,..,..,0,12,22,35,..,..,..,..,..,5,5,..,265,110,153,54,49,627
SAL50534,..,13,13,0,13,5,41,..,..,..,0,0,3,6,..,..,..,..,..,0,0,..,13,13,0,9,9,44,..,579,170,123,64,12,949,..,..,..,3,18,4,24,..,..,..,..,..,4,4,..,579,170,129,82,21,973
SAL50535,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,13,0,5,0,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,13,0,5,0,0,17
SAL50536,..,25,21,15,8,4,75,..,..,..,4,0,0,4,..,..,..,..,..,0,0,..,25,21,22,8,4,74,..,386,117,76,38,6,628,..,..,..,0,10,0,10,..,..,..,..,..,0,0,..,386,117,76,44,6,640
SAL50537,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,4
SAL50538,..,3,4,3,0,3,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,4,3,0,3,15,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3
SAL50539,..,0,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,6,..,36,19,12,10,5,81,..,..,..,9,0,0,9,..,..,..,..,..,0,0,..,36,19,21,10,5,88
SAL50540,..,0,0,7,4,6,21,..,..,..,4,4,19,27,..,..,..,..,..,22,22,..,0,0,12,8,43,66,..,5,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,5
SAL50541,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50542,..,6,9,4,6,0,23,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,9,7,6,0,20,..,352,145,156,63,23,736,..,..,..,27,17,33,66,..,..,..,..,..,14,14,..,352,145,177,82,63,817
SAL50543,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,3,0,0,0,18,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,3,0,0,9,22
SAL50544,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,8
SAL50545,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,4,0,0,0,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,4,0,0,0,13
SAL50546,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50547,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50548,..,3,0,5,0,0,11,..,..,..,4,0,0,4,..,..,..,..,..,0,0,..,3,0,3,0,0,10,..,106,34,53,15,12,222,..,..,..,0,0,3,5,..,..,..,..,..,0,0,..,106,34,53,16,9,227
SAL50549,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,0,0,0,6
SAL50550,..,39,32,22,13,7,111,..,..,..,3,0,15,18,..,..,..,..,..,0,0,..,39,32,27,13,28,131,..,799,449,385,169,115,1922,..,..,..,37,30,95,166,..,..,..,..,..,8,8,..,799,449,419,202,221,2094
SAL50551,..,9,4,0,0,3,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,4,0,0,3,10,..,127,61,49,27,11,276,..,..,..,0,5,10,15,..,..,..,..,..,0,0,..,127,61,50,34,17,289
SAL50552,..,6,3,0,4,0,16,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,3,0,0,0,17,..,351,171,155,73,12,762,..,..,..,8,14,14,33,..,..,..,..,..,0,0,..,351,171,159,87,26,795
SAL50553,..,18,17,10,6,8,52,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,18,17,10,6,9,53,..,349,175,164,54,30,780,..,..,..,14,6,17,35,..,..,..,..,..,4,4,..,349,175,179,60,49,818
SAL50554,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,0,0,0,0,9,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,8,0,0,0,4,13
SAL50555,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,3,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,3,0,10
SAL50556,..,4,7,6,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,7,6,0,0,9,..,275,178,126,27,0,603,..,..,..,3,5,11,20,..,..,..,..,..,0,0,..,275,178,126,29,12,628
SAL50557,..,0,0,0,3,0,19,..,..,..,0,3,0,3,..,..,..,..,..,0,0,..,0,0,0,6,0,21,..,124,63,54,16,7,265,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,124,63,54,22,9,265
SAL50558,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,13,3,4,4,3,23,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,13,3,4,4,7,26
