SAL_CODE_2021,One_f_h_N_pe_UR_One_ATSIF,One_f_h_N_pe_UR_Two_ATSIF,One_f_h_N_pe_UR_Three_ATSIF,One_f_h_N_pe_UR_Four_ATSIF,One_f_h_N_pe_UR_Five_ATSIF,One_f_h_N_pe_UR_Six_m_ATSIF,One_f_h_Tot_ATSIF,Two_f_h_N_pe_UR_One_ATSIF,Two_f_h_N_pe_UR_Two_ATSIF,Two_f_h_N_pe_UR_Three_ATSIF,Two_f_h_N_pe_UR_Four_ATSIF,Two_f_h_N_pe_UR_Five_ATSIF,Two_f_h_N_pe_UR_Six_m_ATSIF,Two_f_h_Tot_ATSIF,Thr_m_f_h_N_pe_UR_One_ATSIF,Thr_m_f_h_N_pe_UR_Two_ATSIF,Thr_m_f_h_N_pe_UR_Three_ATSIF,Thr_m_f_h_N_pe_UR_Four_ATSIF,Thr_m_f_h_N_pe_UR_Five_ATSIF,Thr_m_f_h_N_pe_UR_Six_m_ATSIF,Thr_m_f_h_Tot_ATSIF,Tot_N_pe_UR_One_ATSIF,Tot_N_pe_UR_Two_ATSIF,Tot_N_pe_UR_Three_ATSIF,Tot_N_pe_UR_Four_ATSIF,Tot_N_pe_UR_Five_ATSIF,Tot_N_pe_UR_Six_m_ATSIF,Tot_Tot_ATSIF,One_f_h_N_pe_UR_One_Oth_f,One_f_h_N_pe_UR_Two_Oth_f,One_f_h_N_pe_UR_Three_Oth_f,One_f_h_N_pe_UR_Four_Oth_f,One_f_h_N_pe_UR_Five_Oth_f,One_f_h_N_pe_UR_Six_m_Oth_f,One_f_h_Tot_Oth_f,Two_f_h_N_pe_UR_One_Oth_f,Two_f_h_N_pe_UR_Two_Oth_f,Two_f_h_N_pe_UR_Three_Oth_f,Two_f_h_N_pe_UR_Four_Oth_f,Two_f_h_N_pe_UR_Five_Oth_f,Two_f_h_N_pe_UR_Six_m_Oth_f,Two_f_h_Tot_Oth_f,Thr_m_f_h_N_pe_UR_One_Oth_f,Thr_m_f_h_N_pe_UR_Two_Oth_f,Thr_m_f_h_N_pe_UR_Three_Oth_f,Thr_m_f_h_N_pe_UR_Four_Oth_f,Thr_m_f_h_N_pe_UR_Five_Oth_f,Thr_m_f_h_N_pe_UR_Six_m_Oth_f,Thr_m_f_h_Tot_Oth_f,Tot_N_pe_UR_One_Oth_f,Tot_N_pe_UR_Two_Oth_f,Tot_N_pe_UR_Three_Oth_f,Tot_N_pe_UR_Four_Oth_f,Tot_N_pe_UR_Five_Oth_f,Tot_N_pe_UR_Six_m_Oth_f,Tot_Tot_Oth_f
SAL51397,..,16,12,13,5,4,52,..,..,..,3,0,3,7,..,..,..,..,..,0,0,..,16,12,14,5,7,51,..,429,156,111,47,29,766,..,..,..,14,3,9,30,..,..,..,..,..,0,0,..,429,156,125,52,40,791
SAL51398,..,4,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,4,..,16,0,0,0,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,16,0,0,0,0,17
SAL51399,..,0,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,4,..,40,11,10,3,4,67,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,40,11,10,3,4,66
SAL51400,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3
SAL51401,..,47,46,39,29,26,185,..,..,..,13,3,49,63,..,..,..,..,..,11,11,..,47,46,51,32,86,257,..,10,0,0,0,0,14,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,0,0,0,0,14
SAL51402,..,15,9,6,4,0,38,..,..,..,0,0,0,8,..,..,..,..,..,0,0,..,15,9,9,4,6,40,..,523,239,218,81,23,1088,..,..,..,8,12,22,49,..,..,..,..,..,0,0,..,523,239,227,94,45,1137
SAL51403,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,12,0,3,4,0,18,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,12,0,3,4,0,18
SAL51404,..,0,3,0,0,0,5,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,0,3,4,0,0,10,..,48,24,25,15,7,126,..,..,..,10,4,4,11,..,..,..,..,..,0,0,..,48,24,35,16,9,138
SAL51405,..,8,11,7,9,0,25,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,11,7,9,4,27,..,1192,606,723,215,59,2791,..,..,..,50,57,79,185,..,..,..,..,..,3,3,..,1192,606,768,271,141,2980
SAL51406,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,26,11,12,3,0,49,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,26,11,12,3,0,49
SAL51407,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51408,..,0,5,6,7,0,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,5,3,7,0,14,..,301,158,143,60,13,682,..,..,..,13,18,24,52,..,..,..,..,..,0,0,..,301,158,156,77,38,727
SAL51409,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51410,..,3,3,0,6,0,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,3,0,8,0,24,..,132,62,72,23,11,305,..,..,..,11,3,9,24,..,..,..,..,..,0,0,..,132,62,82,29,21,329
SAL51411,..,0,3,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,3,0,0,0,3,..,97,40,48,20,8,214,..,..,..,0,0,4,10,..,..,..,..,..,0,0,..,97,40,54,20,20,232
SAL51412,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51413,..,20,16,30,15,12,91,..,..,..,0,0,5,3,..,..,..,..,..,0,0,..,20,16,30,17,18,98,..,296,201,156,51,24,723,..,..,..,11,11,11,30,..,..,..,..,..,0,0,..,296,201,169,59,37,758
SAL51414,..,5,0,0,0,0,10,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,5,0,0,0,4,5,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51415,..,10,12,19,8,7,57,..,..,..,0,3,15,15,..,..,..,..,..,7,7,..,10,12,19,13,21,73,..,0,5,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,5,0,0,0,9
SAL51416,..,21,8,4,0,0,32,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,21,8,4,0,0,32,..,1399,509,436,120,23,2478,..,..,..,7,11,10,25,..,..,..,..,..,3,3,..,1399,509,444,128,31,2511
SAL51417,..,20,7,18,8,10,64,..,..,..,0,0,0,0,..,..,..,..,..,5,5,..,20,7,18,8,12,65,..,1048,748,777,259,102,2934,..,..,..,25,18,77,117,..,..,..,..,..,7,7,..,1048,748,803,274,190,3056
SAL51418,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,15,0,5,3,0,24,..,..,..,0,4,0,4,..,..,..,..,..,0,0,..,15,0,5,7,0,24
SAL51419,..,16,11,10,0,4,32,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,16,11,9,5,7,37,..,204,78,70,22,6,373,..,..,..,5,8,7,15,..,..,..,..,..,0,0,..,204,78,73,33,6,391
SAL51420,..,45,35,23,20,23,142,..,..,..,4,4,5,9,..,..,..,..,..,5,5,..,45,35,26,22,20,154,..,1048,431,311,124,39,1959,..,..,..,29,35,42,110,..,..,..,..,..,0,0,..,1048,431,343,161,80,2064
SAL51421,..,3,5,3,5,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,5,3,5,0,17,..,464,232,323,142,20,1183,..,..,..,4,7,10,19,..,..,..,..,..,0,0,..,464,232,325,156,27,1209
SAL51422,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,12,9,8,0,0,33,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,12,9,8,0,0,31
SAL51423,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,0,0,0,6
SAL51424,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,21,0,3,6,0,31,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,21,0,3,6,0,30
SAL51425,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,10,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,0,0,0,0,6
SAL51426,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,8
SAL51427,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51428,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51429,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51430,..,3,3,4,6,10,21,..,..,..,0,3,3,7,..,..,..,..,..,0,0,..,3,3,4,3,12,27,..,29,7,0,0,0,41,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,29,7,0,0,0,35
SAL51431,..,3,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,6,..,12,3,0,0,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,12,3,0,0,0,17
SAL51432,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,5
SAL51433,..,9,14,9,13,13,56,..,..,..,0,12,30,39,..,..,..,..,..,13,13,..,9,14,9,25,52,107,..,5,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,5
SAL51434,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,5
SAL51435,..,11,17,3,4,3,37,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,11,17,3,3,3,42,..,799,584,727,304,93,2516,..,..,..,38,34,59,131,..,..,..,..,..,0,0,..,799,584,767,337,153,2653
SAL51436,..,13,5,3,0,0,30,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,13,5,3,0,0,30,..,176,65,65,23,9,343,..,..,..,0,7,0,4,..,..,..,..,..,0,0,..,176,65,67,26,11,350
SAL51437,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,7
SAL51438,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,4,0,3,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,4,0,3,0,8
SAL51439,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,6,0,0,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,6,3,0,0,26
SAL51440,..,8,8,7,3,7,31,..,..,..,4,0,15,21,..,..,..,..,..,4,4,..,8,8,6,3,25,48,..,0,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,5
SAL51441,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,4,0,13,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,5,0,0,4,3,11
SAL51442,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,33,12,9,9,0,64,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,33,12,9,9,0,64
SAL51443,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,8,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,8,0,0,0,8
SAL51444,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,3,3,0,0,16,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,3,3,0,0,16
SAL51445,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51446,..,12,4,15,8,3,47,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,12,4,15,7,8,51,..,595,299,397,159,65,1525,..,..,..,25,25,39,89,..,..,..,..,..,15,15,..,595,299,423,191,117,1623
SAL51447,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,6,6,0,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,6,6,3,0,26
SAL51448,..,60,33,41,23,22,185,..,..,..,3,0,15,18,..,..,..,..,..,4,4,..,60,33,50,23,42,207,..,2585,1399,1235,542,267,6027,..,..,..,95,91,121,306,..,..,..,..,..,32,32,..,2585,1399,1336,634,416,6367
SAL51449,..,5,6,0,0,0,11,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,5,6,0,0,4,16,..,39,6,10,4,0,57,..,..,..,0,6,0,9,..,..,..,..,..,0,0,..,39,6,11,12,0,67
SAL51450,..,0,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,0,0,4,0,19,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,0,4,0,21
SAL51451,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51452,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,11
SAL51453,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,0,0,3,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,0,3,0,17
SAL51454,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51455,..,0,7,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,7,0,0,3,10,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51456,..,25,9,20,14,9,86,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,25,9,20,14,14,84,..,184,96,161,84,23,541,..,..,..,6,0,3,6,..,..,..,..,..,0,0,..,184,96,160,83,23,548
SAL51457,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,3
SAL51458,..,5,7,4,4,3,19,..,..,..,0,3,0,3,..,..,..,..,..,0,0,..,5,7,4,6,3,20,..,217,45,41,17,0,331,..,..,..,0,4,4,5,..,..,..,..,..,0,0,..,217,45,41,22,9,333
SAL51459,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,4,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,4,0,0,0,9
SAL51460,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51461,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,5,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,5,0,0,3
SAL51462,..,0,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,5,..,49,12,6,0,6,83,..,..,..,0,0,0,0,..,..,..,..,..,5,5,..,49,12,6,0,8,85
SAL51463,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,14,4,3,4,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,14,4,3,4,0,21
SAL51464,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,4
SAL51465,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51466,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,16,7,0,0,0,28,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,16,7,0,0,0,28
SAL51467,..,9,3,0,0,0,12,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,3,4,0,0,8,..,495,334,262,75,14,1176,..,..,..,12,13,25,48,..,..,..,..,..,0,0,..,495,334,271,82,37,1223
SAL51468,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,16,8,5,3,0,32,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,16,8,5,6,0,35
SAL51469,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51470,..,3,3,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,3,0,0,0,5,..,326,138,213,81,12,768,..,..,..,6,0,7,13,..,..,..,..,..,0,0,..,326,138,220,81,21,784
SAL51471,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,4,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,4,0,0,0,5
SAL51472,..,6,8,6,7,0,22,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,8,6,7,0,22,..,1040,430,267,58,21,1815,..,..,..,14,18,31,55,..,..,..,..,..,3,3,..,1040,430,275,76,55,1878
SAL51473,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51474,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,6,3,0,0,24,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,6,3,0,0,24
SAL51475,..,12,10,17,9,12,56,..,..,..,0,0,8,6,..,..,..,..,..,0,0,..,12,10,21,9,16,69,..,413,161,202,93,28,907,..,..,..,18,12,23,54,..,..,..,..,..,0,0,..,413,161,217,106,57,959
SAL51476,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,0,0,7,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,0,7,0,17
SAL51477,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,3,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,3,0,8
SAL51478,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,44,14,16,10,7,86,..,..,..,3,0,7,16,..,..,..,..,..,0,0,..,44,14,21,10,12,102
SAL51479,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51480,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,28,11,14,4,3,54,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,28,11,14,4,3,54
SAL51481,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51482,..,0,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,4,..,84,30,21,11,9,145,..,..,..,3,0,3,10,..,..,..,..,..,0,0,..,84,30,20,14,8,156
SAL51483,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,0,6,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,6,0,0,10
SAL51484,..,4,0,5,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,5,0,0,11,..,4,4,12,0,0,24,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,4,4,12,0,3,28
SAL51485,..,8,16,9,3,5,37,..,..,..,0,0,4,9,..,..,..,..,..,0,0,..,8,16,9,8,6,46,..,238,117,91,42,15,504,..,..,..,5,3,12,25,..,..,..,..,..,0,0,..,238,117,97,49,28,524
SAL51486,..,29,20,17,12,16,91,..,..,..,3,0,10,9,..,..,..,..,..,0,0,..,29,20,20,12,16,96,..,136,52,38,22,3,256,..,..,..,5,5,0,11,..,..,..,..,..,0,0,..,136,52,41,25,7,264
SAL51487,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51488,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,0,4,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,4,0,0,10
SAL51489,..,0,13,6,3,4,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,13,6,3,4,21,..,288,128,192,83,28,725,..,..,..,15,11,12,36,..,..,..,..,..,4,4,..,288,128,203,96,44,763
SAL51490,..,15,8,0,0,0,36,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,15,8,0,0,0,38,..,1258,493,381,97,12,2241,..,..,..,18,11,16,46,..,..,..,..,..,0,0,..,1258,493,403,108,30,2287
SAL51491,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51492,..,8,7,3,9,0,20,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,7,3,5,0,27,..,72,37,43,8,6,165,..,..,..,7,4,0,9,..,..,..,..,..,0,0,..,72,37,46,11,6,173
SAL51493,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL51494,..,3,3,9,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,3,9,0,0,10,..,168,70,71,20,0,340,..,..,..,3,3,4,11,..,..,..,..,..,0,0,..,168,70,75,23,8,351
SAL51495,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,13,4,0,0,0,20,..,..,..,0,0,0,3,..,..,..,..,..,0,0,..,13,4,5,3,0,29
SAL51496,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,3,0,0,0,7,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,3,3,4,0,0,8
SAL51497,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,5,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,5,0,0,10
SAL51498,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,10,5,0,5,0,14,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,5,0,5,0,14
SAL51499,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,10,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,0,0,0,0,10
SAL51500,..,33,22,32,13,11,103,..,..,..,10,0,13,20,..,..,..,..,..,0,0,..,33,22,38,13,23,127,..,241,117,126,42,8,537,..,..,..,6,11,3,19,..,..,..,..,..,3,3,..,241,117,131,52,16,551
SAL51501,..,4,4,0,0,3,13,..,..,..,0,0,0,3,..,..,..,..,..,0,0,..,4,4,4,0,6,14,..,214,42,39,10,18,322,..,..,..,6,0,0,10,..,..,..,..,..,0,0,..,214,42,45,15,18,333
SAL51502,..,32,31,24,10,16,122,..,..,..,6,8,0,12,..,..,..,..,..,0,0,..,32,31,34,18,24,139,..,1422,717,639,267,107,3145,..,..,..,33,35,56,130,..,..,..,..,..,13,13,..,1422,717,672,303,172,3286
SAL51503,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,5,0,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,5,0,0,0,11
