SAL_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
SAL51251,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,5,5,9,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,6,6,5,8,8,15,0,0,0,9,10,25,0,0,0,0,0,0,6,0,7,6,4,8,13,12,28,14,8,19,6,0,7,26,23,49,6,6,5,8,6,18,0,0,0,9,17,25,10,5,10,3,0,3,0,0,0,7,5,17,0,6,4,0,0,0,0,0
SAL51252,0,0,0,5,0,4,0,0,0,5,0,4,0,0,0,5,0,5,0,0,0,5,4,13,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,25,64,0,0,0,37,27,64,0,0,0,0,0,4,19,16,33,16,22,37,0,8,11,48,37,85,19,16,33,71,59,129,0,0,3,39,25,61,0,0,0,38,27,66,0,3,3,10,6,15,0,0,0,10,5,19,0,0,0,0,0,4,0,0
SAL51253,0,0,0,6,4,10,0,0,0,6,4,10,4,0,4,4,0,7,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,3,0,0,0,4,7,11,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,3,0,0,0,6,5,13,24,14,38,88,11,100,0,0,0,108,28,137,0,0,0,0,0,0,72,8,82,78,8,85,28,26,55,109,24,135,72,8,82,214,58,273,27,15,46,88,19,104,0,0,0,115,35,149,0,9,9,13,8,22,0,0,0,16,13,32,0,0,0,3,0,6,0,0
SAL51254,0,0,0,4,11,22,0,0,0,4,11,22,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,4,7,11,0,0,0,4,7,11,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,0,11,0,0,0,7,0,11,0,0,4,77,71,149,0,0,0,76,77,157,0,0,0,0,7,5,14,15,28,15,20,33,0,0,4,107,102,215,14,14,34,128,122,249,0,0,4,81,76,156,0,0,0,82,84,161,0,0,0,23,18,36,0,0,0,23,18,36,0,0,0,4,4,5,0,0
SAL51255,0,0,0,4,5,17,0,0,0,6,9,15,0,0,0,4,8,13,0,0,0,4,12,16,0,0,0,6,10,13,0,0,0,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,0,0,0,11,4,15,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,5,12,24,0,0,0,15,15,27,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,11,11,24,0,0,0,11,11,22,4,0,3,62,40,96,0,0,0,66,39,103,0,0,0,4,6,9,10,4,14,12,14,23,3,0,10,100,82,178,11,7,18,111,91,208,4,0,4,66,41,110,0,0,0,69,48,115,0,0,4,19,16,37,0,0,0,24,15,42,3,0,3,3,13,18,0,0
SAL51256,0,0,0,18,19,40,0,0,0,21,19,42,0,3,9,11,8,17,0,0,0,10,12,18,0,0,0,4,9,14,0,0,0,4,9,14,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,10,10,15,0,0,0,10,10,15,0,0,0,14,3,21,0,0,0,14,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,4,5,5,0,0,0,13,18,31,0,0,0,13,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,24,0,0,0,9,15,21,0,3,9,112,84,202,0,0,0,118,90,209,0,0,0,3,0,3,11,7,14,12,5,21,5,10,13,165,144,309,9,7,15,179,155,342,4,3,7,113,96,206,0,0,0,124,97,215,0,3,9,31,36,64,0,0,0,31,40,76,0,0,0,11,10,17,0,0
SAL51257,0,0,0,4,13,16,0,0,0,4,13,16,0,0,0,4,16,18,0,0,0,4,16,18,0,0,0,0,4,11,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,5,7,6,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,0,0,0,3,11,17,0,4,4,39,29,67,0,0,0,38,34,70,0,0,0,0,3,4,0,0,0,4,3,7,0,4,7,57,65,121,3,0,3,65,65,133,0,4,4,39,31,75,0,0,0,40,34,79,0,0,0,12,16,27,0,0,0,18,16,26,0,0,0,0,11,14,0,0
SAL51258,5,0,7,76,101,173,0,0,3,78,100,179,0,0,0,29,58,89,0,0,0,32,58,90,0,0,0,28,24,58,0,0,0,28,24,56,0,0,0,9,3,10,0,0,0,9,3,10,4,3,8,65,39,101,0,0,0,69,42,110,0,0,3,44,25,73,7,0,7,51,25,77,0,0,0,20,6,27,0,0,0,20,9,28,0,0,0,17,22,42,0,0,0,19,24,47,0,5,3,44,54,101,0,0,0,47,58,108,0,0,0,7,13,17,0,0,0,7,13,17,0,3,3,43,46,84,0,0,0,47,46,95,15,13,27,336,342,680,4,4,6,354,358,713,0,4,4,24,28,49,98,82,183,121,108,233,19,30,48,599,611,1213,104,87,192,724,728,1452,15,19,28,359,363,720,4,4,6,377,381,755,5,9,11,139,141,281,3,4,0,141,151,292,0,3,3,46,54,104,0,0
SAL51259,3,10,12,46,45,95,0,0,0,55,56,109,6,16,24,95,105,199,0,0,0,104,125,228,0,0,0,19,26,43,0,0,0,21,26,42,0,0,0,3,4,6,0,0,0,3,4,6,5,6,11,41,18,59,0,0,0,47,24,76,5,3,13,32,11,43,0,0,0,35,17,53,5,3,4,10,4,13,0,0,0,15,12,19,0,3,5,4,9,12,0,0,0,7,9,14,8,6,18,73,126,194,0,0,0,76,137,212,0,6,0,3,3,13,0,0,0,3,8,13,7,10,14,68,82,149,0,0,0,71,97,168,107,83,194,1316,1206,2524,6,3,12,1426,1296,2727,17,13,34,62,54,116,248,227,478,337,299,628,162,137,301,1699,1593,3294,257,235,486,2118,1965,4081,115,93,202,1370,1253,2624,5,3,6,1483,1349,2832,23,18,43,227,234,455,0,0,0,245,252,499,3,8,9,33,42,71,0,0
SAL51260,9,13,18,428,727,1154,9,7,13,436,746,1185,24,26,43,496,636,1133,4,5,9,522,665,1189,0,0,0,157,204,362,0,3,9,160,214,373,0,0,0,40,34,73,0,3,5,38,42,77,10,10,18,327,293,615,0,3,10,339,305,641,0,3,6,268,174,444,0,5,4,273,180,455,0,0,0,53,50,106,0,0,0,55,55,107,4,5,5,122,136,259,0,0,3,128,143,268,25,33,56,492,879,1371,0,0,0,516,909,1429,4,0,3,49,63,112,0,0,0,52,62,118,23,22,49,461,590,1057,0,3,3,482,619,1100,121,122,246,3845,3641,7486,10,5,13,3971,3774,7750,8,11,22,275,266,544,377,238,613,660,512,1178,196,198,395,6075,6350,12427,394,261,657,6671,6813,13477,137,132,272,4082,3908,7991,10,5,13,4230,4045,8274,40,34,73,1250,1486,2739,5,11,15,1300,1528,2827,8,15,22,315,454,771,4,8
SAL51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51262,0,0,0,13,22,42,0,0,0,13,22,43,0,0,0,4,14,11,0,0,0,4,14,11,0,0,0,8,6,14,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,0,0,0,11,3,15,0,0,0,9,0,15,0,0,0,11,0,16,0,0,0,3,3,5,0,0,0,3,3,5,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,16,24,0,0,0,4,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,20,0,0,0,7,14,20,0,3,5,63,39,100,0,0,0,63,41,106,0,0,0,13,12,21,29,10,40,39,21,64,0,3,8,124,100,217,28,13,42,152,120,268,0,3,5,67,50,118,0,0,0,67,52,121,0,0,4,34,27,52,0,0,0,34,26,58,0,0,0,5,13,15,0,0
SAL51263,0,0,0,8,3,10,0,0,0,4,3,15,0,0,0,0,6,10,0,0,0,0,6,10,0,0,0,4,10,8,0,0,0,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,3,5,6,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,0,0,0,5,11,11,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,5,10,0,0,0,10,5,9,0,0,0,33,31,66,0,0,0,39,31,68,0,0,0,3,5,7,5,3,10,8,8,15,0,0,0,59,60,120,7,3,10,69,58,125,0,0,0,42,31,71,0,0,0,46,31,72,0,0,0,14,16,26,0,0,0,14,16,26,0,0,0,3,7,15,0,0
SAL51264,0,0,0,8,10,15,0,0,0,8,10,15,0,0,0,9,0,10,0,0,0,9,0,10,0,0,0,8,3,11,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,8,23,0,0,0,12,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,16,0,0,0,13,9,16,0,0,0,56,51,114,0,0,0,56,51,114,0,0,0,5,3,7,12,12,16,16,11,24,0,0,0,92,87,185,12,12,16,106,94,205,0,0,0,64,56,119,0,0,0,64,56,119,0,0,0,25,20,48,0,0,0,25,20,48,0,0,0,8,0,9,0,0
SAL51265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51266,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,15,0,0,0,10,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,25,0,0,0,9,11,25,0,0,0,9,12,17,0,0,0,9,12,17,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,0,0,4,0,0
SAL51267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,3,3,10,0,0,0,3,4,6,6,0,10,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51268,0,0,0,22,58,81,0,0,0,22,58,81,3,3,3,10,18,29,0,0,0,11,26,39,0,0,0,13,9,24,0,0,0,13,9,24,0,0,0,0,0,3,0,0,0,0,0,4,4,3,13,17,11,32,0,0,0,24,10,42,0,0,5,22,19,42,0,0,0,25,20,41,0,0,0,13,11,19,0,0,0,15,11,24,0,0,0,12,11,21,0,0,0,12,10,21,0,9,5,16,35,48,0,0,0,17,43,57,0,0,0,0,6,5,0,0,0,4,6,4,0,4,4,15,17,36,0,0,0,15,19,40,22,20,39,92,95,188,0,0,0,112,119,228,0,0,0,15,15,26,77,72,145,89,89,171,30,32,64,187,228,408,76,73,149,291,330,619,22,18,38,96,102,203,0,0,0,116,125,247,5,7,14,35,61,92,0,0,0,44,64,115,0,3,7,28,30,55,0,0
SAL51269,0,0,0,0,3,7,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,37,0,0,0,20,20,40,0,0,0,0,0,7,3,9,8,3,5,14,4,0,4,25,32,57,4,9,10,35,36,72,0,0,0,18,21,41,0,0,0,20,21,43,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,0,0,5,0,0
SAL51270,0,0,0,14,19,26,0,0,0,14,19,26,0,0,0,17,18,37,0,0,0,17,18,37,0,0,0,12,7,18,0,0,0,12,7,18,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,6,3,6,0,0,0,6,3,6,0,0,0,6,3,11,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,11,15,26,0,0,0,11,15,26,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,11,17,31,0,0,0,11,17,31,0,0,0,157,121,275,0,0,0,157,121,280,0,0,0,5,3,11,3,0,5,10,10,18,0,0,0,219,185,409,3,3,8,229,191,420,0,0,0,159,132,294,0,0,0,159,139,292,0,0,0,34,33,71,0,0,0,34,33,71,0,0,0,13,11,24,0,0
SAL51271,0,7,9,101,223,322,0,5,0,107,232,337,6,10,20,123,205,327,0,4,4,132,215,344,0,0,4,43,60,97,0,0,0,47,61,101,0,0,0,11,15,21,0,0,0,11,17,23,10,14,21,149,156,306,0,0,3,157,173,331,4,7,10,95,51,147,0,0,0,95,59,152,0,4,4,20,17,36,0,0,0,20,18,42,0,5,6,34,36,66,0,0,0,34,41,74,9,16,23,171,247,416,0,0,0,178,266,447,0,0,0,17,22,40,0,0,0,17,22,42,7,9,18,164,208,372,0,0,0,166,219,390,52,33,86,2647,2432,5077,4,0,0,2699,2470,5171,4,5,7,97,108,207,191,153,345,287,266,556,80,84,163,3407,3342,6750,193,159,352,3679,3587,7268,52,45,100,2746,2539,5286,4,0,0,2806,2584,5389,12,19,31,426,477,907,0,0,0,442,499,941,5,4,7,92,139,232,0,0
SAL51272,0,0,0,9,3,13,0,0,0,9,3,13,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,49,0,0,0,22,28,49,0,0,0,0,0,0,5,3,12,5,7,10,0,0,0,31,38,71,5,3,12,36,40,79,0,0,0,22,27,52,0,0,0,22,27,52,0,0,0,7,9,10,0,0,0,7,9,10,0,0,0,0,0,0,0,0
SAL51273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,14,8,24,0,0,0,14,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,27,0,0,0,15,11,32,0,0,0,14,13,24,0,0,0,14,13,24,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0
