SAL_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,33,0,0,0,19,19,35,0,0,0,4,0,4,3,0,8,3,0,10,0,0,0,31,19,48,3,3,9,38,21,59,0,0,0,24,17,34,0,0,0,24,19,39,0,0,0,6,3,4,0,0,0,6,3,4,0,0,0,3,0,3,0,0
SAL50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,8,0,11,8,0,11,0,0,0,3,4,7,8,0,11,12,3,13,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50813,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,0,0,0,5,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,26,0,0,0,12,11,23,0,0,0,9,10,19,0,0,0,5,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,6,6,11,0,0,0,0,0,0,3,3,4,3,3,4,0,0,0,6,4,9,3,3,4,8,9,12,0,0,0,6,6,11,0,0,0,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50815,0,0,0,29,45,73,0,0,0,27,49,74,3,0,3,23,22,43,0,0,0,25,19,47,0,0,0,12,7,16,0,0,0,12,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23,0,0,0,9,14,23,0,0,0,9,0,11,0,0,0,9,0,11,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,13,17,0,0,0,10,13,19,0,3,4,34,36,70,0,0,0,35,35,73,0,0,0,0,8,6,0,0,0,0,8,6,0,0,0,33,28,65,0,0,0,37,33,68,14,12,17,209,216,426,3,4,6,223,236,455,0,0,0,19,15,28,29,21,53,44,36,82,13,13,29,331,333,669,36,27,60,381,377,759,10,12,20,229,225,451,3,4,6,239,241,479,3,4,7,62,65,122,0,0,0,65,67,132,0,0,0,22,24,44,0,0
SAL50816,5,0,4,113,215,324,5,0,5,121,213,334,3,6,13,134,208,332,0,0,0,136,212,347,0,0,0,62,51,112,0,0,0,62,51,112,0,0,0,13,11,20,0,0,0,6,11,22,0,0,5,98,67,166,0,0,0,104,74,170,0,0,0,80,49,131,0,0,0,83,49,132,6,0,6,10,9,21,0,0,0,13,11,21,0,5,4,16,28,47,0,0,0,19,31,49,0,5,5,110,190,293,0,4,4,112,195,303,0,0,0,6,17,23,0,0,0,6,19,26,0,5,3,123,188,317,0,0,3,129,197,327,21,20,39,1564,1526,3089,4,3,6,1591,1549,3140,0,0,0,78,61,138,106,81,189,183,146,328,41,33,68,2186,2310,4503,110,84,200,2336,2429,4768,21,21,45,1635,1631,3271,4,3,6,1660,1657,3321,13,6,21,363,451,812,3,0,3,375,457,836,0,4,4,78,126,203,0,0
SAL50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,37,0,0,0,35,5,40,0,0,0,0,0,0,110,18,132,113,18,133,0,0,0,38,3,41,110,18,132,151,23,178,0,0,0,33,5,37,0,0,0,35,5,40,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,0,0,0,10,28,41,0,0,0,10,28,41,0,0,0,17,18,33,0,0,0,17,18,33,0,0,0,8,3,15,0,0,0,8,10,13,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,8,13,27,0,0,0,8,13,27,0,0,0,13,3,15,0,0,0,8,3,17,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,0,0,0,10,8,21,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,14,17,0,0,0,8,14,18,5,10,18,198,142,340,0,0,0,200,151,354,0,0,0,4,8,17,5,5,10,13,12,26,5,11,17,269,223,488,9,12,15,279,241,523,5,10,18,202,153,350,0,3,3,206,163,368,0,0,0,57,42,95,0,0,3,57,45,97,0,0,0,6,20,24,0,0
SAL50820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,11,8,19,0,0,0,11,8,19,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,10,8,26,3,0,7,17,12,29,0,0,0,12,8,18,0,0,0,12,8,18,0,0,0,3,3,5,0,0,0,3,3,5,0,0,0,0,0,0,0,0
SAL50821,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,12,0,0,0,10,5,12,0,0,0,0,0,0,0,7,11,0,7,11,0,0,0,10,8,19,0,7,11,9,19,27,0,0,0,10,5,12,0,0,0,10,5,12,0,0,0,5,6,6,0,0,0,5,6,6,0,0,0,0,0,0,0,0
SAL50822,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,54,0,0,0,29,25,54,0,0,0,0,0,0,3,8,9,3,8,11,0,0,0,42,32,76,3,8,9,48,40,84,0,0,0,34,25,56,0,0,0,34,25,56,0,0,0,12,5,18,0,0,0,12,5,18,0,0,0,0,4,3,0,0
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,10,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,21,0,0,0,12,7,16,0,0,0,3,8,11,0,0,0,3,8,11,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
SAL50825,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,12,0,0,0,11,3,17,0,0,0,3,0,8,0,0,0,3,0,5,0,0,3,6,0,6,0,0,0,8,0,4,0,0,0,0,4,4,0,0
SAL50826,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,31,55,0,0,0,23,28,56,0,0,0,0,0,3,3,0,5,8,4,7,0,6,6,31,36,65,3,0,5,41,40,76,0,0,5,23,30,53,0,0,0,23,29,52,0,0,0,6,6,10,0,0,0,6,3,10,0,0,0,0,0,4,0,0
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,0,4,9,152,294,441,3,3,5,158,298,459,8,15,19,215,320,534,0,6,3,225,332,560,5,0,5,76,70,142,0,0,0,78,72,144,0,0,0,10,15,20,0,0,0,10,15,20,0,4,8,136,130,268,3,0,3,143,134,278,0,0,0,114,64,172,3,0,3,112,64,179,0,0,0,25,25,53,0,0,0,25,25,53,3,0,3,40,61,104,0,0,0,46,58,106,3,11,17,195,354,551,0,0,5,199,362,564,0,0,0,28,26,50,0,0,0,28,26,50,5,4,6,168,253,418,0,0,0,175,256,431,53,54,105,1824,1876,3703,5,4,8,1887,1934,3822,4,8,4,124,108,237,133,99,231,260,217,478,77,87,162,2734,3027,5761,141,108,249,2949,3222,6171,56,54,108,1920,1998,3923,5,4,8,1982,2054,4040,14,25,37,482,618,1103,0,4,3,499,643,1146,0,3,5,136,214,351,0,0
SAL50829,3,5,7,49,60,110,0,0,0,54,63,114,0,7,7,47,54,105,0,0,0,47,61,110,0,0,0,13,21,37,0,0,0,13,21,37,0,0,0,0,3,7,0,0,0,0,3,7,0,4,6,41,23,65,0,0,0,45,28,70,0,0,0,22,17,36,0,0,0,22,18,41,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,10,8,24,0,0,0,10,8,24,0,11,13,39,86,127,0,0,0,44,92,139,0,0,0,4,8,4,0,0,0,3,8,11,5,3,8,47,63,111,0,0,4,57,70,126,23,30,45,667,629,1298,0,0,0,690,655,1347,3,5,5,44,29,73,59,48,107,111,85,191,32,51,81,935,904,1837,61,53,114,1028,1007,2036,25,27,57,701,665,1371,3,4,5,730,696,1425,5,8,15,142,154,300,0,0,0,146,166,311,0,3,6,29,41,72,0,0
SAL50830,0,0,0,34,58,88,0,0,0,34,58,88,0,0,3,17,27,42,0,0,0,17,26,45,0,0,0,20,13,32,0,0,0,21,13,30,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,23,7,27,0,0,0,23,7,27,0,0,0,29,15,44,0,0,0,29,15,44,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,20,15,27,0,0,0,20,15,27,0,0,0,22,30,49,0,0,0,21,27,49,0,0,0,0,4,10,0,0,0,0,4,10,0,0,0,15,13,26,0,0,0,15,22,29,4,8,10,207,217,426,0,0,6,217,225,441,0,0,0,16,16,29,40,23,59,55,40,99,12,7,16,348,354,705,42,26,68,401,390,786,4,7,11,218,224,447,0,0,6,222,232,460,0,0,0,73,83,160,0,0,0,79,83,165,0,0,0,22,22,47,0,0
SAL50831,0,0,0,195,418,608,0,0,0,191,417,616,9,0,11,437,517,960,0,0,0,447,525,968,0,0,0,113,129,246,0,0,4,118,133,247,0,0,0,13,15,29,0,0,0,13,15,29,3,0,3,292,252,541,0,0,0,299,250,543,0,0,0,237,94,331,0,0,0,234,94,331,0,0,0,36,36,75,0,0,0,36,38,72,0,0,0,44,49,94,0,0,0,48,49,97,7,12,17,343,513,850,0,0,0,352,517,869,0,0,0,31,22,49,0,0,0,31,22,49,4,3,5,408,466,874,0,0,0,410,470,883,55,48,97,5570,5424,10998,12,5,19,5642,5476,11118,9,3,7,227,229,452,207,124,329,435,361,794,80,59,137,7405,7493,14900,223,140,361,7709,7691,15401,59,48,102,5835,5707,11542,12,5,19,5905,5760,11669,14,7,25,1051,1190,2244,3,5,4,1068,1206,2273,5,0,5,225,273,494,0,0
SAL50832,0,0,0,18,30,48,0,0,0,22,30,52,0,0,0,7,16,30,0,0,0,7,16,30,0,0,0,13,9,18,0,0,0,13,12,20,0,0,0,0,4,8,0,0,0,0,4,10,0,0,0,10,13,24,0,0,3,13,16,25,0,0,0,17,12,27,0,0,0,17,12,27,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,8,8,8,0,0,0,5,8,11,0,0,0,19,22,37,0,3,3,19,21,41,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,16,27,41,0,0,0,16,27,41,0,0,0,88,112,199,0,0,0,88,112,199,0,0,0,5,12,23,7,5,13,18,17,34,0,0,0,170,209,375,9,7,17,177,220,394,0,0,0,89,123,221,0,0,0,89,123,221,0,0,0,44,45,87,0,3,3,44,45,85,0,0,0,15,19,34,0,0
