SAL_CODE_2021,Neg_nil_inc_Hh_with_Ind_psns,Neg_nil_inc_Other_households,Neg_nil_inc_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_more_Hh_with_Indig_psn,2000_more_Other_households,2000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
SAL50819,0,3,3,0,0,0,0,0,3,0,7,7,0,12,15,0,16,16,0,11,12,0,16,16,3,38,37,0,21,22,0,15,15,0,9,9,0,27,27,3,7,12,0,9,9,6,191,203
SAL50820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50822,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,4,4,0,7,7,0,0,0,0,22,22
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4
SAL50826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,6,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,0,0,0,0,17,20
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,0,32,28,0,9,9,4,28,31,5,77,83,5,188,196,7,178,183,7,150,160,10,182,192,8,238,238,4,183,181,5,154,155,0,106,104,8,254,262,5,250,256,3,33,34,71,2062,2112
SAL50829,0,10,10,0,5,5,0,5,4,4,12,13,0,19,19,0,21,27,0,14,16,3,35,38,3,49,51,5,59,63,6,69,70,3,62,70,7,232,238,6,66,67,0,7,10,37,665,701
SAL50830,0,8,8,0,3,11,0,9,9,0,15,19,0,41,41,0,30,29,0,14,18,0,24,24,0,22,22,0,34,34,0,22,22,0,12,11,0,32,32,0,26,26,0,5,9,0,297,315
SAL50831,0,43,38,5,21,24,4,64,70,0,107,106,0,191,191,0,249,249,6,295,302,3,449,453,11,593,609,10,557,564,6,476,486,3,368,371,10,738,746,7,383,392,0,35,35,65,4569,4636
SAL50832,0,0,0,0,0,0,0,0,0,0,3,3,0,24,24,0,24,24,0,18,18,0,13,13,0,15,15,0,11,11,0,13,13,0,6,6,0,17,17,0,5,5,0,5,5,0,154,154
SAL50833,0,40,40,6,21,20,7,62,69,11,97,103,6,239,242,5,199,206,3,202,203,15,219,231,3,217,224,3,160,155,0,99,103,4,70,71,3,93,98,10,103,114,0,40,43,76,1861,1922
SAL50834,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15
SAL50835,0,28,28,0,10,10,0,29,33,0,44,48,0,92,96,0,81,79,3,86,89,7,114,123,0,147,146,5,119,123,0,133,131,4,122,128,3,324,333,5,95,97,0,9,9,27,1433,1473
SAL50836,0,3,3,0,0,0,15,0,14,18,0,17,17,9,23,3,0,6,0,3,3,0,7,6,5,8,11,0,5,5,5,3,8,0,7,8,0,17,17,4,5,12,0,3,8,67,70,141
SAL50837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50838,0,15,14,0,7,7,3,43,43,0,38,42,7,89,98,13,90,100,4,92,90,10,129,139,12,123,131,0,99,95,0,54,57,0,35,38,0,67,73,7,94,96,0,5,9,56,980,1032
SAL50839,0,0,0,0,0,0,0,0,4,0,7,7,0,19,19,0,9,9,0,6,6,0,0,3,0,11,13,0,9,9,0,8,8,0,0,0,0,14,14,0,10,10,0,7,7,0,100,109
SAL50840,0,24,20,0,9,9,0,18,16,3,26,31,0,81,81,0,76,76,0,64,64,0,84,84,0,101,105,4,121,124,3,136,141,0,132,137,0,608,611,0,91,91,0,10,10,10,1581,1600
SAL50841,0,7,7,0,3,4,0,4,4,0,7,11,0,15,17,0,18,17,0,3,3,0,6,6,0,4,4,0,10,10,0,7,7,0,3,0,0,10,10,0,9,10,0,3,3,0,109,113
SAL50842,0,43,43,0,30,30,0,54,54,0,96,98,0,212,214,0,252,253,0,228,228,0,332,333,4,406,410,0,372,371,0,357,361,4,309,311,11,809,819,0,257,257,0,34,34,19,3791,3816
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,4,4,0,16,11,0,16,14,0,17,17,0,11,11,0,33,35,0,12,18,0,0,0,0,119,116
SAL50845,0,0,0,0,0,0,0,0,0,0,7,7,0,8,12,0,5,5,0,9,10,0,10,12,0,9,9,0,8,8,0,0,0,0,4,4,0,6,6,0,6,6,0,0,0,0,72,79
SAL50846,0,3,3,5,0,5,5,5,10,8,3,12,6,17,21,9,9,16,0,9,6,4,10,13,0,19,19,0,9,9,3,9,10,3,5,10,0,28,31,4,16,18,0,6,9,47,148,192
SAL50847,0,18,18,0,6,6,0,19,19,0,30,29,0,49,51,0,61,58,3,71,73,0,91,91,0,97,105,4,90,94,0,89,90,0,65,65,6,163,165,7,119,126,0,13,15,20,981,1005
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,0,33,33,0,19,23,0,54,56,0,90,92,0,215,215,0,216,218,5,184,186,3,261,266,0,298,299,7,273,280,9,257,268,0,168,162,11,472,481,4,217,225,0,35,38,39,2792,2842
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6
SAL50852,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,16,16
SAL50853,0,8,8,0,0,0,0,11,16,0,13,13,0,64,69,0,57,57,0,44,43,0,56,56,0,73,73,0,61,61,0,31,32,0,37,41,0,53,53,0,45,41,0,3,3,0,556,566
SAL50854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,7
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50857,0,21,26,5,6,9,4,30,42,15,84,98,9,172,181,9,121,129,7,109,119,6,139,143,3,146,157,8,97,104,3,52,58,0,56,54,3,53,56,6,57,67,3,36,42,81,1179,1285
SAL50858,0,3,4,0,3,3,8,22,33,10,35,43,10,92,99,0,59,60,9,43,50,0,47,46,0,56,53,0,32,32,0,22,22,0,7,7,4,10,10,3,17,21,0,29,27,44,477,510
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
SAL50862,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,0,9,9,0,4,4,0,3,3,0,10,10,0,3,3,0,4,4,0,0,0,0,13,13,0,10,10,0,0,0,0,67,67
SAL50863,0,9,9,0,0,0,0,6,6,0,15,15,0,22,25,0,43,42,0,31,31,0,42,42,3,76,79,3,84,87,0,67,67,0,53,53,0,127,125,7,113,120,0,9,9,13,697,710
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50865,0,13,15,0,7,7,0,7,7,3,28,30,5,71,76,5,61,64,0,56,64,3,70,73,0,86,87,0,60,64,0,50,49,0,28,28,0,69,65,10,45,57,0,13,13,26,664,699
SAL50866,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,0,3,3,0,3,3,0,11,11,0,8,8,0,0,0,0,4,4,0,5,5,0,0,0,0,7,8,0,0,0,0,52,53
SAL50867,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,0,3,3,0,6,6,0,3,3,0,8,8,0,0,5,0,7,7,0,3,3,0,0,0,0,39,44
SAL50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,11,11,0,0,0,0,0,0,0,22,22
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
SAL50870,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11,7
SAL50871,4,28,26,0,9,9,0,31,31,6,57,66,4,146,149,3,128,129,5,116,118,3,131,132,0,169,173,0,140,140,3,98,97,4,68,71,0,102,102,0,100,102,0,7,7,32,1330,1352
SAL50872,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50873,3,81,84,9,34,42,14,121,133,11,223,230,15,478,495,21,467,483,13,401,412,15,493,503,24,520,543,8,342,353,6,205,209,5,150,154,9,226,234,17,319,338,0,62,65,170,4122,4278
SAL50874,0,32,35,0,12,12,0,35,35,3,53,57,0,170,170,6,157,164,0,170,170,0,217,220,0,288,288,0,256,257,6,211,211,0,187,192,9,374,376,0,142,140,0,37,37,24,2341,2364
SAL50875,0,12,12,0,9,9,0,20,20,0,35,35,5,57,58,3,71,68,3,71,75,3,96,95,5,127,129,7,130,128,5,103,102,0,104,109,0,241,245,8,168,177,0,10,11,39,1254,1273
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6
SAL50879,0,3,3,0,0,0,0,0,0,0,4,4,0,14,14,0,13,11,0,27,27,0,23,24,0,32,35,0,25,22,0,23,23,0,21,17,0,59,63,3,36,39,0,0,0,3,280,282
SAL50880,0,0,5,0,9,9,3,12,12,4,15,16,0,30,30,0,25,26,0,22,24,0,26,33,0,40,45,0,36,35,7,23,29,6,10,18,0,37,43,7,20,25,0,3,3,27,308,353
SAL50881,0,26,26,0,13,13,5,20,25,0,50,50,4,112,109,3,102,104,3,112,116,8,144,153,4,167,174,0,176,177,3,136,141,0,108,108,10,249,262,4,144,149,0,29,29,44,1588,1636
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50885,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50889,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,4,4,0,5,5,0,6,8,0,6,6,0,7,7,0,4,4,0,0,0,0,41,43
SAL50890,3,89,90,3,48,50,13,152,162,20,320,343,17,657,679,27,587,612,16,337,357,8,350,359,17,324,341,6,196,204,4,140,150,3,108,108,12,299,307,9,205,214,5,133,146,163,3945,4122
SAL50891,0,18,18,0,15,19,3,55,63,7,92,103,6,200,209,14,180,197,13,125,146,12,198,211,14,184,194,3,144,147,5,100,103,0,70,70,3,102,107,5,87,89,0,42,44,85,1612,1720
SAL50892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,18,18
SAL50893,0,24,24,0,14,14,7,34,45,8,58,63,8,118,124,0,103,103,0,76,75,0,93,89,0,121,125,5,126,127,3,127,131,0,116,120,5,404,411,4,90,92,0,16,16,40,1520,1559
SAL50894,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,5,0,0,0,20,4,24
SAL50895,0,3,3,0,0,0,0,0,0,0,4,4,0,10,10,0,5,5,0,7,7,0,3,3,0,3,3,0,0,0,0,5,5,0,0,3,0,12,12,0,6,6,0,0,0,0,58,61
SAL50896,3,67,75,0,28,28,9,89,95,4,169,171,11,394,401,8,340,346,10,295,306,12,407,415,12,443,456,0,308,310,8,239,245,4,171,170,5,215,224,12,227,237,0,62,59,98,3454,3538
SAL50897,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,3,3,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
SAL50898,0,4,4,0,0,0,0,0,0,0,7,7,0,7,10,0,4,4,0,15,15,0,16,16,0,20,19,0,19,17,0,13,13,0,13,13,0,26,26,0,15,17,0,0,0,0,159,161
SAL50899,0,0,5,0,0,0,15,0,22,18,0,23,9,0,6,3,0,3,3,7,12,0,6,6,0,9,10,0,7,7,0,6,6,3,7,6,0,13,13,0,0,4,0,3,6,51,58,129
SAL50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,8,8
SAL50901,0,3,3,0,0,0,0,3,3,0,3,3,0,8,8,0,4,4,0,4,5,0,11,11,0,15,17,0,21,21,0,10,10,0,12,12,0,23,23,0,16,16,0,5,5,0,138,141
SAL50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4
SAL50903,0,35,37,0,20,23,8,60,69,5,107,108,0,207,212,7,261,276,9,269,280,7,336,349,4,399,404,13,267,277,3,199,200,3,176,178,9,285,298,3,340,343,0,36,35,71,2997,3089
SAL50904,0,7,7,0,0,3,0,7,7,0,10,10,0,13,13,0,21,21,0,22,22,0,27,27,0,16,17,0,26,26,0,18,16,0,19,19,3,40,37,0,22,22,0,0,0,3,248,247
SAL50905,0,15,15,0,14,14,0,20,20,0,27,27,0,57,57,0,44,42,0,40,40,0,67,67,0,83,84,0,61,61,0,63,63,0,55,55,0,248,250,0,47,47,0,7,7,0,848,849
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,18,25
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50911,0,7,7,0,7,7,0,10,10,0,13,18,0,44,47,0,45,45,0,43,42,0,55,55,4,67,66,4,62,66,3,54,53,5,35,38,0,82,85,0,52,52,0,8,8,16,584,599
SAL50912,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,17,19
SAL50913,0,0,0,0,0,0,0,0,0,0,4,8,0,12,12,0,16,16,0,11,15,0,6,6,0,9,9,0,5,5,0,6,6,0,6,6,0,8,12,0,13,13,0,0,0,0,96,108
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50916,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,10,10,0,6,6,0,15,15,0,5,5,0,3,3,0,0,0,0,3,3,0,15,15,0,7,7,0,0,0,0,70,70
SAL50917,3,106,112,0,38,40,17,124,139,3,256,262,8,459,471,9,449,462,0,364,363,8,505,513,21,696,717,10,537,544,7,488,494,5,493,505,14,1305,1320,6,330,343,0,74,68,111,6224,6353
SAL50918,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
SAL50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,12
SAL50920,0,11,10,0,8,8,6,29,32,8,45,50,4,127,134,7,131,135,0,113,111,11,142,150,13,192,201,10,126,130,6,90,96,5,68,72,4,78,86,8,117,125,0,19,19,82,1296,1359
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50922,0,42,41,0,14,14,6,45,47,0,120,123,0,327,328,7,281,290,7,265,271,11,303,310,10,338,353,9,247,253,5,227,229,6,190,195,5,353,365,11,309,323,0,50,56,77,3111,3198
SAL50923,0,0,0,0,0,0,0,0,0,0,4,4,0,10,10,0,12,12,0,11,13,0,7,7,0,11,11,0,3,3,0,4,4,0,5,5,0,0,0,0,9,9,0,3,3,0,79,81
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7
SAL50925,0,22,22,6,7,5,0,46,46,0,56,64,10,160,172,13,99,111,0,77,79,9,91,93,6,95,102,0,73,74,3,61,62,0,35,35,5,57,66,0,55,56,0,21,18,52,955,1005
SAL50926,5,6,4,3,0,6,13,3,14,15,4,17,12,14,27,14,4,17,6,9,12,3,5,9,3,6,13,0,11,17,3,7,11,0,0,0,3,26,33,10,8,18,18,7,23,108,110,221
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50928,0,0,0,0,0,0,0,0,0,0,7,7,0,4,4,0,5,5,0,5,5,0,3,3,0,0,0,0,4,4,0,4,4,0,4,4,0,13,13,0,11,11,0,0,0,0,60,60
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL50930,0,0,0,0,0,0,0,0,0,0,6,6,0,8,8,4,7,5,0,4,4,0,4,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,9,7,0,0,0,4,46,42
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,0,35,35,0,16,16,0,38,38,0,63,65,0,147,147,0,137,137,0,131,131,3,175,178,4,223,224,0,212,209,3,186,193,0,164,164,6,579,584,3,147,144,0,24,24,19,2277,2289
SAL50933,0,28,28,0,15,15,0,29,29,0,37,37,0,132,132,0,126,125,0,68,68,0,66,66,0,77,76,0,60,64,6,65,67,0,47,47,0,249,255,0,52,52,0,32,32,6,1083,1093
SAL50934,0,0,0,0,0,0,0,0,0,4,0,4,0,8,7,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,0,0,0,10,15,25
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50936,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,17,20
SAL50937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,0,21,21
SAL50938,3,8,10,0,5,5,4,26,29,4,43,49,3,110,114,9,71,85,5,70,77,10,97,101,11,98,104,4,90,93,4,68,76,0,51,50,0,91,94,8,63,68,6,21,25,71,912,980
SAL50939,0,29,29,0,19,19,6,51,59,5,99,101,3,302,308,13,240,249,0,184,187,9,245,250,7,211,221,0,136,144,0,112,115,7,81,80,0,95,101,5,135,145,0,47,51,55,1986,2059
SAL50940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,0,0,0,0,14,14
SAL50941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,0,10,10,0,7,7,0,5,8,0,3,3,0,11,11,0,7,7,0,11,11,0,9,9,0,0,0,0,71,78
SAL50942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50944,0,31,31,0,10,10,3,24,34,10,45,51,6,103,113,3,105,113,6,82,84,3,119,123,11,116,129,9,96,102,3,61,63,0,55,58,0,66,69,8,80,84,4,27,30,66,1020,1094
SAL50945,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,9,0,3,3,0,11,11,0,11,11,0,3,3,0,5,5,0,7,7,0,11,11,0,11,11,0,5,5,0,82,82
SAL50946,0,7,7,0,0,0,0,14,14,0,10,10,0,19,19,0,24,24,0,24,24,4,26,28,0,40,40,0,24,24,0,20,23,0,19,19,0,58,64,0,21,21,0,9,9,4,315,326
SAL50947,6,70,73,3,28,29,13,67,79,23,156,178,20,329,354,12,307,323,16,200,214,12,305,317,16,332,343,5,226,233,9,189,197,5,130,141,7,201,210,11,130,137,7,70,79,165,2740,2907
