SAL_CODE_2021,Neg_nil_inc_Hh_with_Ind_psns,Neg_nil_inc_Other_households,Neg_nil_inc_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_more_Hh_with_Indig_psn,2000_more_Other_households,2000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,0,0,0,22,22
SAL50402,0,4,4,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,8,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,28,31
SAL50403,4,11,13,0,0,0,5,4,9,3,15,16,8,40,49,4,15,16,0,22,21,3,35,39,6,35,40,0,18,16,0,13,14,0,9,9,0,19,21,6,23,30,5,13,17,44,272,310
SAL50404,0,15,15,0,14,16,4,35,39,5,58,61,3,190,194,0,135,139,0,102,101,0,116,117,0,96,104,0,52,52,0,51,51,0,23,23,0,60,61,0,89,86,0,16,19,12,1052,1078
SAL50405,4,3,9,0,3,4,39,5,44,34,3,41,39,22,54,29,16,45,20,18,34,29,32,63,21,51,77,24,48,76,16,65,80,16,44,61,19,120,141,44,48,88,7,15,18,341,493,835
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,5,0,6,6,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,28,28
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50409,0,198,201,0,92,95,8,221,231,5,388,395,12,956,967,11,795,805,10,670,684,13,828,841,4,907,917,9,830,837,4,758,760,7,646,650,22,1527,1552,6,499,507,5,142,144,116,9457,9586
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50411,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,7,7,0,9,9,0,5,5,0,5,5,0,9,9,0,4,4,0,7,7,0,3,3,0,5,5,0,4,4,0,67,67
SAL50412,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,7,7,0,3,3,0,4,4,0,5,9,0,4,4,0,8,8,0,5,5,0,3,3,0,50,54
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,7,3,0,0,0,0,14,10
SAL50415,4,3,11,0,0,0,3,5,7,26,22,42,15,13,21,10,6,18,6,23,28,11,44,57,16,60,82,16,90,106,16,99,111,16,92,109,31,216,246,22,107,128,0,7,11,192,787,977
SAL50416,3,11,15,0,0,0,3,13,14,4,35,35,4,75,80,0,59,61,4,34,37,4,49,46,4,50,53,3,27,28,0,31,31,0,22,22,0,40,45,9,56,59,0,15,15,38,517,541
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,15,15
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50419,0,26,26,0,16,16,0,21,23,6,52,56,3,150,153,4,139,140,9,88,95,6,110,113,3,104,110,4,77,81,6,64,69,0,33,33,3,110,113,6,75,87,0,18,19,50,1083,1134
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50421,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,26,26
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,5,49,55,0,19,19,6,90,96,9,126,134,3,240,245,0,182,185,4,176,182,9,201,205,5,294,299,4,252,256,0,263,263,3,321,319,9,1038,1048,3,273,280,0,34,34,60,3558,3620
SAL50424,0,0,0,0,0,0,0,0,0,5,7,13,0,31,31,0,16,16,6,12,20,0,22,22,3,6,13,3,15,17,4,7,8,0,8,10,0,15,15,0,13,13,0,11,11,21,163,189
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,19,19
SAL50426,0,8,8,0,0,0,0,14,11,0,9,13,5,38,44,5,25,26,8,24,25,4,37,45,0,54,57,4,45,45,4,40,46,0,47,47,3,75,77,9,80,81,0,4,4,42,500,529
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,0,0,0,0,10,11
SAL50431,0,61,66,0,30,30,3,67,69,13,125,139,10,412,424,18,306,321,6,235,243,3,273,275,6,231,236,5,165,168,3,167,169,5,131,136,5,279,286,6,220,224,0,66,69,83,2768,2855
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50435,0,3,3,0,0,0,0,4,4,0,0,0,0,9,9,0,9,9,0,5,10,0,9,9,0,13,13,0,6,6,0,4,4,0,9,9,0,10,10,0,7,10,0,0,0,0,88,96
SAL50436,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,4,4,0,12,12,0,8,8,0,5,5,0,8,8,0,6,6,0,11,11,0,7,7,0,5,5,0,74,74
SAL50437,0,0,0,0,0,0,0,0,0,0,3,5,0,19,18,0,9,12,0,8,14,0,9,9,0,21,21,0,0,0,0,8,8,0,3,3,0,7,7,0,10,9,0,9,9,0,106,115
SAL50438,0,69,69,0,50,50,0,81,81,0,147,147,0,305,305,4,322,317,4,340,348,0,442,442,9,549,553,3,523,529,5,511,510,8,446,450,7,1251,1258,4,400,405,3,71,69,47,5507,5533
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,0,27,28,0,12,12,3,38,41,0,53,58,3,156,160,5,153,155,4,184,187,4,226,227,3,285,289,0,235,235,0,146,150,0,125,124,7,259,264,0,256,263,0,31,31,29,2186,2224
SAL50442,0,0,0,0,0,0,6,0,6,4,0,4,8,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,5,3,22,9,30
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,15,15
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50446,0,5,6,0,4,4,0,3,3,0,12,13,0,18,23,0,23,22,0,11,12,0,13,13,0,16,16,0,12,12,0,20,20,0,3,3,0,22,22,0,21,21,0,8,8,0,191,198
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,16,16,0,0,0,0,0,0,0,25,25
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,13
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,12,12
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,6,6,0,5,5,0,0,0,0,25,24
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,9,9
SAL50452,0,18,18,0,10,10,8,41,50,3,88,90,12,289,297,9,181,190,6,110,113,5,187,194,8,181,186,3,121,123,6,108,117,0,67,72,3,153,159,3,120,119,0,30,30,66,1704,1768
SAL50453,0,29,29,0,24,24,0,30,39,5,81,89,4,159,160,6,182,188,4,154,159,3,231,232,4,300,302,5,218,219,0,177,180,4,112,115,10,207,209,4,179,184,0,24,24,49,2107,2153
SAL50454,0,0,3,0,0,0,0,0,0,0,12,14,3,15,19,7,15,24,5,11,19,0,29,30,8,20,24,4,20,26,0,17,16,3,15,18,0,31,34,8,17,24,0,14,12,38,216,263
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50457,0,50,50,0,18,21,6,44,46,0,77,77,4,177,178,3,162,163,0,156,158,4,204,216,7,231,233,5,230,238,0,201,201,0,196,195,4,914,921,4,203,204,0,25,25,37,2888,2926
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,17,18
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,16,16
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50464,6,154,161,0,30,32,0,90,94,3,153,156,0,253,256,10,258,267,4,258,263,6,372,379,9,517,528,8,447,457,3,483,489,5,410,410,15,1700,1716,5,306,312,0,49,49,74,5480,5569
SAL50465,0,0,0,0,0,0,0,3,3,0,5,5,0,3,5,0,3,3,0,7,7,0,3,3,0,10,10,0,8,8,0,10,10,0,7,7,0,8,8,0,12,12,0,0,0,0,79,81
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
SAL50467,0,0,0,0,0,0,0,6,6,0,20,20,3,23,29,0,39,39,0,5,5,0,18,21,0,14,14,0,9,9,0,0,0,0,5,5,0,8,8,0,4,4,0,14,12,3,165,172
SAL50468,0,75,78,0,30,30,8,64,70,7,136,137,11,228,240,10,250,265,3,227,231,10,299,308,13,376,392,0,354,354,9,333,342,9,325,337,11,1051,1061,7,277,287,0,31,31,98,4056,4163
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50470,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50471,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,5,5,0,0,0,0,0,0,0,7,7,0,6,6,0,5,5,0,5,5,0,5,5,0,8,8,0,0,0,0,49,49
SAL50472,0,41,41,0,15,15,5,45,53,7,140,146,9,375,384,13,296,311,14,259,270,15,326,337,11,369,387,12,266,282,6,214,222,3,181,185,11,275,289,21,236,256,3,43,42,130,3081,3220
SAL50473,0,15,15,0,8,8,8,28,33,9,56,53,4,135,139,5,129,134,5,116,118,4,114,121,11,155,163,0,126,129,3,104,109,0,91,91,3,160,163,3,78,82,0,26,28,55,1341,1386
SAL50474,5,28,28,0,10,15,5,25,28,0,60,61,0,133,133,3,128,130,3,133,135,0,143,146,0,167,170,0,175,176,3,138,143,0,120,122,0,306,308,0,116,120,0,21,21,19,1703,1736
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,10,10
SAL50476,0,15,15,0,3,3,0,9,9,0,37,37,0,63,63,0,77,79,4,73,76,4,120,123,3,196,198,4,137,142,5,122,123,0,94,94,3,122,124,0,134,142,0,19,19,23,1221,1247
SAL50477,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,6,6,0,27,27
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50480,0,0,0,0,0,0,0,3,3,0,0,0,0,9,8,0,4,4,0,6,6,0,6,6,0,0,0,0,3,3,0,4,4,0,0,0,0,9,9,0,8,8,0,0,0,0,52,51
SAL50481,0,5,5,0,3,3,0,0,0,0,4,4,0,12,12,0,18,18,0,19,19,0,15,15,0,14,14,0,8,8,0,17,16,0,7,7,0,8,8,5,12,15,0,0,0,5,142,144
SAL50482,8,83,84,6,52,54,30,164,192,25,267,285,23,550,574,26,581,602,22,630,659,45,837,880,47,1032,1077,38,781,822,19,657,674,16,446,462,28,769,799,36,743,782,11,98,110,380,7690,8056
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11,11
SAL50484,0,22,22,0,8,13,3,27,33,7,50,60,0,107,115,10,93,99,8,90,91,0,122,122,0,125,124,5,128,134,0,109,108,0,86,80,5,231,242,0,86,86,0,18,18,38,1302,1347
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50486,0,3,3,0,0,0,0,0,0,0,4,8,0,9,9,0,19,21,0,13,13,0,8,8,0,12,12,0,13,13,0,6,6,0,9,9,0,14,14,0,0,0,0,3,3,0,113,119
SAL50487,0,0,0,0,0,0,0,4,4,0,7,11,0,8,8,0,3,3,0,0,0,0,4,4,0,0,3,0,4,4,0,5,5,0,4,4,0,0,0,0,11,14,0,3,3,0,53,63
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50491,0,51,51,0,21,23,0,46,50,0,121,126,4,441,441,10,398,402,0,249,251,0,199,206,6,190,197,5,134,140,3,114,120,0,81,81,3,188,194,14,162,171,0,75,75,45,2470,2528
SAL50492,0,18,21,0,19,19,4,29,34,3,43,45,3,139,142,0,91,91,0,57,60,5,62,68,3,83,88,0,65,64,0,64,64,0,40,40,0,69,71,0,66,66,0,34,33,18,879,906
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,4,4,0,9,9,0,0,0,0,0,0,0,20,20
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6
SAL50497,0,9,9,0,3,3,3,11,14,0,28,28,4,56,56,7,57,65,5,58,63,0,68,76,8,102,109,3,93,91,3,79,82,0,76,73,5,144,149,3,136,142,0,36,33,41,956,993
SAL50498,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,16,16
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,5,0,0,0,0,0,0,0,11,11
SAL50500,3,58,66,0,14,13,4,52,55,6,115,120,13,284,295,11,244,252,6,195,197,5,208,214,4,194,198,8,154,164,8,123,133,5,109,113,9,234,242,3,195,203,0,35,32,85,2214,2297
SAL50501,0,0,0,0,0,0,0,4,4,0,4,4,0,4,4,0,4,4,0,3,5,0,8,8,0,7,7,0,7,7,0,4,4,0,6,6,0,17,17,0,11,11,0,0,0,0,79,81
SAL50502,0,25,30,0,16,16,3,36,37,3,83,87,5,177,182,6,145,150,5,130,133,7,181,188,0,177,180,0,162,163,5,135,140,0,116,117,0,195,196,5,97,102,0,15,15,39,1690,1736
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50508,0,0,0,5,0,5,25,0,25,40,0,40,42,0,42,37,0,37,8,0,10,3,8,14,13,13,27,6,20,26,0,22,22,3,19,25,3,48,54,20,11,29,5,0,7,210,141,363
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,0,31,35,0,16,16,0,30,30,0,59,59,0,86,86,0,111,111,0,118,118,0,144,142,0,209,211,0,201,201,0,206,207,0,205,206,3,1210,1213,0,194,192,0,17,17,3,2837,2844
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,0,0,0,0,4,4,0,7,7,0,13,13,0,13,13,0,9,9,0,11,11,0,10,12,0,9,9,0,8,8,0,0,0,0,3,3,0,15,15,0,0,0,0,102,104
SAL50513,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,26,26
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50517,0,4,4,0,0,0,0,10,10,0,21,21,0,32,32,0,23,23,0,20,20,0,33,33,0,42,44,0,31,31,0,26,29,0,20,20,0,47,53,0,27,24,0,8,8,0,344,352
SAL50518,0,66,69,0,48,47,14,98,117,14,182,198,18,448,467,14,417,435,18,370,386,24,482,503,17,608,625,19,470,493,9,389,400,10,270,280,26,541,567,16,405,418,0,85,89,199,4879,5094
SAL50519,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL50520,0,0,0,0,0,0,0,4,4,0,8,8,0,9,9,0,10,10,0,4,4,0,9,13,0,24,24,0,12,12,0,10,19,0,3,3,0,17,17,0,14,14,0,0,0,0,124,137
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50522,0,73,74,0,36,36,8,89,101,4,154,163,10,313,319,3,267,270,6,206,210,9,243,252,7,335,339,8,327,330,3,301,309,3,287,294,12,1051,1065,4,255,261,0,53,51,77,3990,4074
SAL50523,0,14,13,0,5,5,0,11,11,0,39,39,0,86,86,5,81,80,0,34,34,0,34,34,0,26,28,0,16,16,0,13,13,0,13,13,7,30,30,0,32,32,0,17,21,12,451,455
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50525,0,3,3,0,0,0,0,5,5,0,25,25,0,40,43,0,24,24,0,21,23,0,18,18,0,29,29,0,19,19,0,15,15,0,10,10,0,15,14,0,40,43,0,9,9,0,273,280
SAL50526,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
SAL50527,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,6,6,0,5,5,0,8,8,0,7,7,0,0,0,0,37,33
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
