SAL_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
SAL50011,46,49,93,3302,3778,7081,199,101,309,3549,3937,7482,31,26,57,2661,2622,5283,10,8,10,2698,2652,5356,9,5,10,150,162,311,0,0,0,157,165,322,34,30,68,2814,2784,5598,10,8,10,2857,2817,5675,6,21,27,464,976,1442,3,4,7,479,998,1477,5,0,5,21,24,45,190,96,287,211,119,330,14.3,9.7,12.1,5.4,5.8,5.6,0,0,0,5.5,5.9,5.7,76.1,62,68.8,85.3,73.6,79,3.5,4.8,3.9,80.5,71.6,75.8,65.2,56,60.4,80.7,69.3,74.6,3.5,4.8,3.9,76.1,67.4,71.5,3,6,7,234,386,624,0,0,0,242,389,630,30,20,52,2401,2214,4609,10,5,14,2428,2236,4671,0,0,0,171,147,318,0,0,0,171,146,321,0,0,0,116,125,241,0,0,0,116,125,241,0,0,0,52,107,155,0,0,0,52,107,155,0,3,3,399,665,1070,0,0,0,399,667,1070,0,9,8,363,518,879,0,0,0,364,523,888,16,16,35,1074,666,1739,3,0
SAL50012,0,0,0,9,5,17,0,0,0,9,5,17,0,0,0,9,3,15,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,0,0,0,9,3,15,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,71.4,86.7,0,0,0,100,71.4,86.7,0,0,0,100,71.4,86.7,0,0,0,100,71.4,86.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
SAL50013,0,0,3,243,228,471,8,5,12,251,238,490,0,0,3,159,137,297,0,0,5,163,140,303,0,0,0,3,7,10,0,0,0,3,7,10,0,0,3,165,143,308,0,0,5,168,147,315,0,0,0,75,90,161,0,0,0,75,90,161,0,0,0,0,0,0,6,3,6,5,3,13,0,0,0,4.2,4.2,4.2,0,0,0,4.1,4.1,4.1,100,100,100,68.9,62.1,65.5,25,25,25,67.6,61.9,64.8,100,100,100,66,59.5,62.8,25,25,25,64.8,59.4,62.2,0,0,0,13,36,44,0,0,0,11,36,48,0,0,0,152,101,251,0,0,5,153,105,257,0,0,0,3,4,9,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,27,38,0,0,0,6,27,38,0,0,0,20,23,38,0,0,0,20,22,40,0,0,0,90,65,157,0,0
SAL50014,0,0,0,48,35,85,9,4,10,49,41,94,0,0,0,29,25,54,0,0,0,34,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,54,0,0,0,34,22,55,0,0,0,14,18,27,0,0,0,14,18,27,0,0,0,0,0,0,9,4,10,9,4,10,0,0,0,0,4.3,1.9,0,0,0,0,4.3,1.8,100,0,100,68.9,60.5,65.1,0,0,0,61.5,53.5,57.9,100,0,100,68.9,57.9,63.9,0,0,0,61.5,51.2,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,45,0,0,0,34,17,48,0,0,0,9,0,8,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,9,8,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,6,3,15,0,0
SAL50015,0,0,0,3,7,11,0,0,0,3,7,11,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,75,88.9,0,0,0,100,75,88.9,0,0,0,100,75,88.9,0,0,0,100,75,88.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL50016,3,0,3,209,205,408,14,6,24,226,217,437,0,0,3,164,153,310,0,0,0,163,150,315,0,0,0,3,5,5,0,0,0,3,5,5,0,0,3,168,151,319,0,0,0,167,151,325,0,0,3,43,48,87,0,0,0,39,51,94,0,0,0,0,0,5,16,6,25,11,12,25,0,0,0,1.8,2,1.9,0,0,0,1.8,1.9,1.9,66.7,33.3,50,79.6,75.7,77.7,7.1,0,4.3,74.9,72,73.5,66.7,33.3,50,78.2,74.3,76.2,7.1,0,4.3,73.5,70.6,72.1,0,0,0,14,14,31,0,0,0,14,14,31,0,0,3,148,132,278,0,0,0,152,132,282,0,0,0,15,18,32,0,0,0,19,18,29,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,4,7,12,0,0,0,4,7,12,0,0,0,11,24,40,0,0,0,15,24,37,0,0,0,12,26,44,0,0,0,12,29,43,0,0,0,85,40,126,0,0
SAL50017,0,0,3,30,21,52,3,0,6,34,23,60,0,0,0,22,18,41,0,0,0,27,18,44,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,27,17,43,0,0,0,26,17,46,0,0,0,3,4,7,0,0,0,3,5,11,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,3.8,5.9,4.7,0,0,0,3.7,5.9,4.5,100,0,50,86.7,81,84.3,0,0,0,81.8,68,75.9,100,0,50,83.3,76.2,80.4,0,0,0,78.8,64,72.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,36,0,0,0,22,12,41,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,6,10,13,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,6,0,0
SAL50018,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,0,0,0,122,92,218,9,6,10,131,98,232,0,0,0,84,52,133,0,0,0,84,52,133,0,0,0,3,5,9,0,0,0,5,5,6,0,0,0,86,52,141,0,0,0,87,52,138,0,0,0,31,38,72,0,0,0,31,38,72,0,0,0,0,3,5,7,6,13,13,5,16,0,0,0,3.4,7.7,5,100,0,100,4.5,7.7,5.7,0,0,0,71.5,55.3,64.5,14.3,0,7.7,68.5,52,61.3,0,0,0,69.1,51.1,61.3,0,0,0,65.4,48,57.8,0,0,0,3,11,12,0,0,0,3,11,12,0,0,0,79,38,117,0,0,0,79,38,117,0,0,0,7,0,14,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,27,0,0,0,10,13,27,0,0,0,5,9,15,0,0,0,5,9,15,0,0,0,42,8,58,0,0
SAL50020,0,0,0,21,19,36,0,0,3,21,20,43,0,0,0,10,12,29,0,0,0,10,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,23,0,0,0,17,15,23,0,0,0,3,4,9,0,0,0,3,4,9,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7.1,7.7,7.4,0,0,0,7.1,7.7,7.4,0,0,0,73.7,72.2,73,0,0,0,63.6,65,64.3,0,0,0,68.4,66.7,67.6,0,0,0,59.1,60,59.5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,10,7,22,0,0,0,10,7,22,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,7,0,8,0,0
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,12,16,22,2739,3066,5812,104,97,203,2861,3172,6039,4,9,14,1842,1729,3573,3,4,6,1853,1743,3594,0,0,0,74,67,142,0,0,0,74,67,142,4,9,14,1913,1794,3711,3,4,6,1923,1809,3736,4,3,7,814,1254,2067,9,6,8,826,1261,2085,0,0,0,15,13,27,101,94,192,116,105,218,0,0,0,3.8,3.8,3.8,0,0,0,3.8,3.8,3.8,66.7,76.9,72,69.8,58.6,63.9,2.8,2.1,2.5,67.3,57,61.9,66.7,76.9,72,67.2,56.4,61.5,2.8,2.1,2.5,64.8,54.9,59.6,0,3,3,164,309,470,0,0,0,164,312,469,4,8,14,1660,1405,3072,3,4,6,1671,1417,3090,0,0,0,93,121,216,0,0,0,91,123,215,0,0,4,395,322,717,0,0,0,399,321,716,0,0,0,90,150,243,0,0,0,90,150,248,6,3,8,890,984,1875,0,0,0,892,990,1884,0,0,0,245,324,563,0,0,0,248,328,568,0,0,0,297,180,481,0,0
SAL50023,0,0,0,22,19,41,0,4,3,29,19,46,0,0,0,22,14,31,0,0,0,22,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,29,0,0,0,22,14,29,0,0,0,4,9,9,0,0,0,5,9,6,0,0,0,0,0,0,0,4,3,0,4,4,0,0,0,5,0,3.1,0,0,0,5,0,3.1,0,0,0,80,70.6,76.2,0,0,0,74.1,63.2,69.6,0,0,0,76,70.6,73.8,0,0,0,70.4,63.2,67.4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,16,11,29,0,0,0,16,11,29,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,5,0,6,0,0,0,9,0,11,0,0
SAL50024,18,3,28,1676,1898,3570,55,55,114,1749,1964,3709,15,4,19,1149,1160,2311,0,0,0,1167,1162,2325,0,0,0,66,49,118,0,0,0,68,49,119,17,4,19,1218,1207,2425,0,0,0,1233,1215,2446,3,0,0,450,683,1132,6,5,7,460,687,1146,0,5,0,6,8,13,56,46,100,61,57,121,13.3,0,10.5,5.4,4.1,4.8,0,0,0,5.5,4.1,4.8,83.3,57.1,76,72.8,63.6,67.9,0,1.8,0.9,70.5,61.8,65.9,72.2,57.1,68,68.8,61,64.6,0,1.8,0.9,66.6,59.3,62.7,3,0,3,129,277,411,0,0,0,141,277,417,12,4,14,1017,871,1888,0,0,0,1023,879,1902,0,0,0,63,72,138,0,0,0,61,72,134,0,0,0,231,183,408,0,0,0,234,183,410,0,0,0,40,92,139,0,0,0,47,96,140,0,3,4,527,664,1189,0,0,0,528,664,1192,0,0,0,152,229,381,0,0,0,159,229,385,8,0,8,201,81,287,0,0
SAL50025,0,0,3,208,227,436,19,9,29,226,243,469,0,0,3,144,145,288,6,0,5,153,145,297,0,0,0,7,5,13,0,0,0,7,5,13,0,0,3,149,150,304,6,0,5,158,154,306,0,0,0,58,72,132,0,3,5,58,78,134,0,0,0,3,6,4,8,9,20,10,14,22,0,0,0,3.3,4.6,4,0,0,0,3.2,4.6,3.9,100,100,100,71.8,66.8,69.2,18.8,7.7,13.8,68.4,63.7,66,100,100,100,69.4,63.7,66.4,18.8,7.7,13.8,66.2,60.8,63.5,0,0,0,17,40,52,0,0,0,17,38,54,0,0,0,126,100,225,3,0,0,128,100,227,0,0,0,8,4,13,0,0,0,8,6,11,0,0,0,4,12,14,0,0,0,4,12,14,0,0,0,3,8,12,0,0,0,3,8,12,0,0,0,20,48,64,0,4,4,20,48,66,0,0,0,17,21,43,0,0,0,17,21,43,0,0,3,76,40,117,0,0
SAL50026,251,276,526,4548,5008,9557,441,414,859,5242,5706,10948,109,77,187,2408,2077,4479,15,16,26,2527,2165,4686,25,29,52,303,325,624,0,4,5,325,355,681,134,106,240,2706,2397,5105,8,20,31,2857,2520,5371,103,163,267,1747,2481,4229,27,31,59,1878,2684,4557,10,12,21,94,133,224,409,366,772,515,504,1017,18.8,26.2,22.1,11.1,13.4,12.2,8.3,29.4,20.7,11.5,14.1,12.7,53.4,38.5,45.5,59.5,47.8,53.4,2.7,4.1,3.4,54.4,44.2,49.1,43.4,28.4,35.5,52.9,41.4,46.9,2.5,2.9,2.7,48.2,37.9,42.8,17,16,31,189,326,513,0,3,3,202,344,543,87,62,153,2163,1707,3869,6,7,13,2259,1777,4033,0,4,3,145,86,227,0,0,0,149,86,232,4,0,3,73,76,147,0,0,0,75,76,154,0,3,3,34,53,83,0,0,0,34,54,89,4,4,12,220,408,631,0,0,0,227,417,643,7,20,29,277,423,696,4,0,4,282,441,730,40,47,87,1222,881,2099,11,3
SAL50027,0,0,3,16,11,30,3,4,6,22,20,39,0,0,0,12,6,18,0,0,0,12,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,0,0,0,12,6,25,0,0,0,8,5,14,0,0,0,8,8,11,0,0,0,0,0,0,3,4,6,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,100,0,50,63.2,61.5,62.5,0,0,0,56.5,47.1,52.5,100,0,50,63.2,61.5,62.5,0,0,0,56.5,47.1,52.5,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,10,7,15,0,0,0,10,7,15,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,3,0,0
SAL50028,0,0,0,5,4,8,4,0,4,11,4,13,0,0,0,3,6,7,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,3,6,7,0,0,0,6,0,5,0,0,0,6,0,5,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,66.7,50,0,0,0,20,66.7,30.8,0,0,0,40,66.7,50,0,0,0,20,66.7,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50029,0,0,0,25,17,42,3,0,3,27,19,49,0,0,0,18,16,36,0,0,0,23,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,41,0,0,0,20,16,39,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,4.5,0,2.6,0,0,0,4.3,0,2.5,0,0,0,91.7,85,88.6,33.3,0,25,85.2,81,83.3,0,0,0,87.5,85,86.4,33.3,0,25,81.5,81,81.3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,18,12,35,0,0,0,23,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0
SAL50030,0,0,0,25,30,57,0,0,0,26,30,54,0,0,0,24,15,39,0,0,0,22,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,40,0,0,0,23,15,39,0,0,0,0,12,13,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,2.6,0,0,0,4,0,2.4,100,0,100,95.8,55.2,73.6,0,0,0,92.6,55.2,73.2,100,0,100,91.7,55.2,71.7,0,0,0,88.9,55.2,71.4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,24,9,35,0,0,0,22,9,35,0,0,0,5,4,5,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,4,3,10,0,0,0,0,4,9,0,0,0,0,4,9,0,0,0,7,4,10,0,0
SAL50031,19,20,39,1238,1280,2520,99,78,177,1354,1376,2739,8,9,20,845,746,1587,0,0,0,856,756,1612,0,0,0,42,39,79,0,0,0,41,39,80,12,9,25,884,783,1668,0,0,0,897,796,1690,3,12,11,307,405,709,0,4,3,314,415,728,0,0,0,49,96,142,98,74,170,146,174,318,8.3,0,4.5,4.6,4.8,4.7,0,0,0,4.7,4.8,4.7,70.6,47.6,57.9,71.4,61.2,66.2,1,0,0.6,66.2,57.5,61.8,64.7,47.6,55.3,68.1,58.2,63.1,1,0,0.6,63.1,54.8,58.9,4,3,8,83,147,232,0,0,0,91,144,241,4,7,12,755,599,1350,0,0,0,764,602,1364,0,0,0,55,29,86,0,0,0,55,29,86,0,0,0,95,80,171,0,0,0,95,80,171,0,0,0,26,49,75,0,0,0,28,50,77,0,0,0,227,260,490,0,0,0,227,263,491,0,7,7,134,136,269,0,0,0,134,140,276,6,4,9,263,125,389,0,0
SAL50032,9,6,23,998,1181,2179,47,32,83,1051,1227,2282,6,9,13,677,636,1309,4,4,5,683,644,1332,0,0,6,31,28,63,0,0,0,32,32,64,9,6,22,707,659,1370,4,4,5,724,671,1391,4,0,4,276,505,782,9,11,13,282,509,797,0,0,0,9,17,29,40,25,63,49,45,95,22.2,11.1,16.7,4.5,4.2,4.4,0,0,0,4.7,4.3,4.5,81.8,100,90,71.3,55.8,62.9,4.3,8.6,6.1,68.4,54.8,61.1,63.6,88.9,75,68.1,53.4,60.1,4.3,8.6,6.1,65.2,52.4,58.3,0,5,5,54,96,147,0,0,0,55,102,152,6,4,13,618,529,1145,0,4,3,621,536,1162,0,0,0,58,44,101,0,0,0,60,44,107,0,0,0,33,41,70,0,0,0,33,42,75,0,0,0,7,25,34,0,0,0,7,25,34,0,0,0,105,198,306,0,0,0,105,198,306,0,0,0,79,120,199,0,0,0,79,120,198,4,0,5,295,155,447,0,0
SAL50033,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,50,0,50,0,0,0,100,0,100,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
