SAL_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
SAL51031,10,12,27,807,845,1657,43,40,83,867,900,1769,7,9,19,493,431,923,4,5,4,506,445,947,0,0,4,21,20,43,0,0,0,19,20,44,10,5,22,514,451,964,4,5,4,526,464,993,0,3,3,289,381,669,0,10,9,291,394,684,0,0,0,11,10,26,42,33,68,49,46,91,15.4,12.5,14.3,3.5,4.6,4,0,0,0,3.8,4.7,4.2,100,57.1,77.8,63,53.5,58.2,4.8,9.8,7.2,60.7,51.6,56.1,84.6,50,66.7,60.8,51,55.8,4.8,9.8,7.2,58.4,49.1,53.7,4,0,4,55,104,160,0,0,0,56,104,165,12,9,18,438,320,756,4,0,5,446,331,777,0,0,0,39,25,61,0,0,0,37,28,61,0,0,0,24,25,51,0,0,0,24,25,51,0,0,0,11,20,33,0,0,0,11,20,33,0,0,0,62,91,156,0,0,0,63,97,158,0,0,3,65,93,155,0,3,4,60,97,161,4,3,7,297,113,405,0,0
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,42,8,51,389,84,478,201,45,245,635,142,780,36,8,47,368,82,451,0,0,4,405,92,498,0,0,0,0,0,0,0,0,0,0,0,0,36,8,47,371,82,450,0,0,4,407,92,501,0,0,4,16,3,15,0,0,0,14,9,18,8,0,8,8,0,10,199,48,246,210,53,259,0,0,0,0.5,0,0.4,0,0,0,0.5,0,0.4,85.7,88.9,86.3,94.9,92,94.4,1,2.1,1.2,64.7,61.8,64.2,85.7,88.9,86.3,94.4,92,93.9,1,2.1,1.2,64.4,61.8,63.9,0,0,0,0,0,0,0,0,0,0,0,0,36,8,47,369,77,443,0,0,4,405,81,492,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,5,6,11,0,0,0,5,6,11,0,0,0,4,0,9,0,0,0,5,0,5,0,0,0,39,12,48,0,0,0,39,17,49,0,0,0,30,8,39,0,0,0,37,8,44,12,0,12,163,16,182,0,0
SAL51034,0,0,0,10,7,18,0,0,0,15,7,23,0,0,0,10,9,17,0,0,0,15,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,0,0,0,15,9,18,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,90.5,100,0,100,100,80,90.9,0,0,0,100,80,90.5,100,0,100,100,80,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,0,0,0,10,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51035,0,0,0,3,8,7,0,0,0,3,6,11,0,0,0,4,8,7,0,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,87.5,0,0,0,75,66.7,70,0,0,0,75,100,87.5,0,0,0,75,66.7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51036,52,60,113,1090,1226,2317,90,66,157,1230,1358,2589,28,33,65,772,815,1585,0,0,0,806,850,1650,3,0,8,33,26,55,0,0,0,36,28,62,35,33,72,804,838,1644,0,0,0,839,878,1719,16,25,41,279,380,656,0,0,3,292,406,697,0,0,0,4,11,20,87,67,151,90,76,174,13.5,2.9,8.5,3.9,3.1,3.5,0,0,0,4.3,3.1,3.7,71.2,55.7,62.8,73.9,68.3,70.9,0,1.5,0.6,68.4,64.5,66.4,61.5,54.1,57.5,71,66.2,68.5,0,1.5,0.6,65.5,62.5,63.9,0,8,9,92,203,297,0,0,0,101,216,308,27,25,51,676,603,1282,0,0,0,704,629,1336,0,0,0,36,29,70,0,0,0,41,29,71,0,0,0,19,20,38,0,0,0,19,20,38,0,0,0,15,30,49,0,0,0,15,30,49,0,3,3,94,186,276,0,0,0,94,192,278,6,0,7,83,135,217,0,0,0,91,133,229,13,7,19,370,209,582,0,0
SAL51037,0,0,4,22,16,39,8,0,12,34,25,58,0,0,0,22,14,35,0,0,0,22,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,35,0,0,0,22,18,38,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,8,0,12,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,100,77.8,90.2,0,0,0,67.6,68.2,67.9,0,100,50,100,77.8,90.2,0,0,0,67.6,68.2,67.9,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,22,15,37,0,0,0,22,14,34,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,4,0,4,0,0
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,4,3,8,357,353,711,22,33,51,387,390,775,0,4,6,247,213,459,0,0,0,249,220,467,0,0,0,15,11,23,0,0,0,15,11,23,0,4,6,256,222,483,0,0,0,261,228,491,0,0,0,102,130,228,3,4,4,105,130,236,0,0,0,0,0,0,18,28,50,20,28,52,0,0,0,4.7,4.5,4.6,0,0,0,4.6,4.4,4.5,75,83.3,80,71.6,63.6,67.7,4.2,0,1.9,67.4,59,63.2,75,83.3,80,68.2,60.8,64.6,4.2,0,1.9,64.3,56.4,60.4,0,0,0,17,28,47,0,0,0,17,28,47,0,4,6,216,175,398,0,0,0,222,181,400,0,0,0,14,12,33,0,0,0,14,12,33,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,19,34,53,0,0,0,19,34,53,0,0,0,26,39,65,0,0,0,27,43,69,0,3,5,108,53,164,0,0
SAL51041,5,0,4,81,91,169,8,7,9,93,93,190,5,0,5,58,55,115,3,0,3,67,55,120,0,0,0,3,0,3,0,0,0,3,0,3,5,0,5,63,61,119,3,0,3,67,61,122,0,0,0,24,31,48,0,0,0,24,29,51,0,0,0,0,0,0,9,7,8,9,12,16,0,0,0,3.2,3.5,3.4,0,0,0,3,3.5,3.2,100,0,75,73.8,64.8,69.2,28.6,0,16.7,71.3,60.6,66,100,0,75,71.4,62.5,66.9,28.6,0,16.7,69.1,58.5,63.8,0,0,0,0,5,6,0,0,0,0,5,6,5,0,5,58,47,108,3,0,3,65,47,112,0,0,0,6,5,11,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,12,11,18,0,0,0,12,11,18,0,0,0,22,8,30,0,0
SAL51042,111,109,220,24,13,34,9,6,15,145,126,273,16,21,40,23,9,28,0,0,0,35,37,70,18,10,28,0,0,0,0,0,0,18,10,28,33,31,64,23,9,28,0,0,0,50,44,98,54,55,112,4,3,4,4,0,3,60,58,123,23,19,43,0,0,0,9,3,12,29,22,53,51.5,28.6,39.7,0,0,0,0,0,0,32.7,22.7,28.1,29.7,32.4,31.1,82.6,75,80,0,0,0,35.9,34.9,35.4,14.4,23.1,18.7,82.6,75,80,0,0,0,24.1,27,25.5,4,4,8,0,0,0,0,0,0,7,5,11,8,16,30,19,7,25,0,0,0,29,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,6,0,5,0,0,0,6,3,8,19,9,28,6,0,6,0,0
SAL51043,0,0,0,6,9,9,0,0,0,9,9,8,0,0,0,5,6,8,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,5,6,8,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,80,63.6,100,0,100,57.1,80,66.7,0,0,0,50,80,63.6,100,0,100,57.1,80,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51044,9,8,19,122,104,233,14,14,21,143,127,271,3,0,6,86,51,136,0,0,0,89,51,142,0,0,0,0,3,3,0,0,0,0,3,4,3,0,8,86,54,139,0,0,0,94,53,144,5,6,17,32,47,77,0,0,6,41,61,97,0,0,0,8,5,13,12,10,24,22,12,32,25,0,20,0,3.8,1.4,0,0,0,1.1,3.7,2.1,40,11.1,26.3,70.5,49.5,60.7,0,0,0,61.6,42.5,52.7,30,11.1,21.1,70.5,47.7,59.8,0,0,0,61,40.9,51.6,0,0,0,17,13,32,0,0,0,15,13,35,3,0,0,72,32,104,0,0,0,73,36,105,0,0,0,9,0,13,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,4,6,11,0,0,0,7,9,18,0,0,0,7,14,16,0,0,0,4,5,14,0,0,0,4,5,14,0,0,3,33,17,49,0,0
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,8,4,9,4,3,11,0,0,4,11,11,21,0,0,6,4,3,11,0,0,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,11,0,0,0,6,3,10,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,5,4,33.3,0,20,0,0,0,0,0,0,14.3,0,7.7,50,50,50,100,100,100,0,0,0,53.8,66.7,59.1,33.3,50,40,100,100,100,0,0,0,46.2,66.7,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,11,0,0,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51047,4,13,14,2383,2410,4798,97,57,156,2482,2486,4966,4,9,12,1739,1597,3340,10,6,15,1751,1616,3363,0,0,0,68,68,134,0,0,0,68,68,134,4,9,12,1805,1666,3471,10,6,15,1818,1687,3495,0,3,3,576,734,1308,5,9,12,576,742,1323,0,0,0,9,14,19,85,47,128,90,60,151,0,0,0,3.6,4.1,3.9,0,0,0,3.6,4.1,3.8,100,84.6,87.5,75.7,69.1,72.4,8.3,10,9,73.1,67.8,70.4,100,84.6,87.5,72.9,66.3,69.6,8.3,10,9,70.5,65,67.7,0,6,3,213,306,515,0,0,0,214,308,518,4,11,10,1518,1286,2804,5,7,10,1528,1299,2825,0,0,0,126,84,216,0,0,0,128,84,218,0,0,0,112,121,239,0,0,0,112,121,239,0,0,0,52,112,168,0,0,0,52,113,169,0,0,0,398,549,946,0,0,0,397,546,948,0,0,0,275,332,609,5,0,5,278,330,615,3,5,8,714,279,992,9,0
SAL51048,3,0,3,63,56,114,4,6,11,69,61,130,3,0,3,35,28,63,0,0,0,40,31,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,44,26,70,0,0,0,45,31,74,0,0,0,23,27,46,0,3,3,23,29,48,0,0,0,0,0,0,4,0,3,5,0,5,0,0,0,2.5,3.6,2.9,0,0,0,2.3,3.3,2.7,100,0,100,63.5,52.8,58.6,0,33.3,20,61.4,50.8,56.6,100,0,100,61.9,50.9,56.9,0,33.3,20,60,49.2,55,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,37,22,62,0,0,0,37,31,68,0,0,0,9,0,5,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,0,0,5,9,7,0,0,0,5,0,5,0,0,0,5,0,5,3,0,3,19,15,30,0,0
SAL51049,30,35,61,87,65,155,37,33,64,150,128,284,7,7,12,48,39,82,0,0,0,55,43,95,6,0,8,6,0,3,0,0,0,5,6,12,10,10,16,49,42,85,0,0,0,63,50,112,17,27,40,34,25,54,0,0,0,53,49,97,0,0,0,3,0,10,34,33,68,42,38,74,40,37.5,38.9,4.2,4.9,4.5,0,0,0,10,10.2,10.1,34.5,23.5,28.6,55.2,62.1,58.2,5.7,0,3,39.7,37.4,38.7,20.7,14.7,17.5,52.9,59.1,55.6,5.7,0,3,35.8,33.6,34.8,0,3,0,14,10,28,0,0,0,16,16,30,6,0,6,33,25,55,0,0,0,36,27,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,17,0,0,0,6,13,23,0,0,0,8,9,15,0,0,0,11,9,15,5,0,5,13,14,23,0,0
SAL51050,3,10,13,105,103,213,10,11,21,125,126,244,3,7,12,82,81,162,0,0,0,85,89,173,0,0,0,3,0,5,0,0,0,3,0,5,3,7,12,81,84,164,0,0,0,88,89,179,0,7,4,18,26,41,0,0,0,19,28,49,0,0,0,0,0,3,10,8,15,10,7,22,0,0,0,3.5,1.2,2.4,0,0,0,3.4,1.1,2.2,80,70,73.3,79.4,76.6,78,0,0,0,73,70.6,71.8,80,70,73.3,76.6,75.7,76.2,0,0,0,70.5,69.8,70.2,0,0,0,4,11,11,0,0,0,4,14,17,3,4,12,75,67,151,0,0,0,80,77,162,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,35,0,0,0,17,19,36,0,0,0,3,9,10,0,0,0,3,9,13,0,0,0,43,20,57,0,0
SAL51051,7,3,7,77,79,154,3,7,12,84,92,172,0,0,3,39,42,88,0,0,0,44,49,87,0,0,0,4,0,10,0,0,0,4,0,10,0,0,3,50,49,94,0,0,0,44,51,96,3,0,7,25,34,57,0,3,4,30,35,68,0,0,0,3,3,5,0,4,7,9,4,10,0,0,0,13,4.3,8.6,0,0,0,12.8,4,8.2,25,60,44.4,62.2,58,60,0,0,0,56.6,54.3,55.4,25,60,44.4,54.1,55.6,54.8,0,0,0,49.4,52.2,50.9,0,0,0,0,15,13,0,0,0,0,15,13,0,0,3,39,31,73,0,0,0,39,34,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,0,0,0,9,12,18,0,0,0,3,4,13,0,0,0,3,4,13,0,0,0,21,7,26,0,0
SAL51052,0,0,0,38,39,77,4,3,6,42,47,84,0,0,0,22,27,53,0,0,0,22,31,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,53,0,0,0,25,26,56,0,0,0,8,10,22,0,0,0,8,10,22,0,0,0,0,0,0,4,3,6,4,3,6,0,0,0,3.8,3.4,3.6,0,0,0,3.8,3.3,3.6,0,100,100,70.3,74.4,72.4,0,0,0,65,68.2,66.7,0,100,100,67.6,71.8,69.7,0,0,0,62.5,65.9,64.3,0,0,0,0,3,7,0,0,0,0,0,3,0,0,0,23,21,50,0,0,0,23,21,50,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,6,7,0,0,0,5,6,7,0,0,0,3,7,7,0,0,0,3,7,7,0,0,0,15,10,21,0,0
SAL51053,0,0,3,18,23,40,0,0,0,19,24,39,0,0,0,10,13,24,0,0,0,10,13,24,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,14,15,28,0,0,0,14,15,30,0,0,0,3,6,10,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,7.7,6.7,7.1,0,0,0,14.3,6.7,10.3,50,0,33.3,72.2,71.4,71.8,0,0,0,70,68.2,69,0,0,0,66.7,66.7,66.7,0,0,0,60,63.6,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,24,0,0,0,10,12,24,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0
SAL51054,0,0,0,5,0,3,3,6,4,5,4,9,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,4,3,6,4,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,100,0,80,0,0,0,57.1,0,40,0,0,0,75,0,60,0,0,0,42.9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
