SAL_CODE_2021,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50865,0,8,3,10,0,0,0,9,9,20,49,42,92,57,53,109,11,10,26,190,220,410,49,42,92,248,268,520
SAL50866,0,0,0,0,0,0,0,0,3,3,6,6,7,8,5,10,4,0,6,13,5,18,6,9,10,16,16,34
SAL50867,0,0,0,0,0,0,0,4,4,6,0,4,3,5,3,9,0,0,0,14,24,36,4,5,8,22,30,43
SAL50868,0,0,0,0,0,0,0,0,0,0,4,4,10,4,4,10,0,0,0,9,7,9,4,4,10,15,8,23
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,3
SAL50871,0,12,30,46,0,0,0,5,14,25,65,38,100,70,62,127,8,21,28,459,479,936,64,42,105,533,537,1067
SAL50872,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,4,0,3,3,0,3,7,3,14
SAL50873,0,57,76,135,7,4,13,115,119,232,338,277,613,460,402,855,66,73,134,1549,1729,3277,347,279,625,1958,2082,4040
SAL50874,0,18,33,54,0,0,0,26,27,50,83,54,135,109,78,185,7,13,22,908,947,1855,81,54,132,1001,1010,2012
SAL50875,0,15,21,40,0,0,0,7,13,19,80,57,140,98,69,164,19,11,28,518,524,1043,84,62,140,619,597,1217
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50879,0,0,7,7,0,0,0,10,0,9,19,11,28,27,15,36,8,7,10,95,106,197,19,11,28,117,113,230
SAL50880,0,0,3,3,0,0,4,0,3,0,26,22,48,27,28,51,19,14,34,73,69,140,26,25,49,118,110,224
SAL50881,0,11,21,32,0,0,0,17,20,40,70,52,118,89,71,159,26,19,45,507,524,1029,74,51,124,610,597,1206
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50883,0,0,0,0,0,0,0,0,3,5,6,3,6,7,5,9,0,0,0,0,8,9,6,3,6,7,10,18
SAL50884,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,4,0,9
SAL50885,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,6,6,0,0,0,0,4,5
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,7,9
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,11,0,0,3,6,8,18
SAL50889,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,10,0,0,0,12,8,23,3,3,9,17,10,30
SAL50890,0,19,56,78,11,8,20,134,182,313,386,351,741,528,539,1071,53,65,115,609,792,1394,389,355,747,1051,1210,2258
SAL50891,0,11,13,24,0,3,8,17,18,37,115,91,206,135,114,244,45,43,92,408,390,798,113,94,205,567,529,1095
SAL50892,0,0,0,0,0,0,0,0,0,0,3,5,4,3,5,4,0,0,0,0,0,0,3,5,4,7,0,7
SAL50893,0,14,23,33,0,0,0,10,16,25,68,49,115,81,62,142,24,25,50,573,614,1191,70,45,115,671,689,1358
SAL50894,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,6,18,19,41,0,0,0,0,4,5,24,18,45
SAL50895,0,0,0,0,0,0,0,3,0,3,7,3,7,8,3,13,0,0,0,12,12,27,6,3,8,19,21,33
SAL50896,0,43,75,116,9,12,16,135,162,290,145,118,261,284,280,572,49,39,86,1292,1403,2695,147,119,267,1489,1559,3045
SAL50897,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,6,9,0,0,6,4,7,17
SAL50898,0,0,3,3,0,0,0,0,0,0,16,10,29,20,13,30,0,0,4,64,59,120,16,10,29,84,71,157
SAL50899,0,0,4,4,0,4,3,7,3,7,226,45,272,229,52,285,27,32,58,15,14,36,226,45,272,270,91,366
SAL50900,0,0,0,0,0,0,0,0,0,0,5,4,7,10,4,11,0,0,0,5,0,7,5,4,7,10,7,17
SAL50901,0,0,0,0,0,0,0,0,0,0,5,3,12,6,3,8,0,0,0,43,55,94,5,3,12,47,55,105
SAL50902,0,0,0,0,0,0,0,0,0,0,298,66,368,298,66,368,0,0,0,13,3,14,298,66,368,313,74,383
SAL50903,0,28,43,67,4,3,4,52,60,106,317,233,549,366,297,663,28,29,59,1012,1093,2101,328,237,568,1371,1359,2732
SAL50904,0,0,5,0,0,0,0,0,0,0,22,22,46,22,27,49,3,0,6,108,89,197,22,27,50,137,117,253
SAL50905,0,0,14,13,0,0,0,0,3,3,36,28,60,36,30,68,0,0,4,312,350,655,36,28,60,351,375,716
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5
SAL50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,9,3,14
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50911,0,4,10,15,0,0,0,37,57,88,31,27,65,71,82,150,6,0,6,240,283,518,34,27,64,279,311,590
SAL50912,0,0,0,0,0,0,0,0,0,0,32,6,39,32,6,37,0,0,0,0,0,4,32,6,39,34,10,45
SAL50913,0,0,0,0,0,0,0,4,0,8,4,3,13,12,6,19,0,7,4,14,24,38,12,7,17,22,38,63
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50916,0,0,0,0,0,0,0,0,0,4,7,5,11,6,8,11,0,0,0,13,19,34,7,5,11,13,29,44
SAL50917,0,59,95,151,5,6,5,49,37,91,361,303,662,414,343,754,23,18,42,1379,1511,2889,361,303,664,1766,1830,3595
SAL50918,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,7,10,14,0,0,9,8,13,21
SAL50919,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,4
SAL50920,0,24,26,52,5,5,9,18,11,32,69,56,120,92,73,167,34,43,79,504,481,988,72,51,125,613,580,1192
SAL50921,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3
SAL50922,0,29,50,74,0,0,0,29,32,62,235,169,403,261,204,466,40,41,81,1054,1199,2256,235,172,407,1328,1415,2745
SAL50923,0,0,0,0,0,0,0,4,0,6,11,13,27,19,17,28,0,0,0,23,22,48,11,13,27,38,35,73
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3
SAL50925,0,3,13,26,0,0,4,19,11,30,78,61,139,92,75,169,8,14,24,218,227,444,78,62,138,310,297,607
SAL50926,0,3,0,3,12,22,41,4,0,5,67,48,120,91,71,167,57,65,122,20,15,37,75,49,125,145,132,274
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3
SAL50928,0,0,0,0,0,0,0,0,0,0,6,5,3,6,5,3,0,0,0,20,12,30,6,5,3,23,17,40
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50930,0,0,0,0,0,0,0,0,0,3,3,6,3,3,5,13,0,0,7,13,17,31,3,6,3,17,23,43
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,0,10,28,32,0,0,0,14,13,28,98,80,178,107,97,202,4,11,14,811,909,1724,98,80,178,911,996,1912
SAL50933,0,10,5,17,0,0,0,10,18,32,47,42,90,59,60,122,3,0,7,295,284,572,47,42,90,350,327,673
SAL50934,0,0,0,0,0,0,0,0,0,0,8,0,13,10,0,14,4,9,11,3,0,3,8,0,13,18,9,29
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50936,0,0,0,0,0,0,0,0,0,0,6,8,16,6,8,16,0,0,0,3,7,14,6,8,16,17,12,30
SAL50937,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,3,10,0,0,0,12,3,14
SAL50938,0,0,0,8,8,9,18,16,23,40,135,102,239,153,135,288,32,34,65,251,240,491,137,107,241,406,387,797
SAL50939,0,28,40,70,0,6,6,29,40,71,163,154,317,192,191,387,36,31,68,613,630,1241,167,156,321,811,819,1629
SAL50940,0,0,0,0,138,5,142,44,3,45,0,0,0,179,11,189,138,5,142,48,4,44,0,0,0,183,11,192
SAL50941,0,0,0,0,0,0,0,3,4,5,13,15,25,15,15,30,0,0,0,37,43,70,13,15,25,49,54,101
SAL50942,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,7,7,0,3,6,0,13,13
SAL50943,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,4,0,0,0,0,3,0,5,0,4,0,0,7
SAL50944,0,15,26,35,3,9,13,19,18,35,72,60,131,92,80,176,31,56,84,303,271,571,72,58,129,408,382,785
SAL50945,0,0,6,6,0,0,0,0,0,0,11,6,19,8,6,20,0,0,0,16,18,31,11,6,19,28,25,52
SAL50946,0,0,0,0,0,0,0,0,8,8,11,15,25,11,25,38,0,0,0,62,81,142,11,15,25,76,98,173
SAL50947,0,20,39,59,8,5,13,76,117,198,296,224,519,379,351,728,38,47,81,503,640,1152,297,229,530,839,919,1758
SAL50948,0,11,6,16,9,4,5,11,9,26,82,73,157,99,86,186,38,20,62,226,243,468,85,73,160,348,339,688
SAL50949,0,0,0,0,0,0,0,3,0,3,7,8,15,14,8,17,0,0,0,16,6,16,7,8,15,22,8,30
SAL50950,0,5,12,19,3,0,0,3,9,11,137,124,251,138,130,264,25,29,59,221,232,450,137,120,257,383,385,765
SAL50951,0,16,20,29,0,0,0,6,6,14,38,18,64,51,30,73,15,13,34,344,413,756,44,21,60,402,447,850
SAL50952,0,0,0,0,0,0,0,0,3,5,5,7,13,10,9,21,3,0,5,35,32,65,11,7,16,45,42,93
SAL50953,0,0,4,5,0,0,0,0,0,5,7,5,11,6,11,19,0,0,3,48,52,102,7,5,11,58,57,116
SAL50954,0,0,0,0,0,0,0,0,0,0,9,6,11,4,6,12,0,0,0,0,0,3,9,6,11,9,7,14
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,4
SAL50957,0,7,4,12,0,0,0,6,6,13,16,22,40,25,27,55,0,3,4,104,98,203,16,19,39,129,120,250
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50959,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,5,0,0,0,0,0,9,0,4,3,4,5,9
SAL50960,0,25,40,62,0,0,0,30,37,68,131,60,191,162,103,260,14,9,24,973,1078,2056,130,66,202,1127,1154,2280
SAL50961,0,0,0,0,0,0,0,0,0,0,4,4,6,4,4,6,0,0,0,3,0,3,4,4,6,6,3,12
SAL50962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,0,0,0,6,4,15
SAL50963,0,0,0,0,0,0,0,0,5,7,25,19,45,30,25,55,0,3,4,15,17,31,25,19,45,39,39,81
SAL50964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,26,0,0,0,11,14,27
SAL50965,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,0,0,0,0,0,0,5,0,3,5,0,3
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,8,8,17
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,3,7
SAL50968,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,0,7,9,0,3,4,3,9,13
SAL50969,0,7,9,12,3,3,3,14,8,19,51,51,102,66,67,126,13,7,24,166,216,381,51,51,102,231,281,512
SAL50970,0,51,65,121,3,7,11,85,81,164,173,149,317,258,237,498,57,37,104,1207,1232,2437,173,156,335,1440,1428,2868
SAL50971,0,0,0,0,0,0,3,3,0,4,10,0,10,18,0,21,3,0,6,7,4,8,10,0,10,26,8,31
SAL50972,0,0,0,0,0,0,0,0,5,8,0,5,7,9,3,12,0,0,0,0,4,12,0,5,7,9,8,17
SAL50973,0,0,0,0,0,0,0,0,0,0,7,4,8,7,4,12,0,0,0,4,8,14,7,4,8,9,11,20
SAL50974,0,0,0,0,0,0,0,0,0,0,0,4,5,7,4,5,0,0,0,4,0,5,0,4,5,0,4,9
SAL50975,0,0,0,0,0,0,0,4,3,6,6,6,13,6,11,15,0,0,0,15,20,32,6,6,13,19,31,41
SAL50976,0,0,0,0,0,0,0,0,0,0,8,8,15,8,8,15,0,0,0,3,0,8,8,8,15,9,6,18
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,7,4,3
SAL50978,0,0,0,0,0,0,0,0,0,4,9,6,14,12,10,16,0,0,0,3,9,12,9,6,14,9,9,22
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,5,6,7
SAL50980,0,0,4,4,0,0,0,0,8,7,19,16,39,23,21,49,0,3,0,44,43,84,19,16,40,68,62,130
SAL50981,0,0,0,0,0,0,0,0,0,0,4,6,9,4,6,9,0,0,0,10,7,16,4,6,9,14,11,23
SAL50982,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,6,0,0,0,11,5,14,3,3,3,15,14,22
SAL50983,0,0,0,0,0,0,0,0,0,0,23,18,42,23,19,41,0,0,0,9,17,30,23,18,42,37,35,74
SAL50984,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,3,3,4,0,4,4,5,10
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,5,7
SAL50987,0,0,5,8,0,0,0,6,4,8,32,21,64,42,31,65,0,0,0,29,26,58,38,23,64,68,55,122
SAL50988,0,0,7,8,4,8,12,10,12,21,93,91,183,109,113,223,47,46,88,125,147,273,92,94,188,264,288,553
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,4,0,0,5,9,0,9
SAL50991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,6,0,11
SAL50992,0,0,4,3,0,0,0,0,0,0,21,3,24,24,3,29,0,3,4,60,79,136,26,6,29,87,88,170
SAL50993,0,0,5,5,0,6,6,7,0,6,60,62,116,66,62,126,4,6,14,22,24,49,60,62,116,89,90,181
SAL50994,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,5,3,4,0,4,3,5,7
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50996,0,0,5,5,0,0,0,0,0,8,29,25,51,30,27,61,13,9,24,90,109,200,29,26,55,133,145,278
SAL50997,0,0,0,0,10,5,20,11,5,15,69,61,129,90,72,161,24,25,52,51,37,86,66,61,131,142,122,262
SAL50998,0,138,139,273,5,4,9,134,114,251,418,317,739,557,439,996,64,58,125,2590,2506,5096,426,320,749,3081,2886,5964
SAL50999,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,5,0,0,0,0,0,5,4,0,5,6,5,9
SAL51000,0,28,35,64,0,0,0,50,68,121,211,169,382,264,238,502,15,19,39,1128,1471,2603,217,175,392,1364,1668,3030
SAL51001,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,10,5,9,0,0,0,7,5,12
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,0,8,10,20,0,0,0,32,27,65,134,124,258,171,160,326,26,27,52,264,273,536,144,126,272,432,428,861
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7
SAL51006,0,0,0,0,0,0,0,0,0,0,22,5,29,24,5,32,13,10,23,0,0,0,22,5,29,32,20,55
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3
SAL51008,0,9,15,24,0,0,0,14,20,32,88,97,179,103,109,212,0,0,0,822,679,1501,84,94,184,904,773,1681
SAL51009,0,0,0,3,0,0,0,6,4,8,17,17,29,14,19,35,0,0,3,92,103,194,17,19,33,107,120,232
SAL51010,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,5,4,8,4,0,4,8,4,17
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,5,0,0,4,3,3,6
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,3,0,0,0,4,0,7
SAL51013,0,0,0,0,0,0,0,0,0,0,6,3,4,6,3,4,5,5,9,3,14,16,10,7,12,20,20,33
SAL51014,0,0,0,0,17,10,23,0,0,0,4,4,8,20,14,31,57,61,120,0,3,3,4,4,8,61,66,128
SAL51015,0,32,37,71,0,0,0,17,10,28,107,90,197,128,105,231,14,22,33,1181,1195,2377,114,91,201,1307,1311,2612
SAL51016,0,12,16,26,0,0,0,23,13,32,96,65,164,118,80,200,16,15,33,409,413,827,95,70,171,525,500,1025
SAL51017,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,5,4,4,4,3,3,7
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3
SAL51019,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,5,6,9,0,0,0,4,6,8
SAL51020,0,0,0,0,0,0,0,0,0,4,40,4,36,39,7,45,0,0,0,0,0,0,40,4,36,35,7,43
SAL51021,0,44,64,111,0,0,0,23,24,49,254,225,477,279,250,529,12,28,37,1317,1587,2907,261,225,488,1592,1843,3432
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,5,3,9
SAL51024,0,6,0,4,0,0,0,6,0,7,156,125,278,161,123,285,7,10,15,17,19,33,156,125,280,184,147,330
SAL51025,0,0,6,4,0,0,0,0,0,6,24,26,50,26,31,54,5,0,6,70,97,168,24,26,50,97,127,224
SAL51026,0,12,13,28,0,0,0,10,20,38,54,47,103,72,71,140,11,7,18,325,304,635,55,47,106,392,364,757
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,0,13,33,43,0,0,0,22,11,34,89,81,175,114,95,210,13,5,22,930,930,1861,90,81,176,1040,1022,2064
SAL51031,0,9,4,8,0,4,4,15,16,32,41,35,75,60,57,112,11,18,23,195,199,397,40,35,79,239,255,491
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,0,0,0,0,0,0,0,4,0,8,202,47,251,204,54,258,0,0,4,18,15,34,202,47,251,222,63,283
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,4,9
SAL51036,0,8,17,24,3,6,9,6,11,26,110,73,186,125,89,217,39,46,88,342,377,725,115,75,189,492,502,1001
SAL51037,0,0,0,0,0,0,0,0,0,0,13,0,19,13,0,19,0,0,0,4,5,10,13,0,19,13,10,25
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,0,3,0,3,0,0,0,12,7,23,23,26,52,35,37,73,0,0,0,90,85,174,27,26,52,115,117,229
SAL51041,0,0,0,0,0,0,0,3,0,3,8,10,13,9,6,21,0,0,0,22,15,30,8,10,13,25,25,48
SAL51042,0,0,0,0,29,27,60,0,0,0,12,5,16,40,35,77,83,62,146,3,0,7,12,5,16,92,67,164
SAL51043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51044,0,6,0,6,0,0,0,7,3,10,18,15,27,20,14,38,3,3,8,44,32,71,18,15,27,59,45,110
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,8
SAL51047,0,20,33,59,0,0,0,8,10,20,102,57,156,107,69,178,0,4,8,814,868,1679,102,67,167,916,935,1849
SAL51048,0,0,0,0,0,0,0,0,0,0,8,3,7,4,3,8,0,0,0,10,8,14,8,3,7,11,10,19
SAL51049,0,0,0,0,0,0,7,9,0,9,39,48,86,51,52,104,12,15,26,9,8,24,39,48,86,68,77,142
SAL51050,0,0,0,0,0,0,0,4,0,4,11,9,21,17,12,29,5,5,7,44,31,79,11,9,21,60,51,107
SAL51051,0,0,0,0,0,0,0,5,3,6,0,3,5,7,8,12,3,0,3,25,26,49,0,3,9,31,26,59
SAL51052,0,0,0,0,0,0,0,0,0,0,4,3,6,4,4,7,0,0,0,11,14,23,4,3,6,14,17,30
SAL51053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,10,7,0,0,0,6,8,13
SAL51054,0,0,0,0,0,0,0,0,0,0,4,5,7,4,5,7,0,0,0,0,0,0,4,5,7,3,5,7
SAL51055,0,7,17,17,0,0,0,8,11,19,56,47,103,66,54,125,8,7,16,312,342,656,56,47,103,377,402,779
SAL51056,0,0,3,5,0,0,0,8,4,14,47,32,77,54,33,95,7,7,9,135,147,277,47,32,77,183,187,370
SAL51057,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,6,6,0,6,6
SAL51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,6,9
SAL51059,0,0,0,0,0,0,0,0,0,0,10,10,12,9,3,13,0,0,0,10,10,16,10,10,12,18,17,32
SAL51060,0,0,0,0,0,0,0,0,0,0,8,8,19,8,8,19,4,0,4,31,10,38,8,8,19,42,14,55
SAL51061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,8,8,0,0,0,4,7,5
SAL51062,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,9,0,0,0,5,10,14,3,0,3,12,9,19
SAL51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4
SAL51064,0,13,7,22,0,14,14,16,68,88,100,114,218,118,196,310,11,20,31,443,596,1039,108,118,224,564,733,1294
SAL51065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,6,3,7
SAL51066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
SAL51067,0,0,0,0,0,0,0,8,3,10,7,13,19,15,11,31,0,3,3,20,22,46,7,13,19,33,37,68
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,0,9,8,15,0,0,0,3,14,15,21,17,33,27,30,56,0,5,6,252,284,531,23,18,41,275,307,578
SAL51070,0,0,3,3,0,0,0,0,0,3,53,38,90,54,43,95,0,0,4,32,39,68,50,43,94,87,83,171
SAL51071,0,0,0,0,0,0,0,5,0,4,3,0,0,3,0,8,3,0,4,9,12,21,3,0,0,11,16,23
SAL51072,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,4,0,0,4,0,3,4
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,3,4,10
SAL51075,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,0,6,6,0,4,5,0,4,8
SAL51076,0,0,0,8,0,0,0,3,0,5,30,24,57,32,28,63,0,0,5,39,36,77,30,24,57,74,66,133
SAL51077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51078,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,9,0,0,0,3,3,3,3,0,7,5,4,12
SAL51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51081,0,0,0,0,0,0,0,0,0,0,8,4,16,8,4,16,0,0,0,7,9,15,8,4,16,15,14,26
