SAL_CODE_2021,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
SAL50212,0,0,0,0,0,0,0,0,0,0,7,3,10,7,3,10,0,0,0,0,0,0,7,3,10,7,3,11
SAL50213,0,0,0,0,0,0,0,0,0,0,4,3,9,4,3,9,0,0,0,10,5,22,4,3,9,15,8,21
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,8,3,11
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,5,8
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,0,5,3,0,0,0,8,9,17,14,11,28,24,19,45,5,3,5,98,116,213,20,17,33,121,132,254
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50219,0,0,0,0,0,0,0,309,0,309,3,0,3,310,0,311,0,0,0,312,0,314,3,0,3,311,5,318
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50221,0,10,14,27,0,0,0,10,15,18,45,19,63,52,29,84,15,0,18,597,605,1204,45,15,63,652,627,1283
SAL50222,0,0,0,3,0,0,0,0,0,3,12,7,23,13,10,25,0,0,0,33,51,84,15,7,17,45,57,105
SAL50223,0,0,0,0,0,0,0,0,0,0,10,10,16,10,10,16,0,0,0,10,10,23,10,10,16,17,23,42
SAL50224,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,4,0,0,0,7,3,7,3,5,6,5,3,13
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,0,19,24,40,0,0,0,10,5,17,94,97,193,104,106,208,9,7,7,218,274,492,94,97,193,321,376,692
SAL50227,0,0,7,7,0,0,0,0,0,4,9,5,18,10,9,16,0,0,0,68,85,161,9,5,18,83,91,178
SAL50228,0,5,0,10,0,0,0,19,21,41,61,49,106,78,72,147,4,6,8,118,133,253,61,49,105,183,185,371
SAL50229,0,63,82,146,0,9,6,51,64,115,288,217,503,343,282,627,77,71,149,1902,2033,3933,289,218,511,2271,2322,4590
SAL50230,0,81,114,200,5,0,9,65,68,134,354,267,621,423,344,762,134,131,263,2579,2762,5341,366,275,636,3080,3166,6242
SAL50231,0,9,27,34,51,33,84,18,17,44,308,317,619,376,373,743,277,276,548,382,495,877,312,326,637,967,1098,2066
SAL50232,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,3,3,7,4,0,3,8,3,12
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,0,0,0,0,0,0,0,0,0,0,5,9,15,6,9,14,5,0,10,26,8,35,5,9,15,34,22,52
SAL50235,0,8,15,23,0,0,0,11,8,14,41,40,84,48,51,102,20,14,35,162,165,332,41,40,84,223,228,452
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,8
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50238,0,0,0,0,12,7,23,0,0,0,16,8,23,29,21,43,80,72,151,3,3,12,16,8,23,97,87,180
SAL50239,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,8,0,0,0,0,3,3,4,0,8,4,3,6
SAL50240,0,19,32,52,7,3,5,30,23,53,115,116,225,145,143,289,40,49,89,449,534,987,111,115,230,606,696,1300
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,4,9,0,0,3,3,7,11
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,3,0,0,0,5,3,12
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,0,0,0,7,4,9
SAL50245,0,157,180,338,336,91,422,767,230,997,451,262,712,1549,583,2132,386,160,540,5474,5235,10707,461,272,734,6317,5667,11978
SAL50246,0,78,88,167,0,0,5,53,35,88,230,205,431,290,239,523,14,17,31,900,998,1895,238,199,443,1146,1220,2364
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,0,3,3,9,0,0,0,4,3,5,11,9,18,16,10,29,0,3,5,46,58,101,11,9,18,51,70,123
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,4,0,0,0,6,4,3
SAL50251,0,7,14,17,0,0,0,16,8,28,77,54,129,95,66,166,19,26,43,293,305,607,80,54,130,392,383,776
SAL50252,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,10,0,0,0,12,19,25,0,4,3,12,20,30
SAL50253,0,0,0,0,0,0,0,0,0,0,23,12,37,23,12,37,0,0,0,0,0,0,23,12,37,23,12,37
SAL50254,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,0,0,0,0,0,0,0,3,7,0,3,7
SAL50255,0,0,0,0,0,0,0,3,0,4,19,17,33,22,14,36,0,0,0,50,55,109,19,17,33,70,73,139
SAL50256,0,0,0,0,0,0,0,0,0,0,0,4,10,0,4,10,0,0,0,0,0,4,0,4,10,3,6,12
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,12,9,22,0,0,0,13,9,25
SAL50259,0,6,3,6,0,0,0,0,3,8,0,3,5,6,5,5,0,0,0,15,7,25,0,4,3,23,13,29
SAL50260,0,0,0,0,0,0,0,0,3,4,23,13,32,24,18,43,5,6,12,137,149,290,21,13,35,171,162,333
SAL50261,0,15,28,39,11,10,14,30,47,74,175,201,375,213,254,465,62,58,121,400,480,873,179,200,377,638,733,1367
SAL50262,0,20,29,50,0,0,0,13,17,27,81,71,150,91,79,175,14,7,26,1028,1024,2047,85,74,155,1121,1105,2229
SAL50263,0,42,38,86,12,13,27,46,41,90,152,100,259,216,152,371,26,33,59,744,761,1504,152,105,259,923,894,1818
SAL50264,0,0,0,0,0,0,0,0,0,4,0,0,8,4,8,10,0,0,0,11,13,28,0,0,8,15,19,32
SAL50265,0,0,3,0,0,0,0,37,17,54,10,6,19,49,25,73,13,8,22,142,88,230,10,6,21,168,102,269
SAL50266,0,0,0,0,0,0,0,5,4,4,35,31,64,35,38,75,0,3,9,26,22,46,35,31,64,59,61,119
SAL50267,0,0,0,0,0,0,0,3,5,8,72,33,105,75,45,113,4,9,10,8,11,17,72,33,105,77,56,135
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,0,25,37,63,0,0,0,13,23,37,124,53,183,139,81,216,17,22,38,1006,1090,2097,124,53,183,1144,1170,2318
SAL50270,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,4,0,0,0,0,7,3,6,3,6,3,3,9
SAL50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,16,0,0,0,10,3,19
SAL50272,0,0,0,0,0,0,0,0,0,0,3,4,10,3,4,10,0,0,0,12,15,27,3,4,10,19,14,32
SAL50273,0,9,15,19,3,0,7,25,30,49,184,144,338,217,176,393,52,37,85,397,423,825,191,151,343,644,611,1251
SAL50274,0,0,3,5,488,0,488,720,0,720,25,13,36,1234,15,1244,492,9,504,806,77,882,25,13,36,1326,94,1416
SAL50275,0,0,0,0,0,0,0,0,0,0,47,15,66,48,15,66,0,0,0,0,0,5,47,15,66,46,19,71
SAL50276,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,9,0,0,0,11,18,33,3,0,8,16,23,41
SAL50277,0,35,46,81,0,4,4,29,29,58,144,99,249,174,137,312,36,46,87,977,1018,1993,150,102,247,1156,1168,2331
SAL50278,0,0,0,0,0,0,0,0,8,11,20,20,46,28,28,55,0,4,4,35,60,89,20,20,46,58,81,140
SAL50279,0,0,3,3,0,0,0,3,6,11,15,10,28,20,19,35,6,0,5,36,32,62,18,11,34,55,42,97
SAL50280,0,0,0,0,0,0,0,0,0,0,16,14,26,16,14,26,0,0,0,12,11,23,16,14,26,20,27,49
SAL50281,0,0,6,12,0,0,0,4,0,8,45,24,69,49,24,77,0,0,0,159,158,319,46,24,66,208,182,393
SAL50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50283,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,4,0,0,0,9,0,9,0,0,3,9,0,10
SAL50284,0,0,0,0,0,0,0,0,0,0,7,8,14,9,8,16,0,0,0,10,3,14,7,8,14,11,14,31
SAL50285,0,0,0,0,0,0,0,0,0,0,6,0,10,6,3,11,0,0,0,10,15,26,6,0,10,13,14,33
SAL50286,0,0,0,0,0,0,0,0,0,0,5,6,5,5,5,8,0,0,0,6,5,15,5,6,5,12,6,15
SAL50287,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,9,0,0,0,5,13,18,0,0,8,10,17,29
SAL50288,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,3,3,3,4,4,3,10
SAL50289,0,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,0,0,0,0,0,0,6,3,3,10,3,9
SAL50290,0,4,8,17,0,0,0,14,8,26,49,27,77,68,40,109,0,6,8,220,195,421,49,26,81,274,231,504
SAL50291,0,0,6,14,0,0,0,9,12,18,28,26,56,39,40,70,9,3,6,113,105,212,29,36,65,147,137,286
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7
SAL50293,0,8,14,24,0,0,0,11,7,15,44,41,90,54,50,104,5,0,0,549,575,1123,50,44,86,604,618,1217
SAL50294,0,12,20,32,0,0,0,16,25,40,86,82,163,100,106,208,8,7,13,1040,1013,2059,88,86,170,1134,1106,2244
SAL50295,0,0,0,0,4,0,4,6,3,8,11,10,15,14,15,28,8,0,8,35,29,69,8,13,20,50,45,91
SAL50296,0,26,39,68,3,0,4,28,41,69,197,214,414,232,260,485,14,19,34,1151,1238,2392,205,220,427,1370,1478,2856
SAL50297,0,63,97,161,0,0,0,57,60,112,318,256,570,373,317,686,69,83,150,1702,1772,3476,318,253,575,2097,2107,4204
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50299,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,0,52,51,106,8,8,10,47,56,105,291,243,539,340,314,654,44,53,100,987,1075,2064,295,248,543,1326,1384,2707
SAL50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,8,9,0,0,0,8,4,12
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,0,11,8,19,0,0,0,0,4,6,57,33,88,59,38,98,6,3,9,143,168,312,57,33,88,207,206,412
SAL50305,0,0,0,0,0,0,0,0,0,0,10,3,13,10,3,13,0,0,0,0,0,0,10,3,13,10,3,13
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50307,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,13,13,27,0,0,3,10,12,30
SAL50308,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,3,0,7,0,4,5,4,0,11
SAL50309,0,0,3,5,107,0,107,418,9,422,42,23,65,561,29,591,108,12,121,558,192,751,42,23,65,710,226,943
SAL50310,0,18,36,50,4,4,9,85,89,177,269,234,499,350,324,683,65,79,142,693,730,1425,267,241,505,1024,1049,2074
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,5,3,9,0,0,8,5,7,14
SAL50312,0,0,3,3,0,0,0,3,0,6,9,13,21,15,14,26,0,4,4,69,90,156,17,13,25,81,101,182
SAL50313,0,6,0,6,0,0,0,0,0,0,8,6,10,8,6,14,0,4,3,14,17,28,8,7,12,20,24,45
SAL50314,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,0,0,0,8,8,10,0,5,4,10,9,15
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4
SAL50316,0,56,66,123,4,0,3,66,120,183,297,292,587,364,415,775,25,41,66,1612,1896,3513,300,299,595,1935,2235,4170
SAL50317,0,0,0,0,8,0,8,0,0,0,18,19,36,27,21,44,8,0,8,30,29,64,18,19,36,58,47,105
SAL50318,0,10,12,23,0,0,0,9,12,17,51,45,98,62,50,115,8,5,14,429,436,865,57,50,104,492,488,988
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50320,0,9,18,23,4,4,8,47,51,99,139,132,270,191,189,381,58,57,115,357,436,798,142,135,279,555,635,1191
SAL50321,0,19,22,39,0,0,0,24,27,51,135,114,247,157,135,295,3,4,8,556,650,1201,135,115,248,691,762,1459
SAL50322,0,0,0,0,0,0,0,3,7,13,14,11,24,23,19,35,5,0,5,65,64,128,16,9,33,80,77,161
SAL50323,0,0,0,0,0,0,0,0,0,0,8,0,9,11,0,13,0,0,0,4,3,4,8,0,9,10,6,18
SAL50324,0,20,36,55,0,0,0,37,40,72,159,125,280,198,169,361,34,39,70,564,685,1244,156,125,284,752,846,1600
SAL50325,0,3,4,11,0,0,0,3,8,7,12,14,28,15,16,36,0,3,3,247,266,516,12,14,28,263,284,547
SAL50326,0,0,0,0,0,0,0,0,0,0,10,6,11,10,6,11,0,0,0,0,0,0,10,6,11,10,6,11
SAL50327,0,0,4,4,9,8,12,7,9,16,72,74,138,82,82,168,12,18,31,40,32,74,73,80,146,119,133,255
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5
SAL50329,0,27,31,52,0,0,0,38,61,103,207,174,385,248,235,487,63,49,114,583,699,1277,213,175,386,860,925,1780
SAL50330,0,0,0,0,0,0,0,0,0,0,14,9,21,14,9,21,0,0,3,57,44,95,12,9,24,67,49,119
SAL50331,0,0,0,0,0,0,0,0,0,0,13,6,18,13,6,18,0,0,0,16,18,34,13,6,18,24,28,53
SAL50332,0,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,0,0,0,4,5,6,4,3,8,9,7,20
SAL50333,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,11,7,18,3,0,3,15,7,21
SAL50334,0,5,5,8,0,0,0,4,5,8,61,58,118,61,59,126,3,0,3,38,37,82,61,58,118,100,100,199
SAL50335,0,0,0,0,0,0,0,0,0,0,7,5,17,14,4,18,0,0,0,7,14,19,7,5,17,19,14,35
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,0,7,0,10,7,0,10,0,0,0,3,8,7,7,0,10,12,7,18
SAL50338,0,0,0,0,0,0,0,0,3,8,6,5,13,10,9,15,0,0,0,18,17,37,6,5,13,24,25,48
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
SAL50340,0,0,4,4,0,0,0,8,0,7,22,27,44,22,27,52,4,0,11,41,52,92,17,24,44,71,82,151
SAL50341,0,0,0,0,5,0,4,0,0,0,7,7,11,10,4,17,8,10,16,8,0,8,7,7,11,17,13,37
SAL50342,0,0,0,0,0,0,0,0,0,0,5,5,7,5,5,7,0,0,0,0,0,0,5,5,7,3,5,7
SAL50343,0,16,33,44,0,0,0,47,58,102,141,113,260,190,175,358,0,7,7,1022,1040,2068,143,115,259,1166,1169,2339
SAL50344,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,6,0,0,0,8,3,17,0,5,6,9,9,24
SAL50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50346,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,0,0,0,0,3,7,0,0,3,5,5,10
SAL50347,0,10,12,18,0,3,3,15,16,31,123,115,235,141,133,270,5,7,11,313,337,644,130,112,241,441,453,897
SAL50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,6,5
SAL50349,0,0,0,0,0,0,0,0,6,5,0,0,3,3,6,8,0,0,0,3,4,5,0,0,3,5,7,10
SAL50350,0,21,31,54,0,0,0,24,21,50,88,77,166,116,101,219,13,17,29,772,718,1492,93,80,177,874,819,1698
SAL50351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5
SAL50352,0,0,0,0,0,0,0,7,6,8,25,24,48,31,26,59,0,9,6,46,49,93,23,27,55,76,77,155
SAL50353,0,16,28,45,0,0,0,10,11,21,86,95,180,99,105,210,39,50,93,1133,1139,2273,91,94,182,1265,1287,2552
SAL50354,0,0,0,0,0,0,0,0,0,0,18,11,26,15,9,33,0,0,0,26,22,47,18,11,26,45,33,79
SAL50355,0,0,0,0,0,0,0,0,0,0,5,3,6,0,3,7,0,0,4,11,12,25,5,3,6,10,17,35
SAL50356,0,0,0,0,0,0,0,0,0,4,7,0,7,9,0,5,0,0,0,3,6,14,7,0,7,7,6,17
SAL50357,0,0,0,4,0,0,0,3,3,4,20,9,30,19,13,33,0,0,0,31,40,76,20,9,30,51,55,102
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,8
SAL50359,0,0,0,0,0,0,0,0,0,0,13,11,28,13,11,28,0,0,0,0,3,3,13,11,28,14,17,33
SAL50360,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,4,0,0,0,0,0,4,6,0,8
SAL50361,0,0,0,0,0,6,6,0,0,0,0,0,3,5,0,7,0,3,4,0,0,3,0,3,10,7,6,13
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50363,0,0,0,0,0,0,0,0,0,0,57,7,67,61,7,63,0,0,0,3,0,3,60,7,62,62,7,71
SAL50364,0,3,3,0,0,0,0,10,4,16,22,26,51,36,28,66,11,3,14,110,112,224,22,26,51,143,144,285
SAL50365,0,0,0,0,0,0,0,0,0,0,6,7,11,3,7,9,0,0,0,0,3,5,6,7,11,6,12,21
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,3,5
SAL50367,0,32,41,70,0,0,0,12,14,27,108,69,177,123,88,210,7,17,27,869,959,1825,113,69,189,991,1044,2035
SAL50368,0,0,0,4,0,0,0,0,5,6,6,8,13,6,12,19,0,0,0,15,18,35,6,8,13,26,29,52
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7
SAL50370,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,0,0,0,0,0,0,8,0,8,8,0,8
SAL50371,0,0,3,6,0,0,0,0,0,0,25,20,44,27,18,46,7,6,9,241,217,461,25,20,44,274,235,511
SAL50372,0,0,0,0,0,0,0,0,0,3,20,16,29,15,16,35,0,0,0,3,11,17,20,16,29,20,23,43
SAL50373,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,5,0,0,0,0,7,7,4,0,4,5,7,10
SAL50374,0,13,18,28,0,0,0,19,8,25,39,35,73,53,40,93,5,4,8,730,675,1407,41,35,74,780,711,1489
SAL50375,0,0,0,0,0,0,3,12,6,19,61,52,113,74,58,133,14,3,22,69,76,138,61,52,113,141,133,277
SAL50376,0,35,50,83,11,11,16,51,48,105,196,140,335,256,198,454,66,74,144,1399,1484,2884,197,141,339,1660,1698,3359
SAL50377,0,0,0,0,0,0,0,0,0,0,10,6,13,10,6,13,0,0,0,12,12,25,10,6,13,23,18,42
SAL50378,0,7,6,5,0,0,0,8,12,17,55,64,121,63,73,136,16,7,22,171,172,340,55,64,121,236,245,482
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,0,0,3,33,42,71,0,4,3,27,29,53,61,67,129,138,144,281,14,14,31,27,29,53,178,186,369
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,7,3,8
SAL50382,0,0,0,0,0,0,0,0,0,0,11,4,19,11,8,21,3,6,6,22,11,35,11,4,19,39,21,60
SAL50383,0,0,0,0,0,0,0,0,0,0,6,8,20,6,8,20,0,0,0,0,0,0,6,8,20,6,8,20
SAL50384,0,29,46,75,0,0,0,33,35,66,86,46,135,126,82,201,10,13,29,1216,1228,2451,90,48,139,1318,1295,2608
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50386,0,0,0,4,0,0,0,4,5,10,6,4,7,10,14,18,7,0,5,69,66,136,6,4,7,74,72,153
SAL50387,0,0,5,7,0,0,0,3,4,9,29,20,43,28,23,50,0,0,0,62,56,127,29,20,43,92,80,176
SAL50388,0,0,3,3,0,0,0,0,0,0,20,34,54,20,34,54,0,0,3,19,22,39,20,34,54,44,59,98
SAL50389,0,9,8,15,0,0,0,5,5,12,26,15,42,29,23,46,0,7,9,175,203,379,26,15,42,201,225,423
SAL50390,0,10,21,39,0,0,0,11,17,30,55,51,99,66,67,128,5,13,17,494,499,997,55,51,99,558,562,1117
SAL50391,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,8,0,0,0,0,0,0,3,0,8,4,3,7
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,0,0,3,0,3,4
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6
SAL50395,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,4,0,4
SAL50396,0,27,42,75,0,9,8,28,27,52,183,112,297,215,144,359,31,36,65,805,892,1696,184,125,307,1020,1046,2070
SAL50397,0,47,42,86,0,0,0,15,13,27,99,47,149,119,63,181,23,17,44,759,811,1572,99,47,149,886,881,1764
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,5,0,0,4,0,4,5
SAL50399,0,0,0,0,0,0,0,4,5,8,20,18,33,23,26,45,0,0,0,35,45,76,20,19,41,52,64,114
SAL50400,0,3,0,5,0,0,0,4,4,7,35,20,54,42,25,62,13,14,24,118,129,246,35,20,54,163,164,328
SAL50401,0,0,0,0,0,0,0,0,0,0,3,0,9,7,0,3,0,0,0,4,3,12,3,0,9,6,7,16
SAL50402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,22,4,0,3,6,15,27
SAL50403,0,0,0,0,0,0,0,17,17,31,59,67,123,76,83,159,14,7,24,42,59,98,59,70,128,108,137,247
SAL50404,0,9,5,15,0,4,4,20,27,45,99,100,200,124,128,249,8,9,24,279,318,593,108,102,210,394,435,828
SAL50405,0,4,5,7,178,50,229,17,23,34,331,390,723,525,461,983,307,187,492,96,94,191,331,390,722,738,668,1410
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
SAL50407,0,0,0,0,0,0,0,0,0,0,6,5,11,9,5,11,0,0,0,9,5,11,6,8,12,12,8,22
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,6,7,12
SAL50409,0,82,118,199,3,5,10,113,119,235,368,324,692,487,445,929,29,28,63,2766,2856,5626,369,335,699,3169,3222,6385
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,9
SAL50411,0,0,0,0,0,0,0,3,0,3,11,7,20,12,13,30,0,0,0,19,23,37,11,7,20,29,31,58
SAL50412,0,0,0,0,0,0,0,0,0,0,11,7,16,11,7,16,0,0,0,15,13,32,11,7,16,23,27,47
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,12,0,10
SAL50415,0,0,9,14,13,14,29,13,18,34,209,224,435,237,260,496,77,82,158,321,359,681,217,230,443,612,670,1277
SAL50416,0,3,10,16,0,0,0,9,9,14,44,37,83,56,39,99,9,13,25,104,114,222,50,37,85,159,169,328
SAL50417,0,0,0,0,0,0,0,0,0,0,7,3,11,7,3,11,0,0,0,0,0,0,7,3,11,5,7,17
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50419,0,6,13,24,6,0,0,19,22,42,81,61,141,103,79,183,17,23,39,269,316,583,85,60,147,367,399,765
SAL50420,0,0,0,0,0,0,0,0,0,0,10,8,16,10,8,16,0,0,0,0,0,6,10,8,16,9,14,21
SAL50421,0,0,0,0,0,0,0,0,0,0,14,8,16,14,8,16,0,0,0,5,4,12,12,4,20,20,10,28
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,0,32,48,87,5,8,6,19,25,43,173,141,317,192,174,370,29,23,45,1120,1204,2323,177,143,322,1321,1369,2688
SAL50424,0,0,0,0,0,0,0,5,0,8,18,9,30,22,11,31,4,7,6,34,46,81,18,9,30,59,53,114
SAL50425,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,11,7,15,4,4,4,13,10,23
SAL50426,0,0,5,9,0,0,4,6,3,9,46,30,76,52,31,88,29,24,53,171,214,384,51,30,80,244,269,520
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6
SAL50428,0,0,0,0,0,0,0,0,0,0,4,3,11,4,3,11,0,0,0,0,0,5,4,3,11,7,3,13
