SAL_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,17
SAL50213,3,5,5,3,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,8,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,5,3,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,9,8,3,0,0,6,26
SAL50214,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,13,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,13,3,10,0,0,0,21
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,3,5,0,0,5,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,5,0,0,5,3,0,0,3,16
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,5,13,10,47,0,4,11,93,3,16,9,34,0,4,6,69,9,11,13,18,0,0,0,53,4,8,14,12,0,0,14,55,25,58,48,159,17,5,36,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,9,0,0,0,0,0,0,10,6,0,0,0,0,0,0,4,3,0,0,0,0,0,0,25,27,0,0,0,5,3,0,0,12,0,3,0,7,4,0,0,15,5,5,0,31,0,0,0,49,5,13,10,47,0,4,14,94,3,16,9,34,0,4,9,81,9,11,13,16,0,0,11,60,4,8,13,12,0,0,19,56,25,55,50,160,17,5,60,369
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,3,5,6
SAL50219,0,0,0,0,0,0,93,93,0,0,0,0,0,0,40,46,0,0,0,0,0,0,18,18,0,0,0,4,0,0,11,9,0,0,0,4,0,0,310,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,122,128,0,0,0,0,0,0,93,93,0,0,0,0,0,0,40,46,0,0,0,0,0,0,18,18,0,0,0,4,0,0,9,19,0,0,0,4,0,0,312,320
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50221,72,186,88,121,8,9,13,492,80,194,141,119,9,23,27,598,68,100,104,122,7,14,18,422,15,48,42,77,6,16,25,228,275,692,435,541,40,68,91,2142,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,18,18,0,0,0,0,0,0,14,14,0,0,0,0,0,0,13,13,0,0,0,0,0,0,5,5,0,0,0,0,0,0,55,55,0,0,5,14,10,0,8,33,11,56,19,23,8,0,3,113,32,111,31,72,3,5,13,266,72,186,90,122,8,9,32,509,80,198,141,119,9,23,35,614,67,100,104,122,7,14,27,433,15,48,42,77,6,16,30,238,280,699,432,546,40,68,151,2209
SAL50222,0,20,3,15,0,3,0,43,5,14,9,16,3,0,4,50,0,7,0,5,0,0,0,20,8,10,5,9,0,0,0,33,12,58,24,47,4,4,3,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,7,13,0,20,3,15,0,3,6,42,5,14,10,16,3,0,7,57,0,7,0,9,0,0,0,20,8,10,5,9,0,0,8,38,12,58,24,49,4,4,22,178
SAL50223,0,3,0,0,0,0,0,8,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,11,0,15,0,4,5,36,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,4,0,0,4,6,0,3,0,0,0,0,6,10,0,3,0,4,0,0,5,10,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,7,4,11,0,15,0,4,23,51
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,9
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,80,146,45,53,4,3,7,338,48,81,50,45,4,5,10,250,46,65,51,44,4,12,17,233,39,59,56,55,0,9,21,242,335,617,280,292,24,41,80,1671,0,0,0,0,0,0,6,6,0,0,0,0,0,0,25,25,0,0,0,0,0,0,43,43,0,0,0,0,0,0,33,33,0,0,0,0,0,0,33,29,0,0,0,0,0,0,20,20,0,0,0,0,0,0,27,27,0,0,0,0,0,0,181,178,0,0,0,8,9,0,9,26,6,54,20,35,7,4,25,149,109,211,54,54,5,0,61,511,80,146,45,53,4,3,39,364,48,79,52,46,4,5,43,286,46,65,51,47,4,12,40,258,39,60,56,55,0,9,52,269,335,618,282,300,31,41,256,1864
SAL50227,18,33,14,28,0,0,5,96,8,6,9,15,0,4,0,57,0,8,10,15,0,5,0,38,3,0,8,16,0,0,3,25,40,125,62,135,8,12,8,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,6,0,9,0,3,9,12,0,0,6,22,11,68,15,54,0,0,4,165,18,33,14,28,0,0,6,103,8,10,9,15,0,4,5,56,0,8,10,15,0,5,3,40,3,0,8,16,0,0,0,30,40,125,66,142,8,12,24,423
SAL50228,15,33,13,46,0,0,0,108,10,32,22,55,0,5,18,137,12,28,32,49,7,6,15,141,20,35,39,94,0,16,55,264,72,159,116,301,17,36,99,803,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,18,18,0,0,0,0,0,0,13,12,0,0,0,0,0,0,15,12,0,0,0,0,0,0,16,16,0,0,0,0,0,0,33,34,0,0,0,3,0,0,105,105,0,0,0,6,8,0,7,14,0,3,3,16,4,4,14,46,13,23,11,40,0,3,24,116,15,33,13,46,0,0,17,121,10,31,22,55,0,5,28,158,12,28,27,48,7,6,29,159,20,35,39,93,0,16,91,299,72,158,115,308,17,36,203,915
SAL50229,116,299,248,490,35,35,66,1298,121,237,257,507,31,51,50,1255,44,102,132,253,3,27,49,610,41,63,102,176,10,20,77,486,415,1053,1016,2229,224,192,337,5458,0,0,0,3,0,0,29,32,0,0,0,3,0,0,27,32,0,0,0,0,0,0,90,90,0,0,0,0,0,0,92,91,0,0,0,0,0,0,97,97,0,0,0,6,0,0,51,55,0,0,0,0,0,0,37,35,0,0,0,14,0,0,422,433,0,0,6,87,54,9,37,190,9,70,72,218,49,16,50,485,81,281,203,518,39,32,153,1314,116,303,253,497,34,35,157,1412,124,239,256,517,31,51,141,1366,44,102,132,261,3,27,101,666,41,63,102,176,10,20,117,525,415,1061,1025,2280,227,192,761,5958
SAL50230,208,440,415,862,53,45,95,2108,92,177,245,495,25,57,43,1137,60,86,168,332,17,33,36,735,24,78,106,250,7,35,74,570,520,1253,1370,3493,259,249,369,7518,0,0,0,0,0,0,30,29,0,0,0,0,0,0,42,42,0,0,0,0,0,0,140,140,0,0,0,0,0,0,118,118,0,0,4,0,0,0,91,92,0,0,0,0,0,0,57,58,0,0,5,3,0,0,51,55,0,3,4,13,0,0,519,536,0,0,8,101,55,10,48,221,11,53,51,296,59,23,73,566,120,427,377,1222,60,51,211,2480,208,446,419,887,53,52,214,2278,92,177,260,507,22,57,126,1246,58,86,168,338,17,33,93,797,24,78,111,248,7,34,121,630,527,1271,1396,3596,267,252,902,8216
SAL50231,95,172,99,127,9,11,20,527,62,115,87,151,9,16,21,461,43,66,51,115,11,19,13,306,25,42,31,67,3,7,25,206,331,629,344,623,59,62,128,2174,0,0,0,0,0,0,31,31,0,0,0,0,0,0,37,37,0,0,0,0,0,0,130,137,0,0,0,0,0,0,88,88,0,0,0,0,0,0,98,102,0,0,0,0,0,0,73,71,0,0,0,0,0,0,55,55,0,0,0,3,0,0,510,521,0,0,3,13,15,0,47,84,4,23,17,61,22,8,56,185,100,221,68,172,23,14,191,790,106,179,112,160,14,11,126,706,65,132,96,174,7,16,132,619,49,70,55,127,10,18,92,421,31,46,32,74,3,13,87,289,353,671,391,777,90,77,726,3086
SAL50232,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,4,3,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,7,4,3,0,7,0,0,3,25
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50234,0,0,0,3,0,0,0,4,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,9,0,0,6,3,0,3,7,19,0,7,6,31,4,4,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,9,0,0,0,19,0,0,0,3,0,0,4,8,0,3,0,3,0,0,4,18,0,0,0,0,0,0,7,15,0,0,6,3,0,3,4,18,0,7,6,32,4,4,18,71
SAL50235,12,29,18,58,4,0,7,121,7,19,26,66,0,10,12,135,3,13,10,44,8,4,11,82,4,24,27,80,4,7,51,203,33,106,105,325,36,27,88,716,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,7,7,0,0,0,0,0,0,14,17,0,0,0,0,0,0,14,14,0,0,0,0,0,0,15,20,0,0,0,0,0,0,69,74,0,0,0,8,11,4,5,22,0,6,6,19,3,3,0,41,8,16,25,62,12,3,21,144,12,29,18,59,0,0,16,136,7,23,28,72,0,10,24,155,3,13,10,40,8,4,20,99,4,24,30,80,4,7,71,220,35,109,108,346,38,25,164,818
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,8,0,0,4,14,0,0,3,15,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,8,0,0,3,14,0,0,3,15,0,0,3,26
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SAL50238,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,4,0,3,3,6,0,0,0,13,0,0,5,0,0,0,0,8,6,13,14,12,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,16,0,0,0,0,0,0,18,20,0,0,0,6,3,0,9,24,3,3,3,10,0,0,21,41,0,0,0,3,4,0,21,36,5,0,0,5,0,0,17,27,0,3,3,6,0,0,9,29,0,0,5,0,0,0,8,8,6,13,13,29,11,3,101,177
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,15
SAL50240,24,46,54,151,14,17,13,318,20,41,30,109,5,10,18,234,14,26,38,139,5,17,25,262,8,24,36,119,5,16,44,253,69,197,224,769,70,67,136,1535,0,0,0,0,0,0,9,9,0,0,0,0,0,0,20,20,0,0,0,0,0,0,35,35,0,0,0,0,0,0,34,34,0,0,0,0,0,0,34,34,0,0,0,0,0,0,28,28,0,0,0,0,0,0,22,28,0,0,0,0,0,0,178,184,0,0,0,30,12,0,26,71,0,10,16,60,14,6,29,132,4,56,61,169,19,10,45,358,24,45,51,156,14,17,48,355,20,42,35,112,7,13,50,279,14,26,37,148,9,17,55,302,8,26,36,117,5,16,71,285,70,202,235,795,78,67,323,1778
SAL50241,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,17,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,3,20
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
