SAL_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
SAL50714,93,188,79,109,5,8,17,498,106,199,119,113,4,30,16,582,99,147,126,133,10,12,25,550,69,165,147,177,11,40,68,682,414,909,520,702,52,96,141,2834,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,5,0,0,0,0,0,0,20,20,0,0,0,0,0,0,18,18,0,0,0,0,0,0,26,28,0,0,0,0,0,0,23,23,0,0,0,0,0,0,28,33,0,0,3,0,0,0,130,132,0,0,0,22,8,0,10,37,9,79,15,42,9,0,14,163,40,134,43,109,8,6,27,359,93,189,78,109,8,8,32,522,106,201,119,114,4,30,44,615,99,147,126,133,10,12,49,571,69,166,146,178,11,40,99,715,415,912,524,706,49,96,270,2981
SAL50715,0,5,0,3,0,0,3,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,0,8,8,5,0,0,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,11,0,5,0,3,0,0,8,14,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9,11,0,8,8,5,0,0,21,49
SAL50716,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,22,22,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,9,0,3,0,4,0,0,6,19,4,3,3,4,0,0,8,23,0,0,0,0,0,0,7,7,6,6,3,12,6,4,27,61
SAL50717,0,3,5,14,0,5,6,32,0,0,7,17,3,0,0,29,0,0,0,21,0,0,0,21,0,0,0,19,0,0,6,26,3,17,12,108,8,8,17,176,0,0,0,0,0,0,16,16,0,0,0,0,0,0,18,18,0,0,0,0,0,0,50,50,0,0,0,0,0,0,44,44,0,0,0,0,0,0,38,38,0,0,0,0,0,0,33,33,0,0,0,0,0,0,21,21,0,0,0,0,0,0,215,215,0,0,0,6,0,0,17,21,0,0,0,9,5,0,23,32,0,0,0,28,0,0,53,92,0,3,5,14,0,5,42,75,0,0,7,17,3,0,42,66,0,0,3,21,0,0,32,57,0,0,0,19,0,0,25,47,3,17,17,111,13,8,234,396
SAL50718,9,11,16,49,7,5,8,98,0,10,12,52,4,4,14,100,3,10,13,49,0,3,10,87,0,3,3,17,0,4,11,34,20,53,49,255,24,17,46,468,0,0,0,0,0,0,21,21,0,0,0,0,0,0,20,20,0,0,0,0,0,0,35,38,0,0,0,0,0,0,47,48,0,0,0,0,0,0,34,38,0,0,0,0,0,0,21,28,0,0,0,0,0,0,28,28,0,0,0,4,0,0,205,213,0,0,0,4,0,0,24,34,0,7,0,22,4,0,26,57,6,15,14,68,5,0,37,142,9,11,16,49,7,5,53,146,0,10,12,58,3,3,48,147,3,10,13,54,0,3,32,113,0,3,3,21,0,4,38,69,19,58,49,275,29,19,257,704
SAL50719,4,13,8,17,0,0,0,39,4,5,9,24,0,0,4,42,10,8,10,23,0,0,0,53,6,21,20,25,0,3,13,84,28,54,45,102,4,5,14,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,10,10,0,0,0,0,0,0,21,21,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,11,3,4,0,8,0,0,0,23,4,13,8,17,0,0,5,42,4,5,9,20,0,0,4,44,10,8,10,23,0,0,12,59,6,21,20,25,0,3,20,92,28,54,45,103,4,5,40,272
SAL50720,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,12
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,5,7,0,0,0,14,0,4,0,9,0,0,0,20,0,3,4,17,0,0,0,29,6,7,10,20,0,3,9,53,3,18,18,55,0,5,20,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,5,7,0,0,0,15,0,4,0,9,0,0,3,24,0,3,4,17,0,0,4,34,6,7,10,21,0,3,14,64,3,18,18,56,0,5,28,134
SAL50723,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,6,0,0,0,8,27
SAL50724,48,59,24,17,0,4,12,168,35,51,17,16,0,0,7,130,22,48,31,25,0,11,11,137,18,28,19,22,9,0,13,106,191,320,146,147,29,21,53,906,0,0,0,0,0,0,7,7,0,0,0,0,0,0,18,21,0,0,0,0,0,0,18,18,0,0,0,0,0,0,3,3,0,0,0,0,0,0,17,17,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,7,0,0,0,0,0,0,90,88,0,0,3,13,11,0,12,34,11,43,30,24,12,3,31,149,57,92,25,42,5,6,27,245,48,59,24,17,0,4,15,171,35,51,21,16,0,3,26,156,22,49,31,25,0,11,14,145,18,28,19,22,9,0,24,119,191,321,148,153,31,20,162,1027
SAL50725,214,364,111,128,9,18,38,886,146,297,157,167,7,30,21,825,143,229,165,240,14,41,59,899,104,219,197,243,17,56,118,958,821,1684,784,1088,111,159,300,4946,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,41,45,0,0,0,0,0,0,34,38,0,0,0,0,0,0,28,28,0,0,0,0,0,0,29,31,0,0,0,8,0,0,45,48,0,0,0,4,0,0,213,220,0,0,9,29,24,6,24,81,19,152,43,79,17,5,36,353,197,427,112,209,18,3,74,1042,214,365,111,129,9,18,72,921,146,297,157,167,7,30,53,857,143,226,168,240,14,41,93,932,104,221,196,250,17,56,165,1010,823,1690,788,1103,108,159,510,5191
SAL50726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,5,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,6,0,0,5,30
SAL50727,0,6,0,6,0,0,0,3,0,0,0,4,0,0,5,9,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,14,0,0,5,28,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,17,17,0,0,0,4,0,0,5,3,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,8,0,6,0,5,0,0,4,9,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,5,0,0,0,0,0,0,8,5,0,7,3,11,0,0,18,44
SAL50728,0,13,8,14,4,0,0,40,9,8,8,4,0,0,0,29,4,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,11,40,20,40,3,0,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,4,4,18,10,14,0,0,0,36,0,13,8,14,4,0,0,40,9,11,8,4,0,0,0,33,4,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,11,47,20,39,3,0,3,136
SAL50729,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,11
SAL50730,0,5,5,10,0,0,0,18,0,0,0,5,0,0,3,13,0,3,0,11,0,0,0,20,0,0,3,10,0,4,5,22,4,7,9,53,11,4,15,96,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,4,0,0,8,16,0,0,0,0,0,0,11,11,0,0,0,0,0,0,16,16,0,0,0,0,0,0,4,4,0,0,0,4,0,0,75,79,0,0,0,3,0,0,8,17,0,0,0,4,0,0,12,15,0,0,0,20,0,0,25,50,0,5,4,13,0,0,12,34,0,0,0,5,0,0,14,26,0,3,0,11,0,0,19,39,0,0,3,10,0,4,12,31,4,7,10,57,6,7,104,203
SAL50731,11,26,30,85,3,3,9,177,13,23,27,60,0,8,7,137,5,10,28,51,0,5,5,111,14,19,15,31,0,4,13,95,57,112,163,422,23,32,50,861,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,18,17,0,0,0,0,0,0,15,15,0,0,0,0,0,0,5,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,83,85,0,0,0,9,4,0,17,32,5,6,11,35,3,0,7,61,12,26,56,164,11,10,24,297,11,33,34,84,3,3,22,193,13,25,27,60,0,8,24,154,5,10,28,51,0,3,18,114,14,19,19,31,0,4,26,108,57,116,168,434,20,37,128,958
SAL50732,0,10,4,17,0,0,3,31,7,8,11,16,0,0,0,41,3,3,4,11,0,3,0,20,12,19,11,10,0,5,3,48,24,52,30,69,10,8,6,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,5,0,0,0,0,7,0,0,6,0,11,7,17,0,0,0,33,0,10,4,17,0,0,3,31,7,8,11,16,0,0,3,38,3,3,4,11,0,3,0,29,12,19,11,10,0,5,3,48,27,52,30,69,10,8,10,192
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,18,19
SAL50734,0,3,0,7,0,0,0,9,0,5,5,6,0,0,0,19,3,0,5,7,0,0,0,13,0,7,0,5,0,0,0,15,3,15,19,29,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,10,0,3,0,10,0,0,0,11,0,5,5,6,0,0,0,19,3,0,5,7,0,0,0,16,0,7,0,5,0,0,5,21,3,15,19,31,0,0,10,76
SAL50735,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,0,0,0,0,0,0,8,0,6,0,0,13,21
SAL50736,0,3,0,0,0,0,0,11,0,0,3,9,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,8,4,11,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,8,0,0,3,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,8,4,11,0,0,8,33
SAL50737,0,3,5,7,0,0,0,14,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,17,6,26,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,13,4,7,3,4,0,0,9,27,0,3,5,7,0,0,0,15,0,0,0,3,0,0,0,6,0,0,0,6,0,0,4,11,0,0,0,0,0,0,0,0,0,17,6,26,0,0,15,70
SAL50738,0,5,4,3,0,0,0,14,0,0,3,7,0,0,0,8,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,15,14,33,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,11,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,5,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40,40,0,0,0,3,0,0,5,3,0,0,0,6,0,0,9,17,0,9,3,6,0,0,17,33,0,5,4,3,0,0,13,27,0,0,3,10,0,0,6,20,0,0,5,3,0,0,3,15,0,0,0,0,0,0,0,0,0,15,14,34,0,0,48,113
SAL50739,0,10,3,11,0,0,3,32,0,6,9,11,0,0,0,31,6,4,3,13,0,3,0,29,0,7,8,10,0,0,3,28,7,42,28,57,3,5,10,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,5,0,0,0,0,0,0,19,19,0,0,0,3,0,0,0,7,0,0,0,9,0,0,0,7,0,4,0,5,0,0,0,17,0,10,3,14,0,0,5,31,0,6,9,11,0,0,0,34,6,4,3,13,0,3,7,36,0,7,8,10,0,0,10,37,7,42,28,56,3,5,28,166
SAL50740,274,577,155,157,12,17,27,1212,233,467,191,169,15,21,36,1130,171,261,122,145,3,31,32,770,123,317,232,215,20,50,142,1105,933,2047,798,925,76,145,265,5188,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,41,41,0,0,0,0,0,0,35,42,0,0,0,0,0,0,38,42,0,0,0,0,0,0,22,26,0,0,0,6,0,0,43,51,0,0,3,6,0,0,201,212,0,0,3,24,4,3,9,53,14,116,22,63,8,4,21,249,124,315,70,151,12,11,59,731,271,575,156,158,12,20,65,1255,237,466,191,170,15,21,71,1177,173,261,122,145,3,31,56,793,123,322,239,216,20,50,191,1158,942,2059,807,934,76,143,466,5422
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,18,43,15,79,10,10,11,182,13,22,28,63,5,10,11,147,6,26,23,65,11,3,29,165,7,25,31,61,7,3,77,204,57,175,114,434,60,43,162,1054,0,0,0,0,0,0,28,28,0,0,0,0,0,0,18,15,0,0,0,0,0,0,49,49,0,0,0,0,0,0,50,50,0,0,0,0,0,0,33,33,0,0,0,3,0,0,26,31,0,0,0,0,0,0,42,41,0,0,5,3,0,0,237,243,0,0,0,11,10,4,39,63,0,6,6,65,16,0,24,128,16,40,20,110,13,14,69,278,18,43,18,82,10,10,68,239,13,28,28,67,5,13,47,197,6,29,27,69,11,3,57,204,7,32,31,61,7,3,123,252,57,183,122,464,68,51,420,1365
SAL50743,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,6,0,3,0,6,0,0,0,4,0,0,4,0,0,0,0,10,3,7,4,17,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,6,0,3,0,6,0,0,0,4,0,0,4,0,0,0,3,10,3,7,4,17,0,0,3,30
SAL50744,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,3,0,12,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,4,0,0,4,4,0,3,0,12,0,0,10,29
