SAL_CODE_2021,Neg_Nil_inc_Hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_2499_Hh_with_Indig_psn,2000_2499_Other_households,2000_2499_Tot_hhlds,2500_2999_Hh_with_Indig_psn,2500_2999_Other_households,2500_2999_Tot_hhlds,3000_3499_Hh_with_Indig_psn,3000_3499_Other_households,3000_3499_Tot_hhlds,3500_more_Hh_with_Indig_psn,3500_more_stated_Other_hhds,3500_more_stated_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
SAL50330,0,5,5,0,0,0,0,0,0,0,6,6,0,6,6,0,3,3,0,4,4,0,6,6,0,9,9,0,9,9,0,0,0,0,0,0,0,8,8,0,11,11,0,11,11,0,18,22,0,31,29,0,5,5,4,129,135
SAL50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,5,5,0,0,0,0,6,6,0,0,0,0,6,7,0,0,0,0,3,3,0,37,37
SAL50332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,25,25
SAL50333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,8,8,3,0,5,0,3,3,0,5,5,0,4,8,0,0,0,0,3,3,0,4,3,0,3,3,5,46,49
SAL50334,0,4,4,0,0,0,0,7,7,0,6,4,0,17,17,0,7,7,0,18,18,0,22,22,0,19,19,0,10,10,0,17,15,0,16,16,0,24,29,3,6,13,0,12,12,0,19,19,0,27,27,0,9,9,9,237,244
SAL50335,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,7,10,0,5,5,0,7,7,0,4,4,5,6,5,0,5,5,0,7,7,0,3,3,0,4,4,0,4,4,0,6,6,0,5,5,3,70,74
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,21,22
SAL50338,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,4,4,0,7,7,0,5,5,0,10,10,0,0,0,0,3,3,0,3,3,0,5,6,0,0,0,0,0,0,0,3,5,0,4,4,0,6,6,0,63,64
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50340,0,9,9,0,0,0,0,6,6,3,8,8,0,33,33,0,15,17,3,22,22,0,28,28,0,20,22,0,22,22,0,12,12,0,18,18,0,28,28,0,25,25,0,10,8,0,7,7,3,18,26,0,3,6,17,283,297
SAL50341,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,20
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50343,0,48,48,0,22,22,0,24,24,0,37,37,0,62,67,0,66,66,0,75,76,0,95,95,0,116,120,0,99,101,0,87,87,0,108,108,0,234,237,0,119,119,0,163,166,7,1262,1273,0,214,219,0,31,33,12,2876,2892
SAL50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,20,20
SAL50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
SAL50346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,19,21
SAL50347,0,4,4,0,4,5,0,0,0,0,10,14,0,24,25,0,26,25,0,31,31,0,47,47,0,52,52,0,57,57,0,53,53,0,47,47,3,90,92,4,82,87,0,49,49,0,98,96,7,82,88,0,4,5,10,760,769
SAL50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,8
SAL50349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,12
SAL50350,0,36,36,0,10,10,5,29,30,0,55,53,0,124,122,0,92,92,0,134,138,4,139,145,3,158,160,4,198,198,0,161,165,0,169,170,10,341,349,3,236,245,8,172,176,5,277,279,0,204,204,0,26,33,47,2563,2611
SAL50351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,15,15
SAL50352,0,4,4,0,0,0,0,4,4,4,3,8,0,13,17,0,12,12,3,11,17,0,12,14,0,16,16,0,11,11,0,10,10,0,14,14,0,11,11,0,0,0,0,3,6,0,16,16,0,16,16,0,7,7,14,172,184
SAL50353,0,47,47,0,21,24,0,19,18,0,38,42,0,41,41,0,90,90,0,72,78,0,64,64,0,104,104,0,75,75,0,58,58,0,68,68,0,124,127,0,47,47,0,42,42,5,156,159,0,43,43,0,12,12,8,1132,1139
SAL50354,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,7,0,5,5,0,0,0,0,5,5,0,4,4,0,0,0,0,9,9,0,4,4,0,9,9,0,19,19,0,11,11,0,0,0,0,90,89
SAL50355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,5,0,4,4,0,6,6,0,5,5,0,3,3,0,8,11,0,6,6,0,0,0,0,6,6,0,8,6,0,0,0,3,59,57
SAL50356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,5,5,0,0,0,0,4,4,0,3,3,0,3,3,0,6,9,0,0,0,0,37,37
SAL50357,0,3,3,0,0,0,0,4,4,0,8,8,0,20,15,0,4,4,0,14,14,0,17,17,0,18,17,0,12,10,0,14,14,0,16,16,0,13,13,0,11,11,0,11,11,0,8,8,0,24,24,0,0,0,7,176,183
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8
SAL50359,0,0,0,0,0,0,0,0,0,0,4,4,0,13,13,0,9,9,0,6,3,0,0,0,0,0,0,0,5,5,0,3,3,0,6,5,0,5,5,0,0,0,0,5,5,0,0,4,0,6,3,0,0,0,4,63,66
SAL50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,8
SAL50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50364,0,4,4,0,3,3,0,3,5,0,8,10,0,19,21,0,9,17,4,10,12,0,18,24,0,19,18,0,20,20,0,18,18,0,22,22,0,34,34,0,19,19,0,14,14,0,21,21,0,20,20,0,4,4,9,283,293
SAL50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,22,18
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50367,0,25,25,0,10,10,0,15,15,0,36,37,0,61,60,0,81,81,0,131,131,0,101,101,0,103,103,0,159,158,0,118,121,3,114,119,0,276,280,0,191,197,3,199,196,5,521,527,5,222,227,0,16,16,23,2388,2415
SAL50368,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,5,7,0,3,3,0,5,5,0,4,4,0,11,11,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,50,53
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50371,0,9,9,0,5,5,0,7,7,0,17,17,0,20,20,0,36,36,0,29,29,0,31,31,0,31,31,3,43,44,0,21,21,0,21,23,0,52,54,0,33,33,0,37,37,6,181,178,0,27,27,0,4,4,8,599,605
SAL50372,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,3,3,0,4,4,0,0,0,0,8,8,0,4,4,0,4,4,0,7,7,0,4,4,0,4,4,0,0,0,0,9,9,0,7,9,0,3,3,0,71,70
SAL50373,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
SAL50374,0,35,35,0,7,7,0,17,17,0,5,5,0,28,28,0,18,18,0,22,22,0,22,22,0,51,53,0,46,46,0,33,35,0,39,39,0,86,86,0,48,48,0,51,51,6,781,784,0,108,109,0,16,16,6,1416,1423
SAL50375,0,0,0,0,0,0,0,0,0,0,6,6,0,5,5,0,7,9,0,14,17,0,15,20,0,19,19,3,12,18,0,17,17,0,12,10,0,34,31,3,21,25,0,14,14,0,36,36,0,19,18,0,4,6,17,238,256
SAL50376,0,32,34,0,18,18,0,27,30,0,43,47,6,115,122,6,90,97,11,156,161,4,124,127,11,180,190,12,209,218,7,183,191,11,152,167,8,424,438,10,292,309,12,250,261,17,487,509,17,322,339,0,28,31,132,3145,3277
SAL50377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,4,4,0,7,7,0,3,3,0,7,7,0,7,7,0,9,9,0,0,0,0,53,54
SAL50378,0,8,8,0,0,0,0,0,0,0,7,7,0,0,0,0,3,3,0,5,3,0,0,0,0,10,10,0,10,10,0,12,12,0,9,9,0,25,28,0,18,21,0,38,38,4,175,184,0,41,40,0,3,3,13,365,388
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,5,0,4,0,0,0,9,0,16,22,3,26,14,0,14,14,0,16,21,0,21,16,0,12,32,3,34,25,6,30,14,0,11,12,5,11,18,7,25,0,3,4,8,5,7,0,0,4,23,6,25,28,0,25,253,48,306
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,10,10
SAL50382,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,5,5,0,3,7,0,7,7,0,7,7,0,5,5,0,5,5,0,12,13,0,7,9,0,6,10,0,12,12,6,10,9,0,0,0,10,102,116
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50384,0,17,17,0,9,8,0,15,15,0,15,16,0,61,62,0,46,46,0,80,78,0,63,63,0,100,101,0,114,114,0,114,114,3,124,128,5,260,264,4,233,235,3,199,203,3,481,481,0,183,183,0,20,20,20,2130,2149
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50386,0,3,3,0,3,3,0,3,3,0,3,3,0,17,17,0,9,9,0,7,7,0,10,11,0,21,18,0,15,15,0,19,19,0,17,19,0,33,33,0,12,12,0,15,15,0,19,21,0,17,17,0,3,3,4,219,222
SAL50387,0,3,3,0,0,0,0,6,6,0,0,0,0,11,11,0,6,9,0,14,14,0,17,17,0,20,20,0,8,8,0,9,9,0,9,9,0,26,26,0,21,21,0,23,23,0,42,44,0,21,21,0,0,0,3,233,237
SAL50388,0,0,0,0,0,0,0,3,3,0,0,0,4,8,9,0,3,5,0,9,6,0,13,13,0,19,19,0,16,15,0,0,0,0,10,12,5,9,12,0,6,3,0,15,15,0,10,10,0,19,19,0,0,0,12,138,144
SAL50389,0,4,4,0,0,0,0,8,8,0,3,3,0,17,17,0,12,14,0,19,18,0,18,18,0,14,14,0,22,22,0,23,23,0,14,17,3,66,69,0,48,52,0,46,49,3,120,121,0,59,59,0,12,12,18,501,513
SAL50390,0,16,16,0,9,12,0,20,20,0,19,19,0,46,46,0,34,34,0,49,50,0,54,52,0,68,68,0,67,67,3,41,42,0,63,65,5,126,124,0,103,104,4,110,110,3,343,348,4,110,115,0,10,10,24,1282,1305
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,10
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,11
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50396,0,52,52,0,13,18,3,30,30,3,44,50,0,165,165,4,104,104,5,205,206,3,158,161,0,174,177,6,160,163,3,108,108,4,122,133,7,221,228,0,139,143,8,166,170,10,293,301,9,284,295,0,41,41,65,2483,2546
SAL50397,0,20,20,0,3,3,0,4,4,0,10,10,0,18,17,4,25,27,0,46,46,8,61,70,5,113,115,3,130,134,4,139,140,6,145,145,6,336,346,9,180,188,7,141,148,7,219,228,3,140,141,0,7,7,55,1722,1781
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8
SAL50399,0,0,0,0,0,0,0,0,0,0,9,9,0,4,4,0,10,10,0,7,7,0,4,6,0,3,3,0,3,3,0,9,9,0,8,8,0,6,6,0,12,12,0,3,3,0,3,3,0,12,12,0,0,0,3,113,114
SAL50400,0,4,4,0,0,0,0,0,0,0,0,0,0,10,10,0,3,3,0,11,11,0,8,11,0,9,9,0,9,7,0,10,10,5,13,17,0,21,23,3,34,36,3,35,36,8,50,58,0,56,57,0,3,3,21,281,296
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,25,27
SAL50402,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,6,29,32
SAL50403,4,11,13,0,0,0,0,0,8,0,8,8,3,34,38,3,5,7,0,27,27,7,21,29,0,22,23,3,17,25,0,13,12,0,18,21,0,23,23,0,17,17,0,8,8,0,11,14,6,23,30,5,13,17,43,274,318
SAL50404,0,15,15,0,8,8,3,30,26,0,37,38,4,130,130,0,97,90,0,97,98,0,83,86,0,98,100,0,85,85,0,48,48,0,49,45,0,66,66,0,40,44,0,30,30,0,44,47,0,89,86,0,16,19,20,1055,1080
SAL50405,4,3,9,0,3,0,15,3,19,10,3,15,30,16,48,9,13,17,29,9,33,17,14,32,15,30,48,21,48,65,25,49,69,22,32,56,33,73,106,12,31,44,24,38,62,21,62,87,44,48,88,7,15,18,337,491,827
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,26,26
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
SAL50409,0,198,201,0,78,80,3,146,146,9,217,224,6,652,658,0,466,469,4,557,560,10,537,548,3,583,591,11,608,617,9,486,492,3,476,478,10,937,942,8,637,645,6,591,600,19,1650,1674,6,499,507,5,142,144,119,9461,9579
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50411,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,4,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,9,9,0,9,9,0,5,5,0,0,0,0,10,10,0,5,5,0,4,4,0,69,69
SAL50412,0,0,0,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,11,11,0,0,0,0,0,0,0,11,11,0,5,5,0,3,3,0,61,57
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,7,3,0,0,0,0,19,23
SAL50415,4,3,11,0,0,0,5,3,5,18,17,34,9,4,8,6,7,14,3,10,14,5,11,17,8,24,28,6,21,31,11,30,46,9,39,52,30,103,136,14,83,102,13,92,104,30,215,244,22,107,128,0,7,11,193,779,981
SAL50416,3,11,15,0,3,3,3,9,8,0,24,24,0,44,42,0,37,37,0,47,50,3,42,45,3,29,34,7,21,23,0,25,23,3,28,27,6,42,49,0,29,29,0,20,24,0,39,39,9,56,59,0,15,15,35,516,547
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,17,17
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50419,0,26,26,0,13,13,0,13,13,0,24,26,0,91,92,8,49,53,9,97,100,0,88,93,5,81,83,5,94,96,3,44,53,0,49,51,7,105,109,6,66,70,0,59,67,3,83,89,6,75,87,0,18,19,47,1085,1136
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
SAL50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,6,0,3,3,0,0,0,0,9,9,0,0,0,0,0,0,0,26,26
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,5,49,55,0,13,13,0,64,66,3,105,106,3,198,205,0,115,116,3,123,128,5,135,139,8,177,181,4,149,151,3,132,136,0,157,158,0,343,344,4,250,253,5,277,281,13,976,991,3,273,280,0,34,34,68,3566,3629
SAL50424,0,0,0,0,0,0,0,0,0,0,5,5,0,23,23,5,9,9,0,19,19,0,15,15,0,17,19,0,14,11,0,10,9,0,4,5,6,13,22,3,7,12,0,3,3,0,6,6,0,13,13,0,11,11,9,174,186
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
SAL50426,0,8,8,0,0,0,0,4,4,0,4,8,0,22,22,0,13,16,3,23,25,0,16,19,0,24,26,0,34,35,0,23,24,4,20,25,5,64,70,0,46,54,3,33,40,0,86,87,9,80,81,0,4,4,39,510,545
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,13
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,5,5,0,3,4,0,0,0,3,15,19
SAL50431,0,61,66,0,26,26,0,50,50,0,76,85,3,240,244,6,156,162,6,252,264,8,212,225,9,218,225,9,195,203,9,146,150,3,128,127,0,228,231,5,132,139,8,104,114,13,253,266,6,220,224,0,66,69,85,2769,2853
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,7
SAL50435,0,3,3,0,0,0,0,8,8,0,0,0,0,3,3,0,0,0,0,5,5,0,5,5,0,10,10,0,3,3,0,10,10,0,0,0,0,9,9,0,6,11,0,3,3,0,7,7,0,7,10,0,0,0,0,86,90
SAL50436,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,5,5,0,4,4,0,6,6,0,3,3,0,9,9,0,8,8,0,5,5,0,6,6,0,10,10,0,7,7,0,5,5,0,59,57
SAL50437,0,0,0,0,0,0,0,6,6,0,6,3,0,13,13,0,6,8,0,6,6,0,10,10,0,15,15,0,8,8,3,7,11,0,9,9,0,10,10,0,4,4,0,3,3,0,3,3,0,10,9,0,9,9,7,109,116
SAL50438,0,69,69,0,41,41,0,49,49,0,67,67,0,225,225,0,164,164,0,218,222,0,237,237,5,289,287,0,291,296,3,250,256,0,216,215,4,510,512,8,394,399,6,505,511,14,1501,1515,4,400,405,3,71,69,44,5501,5543
