SAL_CODE_2021,Neg_Nil_inc_Hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_2499_Hh_with_Indig_psn,2000_2499_Other_households,2000_2499_Tot_hhlds,2500_2999_Hh_with_Indig_psn,2500_2999_Other_households,2500_2999_Tot_hhlds,3000_3499_Hh_with_Indig_psn,3000_3499_Other_households,3000_3499_Tot_hhlds,3500_more_Hh_with_Indig_psn,3500_more_stated_Other_hhds,3500_more_stated_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
SAL51311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
SAL51312,0,22,22,0,10,10,0,11,12,0,25,25,0,83,87,0,51,51,0,53,53,0,67,67,0,68,69,0,60,60,0,37,37,0,43,43,0,89,87,0,66,66,0,74,74,0,366,366,4,74,71,0,13,13,6,1213,1218
SAL51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,3,0,6,6,0,0,0,0,4,4,0,11,11,0,5,5,0,3,3,0,7,7,0,6,6,0,5,5,0,61,61
SAL51315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,9,0,0,0,0,0,0,0,8,8,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,25,25
SAL51316,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,3,3,0,9,9,0,6,6,0,3,3,0,10,16,4,4,7,0,0,0,5,68,75
SAL51317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,17,17
SAL51318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,0,0,0,0,18,21
SAL51319,0,58,57,0,18,18,0,42,42,0,77,79,6,219,222,5,149,155,0,218,219,4,201,210,0,231,234,4,177,180,8,185,195,0,149,151,8,276,283,9,177,181,4,172,169,6,341,344,5,254,266,0,53,57,74,2984,3055
SAL51320,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,5,0,6,6,0,4,4,0,0,0,0,7,7,0,5,5,0,0,0,0,5,5,0,4,4,0,6,6,0,0,0,0,49,55
SAL51321,0,16,16,0,8,8,0,9,9,0,23,23,0,36,36,0,32,35,0,37,37,0,43,43,0,41,41,0,40,40,0,39,39,0,29,29,0,66,63,0,51,51,0,44,44,6,330,337,0,59,59,0,5,5,9,911,918
SAL51322,0,11,11,0,9,9,0,11,11,0,12,12,0,52,52,0,28,28,0,51,48,3,34,39,0,39,39,0,41,42,0,27,27,0,45,45,0,84,83,0,46,46,0,49,49,0,122,122,0,60,59,0,14,14,7,725,730
SAL51323,0,4,4,0,7,6,0,3,3,0,8,8,0,19,22,0,12,12,0,24,24,0,20,20,0,23,27,3,24,31,0,15,18,0,15,11,0,39,39,0,18,18,0,33,36,0,64,64,3,25,25,0,3,3,9,357,369
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51326,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,0,3,3,0,3,3,0,4,4,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,43,43
SAL51327,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,7,7,0,0,0,0,4,4,0,0,0,0,0,0,3,32,28
SAL51328,0,6,6,0,4,4,0,5,3,0,3,3,0,10,10,0,9,9,0,23,26,0,14,14,0,32,32,0,24,24,0,18,18,0,15,15,0,40,46,0,23,23,0,31,31,0,55,55,0,38,37,0,0,0,4,349,354
SAL51329,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,4,4,0,3,3,0,4,4,0,0,0,0,0,0,0,29,33
SAL51330,0,119,119,0,43,45,0,82,82,0,132,132,9,282,289,3,272,276,3,294,294,3,322,330,6,438,446,4,470,475,5,379,381,0,397,402,16,936,952,3,453,461,4,600,606,30,1627,1655,0,622,631,0,73,73,102,7543,7639
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51332,0,3,3,0,0,0,0,4,4,0,0,0,0,14,14,0,5,5,0,13,13,0,9,9,0,7,7,0,19,19,0,9,9,0,4,4,0,13,13,0,6,6,0,8,8,0,29,29,0,17,17,0,3,3,0,168,168
SAL51333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,5,5,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
SAL51334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18
SAL51335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,3,3,0,0,0,0,25,24
SAL51336,0,0,0,0,0,0,0,0,0,0,5,5,0,8,8,0,4,4,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,42,42
SAL51337,0,42,44,0,18,18,0,15,16,0,30,38,0,70,72,3,60,72,4,127,128,4,124,127,9,158,167,7,152,159,5,160,170,3,182,185,9,477,490,8,347,358,11,389,403,29,868,899,18,496,514,0,35,33,118,3754,3872
SAL51338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,7,0,6,6,0,3,3,0,10,10,0,3,0,0,0,0,0,11,13,0,0,0,0,4,3,0,5,5,0,0,0,0,0,0,7,58,64
SAL51339,0,15,15,0,7,7,0,5,5,0,11,12,0,35,35,0,33,33,0,44,44,0,45,47,4,47,48,0,46,46,0,18,24,0,40,45,0,77,81,0,49,49,0,69,70,3,139,148,7,111,121,0,17,17,29,825,854
SAL51340,8,37,48,0,9,13,4,21,28,0,38,42,5,98,107,10,105,115,11,176,194,10,176,189,10,272,283,16,299,321,6,295,303,9,257,267,18,495,510,18,320,340,11,218,229,16,250,267,17,287,309,3,35,38,179,3412,3589
SAL51341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,0,18,25
SAL51342,0,0,0,0,5,5,0,3,3,0,5,5,0,9,9,0,5,5,0,24,24,0,19,19,0,25,23,0,17,15,0,5,5,0,8,8,0,16,20,0,13,13,0,18,18,0,26,26,0,27,27,0,3,3,3,235,240
SAL51343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,0,25,24,0,7,7,0,22,22,0,34,34,0,70,70,0,48,48,3,71,75,0,77,74,0,97,97,3,110,114,0,84,84,0,82,82,6,166,169,0,106,106,0,110,117,0,464,463,0,102,106,0,9,9,12,1690,1701
SAL51346,0,29,29,0,15,15,0,24,24,0,40,42,0,104,104,0,64,64,0,61,61,0,80,80,3,99,102,0,69,73,0,70,70,0,74,74,5,164,168,0,92,91,0,94,96,4,586,591,0,82,82,0,21,21,15,1762,1776
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,0,36,32,0,13,13,0,43,48,4,73,75,3,170,176,8,110,115,6,125,124,3,120,121,4,132,135,3,119,124,0,83,83,3,80,84,5,172,175,0,70,69,0,88,94,9,189,198,4,122,123,0,35,35,52,1781,1836
SAL51349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,6,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,25,23
SAL51351,0,20,20,0,4,4,0,11,11,0,11,14,0,33,31,0,31,37,0,32,36,0,38,35,4,41,38,0,32,38,0,25,25,0,29,29,6,46,50,0,32,32,0,30,31,0,62,66,6,56,57,0,6,9,19,540,558
SAL51352,0,4,4,0,3,3,0,6,6,0,9,9,0,21,21,0,22,24,0,36,36,3,49,49,0,52,52,0,87,90,0,64,64,0,57,63,4,160,161,4,123,123,4,96,102,6,143,151,0,81,88,0,8,8,24,1030,1053
SAL51353,0,0,0,0,0,0,0,6,3,0,11,11,0,15,15,0,18,18,4,14,15,0,11,11,3,15,18,3,21,28,0,21,18,0,13,10,3,27,34,0,22,18,5,14,19,0,12,12,3,30,36,0,6,6,28,257,283
SAL51354,0,12,12,0,4,4,3,9,9,0,12,12,6,39,43,0,36,40,0,54,53,0,63,65,0,57,59,0,73,69,3,78,80,0,75,75,9,159,167,3,93,96,8,116,118,10,250,255,4,159,164,0,6,6,41,1291,1336
SAL51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,0,13,9,0,4,4,0,4,7,0,9,8,0,16,18,4,20,23,4,17,17,5,23,24,3,49,49,0,43,45,0,60,60,5,50,58,9,160,167,3,93,100,0,147,148,10,427,435,9,123,135,14,20,35,68,1272,1345
SAL51360,0,36,34,0,26,26,0,25,26,0,30,30,0,105,109,0,101,101,0,126,129,0,119,119,0,140,140,5,135,137,0,100,100,0,86,86,0,229,234,0,140,142,4,167,177,9,912,923,0,190,190,0,48,48,27,2714,2740
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL51362,3,8,13,0,3,3,4,5,5,0,6,6,0,24,26,0,11,14,4,15,18,3,16,21,8,22,25,0,26,26,4,23,22,0,21,20,6,46,48,3,34,44,0,23,27,10,42,58,4,28,32,7,15,20,57,364,421
SAL51363,4,36,43,0,20,22,0,44,47,5,105,107,0,270,275,0,217,218,0,273,272,7,247,248,7,261,265,13,240,244,5,157,163,12,205,217,12,322,334,6,243,249,6,224,226,12,423,434,6,229,231,0,66,66,88,3580,3669
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
SAL51365,0,5,6,0,3,3,0,6,7,0,3,10,3,25,26,3,12,15,7,19,19,4,24,29,3,21,24,5,15,17,10,17,22,6,15,21,0,23,24,6,15,17,5,15,18,0,20,24,4,22,30,5,3,5,62,265,321
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL51367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,20,20
SAL51368,0,31,31,0,7,11,0,18,18,0,39,42,4,77,81,0,70,70,0,76,77,0,72,72,0,90,86,0,84,88,0,48,53,0,67,67,4,135,142,0,59,60,0,92,98,6,340,345,0,99,98,0,15,15,29,1406,1438
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,3
SAL51370,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,5,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,48,48
SAL51371,0,20,20,0,13,13,0,10,14,3,17,18,0,37,40,4,46,47,0,42,41,0,54,54,3,77,83,0,85,85,0,68,69,0,65,66,6,186,190,4,110,107,5,116,119,14,270,293,0,125,122,0,14,14,45,1348,1391
SAL51372,23,15,38,4,4,11,18,14,29,27,18,48,28,16,47,21,29,46,42,24,66,31,39,74,35,75,114,43,97,142,27,125,154,39,153,188,94,383,476,46,209,260,67,291,356,153,776,927,102,206,311,47,42,93,856,2522,3377
SAL51373,0,22,24,0,10,10,6,15,12,5,19,25,4,65,73,3,46,51,11,53,60,5,47,50,5,68,74,7,69,78,10,67,79,9,78,82,22,194,217,9,116,127,8,133,144,30,265,300,11,87,102,11,30,39,160,1381,1541
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL51375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,30,30
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL51377,3,24,22,4,13,14,8,31,34,0,29,36,8,105,109,8,79,79,0,108,112,0,92,95,7,155,161,8,166,174,4,130,130,5,115,118,10,266,278,6,193,200,6,141,143,15,212,225,15,153,164,8,28,28,93,2039,2129
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,7,7
SAL51379,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17
SAL51380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,5,5,0,0,0,0,13,13
SAL51381,4,148,150,0,41,41,0,76,77,3,100,102,0,219,219,0,217,217,0,193,197,0,236,237,4,337,339,3,365,366,5,327,328,0,309,313,7,619,623,0,269,269,3,322,325,11,1427,1435,5,305,310,3,69,79,55,5571,5625
SAL51382,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,6,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7,0,5,5,0,9,9,0,9,9,0,7,7,0,0,0,0,52,52
SAL51383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,5,0,5,5,0,18,18
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
SAL51385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,4,4,0,0,0,0,8,5,0,0,0,0,4,4,0,8,8,0,0,0,0,40,38
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
SAL51387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL51390,0,26,26,0,7,7,0,20,20,0,23,22,3,87,88,0,64,66,0,124,125,0,88,87,0,101,105,4,87,87,0,71,69,0,60,60,0,152,156,4,94,98,4,87,87,9,169,174,8,150,153,0,23,23,38,1415,1453
SAL51391,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,0,41,41
SAL51392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,28,28
SAL51393,0,3,3,0,3,3,0,12,12,0,3,6,0,22,22,4,14,17,0,7,14,0,16,20,0,21,23,0,13,13,0,10,10,0,12,11,3,27,30,0,19,19,0,6,6,0,15,15,0,16,14,0,8,8,9,244,257
SAL51394,0,52,52,0,12,12,0,19,19,0,34,34,0,72,72,0,96,93,0,125,127,0,117,119,0,164,164,3,206,211,5,214,220,0,228,229,12,499,507,3,389,394,3,390,397,8,794,805,10,362,371,0,28,28,52,3809,3866
SAL51395,0,10,14,0,3,9,5,18,24,11,14,31,10,48,62,3,34,39,15,49,64,15,41,59,13,61,76,4,35,45,8,35,48,7,27,33,10,46,57,9,28,34,3,15,19,5,22,31,14,43,56,3,17,24,148,567,711
SAL51396,0,69,70,0,28,28,5,80,82,3,112,117,6,325,331,3,200,203,4,315,320,4,281,289,16,339,355,9,311,320,11,259,267,9,231,237,11,453,463,3,282,281,3,226,233,13,489,503,5,286,292,4,64,66,105,4363,4471
SAL51397,0,23,21,0,12,12,4,31,40,0,43,49,10,143,148,0,106,111,3,120,122,4,112,116,3,107,114,9,103,109,12,62,75,4,57,62,3,120,126,0,76,77,0,54,60,0,61,63,4,72,70,0,45,45,67,1360,1426
SAL51398,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,5,0,3,6,0,3,3,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,39,42
SAL51399,0,4,4,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,9,9,0,5,5,0,5,5,0,5,5,0,0,5,0,5,5,0,9,9,0,0,0,0,6,6,0,12,12,5,10,18,0,0,4,5,87,91
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51401,0,0,0,0,0,0,20,0,20,15,0,15,46,0,46,21,0,21,39,0,39,23,0,23,21,0,23,16,0,18,10,5,17,8,10,15,3,8,8,3,0,0,3,0,3,0,5,4,18,3,15,10,0,10,251,31,278
SAL51402,3,25,31,0,15,17,0,30,36,6,56,63,3,97,102,4,70,78,4,77,77,3,97,100,9,98,103,3,129,134,4,111,116,4,98,105,14,238,253,0,146,146,0,133,130,10,281,291,4,129,134,0,19,22,70,1864,1937
SAL51403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,3,3,0,0,0,0,9,9,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,24,24
SAL51404,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,4,0,4,4,0,4,4,0,3,3,0,4,4,0,7,7,0,5,5,3,13,12,0,17,17,0,16,16,0,41,36,5,17,24,0,0,3,11,140,150
SAL51405,0,70,70,0,23,23,0,50,50,0,57,57,0,152,152,0,109,109,0,208,209,4,166,166,0,194,194,4,171,173,0,142,142,0,167,167,8,340,345,3,244,248,0,250,254,9,966,981,5,236,234,0,42,46,31,3595,3618
SAL51406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,4,0,0,0,0,8,8,0,9,9,0,0,0,0,3,3,0,4,4,0,0,0,0,10,10,0,5,5,0,0,0,0,55,61
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,0,10,10,0,6,6,0,6,6,0,14,14,0,30,30,0,19,19,3,41,44,0,39,39,4,57,59,0,47,47,3,33,36,0,49,49,0,97,97,0,66,74,4,65,71,0,160,164,3,98,104,0,13,13,17,851,872
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51410,0,3,3,0,0,0,0,4,4,0,0,0,0,8,12,0,5,5,0,9,11,0,11,11,0,22,24,0,23,19,0,16,15,0,20,22,0,46,47,0,33,33,0,37,35,4,64,69,4,56,58,0,3,4,22,361,387
SAL51411,0,3,3,0,3,3,0,8,8,0,4,4,0,13,13,0,4,3,0,7,7,0,16,15,0,14,14,0,9,9,3,9,11,0,9,9,0,28,33,0,26,26,0,28,28,0,57,56,0,28,28,0,5,5,6,255,261
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL51413,3,17,20,0,3,3,0,18,18,6,32,33,3,69,70,10,58,61,5,62,69,7,81,90,10,115,123,8,100,107,8,95,102,14,70,81,8,142,151,13,62,76,5,50,60,7,47,56,15,68,82,0,17,20,116,1111,1228
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15
SAL51415,0,0,0,0,0,0,5,0,4,3,0,3,9,0,9,6,0,6,10,0,10,7,0,5,3,0,3,5,0,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,4,0,4,9,0,9,76,12,86
SAL51416,0,71,71,0,32,32,0,57,55,0,129,132,0,190,190,0,154,156,0,153,155,0,165,161,11,209,216,6,236,242,0,233,239,0,238,234,6,493,503,3,211,214,5,266,268,10,1336,1343,0,224,222,0,46,48,53,4425,4482
SAL51417,0,39,43,0,16,16,0,16,21,3,62,61,0,106,111,3,98,102,0,159,158,4,165,170,5,213,222,7,264,270,3,234,239,6,237,242,19,520,537,8,366,372,3,345,346,7,725,738,9,322,333,0,34,37,86,3935,4026
SAL51418,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,7,7,0,5,5,0,0,0,0,30,28
