SAL_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
SAL50318,0,428,183,617,6,0,3,18,21,37,0,0,0,20,23,44,16,15,27,1515,1594,3106,4,8,9,1529,1612,3145,7,6,9,186,188,375,0,0,0,190,197,388,4,4,8,1124,1198,2319,4,5,9,1131,1206,2335,19,11,22,507,518,1025,0,3,3,524,533,1053
SAL50319,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,0,0,0,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,3,9,0,0,0,0,0,4,0,0,0,0,0,4
SAL50320,6,457,263,717,0,6,9,14,40,55,0,0,0,20,42,61,91,125,218,1486,1686,3171,14,21,34,1594,1835,3424,18,18,32,231,249,477,3,3,6,247,263,512,50,81,132,990,1083,2078,11,18,31,1053,1182,2239,48,49,103,646,765,1409,3,0,8,697,820,1518
SAL50321,4,653,252,904,0,0,0,23,25,47,0,0,0,23,22,49,13,11,23,2203,2241,4446,5,10,14,2223,2257,4486,10,4,11,234,278,517,0,5,8,246,280,525,7,10,18,1523,1545,3067,5,4,15,1533,1564,3094,10,4,18,806,870,1675,0,9,7,815,881,1699
SAL50322,0,75,57,130,0,0,0,5,8,10,0,0,0,5,8,10,8,8,5,240,237,476,6,5,8,250,241,491,4,0,3,30,42,68,0,0,0,37,40,73,4,0,8,180,170,350,4,3,3,184,176,361,0,0,0,76,94,170,0,0,0,80,96,168
SAL50323,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,15,0,0,0,12,4,15,0,0,0,0,0,6,0,0,0,0,5,5,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,9,5,10,0,0,0,9,8,13
SAL50324,4,534,304,840,0,0,0,28,52,79,0,0,0,28,51,79,70,66,136,2059,2159,4223,11,15,29,2141,2241,4386,9,13,20,397,453,850,0,6,6,407,471,879,38,39,76,1249,1340,2591,10,11,18,1299,1388,2685,27,41,71,1060,1165,2224,3,8,17,1092,1222,2312
SAL50325,0,58,46,107,0,0,0,0,14,11,0,0,0,0,14,11,3,5,9,727,779,1507,0,0,0,733,782,1514,0,0,0,94,90,186,0,0,0,98,90,187,3,0,4,525,576,1101,0,0,0,531,580,1104,0,4,3,270,259,526,0,0,0,264,267,531
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50327,0,70,37,105,0,0,0,3,6,10,0,0,0,4,6,13,28,39,65,235,165,395,7,7,17,266,209,480,12,19,34,45,41,82,0,0,0,54,59,122,16,23,43,167,115,283,6,3,6,195,141,334,19,32,59,95,78,172,0,6,10,115,120,235
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,3,10,0,0,0,3,3,10
SAL50329,6,820,469,1293,6,7,8,47,57,101,0,0,0,52,61,115,125,132,254,2497,2613,5110,19,17,40,2642,2765,5400,26,14,43,344,380,720,3,0,3,375,396,767,77,72,143,1781,1806,3586,17,9,23,1874,1885,3756,60,60,119,943,1043,1987,3,3,6,1004,1107,2113
SAL50330,0,43,32,75,0,0,0,0,3,5,0,0,0,0,3,5,3,3,7,163,164,325,0,0,5,166,166,337,0,0,0,29,21,43,0,0,0,29,21,43,0,5,6,109,102,211,0,0,0,110,106,219,0,0,0,67,62,136,0,0,0,70,62,135
SAL50331,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,44,93,0,0,0,50,44,93,0,0,0,6,5,15,0,0,0,12,5,19,0,0,0,38,34,77,0,0,0,38,34,77,0,0,0,14,17,31,0,0,0,12,17,32
SAL50332,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,49,0,0,0,25,22,49,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,17,20,37,0,0,0,17,20,37,0,0,0,7,6,11,0,0,0,7,6,11
SAL50333,0,21,6,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,61,48,103,0,0,0,65,48,110,3,0,3,3,3,10,0,0,0,7,3,10,0,0,0,49,30,78,0,0,0,50,30,81,3,0,3,19,11,31,0,0,0,23,11,36
SAL50334,0,99,35,130,0,0,0,6,7,15,0,0,0,6,7,15,6,5,14,239,219,454,0,0,3,248,223,473,0,0,0,42,36,70,0,0,0,42,36,70,10,4,11,192,168,360,0,0,3,200,170,370,0,0,6,74,69,148,0,0,0,81,76,153
SAL50335,0,15,4,25,0,0,0,0,3,3,0,0,0,0,3,3,3,8,10,64,51,119,0,0,0,70,60,131,0,0,0,10,13,25,0,0,0,10,13,25,4,8,8,45,44,85,0,0,0,51,50,97,0,0,0,26,19,45,0,0,0,29,19,48
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,37,0,0,0,20,20,37,0,0,0,13,4,16,0,0,0,14,9,19,0,0,0,18,8,28,0,0,0,18,13,29,0,0,0,14,11,26,0,0,0,13,9,28
SAL50338,0,31,13,43,0,0,0,5,0,4,0,0,0,3,0,3,4,0,4,75,80,156,5,0,3,79,84,156,0,6,6,30,33,63,0,0,0,32,37,65,4,0,4,48,31,82,5,0,3,49,39,89,0,6,6,60,72,128,0,0,0,57,79,134
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,4,4,0,0,0,0,4,4
SAL50340,0,75,32,106,0,0,0,12,8,18,0,0,0,12,7,18,4,17,21,253,239,498,0,7,8,260,261,526,0,0,5,55,53,108,0,0,0,54,55,109,4,8,9,194,173,370,0,7,8,198,184,380,4,7,11,102,108,210,0,0,0,108,115,220
SAL50341,0,28,0,36,0,0,3,0,0,0,0,0,0,0,0,3,26,31,63,42,6,44,0,0,0,65,37,109,6,8,8,13,3,18,0,0,0,17,12,26,18,28,49,28,3,34,0,0,0,49,27,78,7,7,11,29,3,27,0,0,0,30,13,46
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4
SAL50343,0,203,101,300,0,0,0,14,23,38,0,0,0,14,23,38,4,15,20,3016,3086,6096,4,16,19,3032,3110,6140,0,5,5,588,628,1217,0,0,5,590,636,1225,3,9,7,1897,1995,3894,4,6,11,1907,2002,3914,3,12,12,1538,1580,3116,6,5,4,1546,1589,3136
SAL50344,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,41,0,4,4,24,24,48,0,0,0,5,4,7,0,0,0,5,4,7,0,0,0,12,14,27,0,4,4,12,21,29,0,0,0,7,8,19,0,0,0,7,8,19
SAL50345,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,10,5,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,3,4,12,0,0,0,3,4,12
SAL50346,0,13,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,43,0,0,0,20,19,43,0,0,0,3,0,4,0,0,0,3,0,3,0,0,0,19,14,36,0,0,0,19,14,36,0,0,0,6,3,12,0,0,0,6,6,15
SAL50347,0,253,113,362,0,0,0,3,19,27,0,0,0,3,19,27,7,11,15,860,870,1733,5,3,7,874,884,1761,5,3,3,185,226,418,3,0,5,200,231,428,0,3,5,519,518,1028,4,0,5,524,520,1042,6,6,14,467,517,985,0,0,3,476,524,1000
SAL50348,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,19,0,0,0,7,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,18,0,0,0,7,13,18,0,0,0,0,0,0,0,0,0,0,0,0
SAL50349,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,31,0,0,0,15,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,27,0,0,0,12,12,27,0,0,0,3,5,4,0,0,0,3,5,4
SAL50350,5,852,393,1242,0,0,0,20,38,61,0,0,0,22,40,61,37,39,72,2608,2583,5186,11,9,19,2649,2628,5275,9,8,22,398,410,810,0,3,4,411,423,833,13,24,42,1677,1628,3306,11,4,12,1706,1653,3357,20,20,37,1080,1174,2257,0,0,3,1107,1198,2306
SAL50351,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,37,0,0,0,20,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,32,0,0,0,14,16,32,0,0,0,4,5,9,0,0,0,4,5,9
SAL50352,0,36,29,67,0,0,0,5,4,14,0,0,0,5,4,14,8,15,14,189,179,369,0,0,6,198,196,392,0,3,4,21,22,39,0,0,0,19,24,44,0,8,10,153,128,280,0,0,6,158,142,297,5,5,5,46,61,106,0,0,0,49,62,116
SAL50353,0,74,85,163,3,5,8,39,32,75,0,0,0,46,35,83,21,29,45,1172,1169,2336,0,4,8,1190,1198,2392,26,28,55,626,684,1318,0,0,0,655,712,1367,4,5,3,336,370,709,0,3,3,340,376,714,40,47,90,1415,1433,2848,0,4,0,1461,1486,2942
SAL50354,0,32,14,38,0,0,0,4,5,3,0,0,0,4,5,3,0,0,0,107,94,194,0,0,0,107,94,195,0,0,0,18,23,41,0,0,0,18,23,41,0,0,0,73,58,131,0,0,0,75,58,135,0,0,0,39,52,89,0,0,0,39,52,89
SAL50355,0,22,12,30,0,0,0,0,3,6,0,0,0,0,3,6,4,3,5,58,60,126,0,0,0,67,64,130,0,0,0,8,10,16,0,0,0,8,10,16,0,0,5,52,44,98,0,0,0,53,46,101,0,0,0,16,20,33,0,0,0,16,26,39
SAL50356,0,11,10,22,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,39,43,80,0,0,0,39,48,85,0,0,0,5,5,9,0,0,0,5,5,9,0,0,0,34,42,70,0,0,0,29,39,74,0,0,0,11,5,15,0,0,0,11,5,15
SAL50357,0,46,29,78,0,0,0,4,5,6,0,0,0,4,5,6,3,0,4,189,184,370,4,0,4,190,184,375,0,0,0,19,28,43,0,0,0,19,28,43,3,0,3,146,136,287,4,0,6,151,138,293,0,0,0,49,58,107,0,0,0,49,56,111
SAL50358,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,18,0,0,0,9,13,18,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,7,7,15,0,0,0,7,7,15,0,0,0,0,6,5,0,0,0,0,6,5
SAL50359,0,10,9,22,0,0,0,0,5,4,0,0,0,0,5,4,4,0,9,45,42,87,0,0,0,50,44,98,0,0,0,11,9,18,0,0,0,11,8,16,3,0,3,27,25,52,0,0,0,30,25,58,3,4,3,19,24,47,0,0,0,26,28,56
SAL50360,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,7,18,0,0,0,10,6,17,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,3,11,0,0,0,4,3,11,0,0,0,7,5,10,0,0,0,3,7,11
SAL50361,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,8,17,24,0,0,0,0,0,3,9,18,30,0,0,0,10,9,14,0,0,0,10,6,14,8,13,20,0,0,0,0,0,3,10,15,24,0,0,4,6,0,7,0,0,0,8,5,14
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,5,6,9,0,0,0,4,0,3,0,0,0,4,0,3
SAL50363,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,49,0,54,0,0,0,52,0,56,0,0,0,17,3,16,0,0,0,15,3,18,0,0,0,27,0,27,0,0,0,31,0,31,0,0,0,35,3,38,0,0,0,42,3,45
SAL50364,0,92,40,131,0,0,0,8,8,13,0,0,0,8,8,19,14,4,23,306,281,589,5,0,5,322,295,617,5,0,6,75,59,131,0,0,0,80,57,134,5,4,14,202,184,384,5,0,5,211,190,400,14,7,18,158,139,297,0,0,0,175,145,320
SAL50365,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,45,0,0,0,20,23,47,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,20,25,45,0,0,0,20,23,46,0,0,0,0,3,0,0,0,0,0,3,0
SAL50366,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,19,0,0,0,10,5,19,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,5,12,0,0,0,8,5,12,0,0,0,0,0,3,0,0,0,0,0,3
SAL50367,3,759,363,1120,0,0,0,32,54,86,0,0,0,32,54,86,21,11,36,2759,2844,5608,11,12,18,2789,2873,5662,6,5,6,418,463,881,0,3,3,421,473,894,18,8,29,1992,2065,4059,4,8,10,2016,2083,4101,9,12,17,1043,1113,2154,6,6,10,1059,1125,2181
SAL50368,0,19,14,31,0,0,0,0,3,0,0,0,0,0,0,5,0,3,3,63,68,135,0,0,0,63,70,137,0,0,0,3,3,5,0,0,0,3,3,5,0,3,3,46,50,92,0,0,0,46,53,98,0,0,0,23,21,39,0,0,0,23,21,39
SAL50369,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,26,0,0,0,21,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,0,0,0,17,10,20,0,0,0,0,3,3,0,0,0,0,3,3
SAL50370,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,16,0,0,0,15,4,19,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,5,0,7,0,0,0,11,0,11,0,0,0,6,0,5,0,0,0,11,0,10
SAL50371,0,56,28,83,0,0,0,11,5,15,0,0,0,11,5,15,4,4,10,610,616,1224,0,0,0,617,621,1239,0,3,4,127,122,249,0,0,0,128,125,252,4,0,4,362,384,751,0,0,0,364,384,751,4,3,11,333,320,651,0,0,0,343,327,663
SAL50372,0,18,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,67,143,0,0,0,76,71,149,0,0,0,3,7,10,0,0,0,3,7,10,0,0,0,66,53,123,0,0,0,66,58,123,0,0,0,11,18,34,0,0,0,11,18,34
SAL50373,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,39,0,0,0,24,18,39,0,0,0,0,8,14,0,0,0,4,8,13,0,0,0,16,20,33,0,0,0,16,20,33,0,0,0,8,3,14,0,0,0,8,3,14
SAL50374,0,69,43,110,0,0,0,0,5,9,0,0,0,0,5,9,3,8,13,1820,1838,3658,13,4,19,1841,1850,3684,0,5,0,301,299,595,0,0,0,301,298,600,7,4,11,1251,1278,2530,10,4,13,1259,1289,2555,0,4,7,805,795,1594,0,0,0,810,798,1606
SAL50375,0,55,21,78,0,0,0,0,9,12,0,0,0,0,9,12,18,12,34,281,273,560,0,0,0,303,295,595,8,4,13,38,35,77,0,0,0,48,43,92,15,14,29,174,167,344,0,0,0,186,177,368,13,9,21,126,122,249,0,0,0,140,129,267
SAL50376,0,1075,732,1808,7,0,12,58,131,184,0,0,0,60,129,197,109,136,244,3643,3789,7435,10,10,22,3773,3937,7707,25,26,54,665,791,1460,0,0,0,694,821,1517,72,73,146,2293,2324,4617,5,9,17,2374,2404,4778,51,73,126,1727,2007,3733,5,4,10,1779,2087,3866
SAL50377,0,10,9,17,0,0,0,0,7,8,0,0,0,0,7,8,0,0,0,60,55,110,0,0,0,57,55,116,0,0,0,9,7,15,0,0,0,9,7,15,0,0,0,39,38,78,0,0,0,39,38,78,0,0,0,27,17,47,0,0,0,27,17,47
SAL50378,0,211,69,281,0,0,0,12,8,21,0,0,0,12,11,18,19,20,37,465,421,883,0,0,0,490,437,927,0,0,0,110,103,217,0,0,0,111,108,217,9,8,15,271,232,505,0,0,0,280,236,519,13,4,22,259,258,517,0,0,0,272,263,534
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,58,28,87,7,11,16,0,0,0,0,0,0,7,17,13,351,356,714,44,38,84,0,0,5,397,397,798,32,37,62,32,37,66,0,0,0,55,71,131,284,282,565,27,16,48,0,0,0,315,301,609,66,70,142,47,50,96,0,0,0,111,122,234
SAL50381,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24,0,0,0,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,7,3,11,0,0,0,3,4,11,0,0,0,3,4,11
SAL50382,0,30,10,44,0,0,0,0,3,3,0,0,0,0,3,6,5,9,20,119,105,221,0,0,5,127,115,245,0,0,0,11,18,30,0,0,0,9,18,27,4,7,7,92,74,166,0,0,5,92,81,179,7,3,5,34,37,78,0,0,0,44,42,85
SAL50383,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0
SAL50384,4,527,333,863,4,0,4,23,55,81,0,0,0,26,55,83,26,25,48,3141,3236,6384,11,4,14,3176,3264,6446,7,8,12,319,322,643,0,0,0,327,332,658,14,14,32,2369,2413,4784,11,4,15,2393,2436,4832,9,12,20,920,995,1917,0,0,6,927,1010,1938
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,0,0,0,7,7,8,0,0,0,0,3,3,0,0,0,0,3,3
SAL50386,0,86,45,128,0,0,0,8,8,7,0,0,0,8,8,7,10,3,12,245,236,482,0,0,0,259,237,498,0,0,0,34,34,69,0,0,0,34,34,69,6,3,5,176,151,327,0,0,0,178,153,338,3,0,3,87,104,188,0,0,0,89,104,189
SAL50387,0,106,45,152,0,0,0,3,5,14,0,0,0,3,5,14,3,0,6,290,274,559,5,0,9,291,279,573,0,0,0,26,19,43,0,0,0,26,19,43,3,0,6,221,218,436,5,0,9,224,222,443,0,0,0,80,69,152,0,0,0,80,69,152
SAL50388,0,37,19,56,0,0,0,3,0,3,0,0,0,3,3,3,4,8,12,141,129,271,0,0,0,150,135,286,0,0,0,6,13,23,0,0,0,8,13,23,4,6,8,111,93,207,0,0,0,115,97,213,0,5,9,35,41,84,0,0,0,41,45,90
SAL50389,3,221,105,328,0,0,0,10,18,26,0,0,0,10,18,26,14,5,14,616,700,1321,3,0,7,637,703,1335,0,7,13,84,101,184,0,0,0,90,109,196,0,0,4,448,463,913,3,0,7,456,470,924,11,14,24,214,282,497,0,0,0,219,292,517
SAL50390,6,279,131,408,0,0,0,11,18,32,0,0,0,11,18,32,13,19,38,1571,1579,3145,4,3,8,1590,1603,3192,0,3,7,167,195,363,0,0,0,173,198,374,14,16,29,1173,1180,2350,3,0,5,1187,1194,2385,0,4,11,497,515,1011,3,3,4,500,525,1029
SAL50391,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,31,0,0,0,20,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,22,0,0,0,19,12,25,0,0,0,7,4,11,0,0,0,7,4,11
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0
SAL50393,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,26,0,0,0,15,8,26,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,15,9,22,0,0,0,15,9,22,0,0,0,3,4,7,0,0,0,3,4,7
SAL50394,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,0,0,0,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0
SAL50395,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,5,0,6,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,8,0,0,0,7,0,8
SAL50396,4,944,458,1406,0,0,0,39,57,94,0,0,0,39,57,92,49,49,101,2697,2811,5510,13,14,22,2756,2875,5631,21,13,36,521,541,1061,4,0,7,545,561,1111,19,11,40,1765,1779,3541,11,8,19,1793,1800,3593,36,46,83,1292,1426,2724,7,0,7,1336,1478,2810
SAL50397,0,491,290,779,0,0,0,25,36,58,0,0,0,25,37,59,38,36,70,2107,2031,4144,0,3,4,2149,2074,4223,25,16,36,454,497,954,0,0,0,477,512,989,17,10,26,918,884,1804,0,3,4,938,893,1829,39,31,67,1349,1398,2752,0,0,0,1383,1434,2824
SAL50398,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,4,6,15,0,0,0,10,13,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,5,0,0,0,4,3,10,3,0,3,0,3,10,0,0,0,5,3,11
SAL50399,0,37,21,58,0,0,0,3,5,8,0,0,0,3,5,8,4,0,4,133,132,263,0,0,0,134,132,262,0,0,0,10,12,24,0,6,6,10,14,23,0,0,0,92,102,192,0,6,6,92,107,196,4,0,4,41,39,79,0,0,0,45,39,82
SAL50400,0,140,64,212,0,0,0,6,11,17,0,0,0,7,11,20,18,16,34,375,374,750,0,0,4,392,392,787,6,7,9,42,50,90,0,0,3,44,55,103,13,17,26,261,257,514,3,0,4,279,268,544,7,8,16,126,148,275,0,0,0,136,161,290
SAL50401,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,48,0,0,0,25,21,45,0,0,0,3,0,3,0,0,0,3,0,7,0,0,0,17,15,34,0,0,0,19,15,35,0,0,0,7,9,16,0,0,0,7,8,15
SAL50402,0,10,7,13,0,0,0,3,3,6,0,0,0,3,3,6,4,0,4,35,41,76,0,0,3,39,38,82,0,0,0,7,4,6,0,0,0,4,4,8,0,0,0,24,29,55,0,0,3,27,29,56,0,0,0,12,15,27,0,0,0,16,15,34
SAL50403,0,96,39,135,0,0,0,5,11,15,0,0,0,5,11,15,36,23,60,235,238,471,3,3,6,275,261,534,9,4,12,60,78,140,0,0,0,69,79,149,27,17,40,134,143,278,0,0,0,162,158,323,15,13,26,153,157,308,0,0,0,165,164,328
SAL50404,7,243,130,369,0,0,0,10,21,34,0,0,0,14,21,36,11,21,36,898,1039,1933,12,7,19,918,1066,1989,6,7,7,202,209,412,3,6,9,214,210,424,0,13,17,535,617,1154,8,5,12,551,632,1183,10,9,21,522,587,1104,4,6,9,539,597,1138
SAL50405,0,249,109,355,10,20,33,0,12,16,0,0,0,12,37,47,450,503,950,416,364,778,8,6,14,871,874,1743,69,69,139,152,165,313,0,0,0,222,232,449,288,306,592,240,185,419,9,0,11,527,493,1025,178,201,375,306,323,627,0,5,3,480,525,1005
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,0,0,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0
SAL50407,0,11,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,54,0,0,4,32,26,58,0,0,0,8,5,14,0,0,0,8,5,14,0,0,0,19,24,44,0,0,4,23,22,44,0,0,0,13,8,29,0,0,0,13,8,29
SAL50408,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,31,0,0,0,17,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,21,0,0,0,9,13,21,0,0,0,4,0,9,0,0,0,4,0,9
