SAL_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
SAL51031,0,300,116,414,0,0,0,12,25,33,0,0,0,14,25,33,19,20,36,827,832,1657,6,7,11,844,860,1705,0,6,9,125,114,236,0,0,0,126,119,247,4,3,13,598,616,1217,0,7,9,605,633,1240,14,10,24,302,299,601,0,0,3,318,317,627
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,0,172,16,193,0,0,3,6,0,7,0,0,0,8,0,9,32,5,32,300,59,361,0,0,0,331,67,395,13,4,17,90,31,122,0,0,3,104,35,136,18,0,15,169,20,187,0,0,0,185,22,207,24,10,31,221,64,283,0,0,3,244,75,314
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,10,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,20,0,0,0,9,9,20,0,0,0,0,0,0,0,0,0,0,0,0
SAL51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,13,0,0,0,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,5,3,3,0,0,0,5,6,8
SAL51036,0,387,219,608,4,0,3,21,42,71,0,0,0,31,43,70,71,80,151,1164,1265,2430,5,0,9,1241,1346,2582,17,19,37,190,194,381,0,0,0,205,207,416,47,39,88,785,860,1649,6,0,3,839,900,1738,28,52,77,493,530,1025,0,0,0,519,586,1109
SAL51037,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,23,56,0,0,0,29,27,55,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,19,13,32,0,0,0,17,20,37,0,0,0,11,8,16,0,0,0,11,8,16
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,0,108,56,164,0,0,0,4,5,7,0,0,0,4,5,7,3,5,13,359,353,719,7,4,9,373,360,741,0,4,4,58,48,101,0,0,0,58,52,107,5,0,5,296,275,571,0,4,4,296,276,576,0,9,10,101,117,214,0,0,0,110,121,225
SAL51041,0,22,8,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,70,59,131,0,0,0,67,61,134,0,0,0,26,32,56,3,0,3,29,32,63,5,0,9,48,47,97,0,0,0,55,46,104,0,0,0,38,43,80,0,0,0,38,43,80
SAL51042,0,25,9,34,3,4,7,0,0,0,0,0,0,3,4,7,129,117,243,19,3,30,0,0,0,150,123,272,4,11,16,3,3,11,0,0,0,11,16,25,96,91,190,11,6,12,0,0,0,113,94,206,28,22,50,15,8,19,0,0,0,40,30,73
SAL51043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,9,5,10,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,3,5,14,0,0,0,9,5,10,0,0,0,0,0,5,0,0,0,0,0,5
SAL51044,0,31,18,55,0,0,0,0,0,6,0,0,0,3,0,3,0,0,3,124,108,228,0,0,0,124,106,231,4,0,3,21,14,36,0,0,0,30,16,42,4,3,9,76,67,145,0,0,0,82,72,153,0,0,3,60,50,112,0,0,0,62,54,114
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,0,3,3,0,0,0,6,11,17,0,0,0,4,0,4,0,0,0,4,0,4,6,8,12,0,0,3,0,0,0,9,9,16,0,0,0,4,3,8,0,0,0,3,3,7
SAL51047,6,719,286,1007,0,0,0,20,30,53,0,0,0,20,33,49,0,8,15,2597,2565,5160,23,14,35,2616,2595,5209,4,4,5,366,379,741,0,0,0,367,380,748,0,10,10,1852,1852,3701,12,12,22,1859,1871,3727,4,4,6,970,970,1940,10,0,10,982,977,1959
SAL51048,0,18,15,33,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,55,53,109,0,6,6,58,52,114,0,0,0,14,8,20,0,0,0,19,10,28,0,0,0,42,44,84,0,0,0,42,43,91,0,0,0,24,17,36,0,0,0,24,14,44
SAL51049,0,20,10,26,0,0,0,0,0,0,0,0,0,0,0,0,40,40,80,72,65,140,0,0,0,114,109,220,5,3,8,20,9,25,0,0,0,21,10,30,28,33,56,55,47,102,0,0,0,79,77,163,11,5,16,34,26,57,0,0,0,44,31,77
SAL51050,0,43,15,57,0,0,0,0,0,3,0,0,0,0,0,3,6,19,23,101,104,208,0,0,0,106,118,230,0,0,3,37,25,61,0,0,0,36,27,60,3,9,9,77,66,141,0,0,0,81,73,153,0,12,11,54,54,105,0,0,0,59,64,123
SAL51051,0,18,7,27,0,0,0,5,3,3,0,0,0,5,3,3,3,4,10,73,82,158,0,3,4,78,90,171,0,0,0,13,6,23,0,0,0,14,6,27,3,3,6,49,57,106,0,3,4,50,61,115,5,0,8,34,36,69,0,0,0,39,37,74
SAL51052,0,15,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,86,0,0,0,40,44,88,0,0,0,4,4,7,0,0,0,4,4,7,0,0,0,33,35,72,0,0,0,33,37,72,0,0,0,7,5,15,0,0,0,7,5,15
SAL51053,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,48,0,0,0,21,24,48,0,4,0,0,0,4,0,0,0,0,5,3,0,0,0,18,19,43,0,0,0,18,24,43,0,4,4,0,4,9,0,0,0,7,10,11
SAL51054,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SAL51055,0,365,174,535,0,0,0,18,25,38,0,0,0,18,25,38,21,15,39,1216,1365,2580,8,9,19,1244,1393,2630,3,0,6,190,205,393,0,0,0,193,206,402,10,11,25,908,996,1904,4,6,14,923,1015,1937,7,3,16,441,521,961,0,0,3,449,531,974
SAL51056,5,174,83,257,4,0,4,9,8,17,0,0,0,7,8,22,19,9,27,490,473,970,5,0,4,508,484,1001,0,8,9,69,66,133,0,0,0,70,73,140,10,0,13,372,338,706,0,0,0,378,342,725,6,11,19,168,182,345,0,0,0,173,189,366
SAL51057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
SAL51058,0,13,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,44,0,0,0,24,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,45,0,0,0,24,17,45,0,0,0,5,4,6,0,0,0,5,4,6
SAL51059,0,15,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,53,38,91,3,0,3,61,39,96,0,7,6,10,6,21,0,0,0,12,13,25,0,0,0,25,17,39,3,0,3,24,19,48,0,0,5,30,22,58,0,0,0,29,24,63
SAL51060,0,30,6,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,87,73,154,0,0,0,92,68,159,0,0,0,8,12,16,0,0,0,8,12,16,0,0,0,60,49,107,0,0,0,61,49,108,0,0,3,36,23,64,0,0,0,39,26,67
SAL51061,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35,0,0,0,17,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,30,0,0,0,18,11,30,0,0,0,6,0,3,0,0,0,6,0,3
SAL51062,0,14,5,18,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,47,32,75,0,0,0,47,35,77,0,0,0,4,5,12,0,0,0,4,5,12,0,0,0,42,29,65,0,0,0,42,29,65,0,0,0,10,11,18,0,0,0,12,11,15
SAL51063,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,19,0,0,0,9,12,22,0,0,3,0,5,3,0,0,0,5,5,8,0,0,0,3,11,13,0,0,0,6,11,9,0,0,3,5,9,14,0,0,0,6,10,18
SAL51064,0,173,108,277,4,0,4,28,26,53,0,0,0,25,30,60,0,11,11,1106,1237,2351,8,9,13,1117,1254,2375,11,6,14,262,364,625,4,5,3,277,369,646,0,3,3,727,823,1556,3,8,14,739,832,1569,11,14,28,593,738,1333,4,0,9,606,756,1359
SAL51065,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,20,0,0,0,15,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14,0,0,0,6,3,16,0,0,4,4,0,9,0,0,0,8,4,10
SAL51066,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,6,5,11,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,5,7,0,0,0,4,5,7
SAL51067,0,42,15,63,0,0,0,0,5,10,0,0,0,0,9,6,0,9,9,115,106,221,0,0,6,120,114,231,0,0,3,28,48,74,0,0,0,33,44,76,0,0,0,81,68,152,0,0,6,83,71,152,5,11,9,60,74,139,0,0,0,66,81,147
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,0,163,98,264,0,0,0,10,8,23,0,0,0,10,8,23,9,0,11,801,915,1717,3,7,5,808,926,1736,0,0,0,125,149,278,0,0,0,125,153,279,5,4,7,459,519,977,3,0,4,471,521,987,0,3,3,402,498,905,0,3,3,407,502,908
SAL51070,0,57,27,79,0,0,0,0,4,4,0,0,0,0,4,6,6,6,11,165,165,329,4,0,3,173,173,343,0,4,4,35,31,64,0,0,0,35,35,63,5,3,3,138,136,269,0,0,0,141,141,278,0,5,5,57,51,110,0,0,3,55,58,112
SAL51071,0,26,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,52,46,97,0,0,0,52,48,102,0,0,0,3,3,7,0,0,0,3,0,10,0,0,0,32,32,68,0,0,0,39,32,68,3,6,6,19,17,31,0,0,0,22,20,39
SAL51072,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,0,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL51074,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,31,0,0,0,16,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,20,0,0,0,11,4,20,0,0,0,5,7,11,0,0,0,5,7,11
SAL51075,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,29,0,0,0,11,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,27,0,0,0,10,13,27,0,0,0,0,4,7,0,0,0,0,4,7
SAL51076,0,46,20,66,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,144,112,254,0,0,0,147,113,260,0,0,3,15,19,38,0,0,0,18,26,41,0,0,0,98,72,172,0,0,0,97,71,175,0,0,0,49,52,106,0,0,0,51,52,105
SAL51077,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,22,0,0,0,8,18,21,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,8,9,20,0,0,0,8,11,19,0,0,0,0,3,3,0,0,0,0,3,3
SAL51078,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,27,0,0,0,13,12,27,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,5,17,0,0,0,10,5,17,0,0,0,3,3,9,0,0,0,3,3,9
SAL51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51081,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,24,49,0,0,0,28,26,55,0,0,0,3,0,4,0,0,0,3,0,4,0,0,6,21,20,41,0,0,0,27,20,45,0,0,0,3,7,8,0,0,0,3,7,8
SAL51082,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,16,0,0,0,9,5,16,0,0,0,0,5,5,0,0,0,0,5,5
SAL51083,0,113,49,164,0,0,0,3,9,12,0,0,0,3,9,12,5,8,18,355,341,701,0,0,0,367,350,714,10,0,9,50,61,115,5,0,3,61,65,124,8,4,12,271,256,521,0,0,0,275,265,535,11,5,11,139,136,273,0,0,0,149,139,287
SAL51084,0,11,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,60,0,0,0,35,29,57,0,0,0,0,3,9,0,0,0,5,3,4,0,0,0,26,23,47,0,0,0,26,23,50,0,0,0,8,3,16,0,0,0,8,3,16
SAL51085,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,5,0,3,13,8,20,0,0,0,3,3,9,0,0,0,3,8,10,0,0,0,7,9,5,0,0,0,3,9,11,0,0,0,8,4,16,0,5,5,10,10,18
SAL51086,0,22,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,107,226,4,0,3,120,103,227,0,0,0,17,13,25,0,0,0,16,13,28,0,0,0,96,73,171,4,0,3,93,80,173,0,0,0,41,34,69,0,0,0,37,34,70
SAL51087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0
SAL51088,0,25,10,37,0,0,0,0,3,8,0,0,0,3,3,9,4,5,9,139,144,277,0,0,6,151,152,295,3,4,4,23,23,40,0,0,0,23,27,47,0,6,5,107,105,208,0,0,6,111,106,220,7,9,8,50,53,104,0,0,0,54,57,115
SAL51089,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,35,0,0,3,15,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,0,0,3,13,17,30,0,0,0,3,4,9,0,0,0,3,4,9
SAL51090,0,7,6,10,0,0,0,0,0,4,0,0,0,0,0,4,0,3,3,35,37,69,0,0,0,34,36,73,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,21,23,41,0,0,0,24,25,45,0,0,0,12,11,27,0,0,0,12,11,27
SAL51091,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,25,0,0,0,17,13,25,0,0,0,5,3,7,0,0,0,5,3,7,0,0,0,13,10,23,0,0,0,13,10,23,0,0,0,4,3,7,0,0,0,4,3,7
SAL51092,0,43,30,71,0,0,0,0,3,5,0,0,0,0,3,5,9,4,12,203,187,393,0,5,9,212,198,409,0,0,0,22,23,44,0,0,0,23,26,51,0,0,0,150,135,285,0,3,3,150,135,289,0,4,10,70,69,139,0,4,5,78,82,155
SAL51093,5,380,217,592,0,3,3,20,38,57,0,0,0,25,41,59,78,99,177,1277,1374,2648,8,21,28,1368,1484,2855,25,30,55,258,264,523,0,3,5,286,301,586,56,58,109,890,932,1815,10,9,18,951,998,1945,44,46,95,583,630,1214,4,10,10,630,686,1319
SAL51094,0,15,3,23,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,45,44,90,3,0,3,44,44,90,0,0,0,5,9,8,0,0,0,5,9,8,0,0,0,37,42,80,3,0,3,40,42,80,0,0,0,6,7,17,0,0,0,6,7,17
SAL51095,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,71,0,0,0,37,35,71,0,0,0,13,12,26,0,0,0,13,12,26,0,0,0,25,14,48,0,0,0,25,14,48,0,0,0,21,31,48,0,0,0,21,31,48
SAL51096,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,0,0,0,9,9,15,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,9,4,12,0,0,0,9,4,12
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,3,225,118,342,0,0,0,19,20,39,0,0,0,19,20,39,7,7,9,4139,4327,8466,10,14,23,4154,4343,8502,9,15,23,804,823,1626,0,0,0,810,838,1648,4,0,9,2695,2918,5615,13,10,22,2709,2932,5639,9,14,25,2064,2015,4078,3,3,5,2074,2036,4111
SAL51099,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,84,0,0,0,46,36,84,0,0,0,6,5,10,0,0,0,6,5,10,0,0,0,35,23,65,0,0,0,35,23,65,0,0,0,5,14,23,0,0,0,5,14,23
SAL51100,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,21,0,0,0,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,0,0,0,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0
SAL51101,0,13,8,18,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,46,41,86,0,4,4,46,48,84,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,35,23,61,0,4,4,35,27,65,0,0,0,6,16,28,0,0,0,6,19,28
SAL51102,0,31,9,43,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,107,95,201,9,4,9,108,100,206,4,0,4,17,9,27,0,0,0,25,10,32,0,0,0,71,61,132,0,0,0,73,59,134,0,0,3,48,35,87,6,4,10,55,42,93
SAL51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,4,0
SAL51104,0,7,7,17,0,0,0,0,0,5,0,0,0,0,0,5,0,3,3,45,34,79,0,0,0,45,37,83,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,29,24,57,0,0,0,32,24,55,0,3,0,17,8,27,0,0,0,17,13,26
SAL51105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SAL51106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51107,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,35,0,0,0,19,15,39,0,0,0,0,3,4,0,0,0,3,3,6,0,0,0,14,12,27,0,0,0,14,14,32,0,0,0,3,3,10,0,0,0,7,6,12
SAL51108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12,0,0,0,11,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12,0,0,0,11,9,16,0,0,0,0,0,0,0,0,0,0,0,0
SAL51109,0,11,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,54,119,0,0,0,64,61,123,0,0,3,6,7,10,0,0,0,7,8,21,0,0,0,46,35,80,0,0,0,47,35,80,5,5,6,21,20,45,0,0,0,27,23,49
SAL51110,0,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,50,104,0,0,0,56,50,104,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,40,40,78,0,0,0,40,40,78,0,0,0,16,14,27,0,0,0,16,14,27
SAL51111,0,998,309,1311,6,9,16,40,45,85,0,0,0,55,55,108,246,227,475,1855,1224,3084,16,15,31,2124,1467,3595,74,65,136,676,562,1238,0,0,0,749,628,1378,121,97,215,823,420,1249,13,8,16,959,525,1487,165,159,323,1508,1231,2738,4,3,10,1676,1392,3068
SAL51112,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,4,0,7,0,0,0,9,11,18,4,3,10,3,0,7,0,0,0,9,3,15,0,13,13,4,0,4,0,0,0,5,13,13,6,0,4,4,6,11,0,0,0,15,4,19
SAL51113,8,603,240,843,5,8,12,25,41,68,0,0,0,36,46,79,192,203,397,1480,1303,2783,13,10,19,1686,1517,3197,39,44,88,420,441,859,0,6,5,465,491,950,87,83,171,615,537,1155,8,7,13,706,629,1336,115,120,239,1118,1058,2171,5,0,7,1232,1186,2421
SAL51114,0,40,12,51,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,92,79,176,0,0,6,94,85,177,0,0,3,19,19,40,0,0,0,19,20,41,0,0,0,61,60,122,0,0,0,68,62,127,3,0,3,44,43,87,0,0,0,48,43,91
SAL51115,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,50,0,0,4,27,21,48,0,0,0,6,5,10,0,0,0,5,5,11,0,0,0,21,18,45,0,0,0,23,18,43,0,0,0,3,7,13,0,0,0,4,5,14
SAL51116,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0
SAL51117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,21,0,0,0,13,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,21,0,0,0,13,6,21,0,0,0,0,0,0,0,0,0,0,0,0
SAL51118,0,12,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,31,40,70,0,0,0,36,39,75,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,25,25,49,0,0,0,25,25,49,0,5,3,6,11,20,0,0,0,11,14,25
SAL51119,0,4,3,9,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,48,33,80,0,0,0,48,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,71,0,0,0,42,29,71,0,0,0,5,3,11,0,0,0,5,3,11
SAL51120,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,39,0,0,0,20,18,39,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,20,12,31,0,0,0,20,12,31,0,0,0,0,3,7,0,0,0,0,3,7
SAL51121,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,21,0,0,0,4,14,21,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,10,18,0,0,0,9,10,18,0,0,0,0,3,7,0,0,0,0,3,7
SAL51122,6,900,593,1494,0,4,5,60,89,149,0,0,0,70,90,155,59,100,159,4630,4849,9481,23,22,45,4719,4968,9687,18,28,43,957,996,1949,0,3,4,975,1029,2004,21,45,67,2418,2582,4998,10,6,18,2451,2635,5085,54,63,114,2801,2904,5705,8,13,22,2862,2976,5838
