SAL_CODE_2021,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
SAL51375,0,17,0,17,0,6,0,6,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,34,0,32,0,17,0,17,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,25,3,28,0,33,0,33,0,9,0,9,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,56,10,64
SAL51376,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,11,7,14
SAL51377,16,1207,6,1228,13,233,0,248,22,488,0,514,8,76,0,81,8,63,0,66,3,18,0,26,3,41,116,161,68,2137,121,2323,22,1285,3,1310,16,210,0,231,25,409,0,437,5,71,0,74,3,65,0,66,0,28,0,28,3,53,90,143,64,2124,97,2288,35,2497,3,2541,26,450,6,474,45,899,4,951,8,148,3,163,12,127,0,138,3,52,0,51,6,87,202,302,137,4261,220,4611
SAL51378,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,4,14,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,12,0,14,0,14,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,17,5,24
SAL51379,4,3,0,6,6,0,0,6,7,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,7,0,27,0,4,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,21,6,9,0,20,10,0,0,6,9,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,26,15,6,45
SAL51380,0,14,0,14,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,12,0,12,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,26,0,26,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34
SAL51381,29,3965,12,4009,3,256,0,263,3,524,3,530,0,74,0,74,0,43,0,47,0,19,0,19,4,80,236,322,44,4957,259,5253,15,4067,11,4099,8,315,0,321,8,579,0,582,5,77,0,81,0,49,0,52,0,15,0,15,3,90,236,322,37,5186,253,5472,51,8034,23,8104,11,571,6,587,12,1098,7,1114,5,143,0,154,0,93,4,97,0,32,0,32,10,169,475,649,83,10139,511,10728
SAL51382,0,26,0,26,0,7,0,7,0,21,0,19,0,0,0,0,0,7,0,7,0,3,0,3,0,3,10,10,0,72,10,80,0,27,0,27,0,3,0,3,0,11,0,7,0,0,0,0,0,8,0,8,0,3,0,3,0,0,6,6,0,45,6,57,0,56,0,56,0,11,0,11,4,26,0,29,0,0,0,0,0,11,0,11,0,8,0,8,0,3,17,15,4,115,17,137
SAL51383,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,5,0,20,5,23,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,17,7,20,0,23,0,23,0,3,0,3,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,0,35,4,42
SAL51384,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,11,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,5,17
SAL51385,0,26,0,26,0,3,0,3,0,4,0,4,0,7,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,43,3,52,0,27,0,27,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,38,5,45,0,58,0,58,0,3,0,11,0,9,0,9,0,7,0,7,0,0,0,0,0,0,0,0,0,0,9,9,0,83,9,93
SAL51386,0,7,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,14,0,18,0,4,0,4,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,6,0,6,0,0,0,0,0,16,0,16,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,30,0,29
SAL51387,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,9,0,9,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19
SAL51388,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,11,7,11
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,5,13
SAL51390,9,582,0,589,3,173,3,179,7,464,4,469,0,94,0,94,0,47,0,44,0,3,0,3,0,28,120,153,24,1380,130,1533,12,649,3,665,6,193,0,196,9,478,3,487,0,73,0,72,0,30,0,30,0,7,0,7,0,27,71,105,22,1449,83,1556,23,1233,7,1257,13,363,5,372,10,942,3,959,0,162,0,166,0,73,0,74,0,6,0,6,0,56,193,254,45,2830,215,3087
SAL51391,0,18,0,18,0,4,0,4,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,34,3,35,0,19,0,19,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,32,4,34,0,41,0,41,0,5,0,5,0,16,0,16,0,5,0,5,0,0,0,0,0,0,0,0,0,0,7,8,0,68,7,77
SAL51392,0,16,0,16,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,28,7,34,0,15,0,15,0,3,0,3,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,31,0,34,0,34,0,10,0,10,0,12,0,12,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,6,0,56,8,65
SAL51393,0,80,0,80,0,22,0,22,0,81,0,84,5,17,0,18,0,19,0,19,0,0,0,0,0,5,21,27,9,233,21,256,5,82,0,81,4,24,0,30,4,67,0,74,0,12,0,12,0,14,0,15,0,0,0,0,0,4,12,19,9,202,17,228,5,156,0,165,4,50,0,51,4,147,0,159,5,28,0,27,0,33,0,35,0,0,0,0,0,13,32,45,12,432,37,487
SAL51394,14,2910,5,2927,3,304,0,308,8,656,0,662,0,106,0,107,0,75,0,78,0,43,0,43,0,53,143,199,26,4145,152,4321,22,3277,4,3299,3,303,0,309,4,664,3,671,0,91,0,92,0,92,0,93,0,62,0,62,0,56,120,178,37,4548,130,4707,35,6183,8,6224,8,611,0,623,14,1316,5,1334,0,199,3,199,0,167,0,165,0,109,0,109,0,109,268,377,58,8691,284,9033
SAL51395,34,155,3,183,12,75,0,86,38,196,3,236,12,47,0,61,12,37,0,47,0,9,0,10,14,11,98,124,122,527,105,754,35,177,0,216,27,88,0,120,53,165,5,218,8,51,0,61,8,20,0,29,0,7,0,11,14,16,103,135,145,530,106,783,70,328,6,402,40,157,3,200,92,360,10,457,18,98,0,118,18,57,0,78,5,21,0,23,30,28,201,258,266,1055,215,1533
SAL51396,22,2135,3,2162,10,403,0,419,20,963,7,987,4,166,6,173,0,236,5,237,0,45,0,47,0,93,189,285,60,4043,212,4308,41,2446,4,2497,8,357,3,375,21,978,0,1007,6,190,4,198,0,281,0,282,0,58,0,58,0,134,120,253,87,4443,132,4663,64,4581,12,4655,27,766,5,790,44,1940,11,1994,8,353,9,372,0,516,6,520,0,104,0,104,5,223,309,536,147,8482,348,8973
SAL51397,12,503,0,523,10,119,6,131,19,336,0,360,3,59,0,61,10,55,0,65,0,9,0,7,0,44,45,90,52,1127,58,1235,18,653,5,680,9,161,0,169,18,398,0,424,7,85,0,88,0,62,0,67,0,9,0,13,0,70,54,125,57,1435,63,1561,34,1159,10,1197,13,280,6,294,40,738,3,780,8,140,0,153,8,122,0,128,0,20,0,20,3,111,102,217,112,2563,125,2794
SAL51398,0,13,0,6,0,3,0,3,0,11,0,10,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,26,0,28,0,15,0,15,0,8,0,8,0,15,0,15,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,44,0,24,0,28,0,10,0,8,0,28,0,25,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,67,0,71
SAL51399,0,31,0,31,3,12,0,19,0,42,0,42,0,9,0,9,0,3,0,3,0,0,0,0,0,5,7,17,3,103,7,114,0,36,0,38,0,14,0,14,0,26,0,30,0,6,0,6,0,6,0,6,0,0,0,0,0,0,8,8,3,87,8,100,0,66,0,70,3,26,0,31,0,67,0,64,0,11,0,11,0,6,0,6,0,0,0,0,0,5,23,23,3,185,23,215
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SAL51401,44,16,0,63,56,4,0,62,122,9,0,129,42,3,0,47,46,3,0,51,15,0,0,15,0,0,7,8,334,31,10,368,66,20,0,86,87,4,0,95,137,0,0,139,21,0,0,21,35,0,0,35,19,0,0,19,6,0,3,10,372,27,3,402,105,38,0,146,142,7,0,149,257,9,0,262,60,3,0,71,90,3,0,89,31,0,0,31,13,0,8,22,704,56,11,778
SAL51402,19,1433,0,1450,6,128,0,135,12,240,0,252,4,37,0,41,0,43,0,43,0,11,0,11,4,39,112,151,46,1922,112,2084,20,1400,0,1420,9,79,0,86,16,185,0,205,5,37,0,44,0,58,0,60,0,24,0,25,0,35,84,117,51,1816,86,1950,40,2833,3,2869,15,209,0,218,30,423,3,458,9,73,0,84,5,100,0,106,0,35,0,35,4,66,198,266,96,3744,201,4037
SAL51403,0,16,0,17,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,6,29,0,18,0,18,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,27,5,27,0,35,0,36,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,52,6,58
SAL51404,0,67,0,70,0,28,0,33,0,52,0,54,0,9,0,9,0,7,0,7,0,0,0,0,0,0,7,9,4,171,8,184,0,87,0,87,6,36,0,43,0,41,0,42,0,9,0,9,0,4,0,3,0,0,0,0,0,0,5,5,3,178,5,185,0,158,0,159,6,64,0,67,0,94,0,98,0,23,0,23,0,6,0,7,0,0,0,0,0,0,8,8,9,348,10,365
SAL51405,7,2519,7,2538,4,269,0,270,7,581,6,587,0,102,5,102,0,196,3,197,0,40,0,40,0,59,98,169,16,3762,117,3899,12,2649,0,2669,0,269,0,271,6,686,9,698,0,90,0,92,0,244,4,244,0,61,0,61,0,65,76,137,20,4069,89,4176,19,5171,11,5201,6,534,0,542,8,1270,7,1286,5,197,3,199,0,438,3,439,0,98,0,98,6,127,173,305,41,7829,204,8076
SAL51406,0,37,0,37,0,3,0,3,0,17,0,13,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,4,0,57,6,64,0,46,0,44,0,4,0,4,0,13,0,13,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,61,9,67,0,79,0,77,0,9,0,7,0,25,0,28,0,3,0,3,0,3,0,3,0,0,0,0,0,3,7,5,0,120,5,131
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,4,460,0,468,0,118,0,112,0,259,0,260,0,45,0,47,0,17,0,17,0,3,0,3,0,11,52,60,9,918,50,976,7,565,3,571,0,106,0,106,9,210,0,211,0,26,0,28,0,13,0,13,0,0,0,0,0,8,29,36,9,927,34,971,9,1030,5,1040,0,218,0,223,4,464,0,474,0,69,0,73,0,32,0,32,0,8,0,8,0,17,79,99,17,1845,86,1946
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SAL51410,7,154,0,161,0,64,0,59,0,157,0,164,0,28,0,28,0,15,0,15,0,0,0,0,0,4,25,30,10,418,25,453,10,195,0,212,0,73,0,74,4,110,0,111,5,12,0,16,0,11,0,13,0,0,0,0,0,4,17,21,16,402,17,441,24,354,0,372,0,133,0,138,3,269,0,270,5,36,0,34,0,19,0,27,0,0,0,0,0,10,42,54,35,824,43,897
SAL51411,0,140,0,140,0,32,0,32,0,95,0,99,0,17,0,17,0,5,0,5,0,0,0,0,0,0,11,16,0,288,11,308,3,175,0,182,0,30,0,31,0,64,0,65,0,5,0,5,0,0,0,0,0,0,0,0,0,0,9,8,7,285,9,296,3,322,0,324,0,62,0,63,7,160,0,161,0,24,0,24,0,3,0,3,0,0,0,0,0,0,18,19,10,577,18,601
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL51413,20,452,3,479,11,130,0,140,29,313,3,341,7,42,0,45,4,29,0,34,0,6,0,6,0,34,61,93,69,1003,66,1139,36,504,0,546,13,144,0,157,31,320,3,351,0,50,0,52,3,32,0,35,0,9,0,11,4,26,52,81,92,1082,61,1229,54,965,5,1020,25,275,0,296,55,628,8,693,8,92,0,105,9,61,0,71,0,14,0,18,4,56,111,171,156,2080,128,2368
SAL51414,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,3,0,0,0,0,11,0,0,11,3,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,5,11,5,3,0,6,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,5,0,0,5,5,16,3,5,25
SAL51415,18,0,0,25,14,6,0,19,26,4,0,35,8,0,0,8,10,0,0,10,3,0,0,3,15,0,3,23,99,12,3,110,24,15,0,36,21,0,0,17,32,0,0,31,6,0,0,8,4,0,0,4,0,0,0,0,9,0,0,11,99,18,5,120,38,18,0,61,32,0,0,34,55,4,0,65,18,0,0,19,18,0,0,18,0,0,0,0,29,0,7,37,197,30,6,230
SAL51416,17,3138,9,3169,4,140,0,149,3,243,3,252,0,51,0,51,5,33,0,31,0,11,0,5,0,60,224,283,28,3665,243,3936,23,3459,6,3491,0,156,0,160,5,328,0,336,0,46,0,49,0,43,0,48,0,8,0,8,0,75,191,266,29,4124,204,4350,41,6595,23,6659,6,299,0,303,9,571,3,585,0,96,0,97,5,76,5,80,0,15,0,19,0,141,412,548,62,7788,442,8289
SAL51417,19,2635,3,2657,5,351,3,363,14,623,0,642,4,100,0,107,0,68,0,70,4,8,0,10,4,75,132,207,52,3873,140,4065,29,2977,7,3016,12,361,0,366,11,558,0,581,5,99,0,103,0,84,0,82,0,20,0,20,3,78,97,178,56,4175,110,4350,47,5617,14,5678,15,716,3,730,26,1187,3,1217,13,197,0,209,0,153,0,159,4,28,0,34,3,157,229,391,112,8053,253,8415
SAL51418,0,21,0,21,0,0,0,0,0,10,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,29,3,34,0,21,0,21,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,36,3,39,0,41,0,41,0,5,0,5,0,13,0,13,0,5,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,66,6,73
SAL51419,13,219,0,228,7,72,0,80,12,138,0,153,5,22,0,25,0,26,0,26,0,4,0,4,5,5,51,60,37,484,53,573,20,292,0,316,4,65,0,65,14,121,3,143,0,23,0,27,0,10,0,10,0,0,0,0,0,11,44,52,45,524,43,615,39,509,0,545,11,133,0,142,25,264,3,292,4,47,0,52,0,36,0,35,0,3,0,3,5,14,97,115,83,1010,100,1186
SAL51420,50,1318,8,1368,13,291,4,307,43,818,9,866,15,159,3,173,7,134,0,144,0,10,0,10,0,52,173,225,126,2792,194,3107,61,1455,7,1523,18,351,3,368,31,850,4,879,4,146,4,152,4,130,0,132,0,22,0,22,3,68,135,208,120,3013,157,3289,109,2771,17,2893,33,642,3,681,68,1669,10,1749,18,308,7,328,15,266,0,278,0,33,0,30,3,120,314,438,246,5801,348,6394
SAL51421,4,1363,10,1380,0,51,0,51,0,79,0,79,0,8,0,8,0,11,0,11,0,0,0,0,0,17,51,71,6,1537,61,1602,4,1443,3,1449,0,58,0,54,3,109,0,114,0,14,0,14,0,7,0,7,0,3,0,3,0,13,55,71,5,1649,58,1717,7,2810,9,2827,0,108,0,107,3,190,0,191,0,23,0,23,0,19,0,19,0,4,0,4,0,31,104,139,16,3184,118,3316
SAL51422,0,24,0,26,0,6,0,6,0,15,0,15,0,4,0,4,0,0,0,0,0,0,0,0,0,0,9,9,0,45,10,52,0,25,0,27,0,10,0,10,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,40,4,45,0,55,5,50,0,11,0,11,0,20,0,20,0,5,0,5,0,0,0,0,0,0,0,0,0,0,13,13,0,87,15,101
SAL51423,0,16,0,23,0,0,0,0,3,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,0,41,8,56,0,10,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,21,3,18,0,30,0,28,0,0,0,0,3,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,0,62,12,77
SAL51424,0,30,0,30,0,3,0,3,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,45,9,52,0,24,0,24,0,3,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,36,4,42,0,54,0,54,0,9,0,9,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,19,3,82,10,96
SAL51425,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,13,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,14,0,7,0,7,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,10,9,24
SAL51426,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,4,11,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,13,0,13,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,21,3,23
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,17,0,20,7,5,0,10,12,34,0,42,4,4,0,7,0,8,0,11,3,0,0,3,7,3,8,20,35,71,12,113,8,23,0,29,0,9,0,9,5,22,0,32,7,3,0,11,0,5,0,9,0,0,0,0,8,0,5,17,36,59,5,101,6,45,0,51,9,17,0,22,17,50,0,71,13,9,0,17,5,10,0,15,6,0,0,6,14,6,13,34,73,128,20,216
SAL51431,0,9,0,9,0,0,0,0,3,16,0,24,0,6,0,4,0,7,0,7,0,0,0,0,0,0,9,12,4,42,10,55,3,11,0,14,4,5,0,6,4,8,0,15,0,4,0,4,3,3,0,10,0,0,0,0,0,5,4,12,11,30,4,50,3,19,0,26,3,5,0,6,10,24,0,37,0,4,0,9,3,11,0,14,0,0,0,0,0,5,11,16,14,77,15,105
SAL51432,0,0,0,0,0,5,0,5,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,4,0,4,0,5,0,5,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
SAL51433,16,16,0,31,35,0,0,40,47,0,0,47,19,0,0,19,21,0,0,21,3,0,0,3,8,0,8,13,156,16,8,183,29,14,0,43,28,5,0,39,55,0,0,55,12,0,0,12,16,0,0,16,4,0,0,4,10,0,7,10,152,23,7,179,42,34,0,80,73,7,0,74,100,0,0,100,27,0,0,27,42,0,0,42,10,0,0,10,14,3,10,25,307,40,10,361
SAL51434,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,4,17
SAL51435,7,1963,5,1977,9,335,0,345,11,679,4,695,0,99,0,100,0,42,0,38,0,8,0,8,0,43,137,173,23,3175,142,3336,7,2316,3,2324,3,310,0,313,9,571,0,576,3,70,0,73,4,52,0,55,0,12,0,12,0,38,75,116,19,3373,77,3478,16,4277,7,4304,7,645,0,657,15,1250,3,1267,0,170,0,176,4,95,0,97,0,22,0,22,0,81,209,291,48,6544,219,6819
