LGA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
LGA54280,..,19,494,961,900,851,433,147,22,3824,..,221,629,358,259,179,49,10,0,1714,..,3,31,64,88,43,27,8,0,265,2986,..,..,..,..,..,..,..,..,2986,..,394,..,..,..,..,..,..,..,394,..,557,174,63,48,15,0,0,0,862,..,104,69,47,29,43,27,13,0,339,..,56,53,26,20,12,8,4,0,174,..,130,181,80,68,43,14,7,4,529,..,104,283,273,297,347,231,88,10,1634,41,59,76,56,24,39,27,12,3,336,0,0,3,0,0,9,0,0,0,21,3019,1648,1995,1934,1745,1583,820,288,43,13074,..,27,718,1079,895,764,335,97,14,3927,..,348,685,346,282,125,34,9,0,1827,..,46,180,228,161,95,41,29,12,793,2791,..,..,..,..,..,..,..,..,2791,..,366,..,..,..,..,..,..,..,366,..,358,101,30,20,15,6,0,0,516,..,70,29,15,35,46,48,26,14,280
LGA54310,..,6,410,1003,734,425,123,27,0,2733,..,123,503,355,214,108,24,6,0,1331,..,3,20,41,47,31,4,0,0,147,2470,..,..,..,..,..,..,..,..,2470,..,323,..,..,..,..,..,..,..,323,..,301,85,25,10,3,0,0,0,421,..,57,32,17,13,27,16,5,0,170,..,37,34,20,12,8,0,0,0,110,..,38,99,59,49,19,17,4,0,294,..,69,208,183,172,160,58,9,3,864,21,45,35,28,32,55,85,29,5,328,0,4,0,0,0,0,3,0,0,19,2498,1014,1432,1721,1280,834,334,85,6,9202,..,11,632,1032,693,322,75,16,0,2788,..,195,542,315,210,83,24,0,0,1361,..,12,81,119,87,26,11,3,0,347,2261,..,..,..,..,..,..,..,..,2261,..,276,..,..,..,..,..,..,..,276,..,171,36,15,3,0,0,0,0,233,..,52,26,10,22,31,26,9,0,171
LGA54340,..,6,61,100,107,150,129,69,14,640,..,28,60,31,24,20,10,4,0,169,..,0,0,0,3,8,6,4,4,32,358,..,..,..,..,..,..,..,..,358,..,58,..,..,..,..,..,..,..,58,..,71,27,20,9,0,0,0,0,136,..,17,20,3,3,3,0,4,3,54,..,8,5,4,0,0,0,0,0,18,..,11,41,18,10,17,7,0,0,99,..,20,33,28,46,43,31,19,11,221,6,4,17,3,4,0,3,0,0,45,0,0,4,0,0,0,0,0,0,6,363,228,260,211,221,247,183,97,31,1843,..,13,78,116,122,144,125,47,10,652,..,46,52,24,20,18,4,3,0,168,..,14,30,25,29,8,8,5,3,124,328,..,..,..,..,..,..,..,..,328,..,55,..,..,..,..,..,..,..,55,..,47,15,7,8,0,0,0,0,77,..,21,6,3,5,6,12,0,6,60
LGA54410,..,0,12,18,24,46,41,27,5,175,..,7,9,12,10,16,4,4,0,56,..,0,0,4,3,0,4,0,0,10,75,..,..,..,..,..,..,..,..,75,..,7,..,..,..,..,..,..,..,7,..,20,7,3,11,0,0,0,0,39,..,3,0,0,0,3,0,0,0,9,..,0,0,5,0,0,0,0,0,3,..,0,4,0,0,3,6,0,0,19,..,4,4,12,12,12,22,12,4,73,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,77,39,50,51,61,82,73,39,9,477,..,0,19,24,30,44,32,17,3,177,..,3,12,9,14,12,0,0,0,57,..,0,0,6,12,5,3,0,0,32,60,..,..,..,..,..,..,..,..,60,..,16,..,..,..,..,..,..,..,16,..,12,0,3,0,0,0,0,0,17,..,4,0,0,5,0,0,0,3,16
LGA54480,..,0,10,27,20,17,10,6,0,88,..,5,8,4,8,5,0,0,0,25,..,0,0,0,0,0,0,0,0,0,50,..,..,..,..,..,..,..,..,50,..,8,..,..,..,..,..,..,..,8,..,6,6,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,8,4,4,14,4,4,4,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,21,21,37,39,26,14,8,0,226,..,0,13,29,18,10,9,5,0,86,..,0,8,6,7,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,50,..,..,..,..,..,..,..,..,50,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
LGA54550,..,0,18,71,56,82,65,38,12,337,..,9,18,15,17,20,5,0,0,84,..,0,0,4,4,0,0,3,0,11,177,..,..,..,..,..,..,..,..,177,..,6,..,..,..,..,..,..,..,6,..,27,12,7,9,0,0,0,0,51,..,4,0,0,0,3,0,0,0,11,..,0,0,3,0,4,0,0,0,11,..,5,6,3,0,4,0,0,0,23,..,8,10,15,19,40,29,9,3,134,3,4,3,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,182,63,76,124,98,153,95,56,16,860,..,0,26,76,62,82,59,28,3,337,..,11,27,15,18,12,0,0,0,84,..,6,3,11,11,4,4,0,0,38,161,..,..,..,..,..,..,..,..,161,..,9,..,..,..,..,..,..,..,9,..,7,9,0,0,0,0,0,0,21,..,5,0,0,0,0,0,0,0,9
LGA54620,..,0,10,24,33,26,29,12,8,140,..,4,3,6,9,3,0,0,0,27,..,0,0,0,5,4,0,0,0,9,68,..,..,..,..,..,..,..,..,68,..,4,..,..,..,..,..,..,..,4,..,10,0,4,0,0,0,0,0,16,..,6,3,0,0,0,7,0,0,12,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,7,..,9,0,4,7,15,13,4,3,64,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,66,34,25,37,55,47,48,17,12,346,..,0,14,23,30,33,27,13,4,143,..,6,4,11,7,0,0,0,0,28,..,0,4,4,4,0,0,0,0,14,53,..,..,..,..,..,..,..,..,53,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,5,0,0,0
LGA54690,..,0,4,18,14,12,18,6,3,72,..,0,0,0,3,3,4,0,0,15,..,0,0,0,0,0,0,0,0,6,34,..,..,..,..,..,..,..,..,34,..,0,..,..,..,..,..,..,..,0,..,4,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,5,..,3,3,4,12,13,7,3,0,36,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,34,13,10,21,28,25,35,15,0,184,..,0,5,14,10,18,16,5,0,72,..,3,4,0,0,3,0,0,0,15,..,0,0,0,0,0,3,0,0,5,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
LGA54760,..,0,6,31,31,33,26,14,0,143,..,0,10,5,14,0,0,0,0,33,..,0,0,0,0,0,0,0,0,0,60,..,..,..,..,..,..,..,..,60,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,8,3,5,7,11,12,5,0,50,4,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,62,15,26,50,56,50,35,26,5,329,..,0,21,25,28,34,28,12,0,146,..,6,7,10,9,0,0,0,0,35,..,0,0,0,3,3,0,0,0,7,76,..,..,..,..,..,..,..,..,76,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4
LGA54830,..,26,972,1950,1448,998,734,369,77,6580,..,243,779,493,315,172,74,10,3,2090,..,5,45,89,136,78,40,20,10,422,5094,..,..,..,..,..,..,..,..,5094,..,928,..,..,..,..,..,..,..,928,..,923,431,158,90,36,6,0,0,1645,..,158,150,48,48,53,41,26,13,541,..,88,112,67,29,27,7,0,0,331,..,122,201,104,99,74,49,12,3,660,..,88,337,362,344,348,223,121,45,1870,49,67,68,47,37,33,22,8,0,332,0,0,3,5,3,3,5,3,0,32,5144,2652,3115,3333,2542,1822,1203,571,145,20518,..,58,1496,2124,1425,988,663,249,32,7044,..,363,894,499,302,140,52,6,0,2264,..,87,395,510,430,251,111,53,32,1863,4748,..,..,..,..,..,..,..,..,4748,..,908,..,..,..,..,..,..,..,908,..,632,291,64,53,21,5,0,0,1064,..,142,87,29,48,113,118,53,17,612
LGA54900,..,0,30,43,52,60,43,18,0,248,..,8,15,11,13,11,0,0,0,54,..,0,0,0,0,0,0,0,0,8,125,..,..,..,..,..,..,..,..,125,..,6,..,..,..,..,..,..,..,6,..,12,11,0,3,0,0,0,0,30,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,5,0,0,6,0,0,0,10,..,13,15,10,18,23,21,10,0,92,3,4,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,127,49,69,74,90,95,62,27,0,590,..,4,33,58,45,55,30,17,0,235,..,6,20,14,8,8,0,0,0,52,..,0,0,7,0,0,0,0,0,14,100,..,..,..,..,..,..,..,..,100,..,4,..,..,..,..,..,..,..,4,..,4,4,0,0,0,0,0,0,11,..,3,0,0,4,0,0,0,0,6
LGA54970,..,5,12,5,4,14,5,3,0,47,..,0,8,14,4,10,0,0,0,38,..,3,0,0,0,5,0,0,0,6,60,..,..,..,..,..,..,..,..,60,..,3,..,..,..,..,..,..,..,3,..,11,3,0,0,0,0,0,0,15,..,7,0,3,0,5,0,0,0,17,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,7,4,5,10,6,0,0,37,4,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,60,34,33,25,23,40,19,7,0,239,..,4,9,6,3,17,0,0,0,45,..,3,13,7,13,9,0,0,0,41,..,0,7,4,3,3,0,0,0,22,48,..,..,..,..,..,..,..,..,48,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,10,..,8,4,6,7,5,3,0,0,36
LGA55040,..,0,16,24,25,21,19,4,0,112,..,7,17,8,9,8,0,0,0,53,..,0,0,0,6,0,0,0,0,6,97,..,..,..,..,..,..,..,..,97,..,4,..,..,..,..,..,..,..,4,..,8,3,5,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,6,..,5,3,0,0,0,0,0,0,8,..,3,10,4,10,12,7,4,0,52,5,3,0,3,3,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,101,34,57,46,60,49,27,9,3,382,..,0,20,24,24,21,12,6,0,115,..,9,21,10,8,7,0,0,0,58,..,0,4,7,6,4,0,0,0,24,101,..,..,..,..,..,..,..,..,101,..,4,..,..,..,..,..,..,..,4,..,4,3,5,0,0,0,0,0,10,..,8,4,0,0,5,0,0,0,21
LGA55110,..,31,953,2014,2501,2967,3487,2414,546,14927,..,360,1042,717,587,494,347,141,26,3709,..,8,62,182,236,170,73,42,26,810,7412,..,..,..,..,..,..,..,..,7412,..,1637,..,..,..,..,..,..,..,1637,..,1609,670,322,191,77,20,0,0,2887,..,227,136,81,69,75,66,36,22,701,..,106,122,56,51,33,17,3,3,389,..,139,229,101,135,131,130,51,12,928,..,130,425,431,580,792,987,634,284,4265,104,137,128,99,108,78,59,37,5,757,5,5,4,6,9,7,4,0,0,35,7518,4404,3772,4016,4463,4829,5191,3359,919,38461,..,79,1543,2651,2916,3312,3465,1847,276,16092,..,552,1288,798,635,496,288,98,15,4170,..,135,683,905,907,443,196,125,95,3494,7372,..,..,..,..,..,..,..,..,7372,..,1803,..,..,..,..,..,..,..,1803,..,1061,367,109,88,76,26,0,0,1734,..,210,71,46,82,171,165,112,75,920
LGA55180,..,0,92,202,261,362,318,172,42,1455,..,43,117,72,80,81,38,12,0,447,..,0,3,9,20,15,8,3,0,56,699,..,..,..,..,..,..,..,..,699,..,120,..,..,..,..,..,..,..,120,..,165,47,24,22,9,0,0,0,267,..,24,13,4,6,22,7,0,6,80,..,10,12,3,8,3,3,0,0,35,..,19,27,8,19,11,13,0,3,101,..,25,62,51,94,128,131,79,22,586,13,17,14,15,15,16,8,0,6,108,0,4,5,0,0,0,0,0,0,10,712,432,383,384,516,647,521,279,72,3957,..,12,124,247,313,384,286,129,11,1508,..,65,130,76,82,82,28,6,0,465,..,10,38,73,57,33,18,12,9,245,652,..,..,..,..,..,..,..,..,652,..,133,..,..,..,..,..,..,..,133,..,87,29,12,4,11,4,0,0,147,..,17,5,0,0,9,8,8,3,59
LGA55250,..,0,11,12,8,19,10,8,0,60,..,10,22,7,4,9,3,3,0,63,..,0,0,0,6,0,0,0,0,8,75,..,..,..,..,..,..,..,..,75,..,0,..,..,..,..,..,..,..,0,..,12,5,6,0,0,0,0,0,26,..,10,9,4,0,6,3,0,0,28,..,0,3,0,0,0,0,0,0,4,..,0,0,0,5,0,0,0,0,8,..,0,8,5,17,22,16,6,0,71,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,82,41,58,36,41,54,35,11,0,361,..,0,9,15,18,5,5,0,0,56,..,8,20,11,3,9,3,0,0,62,..,5,11,11,0,7,0,5,0,35,69,..,..,..,..,..,..,..,..,69,..,9,..,..,..,..,..,..,..,9,..,16,0,0,0,0,0,0,0,14,..,15,0,0,4,5,0,0,0,31
LGA55320,..,16,1227,3995,4388,4037,3933,2170,623,20387,..,162,1124,645,486,412,211,80,17,3141,..,10,20,128,248,179,72,42,39,747,8799,..,..,..,..,..,..,..,..,8799,..,3212,..,..,..,..,..,..,..,3212,..,1696,1163,359,192,112,34,0,0,3559,..,233,196,44,43,62,52,41,26,696,..,116,169,51,38,26,15,4,0,414,..,354,567,146,107,80,79,23,7,1356,..,115,393,401,500,615,626,457,288,3399,74,111,118,104,80,85,57,35,7,675,13,0,15,23,13,20,20,3,0,118,8890,6031,4999,5890,6103,5618,5096,2860,1015,46502,..,36,1839,4709,4701,4236,3685,1567,311,21075,..,274,1254,690,499,379,169,48,7,3317,..,11,160,641,985,595,231,146,155,2920,8458,..,..,..,..,..,..,..,..,8458,..,3254,..,..,..,..,..,..,..,3254,..,1221,786,208,125,88,34,0,0,2456,..,272,146,47,55,139,194,147,111,1113
LGA55390,..,0,0,0,6,4,0,0,0,8,..,0,3,5,0,0,3,0,0,19,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,6,0,0,4,4,0,20,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,8,3,15,14,14,9,6,0,78,..,0,0,3,5,5,0,0,0,10,..,0,0,3,8,6,0,0,0,21,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
LGA55460,..,0,59,68,94,111,98,41,11,485,..,26,37,31,27,14,8,0,0,136,..,0,3,4,3,5,0,0,3,26,251,..,..,..,..,..,..,..,..,251,..,27,..,..,..,..,..,..,..,27,..,50,31,9,7,0,0,0,0,90,..,0,0,4,3,0,0,3,0,12,..,3,0,4,0,0,0,0,0,5,..,10,10,3,3,8,3,0,0,39,..,22,20,28,32,43,48,13,10,211,4,3,4,9,3,0,7,0,0,37,0,0,0,0,0,0,0,0,0,0,257,141,162,151,174,189,166,61,27,1325,..,4,59,91,92,121,94,29,3,496,..,29,40,34,18,6,5,0,0,138,..,0,15,21,25,15,6,4,0,82,258,..,..,..,..,..,..,..,..,258,..,32,..,..,..,..,..,..,..,32,..,19,8,5,0,0,0,0,0,45,..,11,4,0,5,5,4,0,0,29
LGA55530,..,0,7,11,15,15,10,10,0,70,..,0,7,0,3,0,4,0,0,26,..,0,0,0,0,0,0,0,0,6,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,13,9,3,0,32,3,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,16,14,17,25,33,25,12,3,187,..,0,9,14,16,15,9,8,0,70,..,0,3,7,8,0,0,0,0,22,..,0,0,0,0,0,0,0,0,5,38,..,..,..,..,..,..,..,..,38,..,5,..,..,..,..,..,..,..,5,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
LGA55600,..,0,17,42,74,90,81,36,4,346,..,12,26,25,21,9,7,0,0,95,..,0,3,4,5,4,0,0,0,18,179,..,..,..,..,..,..,..,..,179,..,12,..,..,..,..,..,..,..,12,..,26,19,5,5,0,0,0,0,54,..,10,0,0,0,0,0,4,0,20,..,0,4,0,0,0,0,0,0,8,..,4,5,0,0,0,0,0,0,22,..,12,22,13,27,32,23,24,6,149,5,4,4,9,0,8,6,3,0,32,0,0,0,0,0,0,0,0,0,0,184,86,96,96,132,150,113,59,15,947,..,0,25,59,85,90,62,26,5,351,..,17,30,22,21,11,3,0,0,100,..,3,16,16,13,4,6,0,0,64,176,..,..,..,..,..,..,..,..,176,..,25,..,..,..,..,..,..,..,25,..,22,5,0,0,0,0,0,0,26,..,6,4,6,6,0,7,0,0,31
LGA55670,..,0,6,10,18,17,17,5,3,87,..,4,6,8,0,5,4,5,0,33,..,0,0,0,0,0,0,0,0,0,56,..,..,..,..,..,..,..,..,56,..,4,..,..,..,..,..,..,..,4,..,6,5,0,5,0,0,0,0,16,..,4,4,0,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,6,..,3,0,3,15,10,6,0,4,38,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,56,25,29,25,37,29,40,13,11,264,..,0,17,15,12,20,20,9,3,92,..,7,7,12,4,0,3,0,0,36,..,0,3,7,4,7,0,0,0,12,47,..,..,..,..,..,..,..,..,47,..,9,..,..,..,..,..,..,..,9,..,7,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
LGA55740,..,0,89,301,419,307,264,150,34,1573,..,21,103,62,60,34,30,11,0,328,..,0,0,8,15,15,6,4,0,50,687,..,..,..,..,..,..,..,..,687,..,285,..,..,..,..,..,..,..,285,..,89,64,17,11,5,4,0,0,187,..,14,16,3,4,5,5,0,3,42,..,4,14,5,0,0,0,0,0,22,..,30,51,16,15,11,11,4,0,138,..,31,77,85,63,102,103,51,24,527,14,12,11,14,6,6,4,5,0,73,0,0,0,0,6,5,0,3,0,15,708,483,426,503,597,497,428,235,65,3934,..,7,122,361,452,302,244,106,21,1618,..,27,126,60,49,41,26,10,0,336,..,0,17,40,91,43,5,8,10,213,733,..,..,..,..,..,..,..,..,733,..,378,..,..,..,..,..,..,..,378,..,77,47,3,3,3,4,0,0,143,..,11,10,0,3,3,11,10,5,60
LGA55810,..,0,0,4,8,7,4,8,0,32,..,0,0,3,3,8,3,0,0,21,..,0,0,0,0,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,5,0,0,0,10,..,0,0,0,4,6,5,0,0,25,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,25,3,13,13,19,22,26,13,0,134,..,0,0,13,3,12,3,3,0,36,..,0,4,7,6,5,0,0,0,23,..,0,3,7,0,3,0,0,0,13,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3
LGA55880,..,0,6,9,19,29,9,7,5,82,..,0,6,6,3,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,9,4,8,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,4,3,15,8,6,0,4,47,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,7,24,32,38,38,26,9,4,200,..,0,6,12,15,23,8,6,0,78,..,0,6,7,7,4,0,0,0,21,..,0,0,3,0,0,3,0,0,8,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,3,5,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
LGA55950,..,0,9,16,21,22,28,16,3,121,..,0,6,0,4,4,0,0,0,10,..,0,0,5,3,0,0,0,0,8,53,..,..,..,..,..,..,..,..,53,..,8,..,..,..,..,..,..,..,8,..,4,3,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,..,4,3,4,3,7,3,0,0,36,0,0,3,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,58,22,28,31,31,39,32,14,5,263,..,0,11,21,29,26,19,11,0,128,..,0,9,3,0,3,0,0,0,12,..,0,0,0,0,5,0,0,0,11,44,..,..,..,..,..,..,..,..,44,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3
