LGA_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
LGA53570,6,0,9,15,4,23,7,41,3,98,12,0,31,14,10,12,12,57,0,153,51,21,55,25,44,16,33,208,7,450,88,51,61,25,50,17,46,73,10,421,115,51,80,38,52,23,64,92,19,528,115,53,66,24,57,24,69,92,9,503,48,30,14,5,12,12,13,27,13,175,21,4,4,0,3,0,0,3,3,45,0,0,0,0,0,0,0,0,0,5,460,209,324,145,233,115,253,589,61,2387
LGA53640,0,0,0,0,4,0,4,5,0,17,0,0,9,4,5,0,8,8,0,40,39,16,18,11,15,10,11,23,8,137,37,14,20,4,10,3,7,22,0,112,55,9,9,3,6,8,5,14,0,115,44,7,21,0,6,7,10,14,3,107,31,0,5,0,4,0,14,15,0,70,5,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,206,44,88,25,48,24,63,99,12,609
LGA53710,0,0,3,0,0,0,3,4,0,16,0,3,6,0,0,3,0,5,0,27,6,7,11,3,9,0,4,7,0,49,34,10,14,6,11,4,6,14,0,87,28,11,9,3,11,0,14,10,0,87,29,6,10,16,10,4,14,8,3,99,20,5,3,0,3,0,5,5,0,46,5,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,4,128,43,57,32,47,17,45,47,8,428
LGA53780,43,69,342,445,117,1117,213,773,63,3181,189,581,989,998,568,911,505,849,139,5726,807,2327,2155,1602,1431,847,1271,1315,258,12009,1441,3195,2491,1733,1860,702,1409,1269,247,14342,1285,1977,2034,1381,1716,643,1205,1340,207,11785,798,1153,1198,881,1293,504,1095,948,148,8022,184,314,290,193,367,148,263,306,35,2107,18,32,13,14,23,12,13,25,13,166,0,0,0,0,0,0,0,0,4,10,4767,9639,9520,7250,7375,4891,5982,6819,1098,57349
LGA53800,14,19,221,233,43,423,51,300,18,1318,55,127,338,261,126,197,77,206,16,1410,241,649,682,443,349,229,231,357,48,3228,430,743,577,442,429,233,250,330,37,3471,498,787,513,511,482,266,390,365,76,3884,411,512,441,411,455,216,408,330,46,3224,162,152,106,94,132,52,107,107,16,932,47,19,13,3,5,9,9,11,8,119,4,0,0,0,0,0,0,0,7,14,1872,3018,2884,2399,2031,1627,1506,1997,268,17603
LGA53920,0,0,0,6,0,4,0,9,0,30,9,21,7,25,7,5,4,18,5,98,28,90,31,62,22,14,18,20,19,307,31,68,40,48,20,8,19,25,9,268,45,66,32,36,16,8,23,20,10,261,54,58,21,43,31,6,27,16,5,263,15,28,8,6,6,0,8,8,3,82,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,185,338,139,232,103,46,104,117,53,1311
LGA53990,14,9,148,140,33,293,48,253,15,960,32,63,246,120,89,88,91,174,16,922,157,347,573,218,235,129,243,463,40,2400,291,476,575,315,332,170,334,385,58,2942,346,429,536,348,397,169,347,280,53,2909,259,368,364,242,283,134,296,253,25,2229,111,97,79,44,71,24,72,76,21,584,36,3,0,0,8,4,4,11,5,67,5,0,0,0,0,0,0,0,0,11,1254,1785,2525,1436,1441,1013,1438,1889,236,13015
LGA54060,0,0,9,24,0,26,0,23,6,91,4,9,24,15,4,8,9,12,4,89,16,29,34,19,8,21,14,20,5,164,45,45,58,25,32,9,20,41,0,283,69,40,57,34,42,20,32,44,9,362,61,47,67,24,39,24,49,47,13,366,44,17,14,8,17,13,19,12,5,142,13,4,4,0,4,0,0,5,10,38,0,0,0,0,0,0,0,0,0,0,256,197,271,149,150,123,138,207,45,1529
LGA54130,0,0,5,0,0,0,0,3,0,12,8,5,5,4,0,3,3,7,0,45,32,18,10,7,4,5,13,14,0,98,67,15,16,4,11,5,9,10,4,137,56,9,13,5,3,0,6,12,0,116,46,12,11,7,10,3,17,25,0,129,31,9,6,4,11,0,0,3,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,236,57,72,32,46,20,45,83,8,594
LGA54170,49,103,576,1183,233,1815,204,1208,35,5404,256,1032,1167,1460,786,1243,297,769,95,7108,1253,3929,2540,1440,1579,779,548,732,245,13041,2970,5657,2719,1585,2381,702,579,707,248,17548,3531,5249,2536,1899,2963,963,687,834,280,18943,2451,3674,2064,1521,2741,920,731,899,192,15185,597,962,556,338,804,312,243,325,51,4190,36,89,39,14,54,30,18,50,18,349,3,8,5,0,6,3,0,4,0,22,11155,20699,12199,9455,11544,6761,3307,5517,1160,81796
LGA54200,24,24,223,306,86,543,98,403,21,1736,74,212,510,437,266,357,195,318,40,2411,415,1036,1097,540,694,280,400,356,102,4921,899,1517,1080,584,956,311,529,348,103,6323,965,1317,949,623,999,313,574,420,102,6261,714,864,695,495,852,282,570,351,70,4897,239,321,196,114,238,90,159,122,27,1503,36,29,17,7,21,9,8,17,11,162,6,0,0,0,0,0,0,0,4,17,3374,5324,4769,3112,4114,2185,2531,2339,484,28235
LGA54280,9,14,208,109,43,255,61,178,22,890,27,198,418,144,139,121,219,192,22,1486,215,741,940,322,388,172,605,303,45,3746,422,582,755,335,361,144,570,231,57,3458,382,447,639,277,383,143,597,227,64,3165,328,319,451,200,293,133,495,249,51,2510,78,77,90,44,73,21,133,72,17,602,5,14,4,3,8,0,3,12,3,54,0,0,0,0,0,0,0,0,0,0,1475,2393,3508,1431,1691,997,2680,1458,282,15901
LGA54310,8,10,112,73,38,181,24,149,13,606,37,94,241,100,85,57,93,132,15,845,248,621,925,246,346,131,298,385,52,3254,448,596,1029,291,404,87,401,293,86,3637,374,394,719,225,297,95,381,255,66,2814,210,250,385,123,167,54,287,172,31,1676,50,65,47,23,27,4,67,34,4,327,4,4,3,4,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,1379,2032,3467,1082,1356,610,1564,1416,273,13172
LGA54340,5,6,19,16,10,29,5,28,3,108,14,13,35,17,16,16,0,44,7,173,29,57,67,34,22,23,19,101,4,356,45,38,45,30,32,24,20,79,3,325,55,46,43,31,37,20,22,88,7,340,64,48,46,39,37,24,26,65,15,361,20,14,15,11,22,9,10,25,0,128,10,0,3,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,242,216,279,182,182,138,100,441,40,1814
LGA54410,0,0,5,0,0,3,0,8,7,27,0,0,4,3,6,3,0,4,0,29,4,16,16,11,6,3,6,7,0,69,18,12,10,14,7,6,5,15,0,81,22,9,14,11,12,3,12,17,0,102,24,14,19,20,3,3,13,12,0,120,13,4,0,3,6,0,0,5,0,31,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,102,55,62,58,36,24,47,77,11,467
LGA54480,0,0,0,0,0,0,4,0,0,4,3,0,0,4,4,0,6,0,0,17,17,9,0,0,0,0,11,10,0,51,39,4,0,0,5,0,0,10,0,66,36,5,0,0,0,0,6,6,0,62,18,3,0,3,0,0,9,6,0,43,9,0,3,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,127,15,14,12,15,4,34,41,4,262
LGA54550,0,0,5,6,0,8,0,12,3,32,3,4,11,0,8,6,5,25,0,64,23,16,27,11,7,6,10,30,0,138,70,33,16,9,11,4,9,39,0,197,70,18,19,12,9,15,19,21,6,177,85,18,21,13,20,5,27,32,0,226,50,9,3,6,10,0,9,11,5,93,20,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,3,321,94,105,56,72,44,85,170,16,950
LGA54620,0,0,4,0,0,0,0,9,3,16,0,6,10,0,0,0,13,11,4,54,23,20,35,4,12,0,26,11,0,133,30,17,26,7,15,7,23,15,0,126,49,10,29,11,8,6,26,12,0,141,38,17,29,7,16,0,25,14,0,146,22,3,3,6,3,3,3,5,0,56,10,0,0,3,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,7,182,71,128,44,49,20,122,71,12,691
LGA54690,0,0,0,0,0,4,0,8,0,11,4,0,0,0,0,0,0,0,0,4,9,3,5,0,3,0,0,0,0,27,16,0,3,0,7,0,5,4,0,30,13,4,4,5,6,0,5,4,0,41,20,0,0,8,4,0,3,3,0,38,7,0,0,3,0,0,11,4,0,23,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,10,16,16,19,5,26,24,3,184
LGA54760,0,0,4,0,0,0,0,3,0,9,0,0,0,5,0,0,4,5,0,12,15,12,11,4,5,0,0,11,0,55,35,12,5,3,4,5,4,8,0,84,40,10,6,12,6,7,5,10,0,97,39,3,6,4,5,0,9,8,0,80,21,0,0,0,4,0,3,3,0,37,14,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,166,40,31,22,24,15,32,54,6,379
LGA54830,11,20,144,125,40,412,61,278,17,1109,77,156,425,368,169,257,154,308,39,1959,397,933,987,723,638,383,569,531,85,5246,521,1074,976,704,741,290,578,493,86,5470,370,564,734,520,526,241,512,490,65,4021,195,281,386,291,378,150,360,309,44,2387,55,55,65,56,78,26,68,81,12,490,4,9,0,0,9,0,7,12,0,38,0,0,0,0,4,0,0,0,0,4,1628,3100,3709,2786,2587,1764,2313,2493,344,20726
LGA54900,0,0,4,3,0,0,4,8,0,26,5,0,9,3,4,0,8,8,3,42,36,23,19,7,8,9,15,13,0,126,56,14,22,11,15,3,15,10,5,154,60,14,16,6,6,10,15,18,3,158,77,13,7,6,10,9,16,20,4,157,36,4,4,0,6,6,6,7,0,74,19,0,0,0,0,6,0,3,0,23,0,0,0,0,0,0,0,0,0,0,300,64,80,40,57,37,76,89,18,764
LGA54970,0,0,0,4,0,0,5,3,3,13,0,11,30,6,12,0,37,18,0,117,17,97,120,10,15,3,137,35,0,430,29,48,118,10,12,0,158,21,4,401,44,51,119,13,21,5,146,14,4,417,26,48,78,11,17,5,115,28,8,327,3,5,8,0,4,0,19,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,261,480,52,79,7,613,114,16,1753
LGA55040,0,0,5,3,0,0,5,8,0,28,4,9,35,9,3,4,32,35,5,130,25,90,104,26,18,9,130,49,8,457,46,54,94,11,21,0,127,24,3,384,48,21,76,12,21,5,95,33,6,308,24,26,56,10,23,5,70,25,0,231,5,5,9,0,6,3,15,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,157,203,367,64,97,26,475,178,17,1585
LGA55110,28,22,299,464,82,816,101,561,44,2405,121,246,606,613,217,502,220,436,48,3012,480,955,1436,896,565,478,586,603,121,6117,744,1202,1304,987,753,422,717,633,110,6879,952,1281,1314,1048,911,523,852,648,122,7646,747,1057,1054,862,849,478,773,622,99,6546,218,286,208,154,240,146,207,173,38,1669,26,31,19,8,26,19,22,13,17,184,0,0,0,0,0,0,0,0,12,14,3325,5076,6234,5024,3644,3385,3482,3698,602,34482
LGA55180,8,0,53,41,8,79,10,84,6,287,17,20,63,30,16,27,25,73,8,280,103,92,114,75,64,39,46,162,13,709,150,110,91,62,74,48,62,129,12,743,220,109,106,100,94,53,88,135,13,924,211,138,106,94,114,54,110,169,17,1012,136,38,38,32,30,26,32,54,6,394,45,0,0,3,9,0,0,9,6,74,9,0,0,0,0,0,0,0,0,9,888,521,568,439,412,323,375,822,71,4425
LGA55250,0,0,0,0,0,0,4,3,3,10,0,13,23,4,0,4,23,14,4,83,18,66,87,16,15,7,46,42,0,297,32,32,60,14,13,7,66,23,0,237,44,28,50,14,12,4,76,16,8,239,33,19,44,15,9,4,51,17,3,192,16,8,11,7,4,0,16,3,0,57,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,137,164,270,65,57,28,273,115,16,1120
LGA55320,38,104,256,714,138,1135,137,683,39,3247,196,900,603,984,545,800,212,429,56,4725,909,3776,1101,831,934,475,255,403,126,8813,2027,4453,1073,734,1382,420,277,342,156,10864,2338,3851,1046,884,1659,545,308,369,154,11151,1658,2697,785,649,1511,477,299,424,117,8623,484,942,252,177,515,214,133,163,41,2920,68,120,15,15,51,30,15,26,26,368,3,6,0,0,3,0,0,0,10,27,7722,16856,5133,4980,6734,4090,1646,2845,729,50737
LGA55390,0,0,4,0,0,0,3,5,0,11,0,11,13,3,3,0,22,17,0,70,4,38,50,3,7,0,54,18,4,181,21,17,48,3,4,0,63,9,0,166,15,11,51,3,4,0,59,7,0,158,15,22,29,0,0,6,30,14,0,111,4,4,6,0,0,0,9,0,0,21,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,102,202,20,21,0,241,72,3,721
LGA55460,0,0,8,16,0,29,9,18,0,92,5,12,38,10,11,17,9,13,0,112,34,56,50,30,29,16,26,32,5,278,47,35,57,23,34,13,25,14,5,258,59,42,40,23,33,17,31,35,9,296,54,33,30,30,27,17,49,29,5,280,24,9,11,9,3,7,19,8,5,96,11,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,3,249,190,234,155,146,114,170,151,35,1432
LGA55530,0,0,3,0,0,0,0,0,0,5,5,0,3,0,0,0,0,6,0,16,11,5,0,0,4,0,0,6,0,30,19,8,5,0,5,4,4,3,0,48,26,4,0,9,3,0,4,3,0,50,19,3,6,6,4,4,8,4,3,53,14,0,0,0,3,0,0,5,0,17,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,92,19,19,17,15,10,29,26,3,226
LGA55600,0,0,13,7,0,4,0,19,0,47,8,6,23,12,5,13,7,12,0,71,23,22,25,17,24,11,12,30,3,160,45,41,23,20,17,5,11,14,0,182,63,17,31,28,27,8,29,28,3,237,67,26,30,19,24,13,36,29,7,251,45,9,7,7,8,9,15,10,0,107,15,0,0,0,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,263,122,147,109,108,61,117,144,18,1079
LGA55670,0,0,0,0,0,3,0,0,0,12,3,0,0,0,0,0,0,5,0,16,10,9,4,5,5,5,0,0,0,37,9,4,3,5,5,0,9,13,0,46,28,5,0,3,5,0,6,8,0,56,26,5,8,6,9,3,8,5,0,66,7,0,4,0,3,0,0,3,0,21,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,92,32,17,18,23,12,22,31,3,250
LGA55740,0,4,12,88,12,81,6,43,0,258,14,90,33,108,61,52,11,37,7,417,61,330,58,107,58,46,28,54,7,748,204,402,65,51,66,29,22,34,18,899,283,433,47,65,108,45,17,19,16,1038,163,284,30,40,70,34,10,25,11,682,70,119,15,18,35,16,6,14,7,294,16,27,0,0,4,3,0,3,0,56,0,0,0,0,0,0,0,0,0,0,819,1694,265,481,418,312,92,228,66,4372
LGA55810,0,0,0,0,0,0,0,0,0,8,0,4,6,0,6,0,12,3,0,31,4,13,36,0,7,0,25,11,3,95,9,13,28,12,3,0,25,6,3,100,14,17,22,3,7,0,41,12,0,117,13,11,20,3,10,0,30,7,0,96,7,0,6,0,0,0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,61,115,18,32,11,141,45,13,479
LGA55880,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,13,7,4,6,3,3,0,5,3,0,34,22,5,9,3,0,0,3,6,0,47,33,3,3,4,0,0,0,9,0,56,29,7,0,0,4,0,5,10,0,57,8,0,4,0,0,0,0,3,0,23,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,113,14,25,12,14,3,21,32,3,234
LGA55950,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,3,7,9,0,4,6,5,3,0,43,15,4,12,4,3,0,4,6,3,54,19,9,4,3,0,5,7,3,0,57,26,3,0,5,3,5,8,7,5,61,27,0,0,3,0,0,6,0,0,39,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,104,31,36,16,19,12,29,23,7,279
LGA56090,8,19,139,214,49,379,56,308,15,1199,52,126,316,223,139,214,126,176,36,1402,227,634,631,289,335,170,172,166,46,2671,507,886,584,340,452,135,218,177,65,3359,730,982,610,486,607,206,276,216,82,4194,562,805,540,387,587,235,320,243,67,3748,136,282,147,98,153,82,99,66,20,1081,33,52,11,9,15,8,6,7,3,147,0,0,0,0,0,0,0,0,3,6,2265,3783,2975,2049,2336,1427,1271,1366,338,17812
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,13,6,0,3,4,0,0,0,0,0,10,8,3,3,0,0,0,0,9,0,18,0,0,0,0,0,0,0,6,0,9,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,14,4,0,0,0,14,4,69
LGA56230,3,8,91,91,16,178,23,129,10,534,21,38,151,98,38,73,64,94,6,585,94,133,317,134,122,66,140,126,20,1158,139,171,303,154,144,78,200,121,16,1340,201,206,276,182,185,94,261,166,30,1592,178,142,242,167,141,88,205,149,34,1340,89,53,48,32,50,25,47,52,5,400,21,0,6,0,0,4,7,10,3,61,0,4,0,0,0,0,0,0,0,7,752,761,1431,855,694,607,944,836,131,7016
LGA56300,0,0,0,4,0,0,3,13,0,24,3,4,4,0,0,0,0,0,0,14,8,8,6,7,5,0,9,19,0,63,36,26,15,12,7,9,7,16,4,132,21,16,14,16,15,3,10,24,0,123,24,26,30,17,16,7,14,26,6,161,38,10,8,3,9,0,6,5,0,81,6,0,0,0,3,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,145,90,77,62,52,28,45,107,10,610
LGA56370,0,0,3,0,0,4,0,3,0,5,4,5,4,0,0,0,0,9,0,15,24,6,13,5,7,3,3,19,0,77,23,7,9,3,0,3,5,0,0,58,29,6,10,3,3,6,5,5,0,74,38,6,0,0,4,0,9,14,0,82,19,0,0,0,4,0,4,6,0,29,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,146,34,38,20,23,19,27,55,5,359
LGA56460,10,7,16,18,5,32,10,32,7,128,6,25,42,31,13,19,17,25,0,174,38,72,69,60,38,20,28,63,3,385,69,61,50,57,53,26,21,54,5,388,82,78,60,59,50,26,29,44,8,443,75,83,56,43,43,29,36,57,7,427,49,38,9,10,18,11,19,9,0,159,11,3,0,0,6,0,3,8,0,25,0,0,0,0,0,0,0,0,0,5,338,362,306,276,219,156,155,283,36,2136
LGA56580,6,44,28,211,44,164,29,139,9,666,36,275,53,257,147,157,33,70,13,1038,179,776,115,158,124,59,23,34,15,1478,441,1084,89,107,160,40,18,28,29,2004,682,1255,100,102,259,93,17,42,42,2595,461,980,71,77,200,93,19,28,25,1943,176,421,38,32,103,42,12,13,11,853,29,80,8,5,20,15,3,11,9,173,4,4,0,0,0,0,0,0,4,19,2010,4922,494,947,1058,665,151,369,156,10762
LGA56620,0,0,0,0,0,0,0,0,0,4,4,0,0,3,5,4,0,0,0,21,4,20,0,7,0,4,0,3,0,47,11,22,3,3,0,0,0,10,0,53,9,23,3,18,7,6,3,6,0,63,14,25,4,10,7,0,3,7,0,58,6,9,0,4,3,0,0,3,0,19,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,103,9,45,18,8,9,23,5,276
LGA56730,4,0,45,21,18,106,9,73,10,287,15,22,80,53,42,49,28,65,8,358,71,113,150,80,72,49,64,99,16,709,89,134,131,122,87,57,54,94,20,791,137,135,142,139,138,56,108,112,15,985,156,133,129,109,134,64,123,102,14,965,72,47,32,34,34,23,42,34,5,328,15,0,0,3,4,0,5,4,0,33,3,0,0,0,0,0,0,0,0,3,558,582,712,567,522,409,434,586,91,4463
LGA56790,0,0,11,12,0,8,4,16,0,54,10,5,15,15,14,10,4,9,0,82,38,43,33,23,19,10,12,35,3,207,63,48,39,32,28,14,27,41,5,299,72,55,46,31,32,21,33,51,4,342,97,55,41,47,48,33,58,84,12,462,61,16,25,19,8,5,11,21,8,179,19,0,0,4,0,3,0,6,0,27,5,0,0,0,0,0,0,0,0,0,361,222,203,172,150,103,150,261,35,1658
LGA56860,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,3,0,0,13,4,0,0,4,0,0,0,0,0,12,9,0,4,0,0,0,0,0,0,9,7,3,0,0,0,0,0,4,0,19,13,0,5,3,7,0,3,0,0,28,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,8,9,10,3,8,11,0,99
LGA56930,0,6,0,30,5,14,0,7,0,69,0,22,4,23,14,10,6,3,0,78,12,40,10,9,9,6,0,0,0,87,16,38,3,3,13,3,0,0,0,84,55,72,3,5,14,4,4,4,7,161,48,57,3,0,11,3,0,0,8,143,30,29,0,0,9,9,0,0,3,81,13,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,181,274,31,72,70,52,8,16,18,717
LGA57000,0,0,0,0,0,0,5,4,0,10,5,0,6,0,6,0,13,7,0,36,9,9,29,5,8,0,39,12,0,117,24,20,28,5,8,0,28,9,0,124,21,9,27,5,4,0,28,9,0,114,34,7,18,4,3,3,30,8,0,110,16,0,5,4,0,0,5,0,0,26,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,121,51,115,18,28,9,146,48,4,539
LGA57080,5,37,30,224,50,168,21,82,7,623,92,466,184,675,205,247,67,206,35,2168,656,2778,626,769,645,280,196,463,87,6498,629,1581,417,282,359,120,146,185,62,3788,489,689,226,154,265,96,122,104,38,2181,418,549,190,97,240,75,73,85,29,1755,149,203,32,33,88,40,18,22,8,596,26,38,0,0,19,6,4,6,8,117,0,3,0,0,0,0,0,0,0,4,2478,6347,1700,2242,1868,1043,645,1149,269,17733
LGA57140,0,0,5,0,0,3,0,13,0,21,6,0,11,0,0,3,0,5,0,27,8,5,8,5,6,0,4,8,0,46,16,12,8,3,5,4,0,6,0,58,22,10,8,10,4,3,4,9,0,69,25,9,10,13,12,0,13,7,0,96,21,0,5,4,0,0,0,10,0,39,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,102,41,49,37,31,23,22,55,4,375
LGA57210,0,0,23,18,0,24,0,44,9,125,9,7,33,16,11,9,7,41,5,131,57,40,42,28,33,15,27,73,7,315,79,46,56,34,41,19,40,55,7,375,111,73,55,59,61,38,52,60,15,519,122,57,46,36,51,37,50,84,16,491,111,23,28,14,14,3,16,20,7,233,28,0,0,0,5,0,3,12,0,42,4,0,0,0,0,0,0,0,0,0,510,259,277,202,208,139,187,389,56,2235
LGA57280,4,6,81,48,24,90,25,76,17,375,15,66,146,49,56,40,61,100,13,551,178,415,706,181,258,101,318,239,60,2450,255,361,656,208,250,75,313,203,67,2381,198,250,395,109,173,60,353,148,39,1727,149,169,244,78,142,54,264,119,31,1237,33,40,45,15,28,11,36,27,0,235,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,836,1309,2267,684,930,433,1362,914,231,8971
LGA57350,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,6,16,5,7,5,4,3,0,11,0,49,12,10,0,3,0,0,0,7,0,47,23,5,4,7,4,0,5,3,0,59,31,5,8,14,7,4,4,9,0,76,17,0,3,0,0,4,0,7,0,30,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,102,24,30,34,20,17,22,37,0,290
LGA57420,0,0,3,4,0,4,8,14,0,31,0,8,19,11,3,4,29,21,0,100,30,40,91,15,26,10,81,42,9,341,43,32,62,22,26,8,46,25,4,263,58,25,82,16,20,6,66,33,4,306,57,20,65,8,19,11,53,37,16,279,16,9,17,0,3,5,16,4,5,69,6,0,0,0,0,0,6,0,0,13,4,0,0,0,0,0,0,0,3,9,219,130,339,67,95,38,298,183,43,1411
LGA57490,49,65,528,696,116,1426,195,1027,81,4186,233,451,1274,1131,447,830,407,782,110,5660,1070,1967,3024,1898,1515,818,1132,1214,248,12888,1592,2437,2584,1924,1649,741,1130,1143,228,13421,1675,2117,2299,1894,1746,799,1280,1146,247,13203,1004,1416,1560,1253,1389,579,1137,906,144,9385,201,287,230,215,272,138,236,227,35,1838,15,26,14,9,22,4,13,26,14,134,0,0,0,0,0,0,0,3,11,11,5841,8759,11508,9012,7161,5337,5514,6471,1117,60725
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,4,0,10,5,0,3,5,0,0,0,0,0,25,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,11,4,5,0,9,18,5,69
