LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA57080,547,774,1321,955,864,1819,0,5,5,156,172,327,0,0,0,2306,2354,4665,21,23,46,150,197,345,29,21,48,16,9,23,33,33,66,20,10,28,86,96,179,99,111,210,173,148,324,3,9,14,28,22,50,163,168,328,411,462,880,14,9,21,4672,4716,9384,643,639,1280,643,585,1224,58,62,121,0,0,0,48,58,102,87,91,181,131,151,283,7268,6001,13263,117,60,177,19,33,53,7404,6093,13492,3092,2144,5237,540,308,849,17739,15458,33193
LGA57140,0,0,5,82,72,149,0,0,0,25,23,48,0,0,0,44,65,106,0,0,0,0,0,0,6,19,24,0,0,0,0,3,3,0,0,0,3,0,4,3,7,7,9,10,18,0,0,0,0,5,5,12,16,32,23,21,38,0,0,0,217,235,449,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,4,3,4,8,244,207,451,0,0,4,0,0,0,241,213,454,47,32,80,0,0,0,511,487,995
LGA57210,12,14,21,328,354,678,0,0,0,92,102,198,0,0,3,196,230,426,4,3,10,3,4,6,19,21,38,16,9,22,6,9,17,0,0,0,6,11,16,4,13,17,25,37,60,3,3,9,16,21,39,39,56,95,100,99,198,0,0,0,872,967,1840,0,0,9,63,48,108,0,0,0,0,0,0,0,0,0,12,14,27,12,14,27,1308,1171,2478,12,6,20,0,10,9,1320,1192,2506,395,310,701,5,5,7,2679,2543,5227
LGA57280,91,137,222,586,516,1102,0,0,0,109,106,220,0,0,0,1553,1350,2908,18,21,43,32,28,62,44,55,98,37,36,71,27,19,51,3,5,3,43,26,70,87,116,203,81,60,144,0,4,10,35,46,78,126,118,242,241,238,481,6,7,12,3033,2769,5797,130,93,225,277,219,499,5,6,8,23,13,44,15,12,26,32,21,46,67,43,113,4356,3311,7674,35,13,44,13,11,23,4403,3336,7741,2704,1420,4127,34,21,60,10743,8049,18788
LGA57350,0,7,4,52,72,126,0,0,0,11,0,15,0,0,0,52,65,121,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,0,7,0,0,8,9,4,10,0,0,3,0,0,0,16,31,46,9,4,12,0,0,0,159,194,355,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,150,300,0,0,0,0,0,0,150,150,303,134,137,264,0,0,0,443,489,935
LGA57420,8,7,15,141,117,261,0,0,0,18,22,40,0,0,0,196,123,321,0,0,5,9,0,9,3,4,3,0,0,0,6,4,9,5,0,5,5,11,15,5,3,10,30,22,53,0,5,0,4,0,4,33,33,65,45,31,78,3,0,3,511,373,881,4,0,6,12,6,14,0,3,3,0,0,0,3,3,10,5,6,10,5,12,16,776,484,1261,9,4,13,8,3,11,787,494,1283,260,106,362,9,4,13,1586,1003,2592
LGA57490,418,812,1231,7042,8864,15910,0,0,0,932,1098,2025,0,0,0,9140,10702,19838,191,242,435,292,353,647,326,438,770,264,271,540,174,231,410,32,41,66,292,333,623,579,668,1255,951,1058,2007,103,145,250,120,129,244,789,1094,1883,2172,2512,4688,84,94,178,23488,28277,51764,394,385,778,438,442,880,22,22,40,6,11,15,193,163,357,212,323,536,416,492,906,33794,32657,66450,195,154,354,90,203,292,34078,33014,67095,4356,3961,8317,97,105,203,63702,67513,131213
LGA57630,0,0,0,15,10,27,0,0,0,0,0,0,0,0,0,21,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,52,24,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,67,6,0,6,0,0,0,39,27,66,111,29,136,0,0,0,203,75,283
LGA57700,133,149,278,1442,1820,3259,0,0,0,222,284,504,8,3,13,1992,2215,4209,17,22,43,49,33,80,44,55,99,41,48,92,20,39,61,8,4,14,72,79,152,198,221,424,464,478,940,12,14,24,31,56,96,149,215,368,719,788,1501,16,18,39,5499,6404,11906,223,243,473,200,195,391,0,3,8,0,0,0,252,245,503,36,75,111,293,322,615,7753,7701,15455,36,37,75,13,23,36,7806,7759,15564,1132,761,1893,17,26,46,15298,15868,31167
LGA57770,7,20,29,215,193,409,0,0,0,21,21,44,0,0,0,199,204,403,9,5,12,5,7,14,3,5,9,0,0,0,3,9,9,0,0,0,10,8,11,10,21,33,30,29,55,0,0,3,0,0,5,30,36,65,19,27,51,0,0,0,565,564,1122,3,0,9,3,0,9,0,0,3,0,0,0,0,0,0,4,3,4,4,3,4,646,560,1208,0,3,5,3,0,5,645,568,1212,307,263,571,14,14,18,1547,1430,2976
LGA57840,580,776,1358,1819,2380,4196,0,0,0,202,287,496,30,24,50,4415,4910,9330,61,74,136,228,239,467,55,62,113,32,35,58,41,75,112,30,23,56,113,122,239,158,194,356,291,352,641,9,13,23,28,46,74,482,649,1133,524,668,1194,15,20,35,8537,10174,18711,426,405,828,586,483,1068,47,36,84,7,3,5,47,64,109,98,132,226,150,192,341,9076,8347,17427,100,67,170,28,42,69,9205,8465,17665,1248,1343,2585,98,74,172,20864,21953,42818
LGA57910,3765,4907,8669,7580,10241,17820,0,0,0,1332,1547,2876,10,4,11,23915,27902,51817,221,332,553,3203,3463,6663,374,527,902,147,189,335,170,251,419,231,232,458,555,698,1256,719,984,1707,843,1050,1897,79,108,186,118,171,283,1188,1823,3014,2899,3654,6554,72,87,158,43652,53265,96915,3207,2895,6101,4295,3974,8271,1323,1441,2768,3,10,15,905,810,1711,507,630,1131,1412,1444,2858,42087,40217,82304,373,292,667,182,264,444,42640,40772,83411,6311,6072,12385,218,288,506,106824,115056,221880
LGA57980,161,246,412,857,1100,1957,0,0,0,56,68,125,0,0,0,1228,1606,2840,55,62,114,94,147,246,13,22,37,0,0,0,23,34,57,0,0,0,32,40,74,16,35,58,76,118,194,9,3,10,3,0,5,129,220,345,137,217,358,3,4,9,2738,3695,6431,111,115,232,104,102,204,32,42,71,0,3,3,7,9,21,39,45,74,41,53,97,4236,4104,8335,45,49,96,9,19,28,4296,4166,8466,634,583,1220,32,24,56,8162,9024,17183
LGA58050,1561,2137,3699,6090,7595,13685,0,0,0,1237,1330,2570,9,5,12,14030,15483,29514,188,231,419,725,742,1470,265,345,611,179,224,400,119,143,267,130,115,249,510,581,1087,1037,1249,2288,707,771,1481,93,153,243,183,218,397,680,865,1540,2744,3223,5967,80,97,184,29005,33369,62367,2389,2286,4681,3080,2975,6057,78,88,166,7,9,13,1398,1308,2706,224,347,573,1634,1655,3288,30988,28975,59963,216,176,385,103,171,280,31307,29324,60631,4622,4569,9197,149,173,327,73827,76583,150408
LGA58190,0,0,0,40,35,67,0,0,0,3,0,3,0,0,0,32,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,4,7,15,24,7,6,13,0,0,0,94,86,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,51,129,0,0,0,0,0,0,83,51,135,33,31,65,0,0,0,209,162,374
LGA58260,0,6,0,50,48,104,0,0,0,3,3,3,0,0,0,47,42,93,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,7,8,19,5,9,4,0,0,0,124,120,243,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,104,232,0,0,3,0,0,0,126,104,230,61,58,119,3,0,0,327,284,612
LGA58330,13,26,42,299,340,638,0,0,0,41,38,78,0,0,3,257,259,517,5,5,13,3,3,6,21,20,44,4,0,5,3,11,14,0,0,0,9,9,20,0,0,0,32,17,46,0,4,3,8,12,23,35,50,80,59,70,130,0,3,3,779,856,1633,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,8,26,32,8,26,32,1098,984,2081,7,0,7,5,11,15,1105,995,2100,311,268,576,0,0,0,2226,2172,4398
LGA58400,0,0,0,16,21,41,0,0,0,0,0,0,0,0,0,21,15,35,0,0,0,5,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,4,9,6,0,7,0,0,0,56,55,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,64,137,0,0,0,0,0,0,73,64,137,18,18,36,0,0,0,148,132,285
LGA58470,0,0,0,23,19,49,0,0,0,0,3,5,0,0,0,12,19,36,7,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,3,8,0,0,3,3,0,3,0,0,0,59,58,124,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,78,66,146,0,0,4,0,0,0,81,68,148,25,17,40,0,0,0,169,147,310
LGA58510,564,741,1299,1123,1386,2515,0,0,0,186,189,383,0,3,7,3193,3614,6801,41,57,100,103,118,221,58,67,131,9,11,28,42,54,96,24,30,54,82,85,169,114,148,266,168,214,384,10,14,26,30,42,74,231,335,573,477,579,1061,6,18,29,5917,6982,12902,693,619,1311,644,611,1254,19,11,30,7,0,9,105,105,210,66,78,144,171,187,354,8489,7712,16204,101,81,181,16,35,49,8607,7828,16439,1642,1682,3323,45,55,103,18300,18710,37008
LGA58540,0,0,0,75,66,135,0,0,0,3,6,8,0,0,0,67,54,125,0,0,3,0,0,0,0,0,0,4,0,4,3,4,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,8,19,6,0,9,0,3,3,166,150,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,154,331,0,0,0,0,0,0,180,154,330,50,62,112,0,0,0,396,371,771
LGA58570,363,542,905,984,1166,2153,0,0,0,100,131,233,0,0,0,3482,3884,7366,15,20,34,441,513,955,41,40,81,8,3,14,35,42,78,11,5,16,50,67,116,66,92,162,103,122,222,10,12,22,9,10,23,139,236,375,325,453,777,6,11,20,5826,6801,12625,260,228,485,223,182,402,119,136,247,0,0,0,13,13,29,72,88,163,85,105,189,9299,8800,18103,123,82,207,40,45,92,9468,8934,18397,1218,972,2190,76,63,138,17641,17948,35588
LGA58610,7,5,14,119,125,245,0,0,0,24,27,51,0,0,0,108,98,210,0,0,0,0,4,4,3,0,4,0,0,0,5,11,13,0,0,0,0,5,5,0,0,5,4,12,23,3,6,8,5,3,5,49,53,103,14,10,25,0,0,0,331,361,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,6,4,12,386,341,726,0,0,0,0,0,5,395,340,729,96,108,203,0,0,3,836,827,1657
LGA58680,0,0,4,43,45,88,0,0,0,3,4,5,0,0,0,30,35,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,10,4,12,16,0,0,0,93,103,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,93,218,0,0,0,0,0,0,123,98,217,55,47,103,0,0,0,272,247,514
LGA58760,2205,2932,5138,9069,11516,20586,14,8,21,2067,2303,4368,10,10,16,17150,20001,37147,191,253,447,1571,1624,3187,443,568,1016,456,505,963,147,158,305,318,324,645,644,789,1437,1679,1951,3631,1118,1305,2428,75,118,195,182,233,415,860,1219,2079,4095,4790,8887,111,117,231,40200,47794,87997,2569,2500,5073,3115,3108,6221,81,93,174,0,3,5,589,540,1132,325,464,784,912,1007,1916,44012,41936,85954,284,215,495,105,178,281,44405,42330,86736,5141,5013,10157,174,191,372,98802,104970,203769
LGA58820,6,16,19,283,333,610,0,0,0,17,23,39,0,0,0,448,469,923,3,3,7,0,5,4,7,13,17,0,3,4,4,4,12,0,0,0,7,5,16,9,12,24,22,24,51,3,0,3,3,0,4,40,48,85,40,51,95,0,0,0,891,997,1889,0,4,6,6,3,11,0,0,3,0,0,0,0,0,0,5,7,16,5,4,11,912,855,1767,3,0,11,5,10,8,922,863,1788,202,165,363,4,0,5,2042,2064,4098
LGA58890,0,0,0,60,61,121,0,0,0,3,3,8,0,0,0,40,51,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,10,7,13,19,16,36,7,7,10,0,0,0,140,146,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,134,332,0,0,3,0,0,0,199,135,337,62,68,131,0,0,0,407,346,752
LGA59030,0,0,0,36,24,56,0,0,0,3,0,3,0,0,0,36,23,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,8,0,0,0,0,5,5,3,4,12,5,8,9,0,0,0,85,62,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,54,152,0,0,0,0,0,0,100,54,156,65,21,90,4,0,4,258,140,396
LGA59100,0,0,0,48,53,101,0,0,0,4,7,4,0,0,0,27,47,74,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,18,14,28,3,5,12,0,0,0,109,132,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,133,292,0,0,0,0,0,0,163,133,299,75,44,117,0,0,0,346,309,659
LGA59170,0,0,0,86,94,184,0,0,0,8,10,16,0,0,0,61,74,138,0,3,5,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,6,0,0,5,0,0,0,0,0,0,15,14,32,18,22,41,0,0,0,205,224,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,204,438,0,0,0,3,0,5,238,205,443,59,54,116,0,0,0,503,498,997
LGA59250,8,4,13,42,10,52,0,0,0,6,0,14,0,0,0,75,25,102,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,5,0,3,5,0,6,4,0,4,0,0,0,17,32,52,8,0,12,12,11,23,0,0,0,183,87,271,5,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,129,455,10,0,10,0,0,0,336,129,461,431,114,541,5,0,5,975,336,1306
LGA59310,0,5,5,122,111,236,0,0,0,7,12,18,0,0,0,99,67,161,0,0,0,0,0,0,0,0,0,3,0,7,0,3,4,0,0,0,0,0,4,4,5,6,11,11,24,0,0,0,0,0,0,24,21,43,23,16,45,0,4,4,298,250,548,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,7,8,3,7,8,302,267,565,0,0,0,0,0,3,306,264,569,68,63,134,0,0,4,684,593,1278
LGA59320,0,0,0,32,27,57,0,0,0,23,17,37,0,0,0,15,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,4,9,0,0,0,0,0,0,10,6,16,11,18,25,0,0,0,95,101,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,74,176,0,0,0,0,0,0,106,73,181,23,21,50,0,0,0,226,206,430
LGA59330,0,0,0,53,52,105,0,0,0,0,4,4,0,0,0,27,24,56,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,3,4,0,4,10,0,4,3,0,0,0,0,0,0,9,6,13,9,5,18,0,0,0,110,102,215,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,81,181,0,0,0,0,0,0,103,81,186,24,22,50,0,0,0,249,211,459
LGA59340,34,53,83,434,455,890,0,0,0,57,59,117,0,0,0,983,1077,2064,0,5,4,14,12,25,12,10,19,0,3,5,27,28,60,5,0,7,39,44,84,62,81,143,63,56,118,6,5,13,10,11,16,123,155,279,141,189,331,4,3,9,1975,2197,4177,35,12,46,18,12,29,7,7,16,51,51,106,0,0,5,13,8,26,65,65,129,2466,2079,4550,20,6,22,4,11,14,2491,2096,4589,1061,863,1920,67,65,132,5751,5374,11122
LGA59350,4,3,8,41,17,58,0,0,0,0,0,0,0,0,0,77,29,112,0,0,0,3,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,138,59,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,194,64,262,0,0,0,0,0,0,194,69,260,456,126,582,3,0,3,806,259,1061
LGA59360,13,9,16,125,73,194,0,0,0,12,4,15,0,0,0,209,120,331,3,0,3,5,3,9,0,0,0,0,5,5,6,4,12,0,3,3,5,0,3,0,0,0,9,3,13,3,0,5,3,0,8,28,34,63,10,5,20,3,0,8,426,250,681,3,0,4,0,0,8,0,0,0,0,0,0,4,0,9,3,4,5,9,3,9,476,176,653,0,0,0,0,0,0,477,179,660,419,95,508,0,0,0,1351,535,1887
LGA59370,3,12,14,294,347,645,0,0,0,14,24,33,0,0,0,177,223,397,13,23,33,10,13,24,10,17,24,0,0,0,3,9,18,5,0,4,5,4,12,3,6,8,26,24,55,10,19,28,6,5,13,64,64,124,34,36,73,0,0,0,669,814,1482,3,6,8,5,4,10,0,0,0,0,0,4,0,0,0,3,7,18,6,8,16,806,709,1517,9,6,12,6,5,5,811,717,1533,192,162,356,0,0,0,1698,1728,3423
LGA59799,25,5,32,170,39,218,0,0,0,23,4,32,0,0,0,309,46,356,0,0,0,9,0,13,0,0,0,0,0,3,3,0,0,0,0,0,6,0,6,7,3,17,19,3,23,0,0,0,0,0,0,29,7,41,43,0,47,3,0,3,632,122,754,19,0,19,22,4,25,0,0,5,0,0,0,0,0,0,3,0,3,6,0,6,856,127,986,14,0,12,9,0,10,876,125,1001,1272,129,1401,143,16,164,3003,413,3413
