LGA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
LGA51470,3,17,13,179,0,215,0,0,0,18,0,17,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,0,0,7,46,20,21,141,0,225,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,10,5,40,0,52,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,49,0,68,0,0,0,0,0,0,10,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,5,0,22,3,0,0,0,83,85,103,28,31,319,88,567
LGA51540,76,298,204,1979,39,2592,0,24,15,747,12,795,67,8,3,9,3,84,76,13,4,32,0,123,82,23,12,44,0,166,842,258,206,1598,39,2940,56,0,12,0,0,76,29,0,3,13,0,47,77,15,17,118,0,237,13,4,3,9,0,24,3,0,0,0,0,9,35,0,7,6,0,51,152,40,33,458,7,679,115,26,12,134,3,287,9,0,0,0,0,12,0,0,0,0,0,0,6,0,0,3,0,7,3,0,0,0,0,6,20,3,0,4,0,29,28,12,4,4,0,52,28,3,3,16,0,49,0,0,0,5,0,4,0,0,0,3,0,5,144,62,39,369,3,617,11,0,0,5,0,8,23,6,6,0,0,35,20,0,0,7,0,26,0,0,0,0,0,0,121,0,6,0,0,137,28,10,0,17,0,57,415,38,40,89,9,588,35,3,6,26,1074,1144,2076,505,368,4050,1165,8164
LGA51610,0,47,39,540,0,629,0,4,0,64,0,76,3,0,0,4,0,4,0,0,0,0,0,4,5,0,3,7,0,21,153,54,25,420,7,661,0,0,0,0,0,4,0,0,0,0,0,6,19,3,13,40,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,3,0,95,0,130,3,8,0,22,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,12,8,0,6,0,0,7,0,0,4,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,32,6,7,97,0,146,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12,35,10,3,13,0,55,0,0,0,10,189,195,251,78,54,948,195,1530
LGA51680,75,280,246,1712,46,2355,0,5,9,151,0,169,36,0,5,6,0,42,15,6,9,13,0,37,67,28,17,24,0,144,1018,268,265,1181,53,2784,21,0,4,0,0,26,8,0,0,9,0,18,59,14,12,103,0,181,5,5,0,5,0,11,0,0,0,0,0,4,33,0,0,0,0,35,146,35,26,306,10,522,39,20,15,77,6,163,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,4,7,0,0,3,0,9,16,4,5,0,0,28,35,12,5,0,0,60,22,5,10,4,0,38,8,0,5,0,0,10,3,0,0,0,0,3,201,58,41,260,3,565,5,0,0,0,0,9,53,0,0,0,0,57,3,5,0,6,0,8,3,0,0,0,0,3,3,0,0,0,0,11,28,0,4,11,0,40,177,35,36,28,9,287,7,0,0,18,323,356,1665,437,408,2765,428,5707
LGA51710,17,53,44,203,0,318,0,0,0,5,0,8,317,14,16,15,0,359,0,5,0,7,0,11,6,4,5,11,0,24,107,23,28,133,3,301,25,0,0,0,0,30,7,0,0,0,0,10,12,3,3,21,0,32,0,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,19,20,3,14,43,0,80,8,5,0,8,0,15,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,15,6,0,5,6,0,16,0,0,0,3,0,8,0,0,3,0,0,3,0,0,0,0,0,0,31,9,7,39,0,75,4,0,0,0,0,4,14,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,259,64,55,57,4,435,8,0,0,0,580,596,771,120,127,372,595,1979
LGA51750,84,535,477,2212,29,3347,0,14,6,63,0,80,623,20,33,27,5,710,37,8,5,44,0,103,127,29,29,50,0,232,1578,534,403,2304,34,4851,24,0,10,3,0,38,81,9,15,22,0,122,168,35,28,177,0,399,34,13,0,47,0,100,11,3,4,4,0,21,144,12,13,3,0,173,389,116,70,792,8,1375,141,56,29,179,0,413,21,0,4,3,0,20,3,0,0,10,0,17,10,5,4,9,0,26,8,7,0,3,0,17,12,5,0,0,0,15,55,17,21,13,0,93,70,10,10,20,0,113,25,10,0,0,0,33,0,0,0,0,0,0,400,155,74,748,7,1389,24,7,4,4,0,38,128,10,19,4,0,156,37,0,6,8,0,48,27,3,0,0,0,38,24,0,3,0,0,28,65,4,9,28,0,106,822,95,149,120,5,1190,17,4,0,32,420,478,4020,981,806,4653,489,10949
LGA51820,1598,5250,4489,21730,235,33295,21,138,97,1881,37,2174,5854,117,231,137,29,6371,1909,419,183,939,31,3480,989,269,222,603,12,2097,14280,4582,3854,17241,286,40242,3028,19,171,37,4,3260,585,67,68,117,5,848,1312,294,236,1295,23,3163,140,77,35,176,3,433,138,28,24,43,0,233,3077,127,79,85,6,3378,3387,782,680,4396,38,9276,4083,1338,680,4094,63,10260,508,5,20,7,0,538,120,19,13,23,0,180,76,21,10,64,4,177,137,32,27,100,0,294,1007,169,66,49,12,1307,750,307,183,93,5,1338,633,104,96,216,5,1058,297,13,30,34,0,382,133,13,10,0,0,160,3800,1048,760,4312,47,9964,924,46,38,52,5,1065,1379,155,142,54,4,1740,607,50,36,128,0,823,251,23,11,18,0,299,360,17,36,3,4,428,544,111,78,221,3,958,12410,1266,1354,1544,115,16692,588,58,34,284,3522,4490,52867,9786,7896,40522,4291,115368
LGA51860,0,17,10,135,0,164,0,0,0,5,0,4,3,0,0,10,0,7,0,0,0,0,0,3,3,0,7,0,0,8,31,5,3,49,0,98,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,3,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,5,4,3,24,0,36,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,29,13,241,4,317,0,6,0,9,136,148,74,49,28,411,142,709
LGA51890,63,361,288,2938,36,3684,0,18,11,328,6,364,27,4,0,9,0,39,7,4,0,4,0,20,54,22,9,39,0,129,683,385,290,2497,60,3912,51,0,6,0,0,63,18,0,0,10,0,34,70,39,11,192,0,314,0,0,0,7,0,11,4,0,0,0,0,7,16,8,5,10,0,36,119,62,35,448,6,665,92,64,8,294,4,465,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,71,19,13,3,0,104,43,16,13,16,0,88,79,9,6,49,0,148,5,4,0,3,0,13,0,0,0,0,0,0,138,82,56,558,4,839,0,0,0,0,0,5,37,0,7,4,0,49,4,0,0,8,0,12,0,0,0,0,0,3,4,0,0,0,0,9,42,16,14,45,0,118,156,38,18,51,5,264,9,4,6,62,610,689,1387,676,464,5354,705,8585
LGA51960,32,130,118,980,34,1293,4,18,9,289,11,326,18,0,3,0,0,23,9,5,0,0,0,12,17,4,5,10,0,42,376,96,98,655,34,1258,55,0,11,0,7,69,9,3,0,0,0,11,27,12,19,90,0,150,5,4,4,0,0,10,5,0,0,6,0,4,9,3,0,0,0,13,71,26,12,164,4,281,16,13,3,46,0,76,6,0,0,0,0,6,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,6,0,5,160,16,16,4,0,205,53,16,8,0,0,77,10,4,0,3,0,16,3,0,0,0,0,12,6,0,0,0,0,6,103,21,34,164,0,321,4,0,0,0,0,4,15,0,0,0,0,16,10,0,0,0,0,10,9,0,0,0,0,7,3,0,0,0,0,3,16,3,3,13,0,32,131,19,14,40,5,205,13,0,0,25,1280,1324,917,231,200,1774,1364,4478
LGA52030,8,40,35,331,4,413,0,0,0,29,0,28,3,0,0,5,0,4,5,0,0,0,0,0,9,0,0,6,0,20,85,39,33,312,9,476,0,0,0,0,0,0,0,0,0,3,0,4,9,3,0,20,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,18,8,3,57,0,87,4,5,0,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,6,5,0,0,0,0,11,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,13,4,73,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,21,0,0,8,0,37,0,0,0,0,128,131,155,71,53,634,138,1052
LGA52100,6,32,26,403,11,478,0,0,0,27,0,27,5,0,0,0,0,5,0,0,0,0,0,5,11,0,5,8,0,19,78,39,15,291,10,432,0,0,0,0,0,4,0,0,0,0,0,4,6,0,0,21,0,22,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,13,3,4,55,0,70,8,0,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,4,0,5,0,0,7,5,4,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,6,4,68,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,14,11,8,3,3,0,27,0,0,0,5,49,54,140,53,40,659,66,964
LGA52170,63,390,349,1761,20,2580,0,8,0,28,0,31,106,14,16,15,0,141,20,13,17,35,0,87,62,32,19,35,0,142,981,441,328,1975,18,3750,0,0,0,0,0,0,61,12,3,30,0,107,85,31,9,132,5,264,21,20,8,62,0,108,13,0,0,4,0,22,58,9,7,5,0,74,323,87,45,623,10,1087,127,60,28,179,4,403,5,5,5,0,0,12,6,0,5,9,0,14,6,0,0,3,0,10,8,4,0,0,0,14,8,0,6,0,0,17,37,8,9,3,0,53,43,9,4,17,0,71,9,0,0,5,0,15,0,0,0,0,0,0,273,108,92,592,3,1067,8,0,3,3,0,18,65,9,18,0,0,94,21,0,0,4,0,32,13,11,0,0,0,23,8,0,0,0,0,8,54,5,5,23,0,98,331,78,95,95,7,607,13,12,7,16,222,260,2116,786,633,3839,264,7636
LGA52240,12,47,45,329,13,443,0,0,0,18,3,23,3,0,0,0,0,6,0,0,0,0,0,0,5,7,0,0,0,10,131,31,39,286,6,493,13,0,0,0,0,13,3,0,0,0,0,4,6,3,0,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,9,37,0,60,9,0,0,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,3,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,4,5,49,0,90,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,3,0,0,17,27,0,4,8,0,49,0,0,0,5,104,111,225,60,62,571,123,1043
LGA52310,3,28,26,284,5,344,0,0,0,12,0,10,4,0,0,0,0,6,0,0,0,0,0,3,13,0,0,0,0,17,95,46,30,257,4,427,9,0,0,0,0,5,3,0,0,0,0,3,13,0,0,25,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,58,0,87,3,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,4,14,68,0,114,4,0,0,0,0,4,6,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,4,0,8,0,23,0,0,0,12,64,78,152,57,44,530,75,864
LGA52380,5,18,13,136,3,180,0,0,0,13,0,14,10,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,15,83,21,27,114,4,250,14,0,0,0,0,14,4,0,0,0,0,4,12,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,5,6,30,0,57,9,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,11,5,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,3,3,25,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,23,4,3,10,0,40,0,0,0,9,43,52,174,34,35,260,59,559
LGA52450,14,44,63,547,6,668,0,3,0,34,0,33,7,0,0,0,0,7,0,0,0,4,0,5,11,0,0,9,0,24,101,41,51,330,3,523,55,0,0,0,0,55,0,0,0,0,0,0,0,0,3,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,7,6,66,0,93,0,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,18,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,7,8,71,0,103,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,21,0,3,12,0,30,0,0,0,13,79,93,235,58,88,855,86,1318
LGA52520,11,42,58,377,4,483,0,3,5,62,0,74,0,0,0,10,0,6,0,5,0,0,0,7,7,4,0,0,0,10,96,48,45,364,0,555,91,0,0,0,0,98,6,0,0,0,0,8,11,6,0,32,0,47,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,51,0,76,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,12,3,6,0,0,19,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,6,9,83,0,125,0,0,0,0,0,0,6,0,0,0,0,11,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,17,27,0,3,5,0,42,14,0,0,3,208,227,271,75,90,742,212,1392
LGA52590,19,159,100,1183,22,1487,0,3,0,88,0,97,13,0,0,5,0,16,7,0,0,10,0,21,31,11,4,12,0,52,308,149,93,910,26,1481,15,0,3,0,0,14,8,0,0,10,0,26,31,8,5,78,0,127,3,0,0,3,0,6,3,0,0,0,0,9,12,0,0,0,0,12,71,22,12,211,4,319,23,15,0,47,0,93,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,5,22,0,0,0,0,25,19,5,0,3,0,33,14,4,5,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,113,25,23,226,0,390,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,7,0,0,0,0,0,4,4,0,0,0,0,4,6,4,0,5,0,16,126,18,20,33,3,196,6,7,0,19,411,438,699,266,164,2061,455,3649
LGA52660,118,627,454,4621,32,5843,0,35,6,369,5,423,91,0,11,4,0,103,7,6,4,26,0,36,164,41,33,85,0,328,1429,647,478,3901,40,6499,123,3,27,6,0,158,27,12,9,23,0,58,130,54,35,262,0,478,14,3,7,32,0,58,3,5,0,9,0,16,100,6,3,5,0,121,233,86,61,798,11,1192,142,94,48,602,4,890,27,0,0,0,0,29,5,3,3,0,0,11,3,0,0,9,0,14,0,3,0,6,0,10,172,30,11,9,0,224,61,42,13,17,0,132,50,19,10,43,0,125,17,4,0,6,0,26,3,0,0,0,0,3,323,133,99,722,10,1290,4,3,0,3,0,13,133,12,14,10,0,163,18,0,8,17,0,50,8,5,0,0,0,5,23,0,0,0,0,26,41,14,0,33,0,92,545,84,51,164,8,850,31,8,6,74,585,702,3199,1146,817,8267,668,14086
LGA52730,49,293,233,1615,37,2217,0,6,4,58,4,73,19,3,0,8,0,38,19,8,3,29,0,59,97,16,17,22,0,154,1042,306,241,1383,28,3000,18,0,0,0,0,24,35,8,3,4,0,47,119,19,35,114,7,290,5,0,0,3,0,16,8,0,0,0,0,9,18,6,0,0,0,24,177,65,49,413,9,712,62,31,10,75,0,177,4,0,0,0,0,4,0,0,0,4,0,4,7,0,0,0,0,7,12,4,0,3,0,14,18,3,6,0,0,19,40,14,7,3,6,65,25,7,0,17,0,49,7,0,0,0,0,8,0,0,0,0,0,3,218,73,54,363,6,722,5,0,0,0,0,5,51,3,7,0,0,68,6,0,0,7,0,17,3,0,0,0,0,3,20,0,0,0,0,20,44,0,8,15,0,66,243,54,53,76,11,433,0,0,5,25,597,622,1800,530,409,2911,681,6328
LGA52800,17,136,124,1326,11,1618,5,65,15,3846,47,3979,41,4,3,12,0,64,8,0,5,3,0,18,28,9,9,19,0,65,388,138,104,1051,13,1688,47,3,0,9,0,57,20,0,0,14,0,34,48,9,7,110,0,182,3,4,0,4,0,16,0,0,0,0,0,0,36,3,0,3,0,46,97,34,25,365,0,524,39,20,11,59,0,121,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,45,7,3,0,0,61,34,5,8,0,0,49,12,3,0,6,0,23,0,0,0,5,0,7,3,0,0,0,0,4,105,37,21,304,0,469,0,0,0,4,0,6,21,3,0,0,0,22,17,0,0,0,0,21,4,0,0,0,0,4,5,0,0,6,0,10,10,0,5,12,0,26,248,33,25,105,11,415,10,5,4,41,1635,1690,1063,301,218,5947,1713,9242
LGA52870,38,255,223,1766,28,2311,0,13,9,128,0,152,39,3,0,4,0,46,3,6,0,4,0,16,67,23,17,32,0,136,752,276,210,1619,42,2899,22,0,3,0,0,28,14,0,0,8,0,21,80,25,23,108,0,237,5,0,0,3,0,4,0,0,0,0,0,6,15,4,0,0,0,23,110,60,33,372,13,585,122,40,23,196,7,393,7,0,4,0,0,9,0,0,0,0,0,3,3,0,3,0,0,5,0,0,0,0,0,0,15,0,3,0,0,24,39,5,11,12,5,70,31,5,0,10,0,48,4,0,0,0,0,7,0,0,0,0,0,0,149,61,46,419,9,685,0,0,0,4,0,6,32,8,0,0,0,43,4,0,0,8,0,16,0,0,0,0,0,0,18,0,4,0,0,16,26,6,0,15,0,46,165,27,21,74,7,297,5,4,0,19,286,321,1419,490,365,3291,366,5931
LGA52940,6,29,29,290,0,361,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,4,0,21,37,21,31,226,3,315,4,0,0,0,0,4,6,0,0,0,0,3,0,0,5,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,31,0,44,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,45,0,68,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,10,3,0,0,0,20,0,0,0,0,54,57,75,42,44,459,59,685
LGA53010,0,15,32,232,3,282,0,0,0,27,0,29,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,9,26,11,16,181,0,236,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,36,0,57,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,10,31,0,55,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,5,6,7,0,26,0,0,0,0,134,142,70,26,43,393,138,670
LGA53080,7,26,24,195,17,267,0,0,0,73,5,79,3,0,0,0,0,8,5,0,0,4,0,8,16,3,0,6,0,24,101,21,15,217,3,358,4,0,0,0,0,6,0,0,0,0,0,4,10,3,3,19,0,38,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,28,11,4,56,0,97,6,9,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,0,10,0,30,10,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,32,9,9,50,0,104,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,4,0,9,3,0,0,0,0,3,4,0,0,0,0,4,3,3,0,4,0,7,36,9,3,13,0,54,4,0,0,5,223,230,245,57,40,467,245,1048
LGA53150,61,451,341,1644,12,2511,0,6,7,52,0,62,54,13,9,15,0,85,46,25,15,54,0,149,72,18,13,39,0,145,1072,401,313,1662,19,3465,18,3,0,3,0,30,35,14,12,12,0,70,92,28,25,135,6,283,11,3,5,34,0,61,11,0,0,6,4,21,48,21,0,4,0,73,313,108,76,606,9,1108,286,96,35,263,0,696,11,0,0,0,0,8,6,0,0,6,0,15,4,0,0,4,0,11,10,4,0,5,0,18,18,6,3,0,0,22,47,21,16,6,0,84,36,9,3,24,0,80,9,0,6,7,0,18,0,0,0,0,0,0,276,101,74,474,4,936,9,0,6,3,0,12,45,7,5,5,0,58,28,0,10,8,0,46,0,3,0,0,0,7,0,0,0,0,0,0,69,17,3,24,0,111,379,85,82,86,3,638,7,0,0,10,323,349,2358,816,594,3466,377,7605
